Depth,AC,CAL,CNL,DEN,GR,HAC,ILD,ILM,LLD,LLS,MINV,MNOR,MSFL,SFLU,SP,result
1682.55,92.8314,8.6864,21.906,2.4005,99.0199,98.3453,6.4165,6.4136,6.0997,6.5286,3.5515,2.4976,4.4256,5.7637,71.4224,差油层
1682.6,92.3647,8.7624,22.2221,2.4031,99.2376,100.3075,6.1912,6.1037,5.6162,6.0743,3.5324,2.3687,4.5969,5.2603,71.5355,差油层
1685.0,84.6411,8.5472,26.3473,2.406,96.6791,88.1478,4.4347,4.9524,5.6094,5.7625,8.6607,7.5404,6.1516,6.513,71.3195,差油层
1685.05,83.6394,8.5416,26.1957,2.4145,96.1348,87.0055,4.4348,4.9975,6.2691,6.3487,8.4134,7.1734,6.0135,6.8988,71.2786,差油层
1685.1,81.4632,8.5336,26.0259,2.4197,95.8081,85.559,4.4187,5.018,6.899,6.9043,8.1582,6.1573,6.6775,7.2847,71.2563,差油层
1685.15,79.688,8.5331,25.8632,2.4213,94.9372,84.471,4.4057,5.0049,7.5218,7.4529,7.4085,5.1598,7.3772,7.4945,71.2541,差油层
1685.2,77.5931,8.5382,25.808,2.4158,94.5017,82.6712,4.3724,4.9742,7.9711,7.8905,6.8026,4.6734,7.9462,7.6246,71.2726,差油层
1685.25,76.9614,8.545,25.867,2.4069,94.1206,81.3537,4.3403,4.8741,8.2261,8.0763,7.2317,4.4011,8.3079,7.6966,71.3116,差油层
1685.3,77.6949,8.5556,26.0064,2.3928,93.9573,79.095,4.309,4.774,7.9383,7.7805,7.4823,5.1799,8.8091,7.5373,71.3702,差油层
1685.35,79.2987,8.5658,26.1983,2.3794,93.9573,76.7667,4.2756,4.6381,7.4685,7.3686,8.0941,6.944,7.9441,7.3781,71.4463,差油层
1685.4,83.41,8.5704,26.4065,2.363,94.5561,71.0891,4.2369,4.4912,6.8823,6.7966,8.4405,8.1253,6.815,6.8943,71.5369,差油层
1685.45,87.1564,8.5786,26.7514,2.3504,94.8283,66.3706,4.1948,4.3306,6.2889,6.1835,8.9694,8.8976,5.7896,6.3282,71.6383,差油层
1685.5,93.9053,8.607,27.2334,2.3392,95.3727,61.3195,4.1433,4.1793,5.702,5.6601,8.0458,8.0674,4.9251,5.6911,71.7462,差油层
1685.55,98.8107,8.6948,27.7237,2.3372,96.2436,62.044,4.1078,4.028,5.1658,5.1721,6.0664,6.1643,3.8176,5.0333,71.8557,差油层
1685.6,106.2997,8.8602,28.2917,2.3271,97.4412,71.4887,4.0713,3.9149,4.7459,4.7357,3.9651,3.8901,3.4829,4.4735,71.9625,差油层
1687.0,79.6906,8.5811,25.0023,2.493,97.3324,82.7563,4.332,4.5124,5.4984,5.207,6.5859,4.5558,8.8135,5.7702,71.8052,差油层
1687.05,78.8629,8.5501,24.6833,2.4983,97.7134,82.483,4.3959,4.5515,5.7831,5.4381,6.2467,4.2542,8.9193,5.8463,71.7266,差油层
1687.1,78.3421,8.5365,24.429,2.4995,97.659,83.174,4.459,4.6174,6.0222,5.6422,5.946,4.1162,8.6907,5.7976,71.6472,差油层
1687.15,78.3576,8.5324,24.2037,2.4944,97.7134,84.0249,4.5307,4.6661,6.1451,5.762,5.8222,3.8357,8.6643,5.7366,71.5658,差油层
1687.2,78.872,8.5285,24.023,2.4834,97.8223,85.6106,4.6172,4.7419,6.1264,5.7778,5.8706,3.8016,8.4139,5.5955,71.4814,差油层
1687.25,79.581,8.5249,23.817,2.4707,98.2033,86.5259,4.7042,4.8178,5.9674,5.6773,5.9265,4.0062,8.0572,5.4449,71.3935,差油层
1687.3,81.1616,8.5237,23.696,2.4588,98.7477,87.5057,4.8099,4.9254,5.7211,5.511,5.69,4.111,7.742,5.2943,71.302,差油层
1687.35,82.4147,8.5239,23.6533,2.4449,99.2376,88.1349,4.9165,5.0505,5.4997,5.3482,5.0557,3.897,7.4934,5.2435,71.2072,差油层
1687.4,84.3678,8.5239,23.6643,2.4346,98.6933,89.4086,5.0186,5.176,5.3747,5.2607,4.5506,3.4392,7.013,5.1927,71.1103,差油层
1687.45,85.6209,8.5295,23.695,2.4218,97.9856,90.4735,5.1318,5.3311,5.3396,5.2533,4.2978,3.0886,6.7496,5.303,71.0127,差油层
1687.5,87.2672,8.5341,23.7032,2.4122,97.5501,91.5332,5.2143,5.4862,5.4203,5.3173,4.4346,2.9476,6.6051,5.5269,70.9167,差油层
1687.55,88.0665,8.5368,23.688,2.4036,96.5158,91.6337,5.3305,5.663,5.5808,5.4502,4.7861,3.1501,6.584,5.7888,70.8249,差油层
1687.6,88.2548,8.5346,23.6676,2.3979,94.9916,90.7519,5.4008,5.8397,5.7642,5.6202,5.2846,3.7605,6.7851,6.1988,70.7399,差油层
1687.65,87.4245,8.5324,23.6522,2.3886,94.2295,89.9346,5.4541,5.9812,6.0223,5.8186,5.8987,4.573,7.3367,6.6087,70.6648,差油层
1687.7,84.9093,8.5283,23.619,2.386,93.4129,88.7846,5.5082,6.1553,6.3641,6.1126,6.4988,5.2305,8.1014,7.0553,70.6023,差油层
1687.75,82.9665,8.5285,23.5471,2.389,92.052,88.1993,5.5276,6.276,6.7805,6.4774,6.5202,5.5274,9.7347,7.5709,70.5552,差油层
1687.8,80.847,8.53,23.4262,2.3919,91.2355,87.1963,5.5384,6.3486,7.2792,6.8909,6.6745,6.0031,11.1187,8.0096,70.5257,差油层
1687.85,80.3662,8.5382,23.2949,2.3984,90.5822,86.3583,5.5462,6.4212,7.8207,7.3551,6.5353,6.3104,12.4778,8.444,70.5158,差油层
1687.9,80.9115,8.5457,23.1434,2.4043,89.6568,85.0562,5.5415,6.4393,8.3325,7.8305,6.8118,6.3796,13.4397,8.799,70.5269,差油层
1687.95,81.7791,8.5513,22.9563,2.4093,88.6225,84.5045,5.5209,6.4386,8.7305,8.1813,6.8197,6.2217,15.0354,8.9733,70.5598,差油层
1688.0,83.2359,8.5568,22.8462,2.4097,87.6427,84.4426,5.4665,6.3895,9.0031,8.4115,7.2498,6.601,16.4713,9.1476,70.6144,差油层
1688.05,84.0842,8.5585,22.7748,2.4093,86.935,84.734,5.4026,6.2641,9.0799,8.49,7.8774,7.3207,17.7952,9.1086,70.6901,差油层
1688.1,85.1194,8.5539,22.7109,2.4083,86.7717,84.8861,5.3404,6.1535,8.9178,8.38,8.2092,7.8489,18.2994,8.9425,70.7854,差油层
1688.15,85.6931,8.5503,22.6705,2.4042,87.2616,84.5844,5.2813,5.9812,8.5798,8.075,8.027,7.6532,17.4899,8.7352,70.8979,差油层
1688.2,86.4383,8.5467,22.6991,2.4004,88.677,83.5273,5.186,5.8088,8.1442,7.6883,7.9455,7.0142,15.8575,8.304,71.0243,差油层
1688.25,86.9166,8.5375,22.8124,2.3971,90.4189,82.8492,5.0975,5.6307,7.6128,7.2225,7.961,6.5811,13.5534,7.7649,71.1611,差油层
1688.3,87.7133,8.514,23.0139,2.3931,92.3242,82.3567,4.9917,5.4034,7.0609,6.7371,7.7372,6.7198,12.0409,7.2301,71.3038,差油层
1688.35,88.3618,8.482,23.2426,2.3928,94.3384,82.7254,4.8871,5.1939,6.5782,6.2702,7.0892,6.7466,11.0673,6.6177,71.4481,差油层
1688.4,89.3222,8.4406,23.5108,2.3963,96.6247,84.3704,4.7817,4.9951,6.1073,5.8411,5.7957,5.7824,10.5804,6.0725,71.5895,差油层
1688.45,89.9604,8.3934,23.8857,2.3957,98.53,86.2191,4.6767,4.7638,5.664,5.4292,4.8324,4.4027,9.953,5.488,71.7244,差油层
1688.5,90.8138,8.3535,24.2938,2.3933,100.8707,89.4988,4.5707,4.6087,5.2744,5.0656,3.9058,3.3398,9.0173,4.9585,71.8494,差油层
1688.55,91.4043,8.3397,24.7197,2.3935,103.3748,91.5229,4.4342,4.4296,4.9213,4.7363,3.7601,3.1479,7.3858,4.5562,71.9625,差油层
1688.6,92.4537,8.3523,25.1669,2.3827,106.4233,93.5237,4.2947,4.2797,4.6041,4.4213,3.6523,3.1163,6.0012,4.1424,72.0625,差油层
1688.65,93.3909,8.3876,25.6934,2.3751,109.5806,94.0085,4.1823,4.1143,4.3001,4.1032,3.7775,3.1983,5.6206,3.8835,72.1494,差油层
1688.7,95.2332,8.4559,26.2215,2.3681,113.1734,93.9105,4.0522,3.9628,4.0661,3.8494,3.9197,3.3352,5.4356,3.7231,72.2241,差油层
1688.75,96.6539,8.551,26.767,2.3588,116.4396,93.5804,3.944,3.8603,3.8936,3.6457,4.0473,3.55,5.2961,3.5547,72.2881,差油层
1688.8,98.8443,8.668,27.3107,2.3348,118.9981,93.088,3.8255,3.7529,3.7778,3.4918,3.7804,3.6933,5.0916,3.4639,72.3434,差油层
1691.8,86.6239,8.7249,25.9102,2.418,107.5664,86.4125,4.2235,4.4066,5.9909,5.3657,5.3285,4.6499,7.0113,5.546,72.1576,非油层
1691.85,86.0219,8.6886,25.7899,2.4234,107.2398,86.4924,4.2912,4.4784,6.077,5.4655,5.2351,4.5145,7.0203,5.5632,72.1382,非油层
1691.9,85.5294,8.6501,25.6063,2.4286,106.5866,86.954,4.3748,4.5283,6.0933,5.5175,5.2055,4.4815,6.804,5.5726,72.1099,非油层
1691.95,85.4276,8.612,25.3857,2.431,105.77,87.266,4.4702,4.5833,6.0192,5.5137,5.0673,4.2237,6.6399,5.5082,72.0718,非油层
1692.0,85.443,8.5844,25.1617,2.4303,105.389,87.7094,4.5439,4.6627,5.9014,5.4545,5.2436,4.4695,6.6073,5.4364,72.0235,非油层
1692.05,85.5333,8.5675,24.9564,2.4298,105.2257,88.0884,4.6495,4.7319,5.7819,5.3825,5.3874,4.4895,6.5476,5.3664,71.9656,非油层
1692.1,85.7769,8.5583,24.73,2.4297,104.7357,88.8388,4.7431,4.8106,5.6558,5.3017,5.7063,4.9091,6.2925,5.3057,71.8993,非油层
1692.15,86.0128,8.5583,24.5081,2.4281,104.2458,89.3441,4.8504,4.8864,5.5387,5.2184,5.9062,5.1289,6.2416,5.2515,71.8259,非油层
1692.2,86.3429,8.5639,24.2715,2.4292,104.4091,89.8289,4.9611,4.9629,5.4338,5.1454,6.0195,5.5945,6.3911,5.264,71.7469,非油层
1692.25,86.4602,8.5714,24.0571,2.4326,103.9192,89.9114,5.0361,5.0832,5.3791,5.1092,6.3038,5.8948,6.5726,5.2967,71.6641,非油层
1692.3,86.3326,8.5784,23.8734,2.4343,102.9938,89.7644,5.1071,5.1732,5.389,5.1275,6.2883,5.9871,6.8385,5.4033,71.5789,非油层
1692.35,85.822,8.5857,23.6835,2.435,102.0139,89.4034,5.1665,5.2621,5.471,5.2015,6.5505,6.2548,6.9634,5.5796,71.4931,非油层
1692.4,84.4349,8.5888,23.5204,2.4372,100.9796,88.2664,5.2131,5.3866,5.6732,5.3513,6.5438,6.4081,7.2791,5.7635,71.4082,非油层
1692.45,83.2385,8.5941,23.3633,2.4312,99.5643,87.0545,5.289,5.4865,5.9702,5.5984,6.2821,6.0256,7.3069,6.0375,71.326,非油层
1692.5,82.2987,8.6019,23.2396,2.4212,98.2578,85.6338,5.3336,5.6036,6.3032,5.8782,6.0965,5.5827,7.2378,6.3098,71.2483,非油层
1692.55,82.5165,8.612,23.1424,2.4122,97.0602,85.4972,5.354,5.6904,6.6095,6.1296,6.2287,5.2518,7.2791,6.7144,71.1768,非油层
1692.6,83.9566,8.6169,23.0207,2.4033,95.917,86.5801,5.3607,5.7617,6.882,6.3499,7.29,6.2206,8.1898,7.0923,71.1133,非油层
1692.65,84.9157,8.6283,22.932,2.3923,94.665,87.2582,5.3784,5.839,7.096,6.543,8.8729,7.8479,8.8979,7.43,71.0592,非油层
1692.7,85.7847,8.6343,22.8584,2.3828,93.8484,87.2453,5.392,5.8726,7.3729,6.7643,9.5938,8.9233,10.7617,7.7381,71.0156,非油层
1692.75,85.9497,8.6346,22.8128,2.3745,93.0863,86.5595,5.4078,5.9014,7.6038,6.9432,9.4014,8.8788,11.546,7.9723,70.9833,非油层
1692.8,86.1211,8.6358,22.7918,2.3671,92.3786,85.6519,5.4098,5.9057,7.9746,7.2267,8.4943,7.9975,11.5513,8.1108,70.9623,非油层
1692.85,86.3377,8.6387,22.8087,2.3509,91.7798,85.5848,5.4141,5.8778,8.3254,7.4998,8.6573,7.3295,10.8455,8.159,70.9524,非油层
1692.9,86.7709,8.635,22.8647,2.3408,91.2355,86.3094,5.4009,5.857,8.5563,7.6927,8.8296,7.801,10.1109,8.1172,70.9529,非油层
1692.95,86.9707,8.6377,22.9562,2.3377,90.3101,86.9308,5.3627,5.8192,8.5457,7.6865,9.33,8.7669,8.7824,8.01,70.9629,非油层
1693.0,86.9759,8.6433,23.0536,2.3385,90.0923,87.235,5.3495,5.7687,8.3452,7.5141,9.2973,9.4794,10.457,7.7705,70.9809,非油层
1693.05,86.8521,8.6438,23.177,2.3414,90.3101,86.8199,5.3359,5.6983,7.8545,7.1198,9.8043,9.2516,10.5824,7.4783,71.0057,非油层
1693.1,86.8354,8.6462,23.3522,2.3613,90.6367,85.6519,5.3078,5.6219,7.2918,6.6676,10.1125,10.2663,12.0472,7.1018,71.0358,非油层
1693.15,87.2002,8.6503,23.544,2.3799,90.9633,85.0666,5.2897,5.5409,6.7448,6.2036,9.4117,9.7964,13.574,6.7548,71.0698,非油层
1693.2,88.3656,8.6547,23.7628,2.3859,92.2153,85.113,5.2432,5.4647,6.2164,5.756,8.1386,8.5607,13.2448,6.3601,71.1063,非油层
1693.25,89.3287,8.6534,23.9443,2.3945,92.9774,85.6287,5.2113,5.3857,5.8383,5.4345,6.3196,5.3211,10.6747,5.9993,71.1443,非油层
1693.3,90.6411,8.6595,24.1004,2.393,93.1952,86.2062,5.1905,5.3251,5.5811,5.212,5.4508,3.7935,10.1571,5.6978,71.1829,非油层
1693.35,91.287,8.6728,24.2524,2.3946,93.5762,86.0128,5.1231,5.2573,5.366,5.0175,4.9904,3.4497,8.1338,5.383,71.2215,非油层
1693.4,92.103,8.6929,24.399,2.4004,94.0662,85.0227,5.0787,5.1703,5.1973,4.8787,4.7963,3.6152,6.1286,5.1336,71.2598,非油层
1693.45,92.4692,8.7273,24.5529,2.3968,93.7396,84.7546,5.0195,5.1166,5.1165,4.8015,4.5186,3.6312,5.507,4.9014,71.2981,非油层
1693.5,93.0686,8.775,24.688,2.3808,93.4674,86.807,4.9524,5.082,5.0815,4.7683,4.0591,3.2516,5.1558,4.7423,71.3368,非油层
1693.55,93.5018,8.814,24.7787,2.3725,94.0662,90.1692,4.8851,5.0422,5.0955,4.7618,3.844,2.7093,4.9574,4.7484,71.3766,非油层
1693.6,94.1271,8.8391,24.8705,2.3481,95.1005,97.0149,4.774,5.0071,5.1684,4.805,4.3618,3.2679,4.8292,4.7947,71.4184,非油层
1693.65,94.1516,8.8408,24.96,2.3293,96.1348,100.983,4.693,4.9417,5.2985,4.885,5.5966,5.3548,5.3961,4.8888,71.4632,非油层
1693.7,93.4631,8.8055,25.0194,2.3327,97.6045,103.8966,4.5872,4.9046,5.4705,4.9926,6.3394,6.5754,6.0488,4.9754,71.5119,非油层
1693.75,92.7373,8.7607,25.0589,2.3428,99.1288,103.2443,4.4653,4.8303,5.6265,5.0951,6.4454,6.6471,6.5018,5.0929,71.5654,非油层
1693.8,91.8748,8.7193,25.0791,2.3513,100.0542,99.3045,4.3782,4.7225,5.7701,5.1764,6.2805,5.5966,7.0262,5.2473,71.6241,非油层
1693.85,91.5757,8.6876,25.0964,2.3619,100.7619,95.3518,4.2675,4.6338,5.8938,5.2503,6.3193,5.4703,7.3378,5.3184,71.6884,非油层
1693.9,91.443,8.6827,25.1319,2.3881,101.6873,89.2307,4.1715,4.5262,5.9892,5.3066,6.368,5.6061,6.9362,5.3723,71.758,非油层
1693.95,91.4262,8.7096,25.193,2.4067,102.0683,85.7395,4.0889,4.4195,5.9919,5.3109,5.9943,5.3587,6.3457,5.3452,71.8326,非油层
1694.0,91.4056,8.7525,25.3121,2.4243,103.1571,82.7022,4.0052,4.3059,5.7704,5.1288,5.7984,4.9988,5.9534,5.2371,71.9113,非油层
1694.05,91.363,8.813,25.4639,2.4461,104.7902,82.4907,3.9417,4.1705,5.526,4.9475,5.3202,4.5456,5.4389,5.0476,71.9929,非油层
1694.1,91.4442,8.8902,25.6419,2.4529,106.4777,84.5251,3.8694,4.0654,5.2003,4.7186,4.8046,4.1852,5.1176,4.8191,72.0759,非油层
1694.15,91.6595,8.9672,25.8431,2.4343,108.0564,86.9024,3.8209,3.962,4.8378,4.4407,4.269,3.9622,4.8047,4.5982,72.1583,非油层
1694.2,92.3003,9.0413,26.123,2.4202,110.2882,90.6308,3.7756,3.8774,4.4971,4.1674,4.1414,3.9266,4.555,4.3632,72.2383,非油层
1703.6,80.1057,8.8878,23.6205,2.4517,102.395,80.8354,4.3947,4.8519,7.8501,7.0065,12.5717,10.1716,5.7732,7.2618,70.7563,差油层
1703.65,78.881,8.7384,23.4665,2.4487,100.4352,77.6588,4.4929,4.9421,8.4604,7.4925,17.8875,15.0055,6.0736,7.9473,70.6914,差油层
1703.7,77.4474,8.636,23.3204,2.4426,98.9655,74.7555,4.5998,5.0526,8.6497,7.6483,19.737,20.0134,7.768,8.3801,70.6432,差油层
1703.75,76.8647,8.5726,23.1818,2.4405,97.659,74.3353,4.729,5.1155,8.769,7.7309,16.5615,18.0426,11.3896,8.5957,70.6097,差油层
1703.8,76.6339,8.5506,23.13,2.4393,96.4614,75.8668,4.8529,5.168,8.7663,7.7481,11.3531,13.7791,15.3402,8.6735,70.5884,差油层
1703.85,77.0645,8.5544,23.1487,2.4396,95.5904,77.829,5.0214,5.1988,8.6873,7.7031,7.9582,7.8352,18.4669,8.6186,70.5765,差油层
1703.9,78.2699,8.5719,23.2012,2.4388,94.6105,80.8535,5.1572,5.2454,8.5196,7.5983,6.2954,5.9891,18.916,8.3171,70.5714,差油层
1703.95,79.1917,8.6004,23.2523,2.4342,93.5218,82.416,5.2781,5.3139,8.2903,7.4522,5.8049,5.6242,18.0228,7.7624,70.5709,差油层
1704.0,80.0774,8.6312,23.346,2.4297,92.8686,83.8006,5.399,5.3829,7.9673,7.2671,5.5576,5.4293,14.6534,7.2165,70.5737,差油层
1704.05,80.4126,8.6699,23.4215,2.4242,92.4875,84.7701,5.5038,5.4816,7.5846,7.0233,5.3428,4.9915,10.9541,6.6589,70.5796,差油层
1704.1,80.8303,8.6994,23.5271,2.4242,92.052,86.6832,5.5667,5.5856,7.1751,6.74,4.9653,4.4472,7.8963,6.1867,70.5895,差油层
1704.15,81.2273,8.7193,23.6406,2.4247,91.8343,88.1452,5.6223,5.698,6.7346,6.4488,4.8087,4.2514,7.2925,5.8858,70.6049,差油层
1704.2,81.8977,8.7145,23.7605,2.4277,92.1065,89.3725,5.6394,5.7793,6.3232,6.1563,5.0077,4.4404,6.7243,5.9503,70.628,差油层
1704.25,82.2432,8.681,23.9034,2.4276,92.2153,89.1869,5.6176,5.871,6.0794,5.941,6.2462,5.1705,6.5646,6.2107,70.6613,差油层
1704.3,82.6545,8.6314,23.9921,2.423,92.1065,87.6424,5.5523,5.9577,6.155,5.9412,9.6915,8.7579,6.5752,6.6038,70.707,差油层
1704.35,82.9948,8.5866,24.0717,2.4142,92.3242,86.3274,5.4339,6.002,6.3204,6.0114,12.8839,12.5542,6.7296,7.0185,70.7666,差油层
1704.4,83.8173,8.5476,24.1459,2.4032,92.8141,84.9583,5.3278,5.9596,6.5806,6.1359,13.9464,14.8044,7.7849,7.4783,70.8409,差油层
1704.45,84.4529,8.5227,24.2651,2.3943,92.7053,84.6772,5.1999,5.8618,6.9367,6.3549,11.5728,12.5163,11.5066,7.7883,70.9299,差油层
1704.5,85.4224,8.5167,24.3757,2.3826,92.3242,84.8835,5.0448,5.7343,7.4287,6.675,8.6015,8.9958,16.1922,7.9085,71.0327,差油层
1704.55,86.0554,8.5164,24.4959,2.3755,92.3786,85.0073,4.9295,5.5818,7.6945,6.8629,6.9761,6.3111,17.9476,7.9434,71.1475,差油层
1704.6,87.2724,8.5164,24.6011,2.3709,92.6508,84.7881,4.8014,5.4008,8.0032,7.0969,6.5008,5.9666,19.8459,7.8277,71.2723,差油层
1704.65,88.2303,8.5145,24.7108,2.3694,93.0863,84.6411,4.6738,5.2076,8.319,7.3295,6.5075,6.4158,19.636,7.4487,71.4047,差油层
1704.7,89.776,8.5142,24.871,2.368,94.2295,85.1491,4.5882,5.0006,8.5155,7.4726,6.0475,6.5752,16.3259,6.8738,71.542,差油层
1704.75,90.8216,8.5256,24.9957,2.3676,95.3727,86.3119,4.4896,4.7986,8.2704,7.3147,5.2704,5.6313,12.0039,6.2334,71.6818,差油层
1704.8,92.4086,8.5539,25.1781,2.3703,96.7336,88.5423,4.442,4.5749,7.7775,6.9587,4.5691,4.3149,10.6203,5.5714,71.8217,差油层
1704.85,93.641,8.5958,25.3594,2.3759,98.2578,89.9423,4.3834,4.4211,7.0504,6.3912,3.9303,3.5184,8.6981,4.89,71.9594,差油层
1704.9,95.4678,8.6491,25.5576,2.3817,100.4897,91.6234,4.3262,4.3226,6.1939,5.7131,3.5654,3.1289,7.9552,4.3539,72.0926,差油层
1704.95,96.6075,8.6968,25.7574,2.3851,102.776,93.1653,4.2724,4.2157,5.3604,5.0299,3.3136,3.1493,7.403,4.0077,72.2192,差油层
1705.0,97.7536,8.7222,25.9645,2.3911,105.9333,96.396,4.2228,4.1339,4.7437,4.4984,3.2925,2.8765,6.7713,3.6786,72.3369,差油层
1706.6,83.2552,8.5053,23.6059,2.3891,95.3727,82.9729,4.8629,5.291,6.63,6.2708,9.2345,9.072,7.0517,7.4612,70.7913,差油层
1706.65,83.2552,8.5021,23.5856,2.3851,93.1408,82.385,4.9123,5.3542,7.0644,6.6484,10.0379,10.3594,7.2166,7.9685,70.743,差油层
1706.7,83.4473,8.4951,23.6361,2.3871,91.3444,82.006,4.9337,5.4207,7.2966,6.8429,9.7269,10.139,8.488,8.4198,70.7236,差油层
1706.75,83.6768,8.4893,23.676,2.3855,90.4734,82.1659,4.9565,5.4407,7.5931,7.0744,9.1825,8.4937,11.142,8.7624,70.7323,差油层
1706.8,84.0971,8.4845,23.7338,2.382,90.1468,83.1947,4.9915,5.4124,7.8958,7.2916,8.39,8.0504,14.0118,8.9968,70.7664,差油层
1706.85,84.4658,8.4866,23.7812,2.3807,89.7657,84.2827,5.0246,5.3729,8.1783,7.4963,7.9917,7.601,15.6992,8.8913,70.8213,差油层
1706.9,85.3257,8.4927,23.8124,2.3824,90.6911,86.0902,5.0435,5.3278,8.4147,7.6607,7.0674,6.9857,16.2605,8.6034,70.8907,差油层
1706.95,86.0425,8.4968,23.8608,2.3834,92.542,87.1577,5.0709,5.2885,8.5492,7.7733,6.187,5.6891,15.8796,8.1524,70.9674,差油层
1707.0,87.0171,8.5038,23.9069,2.3885,93.8484,88.3437,5.1201,5.2361,8.5851,7.7988,5.405,4.885,14.0546,7.6303,71.0439,差油层
1707.05,87.3536,8.5084,23.9843,2.3971,95.2638,88.8697,5.1561,5.1944,8.4501,7.7129,4.9956,4.3993,11.0294,6.9404,71.1127,差油层
1707.1,87.5199,8.5077,24.0144,2.4074,97.6046,89.2565,5.2127,5.1746,8.111,7.4744,4.9116,4.261,9.0902,6.3629,71.1675,差油层
1707.15,87.6592,8.505,24.056,2.4156,99.8909,89.3751,5.2483,5.1515,7.6197,7.1049,5.0126,4.3422,8.4085,5.7885,71.2034,差油层
1707.2,88.2535,8.5062,24.0259,2.4245,101.7962,89.7747,5.2796,5.1215,7.0669,6.6467,4.8773,4.3797,7.6574,5.323,71.2169,差油层
1707.25,88.7975,8.5043,23.9858,2.4319,104.3547,90.525,5.3285,5.1385,6.3701,6.0837,4.8429,4.277,7.1393,4.8787,71.2066,差油层
1707.3,89.3454,8.5062,23.9344,2.4377,107.0221,92.2784,5.3537,5.1666,5.7251,5.5326,4.5665,4.131,6.8823,4.6581,71.1721,差油层
1707.35,89.3287,8.5101,23.8829,2.4396,109.254,93.2349,5.3681,5.2026,5.2474,5.1006,4.3129,4.0686,6.5014,4.6199,71.1141,差油层
1707.4,88.7936,8.5104,23.8366,2.4363,111.1592,93.3046,5.3998,5.2328,4.9303,4.8082,4.1987,3.6874,6.2543,4.6658,71.0334,差油层
1707.45,88.2986,8.5046,23.7031,2.4309,112.7379,92.2938,5.409,5.2665,4.7672,4.6512,4.571,3.7991,6.0871,4.7828,70.9311,差油层
1707.5,87.7365,8.4946,23.5272,2.4259,113.8266,89.9939,5.4245,5.3363,4.8172,4.6767,5.5244,4.5611,5.741,4.9876,70.8079,差油层
1707.55,87.5663,8.4813,23.3031,2.414,113.8266,88.3901,5.4229,5.3841,4.9295,4.7673,6.5793,5.7806,5.4335,5.2149,70.6642,差油层
1707.6,87.5431,8.469,23.1258,2.4022,113.5544,86.3893,5.4355,5.4319,5.0492,4.8747,7.2796,6.7701,5.3596,5.439,70.5007,差油层
1707.65,87.5728,8.4571,22.9385,2.3996,112.629,85.4533,5.4562,5.4864,5.1777,4.9978,7.196,6.6342,5.3081,5.6773,70.3189,差油层
1707.7,87.5663,8.4513,22.777,2.4031,111.1048,85.0563,5.4595,5.5593,5.3237,5.1577,6.7877,6.2813,5.7486,5.8942,70.1214,差油层
1707.75,87.4851,8.4486,22.6055,2.4067,109.7439,85.5823,5.4392,5.6352,5.5115,5.3615,6.3367,5.6892,6.5597,6.1408,69.9133,差油层
1707.8,87.1551,8.4452,22.4267,2.4171,108.764,87.1551,5.4399,5.7033,5.8171,5.6393,6.2063,5.5104,7.5534,6.5211,69.7018,差油层
1707.85,86.7593,8.4435,22.3349,2.4323,107.0221,88.2096,5.4349,5.7963,6.1947,6.0251,6.2468,5.445,8.0028,6.8174,69.4964,差油层
1707.9,85.9419,8.4455,22.2928,2.4435,105.0079,88.6402,5.4055,5.8858,6.617,6.4422,6.5385,5.9196,8.3943,7.3358,69.3085,差油层
1707.95,85.2986,8.4448,22.3335,2.4476,103.3204,88.0833,5.3683,5.9741,7.028,6.8376,6.9305,6.3774,8.2506,7.8106,69.1501,差油层
1708.0,84.4039,8.4448,22.461,2.4448,101.3062,86.6213,5.318,6.0139,7.4225,7.2245,7.1038,6.6552,7.823,8.6068,69.0329,差油层
1708.05,83.9243,8.4426,22.6355,2.4366,99.5643,85.8581,5.2758,6.0536,7.7739,7.6036,7.1513,6.3108,7.6292,9.3888,68.9668,差油层
1708.1,83.5891,8.4319,22.8367,2.4207,97.9856,85.6931,5.2261,6.0717,8.344,8.1002,7.3862,6.1109,7.8963,10.1566,68.9587,差油层
1708.15,83.6652,8.4203,23.1034,2.4009,97.4412,85.7834,5.1576,6.0465,8.8392,8.502,7.8963,6.1594,8.3982,10.7987,69.0115,差油层
1708.2,84.2531,8.4126,23.4129,2.3762,97.1146,85.1852,5.1108,5.9398,9.2887,8.8605,8.4802,6.4308,9.1824,11.3584,69.1241,差油层
1708.25,84.9106,8.4118,23.7993,2.3544,97.4957,83.6098,5.0763,5.7896,9.6783,9.1558,8.7717,6.7955,11.423,11.3071,69.2909,差油层
1708.3,86.2165,8.4324,24.2106,2.3378,98.3667,80.0593,5.0334,5.6145,9.8814,9.2736,8.5005,7.0539,13.0304,10.9541,69.5029,差油层
1708.35,87.2814,8.476,24.5416,2.3216,99.8909,77.7903,4.9917,5.4162,9.6509,9.0301,7.4934,6.5589,15.1695,10.3788,69.7486,差油层
1708.4,89.1495,8.5307,24.8753,2.3222,101.4695,76.8183,4.9552,5.201,9.2342,8.6535,5.9306,5.5426,16.9331,9.6425,70.0149,差油层
1708.45,90.596,8.6016,25.1721,2.3492,103.2115,78.5896,4.9342,5.0175,8.6698,8.1474,4.5836,4.3135,15.8137,8.5623,70.2888,差油层
