Depth,AC,CAL,CNL,DEN,GR,HAC,ILD,ILM,LLD,LLS,MINV,MNOR,MSFL,SFLU,SP,result
1708.5,93.0519,8.675,25.4539,2.3772,104.6268,84.7185,4.8865,4.8519,7.9563,7.5231,3.7263,3.5426,12.9778,7.4439,70.5582,差油层
1708.55,94.6801,8.7358,25.7046,2.4007,105.9878,89.8082,4.8253,4.708,7.1657,6.8582,3.4529,3.2618,10.306,6.336,70.8126,差油层
1708.6,96.534,8.7907,25.9072,2.4197,107.6209,96.4476,4.7819,4.5527,6.4143,6.228,3.3028,3.0949,7.1765,5.354,71.0441,差油层
1708.65,97.1348,8.8399,26.0426,2.4345,109.3084,99.2581,4.7348,4.4758,5.7788,5.6894,3.4157,3.1209,4.149,4.3949,71.2467,差油层
1708.7,97.1928,8.8735,26.124,2.4381,111.2681,100.9908,4.6787,4.4447,5.2022,5.1971,3.5577,3.1367,3.8346,3.913,71.4172,差油层
1708.75,96.9079,8.9011,26.1419,2.4333,113.1734,100.9057,4.6005,4.4053,4.7241,4.7676,3.88,3.5301,3.7459,3.7909,71.5536,差油层
1708.8,96.3058,8.9147,26.1586,2.4271,115.0786,99.5056,4.5435,4.389,4.3687,4.4231,4.3628,4.1157,3.7636,3.6982,71.6557,差油层
1709.8,85.4791,8.4772,26.6824,2.3485,97.7134,86.7399,4.8945,5.4038,6.2533,6.1698,9.695,8.1973,6.7222,9.1882,69.1,差油层
1709.85,85.581,8.4806,26.5704,2.334,96.4614,85.8324,4.9137,5.4436,6.83,6.7019,10.2713,8.68,7.9427,9.6173,69.1483,差油层
1709.9,86.0567,8.4871,26.4669,2.3277,95.536,85.0691,4.9006,5.43,7.2574,7.0923,10.4979,9.2725,9.8447,9.634,69.2456,差油层
1709.95,86.4228,8.5038,26.3767,2.3324,94.7739,84.8706,4.8539,5.3721,7.521,7.3784,9.7987,9.5311,12.3665,9.4628,69.3854,差油层
1710.0,86.9424,8.5256,26.2798,2.3417,93.9573,85.1465,4.8101,5.2778,7.6705,7.5183,7.8879,8.1946,14.5228,8.9625,69.5595,差油层
1710.05,87.226,8.5542,26.1772,2.3581,93.1952,85.8581,4.7547,5.1965,7.666,7.5258,5.9153,6.1203,15.3781,8.3864,69.7591,差油层
1710.1,87.422,8.5861,26.1022,2.3785,92.3786,87.7713,4.6763,5.0967,7.7723,7.6209,5.1039,4.5818,15.1286,7.7719,69.9749,差油层
1710.15,87.2273,8.6186,26.0393,2.3934,92.2698,89.2848,4.5816,4.9494,7.987,7.8315,5.349,4.9113,13.3259,7.1433,70.1981,差油层
1710.2,86.4267,8.6331,26.0074,2.4044,92.5964,90.7262,4.4844,4.8283,8.166,8.0178,6.4425,5.6577,10.3306,6.446,70.4207,差油层
1710.25,85.8285,8.6254,26.0022,2.4079,94.0117,90.6462,4.3833,4.6666,8.2331,8.0979,7.8658,8.2244,7.8445,5.9101,70.6361,差油层
1710.3,85.648,8.6244,26.0858,2.4082,95.8081,88.3334,4.2467,4.5173,7.9982,7.9352,8.7404,9.2945,6.7431,5.2872,70.8388,差油层
1710.35,86.4022,8.6302,26.2523,2.4016,98.8021,85.9484,4.1441,4.3571,7.5052,7.5163,7.8665,8.9941,6.1565,4.8609,71.0246,差油层
1710.4,88.8646,8.6602,26.4489,2.3927,101.8506,82.3721,4.0499,4.1684,6.8328,6.9055,5.8042,6.105,5.8894,4.5834,71.1911,差油层
1710.45,91.3037,8.7135,26.6539,2.383,105.0079,80.7065,3.9431,4.0162,6.0545,6.1864,4.1712,4.0154,5.8858,4.2632,71.3368,差油层
1710.5,95.5465,8.7973,26.871,2.3799,107.7842,79.7473,3.8487,3.8521,5.3182,5.4801,3.6353,3.3813,5.7386,4.0189,71.4616,差油层
1710.55,98.6186,8.8854,27.1407,2.3712,110.3971,80.0696,3.7539,3.6994,4.8059,4.9246,3.4847,3.1065,4.842,3.7261,71.5665,差油层
1710.6,102.7699,8.9861,27.4129,2.358,112.9012,82.0112,3.6893,3.5787,4.4526,4.522,3.2692,2.897,4.1793,3.427,71.6531,差油层
1712.8,76.0886,8.46,18.3795,2.3838,88.5681,78.5871,6.8956,7.6283,8.9356,8.9904,8.1903,6.3015,13.3384,10.7693,69.3157,差油层
1712.85,74.713,8.4774,17.4733,2.4177,86.1729,77.1251,7.3401,8.0937,10.6308,10.7181,10.2368,8.172,14.9398,12.4106,69.4564,差油层
1712.9,72.6941,8.4978,16.64,2.4693,84.1587,75.0882,7.7145,8.8145,12.4381,12.6499,13.8926,12.7373,16.7504,13.8574,69.6241,差油层
1712.95,71.209,8.5123,15.8839,2.5232,82.689,73.603,8.0934,9.4506,14.4627,14.7545,14.3325,14.8501,24.8659,16.7899,69.8089,差油层
1713.0,68.7878,8.5203,15.2139,2.5484,81.4369,70.973,8.4056,10.1237,16.9657,17.1974,14.0826,13.6091,24.5839,21.0155,70.0019,差油层
1713.05,67.0384,8.5288,14.6163,2.5654,79.9671,68.6757,8.7571,10.8437,19.6308,19.8068,14.7455,13.3012,24.9636,25.0922,70.1949,差油层
1713.1,64.3414,8.5331,14.1486,2.5841,78.5518,64.7952,9.0828,11.452,22.5992,22.7149,19.1631,15.9966,30.1722,29.7505,70.3816,差油层
1713.15,62.6229,8.536,13.793,2.5838,77.2998,62.5365,9.348,12.0756,26.1314,25.8183,23.6888,22.0537,38.9742,34.0029,70.5574,差油层
1713.2,60.5047,8.5404,13.5405,2.5802,75.6667,60.5872,9.5563,12.2787,29.5841,28.9834,24.4383,23.9126,43.8894,38.4789,70.7197,差油层
1713.25,59.6152,8.5389,13.3917,2.5809,74.1424,60.167,9.6646,12.4196,32.3724,31.6079,23.0103,22.5169,55.5074,39.7274,70.8676,差油层
1713.3,59.2375,8.5375,13.3565,2.5907,73.2715,59.6693,9.6206,12.486,34.0555,33.006,23.5218,22.1506,64.1874,40.6695,71.0018,差油层
1713.35,59.5971,8.5365,13.4206,2.5893,72.9993,58.803,9.4771,12.2968,34.6137,33.2824,25.9962,22.819,93.9528,40.3681,71.1242,差油层
1713.4,60.9315,8.536,13.5669,2.5907,73.4892,56.6784,9.324,11.9246,33.6933,32.4282,29.8913,26.3924,119.5066,38.5809,71.2373,差油层
1713.45,62.1085,8.537,13.7943,2.5822,74.7957,55.2603,9.1351,11.3459,31.4447,30.3059,30.0261,26.4876,142.1927,34.4614,71.344,差油层
1713.5,64.2615,8.5559,14.1184,2.5737,76.5921,54.7678,8.8641,10.7202,28.669,27.7609,29.6942,26.5097,163.0962,29.9082,71.4469,差油层
1713.55,65.9903,8.5883,14.5569,2.5577,78.0074,56.6294,8.5365,10.0596,25.1219,24.5132,28.6837,26.6833,181.8726,24.7734,71.5484,差油层
1713.6,69.0302,8.6336,15.0662,2.5354,79.3683,63.31,8.1196,9.3838,21.9281,21.6831,22.1532,23.0668,151.6525,19.5586,71.65,差油层
1713.65,71.0607,8.6789,15.6577,2.5122,80.8381,69.9571,7.7611,8.8591,18.9429,18.9639,14.4953,16.0795,130.6131,14.1201,71.7526,差油层
1713.7,73.4831,8.7164,16.3173,2.4874,82.4712,80.0671,7.3862,8.2588,16.3147,16.5425,7.0883,8.3223,94.7748,11.4484,71.856,差油层
1713.75,74.6975,8.7212,17.0739,2.4582,83.9954,85.6493,6.9986,7.7332,13.8781,14.232,6.7802,5.5795,57.9519,8.728,71.9594,差油层
1713.8,76.4998,8.6975,17.8978,2.43,85.8463,89.9062,6.707,7.1404,12.3336,12.7507,6.8894,6.25,28.6855,7.251,72.061,差油层
1715.0,87.9505,8.5905,24.7653,2.365,105.8245,91.2315,4.4833,4.7644,5.6973,5.7111,6.1079,5.8618,6.6804,6.6004,69.9968,差油层
1715.05,87.5406,8.5706,24.4964,2.378,103.1571,90.9067,4.5477,4.865,6.1406,6.172,6.3116,5.8276,7.7159,6.8122,69.8032,差油层
1715.1,87.1564,8.567,24.2448,2.3872,100.5441,89.7953,4.6405,5.0045,6.5625,6.6397,6.7306,6.3132,8.3117,6.9363,69.6339,差油层
1715.15,86.9514,8.575,23.9916,2.3917,98.911,88.9239,4.7156,5.1125,6.8887,6.9932,7.1628,6.5014,8.7118,7.0983,69.4939,差油层
1715.2,86.7026,8.5786,23.8001,2.3899,96.8969,87.8512,4.7913,5.2079,7.2238,7.3378,7.3435,6.7848,9.0325,7.2049,69.3875,差油层
1715.25,86.6046,8.5774,23.6702,2.3859,95.3182,87.4542,4.8918,5.2887,7.2714,7.4109,7.45,6.748,9.0391,7.3035,69.3178,差油层
1715.3,86.4834,8.5777,23.5593,2.3787,94.2295,87.1396,4.9642,5.3734,7.3687,7.5261,7.7463,7.321,8.785,7.3681,69.2869,差油层
1715.35,86.3712,8.5757,23.4631,2.3722,92.7053,87.07,5.0155,5.4473,7.432,7.6117,7.9425,7.6593,8.7055,7.4331,69.2956,差油层
1715.4,86.0644,8.5723,23.3736,2.3703,90.8,86.9643,5.052,5.4914,7.5462,7.702,8.0295,7.9486,9.1029,7.4982,69.3435,差油层
1715.45,85.8195,8.5658,23.2984,2.3759,89.7657,86.7941,5.0988,5.5262,7.7312,7.8287,7.5724,7.487,9.0963,7.5354,69.4282,差油层
1715.5,85.4211,8.561,23.2775,2.3837,89.1125,86.0696,5.1467,5.5536,7.9651,8.0094,7.3204,6.7499,9.093,7.5224,69.5463,差油层
1715.55,85.1994,8.5581,23.3049,2.3915,88.5681,85.3089,5.1698,5.5223,8.1731,8.1471,7.3223,6.6584,9.6342,7.511,69.6927,差油层
1715.6,84.9428,8.5554,23.3549,2.4,88.9492,84.0094,5.1909,5.491,8.3081,8.2117,7.5521,6.9082,9.862,7.383,69.8609,差油层
1715.65,85.0111,8.5503,23.4503,2.4053,89.9834,83.5092,5.2162,5.4326,8.1221,7.9844,7.5501,7.2325,9.4094,7.2549,70.0437,差油层
1715.7,85.6274,8.5549,23.5263,2.4066,91.181,83.6175,5.2327,5.3816,7.8564,7.7296,7.5634,6.8603,9.4565,7.0222,70.233,差油层
1715.75,86.437,8.5644,23.6391,2.4039,93.0319,84.2415,5.2361,5.3095,7.4813,7.3391,7.7844,7.564,9.8706,6.6976,70.421,差油层
1715.8,88.1026,8.5777,23.7715,2.3965,95.917,85.6983,5.2633,5.2412,7.0201,6.8725,7.2989,7.0736,9.6616,6.3437,70.6003,差油层
1715.85,89.2938,8.5997,23.8955,2.3864,98.3122,86.905,5.3084,5.1729,6.5333,6.3971,6.1697,6.395,9.8939,5.9364,70.7646,差油层
1715.9,90.8718,8.63,24.0254,2.3759,100.4897,89.1997,5.3271,5.1161,6.2629,6.1368,4.6796,4.4587,10.1594,5.5495,70.9089,差油层
1715.95,91.5048,8.6537,24.1128,2.3672,102.2316,90.886,5.3401,5.0967,5.953,5.831,3.8471,3.7118,11.4469,5.2188,71.0301,差油层
1716.0,91.7833,8.6718,24.1666,2.3653,103.8647,93.0184,5.3592,5.0972,5.6626,5.5705,3.6679,3.5029,10.4428,4.922,71.1271,差油层
1716.05,91.6286,8.6847,24.1999,2.3664,105.0623,93.9131,5.3814,5.1045,5.4002,5.3531,3.6509,3.4393,9.4792,4.7039,71.2001,差油层
1716.1,91.372,8.6927,24.2565,2.3752,106.4777,94.3926,5.3911,5.1513,5.2198,5.1867,3.8661,3.58,8.4368,4.5564,71.2509,差油层
1716.15,91.3166,8.6895,24.2739,2.3915,107.7842,94.4313,5.376,5.2213,5.101,5.0704,3.9938,3.6019,7.6164,4.6858,71.2825,差油层
1716.2,91.4314,8.6847,24.3024,2.4094,109.1451,94.0446,5.3716,5.2759,5.0524,5.0137,4.2167,3.8617,5.7186,4.907,71.2981,差油层
1716.25,91.4778,8.6777,24.2925,2.4208,109.9072,93.3896,5.3738,5.3374,5.1034,5.0168,4.6496,4.153,5.4312,5.2433,71.3014,差油层
1716.3,91.0755,8.6704,24.2468,2.4287,109.9616,91.1593,5.3585,5.4026,5.2468,5.0979,5.6759,5.0931,5.5325,5.6329,71.2956,差油层
1716.35,90.4129,8.6593,24.1692,2.4217,109.4173,89.1507,5.3512,5.4806,5.4444,5.2133,6.7679,6.2861,5.8939,6.1111,71.2835,差油层
1716.4,88.9716,8.6534,24.0908,2.4116,109.0362,86.4048,5.3461,5.5211,5.6871,5.3681,8.0773,8.1176,6.2508,6.5617,71.2676,差油层
1716.45,88.0085,8.6501,24.0384,2.3995,107.5664,85.6029,5.3436,5.5456,6.0103,5.6053,8.4143,9.0421,6.8452,6.9784,71.2493,差油层
1716.5,86.6948,8.6474,23.996,2.393,105.6611,85.822,5.3332,5.5633,6.4103,5.9184,8.2939,8.9212,7.7832,7.3594,71.2297,差油层
1716.55,85.9097,8.6399,23.9385,2.3877,103.647,86.4202,5.3312,5.6004,6.9115,6.3007,7.3428,7.524,8.8086,7.6698,71.2092,差油层
1716.6,84.7185,8.6314,23.8534,2.3886,101.905,86.9307,5.3778,5.5892,7.4457,6.7595,6.6279,6.0865,9.7434,7.7866,71.1879,差油层
1716.65,84.1022,8.6251,23.7741,2.3857,99.6187,86.8792,5.4285,5.5934,7.9796,7.215,6.6968,5.7506,10.5816,7.7693,71.1655,差油层
1716.7,83.7451,8.6217,23.6866,2.3858,98.6933,86.4048,5.4859,5.6243,8.3952,7.5647,7.5083,6.8647,10.5593,7.637,71.1414,差油层
1716.75,83.9218,8.6196,23.5864,2.3881,97.659,86.0077,5.5622,5.6516,8.4394,7.6469,8.5148,8.9504,9.9545,7.453,71.1146,差油层
1716.8,84.4104,8.6222,23.484,2.3925,96.3525,85.4972,5.6468,5.6527,8.2048,7.5245,8.2844,9.2581,9.3828,7.1836,71.0838,差油层
1716.85,84.5909,8.6278,23.3963,2.3935,95.4271,85.3012,5.7701,5.6954,7.7437,7.1987,7.3493,8.0089,9.634,6.936,71.0474,差油层
1716.9,84.3923,8.6324,23.3217,2.3939,94.8827,85.3218,5.8752,5.7542,7.1981,6.8154,6.2934,6.0207,10.48,6.7541,71.0035,差油层
1716.95,83.945,8.6319,23.2297,2.3993,93.7396,85.5874,5.9873,5.857,6.6836,6.4682,5.7232,5.1661,11.0157,6.6079,70.9501,差油层
1717.0,82.9613,8.628,23.1443,2.4016,92.9775,86.214,6.1696,5.9519,6.5612,6.3839,5.3599,4.6201,11.4338,6.4989,70.8848,差油层
1717.05,82.2162,8.6249,23.0532,2.402,93.1408,86.5105,6.3099,6.0647,6.6688,6.5043,5.2903,4.3015,11.45,6.4827,70.8059,差油层
1717.1,81.1874,8.6152,22.9649,2.4028,92.8141,86.232,6.4363,6.2275,6.9655,6.7626,5.4478,4.3201,10.4556,6.6007,70.7119,差油层
1717.15,80.6227,8.6012,22.829,2.4078,92.1609,85.2058,6.5979,6.3635,7.2195,7.0104,5.7849,4.6185,8.8675,6.8745,70.6022,差油层
1717.2,79.8788,8.589,22.6652,2.4087,92.1065,82.006,6.7371,6.4832,7.4261,7.1981,7.4631,6.0117,8.3518,7.2001,70.4774,差油层
1717.25,79.398,8.5912,22.4814,2.4097,91.9432,78.6799,6.8443,6.6774,7.4147,7.2351,10.77,8.9659,8.078,7.5005,70.3393,差油层
1717.3,78.8913,8.6033,22.2856,2.4096,91.2899,73.3684,6.9066,6.83,7.1976,7.1047,13.488,12.4006,8.311,7.8009,70.1914,差油层
1717.35,78.9429,8.6317,22.1047,2.4085,90.4734,71.0994,6.9654,7.0098,6.9348,6.9126,14.2569,13.9322,12.6495,8.0124,70.0384,差油层
1717.4,79.8956,8.6745,21.9267,2.4094,89.8201,71.6022,7.0197,7.1456,6.9444,6.9259,12.0031,12.1388,17.0363,8.3673,69.8862,差油层
1717.45,80.8805,8.7159,21.7808,2.4114,88.7858,74.3611,7.005,7.3382,6.9779,6.9724,9.4455,8.5811,23.0483,8.6851,69.7419,差油层
1717.5,81.9648,8.7467,21.6457,2.413,87.8604,79.8299,6.9133,7.5307,7.5122,7.4917,7.012,5.6289,26.8283,9.2001,69.6125,差油层
1717.55,81.8758,8.7585,21.5225,2.4191,87.4249,82.7228,6.8304,7.7009,8.1418,8.065,6.1224,4.384,27.7906,9.7151,69.5051,差油层
1717.6,80.4706,8.752,21.4054,2.4264,86.9894,84.4426,6.6841,7.8052,8.9183,8.8404,7.8774,6.604,23.1239,10.2762,69.4259,差油层
1717.65,79.055,8.7295,21.3637,2.4287,86.7717,83.7464,6.4768,7.9259,9.5452,9.5206,10.7386,8.987,18.4585,11.0451,69.38,差油层
1717.7,77.2527,8.7108,21.3628,2.4247,86.7173,81.2608,6.3047,7.9364,10.2106,10.2381,12.9676,10.6964,12.5293,11.8359,69.3708,差油层
1717.75,76.5488,8.6881,21.4152,2.4212,86.7173,79.2342,6.0931,7.9469,10.4056,10.4979,14.4966,10.7106,10.5977,12.6961,69.4001,差油层
1717.8,76.3477,8.6738,21.5158,2.416,86.4451,76.5063,5.8916,7.791,10.5413,10.6997,13.5383,10.0872,10.4091,13.0799,69.4677,差油层
1717.85,76.6558,8.6702,21.6301,2.4089,86.8806,74.9025,5.6006,7.5053,10.5675,10.6883,13.8942,10.808,12.7817,13.3202,69.5715,差油层
1717.9,77.2656,8.674,21.8196,2.4026,87.4794,72.9352,5.2578,7.1513,10.6658,10.6974,12.3682,10.2848,13.8352,13.2132,69.7082,差油层
1717.95,77.6769,8.6813,22.0956,2.4045,88.2415,72.025,4.993,6.6916,10.9805,10.8514,11.0209,8.628,15.3988,12.8454,69.8728,差油层
1718.0,78.4916,8.7028,22.4502,2.4103,89.3302,71.4011,4.713,6.1356,11.6302,11.2756,8.5336,5.9514,14.4996,12.1486,70.0596,差油层
1718.05,79.5823,8.7312,22.9154,2.4151,90.6911,71.4964,4.4456,5.6454,12.3129,11.8253,6.6832,4.1013,13.8041,11.0718,70.2622,差油层
1718.1,82.2432,8.7672,23.4414,2.4216,92.3786,71.9528,4.189,5.0888,12.1983,11.8141,6.1498,3.8136,12.8505,9.7871,70.4741,差油层
1718.15,84.6076,8.8072,24.0141,2.4257,94.3928,72.3808,3.9125,4.579,11.5671,11.2403,5.6733,3.6406,22.0719,8.3636,70.6884,差油层
1718.2,88.8478,8.8508,24.6621,2.4283,96.6247,73.291,3.6781,4.033,10.3801,10.2168,5.1924,3.2314,23.8642,6.8707,70.8988,差油层
1718.25,91.9934,8.9152,25.3755,2.4189,98.8022,74.6421,3.4121,3.6068,8.6642,8.7484,4.6042,3.0652,22.6322,5.7846,71.0997,差油层
1718.3,97.3978,9.0144,26.1815,2.3972,101.2518,79.3992,3.2402,3.3105,6.7642,6.9863,4.0585,2.8873,21.4942,4.6746,71.2862,差油层
1718.35,101.2924,9.1476,27.0845,2.3875,103.5926,85.1052,3.1077,2.9945,5.5017,5.6925,3.3731,2.6059,19.5608,3.9119,71.4545,差油层
1718.4,107.3349,9.3154,27.9687,2.3588,105.6611,97.7136,2.9516,2.7842,4.5616,4.7819,2.846,2.2352,8.6878,3.1338,71.602,差油层
