Depth,AC,CAL,CNL,DEN,GR,MINV,MNOR,R045,R4,RILD,RILM,RLL8,RLLD,RLLS,RPRX,SP,result
1137.0,91.4908,9.6329,25.7821,2.3626,65.3024,4.5227,4.4973,4.9834,2.9711,3.7669,4.0187,5.0712,4.4541,4.1617,9.6507,68.0354,水层
1137.03125,91.3709,9.4471,25.6488,2.3572,64.5031,4.5343,4.5726,5.0862,2.9559,3.7946,4.0555,5.1375,4.5117,4.2233,9.8304,67.4844,水层
1137.0625,91.311,9.2212,25.5639,2.352,63.6238,4.5328,4.5964,5.1888,2.9411,3.8151,4.0776,5.2143,4.5366,4.2857,9.9398,67.0227,水层
1137.09375,91.2513,9.0454,25.4789,2.344,62.8248,4.532,4.6337,5.3043,2.9259,3.8287,4.1073,5.3119,4.5617,4.3332,10.0504,66.7016,水层
1137.125,91.2514,8.8697,25.4061,2.3376,62.1059,4.5052,4.6585,5.3942,2.8854,3.8425,4.1297,5.3913,4.5785,4.3492,10.1622,66.4059,水层
1137.15625,91.2517,8.7493,25.3211,2.3302,61.4671,4.5043,4.6573,5.5097,2.8704,3.8705,4.1597,5.4618,4.5954,4.3652,10.3324,66.1099,水层
1137.1875,91.2919,8.664,25.2121,2.3258,60.8284,4.4519,4.6562,5.6379,2.8554,3.8987,4.1823,5.5435,4.5954,4.3652,10.4088,65.8904,水层
1137.21875,91.3123,8.614,25.1028,2.319,60.35,4.4253,4.6551,5.7406,2.84,3.92,4.1894,5.616,4.5954,4.3493,10.5635,65.8121,水层
1137.25,91.3325,8.6091,25.0296,2.3144,60.2717,4.3986,4.6536,5.8561,2.8252,3.9412,4.2122,5.6684,4.5955,4.3017,10.602,65.7204,水层
1137.28125,91.3729,8.6194,25.0051,2.3084,60.1935,4.3592,4.6526,5.9587,2.8229,3.9699,4.2274,5.6895,4.5955,4.2624,10.6013,65.8075,水层
1137.3125,91.4132,8.6247,25.0043,2.3032,60.356,4.3453,4.6513,6.0996,2.795,4.0062,4.2347,5.7108,4.5619,4.2235,10.5811,65.9961,水层
1137.34375,91.4535,8.655,25.0035,2.2984,60.7583,4.2928,4.625,6.2407,2.7927,4.0354,4.242,5.7109,4.5369,4.1696,10.5411,66.1475,水层
1137.375,91.4938,8.7056,25.0027,2.2942,61.9386,4.2536,4.5853,6.369,2.7907,4.0649,4.2414,5.7005,4.512,4.1543,10.5209,66.3617,水层
1137.40625,91.5541,8.7309,25.0498,2.2888,62.0986,4.2399,4.5843,6.4205,2.7882,4.0796,4.2488,5.669,4.4708,4.1164,10.5397,66.5,水层
1137.4375,91.5944,8.7663,25.0731,2.2862,63.6185,4.175,4.5704,6.421,2.786,4.1093,4.2482,5.6273,4.4382,4.0863,10.6176,66.6,水层
1137.46875,91.7349,8.7916,25.0841,2.2834,64.8185,4.1228,4.5566,6.4345,2.8089,4.1239,4.232,5.5653,4.3896,4.0713,10.7956,66.6488,水层
1137.5,91.9355,8.7096,25.0955,2.2806,65.5385,4.0962,4.5299,6.3415,2.9413,4.1491,4.1646,5.5551,4.3495,4.049,11.0375,66.5552,水层
1137.53125,92.2964,8.76,25.0947,2.2776,66.4985,4.018,4.5029,6.3418,3.0641,4.1789,4.1635,5.5041,4.3257,4.049,11.2436,66.7548,水层
1137.5625,92.5371,8.74,25.0458,2.2756,67.5385,3.9786,4.4635,6.2782,3.1511,4.1939,4.1629,5.5041,4.294,4.049,11.5596,66.9439,水层
1137.59375,92.7978,8.7149,24.9606,2.273,68.5785,3.9651,4.4372,6.1762,3.2384,4.2011,4.124,5.5043,4.2626,4.0416,11.7753,67.1453,水层
1137.625,93.0985,8.6698,24.9119,2.2704,69.1385,3.9384,4.3977,6.0616,3.3254,4.2083,4.0703,5.5453,4.2315,4.0417,11.9505,67.3605,水层
1137.65625,93.3392,8.6447,24.8386,2.2668,69.8586,3.8863,4.3706,5.9469,3.4252,4.2078,4.0098,5.6179,4.2083,4.0417,12.1059,67.7281,水层
1137.6875,93.66,8.6298,24.79,2.2644,70.6904,3.8722,4.344,5.8705,3.4867,4.1839,3.9576,5.618,4.2006,4.0417,12.1501,68.3889,水层
1137.71875,93.9608,8.6298,24.729,2.2622,71.1634,3.8585,4.3432,5.8707,3.548,4.168,3.906,5.6494,4.2006,4.0417,11.904,69.1266,水层
1137.75,94.2616,8.65,24.7042,2.2592,71.7965,3.8317,4.3162,5.9091,3.6221,4.1289,3.8552,5.6495,4.2161,4.0343,11.6846,69.9537,水层
1137.78125,94.5223,8.6752,24.6432,2.2562,72.5116,3.8305,4.3151,6.0497,3.6583,4.1055,3.8263,5.6288,4.2316,4.0343,11.4269,70.7293,水层
1137.8125,94.9434,8.7004,24.6182,2.2542,73.6272,3.8037,4.3142,6.1391,3.7069,4.052,3.7905,5.6081,4.2707,4.0344,11.2162,71.2121,水层
1137.84375,95.1639,8.7256,24.5693,2.2516,74.9847,3.8028,4.2748,6.2797,3.7303,4.0291,3.7899,5.5772,4.3259,4.0418,11.1119,71.7583,水层
1137.875,95.5049,8.7559,24.5445,2.2514,76.1011,3.7761,4.2734,6.2926,3.7532,3.9988,3.7894,5.5464,4.3819,4.0418,11.1319,72.3173,水层
1137.90625,95.7856,8.7911,24.5074,2.2508,77.3782,3.7365,4.2723,6.229,3.7639,3.9982,3.8031,5.5056,4.4224,4.0567,11.2138,72.7489,水层
1137.9375,95.9861,8.8314,24.4824,2.2508,78.5742,3.7101,4.2584,6.1015,3.7361,4.0052,3.8237,5.4955,4.4632,4.0791,11.2757,73.193,水层
1137.96875,96.2068,8.8716,24.4818,2.2508,79.6913,3.6703,4.2569,5.923,3.6446,4.0046,3.8517,5.4551,4.4797,4.0942,11.2542,73.65,水层
1138.0,96.4675,8.9119,24.481,2.2514,80.8076,3.669,4.2689,5.7701,3.5146,4.0265,3.8727,5.425,4.4879,4.1017,11.1288,73.9154,水层
1138.03125,96.6681,8.9422,24.4801,2.2516,81.7631,3.6682,4.2805,5.6044,3.3591,4.0259,3.8938,5.3851,4.521,4.1244,11.0256,74.0535,水层
1138.0625,96.8687,8.9523,24.5034,2.2522,82.7982,3.6669,4.3051,5.4259,3.2546,4.0405,3.9078,5.3852,4.5294,4.132,10.8827,74.1278,水层
1138.09375,97.0293,8.9473,24.5386,2.2526,83.6741,3.6658,4.3293,5.2857,3.2017,4.0473,3.929,5.3555,4.5294,4.1549,10.7418,74.1891,水层
1138.125,97.1497,8.9424,24.574,2.2526,84.5491,3.6648,4.3411,5.171,3.161,4.0544,3.9358,5.3358,4.5295,4.1778,10.6024,74.2255,水层
1138.15625,97.3102,8.9525,24.5971,2.252,85.343,3.702,4.3908,4.9925,3.1456,4.0689,3.95,5.3163,4.5295,4.2087,10.4843,74.2616,水层
1138.1875,97.4307,8.9777,24.6563,2.2512,85.6552,3.7391,4.3899,4.8523,3.1561,4.0836,3.9569,5.3164,4.5295,4.2242,10.6011,74.3355,水层
1138.21875,97.5312,9.018,24.6796,2.2494,85.4858,3.789,4.4143,4.7249,3.1922,4.083,3.9563,5.3066,4.5296,4.2553,10.8589,74.4865,水层
1138.25,97.6115,9.0482,24.7029,2.2478,84.9135,3.8262,4.4255,4.7251,3.2285,4.0674,3.9485,5.3067,4.513,4.2868,11.0615,74.6628,水层
1138.28125,97.6719,9.0835,24.7142,2.2454,84.1788,3.8757,4.4374,4.8528,3.2899,4.0368,3.9188,5.3069,4.5047,4.3105,11.436,74.839,水层
1138.3125,97.7322,9.1338,24.7494,2.2438,83.7681,3.9004,4.4616,4.9168,3.3131,4.0065,3.875,5.307,4.4882,4.3264,11.6927,74.9519,水层
1138.34375,97.7726,9.1691,24.7727,2.241,83.7587,3.9759,4.4606,4.9935,3.3364,3.969,3.8245,5.317,4.4718,4.3423,12.1336,75.1022,水层
1138.375,97.7929,9.2093,24.7719,2.239,84.3113,4.0381,4.4593,5.0065,3.3594,3.9173,3.7468,5.3368,4.4473,4.3583,12.4518,75.2149,水层
1138.40625,97.7931,9.2496,24.7709,2.2362,84.9444,4.0627,4.4584,5.0066,3.3572,3.8734,3.6843,5.3767,4.431,4.3744,12.8259,75.3149,水层
1138.4375,97.7933,9.31,24.7702,2.2338,85.5798,3.9974,4.4317,4.9685,3.3167,3.823,3.6229,5.4067,4.4229,4.3986,13.2112,75.4145,水层
1138.46875,97.8336,9.3804,24.7332,2.2314,86.4549,3.9455,4.4051,4.8793,3.2503,3.7873,3.5824,5.437,4.3986,4.3986,13.5327,75.5142,水层
1138.5,97.8941,9.4357,24.6842,2.229,87.4096,3.8805,4.391,4.7647,3.1974,3.738,3.5488,5.5183,4.3664,4.4067,13.9392,75.5757,水层
1138.53125,97.9544,9.4961,24.6352,2.2272,88.205,3.7774,4.3259,4.6755,3.1184,3.6823,3.5286,5.6008,4.3505,4.4068,14.3314,75.6247,水层
1138.5625,98.0549,9.4861,24.5621,2.2276,89.2401,3.6869,4.261,4.5736,3.0141,3.6479,3.5152,5.6636,4.3266,4.3826,14.6527,75.6862,水层
1138.59375,98.1152,9.436,24.5013,2.2288,89.7935,3.6348,4.1833,4.4972,2.9732,3.6205,3.5082,5.7058,4.3107,4.3505,14.1972,75.7093,水层
1138.625,98.1755,9.3758,24.5006,2.23,90.1049,3.6719,4.1056,4.357,2.9458,3.5866,3.5077,5.7804,4.3108,4.3266,13.7557,75.7198,水层
1138.65625,98.316,9.3357,24.5358,2.232,90.0963,3.7216,4.0154,4.2296,2.9436,3.5863,3.5138,5.7913,4.295,4.3029,13.303,75.7306,水层
1138.6875,98.3564,9.3106,24.5829,2.2332,90.0064,3.8226,4.0906,4.1404,2.9286,3.5858,3.5395,5.7914,4.2714,4.2479,13.2044,75.7281,水层
1138.71875,98.4367,9.3107,24.6185,2.2356,89.353,3.8852,4.179,4.0385,2.9387,3.612,3.5787,5.7701,4.2557,4.186,12.8649,75.7257,水层
1138.75,98.4971,9.3259,24.6658,2.2366,88.6199,3.9734,4.2797,3.911,3.0383,3.6452,3.6115,5.7383,4.2402,4.1553,12.7458,75.7239,水层
1138.78125,98.4973,9.331,24.7128,2.2388,88.0476,4.0362,4.3298,3.7581,3.1002,3.6786,3.6582,5.6855,4.2324,4.0872,12.4877,75.6956,水层
1138.8125,98.4775,9.3311,24.7602,2.2404,87.2341,4.0989,4.4307,3.6306,3.2122,3.7192,3.685,5.6646,4.2324,4.0498,12.2574,75.6551,水层
1138.84375,98.3776,9.3111,24.8075,2.2418,86.1785,4.187,4.4932,3.7457,3.287,3.7465,3.7189,5.6021,4.2325,4.0128,12.1658,75.602,水层
1138.875,98.2376,9.271,24.8668,2.2434,85.3643,4.2623,4.4923,3.8479,3.3611,3.767,3.7531,5.5404,4.2325,3.9688,12.0526,75.5743,水层
1138.90625,98.1176,9.1957,24.9021,2.2452,84.5508,4.3504,4.529,3.9629,3.4481,3.7945,3.7945,5.5098,4.2248,3.9688,12.0074,75.5081,水层
1138.9375,97.9376,9.1455,24.9255,2.2468,83.5764,4.4133,4.5281,4.1162,3.5224,3.8436,3.8294,5.4693,4.2248,3.9689,11.9623,75.4551,水层
1138.96875,97.8176,9.1105,24.9847,2.2486,82.7637,4.3099,4.527,4.2695,3.6094,3.8717,3.8573,5.429,4.217,3.9689,11.8953,75.4016,水层
1139.0,97.6776,9.0904,25.044,2.2506,82.1103,4.2324,4.5258,4.4228,3.6582,3.9146,3.8712,5.3791,4.217,3.9689,11.7412,75.3611,水层
1139.03125,97.5576,9.0704,25.0794,2.2468,81.698,4.142,4.499,4.5888,3.6814,3.9432,3.8707,5.3395,4.2171,3.9982,11.6104,75.2951,水层
1139.0625,97.3977,9.0705,25.1267,2.241,81.367,4.0512,4.4724,4.7549,3.6919,3.9794,3.8488,5.31,4.2171,4.0056,11.4812,75.2289,水层
1139.09375,97.3778,9.0605,25.1376,2.2338,81.1975,3.9735,4.4712,4.8316,3.6259,4.001,3.8057,5.2808,4.2171,4.0277,11.5232,75.2269,水层
1139.125,97.338,9.0908,25.1487,2.2286,81.1069,3.9341,4.4448,4.9211,3.5469,4.0154,3.7701,5.2809,4.2172,4.05,11.6947,75.2753,水层
1139.15625,97.3583,9.1461,25.1361,2.2238,81.0975,3.9201,4.4052,4.9851,3.4169,4.0149,3.721,5.3104,4.2172,4.05,11.9128,75.35,水层
1139.1875,97.4788,9.2216,25.0991,2.2172,81.4893,3.9193,4.3527,5.0618,3.3123,3.9995,3.6794,5.3402,4.2172,4.0575,12.2025,75.4751,水层
1139.21875,97.5791,9.302,25.0624,2.2122,82.0435,3.9435,4.3264,5.1003,3.2337,3.9547,3.6315,5.3601,4.225,4.0575,12.4302,75.6003,水层
1139.25,97.8199,9.4026,25.0133,2.207,82.7577,3.9553,4.2996,5.0494,3.1679,3.9251,3.5775,5.4302,4.2406,4.0725,12.6618,75.7383,水层
1139.28125,98.0004,9.5333,24.9643,2.2018,83.472,3.9542,4.2986,4.8581,3.0506,3.8739,3.5244,5.4808,4.2406,4.0725,12.6845,75.8252,水层
1139.3125,98.2211,9.659,24.9636,2.1984,84.3462,3.9531,4.2589,4.7179,3.0103,3.8093,3.4785,5.5115,4.2406,4.0875,12.5667,75.8993,水层
1139.34375,98.4017,9.7997,24.9506,2.1942,84.9808,3.9645,4.2326,4.5777,2.9309,3.7388,3.4396,5.5117,4.2406,4.0876,12.3578,75.9481,水层
1139.375,98.6625,9.8953,24.9501,2.1894,86.0963,3.9632,4.193,4.4375,2.9289,3.6696,3.4137,5.5016,4.2563,4.0876,12.1524,75.9975,水层
1139.40625,98.7829,9.9958,24.9491,2.1864,86.8113,3.9495,4.1403,4.3228,2.9268,3.6286,3.4069,5.5017,4.2563,4.1027,11.9727,76.0204,水层
1139.4375,99.0236,10.0964,24.9721,2.1852,87.6855,3.9101,4.127,4.1954,2.9501,3.6014,3.4065,5.4713,4.2563,4.1027,11.8177,76.0178,水层
1139.46875,99.2643,10.197,24.9715,2.188,88.801,3.8707,4.0997,4.0935,2.9986,3.5544,3.4378,5.4412,4.2564,4.1103,11.7081,76.0287,水层
1139.5,99.3446,10.3026,24.9947,2.1904,89.676,3.7928,4.0992,3.9788,3.0345,3.5409,3.4566,5.4111,4.2642,4.1103,11.6206,76.0264,水层
1139.53125,99.5452,10.4082,24.994,2.1928,90.6306,3.7281,4.1618,3.8513,3.0707,3.5143,3.4561,5.3912,4.2721,4.1103,11.5771,76.0372,水层
1139.5625,99.7459,10.3781,24.9932,2.1902,91.1856,3.6373,4.2116,3.7367,3.0682,3.4943,3.4301,5.3417,4.2721,4.1103,11.684,76.0349,水层
1139.59375,99.8663,10.3078,24.9921,2.1856,91.739,3.5853,4.274,3.6475,3.0662,3.468,3.3792,5.3122,4.2721,4.1103,11.8141,76.0451,水层
1139.625,100.087,10.2426,24.9914,2.1792,92.2104,3.5204,4.2733,3.5711,3.0253,3.4356,3.3104,5.2731,4.2958,4.1104,12.012,76.0686,水层
1139.65625,100.2676,10.1874,24.9787,2.1732,92.4438,3.481,4.2977,3.4947,2.9973,3.3845,3.2796,5.2537,4.2958,4.1104,12.168,76.066,水层
1139.6875,100.388,10.1524,24.9779,2.165,92.5147,3.4669,4.3093,3.4055,2.9313,3.3343,3.2309,5.2539,4.3038,4.1104,12.349,76.0637,水层
1139.71875,100.5084,10.1273,24.953,2.1594,92.5857,3.4658,4.3078,3.3929,2.9037,3.3031,3.177,5.3523,4.3038,4.1104,12.5328,76.0615,水层
1139.75,100.709,10.1174,24.9399,2.154,92.5755,3.4517,4.3066,3.3803,2.8887,3.3027,3.1472,5.4222,4.3038,4.1104,12.7901,76.034,水层
1139.78125,100.8295,10.1325,24.9272,2.148,92.5653,3.4765,4.3053,3.3805,2.8735,3.3023,3.1352,5.5033,4.3039,4.1105,13.0044,76.006,水层
1139.8125,100.97,10.1477,24.8902,2.1438,92.395,3.5262,4.317,3.419,2.8969,3.3018,3.1348,5.5856,4.3039,4.1029,13.1249,75.9783,水层
1139.84375,101.0905,10.1779,24.8773,2.139,91.8235,3.5763,4.3162,3.4957,2.971,3.3014,3.1344,5.6481,4.3039,4.103,12.9308,75.938,水层
1139.875,101.211,10.2332,24.8645,2.1358,91.2513,3.6256,4.3147,3.5469,3.0322,3.301,3.1515,5.7008,4.2881,4.0954,12.5056,75.8971,水层
1139.90625,101.2914,10.2585,24.8398,2.1332,90.5174,3.663,4.3138,3.6109,3.0813,3.3005,3.1511,5.7221,4.2882,4.0804,12.1165,75.8947,水层
1139.9375,101.3517,10.2284,24.8145,2.1312,90.0256,3.7001,4.2997,3.6748,3.1299,3.3001,3.1682,5.7541,4.2803,4.0655,11.9598,75.9182,水层
1139.96875,101.3921,10.1431,24.8141,2.1324,89.6133,3.7498,4.2862,3.7133,3.2169,3.2998,3.1738,5.765,4.2725,4.0655,11.7609,75.9672,水层
1140.0,101.4124,10.0427,24.8011,2.1338,89.2011,3.7872,4.2595,3.7517,3.2531,3.2993,3.1911,5.7651,4.2725,4.0506,11.6952,76.0282,水层
1140.03125,101.4126,9.9473,24.8003,2.1354,88.9512,3.8241,4.2582,3.7774,3.3274,3.2928,3.1906,5.7652,4.2412,4.0357,11.5647,76.103,水层
1140.0625,101.4128,9.8469,24.8117,2.136,88.941,3.8487,4.2573,3.7903,3.376,3.2801,3.1608,5.7653,4.2412,4.0209,11.4787,76.1773,水层
1140.09375,101.4131,9.7415,24.8348,2.1366,88.6911,3.8733,4.2813,3.7905,3.3992,3.2555,3.1196,5.7229,4.2257,3.9988,11.393,76.2769,水层
1140.125,101.3532,9.6913,24.894,2.1394,88.6817,3.923,4.3057,3.7779,3.3972,3.2311,3.0675,5.7019,4.2179,3.9988,11.3293,76.3383,水层
1140.15625,101.2734,9.6613,24.9294,2.1428,88.8331,3.922,4.343,3.727,3.3054,3.183,3.0389,5.681,4.1947,3.9768,11.2448,76.3998,水层
1140.1875,101.2335,9.6664,25.0126,2.1504,89.3865,3.9464,4.3672,3.7017,3.1753,3.1533,2.9993,5.6392,4.1871,3.9696,11.1818,76.4102,水层
1140.21875,101.1737,9.6866,25.0961,2.1578,89.9391,3.9706,4.4173,3.6635,3.0969,3.1005,2.9548,5.6081,4.1794,3.9477,11.0573,76.4211,水层
1140.25,101.0937,9.6917,25.2034,2.1655,90.6525,3.9695,4.4542,3.7275,2.9667,3.0831,2.9217,5.5771,4.1717,3.9477,10.9547,76.4438,水层
1140.28125,100.9738,9.6767,25.3109,2.1727,91.2058,3.9685,4.4788,3.7787,2.9008,3.0542,2.8944,5.5463,4.1718,3.9333,10.7926,76.4545,水层
1140.3125,100.8739,9.6115,25.4063,2.1795,91.76,3.9672,4.5032,3.8044,2.8348,3.0313,2.862,5.526,4.1718,3.9116,10.6725,76.4651,水层
1140.34375,100.794,9.5312,25.5137,2.1855,92.3134,3.9655,4.5276,3.7918,2.7812,3.0197,2.851,5.4955,4.1641,3.8901,10.4757,76.4626,水层
1140.375,100.694,9.4458,25.5971,2.1921,92.6248,3.952,4.539,3.6388,2.7661,3.0081,2.8507,5.4753,4.1642,3.8901,10.3208,76.4991,水层
1140.40625,100.6342,9.3806,25.7165,2.1995,92.4553,3.9128,4.4871,3.5497,2.738,3.0076,2.8503,5.435,4.1642,3.883,10.1872,76.5092,水层
1140.4375,100.5143,9.3003,25.7761,2.2041,91.7215,3.8989,4.3835,3.4222,2.7232,3.0072,2.8605,5.405,4.1642,3.8616,10.0366,76.5201,水层
1140.46875,100.4143,9.23,25.8474,2.2103,90.826,3.8595,4.3441,3.3203,2.7084,3.0069,2.8761,5.3852,4.1642,3.8545,9.8515,76.5177,水层
1140.5,100.3143,9.1698,25.9426,2.2135,89.9322,3.8329,4.2792,3.2311,2.7057,3.0122,2.9025,5.3753,4.1642,3.8546,9.652,76.541,水层
1140.53125,100.2144,9.1398,26.0019,2.2183,89.1203,3.7935,4.24,3.1675,2.7292,3.0286,2.9238,5.3556,4.1643,3.8546,9.4917,76.5386,水层
1140.5625,100.1146,9.1147,26.0133,2.2225,87.9845,3.7284,4.2133,3.1038,2.7395,3.0394,2.967,5.3557,4.1643,3.8404,9.2822,76.5365,水层
1140.59375,100.0146,9.0847,26.0366,2.2303,87.0906,3.7017,4.1993,3.0657,2.7757,3.056,2.9943,5.3558,4.172,3.8405,9.0942,76.5084,水层
1140.625,99.9547,9.0747,26.0597,2.2297,86.1164,3.6494,4.1981,3.0659,2.7734,3.0727,3.0274,5.3759,4.172,3.8405,8.9765,76.4807,水层
1140.65625,99.8748,9.0949,26.0589,2.2261,85.3021,3.6355,4.2351,3.1043,2.8094,3.0836,3.0609,5.4059,4.1951,3.8546,9.0425,76.4404,水层
1140.6875,99.7749,9.1301,26.022,2.2227,84.4075,3.5828,4.2341,3.1555,2.8074,3.1004,3.0947,5.416,4.2029,3.8974,9.2112,76.4374,水层
1140.71875,99.695,9.1553,25.9731,2.2179,83.6752,3.582,4.2582,3.2705,2.8304,3.1116,3.129,5.4363,4.2184,3.9335,9.3831,76.4357,水层
1140.75,99.6752,9.1755,25.9364,2.2111,82.861,3.6323,4.2572,3.3856,2.8276,3.1343,3.1519,5.4566,4.2262,3.9772,9.558,76.4333,水层
1140.78125,99.6354,9.1857,25.8873,2.2051,82.2896,3.6565,4.2561,3.4878,2.8254,3.1515,3.175,5.477,4.234,4.0066,9.7542,76.4313,水层
1140.8125,99.6356,9.1908,25.8264,2.1995,81.5557,3.7192,4.2551,3.5901,2.8363,3.1744,3.1922,5.4975,4.234,4.0511,9.8626,76.4542,水层
1140.84375,99.6359,9.1909,25.7774,2.1929,80.9023,3.7437,4.2664,3.6413,2.8338,3.1859,3.2155,5.518,4.2497,4.0961,9.8803,76.4777,水层
1140.875,99.6361,9.1859,25.7165,2.1861,80.3301,3.7934,4.2656,3.7435,2.8573,3.2033,3.2331,5.5181,4.2575,4.1264,9.8799,76.4753,水层
1140.90625,99.6965,9.186,25.6434,2.1777,79.6783,3.8051,4.2645,3.8075,2.8546,3.2327,3.2327,5.5182,4.289,4.1416,9.8424,76.5111,水层
1140.9375,99.7168,9.171,25.5704,2.1699,79.0256,3.8167,4.2634,3.8842,2.8527,3.2564,3.2323,5.5183,4.3049,4.1799,9.8419,76.5599,水层
1140.96875,99.7972,9.161,25.4975,2.1639,78.9342,3.8156,4.2878,3.9482,2.8505,3.2862,3.2319,5.4982,4.3208,4.2186,9.9145,76.5706,水层
1141.0,99.9377,9.1662,25.4124,2.1599,78.9256,3.8144,4.2866,3.9867,2.8482,3.3102,3.2195,5.488,4.3367,4.2576,10.0622,76.6577,水层
1141.03125,99.998,9.2115,25.3394,2.1561,78.9966,3.8131,4.3105,4.0123,2.8456,3.3345,3.219,5.4376,4.3447,4.2812,10.2687,76.6939,水层
1141.0625,100.1786,9.2517,25.2664,2.1533,79.3087,3.7994,4.3223,4.038,2.8178,3.3464,3.2127,5.3976,4.3769,4.297,10.4216,76.7427,水层
1141.09375,100.3793,9.3071,25.2053,2.1507,79.7809,3.7473,4.3339,4.0382,2.8025,3.3771,3.2004,5.3778,4.385,4.3209,10.7945,76.766,水层
1141.125,100.4997,9.3574,25.1925,2.1483,80.1743,3.7206,4.3581,4.0384,2.7876,3.3956,3.194,5.3779,4.4174,4.3288,11.0162,76.7763,水层
1141.15625,100.7605,9.3826,25.276,2.1463,80.8073,3.6936,4.3823,4.0385,2.7856,3.4203,3.1936,5.378,4.4174,4.3529,11.3682,76.7865,水层
1141.1875,100.941,9.4028,25.3472,2.1429,81.3607,3.6925,4.3817,4.0132,2.7829,3.4582,3.1933,5.3781,4.4419,4.3529,11.6447,76.7846,水层
1141.21875,101.1617,9.418,25.4187,2.1395,82.0748,3.7041,4.4059,3.9623,2.7679,3.4707,3.1928,5.3982,4.4583,4.369,11.9945,76.7822,水层
1141.25,101.3422,9.398,25.454,2.1367,82.4674,3.7285,4.4433,3.8604,2.7659,3.4896,3.1924,5.4587,4.4831,4.369,12.3091,76.7414,水层
1141.28125,101.583,9.3578,25.5373,2.1331,83.02,3.8039,4.4677,3.8095,2.7383,3.4956,3.2098,5.4892,4.4914,4.3851,12.6087,76.7012,水层
1141.3125,101.8036,9.3177,25.5966,2.1299,83.493,3.8409,4.4663,3.7203,2.7227,3.5017,3.2333,5.5199,4.5329,4.3932,13.0355,76.6469,水层
1141.34375,102.0443,9.2726,25.6078,2.1263,83.8863,3.878,4.478,3.6694,2.7079,3.5011,3.269,5.5611,4.5413,4.4014,13.2052,76.6328,水层
1141.375,102.3452,9.2275,25.6192,2.1227,84.4389,3.8896,4.477,3.5803,2.7058,3.5138,3.3113,5.613,4.5749,4.4176,13.4515,76.6304,水层
1141.40625,102.5257,9.1773,25.6182,2.1189,84.6715,3.9142,4.4885,3.5039,2.7036,3.5198,3.3541,5.6235,4.5834,4.434,13.6009,76.6794,水层
1141.4375,102.8065,9.1523,25.6174,2.1167,84.9813,3.9133,4.4873,3.4657,2.6886,3.5193,3.3975,5.6655,4.5919,4.434,13.3997,76.7282,水层
1141.46875,102.967,9.1322,25.6166,2.1131,85.053,3.912,4.499,3.4659,2.7244,3.5319,3.4098,5.6867,4.6344,4.4504,13.2755,76.7894,水层
1141.5,103.2478,9.1273,25.6038,2.1099,85.0444,3.911,4.5233,3.4788,2.7728,3.5447,3.4666,5.7079,4.6429,4.4669,13.055,76.813,水层
1141.53125,103.4885,9.1274,25.5789,2.1069,85.0326,3.8585,4.535,3.53,2.8092,3.5772,3.4985,5.708,4.6773,4.4669,12.838,76.8614,水层
1141.5625,103.6691,9.1275,25.5418,2.1045,84.9443,3.8193,4.5466,3.5812,2.8703,3.61,3.5371,5.7293,4.7206,4.4751,12.6716,76.8596,水层
1141.59375,103.8898,9.1477,25.5292,2.1013,84.6125,3.7797,4.5706,3.658,2.9322,3.6297,3.5631,5.7295,4.7294,4.4834,12.5073,76.8954,水层
1141.625,104.0503,9.1678,25.4681,2.0993,84.2019,3.7532,4.5697,3.7475,2.981,3.6428,3.5957,5.7402,4.7556,4.4835,12.3682,76.9187,水层
1141.65625,104.2309,9.1981,25.407,2.0967,83.8709,3.7393,4.607,3.7987,3.0296,3.6694,3.6222,5.7191,4.7996,4.4835,12.2534,76.942,水层
1141.6875,104.4315,9.2183,25.3824,2.0951,83.4587,3.7382,4.6314,3.8882,3.0909,3.6963,3.6487,5.6981,4.8085,4.5001,12.1846,76.9653,水层
1141.71875,104.5921,9.2384,25.3213,2.0929,82.8068,3.8007,4.6425,3.9777,3.1397,3.7232,3.6754,5.6772,4.8352,4.5001,12.1835,76.9758,水层
1141.75,104.6925,9.2536,25.2725,2.0909,81.7514,3.8378,4.6546,4.0289,3.1757,3.7434,3.6953,5.625,4.8352,4.5001,12.1831,76.9862,水层
1141.78125,104.7929,9.2537,25.1752,2.0901,80.4557,3.9005,4.6787,4.0801,3.2119,3.7709,3.7017,5.6043,4.8353,4.5002,12.1823,76.9839,水层
1141.8125,104.9134,9.2487,25.1144,2.0907,79.2395,3.9123,4.6775,4.1568,3.2222,3.7844,3.7012,5.5837,4.8353,4.5002,12.3862,76.9815,水层
1141.84375,105.0339,9.2388,25.0414,2.0915,78.2661,3.9622,4.6766,4.1953,3.2327,3.784,3.7008,5.5839,4.8265,4.4919,12.4777,76.9538,水层
1141.875,105.0942,9.2389,24.9564,2.0929,77.2107,3.999,4.6755,4.221,3.2432,3.7977,3.7003,5.5944,4.8088,4.459,12.593,76.9133,水层
1141.90625,105.1947,9.2339,24.8472,2.0943,76.4769,4.0235,4.6741,4.2211,3.1772,3.8112,3.6999,5.6361,4.7647,4.4182,12.7331,76.8344,水层
1141.9375,105.2349,9.2189,24.7621,2.0949,76.0655,4.0222,4.673,4.2596,3.1233,3.8107,3.6992,5.6677,4.7037,4.3938,12.8272,76.7175,水层
