Depth,AC,CAL,CNL,DEN,GR,MINV,MNOR,R045,R4,RILD,RILM,RLL8,RLLD,RLLS,RPRX,SP,result
1211.96875,101.6437,9.3858,25.7536,2.1355,77.6982,5.5124,6.3585,5.2821,4.3778,5.411,4.9324,8.1179,8.1064,8.1514,15.6633,71.1306,水层
1212.0,101.704,9.376,25.7538,2.1375,76.6453,5.4856,6.3573,5.5648,4.5293,5.5528,5.1847,8.0881,8.0767,8.1517,15.8665,70.7444,水层
1212.03125,101.8043,9.0939,25.754,2.1391,75.5121,5.4207,6.3565,5.9115,4.6429,5.8152,5.3402,8.0585,8.0621,8.152,16.0726,70.2298,水层
1212.0625,101.9046,8.9076,25.7542,2.1409,74.0562,5.3683,6.394,6.2581,4.7946,6.0006,5.5822,8.0289,8.0328,8.1522,16.3411,69.741,水层
1212.09375,101.9649,8.7566,25.7785,2.1429,72.683,5.3162,6.3928,6.7333,4.9714,6.2726,5.7815,8.0291,8.0331,8.1375,16.4317,69.2905,水层
1212.125,102.0452,8.6056,25.8149,2.1439,71.1476,5.3151,6.3918,6.9774,5.0979,6.4726,6.0548,7.9997,8.0333,8.1377,16.5836,68.8914,水层
1212.15625,102.1455,8.5302,25.8391,2.1444,69.7736,5.3142,6.391,7.3369,5.2619,6.7909,6.2942,8.0,8.0186,8.1229,16.7059,68.3894,水层
1212.1875,102.2057,8.4751,25.8633,2.1436,68.1572,5.3389,6.3899,7.5554,5.4002,6.943,6.5311,8.0001,8.0041,8.1232,16.7979,67.785,水层
1212.21875,102.2861,8.4603,25.9116,2.1428,66.6219,5.3632,6.3504,7.8764,5.4759,7.1776,6.7893,8.0451,8.0043,8.1235,16.8279,67.2834,水层
1212.25,102.3263,8.4404,25.9599,2.1414,65.1684,5.3624,6.2978,8.1976,5.5891,7.4614,7.0317,8.0902,7.9898,8.1237,16.827,66.7306,水层
1212.28125,102.2465,8.4407,26.0203,2.1404,63.3931,5.3614,6.2587,8.4674,5.7149,7.785,7.2292,8.1356,7.9753,8.1089,16.7948,66.1905,水层
1212.3125,102.1266,8.446,26.0445,2.1388,61.9389,5.3604,6.2065,8.7759,5.8155,7.974,7.543,8.2117,7.9756,8.1092,16.6701,65.663,水层
1212.34375,102.0866,8.4666,26.0928,2.1394,60.4043,5.3081,5.9235,8.9686,5.8775,8.2892,7.9578,8.2885,7.9317,8.0647,16.6074,65.1614,水层
1212.375,101.9867,8.4769,26.1411,2.1438,58.7888,5.2559,5.9214,9.2899,5.9902,8.4905,8.136,8.335,7.9319,8.065,16.6988,64.6723,水层
1212.40625,101.9068,8.4773,26.1774,2.1462,57.1724,5.2163,5.9214,9.5853,6.065,8.8262,8.4578,8.3973,7.903,8.0355,17.0416,64.2477,水层
1212.4375,101.8069,8.4776,26.2498,2.1482,55.7174,5.1639,6.087,9.868,6.1145,9.1411,8.6952,8.4601,7.8742,8.0358,17.4232,63.8356,水层
1212.46875,101.707,8.4779,26.2981,2.1484,54.5055,5.1501,6.2653,10.1377,6.2145,9.4499,8.9558,8.4918,7.8598,8.0211,17.6494,63.4875,水层
1212.5,101.627,8.4731,26.3344,2.1488,53.211,5.1492,6.3412,10.4204,6.29,9.6971,9.3786,8.5553,7.86,8.0066,17.714,63.1396,水层
1212.53125,101.5071,8.4583,26.3827,2.1484,51.9976,5.1482,6.4171,10.78,6.416,9.9692,9.5532,8.5873,7.8457,7.9773,17.8775,62.4968,水层
1212.5625,101.4672,8.4486,26.3829,2.1478,50.7834,5.1857,6.4546,11.0882,6.5931,10.2488,9.876,8.6035,7.8315,7.9777,18.0427,62.1102,水层
1212.59375,101.3873,8.4236,26.3711,2.1468,49.8911,5.2102,6.4536,11.4863,6.7957,10.4974,10.1532,8.6038,7.8028,7.9484,18.0414,61.8779,水层
1212.625,101.3475,8.3987,26.2991,2.1484,49.3206,5.2606,6.4528,11.8073,6.9857,10.8116,10.4574,8.5883,7.8031,7.9487,18.0409,61.6065,水层
1212.65625,101.2676,8.3889,26.2031,2.1528,48.4251,5.2853,6.4516,12.2437,7.1377,11.0942,10.7508,8.5408,7.789,7.9344,17.9727,61.4509,水层
1212.6875,101.2077,8.3641,26.1191,2.156,48.0167,5.3354,6.4375,12.6031,7.3785,11.2173,11.0524,8.5094,7.7748,7.9639,17.972,61.3076,水层
1212.71875,101.1879,8.3543,26.0231,2.1592,47.606,5.3857,6.398,13.0524,7.5686,11.4466,11.3202,8.4468,7.7751,7.9641,17.9044,61.2031,水层
1212.75,101.168,8.3546,25.9632,2.1622,47.514,5.41,6.3974,13.4118,7.7461,11.5949,11.5521,8.3692,7.7467,7.9938,17.8043,61.1499,水层
1212.78125,101.1683,8.3549,25.9152,2.1656,47.5061,5.4478,6.3578,13.9637,7.9107,11.8539,11.8318,8.3075,7.7326,8.0683,17.7375,61.0837,水层
1212.8125,101.1684,8.3603,25.8914,2.1664,47.4165,5.4596,6.3178,14.3358,8.0625,12.0516,12.0294,8.2617,7.7328,8.0984,17.7366,61.0304,水层
1212.84375,101.1686,8.3707,25.7954,2.1652,47.4063,5.4713,6.3043,14.926,8.2268,12.2753,12.2302,8.2009,7.7331,8.1587,17.7355,61.0281,水层
1212.875,101.2088,8.3911,25.7835,2.163,47.3977,5.4703,6.2776,15.388,8.3657,12.4343,12.4341,8.1405,7.7333,8.2347,17.7346,61.0773,水层
1212.90625,101.229,8.4116,25.7236,2.1612,47.6283,5.4695,6.2641,15.85,8.5171,12.6183,12.5715,8.0806,7.7336,8.2961,17.7992,61.1264,水层
1212.9375,101.2893,8.4372,25.6637,2.1596,47.8597,5.4685,6.2631,16.2223,8.6049,12.7815,12.6637,8.051,7.7338,8.3733,17.8644,61.1884,水层
1212.96875,101.3296,8.4526,25.5917,2.158,48.2524,5.4415,6.2232,16.5818,8.6541,12.9467,12.7091,8.0214,7.7484,8.4827,18.0963,61.2758,水层
1213.0,101.3899,8.4731,25.4957,2.1558,48.8851,5.4021,6.2227,16.8389,8.6777,13.0656,12.7075,8.0964,7.8062,8.5617,18.4334,61.453,水层
1213.03125,101.4301,8.5037,25.3997,2.1532,49.7587,5.3628,6.1704,17.0574,8.6757,13.0395,12.5885,8.1721,7.8353,8.6734,18.8114,61.6304,水层
1213.0625,101.4904,8.5141,25.2917,2.1516,50.9525,5.336,6.1436,17.1863,8.6477,12.7986,12.3329,8.2638,7.85,8.7542,19.2329,61.9099,水层
1213.09375,101.6308,8.5295,25.1356,2.1494,52.0668,5.2838,6.1165,17.2384,8.5174,12.4924,12.105,8.3256,7.8939,8.8357,19.8463,62.1768,水层
1213.125,101.671,8.5298,25.0035,2.1474,53.5006,5.2313,6.0772,17.2392,8.4517,12.126,11.6412,8.466,7.9234,8.8851,20.3285,62.4951,水层
1213.15625,101.7113,8.5301,24.8954,2.1452,54.6952,5.23,6.0764,17.2528,8.2958,11.5969,11.1749,8.5769,7.9972,9.0178,20.8612,63.0306,水层
1213.1875,101.8116,8.5305,24.7272,2.1422,55.7316,5.2295,6.1265,17.2536,8.1271,10.9887,10.5694,8.7054,8.027,9.0514,21.487,63.5406,水层
1213.21875,101.8718,8.5307,24.5951,2.1402,57.0859,5.2285,6.1387,17.1776,7.9457,10.5485,9.9781,8.7867,8.0868,9.1188,22.4198,63.9617,水层
1213.25,101.9321,8.531,24.439,2.137,58.201,5.2402,6.189,16.9606,7.7642,10.051,9.3848,8.8197,8.132,9.1698,23.1352,64.6001,水层
1213.28125,102.0324,8.5566,24.2708,2.1348,59.3956,5.2649,6.2521,16.5899,7.5443,9.6305,9.0929,8.8529,8.1624,9.2382,24.0512,65.5844,水层
1213.3125,102.0727,8.5972,24.1147,2.1324,60.6681,5.264,6.3278,16.2321,7.3631,9.1933,8.664,8.853,8.2384,9.2898,24.8644,66.4148,水层
1213.34375,102.173,8.648,23.9946,2.1308,61.4629,5.2759,6.4035,15.8101,7.1176,8.7273,8.1944,8.8698,8.2692,9.3244,24.7256,67.1172,水层
1213.375,102.2533,8.6836,23.8264,2.1284,62.3356,5.2875,6.454,15.1705,6.8591,8.3313,7.8661,8.8372,8.3308,9.205,24.3608,67.8964,水层
1213.40625,102.2935,8.7394,23.6823,2.1266,63.0494,5.325,6.5043,14.5307,6.6523,7.8357,7.523,8.8048,8.3619,8.9371,23.7798,68.6755,水层
1213.4375,102.3938,8.8053,23.5863,2.127,64.0023,5.324,6.5291,13.5579,6.4582,7.592,7.2216,8.7724,8.3932,8.5973,23.2559,69.3394,水层
1213.46875,102.4541,8.8711,23.4783,2.128,64.8766,5.3228,6.4891,12.8669,6.2509,7.2609,6.8936,8.7079,8.3934,8.255,22.9128,70.0673,水层
1213.5,102.5144,8.9471,23.3822,2.1302,66.5512,5.322,6.4499,12.1375,6.0825,6.957,6.6916,8.676,8.3782,7.9118,22.4497,70.6033,水层
1213.53125,102.5947,9.013,23.2742,2.1336,67.8276,5.321,6.3846,10.9213,5.901,6.7031,6.3996,8.6762,8.3014,7.5131,22.1187,71.1135,水层
1213.5625,102.675,9.0739,23.2384,2.135,69.4234,5.2942,6.3196,10.1278,5.7709,6.4464,6.1775,8.6926,8.1799,7.1742,21.712,71.5342,水层
1213.59375,102.6952,9.1397,23.1784,2.1384,71.0185,5.2548,6.2676,9.4754,5.6277,6.1996,5.9299,8.7576,8.0601,6.9525,21.3917,71.9928,水层
1213.625,102.7554,9.1703,23.1426,2.1414,72.2949,5.2282,6.1764,9.0149,5.5232,5.8089,5.756,8.8723,7.8545,6.59,20.9592,72.2472,水层
1213.65625,102.8557,9.1706,23.1307,2.1444,73.7302,5.2142,6.1373,8.452,5.4059,5.8194,5.5561,8.9885,7.6119,6.316,20.8803,72.5397,水层
1213.6875,102.9161,9.1659,23.1309,2.1472,74.8445,5.2002,6.0851,8.0686,5.327,5.712,5.383,9.1401,7.3089,5.9756,21.2692,72.8064,水层
1213.71875,102.9763,9.1662,23.1311,2.1501,76.039,5.174,6.0327,7.762,5.2352,5.5857,5.2641,9.2086,7.044,5.6223,21.867,73.0606,水层
1213.75,103.0165,9.1968,23.1434,2.1519,77.2336,5.173,6.006,7.5836,5.1693,5.442,5.1191,9.0061,6.7014,5.2704,22.5228,73.3657,水层
1213.78125,103.0568,9.2223,23.2037,2.1537,78.5068,5.172,6.005,7.5202,5.1032,5.2725,4.978,8.6624,6.352,4.9497,21.905,73.6836,水层
1213.8125,103.057,9.2781,23.2881,2.1565,79.3818,5.1963,6.0041,7.4057,5.0239,5.1369,4.868,8.3009,6.1104,4.6656,20.5296,73.7841,水层
1213.84375,103.0572,9.3036,23.3845,2.1581,80.415,5.2597,6.0287,7.304,4.9709,4.9861,4.7516,7.9692,5.7385,4.4552,19.2049,73.782,水层
1213.875,103.0774,9.309,23.4929,2.1597,81.3687,5.3356,6.1427,7.1639,4.8791,4.8668,4.6379,7.5103,5.4292,4.2385,16.2569,73.754,水层
1213.90625,103.0776,9.2186,23.6375,2.1611,82.3217,5.437,6.283,6.9726,4.8002,4.7504,4.5102,7.237,4.8777,3.9366,11.0204,73.8036,水层
1213.9375,103.0578,9.1683,23.7339,2.1639,83.1951,5.5256,6.4871,6.7812,4.7212,4.6539,4.4105,6.8838,4.3498,3.616,9.2258,73.9422,水层
1213.96875,102.9579,9.098,23.8664,2.1667,83.9883,5.6143,6.5757,6.577,4.6679,4.5764,4.3208,6.6333,3.8648,3.3399,8.7754,74.1064,水层
1214.0,102.878,9.058,24.0349,2.1699,84.702,5.7032,6.4082,6.2577,4.5503,4.4918,4.2489,6.3801,3.6633,3.1774,8.5662,74.1812,水层
1232.625,91.6825,9.2846,24.4556,2.3098,74.7117,4.4479,5.6773,4.453,3.429,4.4616,4.2203,6.5388,8.9152,8.6235,19.1818,73.9882,水层
1232.65625,91.6627,9.2648,24.4319,2.3126,73.7392,4.4597,5.7793,4.4794,3.3891,4.4941,4.2749,6.711,9.1829,9.0315,20.9632,73.7172,水层
1232.6875,91.6429,9.2601,24.42,2.3158,72.7668,4.5995,5.9957,4.5442,3.3738,4.5354,4.3381,6.9907,9.4762,9.2856,22.741,73.382,水层
1232.71875,91.583,9.2604,24.4203,2.3186,71.7935,4.7652,6.1103,4.6733,3.3591,4.577,4.3942,7.2821,9.9982,9.725,24.2619,73.0854,水层
1232.75,91.5632,9.2657,24.4204,2.322,70.821,4.9305,6.2374,4.7893,3.3567,4.619,4.4591,7.5575,10.3941,9.98,25.4097,72.6477,水层
1232.78125,91.5234,9.266,24.4446,2.3238,69.9288,5.0578,6.3645,4.944,3.3545,4.6528,4.5085,7.8433,10.746,10.2988,26.1722,71.9667,水层
1232.8125,91.5035,9.2613,24.493,2.3274,69.1169,5.1593,6.4532,5.0729,3.3399,4.6868,4.5499,8.1854,10.9872,10.5886,26.5123,71.3756,水层
1232.84375,91.4637,9.2364,24.5413,2.3318,68.3057,5.2736,6.4519,5.2017,3.3377,4.7124,4.6003,8.4636,11.2546,11.0079,26.3632,70.5538,水层
1232.875,91.4238,9.1611,24.5896,2.3318,67.3317,5.2723,6.4512,5.3818,3.3362,4.7379,4.6596,8.8164,11.6357,11.3176,26.2648,69.5784,水层
1232.90625,91.384,9.1009,24.65,2.3306,66.4395,5.22,6.4885,5.5492,3.3338,4.7547,4.6937,9.0991,11.9631,11.6791,26.2145,68.8719,水层
1232.9375,91.3842,9.0356,24.6742,2.3316,65.7086,5.1548,6.5259,5.7423,3.3318,4.7632,4.7368,9.356,12.3681,12.0521,27.1517,68.2807,水层
1232.96875,91.3443,8.9805,24.7345,2.3322,65.0563,5.1542,6.653,5.9223,3.3294,4.7714,4.7626,9.6561,12.7396,12.6223,28.489,67.7918,水层
1233.0,91.3445,8.9455,24.7588,2.3298,64.1641,5.2557,6.7545,6.1024,3.3275,4.7884,4.7886,9.8371,12.9775,12.9057,29.8368,67.4055,水层
1233.03125,91.3447,8.9105,24.759,2.3254,63.4317,5.421,6.8815,6.2827,3.3257,4.7877,4.8057,10.0588,13.2688,13.1225,31.1909,67.0961,水层
1233.0625,91.3449,8.8956,24.7592,2.3188,62.8605,5.5355,6.9703,6.3987,3.3231,4.7872,4.805,10.3237,13.5166,13.2693,33.0315,66.8505,水层
1233.09375,91.3451,8.8707,24.6993,2.31,62.368,5.6626,7.0843,6.4892,3.3088,4.7777,4.8133,10.5368,13.8203,13.3928,34.7226,66.6308,水层
1233.125,91.3854,8.8459,24.6273,2.3052,62.0368,5.7767,7.1477,6.5156,3.2938,4.7508,4.7861,10.7344,13.8974,13.4926,36.2306,66.4878,水层
1233.15625,91.4256,8.831,24.5553,2.2982,62.0297,5.8528,7.2235,6.5037,3.2529,4.7326,4.7501,11.1199,13.9752,13.5931,37.1801,66.383,水层
1233.1875,91.5059,8.8061,24.4713,2.293,63.7842,5.9158,7.3884,6.4404,3.2251,4.697,4.697,11.0789,13.9757,13.6945,37.8724,66.3293,水层
1233.21875,91.6262,8.7812,24.3873,2.2866,65.4609,5.9533,7.4137,6.39,3.1978,4.6531,4.6274,11.245,13.976,13.7456,37.3139,66.3276,水层
1233.25,91.8267,8.7664,24.3033,2.2818,67.136,5.9521,7.4895,6.2756,3.1575,4.6096,4.5165,11.3291,13.9765,13.746,36.6952,66.5049,水层
1233.28125,91.967,8.7617,24.2194,2.278,69.132,5.938,7.5138,6.1739,3.091,4.5496,4.4249,11.4562,13.9253,13.7465,35.9531,66.9892,水层
1233.3125,92.1874,8.767,24.1354,2.2748,70.6497,5.9114,7.5132,6.0722,3.0505,4.4738,4.3351,11.5205,13.8745,13.6963,35.4886,67.5761,水层
1233.34375,92.3678,8.7824,24.0754,2.2726,72.4845,5.8979,7.4736,5.9449,3.0232,4.4074,4.2392,11.5851,13.8237,13.6966,34.4499,68.2655,水层
1233.375,92.6083,8.8433,23.9915,2.27,74.2406,5.8713,7.4728,5.805,2.9954,4.3019,4.1223,11.5855,13.7478,13.6465,34.005,69.0574,水层
1233.40625,92.7887,8.9294,23.9315,2.267,75.357,5.8701,7.4711,5.7032,2.9932,4.2303,4.0613,11.5003,13.6722,13.6217,33.3173,69.8876,水层
1233.4375,92.949,9.0103,23.8956,2.2628,76.9518,5.8693,7.4705,5.5503,2.9912,4.1444,3.9568,11.3734,13.6475,13.5971,32.7653,70.7949,水层
1233.46875,93.2095,9.0863,23.8356,2.2586,78.3067,5.868,7.4695,5.3847,2.9895,4.0603,3.8909,11.2063,13.6479,13.5725,32.043,71.8043,水层
1233.5,93.4099,9.1774,23.7757,2.2556,80.2201,5.8926,7.4685,5.2573,3.0124,3.9852,3.8331,11.0621,13.6483,13.5729,31.8054,72.4426,水层
1233.53125,93.5903,9.2433,23.6798,2.25,81.257,5.9174,7.4677,5.1299,3.0365,3.9187,3.7763,10.9602,13.6488,13.5983,31.921,73.0166,水层
1233.5625,93.8307,9.3192,23.6199,2.2434,82.6921,5.9292,7.3898,4.9898,3.0596,3.8605,3.727,10.8796,13.6997,13.725,32.818,73.4497,水层
1233.59375,94.1113,9.38,23.5719,2.2381,84.0469,5.9793,7.2863,4.8499,3.0707,3.8104,3.6922,10.7396,13.7508,13.8785,33.9913,73.7424,水层
1233.625,94.2316,9.4358,23.536,2.2303,85.242,6.004,7.2211,4.761,3.0685,3.7678,3.6577,10.6803,13.8533,13.9819,35.2714,74.0219,水层
1233.65625,94.432,9.4916,23.476,2.2243,86.1145,6.0287,7.22,4.6977,3.0789,3.705,3.6437,10.6806,13.9307,14.086,35.9954,74.2246,水层
1233.6875,94.6124,9.507,23.4161,2.2181,87.0681,6.0276,7.2702,4.6473,3.0774,3.6772,3.6298,10.6612,13.9828,14.1911,37.3507,74.4147,水层
1233.71875,94.7928,9.5124,23.3682,2.2105,87.4607,6.001,7.3203,4.5584,3.0498,3.6699,3.6159,10.6615,14.0349,14.2439,37.6265,74.6301,水层
1233.75,94.9732,9.5278,23.3083,2.2045,87.7714,5.9361,7.3325,4.4953,2.9834,3.6762,3.6154,10.6817,14.0874,14.0614,37.6244,74.7562,水层
1233.78125,95.1735,9.5332,23.2603,2.1977,88.0012,5.8451,7.3824,4.4449,2.9559,3.7169,3.615,10.8821,13.8299,13.7789,37.4829,74.8438,水层
1233.8125,95.394,9.4982,23.2245,2.1901,88.0727,5.7929,7.3945,4.4201,2.9155,3.758,3.6413,11.086,13.4523,13.4027,37.4804,74.9053,水层
1233.84375,95.5544,9.4733,23.2006,2.1861,88.142,5.7151,7.432,4.3952,2.8621,3.8207,3.6612,11.3569,13.0368,13.0367,37.4783,74.9545,水层
1233.875,95.7548,9.4333,23.1768,2.1827,88.1341,5.7141,7.4692,4.3705,2.8601,3.8916,3.6812,11.6129,12.7277,12.6574,37.8251,74.9778,水层
1233.90625,95.8351,9.3933,23.177,2.1813,87.7226,5.7645,7.494,4.3586,2.8193,3.9934,3.7219,11.8968,12.1762,12.0642,39.0322,74.9887,水层
1233.9375,95.8953,9.3532,23.1772,2.1823,86.5904,5.7763,7.4929,4.3594,2.8171,4.1359,3.8051,12.1198,11.9535,11.6268,40.7278,74.9864,水层
1233.96875,95.8955,9.3284,23.2255,2.1837,85.5378,5.8136,7.4403,4.3473,2.8147,4.252,3.9045,12.2785,11.6057,11.3093,42.1059,74.9204,水层
1234.0,95.7556,9.3085,23.3459,2.1853,84.1633,5.8126,7.3623,4.3481,2.8134,4.4201,4.0067,12.4856,11.1644,10.8995,41.6377,74.8157,水层
1234.03125,95.6957,9.3038,23.4664,2.1881,83.1106,5.8116,7.2846,4.3745,2.8497,4.6288,4.142,12.3478,10.8997,10.5823,39.0234,74.6598,水层
1234.0625,95.5958,9.299,23.599,2.1919,81.8974,5.759,7.2199,4.4266,2.8988,4.7062,4.2582,12.0541,10.466,10.2743,37.4639,74.4915,水层
1234.09375,95.5159,9.2993,23.7555,2.1949,80.6032,5.7068,7.1161,4.4914,2.986,4.8742,4.4265,11.7891,10.1802,9.9386,35.8334,74.2329,水层
1234.125,95.376,9.2592,23.9362,2.1989,79.5498,5.6676,7.0385,4.6076,3.0736,5.011,4.5423,11.3392,9.8112,9.596,34.465,73.9748,水层
1234.15625,95.256,9.189,24.0687,2.2029,78.7378,5.6411,6.9476,4.7364,3.1868,5.2283,4.687,11.008,9.5433,9.2996,32.7219,73.6908,水层
1234.1875,95.1161,9.1036,24.165,2.2077,77.7654,5.55,6.857,4.9165,3.3,5.385,4.8722,10.5878,9.1974,8.9791,30.272,73.3944,水层
1236.40625,96.3113,9.8417,26.3323,2.4176,83.6437,4.2745,4.633,6.0378,3.2427,4.8265,4.8085,6.1973,6.4415,6.5615,12.7934,74.9066,水层
1236.4375,96.3115,9.7715,26.3205,2.414,85.0746,4.3372,4.7344,5.8848,3.1638,4.7458,4.7194,6.4436,6.5861,6.7337,13.6997,75.0581,水层
1236.46875,96.2116,9.676,26.2245,2.4096,86.1058,4.3364,4.8617,5.7066,3.1104,4.6834,4.6491,6.7372,6.7839,6.9488,14.348,75.2221,水层
1236.5,96.0517,9.6208,26.1164,2.4064,87.3765,4.361,4.976,5.6303,3.0439,4.6395,4.5543,6.889,6.9619,7.1708,15.1385,75.3099,水层
1236.53125,95.9718,9.5404,25.9844,2.4021,88.566,4.36,5.1159,5.4648,3.0297,4.613,4.4699,7.0573,7.1578,7.2912,15.7379,75.4227,水层
1236.5625,95.8318,9.4752,25.8764,2.3975,89.6764,4.487,5.2686,5.3886,2.9888,4.578,4.3869,7.1763,7.2645,7.552,16.3005,75.523,水层
1236.59375,95.6719,9.4301,25.8164,2.3911,90.7878,4.6395,5.4213,5.2741,2.9868,4.5602,4.2976,7.3381,7.4552,7.7358,16.6656,75.5853,水层
1236.625,95.592,9.4355,25.7805,2.3845,91.8982,4.7925,5.5484,5.1725,2.9849,4.5341,4.2493,7.393,7.6649,7.9387,16.5725,75.685,水层
1236.65625,95.432,9.4812,25.7566,2.3793,92.9285,4.9582,5.7265,5.0837,3.0085,4.5163,4.2405,7.4483,7.8806,8.1621,16.3279,75.7596,水层
1236.6875,95.292,9.5269,25.7569,2.3749,93.6382,5.0594,5.7513,4.9821,3.045,4.4987,4.2397,7.4485,8.1024,8.3918,15.9387,75.8089,水层
1236.71875,95.0921,9.5675,25.7571,2.3667,93.7049,4.9561,5.6735,4.9189,3.1321,4.4815,4.2547,7.3937,8.2996,8.612,15.5875,75.8581,水层
1236.75,94.9921,9.6082,25.7572,2.3625,93.2146,4.8526,5.5443,4.8173,3.1939,4.4641,4.3016,7.3665,8.4702,8.789,15.2724,75.8816,水层
1236.78125,94.7322,9.6387,25.7214,2.3563,92.3197,4.7748,5.4278,4.7668,3.218,4.455,4.365,7.2852,8.6125,9.0531,14.9358,75.9306,水层
1236.8125,94.6722,9.6693,25.7095,2.3525,91.588,4.6326,5.363,4.7035,3.2926,4.4542,4.3968,7.2585,8.8876,9.2908,14.7154,75.9542,水层
1236.84375,94.5522,9.6696,25.6496,2.3465,90.613,4.5291,5.4258,4.653,3.3672,4.4618,4.4535,7.2319,9.0536,9.4468,14.6062,75.9904,水层
1236.875,94.3523,9.67,25.5776,2.3435,89.8002,4.605,5.4889,4.6154,3.429,4.5023,4.519,7.2187,9.3429,9.517,14.7683,76.0268,水层
1236.90625,94.1523,9.6803,25.5417,2.3399,89.2288,4.7321,5.5649,4.77,3.5036,4.5436,4.5689,7.2189,9.5174,9.7309,15.2681,76.063,水层
1236.9375,94.0123,9.7412,25.4698,2.3353,88.5753,4.8718,5.6536,4.9117,3.5658,4.585,4.6448,7.3953,9.7131,9.8213,15.9609,76.0865,水层
1236.96875,93.8523,9.8021,25.4219,2.3325,87.6804,4.948,5.7423,5.0535,3.6278,4.6184,4.7046,7.6042,9.8945,9.9679,16.8401,76.0968,水层
1237.0,93.6723,9.8376,25.3861,2.3293,87.2702,5.0879,5.8564,5.1824,3.6899,4.6518,4.739,7.8772,10.0607,10.098,17.5393,76.1079,水层
1237.03125,93.5324,9.8833,25.3622,2.3265,87.0183,5.1378,5.9577,5.3627,3.7389,4.6856,4.7733,8.1147,10.2298,10.1732,18.4713,76.1312,水层
1237.0625,93.4125,9.9392,25.3503,2.3233,87.0059,5.1372,6.0339,5.4401,3.8262,4.7459,4.8169,8.313,10.3632,10.2679,19.1672,76.1291,水层
1237.09375,93.3127,9.9596,25.3505,2.3213,87.0755,5.0976,6.1224,5.569,3.8501,4.8071,4.8339,8.5478,10.5179,10.3444,20.0738,76.1526,水层
1237.125,93.2728,10.0002,25.3747,2.3185,87.2224,5.058,6.1984,5.6211,3.848,4.8688,4.851,8.6919,10.6356,10.4215,20.9459,76.1882,水层
1237.15625,93.1929,10.0358,25.4231,2.3175,87.5324,5.0317,6.2997,5.6732,3.8204,4.9044,4.868,8.8714,10.695,10.5381,21.5748,76.1991,水层
1237.1875,93.133,10.0715,25.5195,2.3173,87.6812,5.1074,6.3623,5.6997,3.7798,4.9765,4.8672,8.9876,10.7947,10.6166,22.3872,76.2229,水层
1237.21875,93.1332,10.0717,25.5919,2.3187,87.6688,5.1833,6.3619,5.7134,3.7522,5.0128,4.8664,9.1053,10.8752,10.6958,23.1447,76.2587,水层
1237.25,93.0733,10.062,25.6522,2.3195,87.7375,5.2716,6.412,5.7268,3.6863,5.0584,4.8656,9.1905,10.9157,10.7556,23.8392,76.2566,水层
1237.28125,93.0535,10.0371,25.6644,2.3209,87.726,5.2834,6.4365,5.7278,3.5943,5.1139,4.8465,9.242,10.9767,10.8156,23.4437,76.2548,水层
1237.3125,93.0537,9.9668,25.7369,2.3223,87.4751,5.2823,6.4356,5.7285,3.5281,5.1324,4.8457,9.3285,10.9973,10.8961,22.7579,76.2655,水层
1237.34375,93.0339,9.8613,25.737,2.3229,86.5793,5.269,6.4731,5.7037,3.4751,5.1984,4.8447,9.3634,11.0384,10.9774,22.4225,76.2629,水层
1237.375,93.0341,9.7859,25.6771,2.3187,86.0088,5.2038,6.4847,5.6662,3.4346,5.2362,4.8619,9.3985,11.1001,11.0797,21.969,76.2611,水层
1237.40625,93.0343,9.6904,25.6051,2.3157,85.2761,5.1517,6.4839,5.6284,3.4323,5.2645,4.8701,9.4337,11.2242,11.1621,21.9272,76.2457,水层
1237.4375,93.0345,9.5999,25.5332,2.3111,84.3822,5.0865,6.4827,5.5652,3.4942,5.3125,4.8964,9.5042,11.3497,11.2662,22.7107,76.2434,水层
1237.46875,93.0747,9.5195,25.4612,2.3039,83.6495,5.0471,6.4816,5.5276,3.5305,5.3215,4.9411,9.5576,11.5191,11.35,23.6097,76.2415,水层
1237.5,93.115,9.4896,25.3653,2.2987,82.9169,5.0718,6.4808,5.49,3.5928,5.3502,4.9861,9.6828,11.6694,11.5408,24.7728,76.2396,水层
1237.53125,93.1552,9.4848,25.3173,2.2895,82.1031,5.1731,6.4798,5.478,3.6418,5.3691,5.0131,9.7733,11.8875,11.6482,26.138,76.2505,水层
1237.5625,93.1954,9.4852,25.2693,2.2842,81.4506,5.2491,6.5683,5.5173,3.7166,5.3681,5.0122,9.9197,12.0425,11.9098,27.6805,76.3122,水层
1237.59375,93.2356,9.4905,25.1853,2.2776,81.2779,5.3249,6.6825,5.5693,3.7787,5.3571,5.0206,10.0683,12.313,12.1997,28.8827,76.3487,水层
1237.625,93.2759,9.4908,25.1014,2.271,81.1863,5.4136,6.797,5.6854,3.8533,5.3068,4.9733,10.2571,12.5431,12.2455,29.8048,76.3976,水层
1237.65625,93.3361,9.4609,25.0294,2.2654,81.1738,5.4638,6.9237,5.8271,3.8509,5.2083,4.8901,10.4301,12.6831,12.2909,31.042,76.4591,水层
1237.6875,93.3764,9.3755,24.9815,2.2592,81.3226,5.4885,7.0127,5.9432,3.7852,5.1402,4.7815,10.6257,12.944,12.4743,31.0978,76.5209,水层
1237.71875,93.4567,9.3001,24.8975,2.2552,81.4705,5.5131,7.114,5.9953,3.6934,5.0636,4.6841,10.7648,13.2347,12.778,30.4125,76.5575,水层
