,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1160.304,22.40892983,0.613487626,0.746144772,1.429500818,1.939469576,86.14323425,0.416496336,51.03046799,146.2769318,58.67955017,0,65000
1,1160.456,22.33903313,0.613487916,0.795486391,1.451058388,1.912750363,88.2275238,0.416496323,52.84241104,145.5127258,56.78517151,0,65000
2,1160.608,22.09015656,0.61348813,0.86037916,1.439314485,1.915175915,90.0644989,0.416496356,50.87939072,146.8156738,55.24621964,0,65000
3,1160.76,21.56976891,0.613488291,0.92257601,1.514912009,1.954071999,91.30429077,0.416496331,46.74096298,147.7769013,53.46102905,0,65000
4,1160.912,20.92310333,0.613488346,0.933391988,1.626291156,1.998360038,89.67736054,0.416496349,41.95344925,146.8188019,51.54371643,0,65000
5,1161.064,20.88321114,0.613488181,0.883318424,1.724428892,2.012868881,86.72468567,0.416496281,35.08519745,144.4700623,50.26423645,0,65000
6,1161.216,22.07088661,0.613488109,0.854186416,1.599725604,1.982916832,85.1902771,0.416496276,30.49800873,142.5800934,49.63490677,0,65000
7,1161.368,21.68716049,0.613488318,0.791232824,1.384690404,1.896208048,86.76835632,0.416496433,31.15486908,159.1952515,48.51367188,0,65000
8,1161.52,19.43170929,0.613488634,0.738171995,1.381139994,1.816787958,89.73499298,0.41649651,34.23136139,164.7790375,46.77737045,0,65000
9,1161.672,18.10613442,0.613488885,0.693971992,1.430380821,1.790511251,92.08048248,0.416496525,36.82430267,165.4483185,45.33438873,0,65000
10,1161.824,18.7375946,0.613488975,0.635754407,1.244395137,1.815155983,93.74556732,0.416496503,36.40377426,163.7020264,44.80821991,0,65000
11,1161.976,20.8839016,0.613489047,0.598105609,1.146013618,1.828983188,94.04039764,0.416496487,36.23111725,160.3978272,44.25346756,0,65000
12,1162.128,23.38735962,0.61348921,0.573967159,1.194852829,1.806827188,94.92649841,0.416496477,35.16733933,157.6897736,43.45676041,0,65000
13,1162.28,25.42444801,0.613489332,0.561980009,1.202048063,1.785560012,94.88660431,0.416496462,32.19258118,155.4099426,42.50947571,0,65000
14,1162.432,26.49001312,0.613489269,0.553224802,1.140959144,1.783295155,94.67472839,0.416496396,29.30576706,154.10289,41.68418884,0,65000
15,1162.584,26.31888008,0.613489367,0.557272792,1.177554488,1.808997631,95.67261505,0.416496369,28.87914467,152.1787872,41.57510376,0,65000
16,1162.736,26.43889999,0.613489414,0.5523296,1.197198391,1.845562339,96.38179016,0.416496371,29.42419052,150.6110382,41.51652145,0,65000
17,1162.888,26.74231339,0.613489462,0.534734368,1.204632878,1.859503269,95.94033051,0.416496434,30.9094162,153.3669739,40.78041458,0,65000
18,1163.04,26.74173927,0.613489522,0.535143971,1.266763926,1.851292014,93.51982117,0.416496436,33.29557419,154.3038483,40.09614563,0,65000
19,1163.192,26.73852921,0.613489444,0.543107987,1.298463225,1.852603197,92.21407318,0.416496381,35.86193848,154.2211304,40.09334183,0,65000
20,1163.344,26.74197388,0.613489571,0.539527178,1.390813589,1.874795198,93.65292358,0.416496428,36.97109985,156.2913208,39.95988846,0,65000
21,1163.496,26.74130631,0.613489662,0.531184793,1.421169519,1.890273571,94.92421722,0.416496471,36.7237587,158.8438568,39.2241478,0,65000
22,1163.648,26.73688126,0.613489771,0.510929644,1.360001564,1.891557574,95.5200119,0.416496476,35.88534927,159.0556183,38.53572464,0,65000
23,1163.8,26.74204063,0.613489672,0.496959984,1.327039957,1.896819949,94.61804199,0.416496454,35.17996216,156.5744324,38.37712479,0,65000
24,1163.952,26.74006844,0.613489806,0.492451191,1.337112069,1.907250404,94.2616272,0.416496418,36.7484169,155.1161957,38.1605835,0,65000
25,1164.104,26.73627281,0.613489867,0.492380798,1.304772854,1.91031599,95.06880188,0.416496438,41.00105667,154.9769898,37.8827095,0,65000
26,1164.256,26.75479317,0.613490013,0.502283156,1.260869503,1.903123975,95.17673492,0.416496431,46.27145004,154.9914398,37.65630722,0,65000
27,1164.408,26.75350571,0.613490058,0.505048811,1.283274412,1.88792479,94.75379181,0.416496426,49.41783142,155.5616455,37.31431961,0,65000
28,1164.56,26.74179459,0.613489979,0.496811986,1.311524034,1.868712068,93.58583069,0.416496442,49.37807083,155.7517548,37.14683533,0,65000
29,1164.712,26.74039269,0.613490111,0.492393583,1.295207977,1.845031977,95.63983154,0.416496451,50.82260895,156.3677826,37.42734146,0,65000
30,1164.864,26.74617004,0.613490288,0.484763205,1.274171233,1.832233548,98.28599548,0.416496458,53.01155853,155.7684479,37.4950676,0,65000
31,1165.016,26.75007248,0.6134904,0.483842403,1.265064836,1.811274409,99.16205597,0.416496442,54.56121445,154.5523377,36.99250412,0,65000
32,1165.168,26.74295044,0.6134904,0.491032809,1.289404035,1.762988806,97.9285965,0.416496414,53.89214706,154.2762604,36.32265854,0,65000
33,1165.32,26.74052811,0.613490221,0.494428009,1.314851999,1.732535958,96.60916901,0.416496424,47.6483078,154.3154297,36.3881073,0,65000
34,1165.472,26.74618149,0.613490075,0.497857601,1.347319126,1.771431208,95.92358398,0.41649642,42.19513702,154.0142059,36.54525757,0,65000
35,1165.624,26.75593948,0.613490022,0.500587165,1.341495276,1.846090436,94.66161346,0.416496447,38.47106552,154.4762878,36.30155563,0,65000
36,1165.776,26.74972916,0.613489944,0.492612004,1.28073442,1.900796771,94.57791138,0.416496401,35.17845535,152.2866364,35.97065353,0,65000
37,1165.928,26.74294663,0.613489952,0.482670397,1.248903155,1.91427207,95.18733215,0.416496397,31.40174103,151.391571,35.62398148,0,65000
38,1166.08,26.74273682,0.613489964,0.482152015,1.273972035,1.891456008,95.20690155,0.416496407,28.13575554,151.5427399,35.1516304,0,65000
39,1166.232,26.7514286,0.613489872,0.483912826,1.275320768,1.855677605,93.40009308,0.416496401,26.91008568,152.4233704,35.16098785,0,65000
40,1166.384,26.75584412,0.613489776,0.482527196,1.265089512,1.843633652,92.22065735,0.416496376,27.7377758,152.4597473,35.55511856,0,65000
41,1166.536,26.74557877,0.613489848,0.481135219,1.253924727,1.874142408,93.15185547,0.416496428,28.81485176,152.6934509,35.64518356,0,65000
42,1166.688,26.74220657,0.613489895,0.481335193,1.250135183,1.904933572,94.45121002,0.416496426,28.70519257,152.5224152,34.97729111,0,65000
43,1166.84,26.74707985,0.613489992,0.482235998,1.264660001,1.876340032,94.4619751,0.416496444,28.26363182,153.7198029,34.33348846,0,65000
44,1166.992,26.75530624,0.613489877,0.489196807,1.282018423,1.808750391,93.38447571,0.416496384,26.18931961,150.6403961,34.44449616,0,65000
45,1167.144,26.74941063,0.613489754,0.49321121,1.304353595,1.752969623,92.17221832,0.416496379,23.88661766,150.5257721,34.78250504,0,65000
46,1167.296,26.74040031,0.613489763,0.490091205,1.300823927,1.732593656,91.13889313,0.416496339,24.1727047,148.3992157,34.45236969,0,65000
47,1167.448,26.74085236,0.613489941,0.482594401,1.269578457,1.747732043,92.31877136,0.416496369,29.45292854,147.6296234,33.84397125,0,65000
48,1167.6,26.74584007,0.613490196,0.475499988,1.250100017,1.778259993,93.63361359,0.41649635,37.07946014,148.1374359,33.87225342,0,65000
49,1167.752,26.73766518,0.613490265,0.472787201,1.243034363,1.807844877,95.1397171,0.416496372,40.3849411,149.0603333,33.99911118,0,65000
50,1167.904,26.73803139,0.613490235,0.471860796,1.221758366,1.82234323,95.8976059,0.416496348,38.99456406,148.9213715,33.89879608,0,65000
51,1168.056,26.74640083,0.613490275,0.475745589,1.215748787,1.808179975,96.2013855,0.416496368,36.44588852,148.6035309,33.72440338,0,65000
52,1168.208,26.74819374,0.613490131,0.48156479,1.215684772,1.771884799,94.94680023,0.416496398,32.76789475,150.7988739,33.69039154,0,65000
53,1168.36,26.75244331,0.613490069,0.481712014,1.196175933,1.732159972,94.05987549,0.416496402,30.18414307,152.2565613,33.79809189,0,65000
54,1168.512,26.74519348,0.61349005,0.484170407,1.192437649,1.700371146,94.37256622,0.41649641,29.10717392,151.3319855,33.95229721,0,65000
55,1168.664,26.73521233,0.613490155,0.491314381,1.202335954,1.689923167,95.87414551,0.416496384,29.45290566,152.0966644,33.72568131,0,65000
56,1168.816,26.75020218,0.613490224,0.490911186,1.19367516,1.686222315,95.3121872,0.416496415,33.00248337,153.7885132,33.03998566,0,65000
57,1168.968,26.7481575,0.613490248,0.478504002,1.151550412,1.662992835,93.32089233,0.41649643,38.60279083,155.911377,32.97190857,0,65000
58,1169.12,26.74464417,0.613490171,0.473224014,1.122359991,1.639811993,92.1883316,0.416496464,40.67943573,158.5706177,33.37791443,0,65000
59,1169.272,26.74751091,0.613490089,0.47595039,1.111364842,1.65074718,93.10118103,0.416496449,32.4433403,157.6447754,33.34794235,0,65000
60,1169.424,26.73966026,0.613490139,0.486632794,1.132681608,1.698608756,95.55856323,0.416496406,22.98200035,154.8827515,32.76322556,0,65000
61,1169.576,26.74142456,0.613490165,0.511986375,1.197008014,1.7440871,96.25855255,0.416496393,20.29311943,151.877594,32.12278748,0,65000
62,1169.728,26.74563408,0.613490146,0.530834377,1.227959156,1.770290494,95.16456604,0.416496388,21.68560028,150.4176331,32.16678619,0,65000
63,1169.88,26.74930763,0.613490119,0.533239961,1.21408391,1.771964073,94.13912964,0.416496373,23.8861351,150.845871,32.57595062,0,65000
64,1170.032,26.74123192,0.613490151,0.529803157,1.177776814,1.758895159,95.24428558,0.416496427,25.12509346,151.8119202,32.76557541,0,65000
65,1170.184,26.74807358,0.613490286,0.527162433,1.155386329,1.768778443,98.23448181,0.416496425,25.56399536,152.8647614,32.49826813,0,65000
66,1170.336,26.12669563,0.613490332,0.535516024,1.166391134,1.798319221,98.14480591,0.416496456,24.68091393,153.2894898,31.97551346,0,65000
67,1170.488,24.04950142,0.613490204,0.548457623,1.189401507,1.823485613,95.64092255,0.416496432,24.64801216,152.8014374,31.72083473,0,65000
68,1170.64,22.07600784,0.613490078,0.575056016,1.242748022,1.823708057,93.01425171,0.416496392,25.36223984,153.2435608,31.8561573,0,65000
69,1170.792,22.14854431,0.613490076,0.605892777,1.283184767,1.798954368,92.36068726,0.4164964,28.68532181,152.5091858,31.91485596,0,65000
70,1170.944,22.31390572,0.613490176,0.616595209,1.268947244,1.785943985,93.86869812,0.416496414,29.16684723,152.5231171,31.90268898,0,65000
71,1171.096,22.31111717,0.613490212,0.625299215,1.263667107,1.787595153,95.84463501,0.416496405,25.61561585,152.5279388,31.72337914,0,65000
72,1171.248,22.1666851,0.613490239,0.631229579,1.250201583,1.795289636,95.85385895,0.416496398,22.76173973,151.5990753,31.16988945,0,65000
73,1171.4,21.90628052,0.613490162,0.637880027,1.240819931,1.795439959,93.68631744,0.416496404,22.39371872,150.5427399,30.75404739,0,65000
74,1171.552,21.44929886,0.613490133,0.651835203,1.254474402,1.782054424,92.92908478,0.416496388,24.10754395,149.3553619,31.07139397,0,65000
75,1171.704,21.1824131,0.613490227,0.662240028,1.258665562,1.775356054,95.49721527,0.41649638,26.19603539,148.5374603,31.60680389,0,65000
76,1171.856,20.65781975,0.613490299,0.671529591,1.274791956,1.769120812,98.73746491,0.416496393,25.80280304,148.8594971,31.71210098,0,65000
77,1172.008,20.04785538,0.613490385,0.679163992,1.284043193,1.76282084,99.08563232,0.416496414,23.52471542,150.2294006,31.0801506,0,65000
78,1172.16,20.39373589,0.613490437,0.677020013,1.25731194,1.759920001,98.26966095,0.41649645,22.61659622,152.1913452,30.26917267,0,65000
79,1172.312,21.18467903,0.613490348,0.671827972,1.2399472,1.762374401,97.09375763,0.416496473,24.17446709,154.0203705,30.236269,0,65000
80,1172.464,21.44579315,0.613490337,0.671751976,1.227484107,1.767379999,96.49041748,0.416496414,27.32198715,154.5319367,30.74724579,0,65000
81,1172.616,21.07608032,0.613490379,0.667352021,1.207637668,1.767914414,96.67703247,0.416496456,29.43602753,154.5831757,30.96270371,0,65000
82,1172.768,20.33328056,0.613490556,0.679315209,1.220904827,1.776556015,97.62115479,0.416496434,30.26253319,154.598877,30.15711784,0,65000
83,1172.92,19.35095978,0.613490643,0.707591951,1.265023947,1.810959935,98.901474,0.416496437,28.37477112,154.4421539,29.00439262,0,65000
84,1173.072,17.92503929,0.613490524,0.730523169,1.297222376,1.849769592,97.78010559,0.416496463,26.61492539,154.0716705,29.04696083,0,65000
85,1173.224,17.82783699,0.61349039,0.756407201,1.335164785,1.84412241,95.89509583,0.416496445,26.42503166,154.4523315,29.53219605,0,65000
86,1173.376,18.17971802,0.613490435,0.773675978,1.354248881,1.798792839,94.86460877,0.416496451,27.5027256,155.668396,29.3443737,0,65000
87,1173.528,18.27285957,0.613490513,0.768392801,1.331759214,1.771083951,96.28178406,0.416496479,26.6429081,156.3073273,28.73718071,0,65000
88,1173.68,18.09148026,0.613490511,0.75701201,1.309296012,1.775759935,95.37106323,0.416496451,24.93450928,156.6911163,28.34326935,0,65000
89,1173.832,18.00949669,0.613490489,0.752437592,1.291558385,1.8021456,95.1168747,0.416496441,22.75190163,156.4365234,28.07673645,0,65000
90,1173.984,18.04104614,0.613490383,0.75587517,1.289471984,1.807327986,94.55435181,0.416496454,19.43479157,155.7623749,28.01467705,0,65000
91,1174.136,17.99909592,0.613490382,0.763495207,1.294499159,1.788028717,96.53442383,0.416496452,14.77263355,154.3327484,28.14027214,0,65000
92,1174.288,17.78237343,0.61349039,0.774074376,1.302767992,1.762431979,97.98556519,0.41649644,11.61638451,152.8647308,27.96107674,0,65000
93,1174.44,17.59078026,0.613490454,0.786947966,1.318603993,1.751223922,98.68543243,0.416496428,10.47851658,151.8813171,27.28060913,0,65000
94,1174.592,17.62034988,0.613490484,0.796042383,1.326421619,1.761073589,97.88121033,0.416496415,10.38271809,149.5773468,26.80256271,0,65000
95,1174.744,17.68410683,0.61349048,0.801788807,1.334563971,1.782488108,97.60180664,0.416496384,10.86915875,147.3215332,26.58963776,0,65000
96,1174.896,17.79141045,0.613490594,0.807052016,1.339823127,1.805183172,99.87096405,0.416496393,11.89421368,147.114563,26.66142464,0,65000
97,1175.048,17.90914536,0.613490745,0.804997623,1.321096778,1.81672883,101.6443253,0.416496405,12.90093422,147.5403137,26.74798393,0,65000
98,1175.2,18.02241898,0.613490682,0.800899983,1.302579999,1.819900036,100.3561783,0.416496401,13.34517956,147.7265167,26.56573105,0,65000
99,1175.352,18.10706329,0.613490554,0.804556012,1.308151245,1.818496823,96.30853272,0.416496399,14.12987423,148.1641235,26.06392288,0,65000
100,1175.504,18.27273178,0.613490561,0.809313595,1.310455203,1.816707254,94.38386536,0.416496386,15.88362694,148.7019043,25.72988319,0,65000
101,1175.656,18.44190598,0.613490745,0.824900806,1.333004832,1.828876734,98.45438385,0.416496391,17.09197998,149.1967011,26.05217552,0,65000
102,1175.808,18.25167084,0.613490817,0.851983964,1.382070422,1.84024477,102.018013,0.416496411,14.60850239,149.2903442,25.99027062,0,65000
103,1175.96,17.98730087,0.613490893,0.865911961,1.402364016,1.843231916,103.24366,0.416496448,12.09908009,148.3658752,25.31211662,0,65000
104,1176.112,17.90403557,0.613490841,0.869502425,1.4072088,1.842931271,100.1564484,0.416496419,10.81543827,147.6450348,24.63346863,0,65000
105,1176.264,17.93445396,0.61349083,0.872195959,1.409439921,1.844876766,99.68740082,0.41649641,10.8877306,147.6689453,24.53347015,0,65000
106,1176.416,17.96391678,0.613490909,0.867806375,1.393703222,1.841735125,101.8613052,0.416496411,11.24543476,148.0104523,24.57446861,0,65000
107,1176.568,17.98959923,0.613491,0.870155215,1.391287208,1.833872795,104.1534653,0.41649644,11.73940849,149.0261383,24.47484398,0,65000
108,1176.72,17.99917603,0.613491063,0.870216012,1.385951996,1.826591968,104.0585556,0.416496444,11.6574955,150.9865875,24.40776444,0,65000
109,1176.872,17.99522781,0.613490912,0.858761609,1.375820756,1.81807518,101.3782883,0.416496472,11.7719059,152.4518738,24.21947098,0,65000
110,1177.024,17.96060753,0.61349099,0.848310411,1.353664041,1.806047916,101.6365738,0.416496448,12.76813316,152.5469818,24.14091492,0,65000
111,1177.176,17.89141083,0.613491102,0.835202396,1.326981545,1.798752069,103.3210373,0.416496438,15.19617939,152.1064758,24.18444252,0,65000
112,1177.328,17.82203484,0.613491133,0.827935219,1.311738372,1.799567938,103.5317841,0.416496435,18.01052094,151.8390198,24.12223816,0,65000
113,1177.48,17.82586861,0.613491169,0.847532034,1.34088409,1.819167972,104.0195618,0.416496455,18.42848015,151.5928955,23.95372582,0,65000
114,1177.632,17.96087647,0.613491199,0.891430378,1.420165658,1.849547267,104.7591858,0.416496442,14.89065647,150.4454041,23.61387253,0,65000
115,1177.784,18.17630959,0.613491341,0.948067188,1.526938319,1.8683424,108.4482651,0.416496476,10.2078619,150.0354004,22.74337006,0,65000
