Depth,CAL,CGR,DRHO,DT,GR,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PEF,POTA,RHOB,SFLU,SGR,SP,THOR,TT1,TT2,TT3,TT4,URAN,result
999.40625,8.3506,36.0739,-0.0077,96.8377,65.0255,9.6316,9.1522,10.8116,10.8316,1.2127,7.1,48.6161,0.3106,2.1457,0.0165,2.2072,11.6841,57.9792,-70.4161,2.7569,657.4574,451.2758,655.0121,450.8736,3.0124,水层
999.4375,8.3506,36.1359,-0.0068,97.5392,65.3749,9.5602,9.1175,10.6145,10.6337,1.2133,7.1907,48.6615,0.3113,2.1242,0.0174,2.2018,11.9627,59.0371,-70.5761,2.5034,657.4574,452.1229,656.2762,452.5294,3.1456,水层
999.46875,8.3505,38.3246,-0.006,98.4007,65.784,9.4719,9.0662,10.3262,10.4594,1.2133,7.256,48.6615,0.3121,2.1038,0.0194,2.1966,12.27,60.5272,-70.8163,2.3298,658.7133,452.5594,657.1135,453.7615,3.0927,水层
999.5,8.3465,40.5133,-0.0052,99.2625,66.1344,9.3845,8.9985,10.1756,10.2314,1.2139,7.2955,48.6615,0.313,2.0835,0.0214,2.1914,12.4478,60.6431,-70.8965,2.2095,660.3462,455.0365,658.3735,455.413,3.0398,水层
999.53125,8.3424,38.8361,-0.0054,99.7433,66.3673,9.2808,8.9485,9.9537,9.9538,1.2139,7.443,48.6656,0.3144,2.08,0.0201,2.189,11.9568,59.52,-71.0957,2.1342,661.1917,455.4601,659.6376,457.8558,3.0188,水层
999.5625,8.3384,37.159,-0.0051,100.525,66.6583,9.1616,8.8822,9.6837,9.6483,1.2139,7.677,48.6706,0.3159,2.0766,0.0189,2.1866,11.5482,58.7541,-71.4541,2.0455,662.4599,458.7243,660.454,459.0965,2.9977,水层
999.59375,8.3383,36.7014,-0.0042,101.2664,67.0678,8.9773,8.8163,9.4207,9.3524,1.2145,8.1678,48.6706,0.3171,2.0843,0.0191,2.1846,11.1534,57.6124,-71.6535,1.9366,663.2805,459.1478,661.6891,460.3457,2.9048,水层
999.625,8.3383,37.057,-0.0029,101.8877,67.3,8.9277,8.7186,9.1651,8.983,1.2145,8.69,48.6706,0.3183,2.0995,0.0202,2.1826,10.7718,56.859,-71.8933,1.8291,664.5487,460.3884,663.7447,462.4162,2.7638,水层
999.65625,8.3461,37.5374,-0.0016,102.6492,67.4727,8.8619,8.6702,8.9162,8.7074,1.2152,9.2121,48.6747,0.3191,2.1196,0.0211,2.1814,10.4416,56.3211,-72.0531,1.7785,665.7754,462.4461,665.3817,463.2376,2.6326,水层
999.6875,8.35,38.5177,-5.0E-4,103.4707,66.8188,8.764,8.59,8.8022,8.5958,1.2152,9.5713,48.6783,0.32,2.1594,0.0211,2.1801,10.1399,56.6445,-72.1749,1.9544,667.8185,464.0846,667.0228,464.8846,2.5405,水层
999.71875,8.3499,39.4979,1.0E-4,104.092,65.8096,8.667,8.5262,8.6733,8.5945,1.2152,9.6759,48.6783,0.3203,2.1993,0.0212,2.1787,9.8289,56.9679,-72.2154,2.1234,670.2512,466.1294,669.4637,466.9337,2.4485,水层
999.75,8.3499,39.7014,3.0E-4,104.8337,64.6823,8.6188,8.4631,8.5935,8.6084,1.2157,9.1764,48.681,0.3206,2.1768,0.0207,2.1773,9.5102,57.2756,-72.2592,2.2877,672.6962,469.3806,672.7128,468.1571,2.4631,水层
999.78125,8.3498,39.7106,-9.0E-4,105.3954,63.3172,8.5389,8.4002,8.6079,8.639,1.2157,8.8631,48.6838,0.3207,2.1388,0.0201,2.1756,9.168,57.6136,-72.2603,2.3706,675.1288,470.6125,673.9312,470.2104,2.5044,水层
999.8125,8.3498,39.9161,-0.0023,105.917,62.6643,8.4756,8.2768,8.669,8.6216,1.2157,8.4053,48.6856,0.3209,2.098,0.02,2.174,9.0505,57.5539,-72.3436,2.389,677.9716,472.2466,678.7921,473.4828,2.4934,水层
999.84375,8.3497,40.4157,-0.0039,106.4192,61.5964,8.428,8.2307,8.6841,8.621,1.2163,8.3287,48.6874,0.3211,2.0531,0.0208,2.1716,9.0492,58.0234,-72.3447,2.3107,681.2122,474.2998,680.0062,474.7147,2.4041,水层
999.875,8.3496,40.9154,-0.0045,106.7208,60.7058,8.3653,8.1546,8.7465,8.6199,1.2163,8.0587,48.7296,0.3213,2.0083,0.0216,2.1693,9.1136,58.3755,-72.3886,2.2576,684.465,475.9381,684.4774,475.9381,2.3147,水层
999.90625,8.3496,38.7695,-0.0046,107.0432,59.6963,8.3186,8.1238,8.7931,8.634,1.2167,7.9271,48.7314,0.322,2.0176,0.02,2.1662,9.1288,58.7273,-72.3895,2.2224,683.7355,476.7807,685.6874,478.4061,2.7207,水层
999.9375,8.3495,36.6235,-0.0035,107.165,59.397,8.2419,8.0634,8.7763,8.633,1.2167,7.7406,48.7337,0.3226,2.0269,0.0183,2.1632,9.1607,59.0202,-72.5117,2.2341,683.7396,477.2766,687.7509,479.2274,3.1267,水层
999.96875,8.3494,35.3433,-0.0027,107.3268,59.5114,8.1807,8.0476,8.775,8.6472,1.2172,7.6141,48.7365,0.3236,2.0028,0.0175,2.1596,9.1593,59.1426,-72.5535,2.2254,686.1803,477.315,690.1998,480.4635,3.3356,水层
1000.0,8.3533,34.6401,-0.002,107.389,60.1562,8.1348,8.0317,8.8057,8.6467,1.2172,7.4213,48.7392,0.3246,1.9565,0.0172,2.1561,9.1907,58.9923,-72.556,2.2031,687.817,477.747,690.2039,481.7124,3.413,水层
1000.03125,8.3611,34.2338,-0.0021,107.3317,60.8602,8.1035,8.0591,8.8204,8.6605,1.2178,7.489,48.7433,0.3262,1.9282,0.017,2.1524,9.2233,58.7565,-72.5188,2.2638,689.4619,478.179,689.8597,483.774,3.4369,水层
1000.0625,8.3611,35.0143,-0.0023,107.2944,61.3301,8.0878,8.0726,8.8352,8.66,1.2178,7.7244,48.7433,0.3277,1.9719,0.0172,2.1488,9.2718,58.1789,-72.5217,2.3634,693.1289,478.6535,690.3154,484.2101,3.2466,水层
1000.09375,8.361,35.7949,-0.0028,107.2561,61.9756,8.0715,8.071,8.8661,8.6898,1.2178,7.8949,48.7478,0.3286,2.0155,0.0175,2.1459,9.3046,57.6013,-72.5242,2.5213,693.5515,479.4918,690.7833,484.6761,3.0562,水层
1000.125,8.3649,36.7027,-0.0035,107.2584,62.6215,8.0558,8.0851,8.8492,8.6892,1.2183,8.084,48.7478,0.3296,2.0383,0.0178,2.143,9.3537,56.9125,-72.6063,2.7218,694.7903,479.9366,690.8163,484.7358,2.867,水层
1000.15625,8.3648,37.6423,-0.0042,107.261,63.2677,8.0543,8.1124,8.8803,8.7031,1.2183,8.338,48.7537,0.3297,2.0559,0.0181,2.1413,9.4036,56.1959,-72.4519,2.9196,695.2458,480.7833,691.6697,484.7657,2.6781,水层
1000.1875,8.3687,37.7063,-0.005,107.263,63.9726,8.068,8.1121,8.8791,8.7025,1.2151,8.4448,48.7537,0.3299,2.0683,0.0178,2.1396,9.5051,55.89,-72.3749,3.0633,695.6849,482.0791,692.1295,483.6745,2.6349,水层
1000.21875,8.3686,36.4567,-0.0058,107.3667,64.8545,8.1102,8.0958,8.8779,8.7169,1.2151,8.6154,48.7537,0.3284,2.0727,0.0165,2.1422,9.5389,56.2002,-72.2598,3.1625,696.1321,482.0791,692.5602,483.6745,2.8103,水层
1000.25,8.3725,35.2072,-0.0067,107.4484,64.0223,8.1241,8.0652,8.8924,8.7161,1.2151,8.6778,48.7991,0.327,2.0772,0.0153,2.1448,9.5901,56.5104,-72.2634,3.2319,696.9937,483.764,692.6304,483.3662,2.9858,水层
1000.28125,8.3725,35.5042,-0.0044,107.6107,62.5401,8.1224,8.0493,8.8755,8.7305,1.2151,8.5202,48.7991,0.3248,2.0644,0.0142,2.1498,9.6412,56.3098,-72.3444,3.6244,697.4575,484.6065,693.4631,483.0154,2.9152,水层
1000.3125,8.3724,35.8013,-0.0022,107.7721,61.3541,8.1217,8.0481,8.8735,8.7296,1.2157,8.3349,48.8046,0.3227,2.0516,0.0131,2.1547,9.6569,56.1093,-72.4259,3.8676,697.4781,485.0512,693.9186,483.1176,2.8446,水层
1000.34375,8.3723,36.34,0.0,107.954,60.5233,8.1347,8.0027,8.8242,8.7125,1.2157,8.2135,48.8046,0.3193,2.0321,0.0137,2.1649,9.6725,56.0444,-72.5076,3.8868,698.7539,485.9362,694.3494,483.1176,2.7602,水层
1000.375,8.3723,37.0398,0.0021,108.2165,59.5149,8.134,7.9866,8.807,8.6955,1.2124,8.1982,48.8105,0.3158,2.0082,0.0154,2.175,9.6712,56.0701,-72.549,3.6204,699.1929,485.9362,696.4126,483.1731,2.6665,水层
1000.40625,8.3722,37.7848,0.0041,108.3983,58.8604,8.132,7.9709,8.7579,8.6308,1.2124,8.5961,48.8105,0.3126,1.9841,0.0171,2.1882,9.6524,56.1284,-72.7099,3.3084,700.0544,486.3766,697.2411,483.2285,2.5709,水层
1000.4375,8.3721,38.7102,0.0057,108.5601,58.4426,8.1312,7.9548,8.6769,8.6141,1.2124,8.9802,48.8105,0.3094,1.9596,0.0187,2.2013,9.5981,56.3175,-72.7124,3.0997,700.4687,487.2574,698.4963,482.8861,2.4677,水层
1000.46875,8.3721,39.6357,0.0067,108.6623,58.143,8.1148,7.9394,8.6125,8.5659,1.2124,9.3646,48.8164,0.3063,1.935,0.0203,2.2165,9.4924,56.5066,-72.8728,3.0015,701.3137,487.7276,699.3495,483.3905,2.3645,水层
1000.5,8.372,39.4527,0.0074,108.6649,58.4336,8.1139,7.9383,8.5332,8.502,1.213,9.7832,48.8164,0.3033,1.9561,0.0197,2.2317,9.3877,56.2662,-72.8751,2.977,701.7609,487.7276,699.7927,483.3905,2.3565,水层
1000.53125,8.3759,38.9926,0.0059,108.6477,59.8476,8.1125,7.8939,8.5012,8.4544,1.213,10.1647,48.8228,0.3015,1.9887,0.0186,2.2484,9.2501,55.9185,-72.9568,3.144,701.8309,488.1978,700.2646,483.8394,2.3722,水层
1000.5625,8.3758,38.1543,0.004,108.6296,61.262,8.0961,7.8781,8.4535,8.4073,1.2099,9.6576,48.8228,0.2998,2.0219,0.0173,2.265,9.1312,55.5212,-72.9991,3.3544,701.901,488.2318,700.2852,483.8863,2.4089,水层
1000.59375,8.3757,36.7487,0.0012,108.6315,62.6756,8.0951,7.8769,8.4367,8.3447,1.2099,8.9935,48.8228,0.2987,2.0562,0.0155,2.2809,9.014,55.0496,-73.1215,3.6301,701.9257,488.3,700.7325,484.7287,2.4771,水层
1002.0,8.3451,31.5136,9.0E-4,110.1743,62.7184,7.5403,7.4717,8.6663,7.9682,1.1919,14.4835,48.9323,0.2443,2.0409,0.0156,2.3697,8.2898,57.2795,-70.2503,1.9951,705.0038,489.0567,703.4463,490.6429,3.6112,水层
1002.03125,8.3608,33.234,9.0E-4,110.0574,63.01,7.5664,7.5116,8.7126,7.9966,1.1919,15.9821,48.9323,0.2372,2.0654,0.0165,2.3712,8.3798,57.445,-70.1343,2.2787,705.0574,488.3211,703.0652,490.3347,3.3932,水层
1002.0625,8.3647,35.2228,0.0011,110.0391,63.183,7.5927,7.5787,8.7113,8.0246,1.1927,17.16,48.9323,0.23,2.0903,0.0171,2.3726,8.5168,57.4792,-70.0193,2.6343,705.1274,487.5855,702.7211,489.9797,3.1498,水层
1002.09375,8.3804,37.6139,0.0016,110.0418,62.8838,7.6056,7.6056,8.6784,8.0381,1.1927,18.1574,48.9323,0.2238,2.1156,0.0174,2.3719,8.6093,57.3166,-69.7863,3.0977,705.1603,486.4737,701.5737,489.6332,2.8683,水层
1002.125,8.3962,40.0051,0.0018,110.1041,62.1693,7.6595,7.6601,8.614,8.0516,1.1927,22.8483,48.9428,0.2176,2.141,0.0176,2.3711,8.7342,57.1539,-69.6308,3.4882,704.804,485.7126,700.8362,489.2825,2.5867,水层
1002.15625,8.4159,39.3193,0.0019,110.1478,61.575,7.659,7.715,8.5346,8.0501,1.1927,22.7233,48.9428,0.2129,2.1343,0.0165,2.3671,8.7968,57.1683,-69.3182,3.8185,703.263,484.9472,700.4798,488.5768,2.6085,水层
1002.1875,8.4474,38.6336,0.0015,110.1482,61.039,7.7131,7.7986,8.5647,8.0496,1.1896,21.5111,48.9428,0.2081,2.1276,0.0154,2.363,8.876,57.1827,-69.0456,3.9816,701.7427,483.4464,700.1564,488.5768,2.6303,水层
1002.21875,8.4631,37.5703,0.001,110.0705,60.7982,7.7403,7.8686,8.5947,8.0632,1.1896,20.7764,48.9428,0.2068,2.1121,0.0147,2.3553,8.9394,56.7998,-68.8117,3.9228,700.1894,483.0701,699.8083,487.8583,2.6951,水层
1002.25,8.4749,36.2553,4.0E-4,110.0127,61.1489,7.7534,7.9105,8.6881,8.2704,1.1896,19.7034,48.9428,0.2054,2.0906,0.0143,2.3476,9.0035,56.1519,-68.5389,3.7161,698.6609,482.3304,699.4396,487.0972,2.7886,水层
1002.28125,8.4906,35.1255,4.0E-4,109.8555,61.4978,7.8084,7.9526,8.8306,8.4983,1.1896,19.3465,48.9532,0.2054,2.0752,0.0142,2.3386,9.0019,55.5558,-68.1869,3.351,698.3087,481.5949,698.6981,485.9684,2.8634,水层
1002.3125,8.4866,34.7362,7.0E-4,109.4781,61.5541,7.8219,7.9948,9.025,8.6069,1.1902,18.6857,48.9532,0.2054,2.0838,0.0154,2.3296,9.0002,55.1665,-67.4809,2.9675,697.563,480.8296,698.3582,486.0067,2.8634,水层
1002.34375,8.4747,34.347,0.0013,108.8613,61.431,7.8493,8.0083,9.2741,8.7962,1.1902,18.1466,48.9532,0.2074,2.0925,0.0165,2.3189,8.9991,54.7773,-66.381,2.5564,697.2191,480.4918,697.6125,485.2798,2.8634,水层
1002.375,8.4589,35.0971,0.0021,108.3242,60.9542,7.8478,7.9779,9.5647,8.9731,1.1902,17.6558,48.9532,0.2095,2.0994,0.0176,2.3082,9.047,55.4353,-65.2806,2.3559,697.2645,479.3716,697.2603,485.3523,2.8577,水层
1002.40625,8.4311,36.1321,0.003,107.8271,60.4771,7.9041,7.9619,9.7396,9.1205,1.1871,16.836,48.9532,0.2128,2.1059,0.0187,2.2984,9.0785,56.3552,-63.984,2.2607,696.5312,479.3972,696.1213,485.3864,2.8505,水层
1002.4375,8.4232,37.3371,0.0041,107.3898,59.9387,7.8742,7.9463,9.9355,9.2363,1.1871,16.2908,48.9628,0.2161,2.1268,0.0194,2.2887,9.1434,57.7257,-62.8445,2.3756,696.1666,478.2599,695.3798,485.4205,2.8755,水层
1002.46875,8.427,38.7974,0.0053,106.8327,59.8185,7.8157,7.8013,10.0253,9.2688,1.1871,16.0835,48.9628,0.2203,2.1695,0.0194,2.2797,9.378,59.772,-61.5472,2.6284,696.2244,477.127,694.2531,485.1295,2.9487,水层
1002.5,8.4388,40.2577,0.0066,106.2557,59.6378,7.7155,7.5347,9.919,9.0184,1.1871,15.421,48.9628,0.2244,2.2122,0.0193,2.2707,9.6016,61.8183,-60.0535,2.9731,695.4788,476.3959,693.0934,485.1295,3.0218,水层
1002.53125,8.4704,42.7239,0.0105,105.739,59.5742,7.384,7.2243,8.2783,7.3363,1.188,14.6245,48.9628,0.2292,2.376,0.0198,2.2637,9.8126,65.8325,-58.8744,3.4693,694.7291,476.4301,691.5569,484.8002,3.239,水层
1002.5625,8.5493,45.1902,0.0152,105.3218,60.2786,6.9266,6.914,7.3243,6.4554,1.188,14.465,48.9737,0.234,2.5399,0.0203,2.2568,10.0645,69.8466,-57.4198,4.0519,693.209,476.1008,689.2376,484.8343,3.4562,水层
1002.59375,8.6085,48.179,0.0209,105.0043,62.1063,6.4385,6.605,6.3627,5.6697,1.188,13.9197,48.9737,0.2382,2.7566,0.0205,2.2504,10.2664,74.3597,-55.9657,4.764,692.0535,475.3655,688.4714,484.505,3.6698,水层
1002.625,8.6953,51.5162,0.0265,104.7069,65.2333,5.9849,6.2753,5.5477,4.8097,1.188,13.6672,48.9737,0.2425,3.0087,0.0205,2.2439,10.1347,79.2054,-54.5897,5.6156,690.5087,475.0491,686.1439,484.1629,3.881,水层
1002.65625,8.7545,54.4795,0.0318,104.5695,69.0688,5.6449,5.9404,4.7581,4.3024,1.1849,13.4931,48.9737,0.2461,3.2025,0.0204,2.2382,9.4208,83.7273,-53.8048,6.4358,688.5788,475.0491,683.0173,483.7952,4.0992,水层
1002.6875,8.8137,55.9474,0.0357,104.6519,72.373,5.3828,5.5319,4.1032,3.8628,1.1849,13.3939,48.9869,0.2496,3.1639,0.0197,2.2325,8.3975,86.9536,-53.2962,7.5933,686.2596,474.7028,681.8702,482.2946,4.3456,水层
1002.71875,8.8847,57.4153,0.0377,104.8141,77.3303,5.1233,5.1986,3.6705,3.545,1.1849,13.3199,48.9869,0.2522,3.1252,0.0191,2.2279,7.2437,90.1799,-53.0624,7.2176,685.4935,474.7796,680.3255,481.9226,4.5921,水层
1002.75,8.9241,56.4694,0.0384,104.956,82.4075,4.9572,4.8945,3.3502,3.2655,1.1849,13.198,48.9869,0.2548,3.0029,0.0194,2.2234,5.992,91.8107,-52.9076,7.2258,683.5554,474.8266,678.3998,481.5848,4.9532,水层
1002.78125,8.9557,54.9201,0.0339,105.1182,88.4292,4.7876,4.5413,3.1835,3.0579,1.1818,13.0295,48.9869,0.2571,2.8597,0.0199,2.2193,4.9026,93.0426,-52.8315,6.7575,682.0314,474.4846,677.2652,481.247,5.343,水层
1002.8125,8.9833,53.4815,0.0286,105.2403,94.2149,4.6664,4.2834,3.0641,2.9431,1.1818,12.8399,48.9869,0.2593,2.7868,0.0201,2.2153,3.8257,94.1426,-52.7951,6.3434,680.8761,474.1255,676.1223,481.2769,5.7024,水层
1002.84375,9.0029,52.209,0.0223,105.1632,98.5824,4.5398,4.0399,2.9926,2.8171,1.1818,12.4467,48.9869,0.2615,2.8194,0.0199,2.2125,3.0181,95.0448,-52.7589,6.0104,679.7455,473.0098,675.3727,480.1483,6.016,水层
1002.875,9.0068,50.9365,0.0171,105.0251,101.5907,4.4328,3.9019,3.2206,2.9987,1.1826,12.1763,48.9996,0.2638,2.852,0.0197,2.2096,2.8054,95.9469,-52.8006,5.8585,678.9877,473.0312,674.6191,479.041,6.3297,水层
1002.90625,9.0107,49.4142,0.0127,104.7679,103.8317,4.2812,3.7685,3.3843,3.1628,1.1826,11.9337,48.9996,0.2655,2.8217,0.0184,2.2076,2.6703,96.5876,-52.8042,5.7892,678.2424,470.7229,673.4886,478.6734,6.6239,水层
1002.9375,9.0146,47.8919,0.0103,104.3505,105.8943,4.1804,3.6197,3.5958,3.3605,1.1826,11.6105,48.9996,0.2673,2.7914,0.0171,2.2055,2.5978,97.2283,-52.9242,5.8691,677.1243,469.5817,672.7474,478.7076,6.9182,水层
1002.96875,9.0145,46.8698,0.0082,103.5143,106.4224,4.0596,3.5087,3.8274,3.5055,1.1826,11.7375,48.9996,0.2689,2.7922,0.0162,2.204,2.5413,97.7573,-53.0845,5.9193,676.3665,468.8166,671.9855,477.6046,7.1321,水层
1003.0,9.0065,46.1811,0.0064,102.8371,106.7128,3.9422,3.4323,4.0666,3.7042,1.1794,12.173,48.9996,0.2704,2.8137,0.0158,2.2026,2.5178,98.2118,-53.2059,5.9495,676.0145,468.1156,667.6667,477.2413,7.2923,水层
1003.03125,9.0065,45.7355,0.0043,102.0407,107.0035,3.8282,3.4443,4.2655,3.8642,1.1794,12.5786,48.9996,0.2708,2.8346,0.0154,2.2028,2.6637,98.8382,-53.1296,6.0288,674.8717,468.1498,667.3397,476.1,7.4425,水层
1003.0625,8.9985,46.2629,0.0025,101.5031,107.117,3.7518,3.4626,4.4744,4.0165,1.1794,12.8093,49.0132,0.2712,2.853,0.0153,2.203,2.8387,100.1521,-53.0142,6.1411,674.528,468.1883,668.1721,475.352,7.5528,水层
1003.09375,8.9945,46.7902,9.0E-4,100.7465,107.1714,3.65,3.481,4.6421,4.1214,1.1794,12.9968,49.0132,0.2706,2.8713,0.0153,2.2038,3.0977,101.466,-52.9388,6.3029,673.3852,468.2738,669.4185,475.0057,7.663,水层
1003.125,8.9865,48.6161,4.0E-4,100.1296,107.1678,3.59,3.5057,4.7115,4.2294,1.1802,13.115,49.0132,0.2701,2.8472,0.0158,2.2045,3.3314,102.9188,-52.8628,6.6102,671.4681,468.2909,670.6483,473.8687,7.6021,水层
1003.15625,8.9864,50.7667,3.0E-4,99.5126,107.2805,3.5764,3.5182,4.6952,4.2768,1.1802,13.2825,49.0132,0.2683,2.8126,0.0165,2.2062,3.5698,104.4062,-52.866,6.9827,670.7021,467.5429,673.8904,473.1335,7.4983,水层
1003.1875,8.9864,53.3028,0.0014,99.1154,107.3951,3.5889,3.5304,4.6364,4.2465,1.1802,13.4274,49.0132,0.2664,2.7862,0.0172,2.2078,3.8743,105.7535,-52.9075,7.4707,669.961,465.6666,675.9234,471.9923,7.3296,水层
1003.21875,8.9863,56.4173,0.0031,99.1176,107.6264,3.6211,3.5427,4.5451,4.1552,1.181,13.5003,49.0132,0.263,2.7723,0.0177,2.2125,4.1289,106.8908,-52.95,8.0316,669.2116,465.6666,678.3704,470.4707,7.0632,水层
1003.25,8.9783,59.5317,0.0052,99.34,107.9174,3.647,3.5487,4.4634,4.073,1.181,13.5489,49.1068,0.2596,2.7584,0.0183,2.2172,4.4243,108.028,-52.953,8.6413,668.4788,466.1326,677.6169,470.4921,6.7969,水层
1003.28125,8.9743,60.1557,0.007,99.5218,108.3853,3.6797,3.5609,4.3593,3.9421,1.181,13.5479,49.1068,0.2557,2.7788,0.0192,2.223,4.6553,106.9354,-53.0734,8.4151,667.7336,466.1668,675.2816,469.3466,6.5744,水层
1003.3125,8.9703,60.7797,0.0086,99.8844,108.6184,3.6994,3.5735,4.2344,3.8641,1.181,13.4732,49.1068,0.2517,2.7993,0.0202,2.2289,4.8449,105.8428,-53.0762,8.1282,667.3942,466.2352,674.1389,469.3979,6.3519,水层
1003.34375,8.9702,60.506,0.01,100.1059,109.0276,3.7326,3.5729,4.1356,3.7877,1.1818,13.18,49.1068,0.2471,2.8005,0.021,2.2362,4.6878,104.8082,-53.1197,7.7502,666.6448,466.2737,673.0045,469.4492,6.2416,水层
1003.375,8.9701,59.6339,0.0112,100.4677,109.4364,3.7594,3.5853,4.0244,3.6996,1.1818,12.9172,49.1068,0.2425,2.7889,0.0218,2.2435,4.4294,103.8121,-53.1217,7.2624,666.6904,466.7524,673.4474,469.5262,6.2062,水层
1003.40625,8.9701,58.7691,0.0123,100.8896,109.7268,3.7794,3.5846,4.0623,3.6599,1.1818,12.7295,49.1068,0.2396,2.7758,0.0224,2.248,4.3172,103.0252,-53.0462,6.7706,667.1335,467.6115,674.2963,469.975,6.2026,水层
1003.4375,8.97,57.9336,0.0134,101.2916,109.7224,3.7926,3.5908,4.1154,3.6538,1.1825,12.2498,49.1586,0.2367,2.7564,0.023,2.2524,4.1544,103.0748,-53.0484,6.372,668.7773,468.0347,675.5342,470.0049,6.3267,水层
1003.46875,8.9699,57.0981,0.0145,101.5133,109.4826,3.792,3.5836,4.177,3.6478,1.1825,12.0497,49.1586,0.235,2.7369,0.0235,2.2551,4.0418,103.1244,-53.051,6.0263,672.4125,469.2741,677.5754,470.8682,6.4507,水层
1003.5,8.9699,55.6808,0.0156,101.277,108.354,3.7914,3.5831,4.2162,3.6288,1.1825,11.745,49.1586,0.2333,2.7374,0.0233,2.2577,3.9322,103.2995,-53.0537,5.7157,675.6419,472.1247,680.014,472.0991,6.6739,水层
1003.53125,8.9777,53.3473,0.018,101.1984,107.701,3.7908,3.576,4.2247,3.6096,1.1833,13.5158,49.1586,0.2333,2.7429,0.0229,2.2541,3.8255,103.5059,-53.1357,5.5642,677.6747,474.159,682.4525,473.3428,6.9219,水层
1003.5625,9.0014,52.8746,0.0219,101.0611,106.8088,3.7695,3.5689,4.2024,3.5838,1.1833,15.1335,49.1586,0.2333,2.7753,0.0218,2.2505,3.797,103.7713,-53.2194,5.5727,680.5273,478.2062,684.0878,475.8001,7.185,水层
1003.59375,9.025,52.4008,0.0279,101.0034,106.3326,3.7483,3.5618,4.1349,3.5519,1.1833,16.0131,49.2126,0.2339,2.848,0.0196,2.2464,3.7896,104.1252,-53.2194,5.8211,682.1708,479.0225,685.7314,477.4284,7.4708,水层
1003.625,9.0723,51.9269,0.035,100.9657,106.034,3.7409,3.5548,4.0978,3.5139,1.1833,16.5771,49.2126,0.2344,2.9208,0.0174,2.2423,3.789,104.479,-53.2618,6.1391,683.0113,482.2874,686.9775,480.6848,7.7567,水层
1003.65625,9.1157,51.8657,0.0423,101.068,105.9115,3.7267,3.5478,4.0464,3.4826,1.1839,16.5759,49.2126,0.2356,2.9122,0.0174,2.2373,3.7883,107.3739,-53.3055,6.4616,683.0609,483.1037,686.6296,481.5139,7.9332,水层
1003.6875,9.2104,52.5125,0.0489,101.37,106.4976,3.7262,3.5408,3.9811,3.4265,1.1839,16.1861,49.2126,0.2369,2.9037,0.0175,2.2324,3.7808,110.2688,-53.3069,6.733,679.1361,485.5523,683.508,484.3429,8.1097,水层
1003.71875,9.3248,54.5244,0.0539,102.0314,107.4968,3.739,3.5337,3.9098,3.3834,1.1839,15.8633,49.2126,0.2384,2.888,0.0187,2.2276,3.7596,111.9537,-53.3907,6.8215,676.0063,487.189,681.1647,486.8001,8.0489,水层
1003.75,9.3722,56.9644,0.0577,102.9926,108.8518,3.7658,3.5139,3.8466,3.3348,1.1847,15.4904,49.2126,0.2399,2.8674,0.0207,2.2229,3.6444,112.832,-53.4312,6.7882,673.6713,488.424,677.654,488.0308,7.8301,水层
1003.78125,9.4788,59.1543,0.055,103.8338,110.9734,3.7858,3.5005,3.7776,3.2751,1.1847,14.9882,49.3048,0.2416,2.8449,0.024,2.2183,3.539,113.5748,-53.4729,6.6002,671.7422,488.0777,675.7123,488.8726,7.6273,水层
1003.8125,9.5379,60.3434,0.0509,104.7549,112.2099,3.8061,3.4999,3.7302,3.2281,1.1847,14.8787,49.3048,0.2432,2.8147,0.0245,2.2138,3.4367,113.7759,-53.5937,6.3796,671.3821,486.9408,674.9631,490.1288,7.4888,水层
1003.84375,9.6011,61.5325,0.0445,105.5569,114.0952,3.8264,3.4994,3.863,3.3186,1.1853,14.5816,49.3048,0.2448,2.7844,0.0249,2.2095,3.3313,113.977,-53.7549,6.1102,672.6241,485.0049,675.8035,490.1927,7.3503,水层
1003.875,9.6286,60.0164,0.0368,106.0385,115.7448,3.8467,3.5116,4.0226,3.4493,1.1853,14.3697,49.3048,0.2465,2.8209,0.025,2.2052,3.2767,113.3999,-53.8357,5.8912,674.6692,483.4706,679.0532,489.8251,7.4609,水层
1003.90625,9.5772,57.8239,0.0288,105.8009,117.0408,3.8599,3.5303,4.2043,3.572,1.1853,14.0832,49.3048,0.2481,2.874,0.0243,2.2002,3.2052,112.6283,-53.8007,5.6608,676.3003,481.5432,680.6802,489.4916,7.6336,水层
1003.9375,9.5377,55.5989,0.0213,105.1837,118.7491,3.8665,3.5621,4.3218,3.6722,1.186,13.6769,49.3048,0.2497,2.913,0.0231,2.1953,3.1641,111.3561,-53.8023,5.3345,679.5458,480.791,682.7335,489.5641,7.7626,水层
1003.96875,9.4665,53.3251,0.0155,104.4669,119.8671,3.866,3.6139,4.4757,3.7753,1.186,13.3064,49.3562,0.2513,2.9307,0.0229,2.1898,3.2751,110.9414,-53.7659,4.9316,680.7878,482.0473,684.3644,489.1965,7.8256,水层
1004.0,9.4309,51.0513,0.0109,103.5307,120.9847,3.8652,3.6998,4.5843,3.8598,1.186,13.0889,49.3562,0.2529,2.9485,0.0228,2.1844,3.4901,110.7031,-53.6498,4.4776,684.0332,484.0771,686.8151,488.846,7.8887,水层
