,0,1,2,3,4,5,6,7,8,9,10,11
0,1090.3664,14.184569359000001,1.1729660034,1.1727091074,1.1714929342,1.9253826477881535,75.291091919,0.43584625822787143,8.894368352102731,140.9649470128185,0.0,17.5
1,1090.5184,14.094586372,1.1780513525,1.1761513948,1.1737368107,1.9254091776480309,73.680984497,0.4359649846988203,8.895100504315806,142.8313661424761,0.0,17.5
2,1090.6704,14.202593803,1.1808619499,1.1785899401,1.171476841,1.9254118540729424,73.53351593,0.4359769970663366,8.895176972193939,142.84855742795148,0.0,17.5
3,1090.8224,14.399147987000001,1.1812460423,1.1778384447,1.1705838442,1.925433135911501,72.449256897,0.43606881420112326,8.895781353796176,143.02189204430957,0.0,17.5
4,1090.9744,14.918254852,1.1810991764,1.1796197891,1.1761376858,1.9227942162784937,71.62223815899999,0.43910259474965224,9.000807805717287,143.16347472075608,0.0,17.5
5,1091.1264,15.334047318,1.1804066895999998,1.185390234,1.1828484535,1.9227791751715977,70.987785339,0.4391815072235392,9.003302068082986,143.9328013448084,0.0,17.5
6,1091.2784,15.659706115999999,1.1864521503,1.1898874044,1.1847215891,1.908605674017792,69.256950378,0.44555272748879593,9.390056647135752,144.18759671844032,0.0,17.5
7,1091.4304,15.536927223,1.1897274256,1.1841044426,1.1714004278,1.8658354568255584,67.534141541,0.46427575664553655,10.175276690436988,143.74797469727667,0.0,17.5
8,1091.5824,15.517107964000001,1.1503777504,1.1440002918,1.1330621243,1.8861223132636906,64.719482422,0.4777185898306803,9.859971840944047,144.05540138684037,0.0,17.5
9,1091.7344,15.411193848,1.0941439867,1.1124498844,1.1248145103,1.8746573272258775,60.13597106899999,0.4856991373650062,9.958066267483058,143.15391635414247,0.0,17.5
10,1091.8864,14.952231407000001,1.132266283,1.1659971476,1.1852113008,1.9263686244605538,56.296524048,0.487443949620504,8.82086425394655,142.12968476994885,0.0,17.5
11,1092.0384,14.323325157000001,1.1310607195,1.1428685187999998,1.1575573683,2.001582717216407,53.883220673000004,0.48453440108591617,7.489430480874711,141.5014759040497,0.0,17.5
