Depth,AC,CAL,CALI,GR,HAC,LLD,LLS,MINV,MNOR,MSFL,NPHI,PD,RHOB,RILD,RILM,RSFL,SP,result
859.84375,353.9602,8.6819,8.6236,66.0115,338.0008,7.6721,7.1813,3.3407,4.0786,9.3072,0.2971,166.135,2.0968,2.6583,2.6195,7.1395,66.7958,水层
859.875,354.9727,8.6733,8.6111,65.8196,340.9063,7.6721,7.1938,3.3405,4.0786,9.3753,0.2962,166.2356,2.097,2.6926,2.586,7.1395,66.8361,水层
859.90625,355.9848,8.6604,8.5737,65.5655,343.8117,7.6995,7.1938,3.3405,4.0786,9.4439,0.2959,166.2852,2.0964,2.7075,2.586,7.1133,66.8332,水层
859.9375,356.9976,8.6391,8.5488,65.501,348.3615,7.6995,7.2197,3.3202,4.0782,9.4955,0.2953,166.2852,2.0964,2.7526,2.567,7.1002,66.9137,水层
859.96875,358.5168,8.622,8.5488,65.3095,348.3615,7.7413,7.2324,3.3398,4.0778,9.5119,0.2952,166.0826,2.096,2.7882,2.5529,7.1002,66.912,水层
860.0,358.5168,8.609,8.5364,65.307,349.8781,7.7548,7.2713,3.3592,4.0778,9.5115,0.2953,165.8298,2.0954,2.8139,2.5342,7.1002,66.9508,水层
860.03125,359.024,8.6046,8.5323,65.4308,350.7632,7.7548,7.2713,3.3592,4.0774,9.4582,0.296,165.3243,2.0937,2.8347,2.5156,7.0871,66.9474,水层
860.0625,359.5305,8.5959,8.5283,65.5546,351.2711,7.7963,7.284,3.3592,4.0774,9.4224,0.2978,165.021,2.0919,2.8295,2.5156,7.0741,66.9018,水层
860.09375,359.9114,8.583,8.5242,65.7403,351.7782,7.7963,7.2834,3.3589,4.0969,9.4224,0.2978,164.6672,2.0905,2.8191,2.5248,7.0611,66.9001,水层
860.125,360.4197,8.5828,8.52,65.9278,354.1803,7.8101,7.3098,3.3586,4.0969,9.3697,0.2996,164.6672,2.0879,2.8087,2.5341,7.0611,66.855,水层
860.15625,360.5474,8.5909,8.5202,66.0519,355.0653,7.824,7.3354,3.3586,4.0962,9.283,0.3007,164.3133,2.0843,2.8035,2.5574,7.061,66.8099,水层
860.1875,360.549,8.6116,8.5244,66.4881,356.3287,7.8523,7.3354,3.3583,4.0962,9.2487,0.3031,163.5551,2.0783,2.7881,2.581,7.061,66.6374,水层
860.21875,360.4254,8.6364,8.5286,66.4881,359.741,7.8659,7.3354,3.3577,4.0962,9.2479,0.3031,163.5551,2.0783,2.7727,2.6192,7.0739,66.5937,水层
860.25,360.4284,8.6823,8.5496,66.6123,360.7519,7.8946,7.3349,3.3577,4.0758,9.2474,0.3043,163.3022,2.0739,2.7575,2.6337,7.0739,66.5069,水层
860.28125,360.4299,8.7533,8.608,66.8609,362.1422,7.9084,7.3613,3.3577,4.0758,9.3317,0.3055,163.0494,2.0719,2.7574,2.6874,7.0999,66.3349,水层
860.3125,360.1793,8.8453,8.6915,67.0466,362.5232,7.908,7.3742,3.3573,4.0555,9.3656,0.3067,162.948,2.0661,2.7625,2.7023,7.113,66.3334,水层
860.34375,358.6711,8.9123,8.8041,67.0466,357.9828,7.9509,7.4139,3.3371,4.0555,9.5035,0.3091,162.9476,2.0661,2.7676,2.7322,7.1391,66.1629,水层
860.375,358.6711,9.0001,8.9001,67.1701,356.2167,7.9504,7.4139,3.3371,4.0552,9.6257,0.3091,163.0481,2.0623,2.8034,2.7675,7.1917,66.0333,水层
860.40625,357.7905,9.1173,9.0044,67.3558,354.4514,7.9647,7.427,3.3168,4.0545,9.6786,0.3091,163.2999,2.0607,2.8448,2.7982,7.1917,65.9048,水层
860.4375,357.7905,9.2177,9.0879,67.4806,349.7851,7.9641,7.4264,3.3161,4.0545,9.8032,0.31,163.5515,2.0563,2.8816,2.8188,7.1917,65.7762,水层
860.46875,357.1628,9.2929,9.1839,67.8542,348.6502,7.9778,7.4257,3.3161,4.0545,9.8752,0.3109,163.5515,2.0549,2.9621,2.85,7.2049,65.5629,水层
860.5,356.4084,9.3557,9.2506,67.8542,347.8943,7.9773,7.4387,3.3161,4.0741,10.0206,0.3116,163.6015,2.0513,3.0281,2.8552,7.2313,65.3502,水层
860.53125,355.0267,9.4183,9.3383,68.1032,352.5696,7.9767,7.4387,3.3158,4.0741,10.057,0.3124,163.7521,2.0492,3.1299,2.8816,7.2446,65.011,水层
860.5625,355.0267,9.4558,9.4009,68.2277,352.5696,7.9908,7.4508,3.3355,4.0937,10.1862,0.3124,163.7515,2.0466,3.2471,2.9404,7.2446,64.7568,水层
860.59375,355.0267,9.4807,9.4343,68.5394,355.6028,8.0045,7.4508,3.3355,4.0937,10.223,0.3128,163.7515,2.0456,3.3316,3.0225,7.2979,64.2922,水层
860.625,354.3994,9.3964,9.4511,68.6639,357.1193,8.0045,7.4508,3.3152,4.0933,10.241,0.3128,163.5489,2.0438,3.4059,3.1645,7.2979,63.8272,水层
860.65625,354.3994,9.3038,9.3636,68.7873,359.0164,8.004,7.4774,3.3349,4.0726,10.2218,0.313,163.1949,2.0418,3.5204,3.2291,7.3247,63.4887,水层
860.6875,353.7716,9.186,9.2303,69.1001,359.0164,8.0182,7.4767,3.3349,4.0726,10.2021,0.3131,162.8916,2.041,3.5659,3.3254,7.3247,63.1083,水层
860.71875,353.7716,8.9925,9.0803,69.2235,357.3785,8.0177,7.5034,3.3143,4.0726,10.1828,0.3131,162.5883,2.04,3.6521,3.4689,7.3516,62.6433,水层
860.75,353.2705,8.9126,8.997,69.348,354.4775,8.0166,7.5034,3.3143,4.0523,10.182,0.3132,162.1839,2.0392,3.761,3.5593,7.3787,62.2204,水层
860.78125,352.6436,8.7947,8.8553,69.4718,350.9469,8.0161,7.5294,3.314,4.0523,10.2375,0.3132,162.1839,2.0392,3.7818,3.6722,7.3787,61.9235,水层
860.8125,352.6436,8.7021,8.7178,69.5323,350.9469,8.0157,7.5294,3.314,4.0519,10.3124,0.3134,161.3247,2.0398,3.8237,3.7609,7.4057,61.7947,水层
860.84375,351.7683,8.5843,8.6303,69.6546,348.1737,8.0299,7.5294,3.3136,4.0519,10.4069,0.3134,161.3247,2.0418,3.9449,3.8377,7.4057,61.5395,水层
860.875,351.7683,8.4917,8.497,69.6539,347.0392,8.0294,7.5425,3.3133,4.0515,10.5023,0.3134,160.8192,2.0432,3.9449,3.9088,7.4193,61.3692,水层
860.90625,351.7683,8.4242,8.4179,69.7773,345.7799,8.0283,7.5555,3.3133,4.0515,10.7155,0.3136,160.8192,2.0444,4.0254,3.9667,7.4193,61.1557,水层
860.9375,351.2679,8.361,8.3596,69.9015,345.2769,8.0283,7.5555,3.3526,4.0508,10.7546,0.3138,160.3643,2.0462,4.1683,4.0551,7.4193,61.0274,水层
860.96875,351.2679,8.3355,8.3013,70.1512,346.0364,8.0125,7.5686,3.3526,4.0508,10.8133,0.3147,159.9597,2.048,4.1683,4.0775,7.4192,60.9403,水层
861.0,350.7675,8.3225,8.2764,70.1487,347.8066,8.0267,7.5667,3.3523,4.0508,10.8724,0.3147,159.9597,2.052,4.2223,4.1151,7.4465,60.8539,水层
861.03125,350.7675,8.3139,8.2681,70.0191,349.0707,7.996,7.5667,3.3523,4.0703,10.792,0.3153,159.6058,2.0538,4.3084,4.1606,7.4465,60.7669,水层
861.0625,350.3934,8.3135,8.2682,69.9554,350.4615,7.996,7.5667,3.3519,4.0703,10.5943,0.316,159.302,2.0558,4.4779,4.2145,7.4465,60.6383,水层
861.09375,350.3934,8.3049,8.2641,69.8902,351.8526,7.9954,7.5667,3.3316,4.0699,10.4967,0.3165,159.302,2.0558,4.5192,4.2926,7.4465,60.4253,水层
861.125,349.8964,8.2961,8.2517,69.6991,354.8872,7.9954,7.5798,3.3316,4.0699,10.3233,0.3165,159.2511,2.0572,4.5692,4.3322,7.4464,60.2125,水层
861.15625,349.8964,8.2959,8.2518,69.4449,354.8872,7.9948,7.579,3.3109,4.0694,10.2662,0.3171,159.2507,2.0596,4.671,4.3963,7.4464,59.8307,水层
861.1875,349.8964,8.2957,8.2519,69.1908,356.5311,7.9942,7.579,3.3109,4.0694,10.1527,0.3181,159.0477,2.0596,4.7055,4.5357,7.419,59.6607,水层
861.21875,349.8964,8.287,8.2519,68.7474,356.5311,7.9931,7.5921,3.3109,4.0886,10.0777,0.3181,159.0477,2.0606,4.7402,4.5775,7.419,59.3215,水层
861.25,349.5215,8.2783,8.252,68.1772,358.3009,7.9925,7.6187,3.3106,4.0886,10.0032,0.3187,158.9462,2.0616,4.8191,4.6368,7.419,59.1093,水层
861.28125,349.1459,8.2611,8.2521,68.0502,359.692,7.9919,7.6187,3.3106,4.0886,10.1505,0.3187,158.8445,2.0624,4.8191,4.7838,7.4326,58.7269,水层
861.3125,349.1459,8.2566,8.2522,67.2907,361.4626,7.9919,7.6187,3.3102,4.0882,10.2062,0.3193,158.8445,2.0632,4.8725,4.8368,7.4463,58.6413,水层
861.34375,348.8965,8.2563,8.248,67.164,361.7158,7.9766,7.618,3.3102,4.0882,10.3558,0.3199,158.6925,2.0632,4.9174,4.9355,7.4736,58.4708,水层
861.375,348.0189,8.2603,8.2315,66.5306,358.0586,7.9614,7.6175,3.2895,4.0678,10.3558,0.3209,158.3884,2.0656,4.9628,4.9811,7.4736,58.2151,水层
861.40625,348.0189,8.2642,8.2315,66.3405,356.5453,7.9307,7.617,3.2895,4.0678,10.4311,0.3209,158.3884,2.0656,4.9719,5.0641,7.4873,58.1292,水层
861.4375,348.0189,8.2723,8.2149,65.9604,354.6542,7.9307,7.6298,3.2895,4.0674,10.469,0.3212,158.3884,2.0674,4.9993,5.139,7.5011,57.9999,水层
861.46875,347.6425,8.276,8.2108,65.58,352.384,7.93,7.6298,3.2692,4.0674,10.526,0.3212,158.2869,2.0692,5.0826,5.2439,7.501,57.9548,水层
861.5,347.0144,8.28,8.2068,65.0095,345.3217,7.9293,7.6433,3.2692,4.0467,10.5644,0.3215,158.1349,2.0708,5.1107,5.2632,7.5148,57.9092,水层
861.53125,346.2597,8.2798,8.2069,64.9458,345.3217,7.9288,7.6567,3.2688,4.0467,10.6219,0.3217,158.084,2.0738,5.1389,5.3411,7.5148,57.8651,水层
861.5625,345.2556,8.2835,8.2028,64.6279,343.1781,7.9129,7.6562,3.2485,4.0467,10.621,0.322,158.0831,2.0738,5.1483,5.3903,7.501,57.9459,水层
861.59375,345.2556,8.2792,8.2028,64.5005,341.4132,7.9129,7.6556,3.2485,4.0463,10.5612,0.322,158.0831,2.075,5.1106,5.4101,7.4872,58.0264,水层
861.625,344.8795,8.2831,8.2071,64.2464,340.1524,7.9129,7.6544,3.268,4.0463,10.5612,0.3217,158.1332,2.0764,5.0638,5.4001,7.4187,58.1075,水层
861.65625,344.8795,8.2828,8.2239,64.0549,338.8928,7.8978,7.6544,3.268,4.0459,10.5411,0.3209,158.1326,2.0778,4.9899,5.3507,7.4187,58.2724,水层
861.6875,344.6297,8.2825,8.2281,63.8638,339.2722,7.8972,7.6398,3.3071,4.0459,10.482,0.3186,158.0816,2.0808,4.9442,5.3115,7.3915,58.4377,水层
861.71875,344.1271,8.2736,8.2324,63.7982,342.0525,7.8821,7.6251,3.3071,4.0455,10.404,0.3176,157.9804,2.0808,4.8542,5.1766,7.3644,58.6448,水层
861.75,343.4986,8.2734,8.2366,63.6705,343.4429,7.8665,7.6246,3.3071,4.0449,10.404,0.3164,157.7779,2.0808,4.7833,5.0544,7.3508,58.8935,水层
861.78125,342.1158,8.2732,8.2367,63.5416,346.224,7.8665,7.6096,3.3071,4.0449,10.3841,0.3151,157.6763,2.0822,4.7048,4.9169,7.2836,59.1002,水层
861.8125,342.1158,8.2727,8.2367,63.5401,346.224,7.8658,7.6096,3.3267,4.0449,10.3258,0.3126,157.4742,2.0832,4.6618,4.7657,7.2436,59.3072,水层
861.84375,341.6139,8.2726,8.2452,63.4746,347.6147,7.8508,7.5951,3.3463,4.0446,10.3063,0.3126,157.1706,2.0852,4.5685,4.6276,7.1905,59.5129,水层
861.875,341.6139,8.2682,8.2494,63.4095,349.7639,7.8503,7.5808,3.3463,4.0446,10.2675,0.3115,156.8669,2.0854,4.4852,4.4688,7.151,59.5109,水层
861.90625,340.9858,8.2636,8.2578,63.4069,350.5235,7.8346,7.5663,3.346,4.0442,10.2483,0.3102,156.8669,2.086,4.4116,4.3874,7.0986,59.5085,水层
861.9375,340.6102,8.2591,8.2705,63.3421,350.2725,7.8346,7.5102,3.3653,4.0638,10.1911,0.3089,156.816,2.0862,4.3393,4.2446,7.0596,59.2946,水层
861.96875,339.7326,8.2588,8.2705,63.4029,348.508,7.8195,7.4682,3.3653,4.0638,10.1154,0.3066,156.7148,2.0868,4.3075,4.1981,7.0596,59.166,水层
862.0,339.7326,8.2543,8.2832,63.4637,346.8689,7.7904,7.4125,3.3653,4.1031,10.0777,0.3066,156.5625,2.087,4.2524,4.152,7.0466,58.953,水层
862.03125,339.7326,8.2539,8.2874,63.7135,345.2302,7.7753,7.4125,3.3649,4.1031,10.0218,0.3066,156.5623,2.0882,4.2135,4.1216,7.0337,58.7827,水层
862.0625,339.2304,8.2537,8.2959,64.0889,341.8266,7.7605,7.3983,3.3649,4.1031,9.9843,0.3054,156.6124,2.0928,4.1903,4.0838,7.0466,58.57,水层
862.09375,338.8547,8.2535,8.2959,65.0311,340.3138,7.7601,7.3571,3.3846,4.1228,9.8919,0.3045,156.8138,2.0966,4.1672,4.0539,7.0595,58.3992,水层
862.125,338.3529,8.2446,8.3001,65.7217,339.0538,7.7454,7.316,3.4043,4.1225,9.8184,0.3035,156.9647,2.1041,4.1672,4.0464,7.0854,58.0591,水层
862.15625,337.7267,8.2445,8.3002,66.3497,338.0458,7.7164,7.2752,3.4236,4.1423,9.7821,0.3016,157.1661,2.1071,4.1825,4.0538,7.0984,57.9737,水层
862.1875,337.7267,8.2358,8.3003,67.2293,336.7873,7.7158,7.194,3.4236,4.142,9.7096,0.3016,157.9223,2.1133,4.1901,4.0837,7.0854,57.5485,水层
862.21875,337.7267,8.2313,8.292,68.8644,336.7873,7.7294,7.194,3.4236,4.1216,9.6913,0.3016,157.9223,2.1223,4.2055,4.0987,7.0077,57.4214,水层
862.25,336.9723,8.2141,8.2712,70.94,336.663,7.6577,7.194,3.4233,4.1216,9.6549,0.3006,158.6787,2.1251,4.2287,4.1213,6.9692,57.2091,水层
862.28125,336.0914,8.2055,8.2588,71.8206,337.8012,7.6152,7.1538,3.4031,4.1014,9.672,0.2998,159.0821,2.1309,4.2677,4.1517,6.8928,56.8698,水层
862.3125,334.7056,8.1927,8.2256,73.0778,339.8235,7.5868,7.1139,3.3829,4.0813,9.8689,0.2992,160.0907,2.1365,4.3388,4.1746,6.7674,56.6578,水层
862.34375,333.9501,8.1755,8.1923,74.0207,340.5834,7.5447,7.0872,3.3829,4.081,10.1814,0.298,160.6958,2.1391,4.3869,4.2286,6.6077,56.3606,水层
862.375,333.1943,8.1669,8.1923,75.8443,340.7115,7.4197,7.0346,3.3826,4.0207,10.5428,0.298,160.6958,2.1435,4.4274,4.2912,6.3228,56.1481,水层
862.40625,330.5488,8.1455,8.1632,76.8506,338.6949,7.4197,7.0085,3.3621,4.0207,10.8768,0.2974,161.3513,2.1477,4.4847,4.3869,6.3228,55.8927,水层
862.4375,330.5488,8.1327,8.1508,78.3601,335.1643,7.3511,6.9953,3.3621,4.0005,11.325,0.2967,161.9564,2.1513,4.5846,4.4764,6.2191,55.679,水层
862.46875,329.5413,8.124,8.1425,79.4286,335.1643,7.3104,6.9176,3.3619,4.0005,10.9553,0.296,162.9649,2.1543,4.6439,4.6184,6.0613,55.5936,水层
862.5,328.5338,8.2718,8.2311,81.8806,331.1288,7.1896,6.8792,3.3616,3.9603,10.5395,0.2947,162.9649,2.1569,5.1568,5.3009,5.8966,54.0966,水层
862.53125,327.4,8.2882,8.2395,82.509,329.1111,7.1761,6.8411,3.3616,3.9401,10.29,0.2947,163.4187,2.1589,5.1285,5.1285,5.8966,54.5556,水层
862.5625,325.2591,8.2964,8.2437,83.0747,325.5806,7.0837,6.7156,3.3414,3.8997,9.7728,0.2941,164.276,2.1627,5.0166,5.0909,5.7258,54.9726,水层
862.59375,325.2591,8.3087,8.2562,84.709,325.5806,7.0314,6.6906,3.301,3.8997,9.3848,0.2933,164.6289,2.1697,4.9708,5.0074,5.6319,55.5568,水层
862.625,323.9995,8.3294,8.2688,85.2118,323.4381,6.9153,6.6169,3.301,3.8794,8.8804,0.2914,165.234,2.1739,4.8982,4.8893,5.4488,55.7235,水层
862.65625,322.6137,8.3459,8.2772,86.1544,322.5564,6.8263,6.5198,3.3007,3.8794,8.4808,0.2914,165.5869,2.1816,4.8179,4.8179,5.3398,56.3905,水层
862.6875,321.2286,8.3666,8.2814,87.0339,321.2975,6.6766,6.4122,3.2606,3.8791,7.966,0.2908,166.192,2.1926,4.7739,4.7651,5.2427,56.5155,水层
862.71875,321.2286,8.3747,8.294,88.2911,321.0465,6.6766,6.1571,3.2404,3.8589,7.6637,0.2905,166.7972,2.202,4.7389,4.6956,5.1472,56.8483,水层
862.75,318.584,8.3871,8.2982,88.9821,320.6694,6.5785,6.1571,3.2,3.8387,7.3729,0.2902,167.6548,2.2172,4.6526,4.5763,5.0629,57.0134,水层
862.78125,318.584,8.3868,8.3066,90.0499,320.1664,6.387,5.9781,3.2,3.8183,7.1718,0.2894,169.3701,2.2284,4.6185,4.5512,4.8892,57.0102,水层
862.8125,317.3247,8.3738,8.3149,90.7408,318.7809,6.387,5.7087,3.1798,3.8183,7.0278,0.2889,169.9755,2.2364,4.5595,4.5096,4.8003,56.7962,水层
862.84375,317.3247,8.3483,8.3066,91.809,317.6471,6.224,5.7087,3.1798,3.818,6.9247,0.2884,171.2873,2.2437,4.5178,4.4683,4.7216,56.7105,水层
862.875,316.0655,8.3185,8.29,92.8772,316.0084,6.0096,5.5325,3.1596,3.818,7.0395,0.288,173.3559,2.2529,4.5012,4.4112,4.6612,56.4969,水层
862.90625,315.1842,8.3015,8.2691,93.1906,314.6218,6.0096,5.4414,3.1594,3.7978,7.1041,0.2869,174.9201,2.2595,4.46,4.3628,4.5262,56.3261,水层
862.9375,314.3029,8.2885,8.2483,94.0072,313.1093,5.8348,5.254,3.1392,3.7976,7.1824,0.2869,177.1907,2.2659,4.4274,4.3628,4.5262,56.0696,水层
862.96875,313.4216,8.28,8.2274,94.6349,312.8591,5.707,5.177,3.1389,3.7373,7.3017,0.2866,178.7549,2.2719,4.4192,4.3708,4.4602,55.9842,水层
863.0,313.0456,8.2587,8.1983,95.3251,314.2506,5.6026,5.0825,3.0988,3.7373,7.423,0.2863,181.4797,2.2739,4.4111,4.3788,4.4032,55.8558,水层
863.03125,313.2992,8.2415,8.1774,95.8271,314.8836,5.4095,4.8444,3.0587,3.6972,7.574,0.2856,183.1447,2.2743,4.411,4.403,4.2366,55.684,水层
863.0625,314.061,8.2329,8.1608,96.2029,314.2551,5.4095,4.8444,3.0585,3.677,7.6296,0.2856,185.3144,2.2755,4.4191,4.4272,4.2366,55.5976,水层
863.09375,315.2028,8.2157,8.1358,96.5786,312.9958,5.3302,4.7034,2.9983,3.6567,7.5731,0.2851,188.039,2.2759,4.4435,4.4435,4.1825,55.5105,水层
863.125,315.2028,8.2071,8.1316,96.8902,311.8609,5.1942,4.6345,2.9982,3.6566,7.1924,0.285,189.0482,2.2783,4.4598,4.468,4.1443,55.3389,水层
863.15625,315.2028,8.1942,8.1108,97.0143,309.2136,5.137,4.5162,2.9979,3.6763,6.8942,0.285,191.3692,2.2809,4.4927,4.5009,4.1064,55.253,水层
863.1875,315.8373,8.1855,8.1066,97.0747,307.7007,5.0523,4.5162,2.9978,3.6761,6.4759,0.2853,192.9333,2.2855,4.534,4.5341,4.0614,55.1236,水层
863.21875,316.4718,8.1726,8.0941,97.1974,306.1879,4.9689,4.4091,3.1572,3.7357,5.9721,0.2856,194.5478,2.2895,4.5507,4.5507,4.0465,55.037,水层
863.25,316.4718,8.1723,8.09,97.1967,302.5315,4.9051,4.3364,3.4163,3.8552,5.4572,0.2859,196.0614,2.2933,4.6011,4.5674,4.039,54.9494,水层
863.28125,316.9805,8.1637,8.0859,97.2575,302.5315,4.842,4.2965,3.7153,3.9547,5.0698,0.2867,197.1711,2.2963,4.6606,4.5674,4.039,54.9467,水层
863.3125,318.1237,8.1591,8.0775,97.2549,304.5541,4.8061,4.2412,4.0343,3.9745,4.6411,0.2872,198.1296,2.2997,4.7122,4.5842,4.0613,54.9863,水层
863.34375,318.1237,8.1588,8.0776,97.1268,306.1969,4.7617,4.1944,3.9743,3.5351,4.2566,0.2879,199.0375,2.3031,4.7295,4.601,4.1063,55.1504,水层
863.375,318.1237,8.1585,8.0776,96.9975,310.4927,4.7352,4.1787,3.2755,3.5351,4.065,0.2902,199.5419,2.3029,4.7643,4.6094,4.1901,55.3997,水层
863.40625,318.7586,8.1582,8.0819,96.9964,312.767,4.7175,4.1936,3.2755,3.3354,4.1859,0.2902,200.6012,2.2963,4.7818,4.6263,4.2365,55.7327,水层
863.4375,318.7586,8.1622,8.0819,96.8053,315.0413,4.7172,4.2012,2.8363,3.1355,4.3027,0.291,201.9633,2.2857,4.7818,4.6263,4.3229,56.1074,水层
863.46875,319.0141,8.1744,8.107,96.6767,317.3152,4.7254,4.2397,2.6566,2.9357,4.3663,0.2916,203.4263,2.2755,4.773,4.6093,4.3229,56.5667,水层
863.5,319.0172,8.2035,8.1237,96.5493,321.7372,4.7425,4.3022,2.357,2.616,4.5046,0.2925,205.7471,2.2703,4.7293,4.5671,4.3788,57.2773,水层
863.53125,319.0172,8.2368,8.1697,96.2948,321.7372,4.7684,4.3656,2.2571,2.616,4.673,0.2943,206.7056,2.259,4.6177,4.5171,4.3788,57.8625,水层
863.5625,319.146,8.2743,8.224,96.1033,323.8853,4.8563,4.4708,2.0973,2.616,4.9375,0.2943,207.5128,2.2478,4.5336,4.4105,4.4273,58.5309,水层
863.59375,319.0244,8.3161,8.3326,95.8488,325.7805,4.901,4.5201,1.9374,2.5359,5.0105,0.2958,208.3704,2.2392,4.3621,4.3382,4.4763,59.1998,水层
863.625,319.0244,8.3955,8.4328,95.531,330.2029,4.9461,4.6119,1.8773,2.4759,5.1883,0.2964,210.7922,2.2282,4.2514,4.2358,4.5592,59.8685,水层
863.65625,318.7757,8.4792,8.508,95.4039,330.2029,5.0374,4.6543,1.9569,2.4555,5.4021,0.2969,212.2048,2.2168,4.1358,4.083,4.5592,60.3282,水层
863.6875,318.5251,8.5755,8.6166,95.0861,333.6143,5.1211,4.7055,2.1162,2.4555,5.5732,0.2982,213.8697,2.2112,4.0234,4.0234,4.5592,60.9546,水层
863.71875,318.2769,8.6676,8.746,94.6419,335.0042,5.1871,4.7661,2.1958,2.4752,5.8134,0.3,214.8788,2.2037,3.9285,3.9069,4.5928,61.5388,水层
863.75,318.2769,8.7722,8.8045,94.5148,337.9104,5.283,4.8185,2.2754,2.5746,5.9319,0.3017,216.6952,2.1985,3.7729,3.7729,4.6266,61.9147,水层
863.78125,318.0259,8.8349,8.8672,94.3874,339.4266,5.3609,4.8185,2.3748,2.6144,6.0193,0.3025,216.9974,2.1911,3.7247,3.6704,4.6693,62.3737,水层
863.8125,318.0286,8.906,8.9131,94.0689,338.5471,5.4498,4.9343,2.3748,2.694,6.0079,0.3035,215.8361,2.1835,3.6235,3.5706,4.7558,62.9161,水层
863.84375,318.2833,8.977,8.9382,94.0051,336.2766,5.4697,4.9343,2.5339,2.8135,5.9414,0.304,213.2107,2.1769,3.4927,3.4608,4.7558,63.2906,水层
863.875,319.295,8.9978,8.9424,93.8766,333.8809,5.4995,4.9705,2.5339,2.8532,5.8758,0.3048,213.2107,2.1737,3.4927,3.3606,4.7821,63.7489,水层
863.90625,322.3297,9.0395,8.9466,93.8744,331.6111,5.5092,4.9976,2.6133,2.9725,5.7683,0.3057,210.9388,2.1695,3.4229,3.2934,4.8173,63.9151,水层
863.9375,322.3297,9.0434,8.9425,94.0612,327.5768,5.5391,5.0249,2.6133,3.0918,5.7256,0.3067,209.7272,2.1703,3.3237,3.2453,4.8617,64.1641,水层
863.96875,323.5938,9.0011,8.8966,95.1286,327.5768,5.5491,5.043,2.6929,3.0918,5.7253,0.3071,208.5659,2.1733,3.2933,3.1687,4.9065,64.3712,水层
864.0,324.8583,8.9294,8.8549,95.694,325.9381,5.569,5.0702,2.7324,3.1514,5.7776,0.3071,206.3947,2.1757,3.2274,3.1455,4.9065,64.4513,水层
864.03125,327.0083,8.8956,8.8132,96.4476,324.4253,5.5687,5.0702,2.8117,3.1514,5.82,0.3073,206.3947,2.1795,3.1571,3.0939,4.9336,64.5323,水层
864.0625,328.9055,8.8364,8.8049,97.5161,323.1646,5.5888,5.0698,2.8117,3.211,5.9165,0.3074,205.3849,2.1837,3.1282,3.0769,4.9608,64.5719,水层
864.09375,328.9055,8.7858,8.7882,98.3956,321.1476,5.5987,5.0881,2.8117,3.2705,5.9817,0.3074,204.6275,2.1833,3.0769,3.0656,5.0806,64.652,水层
864.125,329.7909,8.7771,8.7715,99.2748,321.781,5.6188,5.0971,2.8314,3.3498,6.0256,0.3074,202.5572,2.1823,3.0098,3.0431,5.0806,64.6491,水层
864.15625,330.8026,8.8355,8.7674,100.2173,324.0552,5.6495,5.1248,2.8311,3.3498,6.092,0.3075,202.5572,2.1809,2.9877,3.0264,5.1181,64.6457,水层
864.1875,332.5739,8.8815,8.7674,100.9079,328.0978,5.6803,5.134,2.8309,3.3498,6.1702,0.3078,201.7492,2.1779,2.9713,3.0153,5.1558,64.686,水层
864.21875,332.8275,8.9274,8.8092,101.5985,330.4979,5.7009,5.143,2.7507,3.3894,6.2041,0.3079,201.0926,2.1727,2.9495,2.9932,5.1938,64.6824,水层
864.25,333.8411,8.9983,8.8677,102.1636,335.2982,5.7637,5.1615,2.7507,3.429,6.2609,0.3088,201.0415,2.164,2.9495,2.9712,5.29,64.679,水层
864.28125,333.9684,9.0359,8.9303,102.7908,335.2982,5.8058,5.1708,2.7105,3.4487,6.2721,0.3088,201.1421,2.156,2.9495,2.9712,5.29,64.6321,水层
864.3125,334.7288,9.086,9.0222,103.2291,337.1938,5.891,5.199,2.6704,3.488,6.3761,0.3092,201.293,2.1483,2.9549,2.9603,5.3388,64.6321,水层
864.34375,335.8675,9.1151,9.0473,103.4796,339.7213,5.891,5.2369,2.6501,3.488,6.4583,0.3102,201.3429,2.1373,2.9657,2.9494,5.4178,64.6283,水层
864.375,336.3739,9.1442,9.0807,103.9801,339.8505,5.9558,5.2752,2.6501,3.488,6.5295,0.3114,200.4842,2.1322,2.9712,2.944,5.4878,64.6263,水层
864.40625,337.1328,9.1775,9.1142,104.1676,339.3467,5.9994,5.3334,2.6299,3.4877,6.6745,0.3114,200.0297,2.1264,2.9875,2.9386,5.4878,64.7465,水层
864.4375,338.5243,9.152,9.1393,104.4174,338.8452,6.0764,5.4021,2.6493,3.4874,6.7235,0.3118,198.9187,2.1212,2.9875,2.9331,5.5181,64.7865,水层
864.46875,339.4101,9.0676,9.1518,104.7297,338.9744,6.1097,5.5321,2.6493,3.4874,6.7851,0.3128,198.2623,2.1167,2.993,2.9331,5.5792,64.8266,水层
864.5,340.1693,9.0296,9.1226,104.8535,339.3542,6.1544,5.5728,2.689,3.4672,6.6485,0.3133,196.7475,2.1117,3.004,2.9331,5.6307,64.9465,水层
864.53125,340.5499,8.9874,9.0559,104.9776,339.8606,6.245,5.7071,2.7087,3.4469,6.5995,0.3136,195.9395,2.1069,3.015,2.9331,5.6618,64.9465,水层
864.5625,339.5428,8.9325,8.9724,105.0376,342.0113,6.2678,5.8661,2.7484,3.3864,6.4906,0.3128,195.0812,2.1031,3.0372,2.9385,5.714,64.9443,水层
