Depth,AC,CAL,CALI,GR,HAC,LLD,LLS,MINV,MNOR,MSFL,NPHI,PD,RHOB,RILD,RILM,RSFL,SP,result
992.5625,321.4005,9.637,9.5503,75.3776,334.9452,8.846,7.2257,3.2369,3.7764,9.0267,0.2979,168.8236,2.1329,2.2378,2.2544,7.4329,66.2818,水层
992.59375,319.7623,9.6831,9.613,74.9322,334.0633,9.0263,7.4272,3.2563,3.8157,9.0593,0.2967,167.4615,2.1333,2.2215,2.2544,7.5429,66.2373,水层
992.625,316.6127,9.7418,9.6757,74.5501,329.4004,9.1596,7.4272,3.2563,3.8157,9.0757,0.2957,166.4525,2.1377,2.1812,2.2216,7.6406,66.1928,水层
992.65625,316.6127,9.8005,9.7091,74.2321,329.4004,9.3806,7.5231,3.236,3.8157,9.1087,0.2946,165.948,2.1423,2.1692,2.2094,7.854,66.104,水层
992.6875,315.2275,9.8298,9.7718,73.85,327.258,9.5016,7.7186,3.236,3.8354,9.1923,0.2926,164.586,2.1483,2.1455,2.1813,8.0438,66.1017,水层
992.71875,313.2127,9.8674,9.8428,73.5315,323.0983,9.7128,7.8757,3.2158,3.875,9.3452,0.2926,163.6779,2.1501,2.1182,2.1614,8.2382,66.0973,水层
992.75,312.7094,9.9008,9.9012,73.213,319.3172,9.7842,7.8757,3.2155,3.875,9.6059,0.2916,162.2148,2.1527,2.1027,2.1535,8.5622,66.0931,水层
992.78125,314.9852,9.9216,9.9347,72.8945,319.3172,10.0383,8.0509,3.175,3.8947,10.0204,0.2916,161.7104,2.1547,2.0836,2.1378,8.6571,66.091,水层
992.8125,316.1225,9.9381,9.9349,72.7025,317.931,10.0752,8.1848,3.175,3.9341,10.5686,0.2906,160.7517,2.1559,2.076,2.1261,8.8177,66.0455,水层
992.84375,318.7769,9.8576,9.9309,72.8266,316.7977,10.2425,8.321,3.1748,3.9341,11.3329,0.2897,159.7932,2.1575,2.0647,2.1068,8.9154,65.9999,水层
992.875,321.1799,9.7813,9.9143,72.9504,320.2094,10.3368,8.4282,3.1745,3.9338,12.0191,0.2882,159.2887,2.1573,2.0685,2.0953,9.0641,65.9973,水层
992.90625,322.3188,9.7473,9.8728,73.201,323.1158,10.4701,8.5683,3.2143,3.9338,12.4457,0.2882,158.4815,2.1545,2.0915,2.0876,9.131,65.9091,水层
992.9375,323.2048,9.7049,9.8354,73.5152,324.6324,10.5469,8.6948,3.2938,3.9535,12.6994,0.2874,157.3211,2.1517,2.1225,2.0762,9.1479,65.9067,水层
992.96875,323.9645,9.6369,9.7648,73.8915,327.7927,10.6631,8.8556,3.2938,3.9732,12.8869,0.2868,156.6148,2.1475,2.1778,2.0687,8.9982,65.8617,水层
993.0,324.7263,9.6071,9.7356,74.2058,330.1957,10.7413,8.9043,3.3535,4.0127,12.8153,0.2864,155.8076,2.1427,2.2223,2.0687,8.916,65.7318,水层
993.03125,324.7289,9.5604,9.6775,74.899,330.1957,10.8002,9.0854,3.4331,4.0127,12.6043,0.2856,155.1517,2.1401,2.276,2.0764,8.8346,65.6448,水层
993.0625,324.6047,9.4966,9.6276,75.8445,331.3342,10.8593,9.0853,3.4928,4.0524,12.3509,0.2856,154.4453,2.1356,2.3013,2.1072,8.5477,65.4302,水层
993.09375,324.3548,9.4669,9.5819,76.2852,332.8528,10.8189,8.9356,3.5323,4.092,12.2374,0.2856,153.8398,2.1334,2.3483,2.1581,8.5477,65.2167,水层
993.125,323.9787,9.4455,9.4987,76.9785,333.6131,10.6996,8.66,3.5323,4.0918,12.0136,0.2856,153.5369,2.13,2.4183,2.2103,8.2548,64.749,水层
993.15625,322.4708,9.4114,9.4738,77.6085,334.121,10.4462,8.5018,3.552,4.1314,11.8813,0.2857,154.394,2.127,2.4723,2.3398,8.075,64.3237,水层
993.1875,322.4708,9.3985,9.4406,78.8073,333.115,10.2553,8.2397,3.5518,4.1708,11.6855,0.2867,155.2007,2.1252,2.5837,2.4008,7.6989,64.0255,水层
993.21875,321.2133,9.3854,9.4074,79.8801,331.9812,9.8661,7.9709,3.5516,4.1708,11.5352,0.2874,155.9569,2.1228,2.7101,2.5508,7.6989,63.388,水层
993.25,320.0815,9.3852,9.395,80.7635,328.2011,9.6505,7.6968,3.5712,4.1708,11.4714,0.2892,157.167,2.1212,2.9007,2.6317,7.6989,63.0482,水层
993.28125,318.8234,9.3806,9.391,81.8358,328.2011,9.2672,7.487,3.571,4.1905,11.4706,0.2892,158.3267,2.1202,3.0425,2.8013,7.4624,62.6661,水层
993.3125,318.8234,9.3718,9.3828,82.9089,325.9335,8.8015,7.3098,3.5309,4.1902,11.5124,0.2902,159.8393,2.127,3.1855,2.9222,7.2465,61.9023,水层
993.34375,316.687,9.3589,9.3537,83.792,323.5403,8.5775,7.0325,3.4906,4.1899,11.5329,0.2902,162.2597,2.1324,3.366,3.0821,7.0498,61.4348,水层
993.375,316.687,9.291,9.2705,85.2434,321.3988,8.2521,6.8408,3.4703,4.2094,11.5534,0.2912,163.9238,2.1386,3.5112,3.2447,7.0498,60.9678,水层
993.40625,316.687,9.2274,9.1956,86.5063,321.3988,7.8954,6.5691,3.4299,4.2094,10.9125,0.2921,166.6469,2.1496,3.6898,3.4348,6.8585,60.5427,水层
993.4375,315.9338,9.1554,9.0875,87.9581,317.999,7.652,6.4019,3.4299,4.2094,10.5568,0.2921,168.2102,2.1534,3.8702,3.6561,6.539,60.1604,水层
993.46875,315.1806,9.0664,9.05,89.0313,317.999,7.4024,6.2159,3.4295,4.2091,9.8618,0.2939,170.6308,2.1571,4.0745,3.8139,6.539,59.6501,水层
993.5,314.6788,8.9986,8.9793,90.2938,317.1191,7.2006,6.08,3.4293,4.1889,8.8311,0.2939,173.8582,2.1645,4.2192,4.0448,6.539,59.2678,水层
993.53125,314.4304,8.8969,8.9044,91.6824,316.6163,7.1083,5.936,3.429,4.1683,8.2651,0.2946,176.9846,2.1711,4.3611,4.2739,6.4083,58.7156,水层
993.5625,314.4304,8.8078,8.8378,92.6291,316.6194,6.9655,5.8598,3.4289,4.1683,7.6082,0.2952,178.094,2.1779,4.566,4.541,6.2918,58.1202,水层
993.59375,316.5795,8.7739,8.7463,94.081,316.622,6.9014,5.7421,3.4287,4.1481,7.2527,0.2955,180.5144,2.1891,4.7023,4.7631,6.1888,57.9925,水层
993.625,318.2237,8.7104,8.7213,95.659,316.3737,6.8252,5.6892,3.4484,4.0879,7.0032,0.296,182.4306,2.1955,4.8962,4.9686,5.9988,57.2707,水层
993.65625,320.1219,8.6382,8.6507,96.2267,316.1238,6.7998,5.6994,3.4881,4.0077,6.8249,0.2961,183.3382,2.2047,5.0888,5.1831,5.9988,56.9305,水层
993.6875,320.502,8.5831,8.6133,96.7936,316.6313,6.7745,5.7939,3.4879,3.9475,6.7373,0.2958,184.6492,2.2076,5.2022,5.3869,5.9114,56.3351,水层
993.71875,320.7565,8.549,8.5801,97.234,318.1499,6.8241,5.7939,3.3477,3.8874,6.7989,0.295,185.7585,2.2124,5.328,5.5477,5.8253,56.1644,水层
993.75,320.76,8.5837,8.5393,97.484,319.668,6.8994,5.8685,3.2076,3.6471,6.8613,0.2942,186.8677,2.2162,5.4799,5.4899,5.7299,56.5596,水层
993.78125,320.2582,8.5409,8.4857,97.7337,320.3011,7.027,5.9115,3.0674,3.567,6.899,0.2934,187.5735,2.2196,5.7055,5.7476,5.709,56.0475,水层
993.8125,318.7478,8.5407,8.4857,97.7958,321.6945,7.0916,5.9877,3.0473,3.487,6.9623,0.2907,188.3802,2.2254,5.7687,5.8218,5.6881,55.8333,水层
993.84375,316.7325,8.532,8.4944,97.9193,322.7088,7.1567,6.0206,3.027,3.2865,7.0389,0.2895,189.1364,2.2254,5.8217,5.8754,5.7197,55.6618,水层
993.875,313.8347,8.5275,8.4987,98.0432,322.7088,7.249,6.0648,3.0068,3.2865,7.0389,0.2867,189.0351,2.2228,5.8217,5.8754,5.7832,55.3632,水层
993.90625,313.8347,8.5273,8.5071,98.1053,323.2172,7.3425,6.1995,3.0465,3.2663,7.1164,0.2832,188.9844,2.2204,5.8217,5.8538,5.7832,55.2343,水层
993.9375,312.0714,8.5312,8.5241,98.2299,323.3455,7.4233,6.2221,3.0662,3.246,7.1554,0.2816,188.9338,2.2171,5.8216,5.8109,5.7832,55.0619,水层
993.96875,310.1813,8.5266,8.5284,98.4799,322.718,7.4642,6.2448,3.1257,3.2657,7.2077,0.2784,188.6811,2.2149,5.8109,5.7896,5.8152,54.891,水层
994.0,308.1655,8.5264,8.5286,98.7307,318.937,7.5189,6.2906,3.1257,3.2855,7.234,0.2752,188.378,2.2127,5.7366,5.7367,5.8689,54.7191,水层
994.03125,304.0087,8.5261,8.5287,99.1704,317.1711,7.5601,6.3367,3.1253,3.3053,7.2602,0.2734,188.378,2.2061,5.7366,5.6842,5.9123,54.6322,水层
994.0625,304.0087,8.53,8.5248,99.359,313.0108,7.6435,6.4183,3.125,3.345,7.3001,0.2702,188.1761,2.2061,5.6738,5.6634,6.0442,54.5453,水层
994.09375,304.0087,8.5297,8.5166,100.1143,310.6149,7.6995,6.4535,3.1247,3.3844,7.4077,0.2687,188.0749,2.2029,5.591,5.6426,6.0442,54.4151,水层
994.125,301.6148,8.5295,8.5085,100.4294,305.5712,7.7273,6.4769,3.1247,3.3844,7.5309,0.2658,188.0746,2.2001,5.591,5.6012,6.0442,54.3707,水层
994.15625,299.7257,8.525,8.5004,100.9963,302.7972,7.7269,6.5004,3.1439,3.404,7.6421,0.2646,188.3769,2.1985,5.5398,5.5602,6.1112,54.326,水层
994.1875,297.8361,8.5247,8.4964,101.752,300.1494,7.7122,6.5001,3.1439,3.404,7.7692,0.2626,188.9313,2.2015,5.5195,5.5602,6.1676,54.2809,水层
994.21875,297.8361,8.5286,8.4925,102.1925,297.1225,7.6978,6.4997,3.1439,3.4236,8.0299,0.2605,189.0319,2.2123,5.4791,5.5499,6.236,54.2356,水层
994.25,294.9389,8.5284,8.4843,102.8856,291.4482,7.655,6.4993,3.1636,3.4432,8.0299,0.2596,189.1828,2.2285,5.449,5.5093,6.3284,54.2331,水层
994.28125,293.8055,8.5324,8.4804,103.0746,288.2956,7.5845,6.4752,3.1831,3.4432,8.1784,0.2577,189.1823,2.2324,5.4389,5.479,6.3284,54.2726,水层
994.3125,293.0503,8.532,8.4805,103.767,285.6473,7.5424,6.439,3.1831,3.4824,8.3756,0.2567,189.1823,2.2404,5.4189,5.479,6.3518,54.3113,水层
994.34375,291.9169,8.5318,8.4848,103.8923,279.5949,7.4866,6.4033,3.2028,3.4824,8.5307,0.2549,189.1315,2.2522,5.4189,5.4588,6.3636,54.3917,水层
994.375,290.153,8.54,8.4935,104.7116,279.5949,7.404,6.3679,3.262,3.4824,8.7044,0.2541,189.0304,2.2556,5.399,5.4388,6.3404,54.3906,水层
994.40625,289.0202,8.5481,8.4935,105.2775,276.4428,7.363,6.3208,3.262,3.5221,8.8168,0.2525,188.9292,2.2666,5.389,5.4089,6.3288,54.4728,水层
994.4375,289.0237,8.552,8.4979,105.5294,276.195,7.2818,6.2395,3.262,3.5217,9.0131,0.2517,188.727,2.2734,5.3693,5.3594,6.2711,54.596,水层
994.46875,293.5743,8.5602,8.5024,105.9696,281.1207,7.1484,6.205,3.2616,3.5217,8.7351,0.2512,188.727,2.2798,5.3299,5.33,6.1911,54.8031,水层
994.5,293.5743,8.56,8.5024,106.4097,283.6469,7.109,6.1366,3.2616,3.5413,8.4348,0.2508,188.6762,2.2849,5.2812,5.2909,6.1346,54.8442,水层
994.53125,295.3447,8.5724,8.511,106.6612,289.078,7.0047,6.0688,3.2612,3.5409,8.0257,0.2507,188.7264,2.2917,5.2329,5.2329,6.0674,55.0105,水层
994.5625,297.2419,8.5848,8.5153,107.2908,292.3615,6.9021,6.013,3.2612,3.5409,7.7498,0.2506,189.3312,2.2981,5.1756,5.1566,5.99,55.3022,水层
994.59375,299.1391,8.6013,8.5238,107.7942,297.5406,6.8009,5.9248,3.2608,3.5203,7.4971,0.2505,189.5832,2.3019,5.0721,5.1377,5.6901,55.5952,水层
994.625,299.1391,8.6179,8.5282,108.0457,299.815,6.6765,5.8271,3.2604,3.5203,7.1599,0.2509,190.289,2.3021,5.0165,5.0907,5.6901,55.8883,水层
994.65625,300.7838,8.6346,8.5408,108.2962,303.3529,6.5788,5.7842,3.2604,3.5,6.8883,0.2517,191.9022,2.2975,4.8713,5.0257,5.5866,56.2655,水层
994.6875,303.1893,8.6681,8.566,108.5477,304.4904,6.3992,5.6574,3.1996,3.5,6.6759,0.2525,191.9022,2.2933,4.7915,4.9706,5.475,56.9788,水层
994.71875,303.1893,8.7438,8.6162,108.9879,305.5036,6.3521,5.6574,3.1996,3.4797,6.4227,0.2545,193.7173,2.289,4.6699,4.8802,5.475,57.1463,水层
994.75,304.0764,8.811,8.6663,109.2391,304.8767,6.2591,5.5847,3.1996,3.4194,6.2361,0.2566,194.7257,2.2846,4.585,4.7739,5.3657,57.7761,水层
994.78125,304.0764,8.891,8.7665,109.5521,304.5012,6.156,5.4523,3.1793,3.3387,6.0773,0.2592,196.7928,2.2822,4.4933,4.6357,5.144,58.2384,水层
994.8125,305.344,9.0131,8.8874,109.865,304.8818,6.0546,5.4022,3.139,3.3387,5.9773,0.2605,196.7928,2.2796,4.3713,4.485,5.144,58.826,水层
994.84375,305.8544,9.169,9.0291,109.8647,307.9165,6.0211,5.3625,3.139,3.3387,5.8572,0.2619,196.7928,2.2728,4.1752,4.3393,5.0505,59.2039,水层
994.875,305.8544,9.3925,9.2084,108.9766,309.055,5.9765,5.2935,3.1187,3.2984,5.7397,0.2665,197.5994,2.2728,4.0768,4.1295,4.9495,59.7075,水层
994.90625,305.8569,9.5948,9.5292,108.4673,310.1924,5.9763,5.2159,3.0381,3.2984,5.5524,0.2665,198.9606,2.2702,3.9226,4.0173,4.8596,60.2115,水层
994.9375,305.7332,9.8689,9.9041,108.2765,311.5833,5.9103,5.1395,3.0381,3.2781,5.441,0.268,199.8176,2.2686,3.8231,3.8513,4.6673,60.7569,水层
994.96875,305.6095,10.1388,10.2666,107.7676,313.48,5.8559,5.0549,2.9979,3.2778,5.2733,0.2712,199.8176,2.2658,3.665,3.7398,4.6673,61.219,水层
995.0,305.2349,10.3791,10.5291,107.2594,313.7355,5.802,4.9717,2.9979,3.2572,5.0547,0.2744,200.6241,2.2668,3.605,3.5524,4.5741,61.6804,水层
995.03125,305.1123,10.7122,10.7416,106.6232,310.962,5.7275,4.8183,2.9376,3.2572,4.8095,0.2761,201.0777,2.2686,3.5007,3.5071,4.4745,62.268,水层
995.0625,305.4949,10.9188,10.9625,106.6232,307.5579,5.6332,4.7303,2.8574,3.2572,4.5511,0.279,201.4305,2.2698,3.4056,3.4118,4.3931,62.6454,水层
995.09375,305.7489,11.1381,11.1501,106.1147,303.3982,5.5404,4.6782,2.717,3.257,4.3465,0.2836,201.7327,2.2702,3.3253,3.3253,4.3212,62.9386,水层
995.125,306.3835,11.3699,11.2918,105.7962,301.3809,5.4391,4.5006,2.717,3.2165,4.1358,0.2836,201.7827,2.2702,3.2648,3.2469,4.1655,63.4,水层
995.15625,307.0165,11.5089,11.4295,105.4138,299.7427,5.3792,4.4347,2.6368,3.1561,3.8635,0.2866,201.6313,2.2694,3.2231,3.1587,4.1655,63.6926,水层
995.1875,308.9132,11.6479,11.5254,105.2222,298.2303,5.2907,4.3618,2.5967,3.1561,3.6092,0.2907,201.278,2.2633,3.1819,3.1183,4.0228,63.9849,水层
995.21875,311.189,11.7026,11.5881,105.0935,295.584,5.1464,4.2272,2.4563,3.116,3.298,0.2922,200.8742,2.2425,3.1355,3.0616,3.9424,64.1091,水层
995.25,312.706,11.6643,11.6008,104.9651,294.0715,5.0431,4.0817,2.4563,3.0759,3.1555,0.2936,200.7227,2.2278,3.1126,3.0336,3.8003,64.191,水层
995.28125,316.3712,11.5754,11.5885,104.9626,291.8033,4.8966,4.0817,2.356,2.9956,2.9532,0.2964,202.8909,2.2084,3.0898,3.0114,3.8003,64.2721,水层
995.3125,318.393,11.4442,11.5096,104.96,294.3316,4.816,3.9413,2.2959,2.8955,2.8308,0.299,203.6472,2.1956,3.0728,2.9948,3.7313,64.143,水层
995.34375,320.4149,11.292,11.2808,105.021,298.122,4.6674,3.8907,2.0755,2.7753,2.6837,0.3003,205.513,2.1737,3.0615,2.9838,3.5902,63.9715,水层
995.375,322.1839,11.0891,11.0437,105.2086,299.891,4.5485,3.7776,2.0755,2.5749,2.5866,0.3031,208.6394,2.1611,3.0671,3.0335,3.4482,63.7155,水层
999.40625,294.3174,9.1288,8.9824,91.9429,319.484,5.0337,4.7812,2.0035,2.0835,2.8733,0.2951,217.6283,2.0582,3.6672,3.701,5.0231,63.7804,水层
999.4375,294.3174,9.0822,8.9367,91.4351,324.1586,5.1742,4.9055,1.9234,2.0633,2.8156,0.2914,215.8628,2.0488,3.6336,3.6604,5.0231,63.7784,水层
999.46875,291.0398,9.0312,8.8994,90.5465,325.9271,5.299,5.0239,1.7031,1.9631,2.7948,0.2879,214.299,2.0398,3.5807,3.6137,5.0694,63.9441,水层
999.5,289.4016,8.9888,8.8829,89.7215,328.4545,5.3872,5.1263,1.583,1.8228,2.8256,0.2847,214.0971,2.0578,3.5284,3.5675,5.1729,64.0676,水层
999.53125,286.378,8.9884,8.9415,89.0231,325.3022,5.507,5.2116,1.4428,1.7427,3.0077,0.2826,214.2986,2.0698,3.4962,3.5155,5.2785,64.2342,水层
999.5625,286.378,9.0304,9.0374,88.3239,320.1305,5.6192,5.3372,1.3225,1.6223,3.3154,0.2802,214.4999,2.0867,3.4706,3.477,5.3468,64.4845,水层
999.59375,283.9854,9.1271,9.1878,87.8794,313.9501,5.6917,5.3764,1.3225,1.6223,3.6478,0.2787,214.4997,2.1157,3.395,3.4137,5.456,64.6933,水层
999.625,282.9777,9.1817,9.2212,87.1169,310.6716,5.7757,5.5161,1.1421,1.5822,4.1332,0.2771,214.0959,2.1715,3.364,3.3028,5.5879,64.8592,水层
999.65625,282.2224,9.2827,9.288,86.9256,307.3926,5.8717,5.5873,1.1421,1.5218,4.556,0.2756,212.8347,2.2228,3.3149,3.2487,5.6498,65.0248,水层
999.6875,280.7124,9.3542,9.359,86.3533,299.6997,6.0464,5.7115,1.1019,1.5215,4.8944,0.273,211.2206,2.2511,3.2726,3.1779,5.7229,65.1481,水层
999.71875,279.9572,9.4425,9.4384,85.9709,299.6997,6.0797,5.764,1.1417,1.5213,5.3064,0.2724,209.0517,2.2635,3.2546,3.1087,5.8398,65.2722,水层
999.75,279.2024,9.4677,9.4761,85.7159,297.0523,6.1243,5.8599,1.2412,1.5212,5.6484,0.2714,206.4289,2.2796,3.213,3.0187,5.959,65.312,水层
999.78125,278.5743,9.5474,9.5012,85.5238,299.9593,6.1805,5.9682,1.321,1.5609,6.0345,0.2702,205.6723,2.2924,3.1895,2.9529,6.0472,65.4768,水层
999.8125,277.8206,9.5768,9.5348,85.7113,306.0233,6.2144,6.0342,1.6405,1.7006,6.3881,0.2699,202.5954,2.303,3.1778,2.8833,6.1707,65.4745,水层
999.84375,277.8236,9.6103,9.5516,86.4049,306.0233,6.283,6.1797,1.7403,2.04,6.6514,0.2694,201.8387,2.3096,3.1603,2.8205,6.2162,65.3448,水层
999.875,279.0887,9.6312,9.5601,86.8456,311.3284,6.3874,6.2251,2.0198,2.2596,6.6755,0.2694,200.275,2.3076,3.1545,2.7947,6.2967,65.2586,水层
999.90625,280.3539,9.5845,9.5146,87.729,316.3821,6.4935,6.3169,2.2594,2.5192,6.6997,0.2693,198.8121,2.2974,3.1661,2.8152,6.3432,65.0029,水层
999.9375,281.1152,9.5124,9.4523,88.4234,316.3821,6.5773,6.3866,2.3992,2.7787,6.6993,0.2696,198.2068,2.2868,3.1952,2.9691,6.355,64.366,水层
999.96875,281.3702,9.4362,9.3941,89.7491,314.746,6.6622,6.5284,2.6787,2.7787,6.7236,0.2704,196.7438,2.2787,3.2187,3.0074,6.3784,64.1534,水层
1000.0,279.855,9.3431,9.2985,90.4835,315.6296,6.2495,6.0237,2.9743,2.7948,6.6165,0.2687,195.5448,2.263,3.2663,3.1141,6.358,63.4748,水层
1000.03125,282.6384,9.2162,9.182,91.6831,311.3471,6.4954,6.2033,3.2933,3.1136,6.6896,0.2703,193.9292,2.2326,3.339,3.1776,6.4639,62.7962,水层
1000.0625,282.7664,9.085,9.0989,92.8195,311.3471,6.5674,6.2605,3.4526,3.5121,6.7637,0.271,193.6766,2.2232,3.4384,3.3084,6.5835,62.3719,水层
1000.09375,283.2743,8.9962,9.0074,93.0717,309.7096,6.6524,6.4236,3.4922,3.5121,6.8638,0.2717,193.121,2.215,3.5669,3.3821,6.632,61.7355,水层
1000.125,284.5396,8.8776,8.9201,93.6395,308.1987,6.7261,6.4236,3.452,3.5718,6.9399,0.2726,192.4647,2.2111,3.6799,3.4573,6.7672,61.3539,水层
1000.15625,287.4461,8.8141,8.7663,94.4599,308.1987,6.8634,6.5427,3.3518,3.6114,7.0297,0.2733,191.1017,2.2081,3.7826,3.5343,6.8421,60.6746,水层
1000.1875,289.2149,8.7463,8.7331,94.8385,306.6869,6.9268,6.5788,3.2916,3.5912,7.1207,0.2745,190.5968,2.2049,3.9311,3.6798,6.9816,60.3774,水层
1000.21875,293.2569,8.687,8.6291,95.2794,304.7978,7.0422,6.6517,3.2111,3.5709,7.2661,0.2745,189.4861,2.2015,3.9746,3.7479,7.1109,59.9107,水层
1000.25,296.9202,8.6276,8.5959,95.5306,303.7904,7.1728,6.7253,3.2111,3.5307,7.4693,0.2748,188.1736,2.2019,4.1611,3.8173,7.1764,59.5284,水层
1000.28125,298.689,8.6063,8.5378,95.6552,302.7839,7.2924,6.8248,3.1709,3.5103,7.8063,0.2753,187.5174,2.2049,4.1995,3.8738,7.2825,59.1881,水层
1000.3125,301.8475,8.5849,8.4921,95.5262,301.6522,7.4276,6.8625,3.1506,3.5101,7.9658,0.2754,186.3563,2.2079,4.2459,3.9891,7.3766,58.8466,水层
1000.34375,305.1318,8.5804,8.5007,95.3979,301.5269,7.5099,6.9131,3.1104,3.4897,8.356,0.2754,184.3876,2.2115,4.3564,4.0333,7.4582,58.6751,水层
1000.375,307.7855,8.6012,8.5676,95.1426,302.1607,7.6211,6.9767,3.1104,3.5889,8.7815,0.2751,183.7818,2.2153,4.3965,4.1382,7.5408,58.5467,水层
1000.40625,310.9453,8.6389,8.6427,94.7603,303.8048,7.6914,7.0023,3.0898,3.5889,9.0438,0.2748,181.6112,2.2193,4.4615,4.2536,7.5685,58.5434,水层
1000.4375,311.8302,8.7315,8.7137,94.0601,305.7003,7.834,7.0408,3.0898,3.6684,9.5569,0.2747,181.2073,2.2211,4.5775,4.2849,7.5963,58.5834,水层
1000.46875,313.7256,8.8494,8.8431,93.8055,308.6061,7.8917,7.0535,3.0893,3.7479,9.8604,0.2746,180.0967,2.2248,4.6112,4.3403,7.5407,58.9589,水层
1000.5,315.622,9.0178,8.9474,93.6142,312.2701,7.9499,7.0535,3.109,3.7479,10.211,0.2746,179.2385,2.2276,4.6451,4.4125,7.39,59.1262,水层
1000.53125,316.634,9.102,9.0435,92.914,315.9336,8.0231,7.0015,3.2083,3.8274,10.3051,0.2746,178.4307,2.2292,4.6965,4.4531,7.1893,59.4611,水层
1000.5625,317.7726,9.2115,9.1812,92.914,319.8495,8.0229,6.9499,3.2083,4.0261,10.0983,0.2748,177.6227,2.23,4.7397,4.4613,7.0715,59.7536,水层
1000.59375,319.0379,9.304,9.223,92.4044,321.9971,7.9639,6.8988,3.248,4.0261,9.6437,0.2748,177.4712,2.2292,4.7746,4.4367,6.8041,60.1728,水层
1000.625,320.5556,9.3797,9.3274,92.1498,326.2922,7.8616,6.8103,3.3674,4.0261,9.5377,0.275,178.2279,2.2271,4.8098,4.3881,6.6559,60.4238,水层
1000.65625,322.4524,9.4217,9.3942,91.7672,328.5664,7.7607,6.7229,3.4269,4.0856,9.2777,0.2764,179.4893,2.2207,4.8097,4.34,6.5348,60.758,水层
1000.6875,323.5901,9.4594,9.461,91.7025,332.4828,7.6471,6.6734,3.4466,4.145,9.0082,0.2764,180.3975,2.2149,4.7745,4.3004,6.4042,61.0088,水层
1000.71875,326.1181,9.4845,9.4613,91.256,336.1464,7.5909,6.5515,3.4464,4.145,8.7788,0.2775,181.457,2.2083,4.7049,4.2767,6.2762,61.1751,水层
1000.75,328.5193,9.4124,9.3656,91.1916,337.9148,7.4797,6.4081,3.4462,4.1845,8.6822,0.278,182.6679,2.202,4.6108,4.2532,6.0834,61.1722,水层
1000.78125,329.657,9.2982,9.2783,91.063,340.5686,7.343,6.3377,3.4257,4.2636,8.43,0.2795,183.3743,2.193,4.4692,4.2221,5.9837,61.1269,水层
1000.8125,330.9214,9.1671,9.1452,90.9333,342.7166,7.2622,6.199,3.3855,4.2636,8.155,0.2805,184.6861,2.1838,4.3718,4.2066,5.9073,60.9118,水层
1000.84375,333.9574,9.0486,9.0621,90.9323,344.6127,7.1558,6.0745,3.3653,4.2636,7.7736,0.2816,185.9979,2.1741,4.2531,4.1988,5.8105,60.8685,水层
1000.875,333.9574,8.9344,8.9539,90.8666,341.4624,7.1163,6.0745,3.3052,4.2633,7.7736,0.2828,186.5529,2.1669,4.1988,4.1681,5.6527,60.7377,水层
1000.90625,334.7169,8.8328,8.8874,90.9276,339.9502,7.0379,5.9416,3.2048,4.2431,7.5339,0.2837,187.0574,2.1577,4.0922,4.1148,5.6527,60.7365,水层
1000.9375,335.6027,8.7862,8.8002,90.9892,338.3126,6.9733,5.8222,3.2048,4.1425,7.41,0.2857,187.9151,2.1518,4.04,4.0252,5.6011,60.7758,水层
1000.96875,337.6293,8.769,8.7628,91.1764,336.675,6.8965,5.7159,3.1446,4.1425,7.2345,0.2857,188.9241,2.146,3.9592,3.9957,5.5499,60.8993,水层
1001.0,337.6293,8.8742,8.7172,91.3644,335.2904,6.8331,5.7159,3.1243,4.0823,7.0893,0.2865,189.5295,2.1404,3.8801,3.8943,5.5093,61.1079,水层
1001.03125,338.3889,9.0554,8.8674,91.8042,335.2904,6.7703,5.6425,3.0641,4.0221,7.0761,0.2873,190.1348,2.1356,3.7955,3.7609,5.4489,61.6105,水层
1001.0625,338.8964,9.1438,8.9717,91.8042,333.4027,6.6956,5.6217,3.0437,3.962,7.1282,0.2882,190.5382,2.1302,3.7608,3.6387,5.4289,61.8199,水层
1001.09375,339.5293,9.2701,9.2346,92.1814,333.4027,6.6956,5.5495,3.0437,3.8216,7.1938,0.2895,190.8409,2.1253,3.7128,3.5011,5.419,62.1544,水层
1001.125,340.2906,9.4091,9.3055,92.4333,332.9001,6.6585,5.4985,2.9831,3.8216,7.2735,0.2895,190.9415,2.1227,3.7128,3.4185,5.3892,62.3632,水层
1001.15625,340.7982,9.4975,9.4224,93.0627,335.5554,6.6339,5.4681,2.9831,3.8216,7.3271,0.2901,191.0926,2.1251,3.7401,3.3563,5.3892,62.5711,水层
1001.1875,340.8004,9.5985,9.5142,93.188,338.0844,6.6215,5.4378,2.9427,3.7814,7.3809,0.291,190.9409,2.1305,3.7815,3.3074,5.399,62.695,水层
1001.21875,341.0556,9.6741,9.6102,93.3133,338.0844,6.6092,5.4178,2.9427,3.7411,7.4081,0.2914,190.7892,2.1323,3.8303,3.2652,5.399,62.7767,水层
1001.25,341.184,9.7161,9.6979,93.6265,339.2232,6.5967,5.4076,2.9224,3.6809,7.4351,0.2915,190.5365,2.1356,3.8444,3.2413,5.399,62.647,水层
1001.28125,341.189,9.7032,9.6814,93.7525,340.3624,6.5843,5.4272,2.882,3.6406,7.4349,0.2913,190.1321,2.138,3.894,3.2952,5.4089,62.2223,水层
