Depth,AC,CAL,DRHO,DT,GR,HAC,ILD,ILM,LLD,LLS,MSFL,NPHI,PD,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
1294.0,404.117,9.538,0.111,100.031,88.175,310.141,3.179,2.917,4.861,4.175,2.858,0.394,187.566,5.989,2.213,3.182,-1.539,616.497,441.248,617.456,457.637,干层
1294.0625,503.09,9.396,0.107,94.55,83.723,599.885,3.209,3.119,5.408,4.891,2.804,0.391,169.045,5.917,2.239,3.785,-1.589,608.35,430.682,608.35,445.418,干层
1294.125,494.756,9.237,0.104,88.449,81.904,530.774,3.24,3.303,5.982,5.669,2.725,0.359,153.043,5.851,2.266,4.388,-1.637,602.24,420.978,604.277,439.308,干层
1294.1875,453.617,9.077,0.1,84.623,77.492,412.084,3.271,3.531,6.614,6.075,2.777,0.329,156.094,5.806,2.319,5.077,-1.692,596.13,413.92,600.204,427.088,干层
1294.25,427.449,8.99,0.095,77.177,75.708,311.423,3.271,3.74,7.33,6.519,4.085,0.298,174.969,5.723,2.4,6.361,-1.732,590.02,407.395,598.167,420.978,干层
1294.3125,423.603,9.108,0.092,74.074,74.524,312.064,3.334,3.922,7.909,6.963,11.453,0.267,192.318,5.659,2.454,7.859,-1.792,583.91,400.869,592.057,408.758,干层
1294.375,431.936,9.261,0.091,66.422,73.427,554.372,3.365,3.998,8.616,7.26,24.994,0.238,203.651,5.603,2.508,9.357,-1.86,581.874,394.344,587.984,402.648,干层
1294.4375,428.731,9.44,0.091,63.423,73.189,602.449,3.403,4.075,8.699,7.4,46.423,0.215,222.852,5.544,2.559,9.815,-2.047,581.874,387.819,585.947,396.538,干层
1294.5,423.522,9.609,0.092,56.701,74.347,540.082,3.441,4.093,8.616,7.47,56.154,0.2,230.863,5.575,2.599,10.494,-2.06,579.837,382.281,583.91,388.391,干层
1294.5625,414.04,9.785,0.092,57.735,75.265,416.909,3.478,4.114,7.986,7.081,48.224,0.201,234.169,5.613,2.588,9.722,-2.256,579.837,380.244,583.91,384.318,干层
1294.625,408.691,9.956,0.092,58.666,76.727,303.09,3.516,4.099,7.382,6.592,45.983,0.216,238.238,5.649,2.569,9.322,-2.224,581.874,378.208,581.874,384.318,干层
1294.6875,402.054,10.054,0.091,60.01,79.342,308.859,3.554,4.075,6.778,6.059,41.022,0.228,241.035,5.697,2.513,8.505,-2.238,583.91,378.208,581.874,384.318,干层
1294.75,401.239,10.095,0.09,65.078,82.897,347.841,3.565,3.998,6.203,5.592,34.895,0.249,243.324,5.755,2.462,7.115,-2.225,585.947,382.281,583.91,388.391,干层
1294.8125,418.534,10.194,0.088,72.103,86.694,426.167,3.634,3.922,5.658,5.009,38.378,0.272,248.411,5.809,2.403,6.447,-2.253,587.984,386.354,585.947,392.464,干层
1294.875,446.832,10.246,0.088,76.837,89.286,433.218,3.704,3.885,5.113,4.687,40.633,0.296,250.954,5.862,2.364,5.75,-2.07,592.057,394.501,590.02,400.611,干层
1294.9375,511.276,10.299,0.088,83.692,92.105,428.09,3.74,3.775,4.687,4.343,36.249,0.315,253.497,5.917,2.317,5.093,-2.028,596.13,402.648,594.094,408.758,干层
1295.0,576.636,10.349,0.089,85.098,94.498,416.551,3.686,3.686,4.555,4.102,22.232,0.331,254.514,5.971,2.273,4.441,-2.04,602.24,418.488,599.185,421.614,干层
1348.0,347.23,8.973,0.08,112.647,99.464,391.65,5.369,4.754,5.562,5.864,4.141,0.377,211.488,4.049,2.246,5.126,-2.174,715.835,492.261,715.835,492.261,干层
1348.0625,346.074,8.82,0.069,113.681,99.611,390.389,5.518,4.886,5.833,6.125,5.457,0.386,209.438,3.634,2.254,5.381,-2.113,718.158,494.297,718.158,494.297,干层
1348.125,345.274,8.667,0.058,114.302,99.51,391.951,5.667,5.167,6.059,6.386,6.477,0.394,207.247,3.479,2.263,5.627,-2.049,720.48,496.334,720.48,498.371,干层
1348.1875,347.611,8.591,0.047,115.233,98.822,393.894,5.817,5.51,6.415,6.646,7.542,0.402,202.313,3.372,2.272,5.874,-2.027,722.803,498.371,722.803,500.407,干层
1348.25,348.458,8.593,0.036,115.957,97.856,389.757,5.972,5.853,6.664,6.792,7.687,0.409,199.282,3.254,2.283,6.121,-2.029,724.768,500.407,724.768,502.444,干层
1348.3125,348.549,8.587,0.028,116.267,96.233,382.123,6.285,6.196,7.47,7.26,7.933,0.412,192.42,3.268,2.29,6.367,-2.029,725.88,502.444,725.88,504.481,干层
1348.375,347.723,8.582,0.023,116.68,94.566,386.083,6.612,6.539,7.687,7.687,8.216,0.413,183.401,3.27,2.293,6.634,-2.029,726.991,504.481,726.991,506.517,干层
1348.4375,347.298,8.578,0.018,116.784,93.164,402.455,6.939,6.882,8.302,8.138,8.454,0.412,173.931,3.274,2.293,7.572,-2.029,728.103,504.481,728.103,506.517,干层
1348.5,347.555,8.573,0.013,116.991,91.443,393.319,7.265,7.226,8.927,8.866,8.866,0.41,167.046,3.28,2.289,8.593,-2.029,729.215,504.481,729.215,506.517,干层
1348.5625,349.26,8.575,0.011,117.094,90.665,388.216,7.592,7.569,9.477,10.079,9.036,0.409,160.112,3.279,2.285,9.615,-2.029,730.326,504.481,730.326,506.517,干层
1348.625,350.538,8.578,0.011,117.198,89.394,382.957,7.918,7.912,11.247,11.371,10.642,0.408,155.091,3.3,2.282,10.636,-2.029,731.438,502.444,731.438,506.517,干层
1348.6875,349.761,8.582,0.01,117.094,89.3,375.614,8.245,8.372,11.795,12.663,14.347,0.407,152.399,3.307,2.275,11.947,-2.029,732.587,502.444,732.587,506.517,干层
1348.75,348.092,8.585,0.009,116.732,88.643,370.072,8.505,8.989,14.267,13.772,19.858,0.407,151.753,3.324,2.27,13.644,-2.029,730.55,502.444,730.55,506.517,干层
1348.8125,346.657,8.588,0.009,116.37,88.068,365.778,9.154,9.605,15.25,14.789,22.959,0.409,150.756,3.337,2.262,15.34,-2.028,728.513,500.407,728.513,504.481,干层
1348.875,347.556,8.592,0.008,116.163,86.629,363.526,9.692,10.221,16.772,15.806,18.129,0.41,150.016,3.345,2.258,16.76,-2.03,726.477,498.371,726.477,504.481,干层
1348.9375,347.928,8.595,0.007,115.336,85.848,367.2,10.231,10.838,17.423,16.823,13.348,0.412,148.979,3.347,2.256,18.44,-2.034,724.44,498.371,724.44,504.481,干层
1349.0,346.197,8.598,0.006,114.922,84.936,371.137,10.77,11.454,17.589,17.258,13.475,0.411,148.166,3.364,2.256,19.715,-2.122,722.403,498.371,722.403,502.444,干层
1349.0625,344.741,8.601,0.006,114.302,83.902,373.843,11.309,12.111,17.757,17.757,17.564,0.409,146.614,3.324,2.257,20.483,-2.214,718.33,496.334,718.33,500.407,干层
1349.125,344.896,8.605,0.006,114.095,83.347,375.657,11.848,12.583,18.098,18.098,21.887,0.407,145.862,3.322,2.263,20.981,-2.309,718.33,494.297,718.33,498.371,干层
1349.1875,346.204,8.608,0.006,113.578,83.204,374.853,12.463,13.199,18.446,18.623,21.374,0.405,145.893,3.28,2.268,21.535,-2.403,712.22,490.224,712.22,492.261,干层
1349.25,351.054,8.611,0.006,113.061,83.452,371.865,12.826,13.713,18.623,18.801,20.348,0.404,146.186,3.242,2.27,22.09,-2.496,712.22,488.187,712.22,490.224,干层
1349.3125,353.178,8.614,0.006,112.337,83.943,361.868,13.073,14.522,18.98,19.162,19.162,0.403,147.029,3.197,2.272,22.644,-2.591,712.22,488.187,712.22,488.187,干层
1349.375,358.328,8.612,0.005,111.923,84.729,342.236,13.199,14.802,19.345,19.53,23.198,0.4,152.284,3.172,2.272,23.082,-2.661,710.183,484.114,710.183,486.151,干层
1349.4375,362.975,8.607,0.005,110.993,85.072,336.861,13.073,15.088,19.53,19.717,26.734,0.398,160.799,3.157,2.272,23.301,-2.616,710.183,484.114,710.183,486.151,干层
1349.5,365.92,8.602,0.005,110.165,85.285,333.659,12.324,14.944,19.53,19.717,24.859,0.392,170.209,3.157,2.273,23.483,-2.81,710.183,482.077,710.183,484.114,干层
1349.5625,373.161,8.598,0.005,109.442,84.662,344.631,11.692,14.661,19.345,19.53,23.623,0.383,182.542,3.171,2.274,23.64,-2.887,712.22,482.077,712.22,482.077,干层
1349.625,358.383,8.593,0.005,108.304,84.077,357.62,11.008,13.845,18.801,18.747,24.077,0.375,199.791,3.197,2.282,23.867,-3.076,716.293,482.077,716.293,480.041,干层
1349.6875,361.381,8.593,0.006,107.684,83.55,362.163,10.403,13.27,18.446,18.073,23.849,0.366,219.768,3.197,2.287,23.867,-3.077,716.293,482.077,716.293,478.004,干层
1349.75,369.794,8.593,0.006,107.166,83.809,366.986,9.744,12.402,17.73,17.399,22.741,0.357,231.045,3.311,2.3,22.435,-3.293,722.403,482.077,722.403,478.004,干层
1349.8125,366.929,8.594,0.006,106.856,83.953,361.593,9.085,11.534,16.488,16.772,23.849,0.35,237.502,3.516,2.307,20.556,-3.227,726.477,484.114,726.477,478.004,干层
1349.875,361.875,8.592,0.004,106.649,85.503,357.938,8.426,10.666,15.246,15.231,22.959,0.34,245.104,3.717,2.315,18.729,-3.426,730.55,488.187,730.55,484.114,干层
1349.9375,366.128,8.596,0.004,107.58,87.329,360.06,7.767,9.815,13.981,13.79,22.313,0.338,246.771,3.891,2.313,16.928,-3.464,732.587,492.261,732.587,492.261,干层
1350.0,373.295,8.595,0.002,109.099,90.429,365.09,7.172,8.588,12.685,12.349,20.581,0.339,248.797,4.226,2.306,15.128,-3.46,735.642,495.316,735.642,495.316,干层
1357.0,408.582,9.138,0.057,118.542,106.196,396.068,4.484,4.405,6.034,5.889,3.403,0.368,216.028,4.874,2.112,5.03,-2.008,748.88,510.591,748.88,515.664,干层
1357.0625,407.815,8.954,0.049,119.162,106.169,403.784,4.661,4.645,6.819,6.735,3.757,0.379,210.638,4.455,2.128,5.393,-2.192,748.88,510.591,748.88,515.664,干层
1357.125,401.541,8.838,0.042,119.886,106.085,414.737,4.84,4.933,7.603,7.542,4.181,0.403,206.119,4.115,2.142,6.124,-2.238,744.807,510.591,744.807,515.664,干层
1357.1875,391.299,8.676,0.034,120.196,105.411,424.945,4.916,5.175,8.388,8.616,6.482,0.418,204.31,3.893,2.157,7.085,-2.233,742.77,508.554,742.77,515.664,干层
1357.25,384.559,8.631,0.032,120.196,105.022,435.775,5.01,5.488,9.036,9.477,14.68,0.42,203.741,3.806,2.173,8.045,-2.229,740.733,508.554,740.733,515.664,干层
1357.3125,381.254,8.594,0.023,119.99,104.967,433.532,5.105,5.972,10.322,10.716,14.403,0.421,204.486,3.684,2.186,9.006,-2.277,740.733,506.517,740.733,512.627,干层
1357.375,381.296,8.597,0.017,119.576,104.998,418.463,5.199,6.225,11.419,11.773,11.73,0.421,206.976,3.7,2.196,9.966,-2.456,742.77,506.517,742.77,512.627,干层
1357.4375,379.883,8.575,0.012,118.542,105.617,396.573,5.275,6.827,12.607,12.849,7.542,0.42,209.877,3.774,2.208,11.008,-2.462,742.77,504.481,742.77,510.591,干层
1357.5,374.332,8.573,0.009,117.715,105.948,375.474,5.275,6.934,13.348,13.348,7.834,0.418,213.433,3.917,2.219,12.758,-2.539,742.77,504.481,742.77,510.591,干层
1357.5625,366.679,8.572,0.006,115.853,106.556,360.009,5.275,7.161,13.734,13.604,18.801,0.408,218.593,4.062,2.23,14.669,-2.595,740.733,504.481,740.733,510.591,干层
1357.625,364.706,8.573,0.001,114.199,107.508,362.021,5.275,7.161,13.734,13.604,32.338,0.392,225.223,4.215,2.245,16.606,-2.652,736.66,504.481,736.66,512.627,干层
1357.6875,362.786,8.571,-99999.0,112.647,108.491,368.267,5.224,6.959,12.86,13.006,51.545,0.375,230.578,4.412,2.257,18.574,-2.714,732.704,502.444,732.704,510.591,干层
1357.75,361.463,8.579,-99999.0,111.096,109.659,371.787,5.126,6.626,11.534,11.647,51.057,0.358,234.55,4.614,2.262,21.281,-2.771,725.682,502.444,725.682,510.591,干层
1357.8125,362.029,8.596,0.001,110.269,110.859,367.237,4.981,6.232,9.698,10.289,30.835,0.348,239.264,4.819,2.253,20.68,-2.832,718.661,498.781,718.661,506.517,干层
1357.875,363.387,8.695,0.002,110.165,112.12,357.17,4.878,5.838,7.542,9.008,21.518,0.345,242.839,5.016,2.226,19.123,-2.849,711.64,494.88,711.64,502.444,干层
1357.9375,365.966,8.746,0.004,110.372,112.348,336.395,4.742,5.445,6.168,7.844,14.165,0.344,247.978,5.21,2.193,17.198,-2.848,704.618,490.979,704.618,500.407,干层
1358.0,366.551,8.841,0.005,110.683,111.292,315.702,4.605,5.051,4.731,6.679,9.766,0.344,250.238,5.533,2.159,14.871,-2.848,697.597,486.151,697.597,486.151,干层
1358.4375,318.791,9.156,0.033,97.653,89.607,322.414,3.464,3.209,3.588,3.875,2.864,0.322,260.905,7.109,2.028,3.922,-2.767,651.12,459.674,658.339,459.674,干层
1358.5,329.546,9.108,0.041,95.895,86.5,305.417,3.271,3.149,3.882,4.094,3.359,0.311,260.382,7.138,2.044,4.231,-2.742,647.047,459.674,652.846,459.674,干层
1358.5625,330.52,9.082,0.049,93.309,83.669,310.677,3.179,3.119,4.176,4.443,3.15,0.3,259.81,7.22,2.067,4.599,-2.717,645.01,455.601,647.047,455.601,干层
1358.625,319.057,9.068,0.058,91.034,81.768,348.058,3.119,3.119,4.47,4.791,2.638,0.288,258.881,7.258,2.097,4.84,-2.691,642.974,451.527,645.01,453.564,干层
1358.6875,306.463,9.05,0.066,89.276,79.567,368.708,3.06,3.119,4.765,5.106,2.296,0.277,258.162,7.324,2.129,5.428,-2.666,638.9,445.418,642.974,447.454,干层
1358.75,278.06,9.059,0.074,88.552,77.873,338.567,3.002,3.179,5.059,5.354,3.145,0.265,257.321,7.342,2.167,6.087,-2.648,636.864,439.308,638.9,441.344,干层
1358.8125,280.901,9.118,0.082,88.345,75.898,280.808,2.971,3.24,5.304,5.51,4.662,0.253,256.223,7.379,2.209,6.892,-2.692,634.827,433.198,636.864,437.271,干层
1358.875,284.964,9.207,0.092,88.552,74.565,289.052,2.921,3.271,5.406,5.562,6.002,0.246,255.224,7.377,2.219,7.44,-2.728,632.79,431.161,632.79,437.271,干层
1358.9375,294.5,9.286,0.102,89.483,73.939,309.373,2.932,3.303,5.615,5.669,4.896,0.241,254.937,7.4,2.231,7.879,-2.779,630.754,429.124,628.717,437.271,干层
1359.0,304.939,9.363,0.106,89.69,73.327,307.292,2.953,3.303,5.669,5.615,4.181,0.242,254.943,7.381,2.231,8.108,-2.812,628.717,431.161,626.68,437.271,干层
1359.0625,315.092,9.463,0.11,90.31,73.544,306.471,2.973,3.303,5.569,5.443,4.141,0.249,255.272,7.338,2.219,7.583,-2.844,622.607,431.161,622.607,437.271,干层
1359.125,320.013,9.574,0.112,90.724,73.861,305.094,2.994,3.303,5.398,5.266,4.181,0.255,256.331,7.21,2.198,7.057,-2.898,620.57,433.198,620.57,437.271,干层
1359.1875,318.572,9.757,0.113,91.034,74.12,305.488,3.031,3.303,5.226,5.09,4.261,0.261,257.192,7.05,2.178,6.444,-3.053,620.57,435.234,620.57,439.308,干层
1359.25,312.282,9.87,0.114,92.482,75.808,313.894,3.06,3.271,5.054,4.913,4.025,0.267,258.489,6.89,2.165,5.866,-3.209,624.644,439.308,624.644,441.344,干层
1359.3125,307.628,9.93,0.117,93.309,78.129,317.232,3.089,3.271,4.882,4.736,3.473,0.273,258.917,6.733,2.158,5.337,-3.263,628.717,439.308,628.717,443.381,干层
1359.375,302.802,9.935,0.122,94.86,79.87,330.508,3.122,3.24,4.711,4.555,2.912,0.28,259.601,6.571,2.162,4.794,-3.261,634.827,441.344,634.827,445.418,干层
1359.4375,311.487,9.933,0.125,95.688,81.103,335.7,3.131,3.209,4.539,4.427,3.092,0.283,259.591,6.419,2.173,4.659,-3.257,638.9,443.381,638.9,447.454,干层
1359.5,326.599,9.912,0.132,96.825,81.912,340.655,3.141,3.149,4.419,4.261,3.361,0.283,259.55,6.245,2.196,4.614,-3.258,640.937,445.418,640.937,449.491,干层
1359.5625,335.171,9.928,0.137,97.446,82.697,334.302,3.149,3.119,4.397,4.162,3.629,0.282,259.302,6.166,2.215,4.545,-3.253,642.974,447.454,642.974,451.527,干层
1367.8125,363.99,9.088,0.077,115.543,111.805,409.074,2.785,2.878,5.718,5.057,3.912,0.379,224.749,4.951,2.178,3.804,-2.025,742.77,508.464,742.77,518.737,干层
1367.875,359.49,8.949,0.067,114.509,110.767,400.656,2.962,3.207,6.227,5.669,4.748,0.381,216.836,4.697,2.192,4.358,-2.032,740.733,505.499,740.733,516.701,干层
1367.9375,354.803,8.811,0.057,112.751,109.204,396.009,3.282,3.536,6.728,6.415,5.478,0.379,208.36,4.572,2.208,4.912,-2.03,738.697,502.534,738.697,512.627,干层
1368.0,350.29,8.68,0.049,111.717,107.055,379.016,3.601,3.866,7.191,6.923,5.946,0.373,200.833,4.338,2.225,5.533,-1.989,738.697,499.569,738.697,508.554,干层
1368.0625,344.831,8.633,0.042,110.993,104.173,356.383,3.92,4.195,8.061,7.76,6.601,0.369,192.131,4.2,2.241,6.58,-1.804,738.697,496.334,738.697,502.444,干层
1368.125,342.007,8.612,0.033,109.855,102.594,359.928,4.239,4.524,8.535,8.295,8.061,0.36,187.297,4.058,2.268,7.955,-1.831,738.697,494.297,738.697,498.371,干层
1368.1875,341.604,8.617,0.029,109.338,100.208,365.771,4.559,4.854,9.036,8.699,14.132,0.353,182.234,3.984,2.29,9.12,-1.825,738.697,492.261,738.697,496.334,干层
1368.25,342.054,8.623,0.025,108.925,98.667,363.917,4.878,5.183,8.97,8.746,13.866,0.337,182.458,3.946,2.307,9.909,-1.819,736.66,490.224,736.66,492.261,干层
1368.3125,347.068,8.63,0.024,109.338,97.615,354.46,5.197,5.512,8.788,8.876,12.308,0.334,183.781,3.916,2.321,10.101,-1.824,736.66,492.261,736.66,492.261,干层
1368.375,350.204,8.636,0.025,109.648,97.242,350.053,5.609,5.841,8.606,9.006,10.522,0.332,186.489,3.972,2.329,10.198,-1.863,734.623,492.261,734.623,494.297,干层
1368.4375,356.973,8.642,0.025,110.579,97.583,356.052,6.082,6.171,8.424,9.123,10.226,0.332,188.927,4.034,2.331,9.894,-2.05,730.55,494.297,730.55,496.334,干层
1368.5,362.897,8.649,0.026,111.923,98.176,357.314,6.556,6.447,8.216,9.298,10.423,0.338,190.937,4.088,2.32,9.604,-2.017,726.477,496.334,726.477,496.334,干层
1368.5625,369.368,8.654,0.026,113.164,99.188,355.707,7.029,6.749,8.295,9.387,11.795,0.347,194.335,4.142,2.31,9.18,-2.035,722.403,498.371,724.44,498.371,干层
1368.625,374.405,8.655,0.027,114.716,100.475,355.679,7.44,7.149,8.863,9.659,11.267,0.366,197.535,4.197,2.29,9.268,-2.025,718.33,498.371,722.403,500.407,干层
1368.6875,378.177,8.656,0.027,116.887,101.502,372.801,7.656,7.583,9.387,9.938,10.019,0.384,198.58,4.252,2.27,9.538,-2.027,714.257,500.407,718.33,500.407,干层
1368.75,380.9,8.651,0.028,117.818,102.385,392.943,7.955,8.031,10.092,10.522,8.772,0.419,194.351,4.278,2.25,9.909,-2.068,712.22,502.444,718.33,500.407,干层
1368.8125,384.99,8.627,0.027,118.645,102.561,414.824,8.108,8.586,10.782,11.564,7.524,0.423,182.91,4.274,2.23,11.022,-2.258,710.183,502.444,716.293,500.407,干层
1368.875,386.043,8.615,0.025,118.956,102.173,441.405,8.136,8.752,11.473,12.429,6.664,0.425,171.008,4.273,2.212,12.844,-2.218,710.183,500.407,714.257,500.407,干层
1368.9375,381.683,8.598,0.022,117.818,101.267,447.578,8.186,8.921,12.164,13.348,7.4,0.425,158.358,4.238,2.205,14.667,-2.239,710.183,500.407,714.257,500.407,干层
1369.0,378.783,8.593,0.022,117.014,99.858,437.594,8.155,8.921,12.849,13.734,16.874,0.425,148.544,4.215,2.203,15.978,-2.27,712.22,496.334,714.257,500.407,干层
1369.0625,373.944,8.593,0.019,115.44,97.744,401.72,8.086,8.836,14.541,14.267,42.892,0.418,149.308,4.174,2.207,17.749,-2.457,712.22,496.334,714.257,500.407,干层
1369.125,369.264,8.593,0.017,113.992,96.399,363.984,8.017,8.752,14.68,14.68,69.229,0.408,155.22,4.122,2.222,19.158,-2.47,712.22,492.261,716.293,498.371,干层
1369.1875,364.384,8.593,0.014,111.717,94.017,345.871,7.947,8.586,14.403,14.962,48.752,0.394,163.52,4.066,2.24,18.976,-2.667,712.22,492.261,716.293,496.334,干层
1369.25,357.79,8.593,0.011,109.442,93.356,334.216,7.878,8.344,14.132,14.561,25.655,0.379,169.823,4.01,2.264,18.101,-2.633,714.257,486.151,718.33,494.297,干层
1369.3125,356.821,8.593,0.009,107.684,91.654,336.704,7.809,8.186,13.063,13.669,17.293,0.368,176.903,3.954,2.294,16.302,-2.664,716.293,486.151,718.33,492.261,干层
1369.375,353.557,8.593,0.007,106.029,91.209,349.024,7.74,7.955,12.035,12.776,14.34,0.351,186.446,3.898,2.324,14.502,-2.735,716.293,482.077,720.367,490.224,干层
1369.4375,351.738,8.593,0.005,105.305,91.365,345.911,7.67,7.804,11.008,11.884,11.387,0.339,187.426,3.842,2.352,12.949,-2.803,716.293,482.077,722.403,488.187,干层
1369.5,348.993,8.598,0.003,104.891,92.19,333.66,7.601,7.511,9.938,10.991,9.938,0.329,188.931,3.786,2.375,12.306,-2.877,716.293,480.041,722.403,486.151,干层
1369.5625,347.05,8.617,0.002,105.822,94.094,315.468,7.532,7.369,9.21,10.226,11.144,0.324,189.914,3.739,2.378,11.741,-2.947,716.293,480.041,722.403,486.151,干层
1369.625,348.677,8.656,0.004,106.96,97.771,317.427,7.404,7.23,8.699,9.844,14.403,0.318,194.603,3.738,2.374,11.113,-3.02,712.22,478.004,720.367,486.151,干层
1369.6875,354.152,8.679,0.006,107.787,101.313,339.606,7.25,7.025,8.374,9.659,13.998,0.317,198.568,3.735,2.366,10.784,-3.073,712.22,480.041,718.33,486.151,干层
1369.75,360.651,8.719,0.009,109.235,105.871,363.307,7.096,6.891,8.061,9.298,12.136,0.319,204.843,3.758,2.352,10.414,-3.107,708.147,482.077,716.293,486.151,干层
1369.8125,361.706,8.738,0.013,110.269,109.29,381.264,6.942,6.79,7.834,9.298,9.614,0.322,206.879,3.796,2.338,10.043,-3.144,708.147,484.114,714.257,486.151,干层
1369.875,356.868,8.727,0.018,112.234,115.457,378.509,6.762,6.69,7.687,9.123,8.082,0.33,209.078,3.873,2.326,9.722,-3.179,706.11,488.187,712.22,488.187,干层
1369.9375,357.524,8.716,0.022,112.969,119.044,361.767,6.571,6.589,7.614,9.104,6.989,0.339,209.416,3.937,2.314,9.629,-3.214,708.147,490.224,712.22,490.224,干层
1370.0,361.68,8.694,0.026,113.78,122.536,363.192,6.54,6.447,7.542,9.062,7.056,0.349,209.521,4.014,2.304,9.629,-3.259,711.202,493.279,712.22,492.261,干层
1370.0625,371.048,8.672,0.031,114.62,125.599,376.347,6.325,6.264,7.687,9.036,8.003,0.358,209.51,4.077,2.299,9.722,-3.244,714.257,496.334,714.257,496.334,干层
1370.125,380.079,8.647,0.035,115.46,128.292,386.556,6.205,6.146,7.834,9.036,9.387,0.369,209.435,4.137,2.293,9.956,-3.284,716.293,496.334,716.293,496.334,干层
1370.1875,388.38,8.633,0.04,115.957,128.684,393.129,6.087,6.03,7.985,9.298,8.616,0.381,208.626,4.234,2.283,10.194,-3.093,720.367,496.334,718.33,496.334,干层
1370.25,384.685,8.635,0.042,116.06,128.81,394.392,6.087,5.972,7.985,9.477,5.723,0.391,207.924,4.281,2.276,10.431,-3.012,722.403,498.371,720.367,498.371,干层
1370.3125,380.194,8.634,0.043,116.163,126.745,394.639,5.972,5.915,7.985,9.567,5.778,0.393,205.838,4.377,2.269,10.903,-2.826,726.477,500.407,726.477,502.444,干层
1370.375,376.376,8.634,0.043,116.06,125.433,393.118,5.941,5.915,7.909,9.659,6.059,0.392,204.171,4.445,2.266,11.22,-2.855,728.513,500.407,728.513,504.481,干层
1370.4375,371.872,8.634,0.043,115.646,122.463,390.06,5.882,5.803,7.76,9.537,6.923,0.386,204.709,4.525,2.262,11.546,-2.858,732.587,500.407,732.587,506.517,干层
1370.5,371.413,8.635,0.041,115.129,119.472,381.444,5.803,5.803,7.687,9.36,10.308,0.378,205.866,4.568,2.262,11.657,-2.695,736.66,500.407,736.66,506.517,干层
1370.5625,377.487,8.634,0.038,114.819,116.779,371.642,5.819,5.748,7.542,9.183,12.972,0.366,209.482,4.62,2.263,11.22,-2.499,738.697,500.407,738.697,508.554,干层
1370.625,387.218,8.635,0.035,114.819,114.869,362.625,5.853,5.694,7.439,9.006,11.576,0.363,213.143,4.672,2.251,10.746,-2.268,738.697,500.407,738.697,508.554,干层
1370.6875,392.429,8.638,0.031,115.026,111.634,352.903,5.803,5.694,7.316,8.907,8.632,0.361,221.134,4.722,2.229,9.944,-2.228,740.733,504.481,740.733,510.591,干层
1370.75,394.528,8.657,0.029,115.233,109.783,343.652,5.748,5.694,7.191,9.101,6.857,0.362,228.843,4.783,2.203,9.141,-2.205,742.77,504.481,742.77,512.627,干层
1370.8125,397.097,8.659,0.022,116.06,107.153,345.446,5.694,5.694,7.26,9.295,11.795,0.367,236.397,4.854,2.174,8.519,-2.188,750.916,506.517,750.916,510.591,干层
1370.875,399.628,8.677,0.011,116.577,103.98,355.316,5.586,5.694,7.542,9.489,11.463,0.374,242.518,4.927,2.144,8.586,-2.162,754.99,508.554,754.99,512.627,干层
1370.9375,394.936,8.689,0.002,117.094,101.59,410.69,5.428,5.748,7.76,9.683,8.718,0.381,246.286,4.996,2.1,8.669,-2.142,763.136,510.591,763.136,515.664,干层
1371.0,389.963,8.714,-0.005,117.301,97.568,446.275,5.025,5.803,8.061,9.877,5.841,0.396,247.928,5.073,2.027,8.921,-2.12,767.21,512.627,767.21,518.737,干层
1371.0625,385.511,8.717,-0.009,117.921,95.141,447.522,4.748,5.803,8.616,10.129,3.234,0.394,247.762,5.142,1.997,9.447,-2.098,773.32,516.701,773.32,522.811,干层
1371.125,382.525,8.718,-0.01,118.438,92.169,429.86,4.484,5.533,8.374,9.812,6.098,0.391,246.272,5.204,1.995,10.801,-2.075,775.356,520.774,775.356,528.921,干层
1371.1875,384.928,8.72,-0.009,119.266,90.697,401.761,4.316,5.164,8.216,9.358,10.206,0.388,245.057,5.383,1.993,11.769,-2.055,771.283,524.847,771.283,535.031,干层
1371.25,395.688,8.765,-0.009,119.886,89.235,369.779,4.154,4.767,7.504,8.904,16.613,0.387,244.162,5.671,1.992,12.345,-2.032,769.246,537.067,769.246,539.104,干层
1371.3125,406.411,8.849,-0.009,121.437,89.348,330.422,4.037,4.371,6.838,8.449,16.146,0.389,246.124,5.928,1.991,13.073,-2.077,767.21,543.177,767.21,545.214,干层
1371.375,417.821,8.989,-0.006,122.265,89.28,316.625,3.922,3.974,6.172,7.909,8.035,0.394,251.612,6.265,1.979,11.328,-2.135,765.173,547.251,765.173,547.251,干层
1371.4375,428.094,9.279,-0.004,123.609,89.475,319.762,3.885,3.599,5.506,7.175,3.838,0.403,256.963,6.597,1.966,10.056,-2.193,767.21,545.214,767.21,547.251,干层
1371.5,442.987,9.533,-0.001,125.367,90.354,344.285,3.848,3.366,4.962,6.27,2.828,0.418,265.211,6.914,1.948,8.59,-2.25,767.21,543.177,767.21,547.251,干层
1371.5625,455.948,9.834,0.002,126.401,91.191,372.08,3.848,3.271,4.025,5.365,2.639,0.421,267.016,7.222,1.926,7.125,-2.308,771.283,539.104,771.283,543.177,干层
1371.625,465.085,10.028,0.005,127.849,91.858,458.619,3.848,3.179,3.625,4.777,2.477,0.423,268.658,7.543,1.899,5.48,-2.365,773.32,539.104,773.32,543.177,干层
