Depth,AC,CAL,DRHO,DT,GR,HAC,ILD,ILM,LLD,LLS,MSFL,NPHI,PD,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
1526.625,266.002,8.005,0.019,82.451,53.957,270.62,16.55,19.158,17.094,18.623,23.4,0.203,107.363,4.015,2.3,21.281,-30.53,567.617,396.538,567.617,400.611,油气同层
1526.6875,265.92,8.006,0.019,82.347,53.104,265.456,16.517,18.976,17.094,18.623,23.623,0.203,105.37,4.041,2.301,21.079,-30.52,567.617,396.538,567.617,400.611,油气同层
1526.75,265.88,8.007,0.02,82.244,52.208,258.437,16.485,19.158,17.094,18.883,23.347,0.203,103.763,4.066,2.301,21.281,-30.506,567.617,396.538,567.617,402.648,油气同层
1526.8125,265.925,8.007,0.02,82.244,51.331,257.798,16.453,19.158,17.258,19.244,22.469,0.203,101.599,4.091,2.3,21.486,-30.515,567.617,397.447,567.617,402.648,油气同层
1526.875,266.592,8.008,0.02,82.244,50.385,258.974,16.442,19.158,17.757,19.604,21.479,0.203,100.608,4.117,2.298,21.9,-30.512,569.654,398.447,569.654,402.648,油气同层
1526.9375,269.664,8.009,0.02,82.347,49.9,263.125,16.6,19.342,18.098,19.965,21.074,0.203,99.259,4.142,2.294,22.323,-30.512,569.654,399.448,569.654,402.648,油气同层
1527.0,273.937,8.009,0.02,82.658,49.983,266.236,16.6,19.715,18.621,20.325,22.101,0.203,98.63,4.168,2.29,23.148,-30.514,569.654,400.448,569.654,402.648,油气同层
1527.0625,275.857,8.01,0.02,83.071,49.789,267.076,16.6,19.715,19.338,20.677,22.313,0.205,98.816,4.193,2.286,23.928,-30.51,571.69,401.449,571.69,402.648,油气同层
1527.125,278.726,8.011,0.02,83.485,49.571,267.584,16.6,19.905,19.981,21.088,22.526,0.207,99.601,4.219,2.282,24.707,-30.508,571.69,402.449,571.69,404.684,油气同层
1527.1875,280.572,8.011,0.019,83.899,49.259,266.628,16.442,20.096,20.345,21.491,22.959,0.211,100.177,4.252,2.276,25.487,-30.367,573.727,403.45,573.727,404.684,油气同层
1527.25,283.548,8.012,0.018,84.312,48.74,277.032,16.442,20.289,20.71,21.893,23.4,0.215,100.96,4.297,2.271,26.266,-30.185,573.727,404.45,573.727,404.684,油气同层
1527.3125,284.396,8.013,0.018,84.726,47.735,282.741,16.286,20.483,21.074,22.295,25.011,0.219,101.257,4.342,2.266,26.894,-29.99,575.764,404.956,575.764,404.909,油气同层
1527.375,286.474,8.013,0.017,85.14,47.242,283.293,16.183,20.483,21.438,22.697,26.302,0.223,101.751,4.388,2.261,27.252,-29.829,575.764,405.714,575.764,405.534,油气同层
1527.4375,287.046,8.014,0.016,85.657,45.955,282.445,15.978,20.483,21.892,23.099,27.771,0.228,101.397,4.395,2.256,27.609,-29.481,575.764,406.472,575.764,406.159,油气同层
1527.5,288.267,8.016,0.016,85.967,45.6,281.293,15.978,20.289,22.313,23.501,28.575,0.228,100.621,4.379,2.254,27.967,-29.1,577.8,407.23,577.8,406.785,油气同层
1527.5625,288.337,8.021,0.016,86.484,46.214,280.851,15.688,20.096,22.959,23.849,28.848,0.228,100.044,4.364,2.253,28.345,-28.262,577.8,407.988,577.8,407.41,油气同层
1527.625,287.713,8.025,0.017,86.794,48.1,285.384,15.272,19.715,23.178,23.849,28.848,0.228,98.991,4.352,2.251,28.892,-27.897,577.8,408.746,577.8,408.035,油气同层
1527.6875,285.36,8.03,0.017,87.104,50.218,293.942,14.855,19.158,23.4,23.849,28.305,0.228,98.012,4.339,2.252,29.17,-27.189,577.8,409.504,577.8,408.661,油气同层
1527.75,283.644,8.034,0.018,87.208,52.305,292.312,14.438,18.617,23.178,23.623,27.771,0.228,98.103,4.337,2.251,29.45,-26.642,577.8,410.262,577.8,409.286,油气同层
1527.8125,281.547,8.039,0.018,87.311,54.415,286.359,13.968,18.265,22.302,22.986,28.305,0.228,99.199,4.458,2.252,30.018,-25.302,577.8,411.02,577.8,409.911,油气同层
1527.875,279.936,8.042,0.018,87.104,56.099,281.791,13.303,17.413,21.452,22.099,29.383,0.228,100.9,4.537,2.252,29.343,-24.354,579.837,411.778,579.837,410.537,油气同层
1527.9375,277.38,8.048,0.018,87.001,57.12,275.834,12.639,16.921,20.601,21.211,30.717,0.228,102.433,4.78,2.252,27.663,-23.245,579.837,412.536,579.837,411.162,油气同层
1528.0,275.482,8.053,0.018,86.505,59.75,272.188,11.975,15.267,19.717,20.287,32.05,0.229,106.026,5.025,2.246,24.426,-22.2,579.837,413.294,579.837,411.787,油气同层
1530.0,258.011,9.758,0.14,78.52,86.402,274.665,6.433,6.611,6.072,6.067,6.002,0.213,165.318,5.984,2.329,6.001,-10.918,608.35,412.831,608.35,429.124,油水同层
1530.0625,256.074,9.663,0.128,77.797,85.715,275.434,6.712,6.896,6.415,6.411,6.117,0.209,159.79,5.817,2.325,6.508,-11.94,604.277,406.721,604.277,423.014,油水同层
1530.125,252.061,9.548,0.117,77.59,83.546,275.442,6.992,7.18,6.664,6.756,6.117,0.207,154.1,5.538,2.322,6.874,-12.975,602.24,400.611,602.24,416.904,油水同层
1530.1875,240.981,9.405,0.106,77.59,81.604,273.423,7.271,7.464,7.191,7.101,6.002,0.209,147.44,5.172,2.327,7.291,-14.049,594.094,396.538,594.094,408.758,油水同层
1530.25,238.42,9.201,0.096,77.694,79.461,272.14,7.551,7.748,7.4,7.4,6.059,0.211,143.818,4.841,2.333,7.707,-15.022,590.02,392.464,590.02,404.684,油水同层
1530.3125,236.574,8.999,0.085,78.004,77.327,272.915,7.83,8.033,7.649,7.854,6.477,0.216,139.688,4.474,2.346,8.124,-16.539,585.947,386.354,585.947,400.611,油水同层
1530.375,238.062,8.796,0.076,78.314,74.873,279.424,8.109,8.317,7.986,8.216,6.792,0.218,137.867,4.318,2.356,8.541,-17.889,581.874,386.354,581.874,400.611,油水同层
1530.4375,243.962,8.585,0.067,79.142,72.325,283.168,8.389,8.601,8.323,8.535,8.535,0.222,134.997,4.121,2.368,8.958,-19.327,571.69,386.354,571.69,400.611,油水同层
1530.5,249.001,8.437,0.066,79.866,69.958,280.305,8.668,8.885,8.66,8.951,9.751,0.224,133.192,4.082,2.373,9.375,-20.666,569.654,386.354,569.654,400.611,油水同层
1530.5625,255.737,8.324,0.053,80.9,68.745,276.947,8.947,9.17,8.997,9.298,11.572,0.228,131.906,4.055,2.377,9.791,-22.224,565.58,388.391,565.58,404.684,油水同层
1530.625,262.249,8.228,0.047,81.83,67.591,276.347,9.227,9.454,9.334,9.567,12.021,0.229,131.122,4.035,2.372,10.198,-22.828,565.58,392.464,565.58,406.721,油水同层
1530.6875,268.342,8.127,0.041,82.761,66.827,276.18,9.495,9.738,9.671,9.938,12.252,0.231,129.457,4.022,2.363,10.622,-24.344,565.58,394.501,565.58,406.721,油水同层
1530.75,273.997,8.099,0.033,83.485,66.246,278.21,9.721,10.05,10.008,10.226,12.252,0.233,128.962,4.012,2.353,11.037,-25.038,565.58,398.574,565.58,408.758,油水同层
1530.8125,278.361,8.072,0.029,84.829,65.656,283.017,9.946,10.405,10.344,10.423,12.252,0.234,127.314,4.004,2.343,11.451,-25.411,567.617,400.611,567.617,408.758,油水同层
1530.875,279.226,8.083,0.027,85.346,65.042,284.172,10.172,10.759,10.694,10.739,12.488,0.234,126.27,3.979,2.333,11.865,-25.622,567.617,404.684,567.617,408.758,油水同层
1530.9375,279.37,8.093,0.025,85.967,64.091,282.6,10.397,11.114,11.048,11.009,12.488,0.234,123.932,3.949,2.315,12.279,-26.004,567.617,406.721,567.617,408.758,油水同层
1531.0,279.544,8.105,0.022,86.381,63.121,280.071,10.623,11.468,11.402,11.279,12.37,0.234,122.123,3.856,2.297,12.693,-26.431,567.617,408.758,567.617,408.758,油水同层
1531.0625,280.025,8.117,0.022,86.484,62.55,273.899,10.849,11.822,11.756,11.548,12.136,0.232,121.006,3.821,2.284,13.107,-26.62,567.617,408.758,567.617,408.758,油水同层
1531.125,280.111,8.128,0.021,86.484,61.676,271.169,11.074,12.177,12.11,11.818,12.37,0.23,120.327,3.795,2.27,13.522,-26.774,567.617,408.758,567.617,408.758,油水同层
1531.1875,279.414,8.138,0.021,86.277,61.243,269.072,11.3,12.531,12.464,12.088,13.092,0.229,119.554,3.805,2.261,13.936,-26.859,569.654,408.758,569.654,408.758,油水同层
1531.25,279.414,8.138,0.021,85.76,60.91,265.287,11.526,12.886,12.728,12.357,14.11,0.227,119.423,3.825,2.25,14.35,-26.943,569.654,408.758,569.654,408.758,油水同层
1531.3125,278.032,8.135,0.021,85.14,60.669,261.856,11.751,13.24,13.115,12.627,15.105,0.224,118.94,3.855,2.245,14.764,-27.013,571.69,408.758,571.69,408.758,油水同层
1531.375,276.497,8.113,0.022,84.416,60.138,260.568,11.977,13.595,13.573,13.061,16.613,0.221,117.961,3.902,2.244,15.22,-27.091,569.654,408.758,569.654,408.758,油水同层
1531.4375,270.952,8.136,0.022,83.382,60.017,258.004,12.197,13.949,14.03,13.594,17.258,0.217,116.766,4.025,2.244,15.826,-27.173,569.654,408.758,569.654,408.758,油水同层
1531.5,269.309,8.131,0.022,82.554,59.787,256.512,12.41,14.304,14.487,14.127,16.932,0.214,115.261,4.145,2.247,16.432,-27.258,569.654,407.287,569.654,407.287,油水同层
1531.5625,268.679,8.108,0.023,81.934,59.566,255.13,12.622,14.658,14.962,14.659,17.094,0.211,114.429,4.269,2.252,17.038,-27.533,569.304,405.894,568.93,405.894,油水同层
1531.625,267.831,8.084,0.024,81.107,59.102,260.676,12.835,15.012,15.543,15.192,17.423,0.208,113.439,4.355,2.258,17.644,-27.781,568.886,404.5,568.065,404.5,油水同层
1531.6875,266.396,8.061,0.024,80.693,57.623,275.263,13.048,15.367,16.3,15.725,18.098,0.206,113.131,4.4,2.263,18.25,-27.848,568.468,403.107,567.2,403.107,油水同层
1531.75,262.834,8.037,0.024,80.279,56.985,276.623,13.26,15.721,16.772,16.258,18.801,0.205,112.822,4.43,2.269,18.856,-27.987,568.05,401.714,566.335,401.714,油水同层
1531.8125,259.951,8.015,0.024,80.072,56.056,278.948,13.473,16.286,17.423,16.79,19.905,0.202,112.786,4.47,2.272,19.528,-28.215,567.617,400.321,565.471,400.321,油水同层
1531.875,255.187,8.005,0.024,80.072,55.503,279.49,13.583,16.6,17.927,17.323,21.376,0.201,112.112,4.48,2.279,20.289,-28.313,565.58,398.928,564.606,398.928,油水同层
1531.9375,252.352,7.996,0.023,80.072,54.795,278.668,13.977,16.921,18.623,17.856,22.526,0.2,111.936,4.503,2.286,21.281,-28.464,563.544,398.574,563.741,400.611,油水同层
1532.0,253.097,7.986,0.023,80.279,54.041,277.901,14.112,17.083,18.98,18.388,21.892,0.198,111.61,4.532,2.289,21.9,-28.623,563.544,398.574,562.877,400.611,油水同层
1532.0625,255.746,7.977,0.024,80.486,53.641,276.035,14.247,17.247,19.276,18.801,22.101,0.199,111.427,4.589,2.292,22.323,-28.767,563.544,398.574,562.012,402.648,油水同层
1532.125,259.18,7.977,0.024,80.693,53.299,275.292,14.297,17.413,19.56,18.837,22.526,0.2,111.118,4.624,2.293,22.537,-28.864,563.544,400.611,561.147,402.648,油水同层
1532.1875,262.956,7.996,0.024,80.796,53.266,274.068,14.359,17.413,19.844,18.881,22.959,0.203,111.101,4.686,2.295,22.502,-28.932,563.544,400.611,560.282,404.684,油水同层
1532.25,263.594,7.994,0.024,80.9,53.032,274.772,14.42,17.58,20.287,18.925,20.287,0.205,111.667,4.73,2.295,22.444,-29.045,563.544,402.648,559.47,406.721,油水同层
1532.3125,267.585,7.994,0.022,81.003,52.724,274.897,14.482,17.58,20.141,18.98,19.905,0.208,112.289,4.77,2.292,22.385,-29.126,561.507,402.648,557.434,406.721,油水同层
1532.375,270.101,7.991,0.022,81.107,52.332,275.164,14.522,17.749,19.88,18.801,21.165,0.209,113.686,4.77,2.288,22.323,-29.248,559.47,402.648,555.397,406.721,油水同层
1532.4375,275.312,7.956,0.02,81.313,51.802,278.166,14.661,17.749,19.619,18.801,26.481,0.209,115.088,4.746,2.283,22.022,-29.074,557.434,404.684,553.36,408.758,油水同层
1532.5,276.82,7.937,0.02,81.313,51.218,283.149,14.522,17.749,19.358,18.623,25.982,0.209,117.116,4.721,2.277,21.699,-28.926,555.397,404.684,551.324,408.758,油水同层
1532.5625,278.687,7.931,0.019,81.417,51.188,288.872,14.384,17.749,19.097,18.446,24.174,0.209,118.72,4.691,2.271,21.377,-28.823,553.36,404.684,551.324,408.758,油水同层
1532.625,277.08,7.932,0.018,81.417,51.159,290.109,14.247,17.58,18.801,18.446,23.178,0.206,119.913,4.666,2.265,21.054,-28.662,551.324,404.684,549.287,408.758,油水同层
1532.6875,273.406,7.932,0.017,81.313,51.392,281.642,14.112,17.58,18.98,18.446,22.313,0.2,120.224,4.67,2.259,20.879,-28.486,551.324,402.648,547.251,404.684,油水同层
1532.75,268.187,7.935,0.017,80.9,51.754,278.94,13.817,17.413,19.53,18.601,21.05,0.193,119.712,4.669,2.254,21.692,-28.053,549.287,400.611,545.214,398.574,油水同层
1532.8125,262.482,7.96,0.017,80.383,51.767,284.803,13.566,17.247,19.717,18.843,20.09,0.188,119.227,4.669,2.254,22.323,-27.637,549.287,398.574,545.214,394.501,油水同层
1532.875,258.127,7.973,0.016,79.452,52.041,287.066,13.315,17.083,20.287,19.085,19.53,0.18,118.935,4.668,2.256,23.192,-27.17,549.287,396.538,545.214,390.428,油水同层
1532.9375,249.027,7.987,0.017,78.521,52.156,270.54,13.065,16.76,20.677,19.327,24.775,0.173,120.339,4.669,2.26,24.096,-26.353,551.324,396.538,545.214,388.391,油水同层
1533.0,245.102,8.016,0.018,77.491,52.798,235.134,12.814,16.442,20.677,19.53,25.25,0.167,122.801,4.669,2.268,24.797,-25.974,553.36,392.464,545.214,386.354,油水同层
1533.0625,245.679,8.039,0.018,76.143,53.626,217.977,12.564,15.821,20.205,19.345,26.481,0.165,127.388,4.666,2.284,24.561,-24.972,553.36,392.464,547.251,384.318,油水同层
1533.125,247.887,8.094,0.024,75.005,54.539,212.539,12.345,14.931,19.717,18.801,27.508,0.164,130.962,4.676,2.3,23.867,-24.346,555.397,392.464,547.251,384.318,油水同层
1533.1875,249.625,8.197,0.029,74.592,57.749,247.972,11.885,14.041,18.806,17.803,29.124,0.164,138.23,4.657,2.316,22.323,-22.818,555.397,392.464,547.251,382.281,油水同层
1533.25,249.888,8.298,0.037,73.868,59.546,246.592,11.478,13.151,17.085,16.307,27.732,0.169,144.491,4.853,2.332,20.293,-21.537,555.397,392.464,549.287,382.281,油水同层
1533.3125,249.91,8.401,0.046,73.764,64.269,252.38,11.07,12.261,15.517,14.812,23.425,0.171,149.28,4.976,2.347,18.052,-19.006,555.397,392.464,551.324,382.281,油水同层
1533.375,249.828,8.495,0.055,73.971,67.359,252.468,10.662,11.371,14.35,13.316,17.839,0.175,152.122,5.165,2.352,15.811,-17.836,555.397,392.464,551.324,382.281,油水同层
1562.0,299.363,10.226,0.136,91.241,92.7,301.545,4.641,4.037,4.221,4.102,3.514,0.209,220.329,6.72,2.295,4.748,-8.595,585.947,423.383,585.947,423.383,干层
1562.0625,301.833,10.167,0.132,91.861,92.537,300.563,4.837,4.194,4.181,4.141,3.49,0.217,219.649,6.84,2.27,4.154,-8.564,577.8,420.978,577.8,420.978,干层
1562.125,310.295,10.091,0.126,91.965,92.088,312.58,5.032,4.357,4.487,4.581,3.391,0.229,217.996,6.883,2.244,4.194,-8.755,571.69,417.789,571.69,417.789,干层
1562.1875,313.117,10.0,0.118,89.793,90.788,323.45,5.227,4.614,5.009,5.118,3.234,0.233,215.05,6.656,2.226,4.316,-8.784,567.617,414.259,567.617,414.259,干层
1562.25,299.338,9.917,0.109,88.449,88.501,329.215,5.428,5.077,5.862,5.654,3.025,0.234,206.424,6.38,2.205,4.748,-8.806,565.58,410.73,565.58,410.73,干层
1562.3125,274.943,9.795,0.098,85.553,86.502,326.807,5.533,5.376,6.95,6.453,2.997,0.231,195.488,6.096,2.211,5.658,-8.803,563.544,407.201,563.544,407.201,干层
1562.375,254.805,9.64,0.093,83.382,82.34,312.162,5.748,5.859,8.038,7.457,3.238,0.212,182.526,5.729,2.225,6.596,-9.187,561.507,403.672,561.507,403.672,干层
1562.4375,242.418,9.492,0.087,79.555,78.997,286.297,5.803,6.205,9.125,8.461,4.419,0.191,171.272,5.345,2.254,7.534,-9.216,561.507,400.142,561.507,400.142,干层
1562.5,229.481,9.346,0.082,77.177,74.177,264.518,6.03,6.762,10.324,9.567,6.37,0.171,150.165,4.961,2.299,9.842,-9.571,559.47,396.613,559.47,396.613,干层
1562.5625,227.764,9.189,0.077,74.902,72.009,243.603,6.087,7.093,11.926,11.406,8.32,0.152,140.337,4.654,2.348,12.463,-9.853,559.47,393.084,559.47,393.084,干层
1562.625,229.664,9.056,0.077,72.73,68.189,226.192,6.476,7.44,13.709,13.734,12.468,0.137,132.418,4.555,2.404,16.126,-10.207,557.434,389.555,557.434,389.555,干层
1562.6875,231.377,8.822,0.077,70.869,66.405,211.825,6.835,7.656,14.962,13.998,17.665,0.121,129.804,4.502,2.449,19.342,-10.36,555.397,386.025,555.397,386.025,干层
1562.75,230.28,8.775,0.081,70.145,64.314,212.942,7.194,7.879,15.993,14.541,39.49,0.108,131.728,4.493,2.473,20.483,-10.527,555.397,382.281,555.397,382.281,干层
1562.8125,228.632,8.813,0.083,70.248,64.952,221.621,7.552,8.031,15.012,14.104,37.439,0.104,135.574,4.553,2.493,21.079,-10.682,552.533,380.244,552.533,380.244,干层
1562.875,229.836,8.865,0.086,71.075,65.95,231.332,7.911,8.186,13.826,13.062,34.237,0.105,142.557,4.649,2.472,21.281,-10.844,547.16,378.208,547.16,378.208,干层
1562.9375,232.461,8.954,0.089,72.11,68.247,242.275,8.27,8.489,13.096,12.02,22.56,0.114,149.951,4.736,2.448,18.987,-11.005,541.786,378.208,541.786,378.208,干层
1563.0,237.501,9.04,0.093,74.023,70.294,253.376,8.663,8.774,12.093,11.247,14.403,0.133,158.382,4.827,2.425,17.073,-11.164,536.413,378.208,536.413,378.208,干层
1563.0625,246.111,9.095,0.095,75.296,72.937,266.119,9.082,9.058,11.066,10.423,7.834,0.145,161.644,4.848,2.402,15.037,-11.324,531.039,378.208,531.039,378.208,干层
1563.125,250.767,9.149,0.1,77.177,75.0,266.347,9.447,9.343,10.038,10.033,7.963,0.156,165.691,4.872,2.378,12.775,-11.487,524.847,378.208,524.847,378.208,干层
1563.1875,255.332,9.212,0.102,78.418,76.982,265.701,10.296,9.629,9.387,9.387,8.203,0.167,166.808,4.864,2.359,10.697,-11.637,522.811,378.208,522.811,378.208,干层
1563.25,255.419,9.236,0.108,79.142,77.016,269.899,10.697,9.815,9.21,9.123,8.563,0.175,166.113,4.739,2.355,10.394,-11.802,518.737,378.208,518.737,378.208,干层
1563.3125,251.695,9.22,0.112,79.762,76.677,285.633,11.22,10.394,9.387,9.341,8.284,0.179,164.838,4.566,2.357,10.184,-12.03,518.737,378.208,518.737,380.244,干层
1563.375,247.464,9.172,0.113,79.245,75.952,293.585,11.22,10.799,10.152,10.128,7.085,0.182,162.04,4.407,2.371,10.831,-12.083,518.737,378.208,518.737,380.244,干层
1563.4375,241.872,9.07,0.112,78.211,73.325,282.172,11.328,11.328,11.031,11.354,6.117,0.18,156.288,4.245,2.392,11.478,-12.05,518.737,378.208,518.737,380.244,干层
1563.5,239.719,8.977,0.109,77.384,72.595,267.546,11.22,11.882,11.909,12.37,6.059,0.172,151.229,4.107,2.409,12.111,-12.233,522.811,380.244,522.811,382.281,干层
1563.5625,237.813,8.873,0.106,75.729,70.213,248.584,10.985,12.345,13.096,13.604,10.558,0.159,145.771,3.995,2.439,14.13,-12.276,526.884,378.208,526.884,382.281,干层
1563.625,237.782,8.789,0.103,74.695,70.236,243.641,10.755,12.583,14.132,14.541,17.156,0.146,138.504,3.872,2.468,16.108,-12.28,528.921,376.171,528.921,382.281,干层
1563.6875,237.629,8.731,0.101,73.04,69.155,236.946,10.526,12.704,15.395,15.691,23.623,0.132,132.652,3.879,2.496,17.749,-12.271,532.994,376.171,532.994,378.208,干层
1563.75,237.713,8.689,0.098,72.11,68.98,230.515,10.296,12.583,17.927,16.932,22.779,0.122,131.166,3.947,2.529,20.879,-12.387,535.031,374.134,535.031,378.208,干层
1563.8125,237.831,8.675,0.096,71.282,69.342,221.241,10.066,12.463,18.98,17.258,20.41,0.114,130.55,4.057,2.533,22.11,-12.524,537.067,374.134,537.067,376.171,干层
1563.875,238.357,8.691,0.094,71.282,70.319,211.586,9.854,12.227,18.46,16.534,18.271,0.109,132.274,4.203,2.531,23.415,-12.671,537.067,374.134,537.067,376.171,干层
1563.9375,238.871,8.779,0.094,71.593,72.638,213.578,9.68,11.882,16.836,15.841,17.423,0.106,136.131,4.35,2.527,23.867,-12.606,537.067,374.134,537.067,376.171,干层
1564.0,239.981,8.917,0.095,72.323,74.354,220.114,9.507,11.531,15.212,14.77,15.466,0.108,140.944,4.465,2.508,22.084,-12.524,537.067,376.171,537.067,376.171,干层
1564.0625,241.781,9.036,0.101,73.494,77.245,227.781,9.334,11.088,13.588,13.796,13.083,0.113,145.707,4.526,2.488,20.462,-12.443,537.067,378.208,537.067,378.208,干层
1564.125,244.994,9.166,0.109,74.488,79.167,229.317,9.16,10.645,12.155,12.822,10.324,0.122,152.047,4.56,2.468,18.663,-12.349,537.067,380.244,537.067,380.244,干层
1564.1875,249.62,9.255,0.118,75.626,82.048,235.372,8.987,10.203,11.296,11.848,9.751,0.136,159.914,4.582,2.445,16.772,-12.261,537.067,382.281,537.067,382.281,干层
1564.25,258.436,9.389,0.126,77.487,84.398,247.477,8.663,9.76,10.436,10.874,9.005,0.14,168.649,4.59,2.435,14.881,-11.876,539.104,384.318,539.104,384.318,干层
1564.3125,261.578,9.445,0.134,78.211,85.801,254.93,8.248,9.317,9.577,9.9,8.047,0.146,178.253,4.609,2.43,12.991,-11.895,543.177,386.354,543.177,386.354,干层
1564.375,265.476,9.493,0.143,79.659,87.817,262.829,7.833,8.874,8.717,8.926,7.26,0.153,187.812,4.608,2.428,11.436,-11.685,545.214,389.282,545.214,389.607,干层
1568.8125,218.01,9.088,0.153,71.179,68.257,250.526,6.205,6.822,16.0,18.653,10.226,0.14,125.068,5.553,2.443,12.787,-8.77,545.214,374.134,545.214,374.134,干层
1568.875,203.537,9.084,0.148,69.007,67.02,219.513,6.146,7.649,19.568,21.479,10.033,0.121,112.68,5.285,2.468,17.732,-8.782,541.141,370.061,541.141,370.061,干层
1568.9375,192.904,9.05,0.134,65.698,65.664,197.962,7.233,8.476,24.287,28.305,28.689,0.108,101.848,5.006,2.493,23.192,-8.973,532.994,359.878,532.994,359.878,干层
1569.0,180.85,8.976,0.121,64.043,65.692,182.577,7.946,9.303,29.006,31.499,74.022,0.095,98.111,4.777,2.521,29.13,-9.214,526.884,355.804,526.884,355.804,干层
1569.0625,179.836,8.89,0.105,61.768,66.483,186.423,8.659,10.101,31.428,35.566,107.243,0.083,98.111,4.478,2.549,35.76,-9.487,518.737,351.731,518.737,351.731,干层
1569.125,181.984,8.831,0.098,61.044,67.112,190.91,9.372,11.113,33.274,39.116,87.617,0.072,100.908,4.227,2.578,42.39,-9.621,512.627,349.695,512.627,349.695,干层
1569.1875,178.234,8.768,0.082,61.044,68.322,193.428,10.093,12.227,32.237,37.269,64.797,0.068,106.435,3.932,2.598,48.4,-9.607,508.554,347.658,508.554,347.658,干层
1569.25,177.814,8.721,0.07,61.975,69.531,196.184,10.818,13.073,30.612,35.504,42.209,0.068,113.592,3.843,2.603,50.768,-9.611,502.444,345.621,502.444,345.621,干层
1569.3125,174.489,8.682,0.059,63.113,70.509,202.551,11.544,13.713,28.576,33.738,44.689,0.071,120.695,3.796,2.601,52.245,-9.611,502.444,345.621,502.444,345.621,干层
1569.375,185.322,8.636,0.053,64.767,71.644,209.738,12.269,14.522,26.269,31.61,41.122,0.081,128.675,3.721,2.594,48.203,-9.61,500.407,345.621,500.407,345.621,干层
1569.4375,196.379,8.63,0.037,65.491,72.2,216.874,12.949,15.088,23.961,28.894,33.274,0.087,134.302,3.683,2.589,44.824,-9.611,500.407,345.621,500.407,345.621,干层
1569.5,202.11,8.614,0.033,66.836,73.173,224.922,13.073,15.379,21.654,26.178,20.64,0.094,140.644,3.746,2.581,39.335,-9.609,500.407,353.768,500.407,353.768,干层
1569.5625,205.865,8.594,0.027,67.456,73.87,235.944,12.826,15.233,19.347,23.462,15.543,0.097,141.749,3.946,2.576,33.154,-9.613,502.444,357.841,502.444,357.841,干层
1569.625,211.214,8.57,0.024,68.283,74.971,229.951,12.339,14.661,17.039,20.746,22.101,0.102,142.557,4.178,2.571,27.544,-9.606,504.481,365.988,504.481,365.988,干层
1569.6875,220.87,8.571,0.024,68.594,75.882,234.201,11.907,13.804,14.732,18.271,21.892,0.104,142.87,4.362,2.569,24.797,-9.614,508.554,372.098,508.554,372.098,干层
1569.75,225.216,8.594,0.028,69.524,77.014,240.546,11.25,12.637,12.996,16.09,16.613,0.108,143.633,4.729,2.563,22.537,-9.638,512.627,378.208,512.627,378.208,干层
1570.0,272.124,8.785,0.052,77.435,85.705,196.295,8.628,8.404,7.784,8.914,24.775,0.117,174.659,5.563,2.47,15.675,-9.376,522.811,388.391,522.811,388.391,干层
1570.0625,290.566,8.91,0.057,78.418,88.999,206.265,8.424,7.583,6.783,7.47,13.536,0.133,186.015,5.722,2.439,13.222,-9.344,524.847,388.391,524.847,388.391,干层
1570.125,292.769,9.029,0.061,79.452,91.561,262.79,8.264,7.161,5.945,7.26,5.723,0.147,200.237,5.871,2.408,11.184,-9.273,526.884,388.391,526.884,388.391,干层
1570.1875,293.693,9.248,0.063,81.21,95.54,308.938,8.108,7.093,6.11,7.26,3.987,0.164,206.104,6.08,2.366,9.635,-9.216,528.921,388.391,528.921,388.391,干层
1570.25,291.314,9.371,0.064,81.934,94.414,325.999,7.954,7.161,6.472,7.4,3.912,0.179,206.141,6.004,2.329,8.424,-9.155,530.957,388.391,530.957,388.391,干层
1570.3125,285.517,9.433,0.067,81.83,92.537,323.244,7.813,7.369,7.03,8.231,4.051,0.185,194.995,5.753,2.311,8.108,-9.107,532.994,386.354,532.994,386.354,干层
1570.375,278.311,9.354,0.069,81.727,90.805,314.957,7.671,7.511,7.542,8.972,4.458,0.193,183.296,5.531,2.32,8.031,-9.018,535.031,388.391,535.031,388.391,干层
1570.4375,270.52,9.262,0.073,80.425,85.98,298.9,7.511,7.804,8.454,9.712,4.942,0.194,171.6,5.305,2.352,9.357,-9.158,537.067,392.464,537.067,392.464,干层
1570.5,263.445,9.17,0.077,78.012,82.846,284.584,7.369,8.108,9.21,10.423,5.406,0.188,160.272,5.06,2.367,11.008,-9.208,541.141,394.501,541.141,394.501,干层
1570.5625,257.095,9.074,0.083,75.911,78.958,270.573,7.093,7.955,10.129,11.035,10.351,0.172,149.279,4.853,2.421,12.463,-9.195,545.214,392.464,545.214,392.464,干层
1570.625,251.092,9.004,0.088,74.178,75.774,248.836,6.827,7.804,10.93,11.247,15.102,0.157,139.11,4.74,2.466,14.944,-9.341,547.251,392.464,547.251,392.464,干层
1570.6875,246.445,8.969,0.092,73.04,74.843,213.0,6.634,7.511,11.354,11.463,27.771,0.148,141.18,4.729,2.477,16.921,-9.567,549.287,390.428,549.287,390.428,干层
1570.75,246.99,8.962,0.093,72.834,75.526,191.996,6.508,7.23,10.678,10.818,23.736,0.14,144.498,4.765,2.482,17.247,-9.658,553.36,388.391,553.36,388.391,干层
1570.8125,252.32,9.0,0.092,72.523,77.015,194.732,6.534,7.093,10.082,10.274,16.146,0.144,166.154,4.789,2.473,16.739,-9.873,557.434,388.391,557.434,388.391,干层
