Wellname,Depth,X,Y,GR,SP,CAL,AC,CNL,DEN,LLD,LLS,MSFL,lith
long291,2222.29875,5143500.3,21613750.3,107.8125,6.3398,8.625,-99999,14.5,2.6317,9.1892,8.9509,11.1953,4
long291,2222.33,5143500.3,21613750.3,98.0625,6.3555,8.6406,-99999,13.31,2.6211,9.189,8.931,11.7863,4
long291,2222.36125,5143500.3,21613750.3,103.625,6.332,8.6328,-99999,12.87,2.6106,8.6914,8.4643,11.6103,4
long291,2222.3925,5143500.3,21613750.3,105.3125,6.3477,8.5859,-99999,12.51,2.598,7.9401,7.8654,10.9062,4
long291,2222.42375,5143500.3,21613750.3,110.625,6.3594,8.6016,-99999,12.47,2.6044,7.7909,7.6753,12.4922,4
long291,2222.455,5143500.3,21613750.3,110.75,6.3398,8.5703,-99999,12.41,2.6291,7.9043,7.8281,17.4375,4
long291,2222.48625,5143500.3,21613750.3,109.75,6.3516,8.5938,-99999,12.55,2.6201,8.3861,8.281,28.6719,4
long291,2222.5175,5143500.3,21613750.3,109.5,6.332,8.6016,-99999,12.09,2.616,9.2383,9.0792,42.0625,4
long291,2222.54875,5143500.3,21613750.3,103.248,6.3086,8.6016,-99999,11.75,2.5832,10.0942,9.8296,24.8594,4
long291,2222.58,5143500.3,21613750.3,102,6.3164,8.5938,-99999,11.45,2.5727,10.8618,10.5094,16.3594,4
long291,2234.205,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,11.3828,4
long291,2234.23625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,10.3359,4
long291,2234.2675,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,8.7422,4
long291,2234.29875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,8.125,4
long291,2234.33,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,8.4688,4
long291,2234.36125,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,9.6719,4
long291,2234.3925,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,10.4297,4
long291,2234.42375,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,10.1172,4
long291,2234.455,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,9.6719,4
long291,2234.48625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,9.6719,4
long291,2234.5175,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,9.625,4
long291,2234.54875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,9.314,4
long291,2234.58,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,8.7891,4
long291,2234.61125,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,8.2812,4
long291,2234.6425,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,8.1094,4
long291,2234.67375,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,7.9883,4
long291,2234.705,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,7.9141,4
long291,2234.73625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.3047,4
long291,2234.7675,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.7344,4
long291,2234.79875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,3.752,4
long291,2234.83,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,3.418,4
long291,2234.86125,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,3.2852,4
long291,2234.8925,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,3.6035,4
long291,2234.92375,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.0469,4
long291,2234.955,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.8633,4
long291,2234.98625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.5703,4
long291,2235.0175,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.1602,4
long291,2235.04875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.0234,4
long291,2235.08,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.4375,4
long291,2235.11125,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,5.2812,4
long291,2235.1425,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.0234,4
long291,2235.17375,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.4297,4
long291,2235.205,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.7461,4
long291,2235.23625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,7.1289,4
long291,2235.2675,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,7.4102,4
long291,2235.29875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,7.6953,4
long291,2235.33,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,7.8398,4
long291,2235.36125,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,8.1703,4
long291,2235.3925,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,8.4062,4
long291,2235.42375,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,7.3789,4
long291,2235.455,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.7852,4
long291,2235.48625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.2031,4
long291,2235.5175,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.5742,4
long291,2235.54875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.6758,4
long291,2235.58,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.582,4
long291,2235.61125,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,5.3203,5
long291,2235.6425,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.7344,5
long291,2235.67375,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.4961,5
long291,2235.705,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,5.0039,5
long291,2235.73625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6,5
long291,2235.7675,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,8.0604,5
long291,2235.79875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,11.5078,5
long291,2235.83,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.9062,5
long291,2235.86125,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.6406,5
long291,2235.8925,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.5703,5
long291,2235.92375,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.7188,5
long291,2235.955,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.8672,5
long291,2235.98625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.5312,5
long291,2236.0175,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.1016,5
long291,2236.04875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,12.7188,5
long291,2236.08,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,12.5625,6
long291,2236.11125,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,12.4922,6
long291,2236.1425,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,12.8125,6
long291,2236.17375,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.2946,6
long291,2236.205,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.8047,6
long291,2236.23625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,14.0781,6
long291,2236.2675,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.7109,6
long291,2236.29875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.2578,6
long291,2236.33,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.125,6
long291,2236.36125,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,13.8359,5
long291,2236.3925,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,14.7734,5
long291,2236.42375,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,15.2188,5
long291,2236.455,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,14.7656,5
long291,2236.48625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,12.5859,5
long291,2236.5175,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.6484,5
long291,2236.54875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.7812,5
long291,2236.58,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,3.9901,5
long291,2236.61125,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,4.5117,5
long291,2236.6425,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,5.3359,5
long291,2236.67375,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,6.5234,5
long291,2236.705,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,8.1172,5
long291,2236.73625,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,9.3438,5
long291,2236.7675,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,10.5938,5
long291,2236.79875,5143500.3,21613750.3,-99999,-99999,-99999,-99999,-9999900,-99999,-99999,-99999,11.7734,5
long291,2236.83,5143500.3,21613750.3,62.4688,-5.9609,8.7266,-99999,13.59,2.4904,33.4567,33.2529,35.7477,5
long291,2236.86125,5143500.3,21613750.3,73.1875,-5.5078,8.7266,-99999,11.69,2.5312,20.748,21.0044,36.375,5
long291,2236.8925,5143500.3,21613750.3,91.625,-5.1211,8.7266,-99999,11.23,2.587,15.8111,16.3032,39.9375,5
long291,2236.92375,5143500.3,21613750.3,105.4375,-4.918,8.7266,-99999,15.64,2.6133,15.0893,15.7632,46.125,5
long291,2236.955,5143500.3,21613750.3,101.6875,-5.0312,8.75,-99999,20.81,2.584,15.3676,16.1714,61.5312,5
long291,2236.98625,5143500.3,21613750.3,84.625,-5.582,8.7656,-99999,22.56,2.5224,23.0768,23.4886,88.1875,5
long291,2237.61125,5143500.3,21613750.3,92.5625,-3.4062,8.6953,-99999,15.83,2.4866,20.0611,21.061,33.2855,6
long291,2237.6425,5143500.3,21613750.3,102.8125,-3.1035,8.6953,-99999,15.78,2.501,13.5604,14.6335,32.7526,6
long291,2237.67375,5143500.3,21613750.3,107.3125,-2.7695,8.6953,-99999,17.22,2.4905,11.3241,12.3874,33.4688,6
long291,2237.705,5143500.3,21613750.3,98.9375,-2.5938,8.7266,-99999,17.82,2.4992,10.9738,11.8818,34.4375,6
long291,2237.73625,5143500.3,21613750.3,94,-2.3887,8.7578,-99999,17.73,2.5604,9.9614,10.8175,34.8438,6
long291,2237.7675,5143500.3,21613750.3,92.5138,-2.1969,8.7578,-99999,16.69,2.6105,10.5849,11.2609,34.3438,6
long291,2237.79875,5143500.3,21613750.3,101.125,-1.958,8.7578,-99999,16.08,2.6157,11.2785,12.0438,34.5625,6
long291,2237.83,5143500.3,21613750.3,101.9375,-1.8633,8.7578,-99999,15.12,2.5976,10.6983,11.8589,34.7188,6
long291,2237.86125,5143500.3,21613750.3,97.25,-2.0977,8.7578,-99999,13.68,2.5968,12.1526,13.5041,35.2188,6
long291,2237.8925,5143500.3,21613750.3,85.1777,-2.3361,8.7578,-99999,12.16,2.5937,13.9464,15.2531,33.6875,6
long291,2237.92375,5143500.3,21613750.3,79.0625,-2.4766,8.7578,-99999,12.15,2.5873,17.7575,18.7557,33.1875,6
long291,2237.955,5143500.3,21613750.3,81.125,-2.5586,8.7578,-99999,11.4,2.571,15.049,15.9817,32.6875,6
long291,2237.98625,5143500.3,21613750.3,90.8125,-2.373,8.7578,-99999,12.55,2.5601,11.3771,12.0254,29.7188,6
long291,2238.0175,5143500.3,21613750.3,100.375,-2.4082,8.7578,-99999,14.12,2.5672,10.5519,11.1263,23.0156,6
long291,2238.04875,5143500.3,21613750.3,102.6875,-2.4141,8.7578,-99999,16.26,2.5689,10.7861,11.1662,18.3039,6
