wellname,Depth,GR,SP,CAL,AC,CNL,DEN,LLD,LLS,MSFL,lith
long121,1665.475,99.5025,-5.75,12.1246,234.3826,21.33,2.3858,4.0855,3.3145,5.7891,12
long121,1665.50625,102.5639,-5.75,11.6724,230.9447,22.68,2.3639,4.0849,3.2932,4.2926,12
long121,1665.5375,104.3125,-5.75,12.2578,228.5235,24.27,2.3419,4.2261,3.4403,4.1249,12
long121,1665.56875,100.8085,-5.75,11.828,226.8659,26.15,2.2889,4.5664,3.6071,4.0665,12
long121,1665.6,95.875,-5.75,11.7422,230.1679,28.2,2.2446,4.5554,3.4557,4.1016,12
long121,1665.63125,94.7515,-5.5,11.6327,233.4699,28.97,2.2066,4.1163,3.2595,4.7617,12
long121,1665.6625,96.6875,-5.5,11.4453,236.5169,30.32,2.1773,4.4679,3.6193,5.5625,12
long121,1665.69375,94.3724,-5.7502,11.3431,239.3095,30.9,2.1889,4.4325,3.6841,6.4961,12
long121,1665.725,91.125,-6,10.5234,240.7054,31.07,2.2005,4.5231,3.7523,5.5295,12
long121,1665.75625,94.3158,-6.5006,11.2113,242.9901,30.53,2.2116,4.8978,4.0999,4.8072,12
long121,1665.7875,98.5,-7.25,11.7031,246.1635,29.76,2.2226,6.7276,5.5482,4.2337,12
long121,1666.6,103.5,-7.25,10.2031,250.118,16.28,2.5232,5.9263,4.9916,3.4157,12
long121,1666.63125,106.063,-5.9998,10.6095,244.8997,14.81,2.5213,5.6194,4.833,3.293,12
long121,1666.6625,106.625,-5.75,10.75,239.9358,12.84,2.5117,4.8026,4.3392,3.2539,12
long121,1666.69375,106.125,-5.5,10.8359,232.9351,11.84,2.502,4.9417,4.4753,3.2227,12
long121,1666.725,106.3143,-5.4998,10.1875,228.8628,10.99,2.4971,4.9081,4.6382,3.2072,12
long121,1666.75625,108.5625,-5.25,10.25,225.8064,10.39,2.4824,5.1373,4.893,3.3049,9
long121,1666.7875,110.1864,-5.25,10.6563,222.3678,10.11,2.4785,4.9475,4.7737,3.4045,9
long121,1666.81875,108.875,-5.25,10.7891,226.6872,10.04,2.4687,4.3221,4.2256,3.498,9
long121,1666.85,105.3725,-4.7498,11.0155,231.8967,10.09,2.4648,3.9868,3.9677,3.3555,9
long121,1666.88125,102.25,-4.5,10.8828,234.1813,10.31,2.4511,3.3704,3.4012,3.209,9
long121,1666.9125,103.5609,-4,10.9064,236.4667,10.68,2.4413,3.274,3.255,3.0859,9
long121,1666.94375,101.5,-4,11.2031,237.8597,11.14,2.4335,3.0592,3.0185,3.1114,9
long121,1666.975,100.433,-4,11.5313,238.8734,11.75,2.4286,2.6158,2.6202,3.1406,9
long121,1667.00625,94.8125,-4,11.6797,239.8864,12.65,2.4256,2.9919,2.92,3.1581,9
long121,1667.0375,91.3672,-4.0002,11.718,240.8994,13.41,2.4247,4.565,4.3236,3.127,9
long121,1667.06875,81.6875,-4.25,10.6641,242.2939,14.38,2.4251,5.0962,4.9243,3.0977,9
long121,1667.1,76.6875,-4.25,9.8438,244.1963,15.44,2.4267,5.351,5.6637,3.0879,9
long121,1667.13125,77.8214,-4,10.4142,246.0987,16.26,2.4282,5.3899,6.9323,3.4249,9
long121,1667.1625,88.875,-4,10.5234,246.986,17.26,2.4297,4.2529,6.2169,3.8803,9
long121,1667.19375,99.4402,-3.7498,10.3357,248.3797,18.02,2.4312,3.0509,4.3532,4.4523,9
long121,1667.225,102.8125,-3.5,10.0234,249.5199,18.6,2.4286,2.9772,4.1022,4.1172,9
long121,1667.25625,102.7491,-3.25,9.7734,250.1521,19.19,2.4261,3.0447,4.1641,3.7988,9
long121,1667.2875,101.625,-3.25,9.7188,250.9107,19.6,2.4214,3.0384,4.2246,3.5273,9
long121,1667.31875,97.4946,-3.0002,9.8666,251.6686,20.09,2.4167,3.965,5.576,3.8809,9
long121,1667.35,90.75,-3.25,9.0625,252.553,20.49,2.4133,4.8067,6.0719,4.3532,9
long121,1667.38125,78.9395,-2.9996,9.4299,253.313,20.99,2.4099,4.3956,5.0976,5.0159,9
long121,1668.00625,107.3773,-4.9998,8.9062,278.149,20.17,2.5152,6.893,6.8299,24.7988,11
long121,1668.0375,110.3125,-4.75,8.9219,268.3528,18.97,2.5193,6.0124,5.7915,25.6094,11
long121,1668.06875,117.3164,-4.4994,8.9532,259.8275,17.9,2.5234,4.2439,4.3194,27.8125,11
long121,1668.1,122.1875,-3.75,9.0234,252.4468,16.79,2.5262,3.9602,4.0252,30.2969,11
long121,1668.13125,132.6383,-3.7504,9.4604,204.8806,15.4,2.5291,4.6347,4.5431,33.2188,11
long121,1668.1625,149.25,-4.25,8.8828,197.3698,14.11,2.5278,5.0716,4.9004,23.8615,11
long121,1668.19375,149.7351,-5.0006,8.875,197.4962,12.72,2.5266,8.0101,7.2518,18.2569,11
long121,1668.225,131.125,-5.75,8.875,199.1443,11.74,2.5235,15.6298,13.9553,14.6458,11
long121,1668.25625,96.4251,-6.2502,8.875,200.5388,10.89,2.5205,16.0177,14.0861,16.8125,11
long121,1668.2875,80.9336,-6.4998,8.8828,201.551,10.3,2.5216,17.5078,14.7976,20.3438,11
long121,1668.31875,76.0625,-6.25,8.9062,202.5647,9.67,2.5227,16.4166,13.9454,26.3438,11
long121,1668.35,81.6248,-6.4998,8.9297,203.7049,9.26,2.5278,12.1908,10.9088,20.8174,11
long121,1668.38125,81.4375,-6.25,8.9609,205.3522,8.8,2.5329,8.4078,7.9529,16.3829,11
long121,1668.4125,84.4979,-6.0004,8.9688,206.3667,8.49,2.5378,8.3953,7.6893,13.159,11
long121,1668.44375,81.875,-6.5,8.9688,209.0321,8.01,2.5428,8.5208,7.7658,7.7734,11
long121,1668.475,82.811,-6.2496,8.9375,211.8261,7.64,2.5478,8.4874,7.7205,5.5039,11
long121,1668.50625,80.9375,-5.75,8.9375,215.1281,7.17,2.5528,8.3794,7.6256,4.25,11
long121,1668.5375,88.9375,-5.5,8.9531,219.4474,6.81,2.5566,8.1986,7.3943,5.0195,11
long121,1668.56875,88.9375,-5.5,8.9453,222.8758,6.52,2.5604,7.987,7.1921,6.4415,11
long121,1668.6,90.4356,-4.9994,8.9297,225.2876,6.65,2.5571,7.5869,6.8277,9.7106,11
long121,1668.63125,88.125,-4.25,8.9297,228.3345,7.16,2.5538,6.5368,5.785,12.8393,11
long121,1668.6625,95.4424,-3.9992,8.9453,230.1119,8.08,2.5486,5.7201,5.129,17.4844,11
long121,1668.69375,101.5026,-2.9996,8.9688,230.234,9.64,2.5435,5.4482,4.8489,22.875,11
long121,1668.725,104.6875,-2.5,8.9531,230.3561,11.11,2.5425,5.631,4.883,12.8984,11
long121,1668.75625,105.6263,-1.999,8.9453,230.2253,12.54,2.5415,6.0196,5.0811,8.6588,11
long121,1668.7875,107.1875,-0.75,8.9375,231.4926,13.19,2.5469,6.0869,5.1194,6.4705,11
long121,1668.81875,110.7498,-0.75,8.9375,234.4116,13.73,2.5523,5.5724,4.7664,7.1632,11
long121,1668.85,110.5,-0.75,8.9453,236.3162,14.37,2.5569,5.3166,4.5543,8.4141,11
long121,1668.88125,109.5001,-1.5,8.9141,238.8559,15.02,2.5615,5.5614,4.7005,10.8047,11
long121,1668.9125,109.625,-1.5,8.9141,241.0134,15.39,2.5577,6.0863,5.0826,14.25,11
long121,1668.94375,106.1215,-1.5008,8.8984,243.298,15.68,2.5499,6.7253,5.6796,19.8438,11
long121,1668.975,101.8125,-2.5,8.875,245.4533,15.93,2.5401,7.6725,6.4544,29.5889,11
long121,1669.00625,94.3743,-3.5004,8.8828,246.722,16.32,2.5264,8.9443,7.3239,27.5585,11
long121,1669.0375,93.5,-4,8.875,248.2437,16.68,2.5078,9.2602,7.5442,25.8874,11
long121,1669.06875,92.2556,-3.999,8.8828,250.399,17.04,2.4922,8.4244,6.9189,24.5625,11
long121,1669.1,99.2541,-2.7494,8.875,251.1598,17.38,2.4824,7.249,6.0385,30.0781,11
long121,1669.13125,104.3125,-2,8.875,252.2999,17.72,2.4715,6.324,5.2289,38.4062,11
long121,1669.1625,112.4407,-1.5002,8.8828,253.1842,17.56,2.4678,5.5637,4.6533,51.3125,11
long121,1669.19375,116.4375,-1.75,8.875,253.69,17,2.4641,5.8725,4.8114,41.2019,11
long121,1669.225,114.868,-1.5006,8.8673,254.1936,16.53,2.4627,6.2501,5.095,34.1774,11
long121,1669.25625,106.1875,-2.25,8.9844,254.5714,15.88,2.4614,6.6575,5.4427,29.9844,11
long121,1669.2875,97.3731,-2.7504,8.9844,254.6935,14.93,2.4574,7.5924,6.0962,25.9219,11
long121,1669.31875,95.0625,-3.25,8.9844,254.4348,14.01,2.4534,7.2735,5.9889,22.8438,11
long121,1669.35,98.9951,-3.75,8.9844,253.7939,13.1,2.4483,7.5556,6.3334,20.2344,11
long121,1669.38125,92.875,-3.75,8.9922,253.1544,12.44,2.4432,8.6189,7.1145,16.4617,11
long121,1669.4125,84.245,-4.75,8.9141,252.3856,12.07,2.4381,10.3217,8.3651,13.5025,11
long121,1669.44375,78,-4.75,8.8906,251.3639,11.65,2.4331,11.1384,8.8703,11.311,11
long121,1669.475,85.136,-3.4992,8.8984,250.5973,11.44,2.4312,9.4149,7.7185,10.6875,11
long121,1669.50625,98.884,-2.4998,8.9141,249.702,11.34,2.4294,7.4809,6.3338,10.2578,11
long121,1669.5375,110.125,-2.25,8.9141,248.9347,11.56,2.4331,5.6945,4.8516,9.9297,11
long121,1669.56875,114.3115,-1,8.9141,248.0402,11.79,2.4368,4.9952,4.2662,9.5469,11
long121,1669.6,113.125,-1,8.9141,247.655,12.02,2.4421,5.2891,4.426,9.2964,11
long121,1669.63125,110.3739,-0.7502,8.9141,247.6507,12.26,2.4474,5.7485,4.8049,9.0983,11
long121,1669.6625,109.0625,-1,8.9141,249.1723,12.48,2.457,6.1417,5.1124,7.7344,11
long121,1669.69375,106.6256,-0.7498,8.9141,251.3283,12.68,2.4665,6.0908,5.095,6.5586,11
long121,1669.725,107.4375,-0.5,8.9141,253.1042,12.73,2.4735,5.7391,4.8659,5.5859,11
long121,1669.75625,104.0644,-0.2498,8.9141,254.4987,12.71,2.4804,5.2962,4.5272,5.1367,11
long121,1669.7875,106.4375,0,8.9141,255.8932,12.69,2.489,4.9228,4.2452,4.8512,11
long121,1669.81875,108.3142,-0.25,8.9141,257.4148,12.7,2.4976,4.7572,4.1307,4.6872,11
long121,1669.85,110.4375,-0.25,8.9141,258.5549,12.79,2.506,4.8221,4.2186,4.5582,11
long121,1669.88125,110.6875,-0.75,8.9141,260.0766,12.88,2.5145,5.4388,4.7067,4.4023,11
long121,1669.9125,106.9993,-0.9998,8.9141,261.0903,13.09,2.5184,6.4254,5.4798,4.2266,11
long121,1669.94375,106.0625,-0.75,8.9141,262.4847,13.51,2.5223,6.9007,5.8874,4.0625,11
long121,1669.975,107.3165,-0.5004,8.9297,264.2585,13.87,2.5244,6.9636,5.9744,3.916,11
long121,1670.00625,112.25,-1,8.9297,264.765,14.33,2.5266,6.5945,5.7206,3.7795,11
long121,1670.0375,116.9965,-1.2496,8.9219,265.5236,14.74,2.5245,5.9335,5.2038,3.8538,11
long121,1670.06875,112.625,-0.75,8.9375,266.1551,15.22,2.5223,5.8238,5.0974,3.959,11
long121,1670.1,107.1876,-0.2502,8.9375,266.7858,15.46,2.5173,6.1503,5.3613,4.0898,11
long121,1670.13125,107.3125,-0.5,8.9297,267.5437,15.77,2.5124,6.3423,5.5459,3.918,11
long121,1670.1625,109.0675,-0.7496,8.9297,268.4288,16.12,2.5088,6.2965,5.5137,3.748,11
long121,1670.19375,115.25,-0.25,8.9297,268.9338,16.39,2.5052,6.3077,5.5297,3.5913,11
long121,1670.225,112.5599,-0.5002,8.9297,269.566,16.71,2.5005,6.2637,5.534,3.3921,11
long121,1670.25625,103.625,0.25,8.9297,269.3073,16.99,2.4958,6.7158,5.9917,3.185,11
long121,1670.2875,97.875,-0.5,8.9219,267.9041,17.32,2.4846,7.5837,6.6927,2.9844,11
long121,1670.31875,90.5605,-1.2508,8.9141,267.1367,17.67,2.4733,8.0383,7.1159,2.8652,11
long121,1670.35,88.125,-2.25,8.8672,269.0377,17.97,2.4605,8.7312,7.6823,2.7852,11
long121,1670.38125,84.3736,-3.2504,8.8594,270.9408,18.46,2.4477,8.8886,7.9313,2.7324,11
long121,1670.4125,78.5714,-3.75,8.8281,271.5737,19.23,2.4041,9.4755,8.4113,2.9146,11
long121,1670.44375,76.1905,-4.25,8.8125,272.5867,19.96,2.3738,11.9906,10.3742,3.1177,11
long121,1670.475,72.25,-4,8.7891,273.3453,20.64,2.3767,13.1236,11.2739,3.3438,11
long121,1670.50625,68,-3.75,8.7891,274.2296,21.36,2.3855,13.8281,11.8885,3.4512,11
long121,1670.5375,63.8125,-3.5,8.8125,274.226,22.03,2.3926,13.8176,12.0078,3.5684,11
long121,1670.56875,71.375,-3,8.9458,274.2202,22.24,2.4042,10.6444,9.2546,3.7031,11
long121,1670.6,81.5,-2.25,9.5547,274.218,21.67,2.4196,7.9366,6.9174,3.7285,11
long121,1670.63125,97.0625,-0.75,9.8517,273.7043,21.04,2.4349,6.3424,5.5216,3.7363,11
long121,1670.6625,106.9375,0,9.9922,272.5532,20.16,2.4451,5.2087,4.5859,3.7322,11
long121,1670.69375,112.375,0.25,9.9766,272.0424,18.4,2.4552,4.8627,4.2526,3.6641,11
long121,1670.725,110.2533,-0.2498,9.9531,270.7664,16.07,2.4632,5.157,4.4152,3.5996,11
long121,1670.75625,114.375,0,9.9062,265.0388,14.56,2.4711,5.5133,4.7225,3.5273,11
long121,1670.7875,117.501,0.2502,9.7968,258.1639,13.75,2.4777,5.7412,4.8856,3.5156,11
long121,1670.81875,118.6875,0.5,9.7109,258.1631,12.91,2.4844,5.8375,4.9726,3.5255,11
long121,1670.85,117.75,0.5,9.6018,258.6667,11.73,2.4874,5.6926,4.8366,3.557,11
long121,1670.88125,118.0625,0.75,9.8203,259.4239,11.09,2.4905,5.431,4.6273,3.7383,11
long121,1670.9125,117.75,1,9.7189,259.8003,10.65,2.4906,5.2906,4.4924,3.9609,11
long121,1670.94375,114.3125,0.75,9.8828,260.0525,10.47,2.4907,5.2457,4.4015,4.2422,11
long121,1670.975,112.75,0.75,10.0546,260.3017,10.53,2.4811,5.2129,4.3174,4.9648,11
long121,1671.00625,116,0.5,9.8672,260.4252,10.71,2.4715,5.1382,4.2216,5.8935,11
long121,1671.0375,117.8125,0.5,9.7422,260.4208,10.9,2.4636,5.1212,4.2222,7.0858,11
long121,1671.06875,120.125,0.25,9.7188,260.035,11.16,2.4557,5.4674,4.4724,7.0468,11
long121,1671.1,118.3125,0.5,9.2656,259.1397,11.5,2.45,6.0483,4.8597,6.9844,11
long121,1671.13125,111.8054,0.2498,9.5314,257.6087,11.78,2.4442,6.8108,5.4314,6.9375,11
long121,1671.1625,102.9375,0,9.7422,255.4425,11.97,2.4407,7.4268,5.8608,6.8906,11
long121,1671.19375,102.5665,-0.5,9.5938,253.6585,11.71,2.4372,7.3549,5.8319,6.8633,11
long121,1671.225,107.5625,-0.5,9.6094,250.7287,11.38,2.4381,6.932,5.5064,6.8248,12
long121,1671.25625,115.3125,0,9.6408,248.9425,11.22,2.439,6.3942,5.0787,7.0552,12
long121,1671.2875,116.9375,0,9.9219,248.8124,10.88,2.4438,5.6307,4.5137,7.2734,12
long121,1671.31875,119.75,-0.25,10.2735,248.4259,10.65,2.4486,5.1194,4.0757,7.5078,12
long121,1671.35,121.5,-0.5,10.375,247.6585,10.44,2.4539,4.8343,3.8271,7.1289,12
long121,1671.38125,119.5,0,10.3435,245.8738,10.21,2.4593,4.6589,3.6944,6.8047,12
long121,1671.4125,113.4375,0,9.9297,243.5805,10.02,2.4635,4.7219,3.7247,6.4798,12
long121,1671.44375,109,0,9.9844,241.2864,9.82,2.4677,4.9182,3.8682,7.8026,12
long121,1671.475,107.0674,0.25,9.9296,239.2482,9.81,2.4706,5.3433,4.183,10.1607,12
long121,1671.50625,113.125,0.25,9.7578,236.0639,10.11,2.4734,5.9075,4.6122,15.2891,12
long121,1671.5375,117.5685,0.25,9.8675,236.5675,10.87,2.4639,5.9733,4.7088,19.1719,12
long121,1671.56875,125,0.25,10.2266,237.7069,11.72,2.4545,5.9185,4.6816,23.5469,12
long121,1671.6,126.8718,0.5,10.2658,238.2119,12.46,2.4448,5.5916,4.3991,28.2656,12
long121,1671.63125,122.9375,0.5,10.5547,238.8441,13.33,2.4351,4.8484,3.8981,26.9672,12
long121,1671.6625,113.875,0.75,11.0548,239.6013,13.91,2.4222,4.6639,3.7221,26.2952,12
long121,1671.69375,108.5625,0.5,11.2109,239.9792,14.45,2.4092,4.3931,3.5789,25.5781,12
long121,1671.725,107.9375,1,10.8745,240.6106,14.76,2.404,4.6064,3.789,26.4844,12
long121,1671.75625,112.5625,0.75,10.2734,240.3519,14.92,2.3988,5.3857,4.3307,27.2344,12
long121,1671.7875,111.375,0.75,9.7423,239.3302,14.96,2.404,6.0969,4.873,27.7188,12
long121,1671.81875,111.3125,0.25,9.8672,236.9083,14.93,2.4092,6.2723,4.977,26.8098,12
long121,1671.85,110.1875,0.5,10.383,235.8881,14.89,2.4161,6.228,4.9951,25.6702,12
long121,1671.88125,109.0633,0.7498,10.6402,233.2089,14.89,2.4161,5.7892,4.7574,24.9556,12
long121,1671.9125,110.0625,0.5,10.1719,233.3353,14.79,2.4231,5.5375,4.6225,25.9844,12
long121,1671.94375,108.6255,0,9.4142,251.5126,14.74,2.4313,5.9153,4.9129,27.1562,12
long121,1671.975,109.1875,0,9.5703,283.9404,14.84,2.4395,6.9505,5.6783,28.1875,12
long121,1672.00625,103.561,0.2502,9.8828,294.9987,15.15,2.4454,7.1795,5.8692,23.2344,12
long121,1672.0375,101.6875,0.5,9.8672,300.3352,15.63,2.4513,6.4678,5.3453,19.8697,12
long121,1672.06875,103.9375,0.75,10.1484,302.7477,16.1,2.4554,5.6554,4.6963,17.6838,12
long121,1672.1,107.8125,1.25,10.1719,305.0323,16.75,2.4595,4.6675,3.9551,16.1562,12
long121,1672.13125,105.25,1.5,10.3047,306.8083,17.34,2.4621,4.539,3.9163,14.4531,12
long121,1672.1625,103.0625,1,10.2891,307.5669,18.18,2.4648,5.2601,4.4416,12.4688,12
long121,1672.19375,102.0625,0.5,9.1798,308.1983,18.91,2.4678,6.0115,5.0689,9.2812,12
long121,1672.225,104.4375,0.25,9.3438,307.9396,20.2,2.4708,6.7306,5.6455,7.423,12
long121,1672.25625,105.4375,0,9.5628,306.4093,20.14,2.4806,6.5148,5.5785,6.2689,12
long121,1672.2875,107.3131,0.25,9.9062,297.3748,19.28,2.4904,6.036,5.2937,6.019,12
long121,1672.31875,108.125,0.25,9.8984,272.5733,18.3,2.506,5.8009,5.1004,5.7969,6
long121,1672.35,107.9372,0.5002,9.5937,263.2852,16.55,2.5215,5.8999,5.1756,5.5898,6
long121,1672.38125,107.625,0.75,9.5234,253.9956,13.58,2.5323,6.0019,5.2089,5.75,6
long121,1672.4125,109.75,0.5,9.4141,249.0332,12.19,2.543,5.6677,4.9928,5.8945,6
long121,1672.44375,114.875,-0.25,9.4141,242.9243,11.45,2.5483,5.3071,4.7632,6.0481,6
long121,1672.475,115.875,0,9.2575,235.1628,10.65,2.5536,5.839,5.2023,4.9201,6
long121,1672.50625,115,0,8.8516,228.0365,9.92,2.5445,6.7238,6.0694,4.1758,6
long121,1672.5375,101,-0.5,8.7656,223.3271,8.95,2.5354,8.4363,7.4316,3.6289,6
long121,1672.56875,90.25,-1.25,8.7266,215.0563,9.44,2.5197,11.8436,10.4684,3.7031,6
long121,1672.6,78.4375,-1.25,8.7578,210.8555,10.25,2.504,14.8912,12.9345,3.7988,6
long121,1672.63125,78.4375,-1,8.7812,215.3019,11.82,2.4513,12.8448,11.2216,3.9241,6
long121,1672.6625,78.5625,-0.75,9.0944,218.6031,13.89,2.3986,9.9602,8.9641,4.0628,6
long121,1672.69375,89.634,-0.2496,9.8831,221.6507,15.43,2.3587,7.4495,6.8342,4.1878,6
long121,1672.725,100.875,0.25,10.2031,223.6817,16.85,2.3187,6.2946,5.8283,4.293,6
long121,1672.75625,110.0593,0.4998,9.9295,226.7293,18.29,2.3028,5.8971,5.3553,4.3008,6
long121,1672.7875,106.125,0.25,9.6797,229.9033,20.97,2.2779,5.8664,5.2455,4.3203,6
long121,1672.81875,103.9375,0.25,10.2738,232.1879,22.76,2.2798,5.9934,5.3721,4.3516,6
long121,1672.85,104.875,0,10.7656,233.7103,24.36,2.3026,6.1022,5.516,4.4416,6
long121,1672.88125,107.5,-0.25,10.0933,236.2484,24.4,2.3335,6.0569,5.4989,4.5275,6
long121,1672.9125,106.8125,-0.5,9.4141,238.0244,23.89,2.3645,6.4699,5.8552,4.5977,6
long121,1672.94375,101.75,-0.75,9.3981,240.4354,22.04,2.3978,7.5028,6.7391,4.582,6
long121,1672.975,97.8125,-0.75,9.0625,242.2114,21.07,2.4312,7.4418,6.725,4.5898,6
long121,1673.00625,92.8125,-0.5,9.0393,243.3522,20.2,2.4491,7.4401,6.7332,4.6289,6
long121,1673.0375,98,-0.75,9.2734,244.8745,19.23,2.4143,7.6502,6.9162,5.1775,6
long121,1673.06875,102.25,-1,9.2574,246.3954,18.02,2.3748,7.639,6.9379,5.8691,6
long121,1673.1,104.9943,-0.4998,8.7188,247.4084,18.13,2.3354,8.1568,7.4131,6.6661,6
long121,1673.13125,97.875,-0.25,8.6719,248.5485,20.38,2.2872,9.4668,8.3901,5.8867,6
long121,1673.1625,92.5597,-0.5004,8.7032,249.0528,22.77,2.2389,10.5768,9.2857,5.3164,6
long121,1673.19375,89.125,-1,8.8359,249.1756,24.68,2.2281,9.9843,8.7579,4.9219,6
long121,1673.225,91.25,-0.5,9.1486,247.7717,26.19,2.2173,8.992,7.8738,5.7383,6
long121,1673.25625,99,0.25,9.3906,246.8779,27.1,2.2709,8.1206,7.2053,6.7336,6
long121,1673.2875,111.125,1,9.5548,245.3476,27.79,2.3244,6.9579,6.18,8.0255,6
long121,1673.31875,117.3125,1.5,9.6328,243.9437,24.74,2.4159,6.3766,5.6885,8.8906,6
long121,1673.35,118.8125,1.75,9.625,242.4126,22.96,2.5074,6.4475,5.6489,10.3203,6
long121,1673.38125,114.625,2,9.6016,240.8808,20.6,2.5375,6.2954,5.5475,12.6797,6
long121,1673.4125,119.375,1.5,9.4925,240.1149,18.09,2.5676,5.9897,5.3147,14.0078,4
long121,1673.44375,120.3125,1.25,9.8828,239.2204,13.18,2.5775,5.7475,5.1518,15.0245,4
long121,1673.475,117.6875,1.25,10.1094,238.1988,10.89,2.5949,5.6179,5.046,15.4978,4
long121,1673.50625,111.6256,0.9998,10.125,237.43,9.42,2.5998,5.6493,5.1011,17.8366,4
long121,1673.5375,112.4375,0.75,10.1172,237.0455,8.59,2.5998,5.7537,5.1747,21.375,4
long121,1673.56875,115.1907,1.25,10.1485,236.5325,7.94,2.5949,5.7183,5.1156,26.6875,4
long121,1673.6,119.125,1.25,10.3281,236.0188,7.38,2.5881,5.332,4.7625,20.7344,4
long121,1673.63125,116,1.5,10.2812,235.5058,7.03,2.575,4.9948,4.5432,16.7344,4
long121,1673.6625,114.3125,1.25,10.2422,234.8649,6.67,2.5678,4.8534,4.4005,14.2089,4
long121,1673.69375,108.125,1,10.094,234.2254,6.58,2.5569,5.1296,4.6313,16.6335,4
long121,1673.725,108.5,1.25,10.3047,233.7124,6.95,2.5459,5.8034,5.1894,20.1686,4
long121,1673.75625,106.5,1.25,10.5076,232.4349,7.51,2.5344,6.1753,5.5559,25.3281,4
long121,1673.7875,106.5,0.75,10.2031,231.5412,8.26,2.5229,6.6682,5.9271,23.3125,4
long121,1673.81875,103.4375,0,9.5701,230.3923,10.02,2.5071,7.0412,6.2301,21.4531,4
long121,1673.85,101.0625,-0.25,9.3516,228.099,11.54,2.4914,6.963,6.2535,19.8364,4
long121,1673.88125,97.5625,-0.5,9.3594,224.7877,12.66,2.4769,7.8079,7.1105,23.293,4
long121,1673.9125,90.1202,-1.2504,9.0856,221.9857,13.92,2.4623,9.6829,8.6399,28.2207,4
long121,1673.94375,84.1875,-1.75,8.7109,219.6917,15.07,2.4483,12.6968,11.1615,35.5625,4
long121,1673.975,76.9997,-1.7502,8.7031,218.9236,15.97,2.4344,16.9354,14.1354,38.9688,4
long121,1674.00625,76.6875,-2,8.75,219.4293,16.86,2.4228,18.6003,15.2349,44,4
long121,1674.0375,82.875,-1.75,9.0082,220.4416,17.64,2.4113,12.9159,11.1589,50.625,4
long121,1674.06875,91.5,-1,9.5156,221.1994,18.23,2.4036,8.7526,7.531,33.1024,4
long121,1674.1,107.6875,-0.5,10.0313,221.8316,18.76,2.3959,6.3856,5.6555,23.7211,4
long121,1674.13125,113.6875,0.25,10.0938,222.3359,19.28,2.3935,5.3631,4.6234,18.1949,4
long121,1674.1625,124.125,0.5,10.2575,222.9674,19.76,2.391,5.1704,4.4368,14.7969,4
long121,1674.19375,126.25,1.25,9.8906,223.5988,20.02,2.4005,5.357,4.5536,12.5469,4
long121,1676.00625,106.125,0.5,9.2421,239.1084,19.98,2.3814,6.902,5.9278,8.4297,3
long121,1676.0375,94.8125,-0.25,9.0547,240.5028,20.68,2.3738,8.4452,7.2687,8.5078,3
long121,1676.06875,86.25,-0.75,9.0391,242.2787,20.71,2.3963,10.2627,8.791,8.6562,3
long121,1676.1,85.125,-1.25,9.0391,243.4188,19.53,2.4189,10.3758,9.1085,8.8825,3
long121,1676.13125,86.4375,-1.75,9.0391,244.8133,17.61,2.4454,10.057,8.9785,8.7417,3
long121,1676.1625,84.1875,-2,9.0312,247.3522,15.95,2.4719,9.2506,8.2777,8.5386,3
long121,1676.19375,86.5,-1.75,9.0469,248.7466,14.73,2.4932,8.683,7.8268,8.3125,3
long121,1676.225,88.25,-0.75,9.0312,248.7422,13.18,2.5145,8.2305,7.457,7.7422,3
long121,1676.25625,97.375,-0.25,9.0312,246.8304,11.77,2.5357,8.2102,7.4338,7.1719,3
long121,1676.2875,98.1894,-0.4994,9.0234,245.3001,9.96,2.5569,8.1253,7.3749,6.6111,3
long121,1676.31875,100.5625,0.25,9,243.7698,5.8,2.5708,8.2153,7.4715,5.678,3
long121,1676.35,97.687,1.0002,9.0156,241.6015,4.47,2.5847,8.5858,7.9066,4.9675,3
long121,1676.38125,97.125,1.25,9.0312,240.0719,3.59,2.5884,8.4489,7.8754,4.4102,3
long121,1676.4125,95.875,1.5,9.0312,238.7966,3.28,2.5921,8.4589,7.9262,4.1484,3
long121,1676.44375,93.5625,1.5,9.0312,236.6305,3.45,2.5896,8.8662,8.3683,3.957,3
long121,1676.475,93.6875,1.5,9.0234,234.718,3.69,2.5871,8.7217,8.3502,3.8086,3
long121,1676.50625,94.6875,1,9.0078,231.9146,4.04,2.5794,8.4267,8.1293,4.5811,3
long121,1676.5375,94.9375,0.75,9,230.0035,4.61,2.5716,8.1278,7.8273,5.8499,3
long121,1676.56875,92.1875,0.5,8.9766,227.2016,5.17,2.5634,7.8272,7.5205,8.4041,3
long121,1676.6,92.3125,0.25,8.9766,224.3996,5.7,2.5552,7.4156,7.1368,10.7578,3
long121,1676.63125,93.5,0.25,8.9531,220.071,6.39,2.5472,7.5182,7.3966,14.4062,3
long121,1676.6625,89.6875,0.5,8.9375,217.1419,7.3,2.5392,9.8491,9.4888,19.8281,3
long121,1676.69375,78.621,-0.2496,8.9141,214.975,9,2.5269,13.4214,12.1862,21.0959,3
long121,1676.725,73.6875,0.25,8.875,212.9361,10.09,2.5146,13.0243,11.4981,21.9859,3
long121,1676.75625,78.3869,0.7502,8.7892,211.0243,11.56,2.4953,11.5153,10.175,22.6289,3
long121,1676.7875,93.1875,1,8.9219,209.494,13.13,2.4759,7.4547,7.0078,24.2656,3
