wellname,Depth,GR,SP,CAL,AC,CNL,DEN,LLD,LLS,MSFL,lith
long121,1676.81875,111.5625,1.75,9.0078,207.8358,14.28,2.4522,5.3324,5.2297,26.7344,3
long121,1676.85,121.25,1.75,9.0156,206.8141,15.29,2.4284,5.709,5.3738,30.1094,3
long121,1676.88125,120.4375,1.5,9,205.7896,16.46,2.4094,6.3754,5.9431,30.3438,3
long121,1676.9125,108.6875,0.75,8.9531,205.916,18.06,2.3903,7.5524,6.9256,29.8733,3
long121,1676.94375,103.1875,1.25,8.9141,207.3104,19.33,2.3747,7.8318,7.137,29.1866,3
long121,1676.975,108.3125,1.5,8.9141,208.3226,20,2.3591,7.1075,6.6395,28.7957,3
long121,1677.00625,113.6875,1.75,8.9297,210.0971,20.41,2.3584,6.9134,6.4856,28.3125,3
long121,1677.0375,114.1875,1.75,8.9375,210.9829,20.94,2.3577,7.3529,6.8017,27.5,3
long121,1677.06875,103.8125,2,8.9375,211.9973,21.31,2.3707,7.3416,6.735,20.9531,3
long121,1677.1,110.3265,-33.4982,8.8281,214.2818,7.4,2.5798,55.1037,55.2986,43.0625,3
long121,1677.13125,127.75,-31.25,8.8594,216.1849,7.97,2.5676,36.1727,34.347,45.4746,3
long121,1677.1625,141.2556,-28.7482,8.9693,220.249,8.88,2.5554,11.8288,12.1643,47.8716,3
long121,1677.19375,148.2498,-26.4988,9.5395,222.7872,10.71,2.5392,6.852,7.2161,46.4653,3
long121,1677.225,148,-25,10.0625,224.4367,11.7,2.523,5.7763,5.9196,45,3
long121,1677.25625,146.1216,-24.25,9.6488,227.2306,12.53,2.4775,5.1212,5.3318,43.5625,3
long121,1677.2875,141.875,-24.25,10.125,231.8041,13.37,2.432,4.6035,4.7763,35.7812,3
long121,1677.31875,135.7385,-24.7504,10.6955,237.0127,16.98,2.405,5.3359,5.6778,29.9688,3
long121,1677.35,121.4375,-25.25,11,239.2987,17.11,2.3779,6.9259,7.3251,25.4314,3
long121,1677.38125,100.6755,-27.502,9.5932,243.3628,19.87,2.3671,11.3017,11.3419,22.8849,3
long121,1678.88125,144.4929,-21.25,10.4536,206.2707,21.74,2.3377,4.7759,4.2847,3.3555,11
long121,1678.9125,135.625,-21.25,11.0938,201.5607,21.61,2.3586,4.706,4.2433,3.209,11
long121,1678.94375,130.9988,-21.5002,11.6482,196.9785,21.69,2.3669,4.9465,4.425,3.0859,11
long121,1678.975,129.5,-21.75,11.3438,193.9215,22.03,2.364,5.579,4.8959,3.1114,11
long121,1679.00625,138.1236,-22.7502,10.4916,194.8073,22.49,2.3601,6.6174,5.7088,3.1406,11
long121,1679.0375,136.375,-23,9.7109,203.0684,23.04,2.3591,7.6372,6.5521,3.1581,11
long121,1679.06875,136.2431,-24.0008,9.5699,207.0068,23.75,2.3638,8.7677,7.4538,3.127,11
long121,1679.1,127.625,-25,9.1016,213.1055,24.41,2.3727,8.8195,7.7194,3.0977,11
long121,1679.13125,120.5509,-26.5016,8.9296,222.2553,24.99,2.3937,9.698,8.6075,3.0879,11
long121,1679.1625,106.125,-28.5,8.8281,227.2124,24.01,2.4147,12.0518,10.9135,3.4249,11
long121,1679.19375,90.4375,-30.75,8.8203,233.0582,22.45,2.4804,15.3631,13.6479,3.8803,11
long121,1683.00625,82.3887,-24.7476,9.0001,211.4039,20.99,2.4099,10.8459,11.7206,4.9648,11
long121,1683.0375,99.4375,-21.75,9.1406,210,21.28,2.4064,6.8188,7.4655,5.8935,11
long121,1683.06875,108.8714,-19.5004,9.2268,208.2147,21.83,2.4029,6.3229,6.992,7.0858,11
long121,1683.1,104.4375,-20,9.4375,206.9395,22.12,2.4036,7.2015,7.7514,7.0468,11
long121,1683.13125,89.9257,-20.5004,8.9688,204.0104,22.51,2.4043,10.9399,11.3532,6.9844,11
long121,1683.1625,75.2369,-21.0002,8.9297,200.6992,23.04,2.4101,23.2037,24.3937,6.9375,11
long121,1683.19375,58.9375,-21.25,8.9375,197.3872,23.01,2.4158,57.0547,57.6465,6.8906,11
long121,1683.225,56.2504,-21.2496,8.9453,196.112,22.78,2.43,50.021,51.0512,6.8633,11
long121,1683.25625,56.75,-20.75,8.9688,193.5645,22.55,2.4442,36.7668,36.7245,6.8248,11
long121,1683.2875,64.1311,-19.9996,8.9844,192.1614,22.29,2.4533,22.3555,23.2335,7.0552,11
long121,1683.31875,71.6875,-19.5,9.0234,192.0298,22.02,2.4623,14.2338,15.2023,7.2734,11
long121,1683.35,83.3864,-18.749,9.086,192.2798,21.76,2.4685,9.4861,9.9509,7.5078,11
long121,1683.38125,97.5625,-17.5,9.1641,192.4026,21.61,2.4747,7.7026,7.8231,7.1289,11
long121,1683.4125,105.9399,-16.4994,9.3203,192.779,21.54,2.4805,6.3236,6.4161,6.8047,11
long121,1683.44375,108.9375,-15.75,9.3125,193.284,21.5,2.4864,5.1911,5.2732,6.4798,11
long121,1683.475,109.3093,-16.251,9.7032,193.6604,21.51,2.4914,4.9468,5.0712,7.8026,11
long121,1683.50625,105.375,-17.5,9.8281,194.1647,21.52,2.4964,5.9187,6.0123,10.1607,11
long121,1683.5375,93.4252,-18.7508,9.3513,194.7947,21.45,2.501,7.7709,7.643,15.2891,11
long121,1683.56875,78.0525,-19.7508,8.9219,195.4276,21.27,2.5056,12.6694,12.0941,19.1719,11
long121,1683.6,65.625,-20.75,8.9219,196.3126,20.94,2.5104,22.1536,19.4414,23.5469,11
long121,1683.63125,65.379,-21.75,8.9688,196.9448,20.17,2.5152,24.8665,21.1052,28.2656,11
long121,1683.6625,70.3125,-21.75,8.9844,197.9577,18.97,2.5193,15.504,13.574,26.9672,11
long121,1683.69375,77.0669,-21.2498,9.0313,199.86,17.9,2.5234,10.8374,9.6098,26.2952,11
long121,1683.725,82.5625,-21,9.1719,202.6524,16.79,2.5262,8.039,7.4349,25.5781,11
long121,1683.75625,86.88,-20.9998,9.5544,204.0482,15.4,2.5291,6.7777,6.2078,26.4844,11
long121,1683.7875,93.125,-20.75,9.125,207.7308,14.11,2.5278,6.2419,5.7548,27.2344,11
long121,1683.81875,95.4956,-20.2506,9.0781,212.0506,12.72,2.5266,7.1552,6.4296,27.7188,11
long121,1683.85,90,-21,9.0625,217.3869,11.74,2.5235,8.5942,7.5488,26.8098,11
long121,1683.88125,85.811,-21.5,9.0234,222.3418,10.89,2.5205,9.7702,8.6123,25.6702,11
long121,1683.9125,83.875,-21.5,9.0156,226.788,10.3,2.5216,10.599,9.3808,24.9556,11
long121,1683.94375,88.3175,-20.7498,9.0234,230.0905,9.67,2.5227,10.2867,9.2072,25.9844,11
long121,1683.975,94.5658,-20.499,9.0234,234.5367,9.26,2.5278,9.1667,8.2068,27.1562,11
long121,1687.4125,81.686,-10.7506,10.5629,237.3507,14.96,2.404,5.1182,5.1539,20.3594,11
long121,1687.44375,79.75,-11.5,11.1172,235.694,14.93,2.4092,5.1703,5.2492,21.7812,11
long121,1687.475,72.5609,-11.5,11.6399,233.6544,14.89,2.4161,5.3959,5.5292,23.3594,11
long121,1687.50625,70.5625,-11.5,10.8047,231.9963,14.89,2.4161,5.0695,5.314,25.6778,11
long121,1687.5375,71.565,-11.25,11.0004,230.8482,14.79,2.4231,4.8044,5.1199,28.1152,11
long121,1687.56875,74.6907,-11.25,11.4463,227.0248,14.74,2.4313,4.4126,4.8021,30.5126,11
long121,1687.6,78.625,-11.25,12.7344,227.024,14.84,2.4395,4.178,4.5782,29.25,11
long121,1687.63125,84.3796,-10.75,13.0069,227.5276,15.15,2.4454,3.9153,4.3084,27.8906,11
long121,1687.6625,90.0625,-10.75,11.8984,228.0311,15.63,2.4513,3.8375,4.2232,26.625,11
long121,1687.69375,92.9414,-10.5,12.3353,228.5368,16.1,2.4554,4.0267,4.4602,22.5938,11
long121,1687.725,97.8125,-10.5,11.625,229.5483,16.75,2.4595,3.5729,4.1141,19.6041,11
long121,1687.75625,95.3104,-10.25,12.4219,230.0533,17.34,2.4621,3.5065,3.9544,17.39,11
long121,1687.7875,92.6875,-10.25,12.375,230.8126,18.18,2.4648,3.4626,3.8158,17.1556,11
long121,1687.81875,84.9372,-10.4996,11.8444,231.6983,18.91,2.4678,3.2443,3.5893,16.9062,11
long121,1687.85,84.625,-10,12.6406,232.5833,20.2,2.4708,3.683,3.9627,15.9453,11
long121,1687.88125,81.6227,-9.7502,12.0694,233.597,20.14,2.4806,3.8772,4.3099,11.6641,11
long121,1687.9125,78.8125,-10,11.0078,234.862,19.28,2.4904,4.6327,5.0264,9.2622,11
long121,1687.94375,76.1932,-10.25,11.2509,235.747,18.3,2.506,4.4611,5.1091,7.8482,11
long121,1687.975,83.2548,-10.2494,12.3438,236.6328,16.55,2.5215,4.3323,5.0354,8.063,11
long121,1688.00625,89.1875,-9.5,12.375,237.012,13.58,2.5323,5.0947,5.9534,8.2578,11
long121,1688.0375,88.8031,-9.5004,11.39,237.897,12.19,2.543,6.8354,7.5012,8.4297,11
long121,1688.06875,77.0625,-10,10.6172,238.9107,11.45,2.5483,10.9854,11.4004,8.5078,11
long121,1688.1,66.6244,-9.4998,10.6415,239.7957,10.65,2.5536,8.8111,8.9243,8.6562,11
long121,1688.13125,65.875,-9.25,11.7969,241.0614,9.92,2.5445,5.8274,6.1357,8.8825,11
long121,1688.1625,77.3846,-8.4998,12.4221,241.5664,8.95,2.5354,4.5863,4.9575,8.7417,11
long121,1688.19375,89.3125,-8.25,12.6172,242.4522,9.44,2.5197,3.5481,3.9056,8.5386,11
long121,1688.225,97.3736,-8.5004,12.5923,242.9572,10.25,2.504,3.6921,3.9251,8.3125,11
long121,1688.25625,95.625,-9,10.6875,243.8429,11.82,2.4513,4.4952,4.5351,7.7422,11
long121,1688.2875,94.5607,-9.0002,10.6326,244.6015,13.89,2.3986,5.6311,5.5725,7.1719,11
long121,1688.31875,92.3125,-9.25,10.4375,245.7415,15.43,2.3587,5.7763,5.7189,6.6111,11
long121,1688.35,94.9375,-9.25,10.3672,247.1359,16.85,2.3187,5.2505,5.4183,5.678,11
long121,1688.38125,95.3798,-9.5,10.4765,249.5475,18.29,2.3028,5.271,5.6675,4.9675,11
long121,1690.4125,100.8085,-5.75,11.828,249.1302,20.74,2.4376,4.5664,3.6071,6.3773,11
long121,1690.44375,95.875,-5.75,11.7422,244.8011,21.15,2.4372,4.5554,3.4557,5.7109,11
long121,1690.475,94.7515,-5.5,11.6327,241.6186,21.69,2.4367,4.1163,3.2595,5.0742,11
long121,1690.50625,96.6875,-5.5,11.4453,237.9267,22.2,2.4365,4.4679,3.6193,4.8203,11
long121,1690.5375,94.3724,-5.7502,11.3431,234.8684,22.66,2.4363,4.4325,3.6841,4.6328,11
long121,1690.56875,91.125,-6,10.5234,232.7031,23.02,2.4375,4.5231,3.7523,4.5071,11
long121,1690.6,94.3158,-6.5006,11.2113,231.3008,22.99,2.4387,4.8978,4.0999,5.8504,11
long121,1690.63125,98.5,-7.25,11.7031,230.4063,22.68,2.4449,6.7276,5.5482,8.6296,11
long121,1690.6625,101.6805,-7.7502,10.5618,230.4012,22.21,2.4512,8.7811,7.3273,17.0312,11
long121,1690.69375,92.9375,-8,9.7422,230.3969,21.41,2.4609,9.3576,7.6834,18.375,11
long121,1690.725,93.0028,-7.9996,10.2895,230.6468,20.32,2.4705,9.1567,7.4962,18.2031,11
long121,1690.75625,96.4439,-7.4996,10.7266,230.7696,19.24,2.4825,7.9383,6.519,17.0625,11
long121,1690.7875,104.375,-7,10.7188,231.146,18.43,2.4944,5.5267,4.4791,15.5052,11
long121,1690.81875,106.7477,-6.4998,10.5859,231.5224,17.34,2.5052,4.136,3.3828,14.42,11
long121,1690.85,103.875,-6.25,10.6328,231.7738,16.51,2.5161,4.2719,3.4938,13.6484,11
long121,1690.88125,101.0577,-6.2504,10.3519,232.5316,15.87,2.5268,5.5739,4.5844,14.6953,11
long121,1690.9125,95.125,-6.75,10.7188,233.6687,15.04,2.5376,6.8548,5.3473,15.3906,11
long121,1690.94375,80.6163,-8.2508,9.2496,233.9216,13.84,2.547,11.4656,8.3629,15.9297,11
long121,1690.975,69.8125,-9.25,8.7812,234.4259,12.55,2.5374,15.8792,11.3637,10.1887,11
long121,1691.00625,64.4417,-11.0008,8.7657,234.6758,11.74,2.5295,16.5129,12.426,7.4412,11
long121,1691.0375,69.625,-12,8.8906,234.1628,11.52,2.5216,10.8028,8.6138,5.7326,11
long121,1691.06875,77.1287,-11.9994,9.0626,232.6311,11.47,2.5113,9.0656,7.2096,4.9883,11
long121,1691.1,81.75,-11.25,9.1875,231.8646,11.52,2.5011,7.9301,6.4475,4.4453,11
long121,1691.13125,88.6905,-10.4994,9.6877,230.4615,11.7,2.4915,7.7617,6.3326,4.0391,13
long121,1691.1625,92.3739,-9.75,9.9605,228.9305,11.96,2.4819,8.453,6.9004,3.7188,13
long121,1691.19375,91.0625,-9.75,9.5,227.2739,12.18,2.4843,9.8281,7.8481,3.4604,13
long121,1691.225,85.7459,-10.2506,9.6093,224.9807,12.44,2.4866,10.5078,8.3617,3.2742,13
long121,1691.25625,80.625,-11,9.4922,223.3226,12.27,2.4933,11.1067,8.7557,3.6211,13
long121,1691.2875,79.3141,-11.25,9.211,221.1566,12,2.5,9.409,7.5362,4.0547,13
long121,1691.31875,81.3125,-11.25,9.375,219.6264,11.87,2.5073,8.7371,7.1262,4.5664,13
long121,1691.35,84.3805,-10.249,9.7424,217.969,11.71,2.5186,7.9534,6.5463,5.668,13
long121,1691.38125,91.1875,-9,9.9844,216.1837,11.64,2.5205,7.7612,6.3728,7.6743,13
long121,1691.4125,98.4416,-7.9994,9.8519,214.2706,11.65,2.5146,6.5508,5.5047,11.9207,13
long121,1691.44375,103.5,-7.25,10.2031,215.4121,12.21,2.4959,5.9263,4.9916,11.4282,13
long121,1691.475,106.063,-5.9998,10.6095,217.0607,12.74,2.4771,5.6194,4.833,10.8203,14
long121,1691.50625,106.625,-5.75,10.75,219.218,13.74,2.4567,4.8026,4.3392,10.3672,14
long121,1691.5375,106.125,-5.5,10.8359,222.1382,15.27,2.4363,4.9417,4.4753,8.4141,14
long121,1691.56875,106.3143,-5.4998,10.1875,228.8724,17.05,2.4126,4.9081,4.6382,6.6953,14
long121,1691.6,108.5625,-5.25,10.25,235.0994,18.99,2.389,5.1373,4.893,5.3137,14
long121,1744.63125,107.1876,-0.2502,8.9375,267.4424,20.68,2.2332,6.1503,5.3613,2.7129,9
long121,1744.6625,107.3125,-0.5,8.9297,264.89,20.43,2.2449,6.3423,5.5459,2.7969,9
long121,1744.69375,109.0675,-0.7496,8.9297,261.061,20.89,2.2553,6.2965,5.5137,2.9043,9
long121,1744.725,115.25,-0.25,8.9297,258.5086,21.53,2.2658,6.3077,5.5297,3.0449,9
long121,1744.75625,112.5599,-0.5002,8.9297,252.0053,22.26,2.2738,6.2637,5.534,3.3543,9
long121,1744.7875,103.625,0.25,8.9297,227.9169,21.75,2.2819,6.7158,5.9917,3.704,9
long121,1744.81875,97.875,-0.5,8.9219,227.0243,25.68,2.3041,7.5837,6.6927,4.0625,9
long121,1744.85,90.5605,-1.2508,8.9141,229.694,25.72,2.3263,8.0383,7.1159,3.6816,9
long121,1744.88125,88.125,-2.25,8.8672,232.4901,26.17,2.3131,8.7312,7.6823,3.3789,9
long121,1744.9125,84.3736,-3.2504,8.8594,234.3964,26.52,2.3,8.8886,7.9313,3.1562,9
long121,1744.94375,78.5714,-3.75,8.8281,237.1916,26.86,2.2673,9.4755,8.4113,3.2639,9
long121,1744.975,76.1905,-4.25,8.8125,238.9714,27.33,2.2347,11.9906,10.3742,3.3498,9
long121,1745.00625,72.25,-4,8.7891,241.5118,27.84,2.2154,13.1236,11.2739,3.4157,9
long121,1745.0375,68,-3.75,8.7891,243.2916,28.64,2.1962,13.8281,11.8885,3.3105,9
long121,1745.06875,63.8125,-3.5,8.8125,245.5772,29.46,2.21,13.8176,12.0078,3.2168,9
long121,1745.1,71.375,-3,8.9458,247.2287,30.42,2.2238,10.6444,9.2546,3.1309,9
long121,1745.13125,81.5,-2.25,9.5547,249.3869,31.45,2.2294,7.9366,6.9174,3.0781,9
long121,1745.1625,97.0625,-0.75,9.8517,250.5288,31.63,2.2351,6.3424,5.5216,3.0233,9
long121,1745.19375,106.9375,0,9.9922,252.3076,31.29,2.2527,5.2087,4.5859,2.9666,9
long121,1745.225,112.375,0.25,9.9766,253.3221,30.7,2.2704,4.8627,4.2526,2.8848,9
long121,1745.25625,110.2533,-0.2498,9.9531,255.3529,29.81,2.2726,5.157,4.4152,2.8281,9
long121,1745.2875,114.375,0,9.9062,256.2409,27.99,2.2748,5.5133,4.7225,2.7871,9
long121,1745.31875,117.501,0.2502,9.7968,257.381,27,2.2572,5.7412,4.8856,2.7754,9
long121,1745.35,118.6875,0.5,9.7109,258.2681,26.24,2.2396,5.8375,4.9726,2.7421,9
long121,1745.38125,117.75,0.5,9.6018,259.2816,25.57,2.2306,5.6926,4.8366,2.6992,9
long121,1745.4125,118.0625,0.75,9.8203,260.6746,26.29,2.2215,5.431,4.6273,2.6953,9
long121,1745.44375,117.75,1,9.7189,261.3069,26.98,2.2392,5.2906,4.4924,2.6973,9
long121,1745.475,114.3125,0.75,9.8828,262.4479,27.5,2.257,5.2457,4.4015,2.6992,9
long121,1745.50625,112.75,0.75,10.0546,263.2076,27.27,2.2714,5.2129,4.3174,2.6074,9
long121,1745.5375,116,0.5,9.8672,264.7279,25.25,2.2858,5.1382,4.2216,2.5137,9
long121,1745.56875,117.8125,0.5,9.7422,265.3621,22.84,2.3136,5.1212,4.2222,2.4196,9
long121,1745.6,120.125,0.25,9.7188,266.3747,21.06,2.3415,5.4674,4.4724,2.2829,9
long121,1745.63125,118.3125,0.5,9.2656,267.3873,19.62,2.3729,6.0483,4.8597,2.166,9
long121,1745.6625,111.8054,0.2498,9.5314,267.7657,17.79,2.4042,6.8108,5.4314,2.0684,9
long121,1745.69375,102.9375,0,9.7422,268.3972,14.88,2.4116,7.4268,5.8608,2.3867,9
long121,1745.725,102.5665,-0.5,9.5938,268.7728,13.88,2.4189,7.3549,5.8319,2.8926,9
long121,1745.75625,107.5625,-0.5,9.6094,268.639,13.57,2.4188,6.932,5.5064,3.8088,9
long121,1745.7875,115.3125,0,9.6408,266.7191,13.23,2.4186,6.3942,5.0787,4.7055,9
long121,1745.81875,116.9375,0,9.9219,266.336,13.06,2.4176,5.6307,4.5137,5.7054,9
long121,1745.85,119.75,-0.25,10.2735,264.417,13.86,2.4166,5.1194,4.0757,6.6484,9
long121,1745.88125,121.5,-0.5,10.375,263.0102,15.51,2.421,4.8343,3.8271,5.0156,9
long121,1745.9125,119.5,0,10.3435,261.8601,17.35,2.4364,4.6589,3.6944,4.0781,9
long121,1745.94375,113.4375,0,9.9297,260.4534,18.45,2.4335,4.7219,3.7247,3.4473,9
long121,1745.975,109,0,9.9844,258.5353,20.22,2.4305,4.9182,3.8682,3.1303,9
long121,1746.00625,107.0674,0.25,9.9296,257.2541,21.08,2.4262,5.3433,4.183,2.8667,9
long121,1746.0375,113.125,0.25,9.7578,256.7419,21.5,2.4263,5.9075,4.6122,2.6484,9
long121,1746.06875,117.5685,0.25,9.8675,256.4816,21.6,2.4286,5.9733,4.7088,2.6797,9
long121,1746.1,125,0.25,10.2266,256.8554,21.55,2.4309,5.9185,4.6816,2.7227,9
long121,1746.13125,126.8718,0.5,10.2658,257.1075,21.38,2.4383,5.5916,4.3991,2.7773,9
long121,1746.1625,122.9375,0.5,10.5547,257.4841,21.04,2.4458,4.8484,3.8981,2.8636,9
long121,1746.19375,113.875,0.75,11.0548,258.241,20.67,2.4588,4.6639,3.7221,2.9809,9
long121,1746.225,108.5625,0.5,11.2109,258.8715,20.15,2.4718,4.3931,3.5789,3.1315,9
long121,1746.25625,107.9375,1,10.8745,260.136,19.32,2.4802,4.6064,3.789,3.3828,9
long121,1746.2875,112.5625,0.75,10.2734,260.136,18.17,2.4886,5.3857,4.3307,3.6133,9
long121,1746.31875,111.375,0.75,9.7423,261.0213,17.35,2.4861,6.0969,4.873,3.834,9
long121,1746.35,111.3125,0.25,9.8672,262.4142,16.6,2.4837,6.2723,4.977,3.6328,9
long121,1746.38125,110.1875,0.5,10.383,262.9209,15.94,2.4722,6.228,4.9951,3.4724,9
long121,1746.4125,109.0633,0.7498,10.6402,263.9344,15.55,2.4608,5.7892,4.7574,3.3394,9
long121,1746.44375,110.0625,0.5,10.1719,265.0753,15.02,2.4514,5.5375,4.6225,3.166,9
long121,1746.475,108.6255,0,9.4142,265.9614,14.25,2.4419,5.9153,4.9129,3.0566,9
long121,1746.50625,109.1875,0,9.5703,267.0995,14.17,2.4386,6.9505,5.6783,3.0391,9
long121,1746.5375,103.561,0.2502,9.8828,267.7309,14.42,2.4354,7.1795,5.8692,3.9824,9
long121,1746.56875,101.6875,0.5,9.8672,268.2367,14.78,2.4301,6.4678,5.3453,5.5571,9
long121,1746.6,103.9375,0.75,10.1484,268.6143,15.43,2.4249,5.6554,4.6963,8.1804,9
long121,1746.63125,107.8125,1.25,10.1719,269.2456,17.15,2.4091,4.6675,3.9551,8.4776,9
long121,1746.6625,105.25,1.5,10.3047,269.876,17.56,2.3932,4.539,3.9163,8.9062,9
long121,1746.69375,103.0625,1,10.2891,270.2508,17.94,2.3646,5.2601,4.4416,9.6016,9
long121,1746.725,102.0625,0.5,9.1798,270.248,18.4,2.336,6.0115,5.0689,6.5,9
long121,1746.75625,104.4375,0.25,9.3438,269.8594,18.83,2.2932,6.7306,5.6455,4.8281,9
long121,1746.7875,105.4375,0,9.5628,269.4709,19.25,2.2503,6.5148,5.5785,3.7881,9
long121,1751.81875,118.3125,2,9.0468,237.672,20.79,2.5103,5.4205,4.9298,8.2031,9
long121,1751.85,114.875,1.75,8.9531,236.2613,20.54,2.515,5.9977,5.4171,7.9515,9
long121,1751.88125,110.625,1.5,8.9375,233.8245,20.37,2.5061,7.125,6.2907,7.272,9
long121,1751.9125,100.6875,0.75,8.9297,231.6447,20.16,2.4973,8.2941,7.3242,6.702,9
long121,1751.94375,92.5,0.5,8.9297,226.7742,19.98,2.4928,9.3837,8.2565,6.2422,9
long121,1751.975,96.25,0.75,9.2188,226.7727,19.85,2.4884,9.6072,8.4579,6.1719,9
long121,1752.00625,98.75,1.25,9.2188,232.3808,19.68,2.4899,8.3612,7.4523,6.125,9
long121,1752.0375,107.6326,1.25,9.2188,234.4179,19.56,2.4914,7.011,6.2527,6.0742,9
long121,1752.06875,117.125,1.25,9.2266,237.6012,19.48,2.491,5.7837,5.2176,6.1055,9
long121,1752.1,125.3094,2.0002,9.0314,239.8907,19.44,2.4906,4.8451,4.4124,6.1171,9
long121,1752.13125,121.4375,2.25,9.3125,242.5632,19.46,2.4826,5.006,4.5657,6.0848,9
long121,1752.1625,115.375,2.25,9.3125,245.6188,19.51,2.4746,5.7,5.1037,5.6094,9
long121,1752.19375,107.1875,2,9.2188,247.7805,19.58,2.4676,6.5973,5.8001,5.2344,9
long121,1752.225,106.875,2,9.2266,250.1976,19.64,2.4606,7.6073,6.6182,5.0234,9
long121,1752.25625,101.8125,1.5,9.2422,252.3593,19.78,2.4575,9.1631,7.9265,5.7327,9
long121,1752.2875,98.4375,0.75,9.25,253.8826,19.83,2.4545,8.9139,7.8891,6.6588,9
long121,1752.31875,90.375,0.25,9.2422,255.4058,19.9,2.4647,8.3148,7.4698,7.7464,9
long121,1752.35,91.125,-0.25,9.2422,257.0567,19.95,2.4748,8.8833,7.8497,7.8828,9
long121,1752.38125,91.6276,-0.2506,9.25,258.1953,19.7,2.4835,8.9848,7.9344,8.0391,9
long121,1752.4125,94.8125,-1,9.2422,258.8262,19.4,2.4923,8.4826,7.5445,8.2344,9
long121,1752.44375,97.8774,-0.75,9.25,259.3279,19.01,2.4945,8.6573,7.6724,8.4609,9
long121,1752.475,100.875,-0.75,9.2422,258.9357,18.48,2.4967,8.8487,7.8174,8.633,9
long121,1752.50625,102.5618,-0.7504,9.2422,258.159,17.92,2.4925,8.405,7.3589,8.7182,9
long121,1752.5375,101.625,-1.25,9.2422,256.3592,17.3,2.4882,7.8378,6.8616,8.4683,9
long121,1752.56875,103,-0.75,9.25,254.8178,16.91,2.4806,7.9253,6.9643,8.25,9
long121,1752.6,103.5625,-0.25,9.2422,253.918,16.56,2.473,7.7872,6.8996,8.0625,9
long121,1752.63125,102.6875,-0.25,9.2422,251.8628,15.93,2.4676,7.5576,6.7008,7.7188,9
long121,1752.6625,100.375,-0.5,9.2422,250.8338,14.91,2.4621,8.3467,7.265,7.4448,9
long121,1752.69375,105.75,-0.25,9.25,249.2924,13.92,2.4607,8.1375,7.1054,7.2361,9
long121,1752.725,108.8125,0.5,9.2422,247.6234,13.27,2.4593,6.835,6.1259,7.9318,9
long121,1752.75625,117.125,1.25,9.2422,245.9514,12.64,2.4593,6.185,5.5091,8.8125,9
long121,1752.7875,120.0002,1.7504,9.2578,244.4101,12.12,2.4593,5.4458,4.951,9.9531,9
long121,1752.81875,120.25,2.25,9.2578,242.7411,11.82,2.4575,5.0516,4.5622,11.1094,9
long121,1752.85,118.5592,2.4998,9.2188,240.3046,11.61,2.4557,5.2488,4.6387,12.4062,9
long121,1752.88125,114.5,2.25,9.1641,240.1693,11.55,2.4463,5.7379,5.0148,13.8971,9
long121,1752.9125,112.6206,1.9996,9.1328,241.6895,11.57,2.4369,6.0762,5.3892,13.3502,9
long121,1752.94375,107.1875,1.5,9.1172,242.3219,11.69,2.4167,7.4554,6.6275,12.7641,9
long121,1752.975,98.5625,1,9.1094,243.079,11.88,2.3964,9.9646,8.6202,12.1562,9
long121,1753.00625,87.5,0.75,9.1094,242.3023,12.07,2.3456,11.878,9.8478,10.5234,9
long121,1753.0375,84.8125,0.75,9.125,240.758,12.31,2.2948,12.0844,9.784,9.2031,9
long121,1753.06875,92.4375,1.25,9.1719,240.1136,12.66,2.2781,9.1799,7.7707,8.1172,9
long121,1753.1,109.75,2,9.1953,238.9554,13.03,2.2614,6.4331,5.6208,7.1505,9
long121,1753.13125,123.5,2.5,9.1953,237.6695,13.47,2.2502,5.6791,4.8879,6.4206,9
long291,1890.0175,120.5625,-14.3828,9.0234,274.8714,26.86,2.5847,7.5866,7.3935,4.2266,7
long291,1890.04875,112.8125,-14.4062,9.0234,265.5436,23.61,2.6091,7.9938,7.7904,5.2461,7
long291,1890.08,111.375,-14.4688,9.0469,253.5344,24.72,2.589,7.9802,7.7944,7.6523,7
long291,1890.11125,116.0625,-14.5625,9.1562,248.549,24.7,2.5536,8.1673,7.9574,9.6016,7
long291,1890.1425,133.75,-14.625,9.0312,245.4807,25.78,2.54,6.7843,6.7519,8.1052,7
long291,1890.17375,143.625,-14.4922,9.375,241.7732,24.38,2.4806,6.4359,6.3617,6.4648,7
long291,1890.205,139.875,-14.5234,10.0781,238.0638,25.74,2.3687,6.1145,6.1232,6.6016,7
long291,1890.23625,128.7394,-14.4922,10.3751,236.9119,27.6,2.302,5.9707,6.0068,6.5078,7
long291,1890.2675,115.5,-14.4297,10.5625,234.6099,28.4,2.2595,6.3638,6.3394,6.3281,7
long291,1890.29875,114.0588,-14.4921,10.195,232.3067,28.83,2.2114,6.4274,6.5027,6.1094,7
long291,1890.33,109.4375,-14.3359,9.8047,231.0252,29.81,2.1643,6.4925,6.5665,5.8327,7
long291,1890.36125,116.5,-14.1719,9.6328,231.9162,30.95,2.2078,6.4499,6.4814,5.6875,7
long291,1890.3925,120.625,-14.0547,9.8984,233.4451,31.28,2.268,6.0476,6.1529,5.4336,7
long291,1890.42375,123.875,-14.0547,9.9922,235.2288,32.07,2.3224,6.0003,6.1059,5.4688,7
long291,1890.455,122.6875,-13.8047,10.2188,237.3957,34.4,2.3397,6.4272,6.4654,5.5586,7
