Depth,AC,CALS,DRHO,DT,GR,HAC,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PD60,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
1522.3925,277.3654,10.5781,0.1717,107.61,114.0625,283.58,2.1619,2.2136,3.0451,2.7534,1.0039,8.3984,65.25,0.2874,142.8539,2.8516,2.3582,2.7986,-20.8906,564.0099,396.1338,568.7776,400.8929,差油层
1522.42375,276.3406,11.0781,0.1786,110.409,115.4375,283.3229,2.1289,2.1645,3.0323,2.7483,1.0078,9.0469,65.3125,0.2827,143.6242,2.752,2.3924,2.7064,-21.1094,563.196,396.1901,567.5311,400.1013,差油层
1522.455,277.2348,11.3984,0.1507,109.0425,114.1875,285.6245,2.1075,2.1357,2.9989,2.7195,1.0029,8.9923,65.3125,0.2772,144.5489,2.7539,2.3285,2.6123,-21.2344,561.0886,396.2595,566.7087,400.1447,差油层
1522.48625,278.8965,11.1484,0.1397,105.1622,114.5625,287.0307,2.0718,2.1184,2.9086,2.66,1.001,7.8984,65.25,0.2966,145.4221,2.8418,2.2534,2.5683,-21.1719,559.4137,396.3029,564.6054,399.764,差油层
1522.5175,280.9418,10.9999,0.1494,105.6764,118.6274,288.564,2.018,2.0885,2.9343,2.6817,1.001,6.3398,65.25,0.2936,146.1412,2.8984,2.2115,2.5968,-20.5937,556.8907,395.9179,562.0696,399.3791,差油层
1522.54875,282.3475,10.8281,0.1518,107.0595,121.6875,289.075,1.9691,2.0353,2.8908,2.6567,1.001,6.3828,65.25,0.3079,144.6026,2.9512,2.1864,2.6038,-20.4688,555.2031,395.1004,560.3862,398.9941,差油层
1522.58,281.8345,10.8206,0.1555,108.2437,118.4947,289.4577,1.9353,1.9814,2.8286,2.614,1.001,5.3516,65.25,0.3244,140.293,2.9824,2.1904,2.4853,-20.4688,553.524,392.5566,557.4134,398.1895,差油层
1522.61125,277.4837,11.2422,0.1671,109.6528,111.875,289.8404,1.9148,1.9486,2.7808,2.5833,0.9985,4.8906,65.25,0.3128,135.9834,2.9609,2.21,2.3521,-20.4531,551.8448,389.6019,552.7402,396.511,差油层
1522.6425,274.0284,11.2734,0.1643,108.7891,111.9375,289.8395,1.8955,1.935,2.6723,2.5048,0.9985,4.5977,65.3125,0.3033,132.2381,2.8163,2.1966,2.2878,-20.3594,550.5856,387.4821,551.8964,394.8456,差油层
1522.67375,271.9803,11.4219,0.1629,108.1849,114.4375,289.7104,1.8653,1.9222,2.6144,2.473,1.001,4.6405,65.3125,0.3078,126.8509,2.7324,2.1941,2.2791,-19.9219,548.4825,384.9644,550.2173,393.5867,差油层
1522.705,269.4207,11.3281,0.1607,109.0935,118.125,288.9414,1.8323,1.8963,2.6372,2.5113,1.0,5.1602,65.3125,0.3039,123.1571,2.6503,2.1698,2.3383,-19.9219,547.673,384.1252,548.1227,392.3409,差油层
1522.73625,267.1165,11.3672,0.1551,108.8755,119.9375,287.9169,1.803,1.8778,2.6515,2.5423,1.0,5.2578,65.375,0.3133,121.8749,2.5781,2.1543,2.4208,-20.1875,546.4308,383.3076,547.7244,390.2471,差油层
1522.7675,265.7079,11.5469,0.155,110.0301,116.9375,285.2296,1.7861,1.8623,2.6868,2.6046,1.001,5.2031,65.375,0.2969,120.5929,2.4375,2.1422,2.4777,-20.3125,545.6128,382.5032,546.478,389.4252,差油层
1522.79875,264.4274,11.5156,0.1451,110.0602,115.6875,281.5186,1.7927,1.8408,2.5954,2.5231,1.001,5.3906,65.3125,0.3166,119.5675,2.4102,2.0925,2.4479,-20.1562,545.236,381.7117,545.66,388.6034,差油层
1522.83,262.763,10.7891,0.1198,110.8804,112.75,275.3765,1.8343,1.8441,2.5134,2.4569,1.002,6.0234,65.3125,0.3327,118.7474,2.3574,1.9859,2.327,-19.875,545.3004,381.7334,545.2789,387.7902,差油层
1522.86125,260.5867,10.2344,0.1098,113.5012,118.0,271.7938,1.9257,1.9008,2.4849,2.4433,1.002,6.9041,65.3125,0.3739,118.1325,2.377,1.9273,2.2624,-20.1875,545.763,381.7985,544.902,386.5617,差油层
1522.8925,258.9215,9.6484,0.1107,113.2145,119.0,268.5947,2.0786,2.0353,2.4264,2.4065,1.002,6.5195,65.3125,0.371,117.5689,2.373,1.9184,2.2664,-20.7031,546.684,381.418,544.9578,386.1855,差油层
1522.92375,259.0492,9.6479,0.1268,113.6012,120.1881,264.7557,2.2868,2.2796,2.7185,2.7364,1.0,5.6875,65.3126,0.3744,118.9553,2.4161,2.0032,2.4111,-20.7344,547.1767,380.1853,546.3029,385.355,差油层
1522.955,264.8044,9.0,0.125,112.798,121.0,261.4283,2.5829,2.6577,3.306,3.3435,1.0,5.1094,65.375,0.3547,121.9683,2.5742,2.0883,2.8338,-20.7969,548.0892,380.22,548.0848,384.9745,差油层
1522.98625,268.2571,9.0,0.1275,110.5586,121.3106,258.4847,3.0016,3.1804,5.0865,4.8911,0.999,5.0391,65.3749,0.3505,125.0123,2.7874,2.219,3.8262,-20.9531,548.569,380.2721,550.3037,384.6113,差油层
1524.61125,327.4205,8.5625,0.1232,77.6772,84.4375,327.3817,7.5772,9.4233,19.1935,16.0909,0.9917,7.4492,65.625,0.1994,190.023,2.5449,2.4651,16.5538,-28.625,561.6956,386.5111,564.2822,399.9153,水层
1524.6425,312.323,8.5156,0.0975,76.8799,75.3125,323.1588,7.4748,9.3361,25.5196,20.948,0.9932,8.0312,65.5625,0.1784,191.3069,2.5371,2.4498,20.695,-30.375,564.355,387.0044,565.6441,399.5739,水层
1524.67375,302.7266,8.5703,0.0666,77.8144,72.4375,316.8888,7.3962,8.3412,19.5196,15.5551,0.9937,7.9375,65.5625,0.1528,192.2827,2.5137,2.4227,17.7844,-30.7188,566.1281,387.9216,566.1366,399.5999,水层
1524.705,293.2582,8.6094,0.0806,79.678,79.9375,317.3993,7.3225,7.3082,12.1886,10.2565,0.9951,8.0154,65.5625,0.1546,193.1559,2.5332,2.418,11.0181,-30.25,567.8967,388.8387,567.4685,399.6606,水层
1524.73625,284.9411,8.8438,0.1178,82.1472,90.5625,320.9805,7.0223,6.6745,9.5005,8.223,0.9961,6.3984,65.5625,0.159,193.9777,2.5411,2.4343,6.6851,-29.3125,570.5604,390.6382,568.826,399.7169,水层
1524.7675,276.6238,9.1719,0.1559,84.4531,99.0,327.8878,6.6029,6.2639,7.4294,6.4207,0.9971,5.4023,65.5625,0.1714,194.6457,2.6367,2.4544,5.2081,-28.3438,572.3376,391.1055,570.1708,399.743,水层
1524.79875,272.4005,9.2734,0.1882,84.9054,107.875,332.4926,5.9851,5.9068,5.9876,5.161,0.9966,4.4961,65.5625,0.1861,195.3136,2.5996,2.4882,4.9524,-26.6562,573.2498,392.0269,572.3805,400.2319,水层
1524.83,269.9688,9.4375,0.2218,83.2383,119.6875,339.9107,5.2436,5.6265,6.4184,5.4493,0.9956,4.8164,65.625,0.2062,183.4094,2.6016,2.5291,5.4703,-25.75,575.9092,392.931,577.2325,400.7164,水层
1524.86125,267.025,9.5,0.2348,81.3429,126.625,321.1434,4.7675,5.2969,8.2019,6.8472,0.9961,5.0508,65.625,0.2236,178.1761,2.5293,2.5336,6.7812,-25.4844,576.3846,394.7349,578.9883,401.214,水层
1524.8925,263.3131,9.3206,0.2348,79.8708,121.6791,303.0643,4.5216,4.8818,8.9638,7.5088,0.9956,5.5262,65.625,0.2143,172.943,2.6465,2.5003,8.1584,-25.2653,577.3138,396.504,580.7612,401.6942,水层
1524.92375,260.8815,9.7031,0.1936,82.9049,111.1875,284.6403,4.3774,4.448,7.6755,6.4107,0.9966,5.4883,65.625,0.195,167.4531,2.6504,2.3874,7.6066,-24.9219,579.1082,397.8579,582.9794,402.6026,水层
1524.955,257.1693,10.4304,0.1435,88.2865,105.7551,269.9268,4.3543,4.116,5.8318,5.0775,0.9956,5.4766,65.625,0.1743,158.1145,2.6914,2.2079,5.4369,-24.734,580.0032,399.6487,584.7608,403.5327,水层
1524.98625,255.8891,11.2734,0.1224,92.5442,112.0625,256.7483,4.4754,4.0762,4.109,3.7233,0.9946,4.7031,65.625,0.213,148.5197,2.6543,2.0235,3.7949,-24.2344,582.2299,400.981,586.5551,404.4584,水层
1525.0175,253.8408,11.6406,0.1123,97.1355,117.8125,250.0943,4.7071,4.3732,3.8333,3.5218,0.9951,3.9004,65.625,0.2711,138.6166,2.6249,1.9583,3.4161,-23.4688,584.0071,402.3305,587.8911,405.8036,水层
1525.04875,251.9204,10.25,0.1122,93.2494,115.5,247.7903,4.8882,5.1083,4.1718,3.8936,0.9941,3.8164,65.6875,0.3111,133.7939,2.5352,1.992,3.9492,-23.25,585.7885,402.8151,590.559,408.9049,水层
1525.08,251.7912,9.8516,0.1249,84.1024,107.5625,246.6377,4.9198,5.7736,6.1139,5.4409,0.9937,4.2305,65.625,0.3093,129.5357,2.5997,2.1556,5.5496,-23.3125,588.4478,404.1776,591.895,410.6696,水层
1525.11125,257.547,9.7266,0.1415,76.3994,95.0,247.0204,4.9128,5.911,8.6248,7.2329,0.9941,4.3941,65.625,0.2661,128.0998,2.7422,2.3035,8.2605,-23.7656,589.347,406.4182,594.1131,413.321,水层
1525.1425,264.1979,9.0312,0.1703,73.8376,87.0,251.1131,4.9636,5.7841,11.6877,9.5487,0.9937,4.6367,65.625,0.2128,128.3575,3.0409,2.4482,11.2592,-24.6094,591.1241,406.8724,597.1877,415.5182,水层
1525.17375,267.6511,9.0781,0.1689,78.5128,84.75,254.9502,5.1171,5.5607,13.8244,11.0923,0.9946,4.5508,65.625,0.165,134.6699,2.875,2.4392,10.9743,-25.2344,593.7833,409.5281,599.8383,419.0518,水层
1526.0175,291.2838,10.0,0.1721,84.3441,119.6875,288.8229,5.7212,5.5455,7.6232,6.9013,0.9956,10.7344,65.75,0.1954,172.6149,2.748,2.3866,6.7798,-25.6094,572.3002,388.4834,589.1619,404.4714,水层
1526.04875,290.3864,10.3672,0.1908,85.3286,128.25,285.6231,5.7983,5.4844,6.106,5.6495,0.9951,8.5781,65.75,0.2002,170.5119,2.7578,2.3495,5.9249,-24.9219,571.461,387.6576,588.7636,402.3655,水层
1526.08,289.8736,10.6172,0.1981,85.5538,124.3125,284.343,5.9182,5.7587,6.636,6.1412,0.9946,6.8242,65.75,0.2208,168.3062,2.6113,2.3076,5.7547,-24.4688,569.7783,387.2729,586.6484,401.1202,水层
1526.11125,289.3606,10.1088,0.1961,84.8587,121.7416,282.8066,6.0159,6.2503,7.6858,6.9647,0.9946,7.1009,65.75,0.2311,165.8442,2.5586,2.3116,6.4189,-24.5004,567.235,386.9012,582.8206,399.8792,水层
1526.1425,288.463,9.3672,0.1472,83.2681,111.25,284.7246,6.0908,6.5523,8.545,7.7063,0.9946,7.1523,65.75,0.2373,163.6897,2.5137,2.3172,7.6644,-25.0,564.285,386.5208,579.8362,399.9529,水层
1526.17375,288.2063,8.9453,0.1463,82.0088,105.6811,287.1542,6.1927,6.7235,9.3709,8.4751,0.9946,7.1094,65.75,0.219,162.0485,2.5586,2.4042,8.5681,-26.4391,562.5895,386.6033,576.4365,399.9789,水层
1526.205,287.5653,8.9453,0.1245,80.9724,97.6875,289.3274,6.3447,6.9044,10.9617,9.9437,0.9961,6.7422,65.75,0.2117,159.8429,2.502,2.4489,8.6964,-28.4531,560.0505,387.0618,574.3128,400.0353,水层
1526.23625,286.9243,8.9688,0.0949,81.01,96.25,290.2222,6.5608,7.0073,10.706,9.5597,0.9971,6.9414,65.8125,0.1948,157.4835,2.4727,2.4421,8.5061,-29.5469,556.6467,387.5681,570.9047,400.5242,水层
1526.2675,286.5392,8.8984,0.0954,81.2941,97.125,290.6053,6.6581,6.9893,10.2201,9.0511,1.002,7.6602,65.8125,0.1912,156.1499,2.5059,2.458,8.4755,-29.9844,553.6667,387.5984,565.7967,400.5762,水层
1526.29875,285.7698,9.0312,0.1209,81.5104,109.3125,290.8601,6.5771,6.7891,10.2334,8.9002,1.0,8.6094,65.75,0.1777,153.0719,2.7012,2.4787,8.2079,-30.4531,548.1222,388.0786,564.5251,401.0607,水层
1526.33,285.3847,9.0938,0.1093,82.7913,113.375,290.987,6.4888,6.4856,9.0352,7.7956,0.9966,9.1082,65.75,0.1843,150.2505,2.7539,2.4579,7.5211,-29.9531,546.4139,389.0217,557.2636,401.5409,水层
1526.36125,284.9998,9.1797,0.1295,83.4905,120.5,290.9855,6.433,6.2471,7.7103,6.6818,0.9951,8.5,65.8125,0.1974,146.095,2.7225,2.4372,6.653,-28.9688,541.2847,389.0477,555.5553,402.034,水层
1526.3925,284.6149,9.3672,0.135,83.9416,127.4375,290.9846,6.3403,6.2045,7.7204,6.687,0.9937,7.9141,65.8125,0.2234,143.0684,2.5332,2.4159,5.9263,-28.5,536.5793,384.7884,551.7105,401.2168,水层
1526.42375,284.1018,9.4297,0.1462,83.9882,125.625,288.8083,6.1622,6.3106,7.9968,6.9049,0.9937,7.6133,65.8125,0.226,139.0153,2.5527,2.415,5.9799,-28.1875,530.5854,377.0871,546.1531,400.8365,水层
1526.455,283.8442,9.3125,0.1321,82.9567,121.0625,286.7602,5.9879,6.3039,8.337,7.0967,0.9937,8.3594,65.9375,0.22,132.4479,2.6875,2.4312,6.9893,-27.9062,527.1646,374.9509,543.1647,400.4561,水层
1526.48625,283.7152,9.0781,0.1364,82.4112,104.5,284.9679,5.885,6.0848,9.196,7.6663,0.9927,9.3438,65.875,0.2055,124.4446,2.7051,2.4586,7.795,-27.6875,523.3242,370.2463,539.7568,399.6606,水层
1526.5175,284.0977,9.1408,0.1334,82.3651,108.3191,282.1517,5.9262,5.8774,9.3538,7.7235,0.9932,10.2556,65.8126,0.1964,124.4968,2.7051,2.4613,7.4329,-27.4998,520.7855,366.4196,536.3488,397.5331,水层
1526.54875,285.1198,9.3906,0.1634,82.8194,116.5,280.7436,6.1716,5.8682,8.1914,6.9392,0.9937,10.6719,65.875,0.1973,126.7936,2.668,2.4479,6.5455,-27.2812,518.264,362.5799,533.8101,391.0987,水层
1526.58,285.758,9.5548,0.1747,83.1512,122.9955,278.9511,6.5293,6.1152,7.1829,6.2608,0.9907,10.0469,65.8751,0.2071,132.2976,2.6015,2.3918,5.8747,-26.8749,517.8617,360.8806,532.1405,383.3713,水层
1526.61125,286.3964,9.6719,0.218,82.2536,117.4375,277.0311,6.8001,6.6283,7.1469,6.232,0.9912,8.9062,65.9375,0.2195,136.1905,2.5039,2.3659,5.7191,-26.75,517.4809,357.9058,530.4538,378.2386,水层
1526.6425,286.6514,9.1875,0.2076,81.407,109.75,275.6226,7.0099,7.3387,8.7638,7.4928,0.9927,6.8516,65.875,0.2175,139.1241,2.422,2.3526,6.7577,-26.8438,517.9736,355.3721,530.5054,373.0973,水层
1526.67375,287.4175,8.9531,0.1772,80.4138,101.8125,279.7155,7.2667,7.9571,11.6974,9.8999,0.9917,5.6328,65.875,0.2077,145.4366,2.5176,2.373,8.759,-27.5625,519.3138,352.8385,531.4304,368.8382,水层
1526.705,287.9278,8.8438,0.1332,78.8289,98.6875,282.4014,7.6249,8.2995,13.5197,11.698,0.9907,5.125,65.8125,0.1809,148.9781,2.7012,2.4254,11.0958,-29.3438,522.8334,351.6065,534.9456,365.8591,水层
1526.73625,287.9267,8.9219,0.0981,77.9063,95.25,285.9825,8.2695,8.543,12.3807,10.976,0.9917,5.6667,65.8125,0.1662,152.5712,2.6992,2.4578,11.6551,-30.9688,527.6546,351.2002,539.3257,364.1772,水层
1526.7675,287.9254,8.9766,0.0479,77.9689,99.25,289.4355,8.9119,9.0336,11.9806,10.9911,0.9912,5.2656,65.8125,0.163,153.9061,2.6171,2.4382,10.9701,-31.125,530.7245,351.2568,543.7144,363.81,水层
1526.79875,287.9242,8.9922,0.0316,77.6497,103.3125,291.6098,8.9571,9.7976,13.2858,12.6131,0.9907,4.8438,65.875,0.1808,155.0871,2.457,2.4288,12.148,-30.9844,535.1089,353.0474,546.7799,364.2859,水层
1526.83,286.3871,8.9688,0.0321,76.6541,102.5625,293.144,8.1567,9.7964,15.4341,14.5731,0.9907,4.9961,65.9375,0.1899,155.7552,2.6738,2.4285,15.8866,-30.7969,538.1745,359.5815,552.8896,366.0678,水层
1526.86125,284.4656,8.9922,0.0412,76.9563,96.1875,294.8062,7.0918,8.4692,15.9796,15.3522,0.9907,5.9453,65.875,0.176,155.6021,2.8633,2.4405,18.7093,-30.9844,542.1263,364.386,558.1343,367.8496,水层
1526.8925,284.4656,9.0078,0.0829,78.9663,96.4375,296.0846,6.2598,6.7397,13.3678,13.1276,0.9897,6.4141,65.875,0.1705,154.6793,2.959,2.4374,15.0113,-30.7969,546.0696,377.0086,561.6323,370.9287,水层
1526.92375,283.1846,9.3596,0.1038,82.8282,103.1359,292.7568,5.6961,5.4912,9.4126,9.3872,0.9912,5.5898,65.8126,0.1787,152.3198,2.7734,2.3822,8.9384,-29.8894,550.441,381.8042,564.7106,376.6066,水层
1526.955,281.2626,9.5547,0.138,88.3046,116.75,287.2537,5.3956,4.7679,6.2715,6.0469,0.9946,5.3242,65.875,0.2072,148.7799,2.7695,2.3367,5.7968,-28.3906,554.8209,387.9014,564.7749,382.2801,水层
1526.98625,281.2626,9.6484,0.1818,92.8464,123.1875,284.95,5.3326,4.4394,4.4303,4.434,0.9927,4.4531,65.9375,0.2391,144.0087,2.7305,2.3556,4.6536,-26.6719,558.3317,397.4926,565.6826,390.5567,水层
1527.0175,280.4935,9.8438,0.2179,91.9567,133.625,281.3665,5.3199,4.5551,4.1784,4.2244,0.9917,3.9277,65.9375,0.2614,140.8793,2.7891,2.3766,4.2703,-25.1406,562.2748,400.5455,566.5989,395.7977,水层
1527.04875,280.109,9.7969,0.1828,86.6983,130.75,279.3182,5.3029,5.1519,5.0372,5.026,0.9907,3.5215,65.9375,0.2498,136.9803,2.8907,2.3873,4.516,-24.3594,565.3531,407.516,568.8124,403.205,水层
1527.08,279.0837,9.1875,0.1696,80.9026,124.125,276.502,5.4042,5.8971,6.2377,5.8687,0.9907,3.8535,65.9375,0.2005,133.9023,2.9922,2.4266,6.2985,-24.1719,568.8681,413.6304,572.7769,411.4727,水层
1527.11125,278.4429,9.0703,0.1476,74.8951,112.5625,274.8378,5.6153,6.4454,9.8544,8.6211,0.9897,4.0156,65.9375,0.1633,131.081,3.451,2.5226,10.045,-24.5781,571.5268,419.308,574.5408,418.8669,水层
1527.1425,277.9298,9.0781,0.1108,71.6093,128.375,273.8133,5.9692,6.9401,16.0342,13.6518,0.9902,4.5027,65.9375,0.1464,131.4925,3.209,2.5392,13.837,-25.3906,573.2993,422.3868,578.4924,428.0037,水层
1527.17375,277.5442,9.0,0.076,72.6062,151.5,272.7886,6.5895,7.2808,13.4193,11.7709,0.9907,4.1055,65.9375,0.1537,131.8525,3.291,2.5364,14.8882,-26.2031,575.0803,424.6051,581.5706,434.1092,水层
1527.205,277.4152,9.0,0.0769,76.4044,155.25,272.659,7.3702,7.3128,11.8162,10.5097,0.9917,3.748,65.9375,0.1493,132.1613,2.9141,2.5053,13.0111,-26.8281,578.1628,425.9499,583.7797,435.467,水层
1527.23625,277.4141,9.0312,0.0885,79.6844,141.875,273.2979,8.0106,7.4066,9.6531,9.0401,0.9907,3.2852,65.9375,0.1572,132.47,2.7559,2.4579,9.7824,-27.0469,581.2709,426.4299,587.2988,435.5189,水层
1527.2675,277.2849,9.3047,0.1058,80.7736,134.875,274.3203,8.1276,7.9322,8.864,8.7576,0.9888,3.3555,65.9375,0.1961,132.3169,2.5723,2.4213,8.1534,-26.9844,582.1571,426.4949,590.8179,433.8499,水层
1527.29875,277.4104,9.3047,0.0931,80.6889,138.875,275.215,7.5264,8.2893,9.1147,9.2941,0.9907,3.4375,65.9375,0.2051,132.0099,2.5625,2.403,9.8495,-26.7656,583.938,426.1101,590.8649,433.0327,水层
1527.33,277.41,8.9688,0.0955,80.488,142.2361,276.6209,6.5469,7.5026,10.0285,10.1671,0.9917,3.4492,65.9375,0.1931,131.6003,2.7228,2.449,13.3687,-26.891,585.2952,425.7254,591.7725,432.6436,水层
1527.36125,277.5364,8.9688,0.0973,81.221,124.875,277.2599,5.6071,6.1944,12.4779,12.2292,0.9917,3.4277,65.9375,0.1552,131.0368,2.8105,2.4869,14.4591,-27.3906,586.2028,424.9212,592.2606,430.9703,水层
1527.3925,277.6631,9.1641,0.1068,85.707,123.5625,278.2822,4.9592,5.1364,12.0313,11.7599,0.9927,3.1953,65.9375,0.1554,130.3708,2.9043,2.4728,10.9622,-27.1406,586.2584,424.1127,592.7485,429.3014,水层
1527.42375,277.9179,9.5859,0.1082,92.2604,125.625,277.6412,4.5664,4.4223,7.5352,7.6979,0.9937,2.8652,66.0,0.1728,130.0122,2.9199,2.3902,6.8317,-26.2031,586.7508,422.8632,594.0928,428.0475,水层
1527.455,278.0443,10.0156,0.144,97.7533,144.625,275.8485,4.3043,3.9397,4.6919,4.8364,0.9937,2.6035,66.0,0.2266,128.8846,2.877,2.346,4.5842,-25.0938,586.3869,419.8842,596.3104,427.2347,水层
1527.48625,278.1709,10.2891,0.1647,98.264,156.25,275.208,4.0235,3.6822,4.4943,4.508,0.9937,2.582,66.0625,0.276,128.4748,2.8984,2.326,3.7464,-24.1562,586.4169,413.8871,599.4012,424.6967,水层
1527.5175,278.2976,9.9844,0.1962,97.5374,158.375,274.1835,3.7669,3.5986,4.53,4.4411,0.9937,3.0273,66.0,0.3042,128.0648,2.9355,2.3784,3.6262,-23.3125,587.3287,408.3268,601.6144,421.7306,水层
1527.54875,277.9122,9.2109,0.1729,96.0746,157.0,272.775,3.6307,3.5267,4.3776,4.2684,0.9922,3.7268,65.9375,0.2802,127.5014,2.9746,2.3575,3.7933,-22.9062,590.411,402.3385,603.3867,418.3366,水层
1527.58,277.3994,9.2656,0.1593,92.5573,150.625,271.7503,3.6369,3.5676,4.5732,4.5065,0.9897,4.5625,66.0,0.2524,127.0918,2.8477,2.3035,3.8389,-22.7812,593.9214,399.7876,602.1409,415.3446,水层
1527.61125,276.5024,9.0781,0.1543,91.2384,153.0,270.5973,3.7849,3.8578,5.4211,5.2723,0.9917,4.5586,65.9375,0.2576,126.8359,2.7676,2.2854,4.1335,-22.6875,593.9728,397.2411,600.0261,411.5139,水层
1527.6425,274.7097,8.9688,0.1953,89.5168,141.25,272.2592,4.0977,4.2284,5.7953,5.6836,0.9927,4.3125,65.9375,0.2672,128.1712,2.8379,2.3723,5.1599,-22.7812,590.1498,394.6945,597.0635,408.5349,水层
1527.67375,272.533,8.9688,0.2499,85.9138,128.9904,274.0497,4.502,4.5607,6.3364,6.361,0.9907,4.5078,65.9376,0.2478,129.4036,2.8848,2.5094,5.9901,-23.0628,587.196,391.7243,594.5292,405.1323,水层
1527.705,270.2287,8.9531,0.2466,83.1289,117.0625,276.3518,4.9393,5.0656,7.688,7.7616,0.9902,4.9219,66.0,0.215,130.6358,2.8887,2.5089,6.3379,-23.4375,586.7808,390.9073,592.423,403.0138,水层
1527.73625,268.0522,8.9375,0.1848,81.2169,107.7447,279.2933,5.419,5.879,8.5135,8.9088,0.9907,6.5195,66.0625,0.2052,131.7142,2.8496,2.4556,7.7849,-23.938,585.5607,390.9594,591.5882,400.4803,水层
1527.7675,265.4913,8.9375,0.1548,80.0085,101.125,281.7228,5.8283,6.4416,9.1201,9.7228,0.9893,7.9297,66.0625,0.1989,133.152,2.8164,2.4544,12.2641,-24.5,585.154,394.4878,591.6481,400.0913,水层
1527.79875,264.7232,8.9453,0.1384,78.6661,95.875,282.7457,5.9045,6.3703,10.4591,11.0775,0.9888,11.1641,66.0625,0.1755,130.1767,2.8085,2.4977,16.1401,-25.0625,585.2097,399.737,591.2714,400.1477,水层
1527.83,262.4186,8.9531,0.1093,79.8955,102.0,284.9197,5.8905,6.0184,12.0768,12.6892,0.9888,13.2656,66.0,0.1672,126.5857,2.6914,2.48,13.6696,-25.375,587.4272,402.7939,592.1789,402.7939,水层
1527.86125,261.1378,8.9531,0.1106,82.6043,105.875,286.454,6.0134,5.7748,10.1108,10.4742,0.9888,15.6406,66.0,0.1846,124.38,2.6895,2.4513,9.2495,-25.5,592.6755,409.3315,597.8553,406.7373,水层
1527.8925,259.6013,8.9531,0.1427,83.9421,108.5,288.3721,6.0885,5.6786,7.5276,7.7547,0.9888,13.3516,66.0,0.2054,119.6087,2.7305,2.4407,7.0861,-25.2812,599.2166,416.7423,605.6891,414.5935,水层
1527.92375,257.2958,8.9688,0.1594,85.3284,110.25,289.6505,6.1939,5.5878,6.6775,6.7053,0.9912,11.1719,66.0,0.2114,114.2729,2.8809,2.4216,6.3153,-24.9688,604.8757,421.9783,615.7061,418.9561,水层
1527.955,256.6557,8.9688,0.1887,85.0729,111.0625,284.7874,6.5376,5.6218,5.7929,5.707,0.9907,10.2833,66.0625,0.2088,109.9122,2.9062,2.4141,5.7864,-24.8438,612.718,428.5157,620.9414,423.7597,水层
1527.98625,255.6308,8.9688,0.2091,81.3149,111.875,274.4221,6.994,6.2662,5.9191,5.9294,0.9878,9.8359,66.0625,0.2081,106.6802,2.9355,2.3892,5.5249,-24.5,621.8616,433.7646,625.7401,433.7862,水层
1528.0175,254.2218,8.9375,0.1944,75.5395,105.8125,267.3834,7.4417,7.8643,9.2883,8.7232,0.9893,8.8594,66.0625,0.2095,103.2944,2.9922,2.3669,7.1921,-24.2188,627.0926,437.2754,632.2852,438.1531,水层
1528.04875,253.3248,8.9062,0.203,70.5266,97.1875,265.0798,7.9647,9.5221,16.5009,14.0775,0.9907,9.3594,66.0625,0.1747,98.472,3.2227,2.4305,14.7372,-24.25,632.3278,440.3495,638.8345,444.258,水层
1528.08,252.556,8.9062,0.2143,67.1929,84.5592,257.9134,8.4061,10.2602,24.9611,22.066,0.9863,10.2344,66.0001,0.1111,96.1637,3.3358,2.5551,25.0721,-24.3127,638.4448,445.1702,643.6287,448.6204,水层
1528.11125,251.7865,8.9219,0.1844,67.3494,80.375,252.7945,8.7217,10.4102,24.1842,22.9191,0.9858,11.9453,66.0625,0.0786,94.1121,3.2207,2.6273,25.2192,-24.5938,643.6841,449.9737,649.3175,451.6988,水层
1528.1425,251.2734,8.9375,0.1382,70.8081,94.3229,248.0592,8.7819,10.2624,17.7087,17.6544,0.9878,10.4922,66.0625,0.0879,89.7,3.1545,2.6106,19.1481,-24.8125,648.504,456.0914,651.5091,456.5065,水层
1528.17375,250.8885,8.9141,0.1195,74.4181,107.25,243.324,8.2661,9.121,13.1997,13.639,0.9878,10.2812,66.0625,0.1047,91.0871,3.3828,2.5959,14.7341,-24.875,651.5602,460.9077,655.019,461.7552,水层
1528.205,251.0151,8.8828,0.1105,77.7743,125.6875,240.5079,7.3685,7.3261,10.3483,10.7128,0.9878,11.5547,66.125,0.1185,91.6003,3.4296,2.5573,11.0247,-24.9375,656.3715,463.104,659.826,465.6938,水层
1528.23625,253.8284,8.8594,0.1275,82.39,140.875,241.0184,6.5285,5.9409,7.1989,7.4473,0.9878,13.4453,66.125,0.1347,94.0642,3.2832,2.5282,7.4025,-24.9688,661.1826,466.6146,661.6064,469.2087,水层
1528.2675,256.0025,8.8438,0.1583,86.4385,161.625,243.0643,5.8066,5.235,5.9212,6.1139,0.9878,15.1016,66.125,0.1751,97.2466,2.9784,2.4958,5.505,-24.625,664.6882,469.2605,661.2295,472.7192,水层
1528.29875,259.8392,8.8438,0.193,88.2652,174.5,245.3664,5.1698,4.856,5.4621,5.5919,0.9868,12.75,66.125,0.213,101.0959,2.8203,2.4789,5.1717,-24.5,666.4772,471.9107,661.7172,476.2341,水层
1528.33,264.9554,8.8125,0.2318,88.9332,176.25,251.7626,4.7297,4.5532,5.3048,5.3692,0.9863,12.125,66.125,0.2249,105.4585,2.7246,2.474,5.5391,-24.4375,665.6593,474.1242,664.3666,478.0239,水层
