Depth,AC,CALS,DRHO,DT,GR,HAC,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PD60,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
932.0,345.8923,9.6719,0.064,96.0048,89.25,303.8472,4.9832,4.7529,5.6147,4.79,1.2451,8.2344,50.8125,0.2768,201.7502,2.256,2.3443,4.2426,-31.0156,610.4894,416.6003,614.9559,423.4058,水层
932.03125,349.7087,9.6484,0.0663,96.9243,92.0625,309.3255,4.9758,4.7486,5.3181,4.4729,1.2451,8.5938,50.8438,0.2842,196.7925,2.3532,2.3254,4.2132,-30.0469,618.2055,421.4589,621.1713,427.3699,水层
932.0625,352.1291,9.5391,0.0641,97.8745,87.625,332.1557,4.9873,4.7985,5.1155,4.2867,1.2441,8.7109,50.8438,0.2933,184.8317,2.3433,2.306,4.4064,-30.1094,627.3937,426.6075,629.5723,432.2682,水层
932.09375,355.3112,9.4531,0.0635,98.4933,88.4369,342.4819,4.9645,4.9046,5.1035,4.3172,1.2412,8.8281,50.8125,0.3001,180.9475,2.2778,2.2831,4.6749,-31.9223,643.8712,431.1987,646.7289,436.8776,水层
932.125,358.8761,9.4531,0.0548,98.2866,86.9367,358.6779,4.8818,4.9972,5.4485,4.6433,1.2402,8.6721,50.8125,0.2942,177.9322,2.4405,2.2522,5.1007,-33.0314,673.0737,435.5941,674.6023,441.9525,水层
932.15625,360.91,9.4531,0.0451,97.2901,85.0,364.0298,4.6725,4.9027,5.9122,5.0224,1.2432,8.7734,50.7812,0.2731,175.3771,2.8365,2.231,5.8165,-33.5312,697.2031,447.6884,697.5355,454.3296,水层
932.1875,361.7958,9.4688,0.0504,98.0997,82.3125,369.1252,4.3809,4.5135,6.4348,5.481,1.2441,8.9609,50.8125,0.2576,173.4865,3.0813,2.2311,6.2361,-34.7812,710.9954,474.8,716.3945,480.9798,水层
932.21875,361.916,9.4922,0.078,104.5279,78.0,376.6419,4.1554,3.9447,7.2272,6.0854,1.2451,9.2497,50.7812,0.2702,172.3627,2.9137,2.2353,5.4316,-35.5,722.9603,497.2904,728.8802,504.6005,水层
932.25,360.1227,9.5703,0.0891,112.4403,78.5,377.6574,4.0257,3.5176,6.2749,5.2961,1.2471,9.4375,50.8125,0.3032,171.4945,2.7147,2.2403,3.8613,-34.875,725.67,513.5569,731.835,522.2167,水层
932.28125,355.1387,9.7891,0.0921,120.3801,84.8125,371.0143,3.9428,3.3498,4.6358,3.9967,1.2471,9.5703,50.8438,0.3374,170.8307,2.6765,2.255,2.6581,-32.7812,710.9481,532.1053,719.8632,541.1478,水层
932.3125,349.1353,9.9375,0.107,125.9351,94.8125,365.776,3.8643,3.3397,3.6382,3.1444,1.249,9.7344,50.8438,0.3539,170.4736,2.7285,2.2958,2.4169,-29.0469,696.8708,546.7064,703.5088,554.3532,水层
932.34375,339.6838,9.9609,0.1086,125.8037,108.1875,355.1743,3.7867,3.3939,3.0314,2.6189,1.248,9.8672,50.875,0.3493,170.2189,2.704,2.3373,2.4898,-26.4219,699.8054,547.7433,703.2655,552.1504,水层
932.375,337.6378,10.0312,0.0766,116.905,110.5625,353.1292,3.7118,3.537,3.0614,2.5942,1.2451,9.8516,50.7812,0.3413,170.6796,2.7319,2.3426,2.712,-25.5156,713.4507,526.8272,713.5405,533.7353,水层
932.40625,334.0572,10.1094,0.0627,106.3693,112.0,346.9979,3.6921,3.7442,3.4215,2.9292,1.2451,9.75,50.8125,0.3218,172.0096,2.7642,2.3536,3.2079,-25.2344,720.5921,510.2248,724.7763,518.4517,水层
932.4375,332.1364,10.2031,0.0733,98.2609,105.6875,341.2481,3.7492,3.8491,4.1663,3.5478,1.2451,9.625,50.8438,0.2993,173.902,2.7585,2.3686,4.0517,-25.2344,715.7552,498.138,724.4844,507.0729,水层
932.46875,330.597,10.4141,0.0817,93.923,103.5,337.9234,3.8712,3.8046,4.7215,3.9891,1.2451,9.4531,50.8438,0.2852,174.8227,2.7345,2.377,4.5554,-24.9531,700.5264,476.6872,708.5154,488.0529,水层
932.5,329.4416,10.7189,0.0875,93.4824,100.2514,334.3398,4.0299,3.7729,4.8916,4.146,1.2461,9.3672,50.875,0.285,176.715,2.6902,2.375,4.1381,-24.7188,690.2859,456.0299,695.8853,468.488,水层
932.53125,328.6701,11.0626,0.1022,95.7653,103.751,332.4199,4.1408,3.8303,4.8374,4.1583,1.2461,9.4843,50.8438,0.2852,178.4538,2.663,2.378,3.5278,-24.5938,682.2663,441.2412,690.1332,453.7575,水层
932.5625,327.8975,11.3438,0.1153,97.331,106.125,331.2653,4.1207,3.8646,4.2944,3.7603,1.2451,9.8125,50.875,0.2766,179.6304,2.6049,2.386,3.4072,-24.5,677.8751,446.3014,686.0074,455.4374,水层
932.59375,327.1236,11.625,0.1161,96.8208,111.375,330.1095,3.9636,3.7509,4.0271,3.5701,1.2461,10.0781,50.9062,0.2738,180.7047,2.6591,2.3892,3.548,-24.4531,672.132,462.5085,679.4479,470.6768,水层
932.625,326.4785,11.4766,0.1032,98.543,109.0625,328.571,3.7958,3.5452,4.1713,3.6466,1.2471,10.0625,50.9375,0.2813,181.9836,2.8016,2.3886,3.5725,-24.3281,671.6844,470.25,678.3156,481.709,水层
932.65625,325.7046,11.4688,0.0922,102.3203,107.6875,327.1575,3.6919,3.3785,4.1256,3.6016,1.2471,10.0859,50.8438,0.296,183.1602,2.9253,2.3858,3.2637,-24.1562,670.523,471.9116,677.4461,481.7155,水层
932.6875,324.8032,11.6953,0.0789,106.5121,107.625,326.2581,3.6398,3.3223,3.8438,3.3415,1.2471,10.1719,50.8438,0.309,183.9788,2.9756,2.3812,2.9357,-24.125,664.4846,471.6046,672.4295,483.2797,水层
932.71875,324.5432,12.1016,0.0603,108.9876,107.9375,324.8446,3.6456,3.3486,3.613,3.1436,1.2461,10.3828,50.8125,0.3104,184.8487,2.9293,2.3772,2.784,-24.2031,658.1296,465.9722,664.5739,477.7404,水层
932.75,324.536,12.1641,0.0531,108.2805,107.6875,324.2016,3.6755,3.4223,3.4319,2.9747,1.249,10.6484,50.8438,0.2972,185.6675,2.8879,2.385,2.871,-24.1875,656.2006,469.6765,661.1438,478.7409,水层
932.78125,324.5287,12.2422,0.0514,103.9559,101.3125,323.4286,3.6924,3.5232,3.4564,2.9786,1.251,9.2344,50.875,0.2795,186.2306,2.8394,2.3939,3.0511,-24.1875,655.8602,471.8204,659.6742,481.7795,水层
932.8125,324.7743,11.6719,0.0455,100.4492,101.6875,322.7818,3.7466,3.6305,3.7004,3.2092,1.248,10.0312,50.9062,0.265,186.5893,2.8181,2.3993,3.2639,-24.2969,662.5383,461.2653,666.5969,471.7755,水层
932.84375,324.8946,11.0938,0.0379,97.856,103.9375,322.0075,3.8523,3.7506,3.896,3.3937,1.2412,12.1484,50.9062,0.2601,186.7946,2.9549,2.4035,3.438,-24.5469,663.8325,454.5128,669.0192,463.0729,水层
932.875,325.1413,11.0,0.0391,96.3226,105.6875,321.6184,3.9451,3.8899,4.0186,3.5495,1.2402,18.2812,50.875,0.2677,186.8976,3.1345,2.4116,3.6634,-24.6875,653.1946,443.7022,658.6946,453.9503,水层
932.90625,325.2581,11.2346,0.0324,96.0359,105.8114,321.1005,4.0237,3.9691,4.4243,3.934,1.2402,17.4219,50.875,0.2764,186.4384,3.1586,2.4116,4.0419,-24.9062,644.1892,432.5943,650.8138,443.0635,水层
932.9375,325.3808,11.7108,0.0281,96.7318,103.0639,320.4525,4.1295,3.9658,4.84,4.2554,1.2393,13.9417,50.8438,0.2781,184.8544,3.0096,2.4042,4.1818,-24.9844,632.497,429.0304,640.2465,438.1557,水层
932.96875,325.3748,11.4062,0.0308,97.2016,106.625,320.3198,4.2247,3.9806,4.6524,4.0938,1.2383,12.5,50.8438,0.2749,182.2991,2.7101,2.3947,3.8749,-25.0781,623.8718,426.4359,629.9958,435.9979,水层
933.0,325.4963,11.0938,0.0379,97.1332,103.9375,320.0558,4.2998,4.0663,4.5676,4.0452,1.2393,12.6328,50.8438,0.2693,180.7663,2.5929,2.3878,3.5822,-24.8594,621.8118,426.2529,627.3118,434.8441,水层
933.03125,325.7418,11.1094,0.0455,96.631,107.9375,322.2143,4.3836,4.1541,4.5869,4.0471,1.2393,12.3207,50.875,0.2631,179.1824,2.5314,2.3866,3.6006,-24.7969,620.3682,427.3114,625.8682,436.2261,水层
933.0625,325.8622,11.2344,0.0558,95.9626,106.875,322.847,4.4602,4.2165,4.2619,3.7856,1.2383,12.0234,50.9375,0.2574,177.9562,2.5033,2.3905,3.834,-24.8594,618.1219,425.1097,624.0,436.4543,水层
933.09375,325.8573,11.3125,0.0625,95.5417,107.125,323.9875,4.5452,4.3086,4.4735,3.9228,1.2373,10.5078,50.9062,0.2587,176.5256,2.4274,2.3932,3.9496,-24.9844,617.6892,419.54,625.5138,430.9454,水层
933.125,326.2268,11.2891,0.0689,95.9551,103.5625,324.8716,4.7129,4.5194,4.722,4.0976,1.2393,10.3438,50.9062,0.2704,175.4017,2.416,2.3869,4.0373,-25.25,617.4311,414.7415,627.0519,426.5604,水层
933.15625,326.3495,11.4531,0.071,95.989,101.375,325.3755,4.9391,4.8141,4.897,4.2532,1.2393,9.6953,50.9375,0.2802,174.6867,2.4186,2.369,4.2942,-25.3438,615.9305,414.0695,624.7407,426.4398,水层
933.1875,326.6011,11.2031,0.0617,95.8631,100.3125,325.7506,5.1842,5.1342,5.1711,4.5124,1.2402,10.2969,50.9375,0.2835,174.2274,2.3302,2.3401,4.7423,-25.75,614.4293,416.7121,622.7391,428.5572,水层
933.21875,327.0993,10.4688,0.0533,95.7114,98.0625,325.8705,5.4428,5.4673,5.5485,4.852,1.2393,9.9766,50.9375,0.281,174.0237,2.2394,2.3083,5.3258,-26.7344,614.2617,419.6904,622.6426,432.833,水层
933.25,327.2232,10.2734,0.0525,95.8221,92.75,325.4802,5.752,5.7377,6.3063,5.4528,1.2373,9.8672,50.9375,0.2769,173.7177,2.1816,2.2864,5.8756,-28.4219,617.7909,419.5227,625.8364,433.95,水层
933.28125,327.7275,10.0781,0.0539,95.9549,87.625,323.8129,6.16,5.9824,6.9936,6.0593,1.2402,9.2734,50.9375,0.2744,173.3607,2.2415,2.2837,6.0238,-31.1094,621.5,418.8457,627.6171,432.7286,水层
933.3125,328.9887,10.0547,0.0538,94.5939,85.3757,321.3814,6.5913,6.3718,6.7599,5.9513,1.2412,9.5859,50.9688,0.2761,172.339,2.2445,2.2963,5.7835,-33.5316,611.9185,420.1498,615.5022,433.6916,水层
933.34375,328.9887,10.0859,0.0538,91.3029,87.1261,319.5879,6.9789,6.9382,6.7441,5.9785,1.2412,10.0541,50.9688,0.2783,170.8061,2.216,2.2952,5.8838,-34.4059,592.8514,423.1522,595.0797,434.096,水层
933.375,329.8708,10.0703,0.0486,88.6862,89.875,317.7943,7.1913,7.444,6.8986,6.1659,1.2422,10.3828,50.9688,0.2817,169.2222,2.1471,2.2742,6.8337,-33.75,585.6544,418.2719,591.2311,425.6957,水层
933.40625,330.375,10.0078,0.0412,86.9025,88.5625,319.0623,7.1068,7.6598,7.1719,6.4233,1.2422,10.2266,51.0,0.2851,167.9959,2.1456,2.2427,8.1863,-33.4688,582.3442,404.9958,588.4589,408.7253,水层
933.4375,331.2559,10.0391,0.0335,86.1464,82.9375,322.7503,6.8815,7.5604,8.4735,7.5032,1.2412,10.0627,51.0,0.2854,166.3097,2.1981,2.2202,9.272,-35.0312,580.3072,401.3857,584.6502,405.5247,水层
933.46875,331.7589,9.8516,0.0362,86.7029,80.3125,324.5299,6.7625,7.1289,10.0656,8.7198,1.2402,10.2188,51.0,0.2794,165.2368,2.2856,2.2295,9.3824,-36.2812,581.5458,406.1545,583.6594,410.2959,水层
933.5,332.0081,9.5078,0.0438,88.9292,77.625,327.7089,6.7173,6.5684,10.0399,8.5813,1.2383,10.0,50.9688,0.2809,164.3173,2.3795,2.2601,8.1604,-36.3438,587.8687,419.4234,590.3358,420.584,水层
933.53125,332.3847,9.3594,0.0462,90.1468,81.4375,328.4705,6.655,6.174,8.8745,7.6173,1.2412,9.4922,50.9375,0.2837,163.1425,2.464,2.2897,6.4261,-35.75,598.4581,430.3877,600.9075,433.3877,水层
933.5625,332.7565,9.3672,0.0449,92.0275,85.3125,330.2449,6.4581,6.0259,7.4111,6.4611,1.2412,9.0547,50.9688,0.2824,162.4784,2.5232,2.3141,5.3143,-34.8438,615.7944,429.9317,621.4271,433.6115,水层
933.59375,332.7565,9.3672,0.0449,92.9142,91.3125,330.7526,6.0902,5.9333,6.1777,5.4977,1.2412,9.0234,50.9688,0.2776,161.5079,2.7348,2.33,4.9688,-33.9062,645.4159,429.7083,654.6662,433.6805,水层
933.625,333.1296,9.3984,0.0412,92.5061,98.625,332.1456,5.557,5.7163,5.7622,5.161,1.2402,9.4609,50.9688,0.2733,160.9973,3.0763,2.3359,5.2566,-32.4375,674.1016,437.0677,675.2964,440.9872,水层
933.65625,333.2511,9.4141,0.0446,91.974,105.1875,332.9059,4.9635,5.2201,6.1152,5.3449,1.2412,9.3828,51.0,0.2729,160.6402,3.2373,2.3332,5.783,-30.7344,691.4666,453.2975,693.7475,458.0713,水层
933.6875,333.3714,9.4141,0.0662,94.0637,103.811,333.9175,4.5172,4.5125,6.9855,6.0028,1.2422,9.3281,51.0312,0.2775,160.4364,3.0714,2.3332,5.6442,-30.3908,703.1301,473.782,706.8258,477.9123,水层
933.71875,332.7263,9.4375,0.0748,105.1233,99.9387,334.4214,4.2318,3.8789,6.5243,5.6686,1.2412,9.2969,51.0625,0.2946,160.0793,2.7821,2.3259,4.4315,-30.9217,707.0208,493.823,712.7833,500.0084,水层
933.75,331.825,9.5078,0.0738,114.4688,102.875,334.0298,4.0342,3.5132,5.257,4.6276,1.2412,9.9134,51.0312,0.323,159.6201,2.7365,2.3271,3.0662,-30.4375,704.9113,511.5578,712.4301,520.8682,水层
933.78125,330.9236,9.5781,0.0808,121.1777,110.9375,331.2106,3.858,3.372,4.13,3.6914,1.2461,10.1797,51.0,0.3508,159.3142,2.7996,2.3389,2.545,-27.875,703.4107,522.1429,710.1964,533.2679,水层
933.8125,330.4073,9.6094,0.0757,122.3157,118.25,330.3126,3.6851,3.3168,3.2575,2.9694,1.2441,10.1328,51.0312,0.3643,159.1102,2.84,2.3497,2.5064,-25.7969,701.7126,533.6924,710.5,544.2672,水层
933.84375,329.3735,9.7812,0.0496,117.1286,116.5625,329.287,3.4862,3.2814,3.0361,2.7066,1.2432,9.7036,51.0625,0.3599,158.7531,2.8426,2.3369,2.6677,-25.0469,710.7563,535.9133,718.5867,550.0967,水层
933.875,329.2448,9.8906,0.0364,109.0607,115.1875,327.7473,3.3379,3.2401,3.3152,2.8794,1.2422,9.3438,51.0,0.3441,158.6004,2.8368,2.3351,2.9073,-24.8281,740.1232,516.8859,745.4129,532.9846,水层
933.90625,328.9824,9.7578,0.0314,101.2777,115.0625,326.7191,3.2844,3.2086,3.5648,3.1184,1.2412,9.1641,51.0312,0.3347,158.3968,2.7394,2.3394,3.1334,-24.9531,756.2519,506.0576,762.7519,521.6151,水层
933.9375,328.3349,9.7188,0.0225,99.9638,114.0,326.7115,3.3038,3.1892,3.7849,3.3246,1.2432,8.9219,51.0312,0.3294,158.2951,2.692,2.3427,3.2595,-25.0156,739.6923,506.2872,746.5883,518.9059,水层
933.96875,327.9462,9.6797,0.0158,103.7045,111.1875,327.2141,3.3916,3.1786,4.0132,3.5074,1.2432,9.1797,50.9688,0.3288,158.1425,2.6589,2.3422,3.2097,-24.9844,719.9437,506.5633,726.2531,516.2141,水层
934.0,327.8114,9.6797,0.0123,108.1477,109.4375,327.4616,3.5134,3.2251,3.8672,3.383,1.2432,9.4609,51.0,0.3317,158.041,2.6481,2.3382,3.0291,-25.2656,706.1368,499.332,708.849,508.7327,水层
934.03125,327.1616,9.6641,0.0111,110.0125,108.0625,327.3251,3.6062,3.3512,3.6245,3.2182,1.2422,9.9766,51.0,0.3315,157.8375,2.5893,2.3335,2.9151,-25.125,696.407,491.7522,698.1991,499.3097,水层
934.0625,327.0292,9.6797,0.0174,108.8734,114.625,326.8085,3.6447,3.4911,3.5891,3.2117,1.2422,10.5234,51.0,0.3168,158.196,2.5979,2.3349,3.0562,-24.625,694.0,490.7005,699.6978,496.7986,水层
934.09375,326.7692,9.7422,0.0278,103.8602,119.4381,325.6502,3.6544,3.5457,3.6897,3.3016,1.2412,11.0234,51.0,0.3055,158.6057,2.7273,2.3373,3.3507,-24.4687,694.3997,486.7528,699.5016,496.0016,水层
934.125,326.117,9.7734,0.0407,100.3589,120.8746,325.0061,3.6878,3.532,3.8952,3.4567,1.2422,11.3984,51.0,0.3021,159.2712,2.8753,2.3391,3.5431,-24.2656,693.9988,477.7956,696.9005,489.7961,水层
934.15625,326.117,9.7969,0.0559,100.0976,120.0,323.8491,3.7589,3.5353,4.1501,3.62,1.2422,11.3048,50.9375,0.3038,159.7319,2.8959,2.3397,3.4824,-24.2344,689.8943,471.1476,696.0969,483.0958,水层
934.1875,325.981,9.8125,0.0546,101.1041,117.6875,322.6922,3.8554,3.5828,4.1204,3.5942,1.2393,11.1484,50.9688,0.3058,160.2952,2.8443,2.3397,3.3071,-24.1094,687.4059,468.0941,694.2009,477.2374,水层
934.21875,325.8474,9.8672,0.0454,101.4739,120.0,321.6653,3.9273,3.6694,3.9703,3.4623,1.2393,11.3125,50.9688,0.3062,161.1139,2.7013,2.3416,3.2023,-23.9844,684.876,466.0,692.2886,473.5542,水层
934.25,326.0905,9.9219,0.0374,100.9183,117.375,320.5096,3.9414,3.7754,3.8099,3.323,1.2402,11.8119,50.9688,0.2966,161.7793,2.5075,2.3458,3.3782,-23.8906,676.187,472.5468,684.7697,478.7788,水层
934.28125,326.2144,10.0078,0.0266,102.0118,113.0625,319.9905,3.9229,3.7937,4.0836,3.509,1.2393,12.2422,51.0,0.2827,162.7516,2.4369,2.3398,3.796,-24.0312,671.8868,479.8303,676.8868,485.5566,水层
934.3125,326.4611,10.1094,0.0121,104.5107,108.3125,320.2393,3.97,3.6983,4.5431,3.8053,1.2383,12.5,51.0625,0.2757,163.5193,2.4982,2.334,3.9748,-24.125,668.8939,472.1081,674.0959,481.1938,水层
934.34375,326.9629,10.5078,0.0119,105.6319,106.1875,320.2317,4.0776,3.6801,4.4042,3.6985,1.2373,11.9141,51.0625,0.2778,164.4406,2.597,2.3332,3.5614,-24.1562,666.9878,464.9878,672.0829,472.3927,水层
934.375,327.4683,11.2891,0.0133,105.3218,107.625,320.4766,4.2129,3.8795,4.1598,3.4955,1.2373,11.8984,51.0,0.2838,165.1568,2.5349,2.3356,3.1695,-24.125,664.0815,463.804,668.1762,470.8921,水层
934.40625,328.8618,12.4062,0.0126,103.1974,110.25,320.7266,4.3614,4.1534,4.138,3.5208,1.2373,11.2266,51.0,0.2829,166.487,2.4564,2.3322,3.4229,-24.3438,661.1878,466.1789,664.8909,472.2335,水层
934.4375,329.4948,11.8594,0.0126,98.828,110.9375,320.844,4.4512,4.3092,4.0104,3.4414,1.2373,10.6797,51.0,0.2693,167.3056,2.4458,2.327,4.0784,-24.5,661.6266,463.2052,665.0166,470.8235,水层
934.46875,331.5212,10.9922,0.0158,97.1942,106.0625,320.9665,4.5052,4.3784,4.3399,3.7176,1.2373,10.2344,50.9688,0.2621,167.8175,2.5075,2.3311,4.5009,-24.7031,673.173,449.552,677.0999,457.7827,水层
934.5,331.5212,10.8595,0.0195,96.4104,101.4995,321.214,4.5656,4.4842,4.9647,4.2291,1.2373,10.4688,51.0,0.261,168.841,2.542,2.3361,4.5244,-24.8283,686.9081,443.7344,693.3162,450.3824,水层
934.53125,332.5308,11.1017,0.0209,95.5872,100.3139,323.3748,4.569,4.5753,5.2502,4.5086,1.2363,10.6797,51.0312,0.2639,170.1714,2.5379,2.336,4.6084,-25.2031,685.8644,453.8145,692.2511,458.9856,水层
934.5625,332.9086,11.3125,0.0255,96.6611,103.875,326.301,4.4686,4.4629,5.4769,4.7564,1.2344,10.586,50.9688,0.2685,170.5297,2.5236,2.3292,4.9655,-25.2344,684.114,468.5359,689.614,473.7301,水层
934.59375,333.5404,10.7344,0.0316,100.4834,103.5625,328.2054,4.333,4.124,5.8112,4.9945,1.2354,11.5938,51.0,0.2736,170.8883,2.5793,2.3204,4.9679,-25.3281,682.9495,478.2034,688.2445,485.6908,水层
934.625,333.7882,10.3203,0.0331,106.0378,103.125,329.4721,4.196,3.7926,5.4131,4.6461,1.2344,8.4375,51.0312,0.2838,171.0937,2.674,2.3225,4.1183,-25.8125,676.7128,485.5854,681.7128,493.3626,水层
934.65625,334.4188,10.6328,0.03,110.3067,99.1875,330.231,4.0592,3.6261,4.7746,4.1453,1.2363,7.1538,51.0,0.2926,171.0945,2.7752,2.3313,3.1701,-26.1875,675.0847,488.3226,679.879,497.5726,水层
934.6875,334.7942,10.7422,0.0294,111.238,105.5,331.3663,3.9347,3.5649,4.1073,3.5861,1.2393,5.3047,51.0625,0.2959,171.0442,2.8438,2.3385,2.8477,-25.7812,680.5302,491.9726,685.4423,499.4712,水层
934.71875,335.0384,10.7422,0.0204,108.9625,107.75,331.7439,3.8084,3.5283,3.635,3.1589,1.2393,5.082,51.0625,0.2968,170.8916,2.9209,2.3397,2.8938,-25.0938,680.35,499.0062,685.85,505.2437,水层
934.75,335.1587,10.75,0.0143,105.7409,110.1875,332.1214,3.7115,3.5223,3.4683,3.0278,1.2373,4.1992,51.0312,0.2993,170.7389,2.9267,2.3366,3.0362,-24.5938,679.6532,500.797,684.3266,508.2803,水层
934.78125,334.8988,10.7969,0.014,102.8645,104.5,332.624,3.7401,3.5647,3.735,3.1982,1.2383,3.3594,51.0312,0.3045,171.7112,2.8322,2.3364,3.1571,-24.5,681.5863,490.3548,685.9137,497.2083,水层
934.8125,334.6364,10.8828,0.0157,100.432,104.0625,333.1253,3.8745,3.7014,3.8487,3.3091,1.2383,2.7754,51.0312,0.3004,172.8878,2.7286,2.341,3.2573,-24.5156,677.4767,473.1919,683.8058,482.5753,水层
934.84375,333.9878,11.1719,0.023,98.4408,105.875,333.374,4.0835,3.954,3.909,3.4021,1.2383,2.6602,51.0625,0.2906,174.1667,2.6277,2.3557,3.3848,-24.6406,667.5144,455.2451,675.8453,466.0216,水层
934.875,333.3404,11.4531,0.0368,97.1237,104.4375,333.6202,4.3689,4.2717,4.1236,3.634,1.2344,2.8809,51.0625,0.2841,175.1902,2.5206,2.3708,3.7672,-24.7344,655.9229,447.5,664.1746,454.6678,水层
934.90625,332.9529,11.6169,0.0451,95.2368,100.436,333.3549,4.6491,4.5837,4.4902,3.974,1.2344,3.3398,51.0625,0.2802,176.009,2.4237,2.3788,4.3853,-24.8282,643.8718,445.3113,650.3718,452.0409,水层
934.9375,332.5642,10.9685,0.0448,93.8276,96.5631,333.351,4.8521,4.8422,5.0634,4.5349,1.2354,3.4961,50.9688,0.2744,176.7768,2.3715,2.3788,5.0011,-25.0781,637.6692,438.5986,643.5433,447.2875,水层
934.96875,331.5268,10.3281,0.0468,93.5239,98.125,332.8306,5.0231,4.9959,5.9377,5.228,1.2354,3.1332,51.0312,0.2633,177.3911,2.3114,2.3773,5.3582,-25.2031,638.5366,431.8276,644.5819,440.9914,水层
935.0,331.5268,9.9844,0.0515,94.1226,97.0,331.9288,5.1579,5.0578,6.1666,5.4382,1.2354,2.6074,51.0625,0.2636,177.6986,2.21,2.3759,5.4252,-25.4688,631.2687,429.2907,638.978,437.7093,水层
935.03125,331.3932,9.9375,0.0492,94.2761,95.5,331.5411,5.2356,5.0528,6.1281,5.4073,1.2354,2.334,51.0625,0.2697,177.9551,2.1667,2.3645,5.3127,-25.7188,621.6938,427.3228,629.4842,437.5807,水层
935.0625,331.0058,9.9219,0.0436,95.0224,91.5625,330.3803,5.2935,5.0077,6.0552,5.312,1.2344,2.2774,51.0625,0.2728,178.2115,2.2305,2.354,5.0304,-26.0312,619.1296,422.9015,626.6296,435.2162,水层
935.09375,330.871,9.9062,0.0467,95.5188,90.375,329.2171,5.3629,5.0033,5.7428,5.0083,1.2344,2.3047,51.0625,0.2741,178.4174,2.3517,2.3477,4.6079,-26.0312,620.0,420.6308,628.5513,433.591,水层
935.125,330.475,9.9375,0.0528,95.8875,90.5,329.2171,5.4059,5.1059,5.2175,4.5996,1.2344,2.3223,51.0625,0.2767,178.4689,2.335,2.3392,4.3439,-26.1562,620.8426,422.9746,630.632,436.2246,水层
935.15625,330.2151,9.875,0.0501,96.2627,94.0625,328.828,5.3947,5.2693,5.0744,4.5197,1.2383,2.3535,51.0938,0.2836,178.5722,2.2431,2.3165,4.6191,-26.3438,623.8977,426.3705,633.3977,440.2531,水层
935.1875,330.0815,9.7891,0.0453,96.7754,93.1875,328.0551,5.3277,5.336,5.3552,4.7374,1.2363,2.3691,51.0938,0.2908,178.6237,2.1585,2.2832,5.3295,-26.9375,631.9926,429.095,640.2251,443.845,水层
936.625,335.738,10.5781,0.0581,107.0247,110.0625,345.684,3.458,3.1936,4.0896,3.6282,1.2344,3.8711,51.25,0.3352,138.0593,2.6013,2.2522,2.9802,-25.4375,679.2009,499.0547,683.606,502.0839,水层
936.65625,333.0525,10.8203,0.0531,109.6973,114.0625,339.5518,3.5038,3.2049,3.8506,3.4504,1.2344,4.5664,51.25,0.3422,137.1907,2.6789,2.2624,2.8455,-25.25,671.7333,500.9366,677.0066,504.0,水层
936.6875,329.7256,10.8203,0.0493,109.7535,114.5625,337.6324,3.5385,3.2692,3.4164,3.052,1.2344,5.168,51.2188,0.3403,136.4754,2.7181,2.2587,2.8129,-24.8438,672.8602,494.5492,674.6812,499.0044,水层
936.71875,328.7005,9.9766,0.0404,106.7,115.875,334.3061,3.5631,3.407,3.2757,2.9619,1.2334,5.8594,51.2188,0.3262,134.9932,2.8344,2.2378,2.8167,-24.75,690.0,489.5,689.3636,494.4773,水层
936.75,327.4167,9.7344,0.0538,100.1491,118.25,331.4901,3.5843,3.5688,3.3428,3.0348,1.2354,6.5781,51.25,0.303,133.4087,2.8661,2.2497,3.0633,-24.5938,700.2189,489.2723,703.4956,494.9978,水层
936.78125,326.7729,9.6719,0.0898,94.8324,117.1875,329.9545,3.616,3.6709,3.6082,3.2716,1.2363,6.9531,51.25,0.2829,130.6481,2.6974,2.2605,3.5617,-24.75,693.8164,491.1648,699.1328,497.8296,水层
936.8125,325.6155,9.8203,0.1074,95.6947,117.625,327.141,3.7284,3.6577,4.1501,3.762,1.2354,7.293,51.3125,0.2782,128.9102,2.4799,2.2366,3.9447,-24.75,688.8894,483.9303,695.2164,495.3498,水层
936.84375,325.0981,9.8125,0.0989,99.7979,112.3125,325.2216,3.9763,3.651,4.7136,4.1312,1.2334,7.3984,51.2812,0.293,127.428,2.35,2.1785,3.7595,-24.6719,678.5118,466.4188,688.6125,476.76,水层
936.875,324.9645,9.7812,0.0967,103.8061,110.6869,323.2983,4.2983,3.8808,4.3414,3.8506,1.2334,7.168,51.2812,0.3189,125.8947,2.3356,2.1374,3.2308,-24.8595,664.6696,459.1564,674.837,465.1564,水层
936.90625,324.9573,9.875,0.0916,105.51,109.1872,322.0166,4.5999,4.3541,3.957,3.5614,1.2314,6.6725,51.3438,0.3329,124.668,2.2793,2.1707,3.1594,-25.2033,654.3951,461.1574,660.7902,467.5013,水层
936.9375,325.4578,9.9141,0.0724,102.7835,108.375,320.8611,4.794,4.8142,3.9188,3.5766,1.2314,6.4375,51.25,0.3237,123.3904,2.1951,2.2114,3.9335,-25.6094,651.811,468.3638,655.8516,476.377,水层
