Depth,AC,CAL,CNC,CORR,DEN,GR,HAC,RD,RFOC,RILD,RILM,RMLL,RS,SP,result
1557.05,85.653,9.0,21.292,0.196,2.471,100.211,288.289,6.014,5.008,4.773,4.991,5.144,4.373,-42.093,干层
1557.1,85.372,9.0,21.246,0.186,2.478,98.671,286.849,6.007,4.982,4.812,5.016,5.142,4.367,-42.16,干层
1557.15,85.182,9.0,21.265,0.183,2.481,97.128,286.899,5.999,4.969,4.854,5.041,5.141,4.36,-42.228,干层
1557.2,84.992,9.0,21.284,0.18,2.485,96.18,287.255,5.997,4.957,4.897,5.066,5.189,4.346,-42.281,干层
1557.25,84.809,9.0,21.307,0.188,2.484,95.231,287.813,5.995,4.965,4.937,5.087,5.238,4.332,-42.334,干层
1557.3,84.626,8.999,21.33,0.196,2.483,95.179,286.692,6.006,4.974,4.977,5.109,5.32,4.326,-42.371,干层
1557.35,84.518,8.999,21.341,0.207,2.479,95.128,283.866,6.016,4.992,5.007,5.125,5.401,4.319,-42.407,干层
1557.4,84.409,8.999,21.353,0.219,2.475,95.53,281.98,6.034,5.01,5.038,5.141,5.463,4.324,-42.429,干层
1557.45,84.399,8.999,21.364,0.224,2.472,95.931,281.23,6.052,5.023,5.058,5.152,5.526,4.33,-42.451,干层
1557.5,84.388,8.999,21.375,0.229,2.468,96.218,280.01,6.071,5.036,5.078,5.163,5.577,4.34,-42.467,干层
1557.55,84.404,8.999,21.414,0.224,2.467,96.504,279.343,6.09,5.037,5.089,5.17,5.628,4.35,-42.482,干层
1557.6,84.419,8.999,21.454,0.219,2.466,96.926,279.938,6.104,5.038,5.1,5.177,5.696,4.354,-42.496,干层
1557.65,84.442,9.0,21.507,0.207,2.468,97.35,281.301,6.119,5.032,5.105,5.182,5.764,4.359,-42.51,干层
1557.7,84.466,8.999,21.56,0.196,2.469,98.463,283.375,6.134,5.025,5.11,5.187,5.816,4.356,-42.525,干层
1557.75,84.469,8.999,21.59,0.187,2.47,99.578,285.22,6.149,5.018,5.116,5.191,5.869,4.354,-42.539,干层
1557.8,84.472,8.999,21.62,0.178,2.47,100.611,285.832,6.17,5.011,5.121,5.195,5.836,4.349,-42.55,干层
1557.85,84.47,8.999,21.607,0.18,2.468,101.641,286.989,6.191,5.005,5.129,5.199,5.803,4.344,-42.561,干层
1557.9,84.468,8.999,21.594,0.183,2.466,102.342,290.485,6.212,4.999,5.136,5.204,5.668,4.343,-42.566,干层
1557.95,84.461,9.0,21.556,0.189,2.461,103.042,294.127,6.234,4.991,5.145,5.21,5.534,4.342,-42.571,干层
1558.0,84.454,9.0,21.518,0.194,2.457,103.813,293.456,6.239,4.983,5.154,5.215,5.402,4.345,-42.569,干层
1558.05,84.403,9.001,21.456,0.189,2.453,104.585,288.92,6.244,4.973,5.163,5.221,5.27,4.347,-42.566,干层
1558.1,84.352,9.001,21.395,0.184,2.45,105.77,282.078,6.223,4.964,5.171,5.227,5.254,4.34,-42.562,干层
1558.15,84.273,9.002,21.27,0.177,2.449,106.958,276.59,6.202,4.959,5.177,5.232,5.237,4.333,-42.557,干层
1558.2,84.195,9.002,21.147,0.17,2.447,107.989,274.238,6.186,4.953,5.184,5.237,5.313,4.317,-42.555,干层
1558.25,84.129,9.002,20.95,0.176,2.449,109.023,274.549,6.17,4.949,5.188,5.242,5.389,4.3,-42.552,干层
1558.3,84.064,9.002,20.753,0.182,2.452,109.129,275.223,6.204,4.945,5.192,5.247,5.444,4.296,-42.557,干层
1558.35,84.012,9.002,20.549,0.192,2.459,109.234,274.934,6.237,4.939,5.191,5.253,5.498,4.292,-42.561,干层
1558.4,83.96,9.001,20.344,0.203,2.466,108.519,275.37,6.343,4.934,5.189,5.259,5.507,4.323,-42.57,干层
1558.45,83.841,9.001,20.255,0.192,2.477,107.806,277.319,6.448,4.951,5.174,5.258,5.516,4.355,-42.578,干层
1558.5,83.722,9.001,20.167,0.182,2.488,106.427,278.668,6.595,4.968,5.159,5.258,5.563,4.422,-42.584,干层
1558.55,83.511,9.001,20.255,0.147,2.499,105.048,279.01,6.742,5.037,5.13,5.24,5.61,4.489,-42.59,干层
1558.6,83.3,9.001,20.344,0.113,2.509,104.066,277.557,6.864,5.105,5.1,5.222,5.695,4.558,-42.584,干层
1558.65,83.06,9.0,20.562,0.088,2.512,103.083,276.579,6.987,5.217,5.063,5.181,5.78,4.627,-42.578,干层
1558.7,82.82,9.0,20.779,0.063,2.515,103.026,277.198,7.026,5.329,5.027,5.14,5.758,4.661,-42.553,干层
1558.75,82.668,9.0,21.017,0.086,2.508,102.968,279.119,7.066,5.4,4.99,5.08,5.736,4.694,-42.528,干层
1558.8,82.517,9.0,21.256,0.109,2.501,103.478,281.106,6.969,5.471,4.954,5.02,5.554,4.664,-42.484,干层
1558.85,82.565,9.0,21.432,0.159,2.483,103.986,282.531,6.872,5.401,4.921,4.955,5.372,4.634,-42.441,干层
1558.9,82.613,9.0,21.609,0.21,2.466,104.46,282.767,6.631,5.33,4.889,4.889,5.229,4.525,-42.385,干层
1558.95,82.849,9.001,21.718,0.244,2.445,104.932,281.989,6.39,5.146,4.863,4.833,5.087,4.416,-42.328,干层
1559.0,83.085,9.001,21.827,0.278,2.424,104.812,282.92,6.087,4.962,4.837,4.777,5.087,4.248,-42.269,干层
1559.05,83.575,9.002,21.958,0.29,2.394,104.69,284.449,5.783,4.779,4.82,4.74,5.087,4.08,-42.21,干层
1559.1,84.064,9.003,22.088,0.301,2.364,104.122,282.639,5.54,4.596,4.803,4.704,5.033,3.915,-42.157,干层
1559.15,84.8,9.004,22.317,0.308,2.344,103.553,274.853,5.297,4.485,4.799,4.692,4.978,3.75,-42.105,干层
1559.2,85.535,9.004,22.545,0.315,2.325,103.362,264.034,5.175,4.374,4.795,4.679,4.761,3.644,-42.065,干层
1559.25,86.357,9.005,22.811,0.323,2.319,103.171,258.923,5.052,4.33,4.801,4.688,4.543,3.539,-42.025,干层
1559.3,87.179,9.005,23.077,0.331,2.313,103.844,263.202,5.043,4.287,4.807,4.698,4.354,3.507,-42.0,干层
1559.35,87.812,9.005,23.226,0.33,2.325,104.515,274.373,5.034,4.293,4.815,4.724,4.164,3.476,-41.975,干层
1559.4,88.447,9.006,23.376,0.329,2.337,105.438,285.493,5.103,4.299,4.823,4.75,4.196,3.507,-41.962,干层
1559.45,88.594,9.006,23.256,0.311,2.36,106.358,294.357,5.172,4.348,4.824,4.785,4.227,3.538,-41.95,干层
1559.5,88.742,9.006,23.136,0.294,2.383,106.648,300.222,5.29,4.397,4.825,4.819,4.539,3.607,-41.947,干层
1559.55,88.393,9.007,22.755,0.267,2.408,106.936,300.709,5.409,4.491,4.818,4.853,4.852,3.675,-41.944,干层
1559.6,88.046,9.007,22.375,0.241,2.434,106.442,295.86,5.58,4.584,4.81,4.887,5.316,3.771,-41.943,干层
1559.65,87.46,9.007,21.912,0.221,2.453,105.947,289.045,5.752,4.707,4.796,4.915,5.781,3.867,-41.943,干层
1559.7,86.876,9.006,21.449,0.201,2.472,105.206,285.014,5.974,4.829,4.783,4.942,6.024,3.994,-41.94,干层
1559.75,86.314,9.005,21.08,0.2,2.479,104.463,289.689,6.197,4.935,4.764,4.957,6.267,4.122,-41.937,干层
1559.8,85.753,9.003,20.711,0.198,2.485,103.929,298.555,6.435,5.041,4.745,4.971,6.183,4.267,-41.928,干层
1559.85,85.309,9.002,20.507,0.21,2.475,103.398,303.348,6.672,5.104,4.715,4.967,6.098,4.412,-41.919,干层
1559.9,84.864,9.002,20.303,0.222,2.466,103.122,299.902,6.858,5.166,4.686,4.963,6.026,4.536,-41.904,干层
1559.95,84.57,9.002,20.257,0.234,2.444,102.846,292.072,7.044,5.192,4.64,4.931,5.953,4.66,-41.89,干层
1560.0,84.275,9.006,20.21,0.245,2.421,101.834,282.735,7.117,5.219,4.593,4.899,5.939,4.715,-41.875,干层
1560.05,84.141,9.011,20.328,0.252,2.392,100.819,273.586,7.19,5.223,4.535,4.832,5.925,4.771,-41.861,干层
1560.1,84.006,9.023,20.447,0.258,2.363,99.373,275.408,7.135,5.228,4.476,4.765,5.895,4.74,-41.855,干层
1560.15,84.064,9.034,20.768,0.263,2.337,97.923,273.405,7.08,5.187,4.418,4.666,5.865,4.709,-41.849,干层
1560.2,84.121,9.053,21.089,0.269,2.311,97.447,273.348,6.905,5.146,4.36,4.566,5.519,4.604,-41.858,干层
1560.25,84.46,9.072,21.359,0.27,2.293,96.97,274.937,6.731,5.024,4.303,4.448,5.172,4.5,-41.867,干层
1560.3,84.8,9.092,21.629,0.272,2.276,98.006,276.657,6.469,4.902,4.246,4.329,4.67,4.341,-41.892,干层
1560.35,85.424,9.111,22.08,0.268,2.268,99.039,276.129,6.207,4.721,4.182,4.208,4.169,4.183,-41.918,干层
1560.4,86.05,9.125,22.532,0.263,2.261,100.752,273.123,5.905,4.539,4.117,4.086,3.873,4.0,-41.956,干层
1576.2,102.208,8.867,25.241,0.022,2.495,107.328,352.307,3.315,3.15,2.961,3.383,4.522,2.456,-41.196,干层
1576.25,99.637,8.85,24.036,0.04,2.511,100.999,341.823,3.695,3.63,3.065,3.584,5.399,2.675,-41.251,干层
1576.3,97.065,8.84,22.831,0.058,2.528,94.618,334.759,4.346,4.11,3.169,3.784,6.592,3.047,-41.341,干层
1576.35,94.843,8.831,22.06,0.087,2.531,88.253,336.39,4.996,4.907,3.294,3.968,7.781,3.419,-41.431,干层
1576.4,92.615,8.829,21.286,0.117,2.534,84.585,341.406,5.978,5.706,3.42,4.152,8.213,4.059,-41.545,干层
1576.45,90.927,8.827,21.009,0.132,2.526,80.926,347.649,6.959,6.419,3.57,4.309,8.644,4.696,-41.658,干层
1576.5,89.235,8.827,20.732,0.148,2.519,80.028,359.52,7.866,7.133,3.72,4.467,8.185,5.489,-41.778,干层
1576.55,87.69,8.827,20.929,0.152,2.507,79.134,377.527,8.773,7.17,3.893,4.611,7.724,6.282,-41.898,干层
1576.6,86.148,8.826,21.126,0.156,2.494,79.796,396.409,8.955,7.207,4.066,4.755,7.374,6.635,-42.003,干层
1576.65,84.674,8.826,21.066,0.161,2.48,80.46,400.315,9.137,6.883,4.249,4.894,7.022,6.989,-42.108,干层
1576.7,83.204,8.825,21.006,0.167,2.466,81.162,379.721,8.826,6.56,4.432,5.032,6.82,6.823,-42.182,干层
1576.75,82.168,8.824,20.904,0.181,2.45,81.866,337.963,8.514,6.296,4.631,5.146,6.617,6.656,-42.257,干层
1576.8,81.133,8.824,20.802,0.195,2.434,81.837,293.582,8.17,6.032,4.829,5.26,6.492,6.364,-42.292,干层
1576.85,81.062,8.824,20.478,0.211,2.418,81.808,261.342,7.827,5.869,5.012,5.314,6.367,6.072,-42.326,干层
1576.9,80.991,8.824,20.154,0.226,2.402,82.41,245.354,7.554,5.706,5.196,5.369,6.308,5.822,-42.323,干层
1576.95,81.858,8.825,20.253,0.236,2.39,83.011,242.538,7.281,5.548,5.316,5.342,6.25,5.573,-42.319,干层
1577.0,82.727,8.825,20.353,0.246,2.378,85.823,245.348,7.031,5.39,5.437,5.315,6.078,5.346,-42.285,干层
1577.05,83.851,8.826,20.369,0.247,2.372,88.638,250.093,6.781,5.196,5.46,5.225,5.905,5.119,-42.251,干层
1577.1,84.973,8.825,20.386,0.249,2.367,93.179,254.874,6.548,5.003,5.483,5.135,5.578,4.909,-42.199,干层
1577.15,85.848,8.824,21.343,0.24,2.365,97.732,257.285,6.315,4.815,5.417,5.02,5.25,4.698,-42.147,干层
1577.2,86.72,8.823,22.298,0.231,2.364,102.077,257.96,6.096,4.629,5.351,4.905,4.942,4.515,-42.093,干层
1596.2,84.448,9.292,24.714,0.266,2.385,98.491,266.881,7.347,6.056,6.678,6.403,4.0,5.964,-43.037,干层
1596.25,84.359,9.3,24.595,0.256,2.39,95.587,273.291,7.446,6.161,6.642,6.384,3.928,6.032,-43.022,干层
1596.3,84.269,9.305,24.477,0.246,2.395,93.207,279.21,7.48,6.266,6.607,6.365,3.916,6.065,-43.006,干层
1596.35,84.045,9.311,24.401,0.236,2.403,90.834,283.228,7.513,6.337,6.583,6.339,3.906,6.097,-42.991,干层
1596.4,83.821,9.313,24.325,0.226,2.411,90.123,285.178,7.469,6.408,6.56,6.313,3.851,6.069,-42.973,干层
1596.45,83.654,9.315,24.358,0.22,2.419,89.414,285.227,7.425,6.389,6.56,6.293,3.796,6.041,-42.956,干层
1596.5,83.488,9.312,24.391,0.214,2.428,90.337,283.405,7.316,6.371,6.56,6.273,3.709,5.955,-42.935,干层
1596.55,83.434,9.309,24.437,0.204,2.436,91.262,282.43,7.206,6.272,6.586,6.271,3.623,5.868,-42.913,干层
1596.6,83.38,9.295,24.484,0.194,2.445,92.3,284.286,7.049,6.174,6.612,6.268,3.601,5.749,-42.885,干层
1596.65,83.409,9.281,24.423,0.175,2.453,93.339,287.949,6.891,6.071,6.667,6.293,3.579,5.63,-42.858,干层
1596.7,83.438,9.254,24.363,0.155,2.462,93.499,290.323,6.739,5.968,6.722,6.318,3.645,5.529,-42.826,干层
1596.75,83.54,9.227,24.161,0.134,2.471,93.66,286.827,6.587,5.908,6.814,6.38,3.71,5.427,-42.793,干层
1596.8,83.642,9.191,23.959,0.112,2.48,93.275,279.188,6.514,5.848,6.905,6.442,3.877,5.397,-42.761,干层
1596.85,83.802,9.155,23.677,0.102,2.489,92.891,273.007,6.441,5.83,7.037,6.551,4.043,5.367,-42.73,干层
1596.9,83.962,9.119,23.395,0.091,2.498,92.04,271.896,6.498,5.811,7.169,6.661,4.414,5.44,-42.704,干层
1596.95,84.011,9.083,23.101,0.098,2.506,91.191,273.154,6.554,5.829,7.334,6.826,4.784,5.513,-42.678,干层
1597.0,84.059,9.056,22.807,0.105,2.515,89.972,275.017,6.774,5.846,7.499,6.991,5.537,5.703,-42.662,干层
1597.05,83.84,9.029,22.477,0.119,2.523,88.753,278.687,6.994,5.942,7.676,7.213,6.29,5.894,-42.646,干层
1597.1,83.62,9.012,22.148,0.132,2.531,87.361,282.839,7.441,6.038,7.853,7.435,7.578,6.228,-42.641,干层
1597.15,83.071,8.994,21.702,0.14,2.537,85.966,285.923,7.888,6.313,8.012,7.696,8.869,6.564,-42.636,干层
1597.2,82.522,8.983,21.257,0.147,2.543,84.43,287.229,8.653,6.587,8.171,7.956,10.609,7.089,-42.641,干层
1597.25,81.714,8.971,20.66,0.146,2.547,82.892,285.068,9.419,7.155,8.288,8.203,12.353,7.616,-42.646,干层
1597.3,80.905,8.965,20.062,0.144,2.551,81.661,281.913,10.584,7.723,8.405,8.451,14.537,8.385,-42.656,干层
1597.35,80.036,8.959,19.442,0.141,2.551,80.434,281.333,11.746,8.67,8.475,8.607,16.715,9.152,-42.667,干层
1597.4,79.164,8.958,18.821,0.138,2.55,79.807,285.012,13.119,9.62,8.546,8.763,18.809,10.058,-42.683,干层
1597.45,78.329,8.957,18.397,0.146,2.544,79.182,288.704,14.488,10.726,8.582,8.772,20.897,10.962,-42.698,干层
1597.5,77.492,8.959,17.972,0.155,2.538,79.533,287.795,15.198,11.835,8.618,8.78,19.298,11.441,-42.717,干层
1597.55,76.782,8.96,17.891,0.174,2.526,79.886,282.922,15.905,12.212,8.639,8.655,17.694,11.918,-42.736,干层
1597.6,76.074,8.962,17.81,0.194,2.515,81.213,278.115,15.291,12.589,8.66,8.53,14.607,11.506,-42.757,干层
1597.65,75.708,8.965,18.081,0.211,2.5,82.544,276.445,14.675,11.766,8.679,8.337,11.513,11.093,-42.779,干层
1597.7,75.344,8.966,18.351,0.229,2.485,84.285,275.257,13.372,10.944,8.698,8.146,9.745,10.201,-42.801,干层
1597.75,75.49,8.968,18.892,0.235,2.47,86.031,268.476,12.067,9.775,8.709,7.95,7.974,9.306,-42.824,干层
1597.8,75.638,8.969,19.435,0.241,2.455,87.05,258.412,10.884,8.606,8.719,7.754,7.305,8.469,-42.845,干层
1597.85,76.259,8.97,20.114,0.239,2.443,88.067,251.968,9.705,7.783,8.704,7.586,6.637,7.634,-42.867,干层
1597.9,76.882,8.969,20.794,0.237,2.431,88.417,251.809,8.92,6.958,8.689,7.418,6.536,7.057,-42.883,干层
1597.95,77.818,8.969,21.473,0.24,2.423,88.765,251.222,8.137,6.506,8.635,7.289,6.436,6.481,-42.9,干层
1598.0,78.757,8.968,22.154,0.243,2.415,89.856,244.313,7.692,6.054,8.58,7.159,6.454,6.135,-42.909,干层
1598.05,79.838,8.967,22.735,0.254,2.41,90.948,236.356,7.249,5.846,8.476,7.059,6.473,5.79,-42.919,干层
1598.1,80.917,8.966,23.314,0.264,2.405,92.795,233.099,7.049,5.638,8.371,6.96,6.4,5.616,-42.922,干层
1598.15,81.905,8.965,23.708,0.274,2.402,94.647,236.286,6.849,5.571,8.215,6.874,6.327,5.441,-42.926,干层
1598.2,82.89,8.964,24.101,0.283,2.399,96.001,243.317,6.801,5.503,8.059,6.788,6.276,5.387,-42.925,干层
1598.25,83.567,8.963,24.261,0.284,2.398,97.359,252.714,6.753,5.508,7.867,6.704,6.226,5.332,-42.924,干层
1598.3,84.244,8.963,24.421,0.286,2.397,97.411,262.12,6.788,5.513,7.675,6.62,6.363,5.353,-42.921,干层
1598.35,84.531,8.963,24.403,0.281,2.398,97.464,268.366,6.823,5.562,7.478,6.537,6.5,5.373,-42.918,干层
1598.4,84.82,8.964,24.385,0.277,2.399,96.852,269.094,6.892,5.611,7.28,6.453,6.677,5.43,-42.915,干层
1598.45,84.81,8.965,24.285,0.271,2.4,96.241,267.628,6.961,5.679,7.109,6.379,6.855,5.486,-42.913,干层
1598.5,84.8,8.965,24.185,0.264,2.401,95.783,268.049,7.01,5.748,6.937,6.305,6.904,5.535,-42.909,干层
1598.55,84.712,8.965,24.069,0.259,2.403,95.326,272.222,7.058,5.804,6.806,6.244,6.954,5.583,-42.906,干层
1598.6,84.624,8.964,23.954,0.254,2.405,94.996,280.553,7.037,5.859,6.675,6.184,6.894,5.587,-42.901,干层
1598.65,84.529,8.964,23.818,0.255,2.408,94.665,287.662,7.016,5.861,6.586,6.139,6.834,5.591,-42.895,干层
1598.7,84.434,8.963,23.682,0.257,2.41,93.533,290.472,6.923,5.863,6.496,6.094,6.669,5.545,-42.889,干层
1598.75,84.314,8.963,23.498,0.267,2.414,92.397,290.214,6.83,5.798,6.438,6.063,6.503,5.499,-42.882,干层
1598.8,84.195,8.964,23.315,0.276,2.417,91.055,288.547,6.738,5.733,6.38,6.032,6.336,5.448,-42.875,干层
1598.85,84.13,8.965,23.124,0.285,2.421,89.715,286.932,6.646,5.633,6.338,6.016,6.169,5.397,-42.868,干层
1598.9,84.066,8.966,22.932,0.294,2.425,89.703,285.439,6.63,5.533,6.296,6.0,6.152,5.387,-42.864,干层
1598.95,84.099,8.968,22.804,0.293,2.427,89.691,283.258,6.614,5.455,6.243,5.989,6.135,5.378,-42.859,干层
1599.0,84.132,8.968,22.675,0.293,2.43,91.456,280.039,6.711,5.377,6.19,5.979,6.308,5.426,-42.86,干层
1599.05,84.208,8.969,22.622,0.282,2.431,93.224,276.365,6.809,5.38,6.088,5.951,6.482,5.474,-42.861,干层
1599.1,84.283,8.968,22.57,0.271,2.431,95.394,273.698,7.029,5.382,5.987,5.923,6.724,5.577,-42.868,干层
1599.15,84.246,8.967,22.565,0.258,2.428,97.569,274.346,7.25,5.497,5.826,5.843,6.967,5.68,-42.875,干层
1599.2,84.208,8.965,22.559,0.245,2.424,98.221,278.299,7.55,5.612,5.664,5.764,7.12,5.806,-42.887,干层
1599.25,83.995,8.964,22.612,0.244,2.414,98.876,282.155,7.851,5.795,5.466,5.605,7.273,5.933,-42.898,干层
1599.3,83.781,8.964,22.666,0.243,2.405,98.469,283.783,8.08,5.977,5.267,5.446,7.022,6.002,-42.907,干层
1599.35,83.569,8.964,22.849,0.268,2.393,98.063,282.235,8.308,6.034,5.061,5.223,6.772,6.071,-42.916,干层
1599.4,83.357,8.967,23.033,0.293,2.381,97.422,278.21,8.237,6.091,4.853,4.999,6.021,5.961,-42.913,干层
1599.45,83.502,8.97,23.464,0.331,2.379,96.783,274.384,8.165,5.86,4.65,4.75,5.272,5.852,-42.91,干层
1599.5,83.647,8.974,23.896,0.368,2.376,95.982,273.512,7.752,5.629,4.446,4.501,4.716,5.538,-42.887,干层
1599.55,84.314,8.978,24.629,0.383,2.383,95.182,275.245,7.339,5.236,4.247,4.27,4.16,5.224,-42.864,干层
1599.6,84.98,8.985,25.36,0.399,2.39,94.021,276.947,6.757,4.843,4.049,4.04,3.922,4.812,-42.816,干层
1599.65,85.979,8.992,26.339,0.367,2.398,92.857,275.167,6.173,4.503,3.85,3.84,3.684,4.4,-42.768,干层
1599.7,86.976,9.004,27.315,0.335,2.406,92.238,268.731,5.612,4.164,3.652,3.64,3.608,4.009,-42.697,干层
1599.75,88.171,9.016,28.425,0.264,2.393,91.617,260.951,5.049,3.951,3.48,3.466,3.531,3.616,-42.625,干层
1599.8,89.367,9.03,29.535,0.193,2.38,92.779,255.783,4.607,3.738,3.309,3.293,3.458,3.308,-42.538,干层
1599.85,90.774,9.045,30.649,0.137,2.365,93.938,255.054,4.167,3.608,3.172,3.146,3.385,3.0,-42.451,干层
1599.9,92.185,9.06,31.766,0.081,2.349,96.166,257.498,3.853,3.477,3.035,3.0,3.192,2.781,-42.355,干层
1599.95,93.879,9.075,32.741,0.087,2.348,98.39,259.188,3.54,3.364,2.928,2.885,3.0,2.562,-42.26,干层
1600.0,95.577,9.084,33.72,0.092,2.347,99.929,256.322,3.328,3.25,2.82,2.771,2.776,2.414,-42.163,干层
1907.2157,64.9849,8.8526,10.9138,0.2318,2.521,72.3479,248.687,16.9926,34.9966,6.8432,8.3261,12.6507,13.5949,-34.6253,干层
1907.247,63.4158,8.8529,10.0342,0.2247,2.5319,69.5845,233.1393,21.4113,39.5654,6.9197,8.392,12.9928,16.8015,-34.6687,干层
1907.2783,61.8438,8.8539,9.1587,0.2177,2.5421,66.8448,219.5112,25.952,44.1252,6.995,8.4524,13.3149,20.0963,-34.7138,干层
1907.3096,60.4636,8.864,8.3801,0.2098,2.5512,64.6967,211.0351,31.6159,45.6376,7.0528,8.4662,13.3314,24.1305,-34.7633,干层
1907.3409,59.3776,8.8878,7.7483,0.1999,2.5593,63.4753,204.5267,39.1398,42.2778,7.0826,8.4033,12.8558,29.3908,-34.8208,干层
1907.3722,58.3237,8.9118,7.1342,0.189,2.5673,62.3483,197.9501,46.8108,38.4628,7.1087,8.3342,12.3357,34.7468,-34.8788,干层
1907.4035,57.4481,8.9404,6.5657,0.178,2.5735,61.5726,192.0781,53.0538,34.5913,7.1256,8.2434,11.7038,39.1071,-34.9368,干层
1907.4348,57.3015,8.9832,6.1878,0.1651,2.5767,62.24,185.7271,53.4457,30.4734,7.1014,8.065,10.6095,39.3821,-34.995,干层
1907.4661,57.2255,9.0272,5.8289,0.1512,2.5788,63.043,179.9634,53.2747,26.3494,7.0734,7.8799,9.4764,39.2651,-35.0521,干层
1907.4974,57.1502,9.0714,5.4694,0.1381,2.5808,63.8491,176.8035,53.103,22.2093,7.0453,7.6933,8.338,39.1467,-35.1093,干层
1907.5287,57.9858,9.1227,5.3427,0.1342,2.5764,65.9777,175.4524,47.2783,19.6642,6.9659,7.4357,7.5574,35.4009,-35.1498,干层
1907.56,58.9073,9.1749,5.2372,0.1312,2.5705,68.2344,175.6277,40.9226,17.2508,6.8816,7.1715,6.8055,31.315,-35.189,干层
1907.5913,59.8253,9.2269,5.1322,0.1282,2.5654,70.4815,176.7241,34.5925,14.8459,6.7985,6.9076,6.0574,27.245,-35.227,干层
1907.6226,61.2586,9.2716,5.2365,0.1363,2.5539,73.1922,178.609,29.5366,13.1848,6.6823,6.6298,5.5491,23.7622,-35.2392,干层
1907.6539,62.8701,9.3148,5.4117,0.1481,2.541,76.0705,181.9762,24.8886,11.7658,6.5536,6.346,5.1212,20.4639,-35.2419,干层
1907.6852,64.487,9.3569,5.5907,0.1601,2.528,78.9465,187.2656,20.2866,10.3687,6.4255,6.063,4.6993,17.19,-35.2439,干层
1907.7165,66.2591,9.386,5.9313,0.1759,2.5131,82.0002,193.8189,16.9142,9.2805,6.2803,5.8003,4.3575,14.6934,-35.2208,干层
1907.7478,68.1346,9.4038,6.3911,0.1956,2.4962,85.1649,201.0735,14.4872,8.4306,6.1222,5.5542,4.0774,12.7966,-35.179,干层
1907.7791,70.0176,9.4217,6.8591,0.2156,2.4801,88.3379,206.7877,12.1223,7.5976,5.9632,5.3092,3.8014,10.9396,-35.136,干层
1910.8152,69.3458,8.8869,12.7751,0.0657,2.5908,75.208,291.0083,12.3176,27.967,8.0284,9.1435,32.2185,13.1442,-34.2451,干层
1910.8465,67.7195,8.8858,11.8183,0.0507,2.5998,71.5397,289.4803,15.0813,36.6698,8.3948,9.512,57.013,16.0315,-34.2582,干层
1910.8778,66.107,8.8838,10.8673,0.0368,2.6088,67.9075,284.6826,17.872,45.3338,8.7616,9.8783,81.2824,18.9423,-34.2714,干层
1910.9091,64.6013,8.8819,9.9579,0.0242,2.6176,64.584,275.3285,21.1941,53.9415,9.1539,10.2359,99.4959,22.331,-34.2887,干层
1910.9404,63.3977,8.8808,9.1638,0.0153,2.6248,62.1364,261.9643,26.0561,62.4165,9.6217,10.5702,100.3442,27.1136,-34.3187,干层
1910.9717,62.1996,8.8788,8.3728,0.0073,2.6328,59.6983,244.3144,30.9001,70.8595,10.0877,10.9032,101.1893,31.8776,-34.3478,干层
1911.003,61.0568,8.8769,7.5999,-5.0E-4,2.6404,57.4505,228.2392,35.5338,77.7768,10.5677,11.2376,100.5467,36.3384,-34.3796,干层
1911.0343,60.4818,8.876,7.026,-0.0054,2.6444,57.0666,214.3209,38.0298,70.2588,11.1586,11.5716,86.1158,37.8064,-34.4267,干层
1911.0656,59.9068,8.876,6.4529,-0.0095,2.6484,56.6835,203.4977,40.5268,62.7408,11.7487,11.9056,71.6857,39.2743,-34.4746,干层
1911.0969,59.3792,8.8762,5.8925,-0.0139,2.6519,56.442,198.1116,42.6748,55.2074,12.3493,12.2421,57.8283,40.4687,-34.523,干层
1911.1282,59.3046,8.8781,5.4785,-0.0128,2.6509,57.512,193.9253,41.5593,47.8298,13.0143,12.5885,49.7578,39.1261,-34.5823,干层
1911.1595,59.3397,8.8792,5.0981,-0.0109,2.6499,58.9054,188.6261,39.645,40.4542,13.6989,12.9398,43.0538,37.1605,-34.6445,干层
1911.1908,59.3953,8.8813,4.7293,-0.0095,2.6487,60.3382,183.5375,37.717,33.375,14.3771,13.2874,36.5559,35.2077,-34.7072,干层
1911.2221,59.639,8.8842,4.4446,-0.0042,2.6455,62.1812,179.216,35.5885,28.7358,15.0206,13.6224,31.6963,33.3022,-34.7757,干层
1911.2534,60.0003,8.8863,4.2126,0.0039,2.6406,64.2862,177.5354,33.3277,25.5927,15.6449,13.9498,27.8343,31.4198,-34.849,干层
1911.2847,60.359,8.8892,3.9863,0.0118,2.6365,66.3536,179.5247,31.1109,22.5545,16.2552,14.2713,24.1011,29.5717,-34.9223,干层
1911.316,60.7166,8.8911,3.8141,0.0188,2.6314,68.1502,183.4699,29.2283,20.3982,16.7633,14.5411,21.4505,27.9874,-34.9991,干层
1911.3473,61.0668,8.8921,3.7091,0.0258,2.6265,69.5912,188.2038,27.7832,19.3673,17.1363,14.7451,20.1835,26.7465,-35.0792,干层
1911.3786,61.4169,8.8931,3.6066,0.0327,2.6224,71.0087,190.5349,26.346,18.3597,17.5025,14.9442,18.9463,25.5116,-35.1605,干层
1911.4099,61.7405,8.8939,3.5382,0.0381,2.6178,72.0838,190.9577,25.08,17.6601,17.7725,15.0762,18.1155,24.3961,-35.2421,干层
