Depth,AC,CAL,CNC,CORR,DEN,GR,HAC,RD,RFOC,RILD,RILM,RMLL,RS,SP,result
1443.0,85.133,8.723,23.142,0.031,2.348,97.832,300.739,7.544,6.581,6.277,6.576,7.183,6.078,-51.106,水层
1443.05,85.221,8.714,23.039,0.029,2.34,98.118,297.377,7.911,6.864,6.483,6.749,7.19,6.345,-51.958,水层
1443.1,85.31,8.705,22.935,0.028,2.332,98.403,294.37,8.276,7.146,6.689,6.922,7.196,6.61,-52.808,水层
1443.15,85.549,8.694,22.769,0.027,2.327,97.111,292.093,8.621,7.351,6.886,7.084,7.103,6.867,-53.692,水层
1443.2,85.788,8.682,22.603,0.027,2.323,95.822,294.075,8.965,7.555,7.082,7.245,7.01,7.124,-54.574,水层
1443.25,86.032,8.669,22.502,0.027,2.321,93.393,300.74,9.277,7.678,7.256,7.39,6.911,7.332,-55.429,水层
1443.3,86.276,8.657,22.4,0.026,2.318,90.963,309.948,9.59,7.801,7.43,7.535,6.813,7.54,-56.283,水层
1443.35,86.536,8.649,22.429,0.025,2.316,88.42,316.784,9.868,7.956,7.581,7.66,6.814,7.722,-57.05,水层
1443.4,86.798,8.642,22.459,0.023,2.314,85.871,316.844,10.148,8.111,7.733,7.785,6.815,7.905,-57.818,水层
1443.45,87.058,8.642,22.588,0.02,2.313,84.198,308.532,10.307,8.344,7.867,7.885,6.912,8.053,-58.46,水层
1443.5,87.318,8.642,22.718,0.017,2.312,82.521,295.241,10.467,8.577,8.002,7.984,7.009,8.202,-59.103,水层
1443.55,87.518,8.643,22.862,0.016,2.313,82.246,284.925,10.404,8.801,8.121,8.056,7.025,8.241,-59.601,水层
1443.6,87.718,8.644,23.006,0.014,2.314,81.971,281.827,10.341,9.025,8.24,8.128,7.041,8.281,-60.098,水层
1443.65,87.862,8.643,23.057,0.015,2.316,82.541,288.445,10.109,9.072,8.347,8.178,6.926,8.186,-60.446,水层
1443.7,88.005,8.643,23.109,0.016,2.319,83.11,295.937,9.876,9.119,8.453,8.227,6.811,8.091,-60.792,水层
1443.75,88.165,8.642,23.108,0.018,2.322,83.861,299.822,9.645,8.916,8.556,8.272,6.685,7.958,-61.004,水层
1443.8,88.326,8.642,23.108,0.019,2.325,84.612,299.134,9.413,8.714,8.66,8.318,6.56,7.826,-61.216,水层
1443.85,88.511,8.642,23.041,0.02,2.327,84.624,297.397,9.305,8.401,8.772,8.383,6.554,7.75,-61.335,水层
1443.9,88.696,8.642,22.974,0.021,2.328,84.634,295.12,9.196,8.087,8.885,8.449,6.548,7.675,-61.453,水层
1443.95,88.846,8.642,22.888,0.021,2.327,83.592,292.474,9.269,7.886,9.005,8.546,6.739,7.697,-61.543,水层
1444.0,88.995,8.642,22.801,0.022,2.326,82.546,291.014,9.343,7.684,9.126,8.644,6.929,7.719,-61.632,水层
1444.05,89.054,8.642,22.845,0.02,2.322,80.868,291.935,9.662,7.753,9.241,8.768,7.275,7.882,-61.758,水层
1444.1,89.113,8.642,22.889,0.019,2.318,79.194,292.244,9.98,7.822,9.356,8.891,7.62,8.045,-61.884,水层
1444.15,89.067,8.642,23.005,0.017,2.312,77.165,290.458,10.601,8.236,9.449,9.019,7.955,8.418,-62.086,水层
1444.2,89.021,8.641,23.121,0.015,2.307,75.14,287.077,11.221,8.649,9.541,9.145,8.29,8.791,-62.288,水层
1444.25,88.867,8.641,23.222,0.013,2.301,72.873,282.876,12.089,9.363,9.606,9.255,8.438,9.422,-62.573,水层
1444.3,88.712,8.642,23.324,0.011,2.296,70.607,279.07,12.958,10.078,9.671,9.364,8.585,10.053,-62.857,水层
1444.35,88.463,8.642,23.407,0.011,2.291,68.764,279.627,13.771,10.817,9.712,9.447,8.59,10.799,-63.194,水层
1444.4,88.214,8.643,23.491,0.01,2.285,66.917,285.355,14.586,11.557,9.753,9.531,8.596,11.548,-63.531,水层
1444.45,87.949,8.644,23.615,0.012,2.281,66.167,291.567,15.02,11.966,9.776,9.595,8.595,12.057,-63.868,水层
1444.5,87.685,8.644,23.739,0.014,2.276,65.415,293.924,15.454,12.375,9.799,9.658,8.594,12.567,-64.207,水层
1444.55,87.507,8.645,23.897,0.017,2.271,65.528,289.718,15.631,12.454,9.812,9.709,8.612,12.712,-64.494,水层
1444.6,87.33,8.645,24.054,0.02,2.267,65.64,286.28,15.807,12.533,9.826,9.761,8.629,12.857,-64.781,水层
1444.65,87.276,8.644,24.142,0.022,2.264,65.95,286.07,16.003,12.534,9.839,9.801,8.616,12.911,-64.979,水层
1444.7,87.223,8.643,24.229,0.023,2.261,66.259,287.045,16.198,12.536,9.852,9.841,8.603,12.964,-65.175,水层
1444.75,87.234,8.642,24.211,0.022,2.261,66.061,286.628,16.272,12.566,9.863,9.86,8.542,13.027,-65.264,水层
1444.8,87.245,8.641,24.192,0.021,2.261,65.862,284.778,16.346,12.596,9.874,9.879,8.482,13.089,-65.352,水层
1444.85,87.24,8.643,24.102,0.019,2.264,65.433,283.948,15.914,12.627,9.873,9.859,8.491,12.909,-65.32,水层
1444.9,87.236,8.645,24.012,0.017,2.267,65.004,284.563,15.48,12.658,9.871,9.838,8.5,12.727,-65.289,水层
1444.95,87.178,8.656,23.904,0.015,2.273,65.603,285.583,14.605,12.626,9.86,9.771,8.574,12.183,-65.133,水层
1445.0,87.12,8.667,23.797,0.012,2.278,66.204,285.975,13.727,12.594,9.85,9.703,8.648,11.638,-64.976,水层
1445.05,87.053,8.683,23.704,0.014,2.285,68.335,285.569,12.853,12.294,9.852,9.612,8.617,11.019,-64.698,水层
1445.1,86.985,8.699,23.612,0.015,2.291,70.461,285.381,11.981,11.995,9.854,9.521,8.586,10.4,-64.42,水层
1445.15,86.905,8.708,23.533,0.021,2.297,73.977,286.24,11.334,11.314,9.891,9.455,8.392,9.916,-64.054,水层
1445.2,86.826,8.716,23.455,0.027,2.303,77.485,286.903,10.688,10.634,9.927,9.389,8.199,9.434,-63.688,水层
1445.25,86.687,8.708,23.367,0.034,2.308,81.434,286.892,10.317,9.848,9.995,9.393,7.995,9.114,-63.3,水层
1445.3,86.548,8.699,23.28,0.04,2.312,85.381,287.78,9.947,9.062,10.063,9.396,7.792,8.795,-62.913,水层
1445.35,86.364,8.678,23.168,0.042,2.314,87.759,290.21,9.903,8.573,10.141,9.486,7.803,8.668,-62.599,水层
1445.4,86.181,8.657,23.056,0.044,2.316,90.142,292.229,9.86,8.082,10.219,9.575,7.815,8.541,-62.285,水层
1445.45,86.005,8.638,22.923,0.04,2.316,89.414,293.454,10.22,8.074,10.288,9.733,8.048,8.668,-62.137,水层
1445.5,85.829,8.619,22.79,0.036,2.315,88.685,294.293,10.581,8.066,10.358,9.892,8.281,8.795,-61.99,水层
1445.55,85.695,8.612,22.638,0.033,2.314,85.091,293.07,11.433,8.606,10.41,10.074,8.568,9.295,-62.068,水层
1445.6,85.561,8.605,22.487,0.03,2.312,81.505,287.88,12.282,9.144,10.462,10.255,8.855,9.793,-62.147,水层
1445.65,85.462,8.606,22.296,0.027,2.311,77.085,279.902,13.51,10.201,10.499,10.416,9.034,10.732,-62.453,水层
1445.7,85.364,8.607,22.105,0.024,2.31,72.676,274.194,14.734,11.256,10.536,10.575,9.212,11.67,-62.758,水层
1445.75,85.287,8.608,21.866,0.021,2.31,69.576,274.879,15.788,12.43,10.563,10.692,9.349,12.74,-63.242,水层
1445.8,85.21,8.609,21.627,0.019,2.31,66.479,281.675,16.84,13.603,10.591,10.808,9.486,13.811,-63.726,水层
1445.85,85.148,8.609,21.37,0.017,2.31,65.589,288.851,17.24,14.247,10.633,10.886,9.684,14.389,-64.306,水层
1445.9,85.086,8.609,21.112,0.016,2.311,64.697,293.435,17.641,14.892,10.675,10.964,9.882,14.968,-64.888,水层
1445.95,84.963,8.61,20.908,0.015,2.312,65.025,293.055,17.647,14.965,10.764,11.035,10.008,15.062,-65.494,水层
1446.0,84.839,8.61,20.703,0.015,2.313,65.354,289.44,17.654,15.037,10.853,11.106,10.135,15.156,-66.102,水层
1446.05,84.572,8.61,20.597,0.016,2.313,65.379,284.709,17.579,14.975,11.007,11.196,10.102,15.132,-66.692,水层
1446.1,84.305,8.61,20.491,0.018,2.314,65.404,281.516,17.505,14.912,11.16,11.286,10.069,15.108,-67.28,水层
1446.15,83.956,8.61,20.472,0.019,2.314,64.413,282.227,17.374,14.881,11.37,11.398,9.906,15.048,-67.833,水层
1446.2,83.608,8.61,20.453,0.021,2.313,63.423,285.214,17.243,14.851,11.579,11.51,9.743,14.988,-68.385,水层
1446.25,83.356,8.61,20.49,0.02,2.311,61.757,286.082,17.095,14.768,11.816,11.628,9.605,14.9,-68.904,水层
1446.3,83.104,8.609,20.526,0.019,2.309,60.091,282.309,16.947,14.686,12.052,11.746,9.467,14.811,-69.423,水层
1446.35,83.073,8.61,20.561,0.017,2.306,58.6,276.606,16.881,14.541,12.287,11.857,9.426,14.756,-69.907,水层
1446.4,83.042,8.61,20.596,0.015,2.303,57.105,272.025,16.815,14.396,12.523,11.968,9.385,14.7,-70.393,水层
1446.45,83.182,8.61,20.593,0.013,2.301,56.122,270.393,16.911,14.288,12.742,12.073,9.438,14.735,-70.839,水层
1446.5,83.322,8.611,20.591,0.012,2.299,55.135,270.891,17.007,14.179,12.962,12.178,9.491,14.771,-71.285,水层
1446.55,83.481,8.611,20.556,0.014,2.298,54.54,271.752,17.301,14.244,13.153,12.284,9.61,14.945,-71.683,水层
1446.6,83.641,8.612,20.521,0.016,2.298,53.946,272.357,17.594,14.309,13.343,12.389,9.729,15.119,-72.081,水层
1446.65,83.706,8.612,20.478,0.019,2.299,53.827,272.482,18.065,14.624,13.486,12.495,9.858,15.444,-72.42,水层
1446.7,83.772,8.612,20.435,0.021,2.3,53.709,272.986,18.535,14.939,13.628,12.601,9.987,15.768,-72.758,水层
1446.75,83.762,8.611,20.407,0.023,2.302,54.101,273.93,19.109,15.486,13.704,12.694,10.1,16.217,-73.033,水层
1446.8,83.752,8.611,20.378,0.024,2.304,54.494,275.512,19.682,16.034,13.781,12.788,10.214,16.667,-73.309,水层
1446.85,83.7,8.611,20.357,0.022,2.305,54.839,277.782,20.185,16.644,13.807,12.859,10.248,17.128,-73.518,水层
1446.9,83.647,8.61,20.337,0.02,2.307,55.184,280.452,20.689,17.255,13.832,12.93,10.283,17.59,-73.728,水层
1446.95,83.549,8.61,20.273,0.018,2.307,55.074,282.772,20.931,17.638,13.854,12.98,10.214,17.888,-73.867,水层
1447.0,83.451,8.61,20.209,0.017,2.308,54.964,283.416,21.175,18.022,13.875,13.031,10.145,18.187,-74.007,水层
1447.05,83.36,8.611,20.093,0.018,2.308,54.328,281.966,21.108,18.053,13.948,13.069,10.023,18.235,-74.072,水层
1447.1,83.269,8.611,19.978,0.02,2.308,53.695,279.846,21.042,18.083,14.021,13.107,9.902,18.282,-74.136,水层
1447.15,83.205,8.612,19.869,0.023,2.308,53.27,278.748,20.79,17.877,14.173,13.145,9.813,18.134,-74.122,水层
1447.2,83.141,8.612,19.76,0.026,2.308,52.846,279.411,20.538,17.67,14.324,13.183,9.724,17.985,-74.108,水层
1447.25,83.027,8.612,19.733,0.028,2.309,52.924,280.011,20.306,17.413,14.547,13.244,9.739,17.797,-74.017,水层
1447.3,82.913,8.612,19.706,0.029,2.311,53.002,277.763,20.073,17.157,14.769,13.305,9.753,17.608,-73.925,水层
1447.35,82.707,8.612,19.766,0.028,2.313,52.742,272.982,19.991,16.988,15.038,13.412,9.912,17.514,-73.762,水层
1447.4,82.501,8.611,19.825,0.026,2.316,52.482,267.632,19.908,16.82,15.307,13.521,10.072,17.42,-73.599,水层
1447.45,82.284,8.611,19.848,0.024,2.32,51.372,267.416,20.017,16.792,15.568,13.686,10.328,17.463,-73.368,水层
1447.5,82.067,8.611,19.872,0.022,2.323,50.26,272.823,20.126,16.764,15.829,13.853,10.583,17.505,-73.137,水层
1447.55,81.977,8.612,19.769,0.02,2.327,48.705,282.045,20.483,16.91,16.007,14.046,10.829,17.69,-72.837,水层
1447.6,81.886,8.612,19.666,0.019,2.331,47.154,288.45,20.84,17.055,16.185,14.239,11.074,17.874,-72.537,水层
1447.65,81.972,8.613,19.452,0.019,2.335,46.596,289.469,21.58,17.377,16.194,14.393,11.283,18.242,-72.156,水层
1447.7,82.058,8.614,19.238,0.019,2.34,46.04,286.219,22.318,17.697,16.204,14.546,11.492,18.609,-71.776,水层
1447.75,82.245,8.615,19.027,0.019,2.344,46.778,282.149,23.626,18.133,15.993,14.592,11.705,19.256,-71.295,水层
1447.8,82.433,8.616,18.817,0.02,2.349,47.518,280.519,24.936,18.568,15.782,14.637,11.918,19.903,-70.813,水层
1447.85,82.574,8.615,18.725,0.018,2.354,48.879,279.219,26.88,19.06,15.359,14.508,12.151,20.898,-70.21,水层
1447.9,82.715,8.613,18.633,0.017,2.359,50.243,278.017,28.828,19.553,14.935,14.378,12.384,21.895,-69.605,水层
1447.95,82.678,8.614,18.569,0.018,2.362,51.268,277.281,30.885,20.181,14.388,14.016,12.946,23.051,-68.861,水层
1448.0,82.641,8.614,18.505,0.019,2.366,52.295,277.694,32.947,20.811,13.841,13.653,13.509,24.209,-68.116,水层
1448.05,82.427,8.638,18.502,0.028,2.364,53.058,278.033,33.153,21.409,13.273,13.063,14.056,24.574,-67.218,水层
1448.1,82.215,8.662,18.499,0.037,2.362,53.819,278.089,33.359,22.007,12.708,12.474,14.602,24.938,-66.321,水层
1448.15,81.916,8.733,18.4,0.059,2.352,55.976,278.052,30.156,21.583,12.186,11.761,13.894,23.218,-65.269,水层
1448.2,81.617,8.804,18.301,0.081,2.343,58.129,277.922,26.96,21.16,11.666,11.05,13.186,21.502,-64.22,水层
1448.25,81.399,8.909,18.677,0.103,2.327,64.07,277.839,22.522,18.885,11.226,10.355,11.214,18.454,-63.022,水层
1448.3,81.18,9.015,19.054,0.124,2.31,70.018,279.313,18.084,16.608,10.785,9.66,9.24,15.406,-61.824,水层
1448.35,81.23,9.109,19.475,0.135,2.293,79.231,281.062,14.954,13.901,10.424,9.085,7.548,12.924,-60.523,水层
1448.4,81.281,9.202,19.897,0.146,2.275,88.465,280.781,11.818,11.187,10.063,8.509,5.852,10.436,-59.219,水层
1454.4,87.583,8.647,22.328,0.018,2.37,81.806,315.069,11.476,9.301,7.184,8.0,9.581,8.799,-54.001,水层
1454.45,86.804,8.65,22.021,0.014,2.372,79.123,320.714,13.286,10.397,7.522,8.415,10.179,10.11,-54.95,水层
1454.5,86.023,8.652,21.714,0.01,2.375,76.433,325.416,15.099,11.495,7.861,8.831,10.778,11.426,-55.901,水层
1454.55,85.245,8.655,21.399,0.01,2.377,73.725,321.056,17.179,12.893,8.254,9.243,11.392,12.944,-56.727,水层
1454.6,84.468,8.659,21.085,0.01,2.379,71.023,311.558,19.253,14.288,8.646,9.654,12.005,14.458,-57.551,水层
1454.65,83.677,8.664,20.807,0.012,2.378,68.94,303.247,20.911,15.81,9.093,10.022,12.152,15.792,-58.219,水层
1454.7,82.889,8.669,20.53,0.013,2.377,66.861,300.813,22.564,17.329,9.539,10.389,12.299,17.122,-58.885,水层
1454.75,82.205,8.674,20.429,0.013,2.373,66.11,301.999,22.791,18.305,10.015,10.673,12.002,17.58,-59.409,水层
1454.8,81.522,8.68,20.329,0.012,2.37,65.36,302.136,23.015,19.278,10.49,10.956,11.703,18.036,-59.934,水层
1454.85,81.141,8.686,20.47,0.011,2.363,65.793,296.641,21.793,18.919,10.976,11.131,11.16,17.349,-60.347,水层
1454.9,80.759,8.692,20.611,0.009,2.356,66.228,285.767,20.568,18.558,11.463,11.305,10.615,16.661,-60.761,水层
1454.95,80.847,8.698,20.889,0.009,2.347,67.714,275.333,19.022,17.173,11.952,11.385,10.053,15.504,-61.099,水层
1455.0,80.936,8.704,21.168,0.008,2.339,69.204,269.419,17.473,15.783,12.442,11.465,9.489,14.344,-61.438,水层
1455.05,81.406,8.707,21.409,0.008,2.331,71.591,266.471,16.296,14.381,12.891,11.492,9.11,13.347,-61.718,水层
1455.1,81.876,8.71,21.649,0.009,2.324,73.971,264.235,15.122,12.982,13.34,11.518,8.731,12.352,-61.998,水层
1455.15,82.557,8.708,21.772,0.009,2.32,76.281,261.864,14.442,12.025,13.659,11.52,8.569,11.677,-62.214,水层
1455.2,83.236,8.706,21.895,0.01,2.315,78.586,260.194,13.763,11.071,13.978,11.521,8.407,11.004,-62.429,水层
1455.25,83.961,8.7,21.949,0.01,2.315,79.757,259.334,13.551,10.6,14.062,11.499,8.434,10.655,-62.566,水层
1455.3,84.685,8.694,22.003,0.009,2.315,80.926,259.985,13.341,10.13,14.146,11.476,8.462,10.306,-62.703,水层
1455.35,85.357,8.689,22.092,0.008,2.318,80.719,262.927,13.527,10.044,13.985,11.404,8.548,10.253,-62.746,水层
1455.4,86.03,8.684,22.181,0.007,2.321,80.511,268.26,13.714,9.958,13.824,11.333,8.635,10.2,-62.79,水层
1455.45,86.541,8.684,22.331,0.008,2.324,79.699,276.057,14.177,10.113,13.513,11.189,8.682,10.378,-62.737,水层
1455.5,87.053,8.683,22.482,0.009,2.328,78.884,282.888,14.64,10.268,13.201,11.045,8.729,10.555,-62.683,水层
1455.55,87.302,8.686,22.685,0.012,2.331,78.33,286.564,15.169,10.489,12.821,10.831,8.685,10.843,-62.538,水层
1455.6,87.551,8.69,22.886,0.014,2.334,77.777,285.928,15.697,10.71,12.442,10.616,8.642,11.13,-62.394,水层
1455.65,87.583,8.7,23.086,0.015,2.336,77.808,281.549,16.016,10.841,12.021,10.349,8.57,11.349,-62.167,水层
1455.7,87.615,8.711,23.285,0.016,2.339,77.84,276.608,16.334,10.972,11.602,10.082,8.498,11.568,-61.94,水层
1455.75,87.582,8.746,23.415,0.014,2.341,77.873,274.016,16.18,10.963,11.154,9.773,8.518,11.546,-61.625,水层
1455.8,87.548,8.781,23.544,0.012,2.343,77.906,275.454,16.024,10.953,10.707,9.464,8.538,11.523,-61.31,水层
1455.85,87.577,8.86,23.377,0.013,2.344,78.593,278.326,15.315,10.787,10.27,9.134,8.373,11.153,-60.882,水层
1455.9,87.606,8.94,23.208,0.014,2.345,79.282,281.432,14.603,10.621,9.833,8.804,8.208,10.781,-60.452,水层
1455.95,87.638,9.055,22.793,0.026,2.345,81.77,284.383,13.577,10.256,9.445,8.476,7.45,10.148,-59.87,水层
1456.0,87.671,9.17,22.377,0.039,2.345,84.264,286.781,12.549,9.891,9.056,8.148,6.69,9.514,-59.287,水层
1456.05,87.655,9.277,21.99,0.08,2.344,88.162,289.436,11.527,9.302,8.749,7.856,5.777,8.815,-58.523,水层
1456.1,87.639,9.383,21.604,0.122,2.344,92.05,292.68,10.509,8.714,8.443,7.565,4.867,8.118,-57.76,水层
1456.15,87.633,9.441,22.057,0.161,2.34,95.943,295.849,9.685,8.048,8.196,7.334,4.314,7.503,-56.829,水层
1456.2,87.628,9.498,22.51,0.201,2.336,99.826,297.247,8.864,7.384,7.949,7.104,3.763,6.889,-55.9,水层
1470.6,106.307,9.105,27.438,-0.013,2.463,89.498,387.742,3.719,3.506,3.229,3.574,5.316,3.033,-43.092,水层
1470.65,102.234,9.107,25.557,-0.006,2.496,85.001,397.065,4.357,4.09,3.341,3.792,7.869,3.43,-43.207,水层
1470.7,98.172,9.11,23.68,0.0,2.528,80.514,408.325,4.993,4.673,3.453,4.009,10.417,3.827,-43.321,水层
1470.75,93.842,9.116,21.751,0.031,2.523,77.29,420.054,6.084,5.874,3.589,4.217,11.598,4.5,-43.465,水层
1470.8,89.513,9.122,19.822,0.061,2.518,74.069,426.337,7.175,7.077,3.724,4.426,12.775,5.175,-43.608,水层
1470.85,85.742,9.128,18.274,0.101,2.488,73.565,421.421,8.553,8.475,3.888,4.61,11.073,6.222,-43.773,水层
1470.9,81.964,9.135,16.723,0.141,2.457,73.061,402.629,9.933,9.876,4.052,4.795,9.368,7.271,-43.938,水层
1470.95,79.174,9.138,15.881,0.149,2.43,74.818,370.616,10.367,9.848,4.239,4.967,8.495,7.929,-44.11,水层
1471.0,76.378,9.142,15.036,0.158,2.402,76.579,327.449,10.802,9.82,4.428,5.139,7.62,8.589,-44.283,水层
1471.05,74.921,9.142,15.012,0.157,2.382,78.652,276.889,10.184,8.93,4.672,5.322,7.398,8.287,-44.446,水层
1471.1,73.468,9.143,14.988,0.156,2.363,80.719,236.158,9.567,8.043,4.916,5.505,7.176,7.985,-44.608,水层
1471.15,73.651,9.142,15.576,0.172,2.355,81.956,214.399,9.003,7.426,5.244,5.716,7.05,7.51,-44.744,水层
1471.2,73.834,9.141,16.163,0.187,2.348,83.189,217.209,8.441,6.811,5.57,5.927,6.925,7.037,-44.88,水层
1471.25,75.328,9.141,16.943,0.213,2.346,84.152,232.686,8.219,6.569,5.978,6.145,6.96,6.767,-44.983,水层
1471.3,76.824,9.141,17.722,0.238,2.344,85.115,251.621,7.997,6.327,6.386,6.362,6.996,6.497,-45.087,水层
1471.35,78.701,9.142,18.339,0.252,2.343,86.911,266.333,8.013,6.313,6.787,6.539,7.206,6.42,-45.162,水层
1471.4,80.582,9.143,18.957,0.266,2.341,88.712,274.105,8.03,6.3,7.189,6.717,7.417,6.343,-45.237,水层
1471.45,81.941,9.144,19.313,0.259,2.34,91.256,275.903,8.157,6.402,7.479,6.816,7.724,6.379,-45.294,水层
1471.5,83.303,9.145,19.671,0.251,2.339,93.805,273.172,8.283,6.505,7.769,6.915,8.032,6.414,-45.35,水层
1471.55,83.917,9.144,19.796,0.235,2.342,95.939,279.199,8.414,6.63,7.873,6.93,8.06,6.481,-45.394,水层
1471.6,84.529,9.143,19.921,0.218,2.344,98.068,299.798,8.543,6.755,7.978,6.944,8.087,6.549,-45.438,水层
1471.65,84.776,9.142,19.955,0.2,2.349,98.782,317.614,8.575,6.774,7.928,6.895,7.762,6.578,-45.468,水层
1471.7,85.022,9.141,19.99,0.182,2.355,99.493,312.988,8.607,6.792,7.879,6.846,7.438,6.608,-45.499,水层
1471.75,85.155,9.141,20.042,0.166,2.36,98.435,295.188,8.475,6.65,7.742,6.761,7.126,6.538,-45.507,水层
1471.8,85.289,9.141,20.095,0.149,2.365,97.375,282.362,8.342,6.508,7.605,6.676,6.814,6.469,-45.516,水层
1471.85,85.318,9.141,20.17,0.142,2.367,95.553,275.718,8.086,6.291,7.43,6.577,6.628,6.292,-45.497,水层
1471.9,85.348,9.142,20.244,0.135,2.368,93.726,277.3,7.829,6.074,7.255,6.478,6.441,6.115,-45.477,水层
1471.95,85.342,9.143,20.302,0.15,2.364,92.666,280.975,7.58,5.896,7.082,6.381,6.331,5.909,-45.431,水层
1472.0,85.336,9.143,20.36,0.166,2.359,91.604,284.236,7.33,5.718,6.908,6.285,6.221,5.702,-45.384,水层
1472.05,85.462,9.143,20.394,0.198,2.35,91.985,287.251,7.167,5.616,6.766,6.205,6.156,5.551,-45.32,水层
1472.1,85.588,9.143,20.427,0.231,2.341,92.365,290.562,7.005,5.515,6.624,6.125,6.092,5.399,-45.255,水层
1472.15,85.946,9.145,20.482,0.254,2.33,93.934,292.982,6.916,5.471,6.525,6.068,6.101,5.316,-45.187,水层
1472.2,86.303,9.146,20.536,0.277,2.32,95.5,295.689,6.827,5.427,6.426,6.011,6.111,5.233,-45.119,水层
1472.25,86.733,9.15,20.686,0.278,2.311,97.364,298.737,6.774,5.414,6.363,5.976,6.15,5.192,-45.06,水层
1472.3,87.162,9.153,20.837,0.28,2.302,99.229,297.597,6.721,5.402,6.299,5.941,6.19,5.151,-45.001,水层
1472.35,87.459,9.158,21.093,0.271,2.295,100.832,293.177,6.692,5.404,6.258,5.927,6.188,5.128,-44.959,水层
1472.4,87.756,9.162,21.351,0.262,2.289,102.438,291.767,6.663,5.406,6.217,5.912,6.185,5.105,-44.918,水层
1472.45,87.859,9.166,21.621,0.258,2.284,104.12,299.909,6.669,5.41,6.193,5.916,6.138,5.098,-44.896,水层
1472.5,87.963,9.169,21.892,0.255,2.279,105.806,317.684,6.676,5.414,6.169,5.921,6.09,5.092,-44.875,水层
1472.55,87.974,9.17,22.02,0.256,2.277,107.451,334.93,6.728,5.41,6.16,5.943,6.094,5.112,-44.871,水层
1472.6,87.986,9.171,22.148,0.257,2.275,109.091,341.249,6.78,5.406,6.15,5.964,6.097,5.133,-44.868,水层
1472.65,87.961,9.17,22.074,0.253,2.28,109.439,331.867,6.868,5.412,6.152,5.999,6.269,5.179,-44.878,水层
1472.7,87.936,9.169,22.0,0.249,2.284,109.786,314.977,6.957,5.417,6.154,6.034,6.441,5.225,-44.889,水层
1472.75,87.812,9.168,21.823,0.24,2.295,107.735,299.519,7.075,5.466,6.162,6.072,6.724,5.288,-44.91,水层
1472.8,87.689,9.167,21.647,0.23,2.306,105.679,288.405,7.194,5.515,6.169,6.11,7.008,5.35,-44.931,水层
1472.85,87.489,9.167,21.515,0.218,2.32,102.062,286.642,7.348,5.624,6.176,6.141,7.249,5.429,-44.958,水层
1472.9,87.288,9.167,21.383,0.205,2.333,98.436,301.788,7.502,5.733,6.183,6.172,7.491,5.509,-44.985,水层
1472.95,87.073,9.168,21.326,0.192,2.343,95.254,326.16,7.683,5.873,6.186,6.189,7.604,5.614,-45.016,水层
1473.0,86.858,9.169,21.27,0.178,2.353,92.065,345.917,7.864,6.013,6.189,6.206,7.718,5.72,-45.048,水层
1473.05,86.701,9.17,21.252,0.167,2.355,91.113,355.197,8.015,6.108,6.183,6.21,7.762,5.826,-45.081,水层
1473.1,86.545,9.171,21.234,0.156,2.358,90.164,349.934,8.166,6.203,6.177,6.215,7.805,5.932,-45.115,水层
1473.15,86.433,9.17,21.227,0.158,2.354,91.424,331.362,8.236,6.201,6.161,6.212,7.83,5.99,-45.15,水层
1473.2,86.322,9.17,21.221,0.16,2.351,92.681,301.347,8.306,6.199,6.145,6.209,7.856,6.048,-45.185,水层
1473.25,86.168,9.168,21.226,0.172,2.347,94.39,281.728,8.316,6.132,6.122,6.202,7.846,6.047,-45.221,水层
1473.3,86.014,9.166,21.231,0.185,2.343,96.097,281.14,8.326,6.064,6.1,6.195,7.836,6.046,-45.257,水层
1473.35,85.86,9.165,21.276,0.196,2.342,96.881,289.295,8.31,5.999,6.077,6.181,7.747,6.011,-45.291,水层
1473.4,85.705,9.164,21.321,0.208,2.341,97.665,297.842,8.295,5.933,6.055,6.168,7.657,5.976,-45.326,水层
1473.45,85.652,9.164,21.441,0.21,2.346,97.348,302.97,8.231,5.909,6.036,6.141,7.577,5.924,-45.358,水层
1473.5,85.598,9.164,21.561,0.213,2.351,97.03,308.974,8.167,5.885,6.017,6.114,7.497,5.872,-45.389,水层
1473.55,85.688,9.167,21.767,0.214,2.361,96.589,320.002,7.99,5.889,6.005,6.069,7.383,5.774,-45.414,水层
1473.6,85.778,9.17,21.972,0.216,2.37,96.148,325.637,7.813,5.892,5.992,6.025,7.269,5.678,-45.438,水层
1473.65,86.005,9.176,22.257,0.237,2.383,95.947,330.045,7.542,5.857,5.991,5.971,6.914,5.523,-45.451,水层
1473.7,86.232,9.182,22.54,0.258,2.396,95.745,333.053,7.272,5.821,5.991,5.918,6.56,5.368,-45.464,水层
1473.75,86.578,9.188,22.829,0.29,2.412,96.278,325.331,7.009,5.68,6.008,5.88,6.092,5.204,-45.461,水层
1473.8,86.924,9.194,23.117,0.322,2.429,96.811,310.664,6.747,5.539,6.025,5.841,5.624,5.039,-45.458,水层
1473.85,87.291,9.193,23.328,0.334,2.443,98.099,303.459,6.571,5.337,6.058,5.839,5.395,4.92,-45.439,水层
1473.9,87.658,9.192,23.54,0.346,2.457,99.39,302.328,6.395,5.135,6.092,5.837,5.166,4.801,-45.419,水层
1473.95,87.846,9.183,23.611,0.316,2.463,100.982,305.2,6.33,4.996,6.132,5.88,5.351,4.743,-45.388,水层
