Depth,CALS,DRHO,DT,GR,ILD,ILM,LLD,LLS,MSFL,NPHI,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
1049.036,8.3281,0.0031,95.8962,56.0938,5.1961,5.729,12.048,10.2584,4.7578,0.2563,2.6094,2.3367,11.5258,-74.5,660.5,441.0,653.5,434.75,水层
1049.0868,8.3906,-0.0039,99.3413,63.3125,4.9815,5.2203,9.2565,8.167,4.7773,0.2711,2.5098,2.3087,8.5709,-70.875,666.0,444.0,656.5,433.5,水层
1049.1376,8.4844,-0.0103,101.3187,76.3125,4.7862,4.7739,6.1247,5.306,5.0156,0.2795,2.4297,2.2402,5.6444,-67.3125,653.5,457.0,648.0,452.25,水层
1049.1884,8.5703,-0.0037,102.5378,94.5625,4.6584,4.3216,4.4584,3.8879,5.3438,0.2809,2.7227,2.2293,3.8429,-64.6875,647.5,474.0,638.0,470.0,水层
1049.2392,8.8594,0.0083,102.9219,101.625,4.5344,4.1953,3.7846,3.3482,5.6328,0.2901,3.1367,2.2729,2.9047,-63.5625,652.0,467.0,644.0,464.75,水层
1049.29,8.8125,0.0306,102.7244,103.3125,4.4162,4.2039,3.6999,3.2853,5.8783,0.2925,3.1406,2.3401,2.8066,-62.9375,656.5,458.75,648.0,456.25,水层
1049.3408,8.9531,0.053,102.4108,94.0625,4.3385,4.2717,4.0299,3.5349,6.1797,0.325,3.0975,2.3768,3.1597,-62.5625,651.4916,457.009,648.4908,454.7526,水层
1049.3916,8.8281,0.0577,99.9197,95.6875,4.2622,4.338,4.5721,4.0233,6.418,0.3179,2.8711,2.379,3.728,-62.1875,641.0,468.25,637.0,458.0,水层
1049.4424,8.7812,0.0662,96.2734,96.875,4.3398,4.3471,4.8766,4.3902,6.4883,0.3363,3.0098,2.3974,4.087,-61.8125,638.0,464.0,629.5,466.0,水层
1049.4932,8.7891,0.0764,94.202,103.0625,4.4006,4.4633,5.2479,4.7076,6.4766,0.3269,3.0332,2.4211,4.2586,-61.75,659.0,448.75,647.0,450.75,水层
1049.544,8.7969,0.0626,92.6657,97.9375,4.4942,4.5879,5.5241,4.8787,6.3594,0.3297,3.0293,2.4215,4.5191,-62.125,665.5,437.0,660.5,432.0,水层
1049.5948,8.5781,0.0581,91.1601,97.0625,4.4891,4.5496,5.554,4.8571,6.4022,0.3005,2.8066,2.4122,5.0791,-61.6875,660.5,442.0,649.0,438.0,水层
1049.6456,8.5703,0.0647,91.5864,90.3125,4.605,4.3654,5.2801,4.6119,6.8477,0.2756,2.6211,2.4103,4.8684,-61.1875,640.0,452.75,625.5,448.25,水层
1049.6964,8.6562,0.0254,94.9889,97.1875,4.522,4.2245,4.7703,4.2612,7.6914,0.2758,2.7266,2.3639,4.1123,-61.25,635.5,452.0,624.0,442.25,水层
1049.7472,8.5938,0.0116,98.9644,93.25,4.5277,4.2436,4.2527,3.8857,8.0234,0.2744,2.8887,2.3665,3.4211,-61.8125,634.5,440.25,624.0,430.75,水层
1049.798,8.5625,0.0297,99.6982,97.4375,4.4285,4.3162,4.2072,3.8127,8.0234,0.2942,3.0547,2.3806,3.4192,-61.5625,629.5,438.0,622.0,432.0,水层
1049.8488,8.5156,0.0311,97.6092,96.0625,4.3424,4.2805,4.3727,3.9059,8.1172,0.2971,2.8672,2.3693,3.7942,-61.3125,628.0,443.5,616.5,439.5,水层
1049.8996,8.5234,0.048,94.2942,97.4381,4.2635,4.1733,4.5917,4.0115,8.5938,0.3032,2.7149,2.345,4.0508,-60.8753,629.0024,455.4956,614.0064,450.2482,水层
1049.9504,8.5078,0.0752,93.1142,98.1875,4.263,4.1767,4.7546,4.1443,8.4847,0.2978,2.8398,2.3696,3.8355,-61.1875,632.0,450.0,622.0,448.0,水层
1050.0012,8.5156,0.1217,94.1343,97.0625,4.2725,4.2823,4.722,4.1339,8.3203,0.2903,2.8339,2.392,3.8016,-61.6875,649.498,436.7432,633.5004,432.9936,水层
1050.052,8.4766,0.1463,94.8027,95.0,4.2832,4.2331,4.7611,4.1407,8.0391,0.294,2.709,2.4086,4.0703,-61.6875,647.0,428.25,634.0,425.0,水层
1050.1028,8.4766,0.1412,94.9236,94.1875,4.3046,4.1632,4.7661,4.1077,7.5117,0.2888,2.5273,2.3688,4.1754,-61.8125,638.5,435.0,632.0,429.0,水层
1050.1536,8.4844,0.1187,94.7027,98.1875,4.2883,4.1498,4.7291,4.0992,6.2227,0.2732,2.5684,2.3481,3.9133,-61.8125,626.5,442.0,622.0,433.0,水层
1058.434,8.8047,0.0193,98.5577,87.4375,4.6263,4.4045,5.1417,4.2473,5.2773,0.2777,2.9375,2.3041,4.6454,-63.375,638.5,452.25,629.5,444.0,水层
1058.4848,8.8906,0.0383,100.9319,95.25,4.5312,4.1902,4.1822,3.594,5.1719,0.3069,3.0137,2.3105,3.5829,-62.3125,642.0,449.0,632.5,447.5,水层
1058.5356,8.9219,0.0547,100.5353,100.4375,4.3793,4.1316,4.0112,3.4732,7.0267,0.3294,2.9688,2.2756,3.2361,-62.0,642.5,445.0,634.0,442.25,水层
1058.5864,9.0781,0.0758,99.6899,103.3125,4.2542,4.1053,4.2396,3.6032,7.3516,0.3489,2.9727,2.2655,3.3615,-61.4375,640.5,450.75,634.0,445.5,水层
1058.6372,9.1641,0.0961,98.8491,103.75,4.169,4.1118,4.3529,3.7349,8.7812,0.3354,3.043,2.2902,3.5447,-61.125,642.0,450.75,638.0,448.25,水层
1058.688,8.9844,0.1113,97.4132,104.0625,4.0839,4.1332,4.7162,3.9942,7.5273,0.3293,2.9434,2.3389,3.8803,-61.0,645.5,451.0,640.0,445.5,水层
1058.7388,9.0938,0.1083,96.9654,105.5,4.1208,4.102,4.7769,4.0415,6.8594,0.3134,2.9316,2.3653,4.0157,-61.5,644.5,453.5,640.5,451.5,水层
1058.7896,8.9609,0.1102,96.7615,105.4375,4.155,4.1167,4.6647,4.013,6.4023,0.2965,2.9004,2.3678,4.0374,-61.5,643.5,443.5,635.5,442.0,水层
1058.8404,8.8984,0.1139,96.1183,104.6875,4.2665,4.2039,4.7975,4.0984,6.2227,0.3174,2.8945,2.3772,3.9573,-61.0625,648.0,440.0,641.0,437.5,水层
1058.8912,8.9609,0.1243,95.6831,102.5,4.2372,4.2699,4.9355,4.1854,6.133,0.3219,2.6914,2.392,4.158,-60.875,643.5,437.0,638.0,436.0,水层
1058.942,8.8984,0.1109,94.9252,96.9375,4.2373,4.2349,5.079,4.2512,6.0742,0.3129,2.5977,2.3686,4.419,-61.0625,645.0,438.75,637.0,437.5,水层
1058.9928,8.9297,0.0921,94.9213,96.3125,4.2705,4.1716,5.0525,4.169,5.9648,0.2781,2.5859,2.3567,4.3802,-61.3125,638.0,447.0,628.5,442.75,水层
1059.0436,8.8281,0.0797,97.1542,101.3125,4.3774,4.0956,4.4852,3.8318,5.6797,0.2679,2.8556,2.3475,3.9621,-61.625,631.5068,447.9938,623.504,445.9926,水层
1059.0944,8.7109,0.0621,99.8473,110.0625,4.5825,4.2436,4.1311,3.6152,5.4023,0.2854,2.9824,2.3505,3.4055,-62.125,640.0,440.25,628.5,436.75,水层
1059.1452,8.5156,0.0394,101.2241,110.3125,4.7514,4.5377,4.457,4.0184,5.4062,0.3102,2.9316,2.3454,3.2877,-63.1875,640.0,440.0,632.0,434.25,水层
1059.196,8.5,0.0151,101.5636,101.1875,4.9676,5.021,5.4219,4.9274,5.5621,0.3383,2.7539,2.3606,3.7846,-64.6875,636.5,445.5,631.0,438.25,水层
1059.2468,8.3984,0.0096,100.8188,89.75,5.0308,5.341,7.0905,6.0485,5.5742,0.3281,2.5723,2.3675,5.4146,-66.5625,637.0,456.75,631.0,450.0,水层
1059.2976,8.4062,-0.0042,99.3129,80.4375,5.2035,5.4444,7.808,6.4196,5.3672,0.3226,2.4199,2.3325,7.3952,-67.4375,643.0,455.0,633.0,450.0,水层
1059.3484,8.4219,-0.01,98.3667,80.125,5.3736,5.4587,7.5941,6.3608,5.125,0.2942,2.334,2.2752,7.4135,-67.125,650.0,447.0,640.0,440.75,水层
1059.3992,8.5234,-0.0088,97.3955,81.3125,5.5968,5.6208,6.8281,5.9607,5.1406,0.2862,2.5273,2.2717,5.9355,-67.3125,654.0,437.5,642.5,430.75,水层
1060.6184,8.7578,0.014,99.1125,94.8125,5.2576,4.8453,4.3101,4.0079,6.0547,0.2986,3.0215,2.3367,3.7537,-61.8125,619.0,436.75,609.0,426.75,水层
1060.6692,8.8828,0.0544,97.133,96.9375,5.2349,4.9071,4.7539,4.4378,6.5547,0.2879,2.9375,2.3881,3.7234,-61.6875,610.0,441.0,604.0,430.25,水层
1060.72,8.8438,0.0761,94.0984,96.25,5.2117,5.0235,5.3655,5.0747,6.7773,0.2806,2.8535,2.3635,3.9943,-62.3125,604.5,439.5,600.5,432.75,水层
1060.7708,8.8516,0.0567,91.4766,91.0,5.3624,5.3273,6.1588,5.7069,6.7617,0.2831,2.6387,2.3277,4.2708,-62.875,612.5,437.0,607.5,422.0,水层
1060.8216,8.7344,0.0571,90.0913,83.0625,5.4348,5.6513,7.459,6.5887,6.7148,0.2904,2.6074,2.3378,5.0279,-63.375,614.5,426.75,610.0,418.25,水层
1060.8724,8.6406,0.0564,89.2065,79.375,5.7709,5.9787,7.9098,6.9367,6.9253,0.2747,2.5645,2.3992,5.995,-64.8125,615.0,425.0,604.0,416.25,水层
1060.9232,8.5078,0.0253,88.8264,78.3101,6.0572,6.2139,7.7225,6.7808,7.3125,0.2641,2.5195,2.3966,6.7833,-66.2509,606.498,424.7426,596.9964,416.742,水层
1060.974,8.5234,-5.0E-4,89.2541,75.25,6.5252,6.5121,7.6085,6.7488,7.707,0.254,2.4648,2.3796,6.7527,-67.3125,604.0,415.5,592.5,406.75,水层
1061.0248,8.4922,-0.0026,89.5086,76.5625,7.0692,6.9868,7.4916,6.82,7.9531,0.2631,2.457,2.3794,6.2913,-68.375,600.496,413.5004,593.9936,407.5,水层
1061.0756,8.4453,-0.0057,89.1169,72.125,7.6157,7.438,7.9142,7.3202,8.2031,0.2527,2.4883,2.3711,6.4263,-69.625,595.5,414.0,586.0,407.5,水层
1061.1264,8.4375,-0.0095,88.441,70.5,8.0856,8.3436,10.0036,8.8253,8.4062,0.2493,2.4824,2.3618,6.8219,-71.25,596.0,409.0,586.0,403.0,水层
1061.1772,8.3984,-0.0088,88.3728,60.9062,8.3512,8.9326,12.3328,10.423,8.2972,0.2363,2.5137,2.3405,8.6702,-72.5,600.0,409.0,588.5,402.0,水层
1061.228,8.3984,-0.0034,89.4955,57.4375,8.8619,9.532,14.4029,12.2851,8.1094,0.2299,2.457,2.333,10.8962,-74.0,603.5,413.5,593.0,406.0,水层
1061.2788,8.3984,-0.0065,91.392,58.0938,8.8419,9.762,14.9041,12.8962,7.8594,0.2328,2.3359,2.3052,13.2629,-75.4375,606.0,416.25,594.0,408.25,水层
1061.3296,8.3984,-0.0058,93.8236,55.3125,9.3704,9.9654,13.7697,12.1156,7.7578,0.2439,2.2461,2.2846,13.4719,-75.8125,608.0,422.25,599.0,414.75,水层
1061.3804,8.3984,-0.0028,96.3362,55.2188,9.4984,10.0319,12.2268,10.8355,7.7031,0.2751,2.2148,2.2658,12.593,-75.5625,611.0,424.0,602.5,417.5,水层
1061.4312,8.3984,-0.0047,97.0322,55.0938,9.9113,9.9091,11.0874,9.8579,7.8672,0.2752,2.3086,2.2532,11.6153,-74.8125,618.0,429.0,608.0,422.75,水层
1061.482,8.3984,-0.0086,96.8405,64.125,9.7567,9.8166,11.0411,9.9255,7.9141,0.2877,2.3613,2.2463,10.7979,-74.5,621.0,433.0,613.5,428.75,水层
1061.5328,8.3672,-0.0079,96.8338,66.3125,9.6312,10.0319,11.7496,10.4113,8.0544,0.2729,2.4297,2.2562,10.2085,-74.0625,629.5,434.75,620.5,429.5,水层
1061.5836,8.375,-0.0083,96.7922,66.7446,9.3546,10.2362,13.2163,11.5022,8.125,0.2837,2.3301,2.2683,10.4962,-73.4371,632.502,436.7496,626.0028,432.2506,水层
1064.8348,8.5703,0.0436,102.2722,92.375,4.4599,4.2471,4.2441,3.6745,4.6821,0.3411,2.9414,2.3971,2.9549,-62.75,627.5,449.0,617.5,442.75,水层
1064.8856,8.4062,0.0237,101.6996,85.0,4.4553,4.4944,4.8567,4.1938,5.2969,0.3303,2.703,2.3839,3.3103,-63.5625,637.5008,446.2638,625.502,440.2538,水层
1064.9364,8.3984,0.01,97.2383,82.625,4.4511,4.6124,5.9588,4.9694,5.9453,0.3125,2.6406,2.364,4.3706,-64.125,638.5,463.5,628.0,445.0,水层
1064.9872,8.3984,0.0101,95.441,79.625,4.4518,4.6644,7.0082,5.6821,6.4961,0.2766,2.457,2.3609,5.5348,-65.375,642.0,458.0,632.0,449.0,水层
1065.038,8.4141,0.0035,95.3414,74.9375,4.4566,4.7089,6.5162,5.3758,7.6094,0.2802,2.4336,2.3263,5.8428,-64.875,661.0,452.75,650.0,444.25,水层
1065.0888,8.5234,4.0E-4,95.7981,77.375,4.6029,4.6331,6.1126,4.913,8.3203,0.2845,2.4727,2.315,5.7919,-63.5,660.0,441.5,649.0,436.0,水层
1065.1396,8.6094,0.0031,96.5756,84.3125,4.5555,4.4846,5.5736,4.499,8.5229,0.2845,2.6426,2.3301,4.9489,-62.125,661.0,440.0,650.0,430.75,水层
1065.1904,8.5938,0.0041,96.6762,93.6875,4.5317,4.3216,4.6413,3.9322,8.7578,0.2782,2.6777,2.3636,4.4453,-61.5,649.5,442.25,644.0,435.0,水层
1065.2412,8.6562,0.013,98.5607,95.6875,4.4678,4.1548,4.3413,3.7093,9.3906,0.2803,2.5898,2.3562,3.8703,-61.5,639.5,448.75,632.0,445.5,水层
1065.292,9.2188,0.0173,100.716,96.5,4.3676,4.0489,4.4157,3.7654,10.0703,0.2815,2.5996,2.3181,3.5744,-61.125,642.0,447.5,633.0,443.0,水层
1065.3428,8.9219,0.0327,100.0041,93.375,4.2347,4.1432,4.5216,3.8573,10.1094,0.288,2.752,2.295,3.2049,-60.625,644.0,444.75,638.0,440.0,水层
1065.3936,9.125,0.076,98.6728,90.375,4.169,4.1465,4.6339,3.9183,9.8516,0.2905,2.9844,2.3632,3.7211,-60.5,642.0,448.0,638.0,444.75,水层
1065.4444,9.3594,0.1052,97.5718,90.5,4.1087,4.1233,4.9299,4.0855,9.4141,0.2943,2.9062,2.3971,4.0898,-60.25,639.5,450.25,634.5,448.0,水层
1065.4952,9.6484,0.0841,95.9985,94.25,4.0975,4.0521,4.8781,4.0644,9.4687,0.3001,2.9121,2.3852,4.1179,-60.4375,640.0,450.75,635.5,453.5,水层
1065.546,9.0938,0.0751,95.0893,99.375,4.1396,4.1085,4.6937,4.0087,9.5391,0.306,2.8575,2.3623,3.8628,-60.4375,646.0148,445.4946,643.0132,444.7442,水层
1065.5968,8.9688,0.0659,94.7991,99.75,4.176,4.1582,4.8073,4.0403,9.5938,0.2901,2.9902,2.3613,3.8038,-60.25,664.5,438.75,659.5,437.5,水层
1071.642,9.8984,0.0623,97.8102,98.9375,4.2284,4.125,4.5957,4.0142,5.5781,0.2612,2.7383,2.3687,3.8208,-62.75,638.0,438.0,629.0,436.0,水层
1071.6928,9.6641,0.0802,98.1029,102.5625,4.1499,4.0205,4.42,3.883,5.793,0.2655,2.6836,2.3489,3.787,-62.5,640.5,438.75,633.0,436.0,水层
1071.7436,9.6641,0.0857,98.3585,103.5625,4.1023,3.9406,4.4658,3.8771,6.1562,0.2654,2.8066,2.3499,3.816,-61.9375,640.0,441.0,634.5,436.75,水层
1071.7944,9.8516,0.0938,98.6386,101.3125,3.9994,3.8857,4.4037,3.7889,6.7461,0.2428,2.9355,2.3754,3.7049,-61.625,638.0,444.75,631.5,440.25,水层
1071.8452,9.7422,0.1065,99.1922,99.6875,3.9117,3.8522,4.3348,3.7396,7.3086,0.2459,2.9219,2.418,3.5958,-61.4688,643.5,444.75,638.0,440.75,水层
1071.896,9.6641,0.0694,98.9269,105.5625,3.8307,3.8465,4.5081,3.8318,7.8867,0.2624,2.8066,2.3928,3.6935,-62.1875,652.5,445.0,645.5,439.0,水层
1071.9468,9.5,0.0313,99.3226,106.375,3.8256,3.7567,4.492,3.8128,7.1992,0.2727,2.8164,2.3529,3.7164,-62.5,660.0,449.0,649.0,443.5,水层
1071.9976,9.3359,0.0195,99.6473,105.125,3.7595,3.5977,4.4258,3.7435,6.5898,0.2793,2.918,2.3582,3.6396,-62.1875,665.0,452.25,657.0,449.5,水层
1072.0484,9.1875,0.0152,100.3124,108.25,3.7443,3.5333,4.3139,3.6358,6.1289,0.2674,2.9121,2.3525,3.3786,-62.0,656.0,462.25,649.0,457.0,水层
1072.0992,9.1719,0.0193,102.3337,109.8125,3.8141,3.5751,3.8682,3.384,6.0432,0.2721,2.8711,2.3495,3.1642,-61.875,649.5,466.0,638.5,461.5,水层
1072.15,9.3828,0.0143,103.459,109.0625,3.8884,3.6735,3.8269,3.3637,6.2148,0.2828,2.9531,2.3259,3.1676,-62.3125,654.0,454.0,643.0,455.0,水层
1072.2008,9.4844,0.0183,102.7722,105.8125,3.8656,3.8223,4.1272,3.6248,6.0859,0.2918,3.1797,2.3386,3.3869,-62.125,652.9976,448.7506,643.9968,443.0016,水层
1072.2516,9.6562,0.0491,100.5377,103.875,3.867,3.9512,4.5251,3.9064,5.9141,0.3133,3.2285,2.37,4.087,-61.875,650.0,449.5,640.0,445.0,水层
1072.3024,9.5781,0.0692,97.8905,106.9375,3.9337,3.9421,4.6778,4.02,5.7344,0.2998,3.0352,2.3877,4.3674,-62.1875,655.0,458.75,645.5,454.0,水层
1072.3532,9.4531,0.0599,96.1004,103.75,3.8679,3.8595,4.9225,4.1967,5.6641,0.3084,2.9473,2.3769,4.2048,-61.9375,664.5,454.0,656.0,450.25,水层
1072.404,9.6016,0.0888,95.448,104.125,3.8607,3.8236,4.6873,4.033,5.5938,0.3178,2.8867,2.4001,3.799,-62.125,677.5,451.5,670.0,448.25,水层
1072.4548,9.4922,0.1079,97.46,107.75,3.8671,3.7389,4.2581,3.6605,5.3047,0.3151,2.8359,2.4216,3.7257,-62.0625,679.0,457.5,671.0,450.0,水层
1072.5056,9.5156,0.09,102.1415,111.0,3.8429,3.604,4.0484,3.4709,5.5469,0.313,2.7754,2.4026,3.3901,-61.875,669.5,464.0,661.0,460.0,水层
1072.5564,9.4375,0.0676,104.9989,114.6875,3.8279,3.5739,3.9154,3.3598,5.7656,0.3092,2.8242,2.4049,3.0174,-61.5625,654.0,474.0,645.0,469.5,水层
1076.0108,9.3359,0.0219,102.4207,107.9375,3.5864,3.4937,3.9643,3.4301,3.4844,0.3544,2.9922,2.3025,3.0891,-61.8125,677.5,468.75,671.5,466.0,水层
1076.0616,9.3438,0.0178,101.4089,105.125,3.6383,3.5358,4.0854,3.5208,3.4143,0.3428,2.9628,2.2746,3.2034,-62.0,685.994,468.7526,678.494,464.7516,水层
1076.1124,9.3125,0.0258,100.2903,102.625,3.7256,3.5727,4.188,3.6,3.4258,0.3467,2.7949,2.2592,3.4075,-61.9375,678.5,472.0,671.0,466.75,水层
1076.1632,9.2578,0.0466,99.6609,106.25,3.9298,3.6333,4.2449,3.6462,3.5293,0.3342,2.9062,2.3067,3.4527,-61.8438,673.5,479.5,667.0,474.75,水层
1076.214,9.3125,0.0468,100.7902,111.1875,4.1185,3.8123,4.2732,3.7041,3.6348,0.348,3.0273,2.336,3.4289,-61.6875,676.0,477.0,666.5,473.5,水层
1076.2648,9.4219,0.0444,101.8105,110.8125,4.3567,4.0825,4.55,3.8746,3.5977,0.354,3.0566,2.3678,3.4869,-61.1875,684.0,466.75,676.5,462.0,水层
1076.3156,9.4453,0.0309,101.8037,107.625,4.6415,4.4063,4.8482,4.1255,3.6406,0.3511,3.1445,2.3616,3.8355,-61.0,685.0,470.25,677.5,464.0,水层
1076.3664,9.3906,0.0106,101.2609,106.75,4.9003,4.6166,5.1351,4.3278,3.8965,0.3524,3.1777,2.3533,4.2405,-61.125,679.0,484.0,670.0,476.75,水层
1076.4172,9.4219,0.0027,100.8688,106.6875,5.1149,4.7827,5.3367,4.4689,4.4011,0.3462,3.4473,2.3644,4.4886,-61.625,679.5,489.0,672.0,482.75,水层
1076.468,9.4141,0.0053,101.9178,100.8125,5.3537,4.9753,5.4965,4.59,4.4648,0.3546,3.7188,2.3709,4.5191,-61.125,687.5,484.25,676.0,479.5,水层
1076.5188,9.4062,-5.0E-4,102.8041,102.1875,5.4789,5.1994,5.3343,4.5133,4.5195,0.3502,3.9395,2.3709,4.3738,-60.875,689.5,479.0,681.0,473.5,水层
1076.5696,9.4062,0.0055,101.8847,103.6875,5.4439,5.223,5.4531,4.6181,4.7031,0.3466,3.541,2.3802,4.5397,-60.8125,688.0,478.25,679.5,472.75,水层
1076.6204,9.3203,0.0041,100.2913,106.9375,5.2565,5.115,5.5495,4.6305,5.3164,0.3189,3.1484,2.3935,4.649,-61.1875,676.0,483.0,668.5,478.75,水层
1076.6712,9.5078,0.003,100.4428,102.1875,4.998,4.8295,5.2957,4.5148,5.375,0.3059,2.8477,2.4066,4.7713,-61.125,674.5,483.0,669.5,480.75,水层
1076.722,9.4453,-1.0E-4,101.6356,101.8125,4.6365,4.4863,5.2532,4.443,4.6268,0.2912,2.9864,2.4051,4.4319,-60.8125,683.9952,475.998,675.0016,473.4962,水层
1076.7728,9.3984,-0.0029,101.5674,100.25,4.2731,4.1498,4.9074,4.1374,4.0625,0.305,3.0723,2.4008,4.1379,-60.8125,678.0,473.5,677.0,468.75,水层
1076.8236,9.375,-0.0032,101.6832,103.6875,3.9482,3.7871,4.5896,3.8478,3.8887,0.3028,2.875,2.387,3.9468,-60.8125,671.5,474.75,664.5,473.0,水层
1076.8744,9.4766,0.0057,101.2454,100.625,3.6449,3.4712,4.2063,3.5697,4.125,0.3197,2.7402,2.3771,3.5094,-60.8125,671.5,482.25,664.0,478.0,水层
1076.9252,9.5312,0.0262,99.7614,97.5625,3.3542,3.2541,3.7975,3.2464,4.25,0.3256,2.6133,2.3511,2.9681,-61.0,669.5,470.75,662.0,467.0,水层
1076.976,9.5156,0.0423,99.1891,93.75,3.1491,3.052,3.4985,2.9482,4.2227,0.3565,2.6211,2.3182,2.6118,-60.9375,672.5,462.0,663.5,460.75,水层
1077.0268,9.6484,0.0653,99.0113,94.0,2.9754,2.878,3.2912,2.7715,4.0742,0.3458,2.5957,2.3156,2.4695,-60.8125,669.5,458.25,662.5,453.0,水层
1077.0776,9.5078,0.0847,98.7383,100.125,2.8872,2.7646,3.238,2.704,4.0196,0.3318,2.6133,2.3465,2.3916,-60.5,657.5,459.0,654.0,453.0,水层
1077.1284,9.4922,0.0873,98.216,103.125,2.8845,2.7341,3.1804,2.6545,4.0078,0.3224,2.6074,2.3769,2.3328,-61.0,653.0,459.5,648.0,456.0,水层
1077.1792,9.4375,0.0601,99.3265,106.1875,2.9403,2.7843,3.1395,2.6308,4.0352,0.315,2.6543,2.3675,2.313,-61.5625,656.0,452.25,646.5,449.0,水层
1077.23,9.6562,0.0577,98.7029,101.875,3.0566,2.9235,3.1862,2.7096,4.2695,0.3142,2.584,2.3806,2.3466,-61.6562,649.0,452.75,644.0,446.25,水层
1077.2808,9.4062,0.0328,97.3136,98.4375,3.2384,3.1616,3.5877,3.0413,4.1836,0.2953,2.6035,2.357,2.5387,-61.5,638.5,451.5,630.0,449.0,水层
1077.3316,9.4453,0.0147,95.8967,95.875,3.4691,3.4818,3.9442,3.4344,4.1445,0.2975,2.7305,2.3318,2.9317,-61.125,630.5,444.75,623.5,441.0,水层
1077.3824,9.3594,0.0502,94.859,95.375,3.7187,3.8211,4.5805,4.0671,3.9848,0.2747,2.6855,2.344,3.6159,-61.0625,625.0024,435.9932,619.5004,430.7446,水层
1077.4332,9.3438,0.0746,93.1769,90.6875,3.98,4.1936,5.446,4.6474,4.4102,0.2783,2.6504,2.3359,4.2586,-60.8125,628.0,427.5,620.0,424.0,水层
1077.484,9.2812,0.0651,91.3138,84.5625,4.2494,4.5061,6.0134,4.9977,4.8555,0.2656,2.5508,2.3342,5.1535,-60.8125,626.0,422.75,620.0,418.25,水层
1077.5348,9.1953,0.0767,89.488,77.4375,4.4696,4.5139,6.0285,4.9421,5.4062,0.2559,2.959,2.3679,5.6179,-61.4375,618.5,432.0,614.0,422.75,水层
1077.5856,9.3594,0.1058,89.8699,79.8125,4.5822,4.4557,5.4379,4.553,5.6719,0.2235,3.2461,2.4288,5.2346,-61.5,615.5,436.75,609.0,432.0,水层
1077.6364,9.5938,0.0803,92.0557,84.75,4.6908,4.3895,4.7145,4.1138,5.9375,0.2261,3.3691,2.3908,4.0759,-61.1875,624.0,426.75,613.5,423.0,水层
1077.6872,9.4062,0.0639,93.5775,95.125,4.6592,4.4252,4.4435,3.8878,6.0703,0.2436,3.0527,2.3322,3.598,-60.9375,637.5,422.0,629.0,418.0,水层
1077.738,9.3047,0.0751,94.5159,99.75,4.4271,4.3654,4.486,3.8518,5.9963,0.2636,2.9238,2.3166,3.7514,-61.25,631.0,434.75,621.5,424.25,水层
1077.7888,9.2109,0.1007,95.6556,102.875,4.2461,4.1349,4.6207,3.8636,5.8086,0.2725,2.6895,2.3314,4.0842,-61.6875,631.0,445.0,620.0,441.5,水层
1090.0316,8.3281,0.0329,95.595,83.4375,5.6009,5.6238,6.4878,5.43,3.9199,0.2968,2.3613,2.3406,5.1847,-66.375,618.0,438.0,608.0,432.75,水层
1090.0824,8.2812,0.014,97.2312,81.5625,5.5978,5.8121,6.6941,5.6453,3.9551,0.2957,2.4082,2.3384,5.9062,-68.0625,630.5,442.0,619.0,435.0,水层
1090.1332,8.2812,0.0038,98.6127,80.75,5.7013,5.9076,7.1876,6.1057,3.7402,0.2962,2.3398,2.3247,6.3111,-69.625,640.5,444.75,632.5,436.0,水层
1090.184,8.2812,-0.0072,100.0065,84.9375,5.7728,6.1769,7.768,6.6026,3.666,0.2909,2.3887,2.2913,6.3852,-70.375,644.0,449.5,635.5,439.5,水层
1090.2348,8.2812,-0.0088,100.7106,82.875,5.6929,6.1769,8.5837,7.08,3.8613,0.2994,2.4551,2.2867,7.1224,-70.625,660.5,451.5,651.0,446.75,水层
1090.2856,8.2813,-0.0143,99.4984,82.0607,5.4684,6.0581,9.8766,7.9737,4.136,0.3076,2.4746,2.2752,8.4742,-70.749,662.5012,452.2584,652.0044,446.0088,水层
1090.3364,8.3516,-0.0124,99.6728,79.8125,5.2164,5.433,8.2696,6.7586,4.3633,0.2957,2.498,2.2579,8.9961,-69.5625,664.0,462.75,657.5,457.0,水层
1090.3872,8.4844,-0.0127,100.1226,85.75,5.0269,4.8023,6.0937,5.1768,4.3086,0.2698,2.6389,2.2456,6.8429,-66.8125,665.9872,462.2506,658.99,456.7522,水层
1090.438,8.6016,-0.0149,99.8737,93.5625,4.8956,4.4385,4.7709,4.0179,4.5586,0.2573,2.9141,2.2699,3.8753,-64.5625,650.0,463.0,646.5,459.5,水层
1090.4888,8.6797,-0.0076,101.7563,95.3125,4.7985,4.3914,3.7487,3.3498,5.1641,0.2735,2.9375,2.3112,3.0843,-62.75,644.0,461.5,639.0,459.5,水层
1090.5396,8.7422,0.0016,100.0137,95.625,4.7497,4.4595,4.0149,3.4641,5.9648,0.3266,3.002,2.3407,3.0544,-61.6875,639.0,444.25,635.0,445.5,水层
1090.5904,8.7891,0.0045,96.2347,95.375,4.5633,4.6083,4.7483,4.0,6.4375,0.3349,2.9434,2.3402,3.5658,-61.5,629.0,455.0,631.0,446.75,水层
1090.6412,8.7891,0.0292,93.5028,95.4375,4.5634,4.6351,4.9996,4.3414,5.6932,0.3283,2.8203,2.3605,4.3295,-62.125,629.5,448.75,629.5,450.0,水层
