Depth,CAL,CALI,DRHO,DT,GR,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
1534.59375,8.5418,8.0979,0.0106,75.9439,83.5037,5.4851,6.5694,11.1359,10.5564,0.738,15.7314,69.0535,0.1701,4.2203,2.3917,13.6474,-40.9914,513.3212,359.4765,520.1323,367.8894,水层
1534.625,8.52,8.1427,0.0106,75.6628,83.8307,5.6669,6.6199,11.0092,10.4562,0.7404,15.0846,69.0773,0.1699,4.2204,2.3839,13.7524,-41.0349,514.5263,360.2798,521.3374,367.8922,水层
1534.65625,8.5026,8.2074,0.013,75.4419,83.9615,5.8324,6.6453,10.8424,10.3175,0.7404,14.4644,69.0773,0.1704,4.2245,2.3739,13.465,-41.1221,518.5374,360.6845,523.3436,367.0957,水层
1534.6875,8.4764,8.2768,0.0162,75.3816,83.8309,6.0027,6.6965,10.6986,10.2001,0.7394,14.0294,69.0666,0.1721,4.2246,2.3657,12.8341,-41.1656,519.7413,361.4888,526.1512,366.2968,水层
1534.71875,8.4677,8.3542,0.0184,75.4418,83.6348,6.1543,6.774,10.6173,10.1033,0.7423,13.9229,69.0918,0.1725,4.2247,2.3603,12.6628,-41.2963,522.5493,361.892,527.7566,366.2998,水层
1534.75,8.459,8.4013,0.0222,75.6226,83.5041,6.2976,6.8392,10.5568,10.0456,0.7494,14.2184,69.0918,0.1737,4.2288,2.3554,12.2093,-41.427,524.1543,362.6971,528.9614,366.3023,水层
1534.78125,8.4503,8.4255,0.0239,75.7832,82.3273,6.5817,6.9717,10.4966,10.0074,0.7488,13.7909,69.0825,0.1752,4.253,2.3657,11.9541,-41.5141,526.5611,363.1,529.766,366.706,水层
1534.8125,8.4285,8.4353,0.0275,75.9037,81.4773,6.7091,7.2028,10.4967,9.9694,0.7478,12.5117,69.0675,0.1766,4.2731,2.3709,11.5703,-41.5576,527.7657,363.5045,530.9708,367.911,水层
1534.84375,8.4285,8.465,0.0275,76.1045,80.4966,6.905,7.4416,10.5571,10.2983,0.7508,11.2864,69.0626,0.1773,4.3173,2.3771,11.1774,-41.5575,528.5697,363.507,532.5774,369.5166,水层
1534.875,8.4242,8.4979,0.0309,76.245,79.2544,6.9849,7.8222,10.5571,10.3971,0.7543,10.2395,69.0166,0.1789,4.3576,2.3832,10.8393,-41.5139,529.3757,363.5106,532.9805,371.5248,水层
1534.90625,8.4111,8.5181,0.0319,76.5864,78.0776,7.3281,7.9584,10.9262,10.5976,0.7573,9.0968,69.0017,0.18,4.3737,2.39,10.6128,-41.4702,529.7788,364.3151,533.7845,372.3276,水层
1534.9375,8.4024,8.5359,0.0341,76.8474,77.3584,7.4129,8.097,11.1369,10.864,0.7563,8.3162,68.9967,0.1813,4.3979,2.3956,10.3314,-41.383,530.5841,364.7183,534.1893,373.5321,水层
1534.96875,8.3937,8.5521,0.0357,77.0683,76.247,7.5565,8.511,11.395,10.9682,0.7557,7.3459,68.9874,0.1896,4.414,2.4014,10.135,-41.2957,530.5858,365.1227,534.9928,375.1387,水层
1535.0,8.3893,8.5651,0.0373,76.8356,75.0701,7.7324,8.511,11.6369,11.0946,0.7628,6.7156,68.9329,0.1959,4.4221,2.4059,9.9805,-40.9905,530.9892,365.5255,535.397,376.3431,水层
1535.03125,8.3762,8.575,0.0383,77.4397,74.1549,7.8219,8.6261,11.8161,11.2011,0.7657,6.1629,68.9329,0.2018,4.4343,2.4067,9.8472,-40.6418,531.3926,366.33,536.2004,377.1472,水层
1535.0625,8.3632,8.5753,0.0387,77.8424,73.3703,8.004,8.9978,12.2526,11.5929,0.7692,5.6126,68.9237,0.2072,4.4384,2.4002,9.7158,-40.2494,532.5981,366.3331,537.0051,379.1544,水层
1535.09375,8.3632,8.5668,0.0371,78.225,72.6512,8.1278,8.9978,12.3466,11.5929,0.7683,6.5262,68.9101,0.2098,4.4505,2.3926,9.697,-39.9007,533.8033,365.5366,537.0074,379.5579,水层
1535.125,8.3632,8.5584,0.0357,78.527,71.7359,8.2693,9.102,12.657,11.7489,0.7677,7.1524,68.946,0.2127,4.4506,2.3852,9.8281,-39.2904,535.41,365.5384,538.2125,380.7631,水层
1535.15625,8.3588,8.5564,0.0333,78.9096,71.2783,8.4132,9.2604,12.7297,11.907,0.7707,11.907,68.8958,0.2157,4.4627,2.3762,10.1344,-38.8108,535.8127,365.1415,539.017,381.5671,水层
1535.1875,8.3501,8.5606,0.0313,79.2318,70.69,8.4132,9.4216,12.8029,12.0213,0.7696,13.8981,68.926,0.2174,4.4949,2.3692,10.4904,-38.2441,536.6165,365.1469,539.821,382.3709,水层
1535.21875,8.3458,8.5809,0.0285,79.5942,70.8862,8.5269,9.476,13.3267,12.2531,0.7691,15.2028,68.9562,0.2187,4.5512,2.3595,10.8798,-37.8518,537.02,365.1469,541.4268,382.7748,水层
1535.25,8.3414,8.6042,0.0275,79.9567,71.5401,8.576,9.6224,13.4289,12.418,0.7681,16.8537,68.9512,0.2173,4.6276,2.3409,11.3054,-37.5031,537.4241,365.1499,543.0323,382.7787,水层
1535.28125,8.3371,8.6418,0.0251,80.3795,71.9325,8.6255,9.6594,13.7403,12.5852,0.767,17.9498,68.9807,0.215,4.6798,2.3318,11.7475,-36.6748,537.827,365.1545,545.4391,382.381,水层
1535.3125,8.3327,8.6787,0.0235,80.903,72.2595,8.6586,9.7337,13.8986,12.7302,0.7665,18.0529,68.9707,0.2145,4.728,2.3202,12.1136,-36.6748,537.83,365.1566,546.6442,381.9832,水层
1535.34375,8.3284,8.7147,0.0229,81.3862,72.2596,8.7085,9.8086,14.1126,12.9016,0.7656,18.1915,68.9572,0.212,4.8044,2.3108,12.3957,-36.2389,537.0319,365.5607,547.4482,381.9872,水层
1535.375,8.3371,8.9955,0.0213,81.6077,72.1944,8.7251,9.8651,14.3299,13.1755,0.7647,18.0188,68.9572,0.2113,4.8687,2.3,12.6842,-35.803,537.0361,365.5627,548.6533,381.5897,水层
1535.40625,8.3458,9.1507,0.0205,81.7487,72.1944,8.826,9.903,14.6901,13.2766,0.7677,17.6783,68.9472,0.2103,4.9049,2.2929,12.9795,-35.367,536.6389,365.9675,548.6565,381.593,水层
1535.4375,8.3458,9.3432,0.0199,81.8495,71.9983,8.8769,9.9409,14.8311,13.3529,0.7667,17.4438,68.9386,0.2086,4.9411,2.2901,13.0794,-35.1926,536.6402,366.3704,548.6605,381.9964,水层
1535.46875,8.3459,9.4889,0.0195,81.8899,71.8677,8.9452,9.96,15.0883,13.5585,0.7662,17.0815,68.9286,0.2079,4.9974,2.2867,13.1548,-34.9747,536.6456,367.1749,548.6632,382.3993,水层
1535.5,8.3502,9.5774,0.0205,81.8699,71.737,9.014,9.9789,15.3499,13.7936,0.7651,16.663,68.9194,0.2071,4.9574,2.2841,13.2305,-34.6695,536.6469,368.3814,548.6659,383.2043,水层
1535.53125,8.3546,9.6206,0.0234,81.6486,71.6717,9.014,10.0557,15.616,14.0596,0.7641,16.3169,68.9453,0.2068,4.9294,2.2823,13.2558,-34.2771,537.0507,368.7841,549.069,384.0082,水层
1535.5625,8.3633,9.6154,0.0254,81.4273,71.541,9.1357,10.1137,15.796,14.1675,0.7636,16.0085,68.941,0.2063,4.8973,2.2835,13.3322,-34.19,537.8547,369.5889,549.0737,384.4126,水层
1535.59375,8.3633,9.5037,0.028,81.1457,71.2796,9.1357,10.1915,16.1314,14.4131,0.7665,15.7059,68.936,0.2061,4.8733,2.2855,13.3577,-33.7976,538.2583,370.3922,549.0757,385.2164,水层
1535.625,8.3633,9.3062,0.0292,80.9646,71.2142,9.1708,10.27,16.3798,14.5237,0.7655,15.468,68.921,0.2057,4.8694,2.29,13.4089,-33.5797,539.8648,371.5979,549.4797,385.6206,水层
1535.65625,8.3677,9.1071,0.0312,80.6427,71.0182,9.2236,10.509,16.6957,14.6631,0.765,15.3505,68.9167,0.2054,4.8695,2.297,13.4603,-33.4053,539.8666,372.4017,549.0816,386.0235,水层
1535.6875,8.3764,8.9589,0.0328,80.4617,70.7568,9.2946,10.5899,16.6957,14.9459,0.764,15.38,68.9469,0.2053,4.8656,2.302,13.5899,-33.2745,541.0726,373.2065,549.4857,387.2297,水层
1535.71875,8.3764,8.8424,0.0338,80.2404,70.7568,9.3661,10.7949,16.9852,15.1181,0.7629,15.5276,68.9771,0.205,4.8657,2.308,13.853,-33.2308,541.476,373.61,549.4882,387.6321,水层
1535.75,8.3764,8.8229,0.0352,79.9788,70.6262,9.4201,10.9617,17.2467,15.4097,0.7624,15.6767,68.9721,0.2015,4.8698,2.311,14.1483,-33.1,541.8796,374.415,549.892,388.4366,水层
1535.78125,8.3765,8.8129,0.0366,79.6771,70.4955,9.4562,10.9617,17.4456,15.4983,0.7614,15.8272,69.0016,0.2015,4.9822,2.3155,14.8717,-33.0564,543.0859,374.4173,550.2951,388.0388,水层
1535.8125,8.3808,8.8339,0.0372,79.5363,70.4302,9.4925,11.1098,17.5795,15.8273,0.7605,15.9182,68.9923,0.2007,5.0907,2.3187,15.3941,-32.9692,543.488,374.4208,550.6992,387.2406,水层
1535.84375,8.3852,8.8493,0.0383,79.3553,70.4957,9.5471,11.2599,17.6806,16.0098,0.7601,16.1325,68.9824,0.1992,5.2112,2.3211,15.6621,-32.8819,544.2923,374.825,551.5039,387.2456,水层
1535.875,8.3852,9.1141,0.0391,79.2548,70.6265,9.5471,11.3465,17.7145,15.9185,0.7591,16.2563,69.0176,0.1981,5.2835,2.3243,16.5262,-32.8383,545.4972,374.8273,551.907,386.8463,水层
1535.90625,8.3896,9.5545,0.0395,79.0939,70.8881,9.5654,11.3682,17.6809,15.5285,0.7617,16.7287,69.0069,0.1976,5.404,2.3255,16.6534,-32.7947,546.7023,375.2315,553.1124,386.4512,水层
1535.9375,8.3896,9.8018,0.0393,79.0336,71.0843,9.5469,11.3899,17.3137,15.4105,0.7613,18.0563,69.0378,0.1964,5.4924,2.3273,17.2384,-32.7946,548.7096,375.6357,553.5157,386.4527,水层
1535.96875,8.3939,9.9459,0.0387,78.9733,71.6729,9.5103,11.3898,17.084,14.9756,0.7603,22.7919,69.0292,0.1955,5.5406,2.3287,17.6058,-32.7945,549.1118,376.0386,554.7211,386.8561,水层
1536.0,8.3939,9.7841,0.0383,78.9332,72.3268,9.4737,11.346,16.4756,14.6366,0.7594,24.3206,69.0615,0.1947,5.609,2.3299,17.9121,-32.7945,551.9206,376.443,556.327,387.2611,水层
1536.03125,8.394,9.2348,0.0377,78.9736,72.9807,9.4374,11.3025,15.7379,14.3052,0.7589,25.8036,69.053,0.1937,5.6813,2.3303,18.1193,-32.7508,552.3228,376.8459,557.1302,387.2628,水层
1536.0625,8.4027,8.9674,0.0369,79.0341,73.7,9.4373,11.1089,14.8337,13.8221,0.758,26.655,69.0416,0.1929,5.7175,2.33,18.2587,-32.7508,553.1277,377.6515,558.3351,387.6663,水层
1536.09375,8.4027,8.7279,0.0359,79.1349,74.6154,9.3651,10.9186,14.3054,13.1278,0.7566,27.3773,69.0344,0.1923,5.7336,2.3296,18.3992,-32.7072,553.9312,378.0544,560.3415,388.4706,水层
1536.125,8.4071,8.7576,0.0347,79.4168,75.5308,9.3113,10.7936,13.691,12.8306,0.7521,27.7989,69.0266,0.1935,5.7619,2.3288,18.4696,-32.6199,554.3348,378.4591,561.1455,389.2759,水层
1536.15625,8.4071,8.7531,0.0329,79.7994,76.3155,9.2223,10.5074,12.7818,12.2561,0.7513,26.7069,69.018,0.1955,5.77,2.3286,18.3634,-32.6199,554.7383,378.8623,562.3503,389.6793,水层
1536.1875,8.4071,8.6304,0.0311,80.0612,77.1655,9.0817,10.3871,12.0704,11.574,0.7503,24.8857,69.0102,0.1969,5.7741,2.328,18.2578,-32.6634,555.9435,379.6666,564.3577,390.0827,水层
1536.21875,8.4114,8.5361,0.0301,80.4035,78.4078,9.0817,10.1311,11.3987,11.098,0.7494,22.3627,68.9973,0.1993,5.7621,2.3278,18.118,-32.5762,557.5507,379.6696,565.1611,391.2874,水层
1536.25,8.4114,8.4729,0.0291,80.625,79.3233,8.9776,9.9959,11.1193,10.5607,0.7439,19.3797,68.9923,0.2007,5.718,2.3274,17.9448,-32.4454,557.5519,380.4737,566.7664,392.0927,水层
1536.28125,8.4158,8.4597,0.0261,80.927,79.781,8.9261,9.7496,10.8676,10.1846,0.7439,18.1273,68.983,0.2026,5.6579,2.327,17.6036,-32.3582,558.7582,381.2787,568.3718,392.8965,水层
1536.3125,8.4158,8.4688,0.0255,81.1485,80.7618,8.8238,9.6194,10.6418,9.5628,0.7428,17.5821,68.9738,0.2036,5.5738,2.3264,16.6189,-32.2274,559.1606,382.0825,569.5769,393.7003,水层
1536.34375,8.4246,8.5279,0.0241,81.511,81.2195,8.7563,9.3824,10.3415,9.2929,0.7423,16.5087,69.004,0.205,5.5217,2.3262,15.5395,-32.1402,559.9648,383.2887,570.782,394.9057,水层
1536.375,8.4289,8.6442,0.0233,81.813,81.8734,8.6063,9.1863,10.1654,8.9962,0.7413,15.6496,69.0384,0.2065,5.4214,2.326,14.1995,-31.9658,561.1697,384.0922,571.1861,395.7097,水层
1548.0,8.7501,9.0061,0.0161,75.6635,69.3536,8.6446,8.6944,28.1276,27.5424,0.7155,79.107,70.111,0.1446,6.0769,2.527,13.6611,-33.2541,533.8539,363.2153,539.4615,376.4338,干层
1548.03125,8.7501,8.815,0.0143,74.4566,68.6348,8.7612,9.0511,29.1124,28.8908,0.7143,60.4194,70.139,0.1366,5.8643,2.5602,14.276,-33.1669,535.0583,363.2183,540.6666,376.4363,干层
1548.0625,8.7501,8.6486,0.0121,73.3301,67.916,8.9305,9.4404,30.2472,29.9023,0.7128,38.1178,70.1325,0.1305,5.6155,2.5602,15.4417,-33.1234,536.2634,364.0225,541.8718,375.6382,干层
1548.09375,8.7501,8.5365,0.0107,72.2439,67.0012,9.173,9.8842,31.6674,31.0086,0.7128,23.0136,70.1261,0.127,5.4711,2.5616,16.3232,-32.9927,537.8691,364.8264,542.6752,374.8406,干层
1548.125,8.7501,8.5376,0.0083,71.1377,66.6091,9.4583,10.1332,34.2494,32.6513,0.7118,20.8763,70.1197,0.1256,5.3669,2.5616,17.5885,-32.9055,538.272,366.0309,543.8803,374.8445,干层
1548.15625,8.7458,8.5492,0.0069,70.3532,65.3023,9.7338,10.5489,35.9948,33.8591,0.7144,19.1926,70.1061,0.1233,5.3148,2.5606,18.486,-32.6877,540.2784,368.438,545.486,374.8465,干层
1548.1875,8.7458,8.5455,0.0049,69.6292,65.3023,9.9982,10.8978,37.9017,35.858,0.7139,18.0196,70.1391,0.1215,5.1624,2.5592,19.0974,-32.5135,542.2845,370.4434,547.4918,375.2498,干层
1548.21875,8.7458,8.5107,0.0039,69.2471,64.5181,10.3091,11.4539,39.9858,37.8297,0.7135,16.4087,70.1327,0.1201,5.0982,2.5568,19.7668,-32.2521,543.8892,373.6524,549.0963,376.0545,干层
1548.25,8.7458,8.4688,0.0021,68.7644,63.3419,10.6297,11.7875,43.3288,41.386,0.7161,20.0175,70.1535,0.1183,4.9217,2.5548,21.2176,-32.2521,546.6959,375.657,551.5026,377.6605,干层
1548.28125,8.7415,8.4404,7.0E-4,68.2214,62.9499,11.0022,12.2475,46.0624,43.9129,0.7157,22.6225,70.1535,0.1162,4.8295,2.5506,23.038,-32.1214,551.9071,379.6674,554.3099,378.8643,干层
1548.3125,8.7415,8.4392,-3.0E-4,67.7588,62.6231,11.2148,12.9218,48.7816,46.6834,0.7188,35.7914,70.1808,0.1151,4.653,2.549,25.3521,-32.0778,555.5148,380.8703,557.9177,380.8706,干层
1548.34375,8.7371,8.4396,-0.0017,67.3767,61.3816,11.5857,13.4004,50.9745,49.5338,0.7178,69.2107,70.2152,0.1131,4.5327,2.5464,27.422,-31.9036,560.3242,385.2811,563.5292,383.6776,干层
1548.375,8.7328,8.4526,-0.0019,67.0953,60.5974,11.8322,14.0842,53.1646,52.158,0.717,89.5873,70.2016,0.112,4.4324,2.5436,29.5476,-31.7729,564.7336,387.6867,567.1367,386.8851,干层
1548.40625,8.7328,8.6731,-0.0019,66.8339,59.6826,12.2236,15.1759,54.6071,53.5731,0.7196,103.3982,70.2016,0.1097,4.3,2.5418,32.8281,-31.7293,570.7454,390.0923,572.3469,390.8944,干层
1548.4375,8.7328,8.8793,-0.0017,66.5926,58.8984,12.6037,16.1038,56.0888,55.5553,0.7192,113.1193,70.2289,0.1068,4.2038,2.5398,35.7129,-31.6422,575.1541,393.7006,576.756,393.7009,干层
1548.46875,8.7328,9.0184,-0.0017,66.3715,57.6568,13.1206,17.0882,56.9538,56.8451,0.7224,119.1123,70.2225,0.1042,4.1236,2.5378,39.906,-31.5986,581.5667,399.3132,581.1653,397.7097,干层
1548.5,8.7328,9.1552,-0.0015,66.1504,56.8073,13.7111,17.9602,57.7219,57.3917,0.7215,125.4229,70.2153,0.1014,4.0435,2.5362,41.7021,-31.4679,585.5747,400.9167,585.9747,401.3173,干层
1548.53125,8.7285,9.2616,-0.0011,66.0499,55.6965,14.3831,18.7326,57.9436,56.738,0.7248,126.1467,70.2426,0.0988,3.9994,2.5338,44.336,-31.3808,590.7849,406.5296,592.3871,405.3262,干层
1548.5625,8.7285,9.3457,-0.0011,65.9092,55.8273,14.802,19.6884,57.0651,55.1352,0.7237,113.126,70.2362,0.0971,3.9433,2.5326,46.5982,-31.3372,596.7964,408.9352,597.1968,409.3348,干层
1548.59375,8.7285,9.4274,-0.0011,65.8289,56.2848,15.4681,20.4959,55.559,54.1953,0.7232,92.9104,70.229,0.0949,3.9112,2.5304,48.6951,-31.2936,600.8049,413.3451,600.4044,414.5453,干层
1548.625,8.7241,9.5331,-0.0011,65.6882,56.8731,15.8578,21.3772,52.7652,52.6642,0.722,83.1613,70.2484,0.0934,3.8592,2.5282,53.4832,-31.2064,601.209,414.9489,605.2138,418.1533,干层
1548.65625,8.7241,9.5079,-0.001,65.5476,57.6575,16.2884,21.9998,51.2742,50.981,0.7212,70.6911,70.2484,0.0919,3.8111,2.5274,56.5359,-31.1193,602.0128,418.5566,605.6176,420.9603,干层
1548.6875,8.7198,9.3535,-0.001,65.4672,58.4418,16.6031,22.5971,48.6028,49.1633,0.7203,64.8655,70.2814,0.0904,3.7871,2.5256,60.6848,-31.0322,603.6179,422.5655,606.4214,424.1685,干层
1548.71875,8.7198,9.266,-0.0012,65.407,59.2261,16.9563,23.1218,46.6908,46.5128,0.7231,61.2514,70.2743,0.0895,3.7751,2.5238,63.1732,-30.9015,607.2266,423.7702,609.6295,426.9749,干层
1548.75,8.7198,9.3015,-0.0016,65.3267,60.6639,17.3169,23.2993,44.2582,43.6699,0.7226,65.8668,70.2535,0.0886,3.7592,2.5222,64.6401,-30.8579,609.2321,422.5718,611.6352,429.7816,干层
1548.78125,8.7198,9.664,-0.0016,65.3671,62.0364,17.6514,23.5681,41.9521,41.553,0.7217,74.1554,70.2535,0.0879,3.7352,2.5206,66.0143,-30.8578,611.6381,422.1743,614.0413,434.1907,干层
1548.8125,8.7155,9.9683,-0.0016,65.4075,63.3436,17.8893,23.749,39.6145,37.8382,0.7248,79.5913,70.2457,0.0875,3.7032,2.5194,67.2886,-30.8142,613.6434,422.5789,616.8478,436.9986,干层
1548.84375,8.7155,10.2319,-0.0016,65.5082,65.435,17.9921,23.7942,35.7298,35.0533,0.7244,84.937,70.2385,0.0874,3.6591,2.518,67.5459,-30.8142,616.0501,422.5811,619.6547,437.4027,干层
1548.875,8.7111,10.3344,-0.0016,65.6089,66.0232,18.165,23.8851,32.2876,32.1644,0.7274,89.4371,70.2651,0.0876,3.6271,2.5166,66.7732,-30.8142,619.258,424.1861,623.6636,437.4044,干层
1548.90625,8.7111,10.4033,-0.0016,65.8505,66.9382,18.2344,23.8847,29.7972,29.5137,0.7304,91.1644,70.2501,0.0884,3.571,2.516,64.3867,-30.8141,621.2637,426.5927,625.6691,437.808,干层
1548.9375,8.7111,10.3869,-0.0016,66.0519,68.4414,18.2691,23.7477,27.5512,26.875,0.7298,86.4149,70.2501,0.0893,3.535,2.515,62.803,-30.8141,622.8682,428.5985,628.4764,438.6139,干层
1548.96875,8.7111,10.341,-0.001,66.1324,70.9902,18.1642,23.4313,25.6702,24.3324,0.7327,83.6527,70.2429,0.0911,3.4788,2.5134,59.7523,-30.814,625.2751,430.6043,630.0815,439.0165,干层
1549.0,8.7068,10.1419,-8.0E-4,66.374,71.7745,18.0254,22.5507,23.42,22.5846,0.7355,77.7928,70.2279,0.0941,3.4267,2.5106,57.3967,-30.7704,625.2776,432.2095,631.2859,439.8203,干层
1549.03125,8.7068,9.8183,-4.0E-4,66.5552,73.8658,17.922,21.6204,21.6547,21.4898,0.7349,71.1094,70.2143,0.0967,3.3466,2.5088,55.6644,-30.6833,618.8716,434.2156,627.6841,441.4268,干层
1549.0625,8.7112,9.4724,-2.0E-4,66.8168,75.1729,17.6494,20.6493,19.4566,20.1377,0.7383,65.2491,70.2143,0.1008,3.3186,2.5058,52.8592,-30.6397,612.4657,435.0197,623.6815,441.8292,干层
1549.09375,8.7112,9.125,2.0E-4,67.1791,76.8722,16.9213,19.7217,18.3724,19.0519,0.7405,58.963,70.2065,0.1052,3.2705,2.4996,49.7175,-30.5526,607.2614,435.8239,618.4774,443.0338,干层
1549.125,8.7199,8.8788,4.0E-4,67.5614,78.0486,16.5369,18.8359,17.2494,18.2326,0.7405,51.4804,70.1986,0.1101,3.2345,2.497,46.14,-30.4655,601.6569,435.4266,610.0704,443.0369,干层
1549.15625,8.7243,8.6486,6.0E-4,67.9639,79.6824,15.9154,18.3025,15.9188,17.2495,0.7394,44.6049,70.218,0.1146,3.1824,2.4934,39.0604,-30.3348,597.6542,434.2279,608.0691,442.6393,干层
1549.1875,8.7243,8.5564,6.0E-4,68.5675,80.9242,15.4056,17.447,15.2925,16.5077,0.7389,38.7957,70.218,0.1196,3.1664,2.4875,36.2499,-30.3347,593.2516,430.6262,603.6655,441.0406,干层
1549.21875,8.7243,8.5128,8.0E-4,69.1711,82.1005,14.6855,16.316,14.194,15.828,0.7418,33.1042,70.1714,0.1217,3.1063,2.4853,33.4489,-30.2911,589.2498,422.2176,598.8621,437.4384,干层
1549.25,8.7286,8.6049,8.0E-4,69.9759,83.0809,14.4346,15.8845,13.5059,15.2054,0.7413,30.0294,70.1643,0.1258,3.0783,2.4789,32.2538,-30.2911,587.6492,415.0112,595.26,429.0303,干层
1549.28125,8.7243,8.9683,8.0E-4,70.7003,83.9305,13.3192,15.0553,12.6078,14.7757,0.7442,23.6019,70.1457,0.1307,3.0263,2.4745,29.2532,-30.2475,584.0477,411.4084,590.0558,421.4225,干层
1549.3125,8.7461,9.133,7.0E-4,71.5252,85.1722,13.0416,14.2694,11.8372,14.3856,0.7466,20.7251,70.1457,0.1328,3.0223,2.4705,24.4821,-30.2475,579.6445,404.2028,585.6528,409.811,干层
1549.34375,8.7461,9.3727,7.0E-4,72.4104,86.7408,12.4797,13.4471,11.4807,13.8462,0.7466,18.3037,70.173,0.1373,2.9983,2.4669,21.9512,-30.2909,575.2412,400.1998,580.4486,405.8073,干层
1549.375,8.7461,9.5971,1.0E-4,73.3962,87.8518,11.7605,12.8432,11.199,13.6361,0.7495,17.152,70.1673,0.1394,2.9783,2.4625,18.1961,-30.2909,570.838,394.1945,574.4437,395.797,干层
1549.40625,8.7505,9.8871,-1.0E-4,74.1407,89.747,11.5375,11.8508,10.9451,13.2254,0.749,16.0728,70.1544,0.1429,2.9623,2.4607,16.315,-30.3344,564.8335,386.9881,569.2397,387.7887,干层
1549.4375,8.7548,10.1627,-9.0E-4,74.7041,91.5769,10.6053,11.2538,10.7585,12.9751,0.7519,15.2062,70.1487,0.1467,2.9624,2.4577,14.3784,-30.4215,559.2292,381.7832,564.8367,379.7809,干层
1549.46875,8.7548,10.3816,-0.0015,74.9456,92.6879,10.2069,10.7073,10.4345,12.3697,0.7512,14.833,70.143,0.1507,2.9625,2.4549,13.6801,-30.465,554.8258,373.7762,559.6332,372.5743,干层
1549.5,8.7636,10.5288,-0.0023,75.4084,94.3217,9.6372,10.1484,10.1009,11.77,0.7541,14.2223,70.1308,0.1545,2.9626,2.4517,13.1159,-30.552,550.0222,368.5721,556.8315,367.77,干层
1549.53125,8.7766,10.6208,-0.0031,75.831,96.2169,9.1167,9.4363,9.9477,11.2854,0.7529,13.6889,70.1194,0.1578,2.9667,2.4523,12.5989,-30.639,545.6188,364.1688,553.2288,360.5638,干层
1549.5625,8.7854,10.6435,-0.0035,76.2334,98.3082,8.7407,9.0818,9.7221,10.6768,0.7522,13.1504,70.1136,0.1604,2.9789,2.4539,12.3836,-30.6825,538.8126,360.1666,546.8232,355.36,干层
1549.59375,8.7984,10.6231,-0.0043,76.6962,99.4192,8.4123,8.6905,9.4836,9.9669,0.7515,12.6572,70.1072,0.1614,2.991,2.4563,11.8728,-30.726,532.8069,358.5667,536.8136,352.1578,干层
1566.0,8.6764,7.9989,-0.0084,78.2331,107.3514,7.0391,6.8929,9.5752,10.0064,0.7302,11.2893,69.9652,0.19,3.2247,2.516,7.9996,-40.5649,521.6674,366.2551,522.869,366.2571,油水同层
1566.03125,8.6677,8.0893,-0.008,77.9921,105.0655,7.1337,7.0256,10.1221,10.3375,0.7296,11.5739,69.9594,0.1899,3.2088,2.5176,8.1226,-41.0002,524.0746,368.6614,525.676,367.4598,油水同层
1566.0625,8.6503,8.1758,-0.0072,77.8917,103.694,7.2297,7.1473,10.7618,10.7001,0.7243,12.0259,69.9509,0.1897,3.2009,2.5198,8.1692,-41.3049,526.4803,370.2664,528.0825,369.0648,油水同层
1566.09375,8.6285,8.2511,-0.0062,77.6908,101.8654,7.285,7.2435,11.4858,11.0967,0.7237,12.5916,69.9416,0.1895,3.193,2.5206,8.2475,-41.6096,528.0855,372.2725,530.8891,372.2725,油水同层
1566.125,8.6198,8.3144,-0.0062,77.4698,99.7102,7.3549,7.3971,12.0031,11.6187,0.719,12.9338,69.9309,0.1891,3.1891,2.5216,8.6011,-42.0014,530.4921,375.0801,532.8953,374.2782,油水同层
1566.15625,8.598,8.3746,-0.0056,77.088,98.5999,7.468,7.554,12.5196,12.1187,0.7129,13.4904,69.9237,0.1882,3.1933,2.5228,8.7001,-42.3061,532.498,376.284,534.5005,376.6846,油水同层
1566.1875,8.5676,8.4172,-0.0054,76.6259,95.5303,7.5539,7.7733,13.2347,12.3767,0.7129,13.9103,69.913,0.1872,3.1974,2.523,8.8508,-42.6108,534.1027,376.6876,536.1053,379.4927,油水同层
1566.21875,8.5545,8.4422,-0.0046,76.425,92.1995,7.5828,7.8628,13.9104,13.311,0.7081,14.3157,69.9044,0.1854,3.2015,2.5232,9.0905,-42.9155,535.3073,376.6906,538.1113,380.2963,油水同层
1566.25,8.5327,8.4402,-0.0042,75.9025,90.5015,7.6117,7.9534,14.5091,13.9105,0.7074,14.8179,69.8923,0.1843,3.2057,2.5231,9.6445,-43.0025,536.9129,376.6947,539.3157,381.1007,油水同层
1566.28125,8.5066,8.4079,-0.0038,75.601,88.8035,7.67,8.2627,14.9893,14.8181,0.7067,15.4261,69.888,0.1833,3.2098,2.5227,10.1546,-43.046,538.1172,376.6975,540.9221,381.5035,油水同层
1566.3125,8.4762,8.3803,-0.0032,75.1389,87.4973,7.7731,8.3579,15.3672,15.4854,0.7013,15.8453,69.8794,0.1818,3.2179,2.5221,10.7941,-43.0894,538.5205,376.7008,541.3243,381.9071,油水同层
1566.34375,8.4631,8.3527,-0.003,74.7772,86.0605,7.8028,8.5027,16.276,15.9673,0.7007,16.7824,69.8701,0.1818,3.2301,2.5205,11.6949,-43.0893,538.1234,376.7031,541.3278,381.9102,油水同层
