Depth,CAL,CALI,DRHO,DT,GR,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
1506.125,8.6019,8.2845,0.0326,82.7766,88.2883,7.4131,8.1835,7.4987,7.3565,0.7169,26.9625,67.8579,0.2092,4.8329,2.3644,12.9641,-31.3261,541.6223,376.8116,540.8223,381.612,水层
1506.15625,8.6019,8.2157,0.035,83.2383,89.9995,7.4131,8.1214,7.4129,7.2722,0.7164,27.8544,67.8524,0.2084,4.9895,2.356,12.6472,-31.2834,544.4231,378.0121,544.0231,382.0123,水层
1506.1875,8.5842,8.1715,0.0398,83.8205,91.6448,7.3988,7.9833,7.342,7.1751,0.7161,26.2475,67.8444,0.2076,5.2224,2.3428,12.385,-31.1975,546.0238,378.4123,545.6238,382.8127,水层
1506.21875,8.5578,8.148,0.0446,83.9209,92.9612,7.3704,7.7732,7.2719,7.1338,0.7154,20.7368,67.8417,0.2074,5.375,2.3335,12.1978,-31.198,545.6245,378.8128,545.2245,383.213,水层
1506.25,8.549,8.1475,0.0495,84.222,94.1457,7.3843,7.7732,7.23,7.0791,0.7152,17.0883,67.8361,0.207,5.5998,2.3277,11.9905,-31.112,545.2251,379.213,540.4248,382.8134,水层
1506.28125,8.5358,8.1431,0.0523,84.4629,95.1324,7.384,7.6848,7.5845,7.0655,0.7147,12.2675,67.8333,0.207,5.937,2.3197,11.6975,-31.0691,542.8256,378.8134,537.2252,382.8136,水层
1506.3125,8.5269,8.1386,0.0569,84.6837,95.8559,7.3977,7.5974,8.0947,7.5988,0.7141,10.4839,67.8281,0.2082,6.0173,2.3135,11.2822,-31.0704,538.8258,378.0135,532.0256,381.2138,水层
1506.34375,8.5049,8.1429,0.0599,84.8644,96.5128,7.3977,7.4968,8.3785,8.4268,0.7137,6.3586,67.8226,0.2101,6.1338,2.3083,10.6768,-31.1153,533.2261,376.0137,528.8258,377.6138,水层
1506.375,8.4917,8.1623,0.0631,85.1253,96.5126,7.4256,7.4115,8.7055,8.9765,0.7132,5.014,67.815,0.2129,6.2261,2.3047,10.1038,-31.2483,529.2263,373.2139,525.2261,374.814,水层
1506.40625,8.4872,8.2921,0.0679,85.2458,95.9847,7.4679,7.2167,9.1498,9.4709,0.7127,4.7157,67.8517,0.2164,6.3627,2.3015,9.6162,-31.6887,525.2267,371.614,522.4263,372.8141,水层
1506.4375,8.4696,8.5308,0.0711,85.3863,95.0615,7.5246,7.094,9.5252,9.9162,0.7125,4.4865,67.8493,0.2183,6.443,2.2989,9.3456,-32.0412,523.627,368.4141,519.2267,370.0142,水层
1506.46875,8.4563,8.7972,0.0722,85.4867,94.4682,7.5674,7.0133,9.9731,10.323,0.7119,4.3677,67.8414,0.222,6.4953,2.2967,8.8946,-32.4375,520.0273,365.6141,515.6271,367.6143,水层
1506.5,8.4475,9.0566,0.0665,85.5067,93.2819,7.5816,6.9865,10.7258,10.8499,0.7113,4.6348,67.8386,0.2239,6.4352,2.2947,8.5139,-32.8339,517.2277,360.8142,513.2274,363.6143,水层
1506.53125,8.443,9.2627,0.0611,85.5067,92.4909,7.6103,6.9202,11.1446,11.2734,0.7111,5.1201,67.8339,0.2276,6.3791,2.2943,7.9504,-33.1862,514.828,358.8142,512.4277,361.6144,水层
1506.5625,8.443,9.3583,0.0535,85.4465,90.9749,7.6244,6.8937,11.9628,11.6239,0.7105,5.7768,67.8287,0.2306,6.2909,2.2941,7.4102,-33.4511,512.4285,354.8141,510.8284,357.6144,水层
1506.59375,8.4429,9.2919,0.0479,85.3863,90.1839,7.6243,6.8674,12.3822,12.0545,0.7102,8.9063,67.8239,0.2333,6.1225,2.2947,7.0661,-33.584,511.2288,351.6142,510.4287,356.8145,水层
1506.625,8.4472,9.0769,0.0397,85.2457,88.9976,7.6386,6.854,12.9396,12.6455,0.7135,9.8957,67.8164,0.2359,5.9861,2.2953,6.7636,-33.7171,510.4293,350.0142,510.0292,353.2146,水层
1506.65625,8.4516,8.819,0.0333,85.1855,88.2064,7.6238,6.8409,13.3676,12.9393,0.709,10.7451,67.814,0.2383,5.8658,2.2959,6.5234,-33.8061,510.0299,346.0142,509.6298,351.6146,水层
1506.6875,8.4515,8.5714,0.029,85.0851,87.4152,7.6092,6.8407,14.023,13.6258,0.7086,11.5783,67.8084,0.2405,5.7335,2.2969,6.3278,-33.9388,509.6304,344.4142,508.8302,348.8146,水层
1506.71875,8.4558,8.4621,0.0246,84.8844,86.3603,7.5945,6.8797,14.5146,14.3762,0.7083,12.0764,67.8005,0.2426,5.577,2.2977,6.4246,-34.9501,509.2308,342.0143,508.8308,347.2147,水层
1506.75,8.469,8.4179,0.0218,84.5833,85.767,7.4938,7.2418,14.8802,14.9087,0.7113,12.3568,67.8005,0.2435,5.3524,2.2983,6.5228,-34.8196,507.6313,341.6144,506.8312,345.2148,水层
1506.78125,8.4777,8.423,0.0198,84.3022,85.0415,7.3524,7.5222,14.994,15.4017,0.7113,12.5233,67.7949,0.2426,5.212,2.2997,6.61,-34.733,506.8317,340.8146,505.2316,343.2148,水层
1506.8125,8.4908,8.4233,0.018,83.9208,84.7115,7.2827,7.6809,14.9364,14.7941,0.7109,12.7407,67.7862,0.2413,5.0998,2.3015,6.7111,-34.4275,505.6321,340.8148,504.032,342.415,水层
1506.84375,8.5214,8.4237,0.0168,83.5996,85.0399,7.0911,7.9934,14.5965,13.9942,0.7102,12.9868,67.783,0.2403,5.0156,2.3035,6.971,-34.2965,505.6327,342.0152,503.2325,342.0152,水层
1506.875,8.5302,8.424,0.0156,83.2382,87.212,7.0911,8.0543,14.0475,13.3906,0.7098,13.6497,67.7799,0.2386,4.9434,2.3086,7.4504,-33.9472,506.4336,342.4155,503.6331,342.4155,水层
1506.90625,8.5696,8.4283,0.015,82.7966,89.3185,6.9705,8.1774,13.3391,12.7642,0.713,14.7929,67.7739,0.2357,4.8873,2.3136,7.9476,-33.8598,507.234,342.8158,504.4337,343.2159,水层
1506.9375,8.5828,8.4286,0.0142,82.4754,91.2932,6.8258,8.2867,12.5456,12.1204,0.713,18.0536,67.7675,0.2302,4.8313,2.3238,8.6407,-33.5544,508.4347,345.2164,506.0345,345.6164,水层
1506.96875,8.6178,8.4329,0.0136,82.2947,93.1362,6.8258,8.2865,11.465,11.5091,0.7126,24.1551,67.764,0.2268,4.8354,2.3306,9.7398,-33.3358,510.4355,348.417,506.8351,347.2168,水层
1507.0,8.7143,8.4403,0.0134,81.9534,96.0986,6.7482,8.3178,10.8869,10.8869,0.7122,31.827,67.7608,0.2237,4.8957,2.3447,10.8748,-33.0304,511.2361,352.8178,508.0359,351.6176,水层
1507.03125,8.7977,8.4415,0.013,81.592,98.5342,6.7097,8.3018,9.557,10.2589,0.719,37.9597,67.7513,0.2187,4.9198,2.3541,12.0272,-32.8553,512.8369,358.0187,510.0367,356.4185,水层
1507.0625,8.8284,8.4418,0.0131,81.3311,100.3114,6.6713,8.2543,8.8518,9.3934,0.719,40.5132,67.7513,0.2147,4.9199,2.3628,12.8056,-32.637,513.2375,360.8192,511.6375,361.6194,水层
1507.09375,8.8854,8.4365,0.0131,81.0099,102.1543,6.6205,8.1759,8.3253,8.7003,0.7186,38.84,67.7449,0.2013,4.8478,2.3678,13.5567,-32.3749,514.0384,365.2201,513.2381,365.2201,水层
1507.125,8.9424,8.4281,0.0131,80.9496,104.129,6.6078,8.1138,7.9054,8.2142,0.7182,35.9742,67.7812,0.1967,4.7997,2.3752,14.6831,-32.2005,514.4389,369.6209,514.8389,369.6209,水层
1507.15625,8.9906,8.4205,0.0131,80.5682,105.9063,6.5326,8.0063,7.2662,7.3642,0.7179,26.2741,67.7752,0.192,4.7276,2.3822,15.8126,-31.9384,515.2396,373.2217,516.4397,373.6217,水层
1507.1875,9.0564,8.4113,0.0131,80.4477,108.276,6.5201,7.9002,6.7818,6.9795,0.7172,25.9241,67.7721,0.1882,4.6594,2.3875,17.0938,-31.8957,517.2404,374.4221,518.4407,376.0224,水层
1508.40625,8.9354,8.3846,0.0624,88.3571,87.9561,4.4188,4.0029,10.2273,10.5053,0.7153,3.3479,68.0577,0.2509,7.1389,2.3022,4.3688,-36.0277,508.4614,360.4318,507.661,364.4326,干层
1508.4375,8.8959,8.3802,0.0602,87.7347,86.1772,4.4779,3.9876,10.8942,11.0626,0.715,4.0083,68.0513,0.2519,7.1831,2.3559,4.4356,-35.8534,508.0615,359.2318,507.2615,365.233,干层
1508.46875,8.8563,8.3964,0.0556,86.8113,84.3324,4.5119,3.9875,11.1261,11.6048,0.7144,4.6452,68.0884,0.253,7.2194,2.375,4.5724,-35.3281,508.0624,357.6318,507.262,365.2333,干层
1508.5,8.8255,8.4118,0.0512,86.1287,83.7388,4.5463,4.1498,11.5602,11.8064,0.7137,5.5828,68.0856,0.2487,7.1231,2.4197,4.7585,-34.7151,508.0627,356.4319,507.6626,364.0334,干层
1508.53125,8.7991,8.4209,0.0476,85.2454,83.3426,4.607,4.2941,11.8514,12.2203,0.7137,44.4378,68.0797,0.2417,6.7059,2.4509,4.9995,-34.1454,509.2635,354.8319,509.6638,363.6336,干层
1508.5625,8.7727,8.4251,0.0418,84.603,83.0124,4.6333,4.503,12.1966,12.5762,0.7171,67.9871,68.1136,0.2335,6.4692,2.4705,5.2427,-33.5759,512.0647,354.032,510.8644,361.6336,干层
1508.59375,8.7594,8.4215,0.0365,83.6996,82.879,4.6951,4.7761,12.7211,12.9423,0.7168,85.8819,68.1108,0.2258,6.1804,2.4884,5.5502,-33.0939,515.266,352.832,513.2654,361.2336,干层
1508.625,8.7506,8.4139,0.0295,82.7762,82.9447,4.776,4.8677,13.0166,13.2175,0.72,171.8008,68.1451,0.2141,6.0119,2.5072,5.8982,-32.2615,519.2673,352.032,517.6669,360.4338,干层
1508.65625,8.7417,8.4141,0.0237,81.8527,83.7341,4.8214,4.9516,13.2172,13.2934,0.7197,175.79,68.1387,0.1947,5.711,2.5125,6.3037,-31.648,523.6688,352.0323,523.6691,359.2339,干层
1508.6875,8.7373,8.4185,0.0183,80.7686,84.7864,4.8766,5.232,13.116,13.3185,0.7194,142.6602,68.1359,0.1845,5.4663,2.5185,6.5979,-31.0784,528.0704,352.0326,526.0698,358.8341,干层
1508.71875,8.7373,8.4148,0.0129,78.5403,85.3126,4.9324,5.3121,12.7685,13.0906,0.7224,122.3891,68.1296,0.1762,5.1935,2.5225,7.065,-30.5089,532.0718,353.2331,531.2717,358.8344,干层
1508.75,8.7283,8.4231,0.0113,77.5566,86.2995,5.0652,5.3934,12.3829,12.6951,0.7224,102.4156,68.1232,0.168,5.0251,2.5299,8.3513,-29.6765,535.6731,354.8338,534.0728,359.2347,干层
1508.78125,8.7283,8.4282,0.0089,76.6532,87.2205,5.0652,5.6127,11.9171,12.0318,0.7218,80.6062,68.1204,0.1648,4.8285,2.5295,10.4116,-29.1946,541.275,358.0347,538.4744,361.6355,干层
1508.8125,8.7283,8.4373,0.0063,75.81,88.7995,5.1329,5.6878,11.447,11.2083,0.7215,69.1523,68.1539,0.1626,4.6561,2.5129,11.4931,-28.8445,544.4763,363.2361,542.0758,364.8365,干层
1508.84375,8.7282,8.4399,0.0045,74.9267,89.1942,5.1916,5.8411,10.9744,10.7456,0.7209,38.1142,68.1504,0.1609,4.5318,2.4997,12.5192,-28.4068,547.2776,368.0376,545.2771,368.4376,干层
1508.875,8.7325,8.4323,0.0027,74.3646,90.1153,5.261,6.0098,10.481,10.1647,0.7206,23.2517,68.1839,0.1601,4.4114,2.4916,13.3548,-28.0131,549.6788,372.0388,549.2786,373.2391,干层
1508.90625,8.7368,8.4286,0.0015,74.0434,91.234,5.3111,6.0902,9.8764,9.5784,0.7199,18.583,68.1807,0.1596,4.3152,2.4822,14.4095,-27.444,551.6798,375.6399,553.2802,377.2403,干层
1508.9375,8.7368,8.417,-1.0E-4,73.9229,93.0765,5.4231,6.1951,9.5782,9.3069,0.7193,10.3605,68.1739,0.1633,4.215,2.4676,15.342,-27.2691,554.4813,380.0413,555.2813,380.8414,干层
1508.96875,8.7411,8.4134,-0.0011,73.8828,94.7873,5.4852,6.3259,9.3245,9.0431,0.7193,10.3604,68.1676,0.1673,4.1348,2.4587,16.0577,-26.9632,557.6826,384.4427,557.6825,386.043,干层
1509.0,8.7411,8.4034,-0.0019,73.8828,95.4454,5.548,6.4348,8.9738,8.8542,0.7227,10.281,68.1644,0.1747,4.0587,2.4417,16.7431,-26.8328,559.2834,386.4433,559.2837,388.4438,干层
1509.03125,8.741,8.402,-0.0013,74.0433,96.0375,5.7299,6.4961,8.5375,8.6861,0.7223,10.6007,68.1612,0.1803,3.9785,2.4299,17.1942,-26.6585,564.0854,392.045,561.6849,392.4451,干层
1509.0625,8.7454,8.4024,1.0E-4,74.5653,97.7482,5.7299,6.5704,8.3434,8.5374,0.7254,11.1204,68.1521,0.1851,3.9063,2.4252,17.424,-26.6162,566.8868,397.2466,563.6859,396.8465,干层
1509.09375,8.7541,8.4106,7.0E-4,75.3081,98.2087,5.8396,6.5953,8.0142,8.3112,0.7254,11.5544,68.1521,0.1889,3.8462,2.4208,17.4235,-26.5293,569.6881,401.2479,566.8873,400.4477,干层
1509.125,8.7671,8.4149,0.0035,76.3319,100.1826,5.8841,6.6328,7.8469,8.2161,0.7248,11.9823,68.1453,0.1909,3.7982,2.4176,17.1927,-26.4427,571.2891,403.6488,570.0887,404.449,干层
1509.15625,8.7671,8.4129,0.0035,77.0546,100.709,5.9627,6.62,7.5953,8.0755,0.7205,12.028,68.1425,0.1935,3.7381,2.4148,16.2698,-26.4442,573.6903,405.2496,573.6903,407.6501,干层
1509.1875,8.7758,8.4037,0.0051,77.958,101.6302,6.0081,6.5947,7.4226,7.9221,0.7199,11.822,68.1362,0.1955,3.69,2.4108,15.3091,-26.4892,576.4918,406.8506,578.4924,410.4512,干层
1509.21875,8.7758,8.4,0.0057,78.4599,102.8145,6.0653,6.582,7.2122,7.8464,0.7195,11.642,68.1326,0.1992,3.662,2.408,14.3231,-26.5346,579.2931,407.2509,580.4933,412.8523,干层
1509.25,8.7888,8.3884,0.0077,79.2428,103.8672,6.1696,6.5443,6.9143,7.7417,0.7192,11.399,68.1262,0.2014,3.634,2.4054,13.8937,-26.6234,582.4948,407.6513,583.6947,413.2527,干层
1509.28125,8.7888,8.3887,0.0086,80.1261,104.7225,6.1696,6.4698,6.7701,7.6237,0.7142,11.1824,68.1171,0.2036,3.598,2.408,13.148,-26.6251,587.6967,407.6516,587.6965,413.2531,干层
1509.3125,8.7888,8.3938,0.0114,80.4874,105.5119,6.2047,6.4451,6.5908,7.5509,0.7142,10.8653,68.1171,0.2067,3.578,2.4096,12.6571,-26.6702,587.6973,407.252,591.2982,413.6536,干层
1509.34375,8.7843,8.4004,0.0114,81.0495,106.3667,6.24,6.4205,6.4904,7.4787,0.7136,10.7204,68.1107,0.2088,3.5781,2.4128,11.8869,-26.6713,587.2979,407.2523,593.2993,414.0541,干层
1509.375,8.7799,8.4055,0.0132,81.5514,106.7611,6.2517,6.3594,6.3915,7.393,0.7133,10.3965,68.1071,0.2107,3.5822,2.4159,11.7074,-26.7603,579.2965,406.0524,591.2994,414.0544,干层
1509.40625,8.7754,8.4179,0.0154,81.9529,105.9698,6.2396,6.3473,6.4282,7.3646,0.7126,10.1406,68.1012,0.2136,3.5863,2.4195,11.016,-26.8056,570.0948,402.852,585.6988,414.0548,干层
1509.4375,8.7666,8.4197,0.0154,82.3343,104.7836,6.2039,6.2871,6.5273,7.3644,0.7123,9.8532,68.098,0.2151,3.5904,2.4231,10.4646,-26.8068,565.6943,400.0516,578.4977,414.4553,干层
1509.46875,8.7533,8.4264,0.0164,82.5752,103.3998,6.1331,6.2392,6.6406,7.4208,0.712,9.519,68.0912,0.2167,3.5905,2.4261,10.0165,-26.8079,558.4933,394.0506,572.4967,410.0546,干层
1509.5,8.7489,8.4307,0.0176,82.9165,101.0932,6.1331,6.1918,6.6787,7.4777,0.7113,9.1786,68.0849,0.218,3.5986,2.4279,9.6609,-26.8094,554.4928,391.6501,565.2957,405.2537,干层
1509.53125,8.74,8.419,0.0188,83.1775,100.4341,6.0749,6.1564,6.717,7.535,0.7107,8.6991,68.0817,0.2198,3.6027,2.4303,9.3178,-26.7671,550.0923,384.8489,557.6946,400.0527,干层
1509.5625,8.7268,8.4027,0.0194,83.3381,99.8409,6.0402,6.1212,6.7168,7.5783,0.7143,8.324,68.0785,0.2218,3.6911,2.4335,9.1247,-26.7677,545.2916,382.8485,555.6943,396.4521,干层
1509.59375,8.7223,8.384,0.0202,83.4786,98.0615,5.9942,6.017,6.7166,7.5781,0.714,7.874,68.0722,0.2221,3.8597,2.4362,8.8174,-26.6385,541.6914,378.8478,549.6937,390.451,干层
1509.625,8.7091,8.3636,0.0208,83.3983,97.4683,5.9713,6.017,6.7036,7.5779,0.7137,7.4484,68.0658,0.2233,4.0645,2.437,8.6512,-26.6385,538.8912,375.6472,546.8933,387.6505,干层
1509.65625,8.7091,8.3297,0.0208,83.2377,96.3477,5.9486,5.9599,6.665,7.5777,0.7169,7.0054,68.1029,0.2244,4.1568,2.438,8.3124,-26.4647,536.491,371.2464,542.8929,383.6498,干层
1509.6875,8.6958,8.3014,0.0209,83.1172,94.7662,5.892,5.8807,6.6267,7.563,0.7205,6.7162,68.0965,0.226,4.3054,2.4382,7.9715,-26.4216,534.0911,366.0453,540.0928,378.8488,干层
1509.71875,8.7089,8.3097,0.0205,82.9767,93.5799,5.8584,5.8807,6.5759,7.5483,0.7201,6.2565,68.0902,0.226,4.4139,2.4368,7.8064,-26.2917,531.2911,362.4446,537.2926,374.0479,干层
1509.75,8.744,8.3275,0.0201,82.8964,92.9864,5.8138,5.8138,6.5632,7.5192,0.7237,5.8507,68.0874,0.2255,4.5624,2.4275,7.6156,-26.1609,530.8914,358.0436,535.6926,370.4471,干层
1509.78125,8.7746,8.3596,0.0195,82.7759,92.1294,5.7806,5.7916,6.5129,7.4759,0.7229,5.0482,68.1244,0.2243,4.6709,2.4195,7.4295,-26.1186,529.6917,354.843,533.6927,364.4459,干层
1509.8125,8.7878,8.3941,0.0193,82.6555,91.47,5.7585,5.7585,6.4878,7.4187,0.7226,5.0579,68.1161,0.2227,4.7954,2.4143,7.2617,-25.9885,529.2922,352.0425,532.4931,362.4454,干层
1509.84375,8.7965,8.4142,0.0187,82.5149,90.7447,5.7147,5.7256,6.4381,7.3197,0.7222,5.6628,68.1536,0.2219,4.8677,2.4079,7.1247,-25.9892,529.6931,350.4424,531.2935,358.4446,干层
1509.875,8.8359,8.4313,0.0181,82.4949,90.0852,5.6497,5.682,6.4257,7.2776,0.7257,6.0091,68.148,0.2214,4.9601,2.4031,7.4855,-25.8151,530.0936,349.6425,531.694,356.4443,干层
1509.90625,8.8359,8.4347,0.0179,82.3945,89.7549,5.6067,5.6496,6.3887,7.2218,0.7293,6.651,68.1396,0.2204,5.0083,2.3973,7.8645,-25.729,531.2946,350.0428,532.4949,354.8442,干层
1509.9375,8.8446,8.4271,0.0175,82.3142,89.8858,5.5959,5.6065,6.3763,7.1941,0.7365,8.6132,68.1396,0.2196,5.0365,2.3907,8.1689,-25.6419,532.4955,352.0436,533.6958,354.8445,干层
1509.96875,8.8533,8.4234,0.0175,82.2941,90.609,5.5533,5.5851,6.3518,7.1527,0.7365,9.8488,68.1333,0.2187,5.0406,2.383,8.1689,-25.5115,534.0966,354.8447,535.297,357.6455,干层
1510.0,8.8533,8.4198,0.0193,82.2941,90.9375,5.5321,5.553,6.3395,7.1115,0.736,11.6786,68.1241,0.2179,4.9484,2.376,8.3413,-25.3378,536.0977,360.8469,538.4984,362.4472,干层
1510.03125,8.8664,8.4202,0.0247,82.4547,91.3974,5.5005,5.553,6.3515,7.0841,0.7356,11.3478,68.1241,0.2173,4.8682,2.373,8.4688,-25.3383,538.499,365.6485,541.7,368.0491,干层
1510.0625,8.8751,8.4245,0.0307,82.7157,91.7916,5.4899,5.5423,6.3879,7.1933,0.7424,7.4457,68.158,0.217,4.7921,2.3674,8.6148,-25.1639,544.5015,370.8503,546.1018,375.2516,干层
1510.09375,8.875,8.4247,0.0344,82.8562,91.9884,5.4688,5.5106,6.4245,7.2624,0.7424,6.6245,68.1552,0.217,4.7159,2.3638,8.7632,-25.0336,548.9033,375.652,550.5038,380.0533,干层
1510.125,8.8881,8.421,0.0388,83.0569,92.185,5.4583,5.4686,6.4614,7.3743,0.746,6.1711,68.1493,0.2177,4.6558,2.3606,8.8972,-24.9032,553.7054,380.4537,554.5057,385.6553,干层
1510.15625,8.888,8.4253,0.045,83.1774,92.1182,5.4478,5.4478,6.5988,7.488,0.7456,5.8376,68.1429,0.2181,4.5877,2.3576,8.8969,-24.8602,558.1073,384.8554,557.7072,392.0576,干层
1510.1875,8.888,8.4257,0.0464,83.2978,90.405,5.4063,5.4166,6.804,7.7356,0.7452,5.6073,68.1401,0.2186,4.5356,2.3656,8.7291,-24.7736,562.1093,390.8575,563.7098,397.6596,干层
1510.21875,8.8923,8.426,0.051,83.3982,88.7577,5.4578,5.3754,7.3174,8.1928,0.7484,5.3655,68.1342,0.2192,4.4955,2.3754,8.3554,-24.6872,566.1112,396.4596,568.1116,403.2617,干层
1510.25,8.8923,8.4304,0.0536,83.3982,86.2539,5.5203,5.3346,7.603,8.644,0.7481,5.5963,68.1282,0.22,4.4676,2.3833,8.0281,-24.6885,570.9133,402.4619,573.7141,406.8632,干层
1510.28125,8.8878,8.4338,0.0575,83.3982,85.2655,5.6047,5.3041,7.9757,9.332,0.7517,6.2059,68.1254,0.2202,4.4677,2.3897,7.699,-24.8213,575.3152,406.8635,578.5162,411.665,干层
1510.3125,8.8878,8.431,0.0601,83.358,83.8815,5.7121,5.2938,9.1372,10.0555,0.7513,6.8033,68.1557,0.2182,4.4677,2.404,7.5109,-25.042,581.718,411.6654,582.118,415.6666,干层
1510.34375,8.8745,8.4305,0.0583,83.3179,82.5638,5.8105,5.2836,10.8351,10.7318,0.7549,7.96,68.1557,0.2162,4.4558,2.4158,7.1077,-25.219,583.7192,415.2669,585.3197,419.2681,干层
1510.375,8.8657,8.4276,0.0553,83.2576,81.0483,5.8994,5.2835,12.6046,12.0846,0.7581,9.0496,68.2287,0.2116,4.4238,2.4248,6.9473,-25.5277,586.1207,418.4682,587.7211,422.0694,干层
1510.40625,8.8525,8.4263,0.0482,82.9163,78.6766,6.0124,5.3338,14.0314,13.3242,0.7577,10.0547,68.2255,0.207,4.3677,2.4353,6.7133,-25.8362,587.7219,422.8701,590.5227,426.4711,干层
1510.4375,8.8304,8.4283,0.045,81.9728,76.8318,6.1277,5.6038,15.952,14.8323,0.7573,12.0147,68.2187,0.2019,4.2916,2.4459,6.5244,-26.2329,588.923,422.8706,592.5241,429.2725,干层
1510.46875,8.804,8.4285,0.0398,81.4709,75.1846,6.2332,5.7549,17.2217,16.9923,0.757,13.8172,68.2554,0.1975,4.2555,2.4539,6.4257,-26.4532,589.7239,422.8708,594.1255,428.4727,干层
1510.5,8.7952,8.4249,0.034,80.7682,72.9445,6.4991,6.0004,18.4152,19.061,0.7562,15.1183,68.2486,0.19,4.2074,2.4632,6.389,-26.8059,588.5246,422.0711,594.5262,426.8727,干层
1510.53125,8.7688,8.4307,0.0306,80.0455,71.4289,6.5861,6.2091,20.1105,20.976,0.7562,16.8941,68.2817,0.1828,4.1594,2.471,6.6997,-27.1583,587.7248,420.8711,594.5268,426.0727,干层
1510.5625,8.7467,8.4375,0.0254,79.2023,69.9794,6.7123,6.3644,21.7945,23.5748,0.7555,18.7702,68.2817,0.178,4.0873,2.4806,6.9196,-27.5547,586.1249,420.0712,592.527,424.0725,干层
1510.59375,8.7379,8.4417,0.0188,78.2789,68.0686,6.828,6.6866,23.3944,26.2433,0.7551,20.303,68.3148,0.1736,4.0512,2.4879,7.3116,-27.8632,584.525,414.4697,589.3265,420.8718,干层
1510.625,8.7247,8.442,0.014,77.6766,65.9602,6.9985,6.9455,25.4019,28.2236,0.7544,22.6443,68.3116,0.1682,4.0111,2.4923,7.7405,-28.3915,581.3247,408.4681,584.5258,412.8696,干层
1510.65625,8.6939,8.4424,0.0122,76.0103,64.906,7.1462,7.0652,27.6341,30.8212,0.7544,26.6979,68.3443,0.1571,3.9551,2.4969,8.1946,-28.7878,576.1237,400.8661,578.9246,406.868,干层
1510.6875,8.6851,8.4387,0.0076,75.3277,63.5221,7.3946,7.3388,29.0999,30.9394,0.7536,30.2364,68.3411,0.1459,3.927,2.5021,8.7915,-29.1839,566.5212,396.465,572.123,400.8665,干层
1510.71875,8.6762,8.435,0.0053,74.4042,62.5993,7.3946,7.6085,30.1775,34.4412,0.7493,33.3378,68.3348,0.1386,3.879,2.5059,9.522,-29.8438,557.7192,388.8629,566.922,394.4647,干层
1510.75,8.6542,8.4346,0.0027,73.7819,61.874,7.6372,8.0854,30.8785,36.617,0.7489,35.444,68.3312,0.1321,3.859,2.5096,10.7129,-30.548,550.5174,383.2613,560.9206,388.8632,干层
1510.78125,8.6453,8.4317,1.0E-4,72.9588,61.3462,7.7836,8.2404,31.8995,38.4118,0.7442,37.611,68.3248,0.1279,3.8751,2.5108,12.2373,-30.856,547.3168,375.2591,550.5181,380.861,干层
1510.8125,8.6365,8.432,-0.0013,72.1758,60.9502,7.963,8.7237,33.335,39.9103,0.7399,43.5861,68.322,0.1241,3.9114,2.5088,13.3553,-31.2082,538.1146,372.8584,545.3169,378.4603,干层
1510.84375,8.6189,8.4323,-0.0033,71.5735,60.7517,8.1619,8.8404,34.4373,40.3706,0.7395,54.2196,68.3157,0.1165,3.9636,2.506,14.9687,-31.7366,536.5143,365.2563,540.916,372.4586,干层
1510.875,8.6057,8.4326,-0.0049,70.9913,60.5531,8.3183,9.4305,34.7674,39.0012,0.7352,72.6776,68.3097,0.1159,4.1403,2.5042,17.6603,-32.089,531.7133,362.0554,536.5151,368.4575,干层
1510.90625,8.5925,8.433,-0.0057,70.3088,61.079,8.3657,9.9647,34.3692,37.8956,0.7345,85.852,68.3061,0.1129,4.337,2.5014,18.875,-32.3094,528.1127,357.6543,532.9144,362.856,干层
1510.9375,8.5792,8.4333,-0.0057,69.7667,62.461,8.4776,10.3506,33.8458,36.4705,0.7342,95.2034,68.2998,0.1104,4.4173,2.4957,20.9549,-32.7063,524.5121,356.454,529.7139,360.8555,干层
1510.96875,8.5748,8.4296,-0.0034,69.2447,63.5795,8.6564,10.7107,32.7607,35.2338,0.7336,102.9767,68.2966,0.108,4.562,2.4929,23.6655,-32.8828,522.1119,354.4537,526.9136,356.8545,干层
1511.0,8.5659,8.4315,-2.0E-4,68.6826,65.1589,8.7722,11.2316,31.1683,32.9485,0.7333,101.0207,68.2902,0.1076,4.6503,2.4873,25.4378,-33.0157,520.912,352.8535,524.1132,355.2542,干层
1511.03125,8.5659,8.4366,0.0018,68.3413,66.409,8.9233,11.6886,29.4272,30.227,0.7287,97.4069,68.2866,0.1074,4.7266,2.4789,27.8675,-33.1046,519.312,352.4534,522.5132,354.8543,干层
1511.0625,8.5702,8.4456,0.004,67.8996,67.3304,9.0425,11.8902,26.9965,28.0507,0.7285,94.6461,68.2803,0.1079,4.827,2.4713,30.5873,-33.1499,518.1121,352.8539,520.9131,356.4552,干层
1511.09375,8.5745,8.4507,0.0052,67.6386,68.8441,9.1634,12.2803,24.2038,25.8323,0.728,89.7017,68.2739,0.1093,4.9275,2.4649,33.0032,-33.359,516.9122,354.8549,519.3132,357.6558,干层
1511.125,8.5788,8.451,0.0076,67.6587,70.8186,9.2507,12.5633,22.721,24.0645,0.7236,85.0157,68.2711,0.1121,5.056,2.455,36.0183,-33.4463,516.5128,357.6562,518.5134,360.8573,干层
