Depth,AC,CAL,CNL,GR,MINV,MNOR,R025,R045,R25,R4,RA05,RILD,RILM,RL3D,RL3S,RLL8,RM,SP,result
1553.375,84.3539,8.7265,19.8458,112.5816,10.8701,10.8701,3.9503,6.5188,8.6469,6.8152,9.192,6.0327,7.4493,10.5864,11.9349,9.9565,0.834,7.4092,干层
1571.625,86.6038,8.3823,29.7476,101.4172,4.5007,6.6162,4.496,8.7039,9.2552,6.4887,9.9933,4.4046,5.5738,9.2785,9.2785,8.1693,0.8253,8.7784,差油层
1571.65625,86.7199,8.3747,30.9046,100.8641,4.8544,6.2969,4.0783,9.0851,9.3436,6.0408,10.2346,4.6029,5.6765,9.8529,9.8529,8.23,0.8253,8.5226,差油层
1571.6875,86.836,8.3747,30.9046,100.4697,5.1821,5.9905,3.6606,8.3396,9.5331,5.81,10.4448,4.9083,5.7495,10.3132,10.3132,8.5701,0.8284,8.2796,差油层
1571.71875,87.0683,8.3748,29.6423,99.9159,5.5606,5.7727,3.3253,7.4314,9.6215,5.897,11.0086,5.2245,5.9095,10.7223,10.7223,8.6653,0.8284,7.9592,差油层
1571.75,87.1458,8.371,27.9034,99.4418,5.8134,5.683,2.99,6.5232,9.7982,6.2004,11.8013,5.602,6.074,10.9786,10.9786,8.9245,0.8284,7.9079,差油层
1571.78125,87.2619,8.3675,24.3659,99.0467,5.8878,6.0361,2.6358,5.723,10.0132,6.7458,12.3643,5.6323,6.2318,11.3241,11.3241,9.0403,0.8284,7.5877,差油层
1571.8125,87.5718,8.3675,24.0801,98.4936,5.2898,6.3395,2.2816,4.9228,10.1523,7.3034,13.0162,5.5801,6.548,11.7212,11.7212,9.1579,0.8284,7.5108,差油层
1571.84375,87.6879,8.3717,21.3642,98.0985,5.3766,6.7819,2.1432,4.4343,10.2789,7.9633,13.8083,5.5181,6.8929,11.965,11.965,9.1594,0.8284,7.1522,差油层
1571.875,88.114,8.3679,11.0826,97.6265,5.5781,6.9959,2.0047,3.9458,10.4053,8.5843,14.5495,5.5278,7.0721,12.0807,12.0807,9.1433,0.8284,7.05,差油层
1571.90625,88.2302,8.3682,10.035,97.2328,5.8425,7.1214,2.4955,4.2014,10.6072,9.2059,15.1382,5.6296,7.4174,12.2861,12.3894,9.1612,0.8284,6.7684,差油层
1571.9375,88.4626,8.3683,9.166,97.0747,5.9805,7.2596,2.9864,4.4569,10.7213,9.7256,15.778,5.9372,7.9239,12.4787,12.4533,9.2463,0.8284,6.4742,差油层
1571.96875,88.6949,8.3685,8.6187,96.8398,6.1186,7.3969,3.4262,4.999,10.8224,10.4488,16.6218,6.2043,8.3568,12.761,13.0659,9.4361,0.8284,6.1163,差油层
1572.0,89.121,8.3686,7.9523,96.4461,6.2054,7.5227,3.8661,5.5411,11.0756,10.8286,17.2743,6.5795,9.0261,12.9537,13.3987,9.6644,0.8284,5.9245,差油层
1572.03125,89.2372,8.365,7.4766,95.8153,6.2291,7.6606,4.3123,6.0573,11.3288,11.132,18.1251,7.225,9.3119,13.2611,13.8717,10.1569,0.8284,5.7199,差油层
1572.0625,89.4309,8.365,7.239,95.5775,6.2531,7.8236,4.7586,6.5735,11.4552,11.4607,17.5401,7.7185,9.7842,13.4407,14.0516,10.1569,0.8284,5.3618,差油层
1572.09375,89.6245,8.3652,7.3352,95.2628,6.2767,7.9491,5.2241,8.0187,11.5816,11.84,17.0565,8.1853,10.1122,13.7106,14.347,10.3644,0.8284,5.1953,差油层
1572.125,89.8568,8.3654,8.2057,94.7104,6.3131,8.0366,5.6897,9.4638,11.7082,12.0543,16.5221,9.0046,10.5664,13.8136,14.3988,10.7727,0.8284,4.9521,差油层
1572.15625,90.0505,8.3736,8.7068,94.474,6.3616,7.8698,6.0723,10.8835,11.9616,12.3832,15.7716,9.3754,10.8806,13.9684,14.5663,11.1763,0.8284,4.7475,差油层
1572.1875,90.244,8.3858,9.9589,93.8412,6.41,7.7156,6.4549,12.3031,12.1007,12.7246,15.072,9.924,11.2451,14.0975,14.7081,11.3836,0.8284,4.5425,差油层
1572.21875,90.2827,8.3979,10.5431,93.6048,6.4219,7.5488,6.8057,13.6719,12.3159,12.9242,14.5511,10.7978,11.643,14.1757,14.8127,11.5951,0.8284,4.4013,差油层
1572.25,89.74,8.406,12.4025,93.1321,6.5197,7.3819,7.1566,15.0406,12.5309,12.8602,13.7407,11.5136,12.2786,14.2285,14.7247,12.0963,0.8261,4.2338,差油层
1572.28125,89.3136,8.4302,14.3808,92.658,6.5197,7.3301,7.3996,15.8879,12.6575,12.7435,12.9557,12.6883,12.8071,14.2437,14.4726,12.2533,0.8261,4.2336,差油层
1572.3125,88.7322,8.4423,16.1687,92.1832,6.5684,7.2648,7.6426,16.7352,12.8981,12.5888,12.1074,12.6881,13.3336,14.2199,14.2962,12.481,0.8261,4.3339,差油层
1572.34375,88.4221,8.4624,17.6108,92.2677,6.6172,7.2248,7.7329,17.2961,13.0247,12.2941,11.3729,12.0941,14.1128,14.1074,13.9806,12.8069,0.8261,4.4719,差油层
1572.375,87.9569,8.4786,20.1609,93.4697,6.6163,7.1981,7.8232,17.857,13.2268,11.8212,10.6642,11.4013,15.271,13.9437,13.7788,13.0929,0.8261,4.4719,差油层
1572.40625,87.4142,8.5027,22.7112,93.7102,6.64,7.1708,7.4118,17.9918,13.3279,11.1823,9.8922,10.9083,16.9236,13.7168,13.5772,13.4348,0.8261,4.6108,差油层
1572.4375,86.9878,8.5108,23.1883,95.073,6.5366,7.1565,7.0004,18.1267,13.5809,10.6718,9.3615,10.3029,18.346,13.5026,13.1984,13.6094,0.8261,4.6862,差油层
1572.46875,86.4451,8.531,23.32,95.5534,6.4461,7.1543,6.4173,17.5237,13.8596,9.9572,8.8189,9.519,15.4903,13.2251,13.1103,13.3396,0.8261,4.9891,差油层
1572.5,86.1738,8.5631,23.3445,96.2757,6.3174,7.1659,5.8343,16.9207,13.8596,9.1788,8.4405,8.6028,12.538,12.9981,12.6933,13.0986,0.8261,4.9891,差油层
1572.53125,85.7086,8.5752,23.4167,97.1589,6.2525,7.2782,5.2387,16.0378,14.1639,8.4644,8.1256,7.8323,10.8423,12.8087,12.5036,12.8152,0.8264,5.1027,差油层
1572.5625,85.1272,8.5993,23.7152,97.5588,6.3016,7.3273,4.6432,15.1548,14.3157,7.2661,7.8113,7.2765,9.656,12.254,12.1498,12.5839,0.8264,5.2291,差油层
1572.59375,84.7395,8.677,24.1805,98.121,6.5149,7.1977,4.3777,14.0556,14.6071,6.3482,7.5608,6.5763,8.5678,11.9365,11.9098,12.3342,0.8264,5.659,差油层
1572.625,84.1969,8.6794,24.7054,99.0832,6.6152,7.1593,4.1123,12.9565,14.7466,5.6719,7.7675,6.1321,7.887,11.3651,11.4664,12.0894,0.8264,5.659,差油层
1572.65625,83.8867,8.7368,25.2301,99.8845,6.5118,7.0816,3.8405,11.2403,15.0127,4.8681,8.1276,5.7707,7.4632,11.1111,11.2013,11.6773,0.8264,5.8108,差油层
1572.6875,83.4991,8.8167,25.6836,100.7656,6.345,6.9401,3.5687,9.5241,15.2917,4.1791,8.2204,5.4907,7.1534,10.4127,11.5335,11.3618,0.8264,5.9501,差油层
1572.71875,83.2278,8.8367,26.006,101.7263,6.0888,6.837,3.5004,8.4949,15.5582,3.6808,8.2243,5.3018,6.9326,10.9757,12.9989,10.6771,0.8264,6.3552,差油层
1572.75,82.6851,8.8367,26.3401,103.1675,6.0373,6.7463,3.4322,7.4657,16.0545,3.2586,8.2145,5.1667,6.7932,12.254,13.5987,10.4075,0.8264,6.3552,差油层
1572.78125,82.2975,8.8766,26.567,103.6479,5.9088,6.8842,3.3828,6.5438,16.1687,3.0025,8.2183,4.998,6.5836,12.5714,14.1347,9.8882,0.8264,6.6588,差油层
1572.8125,81.9486,8.8966,26.7582,104.4492,5.6013,7.2248,3.3335,6.2262,16.5113,2.7453,8.2227,4.8884,6.3685,13.7778,14.7351,9.5162,0.8265,6.798,差油层
1572.84375,81.0959,8.8766,25.8417,106.0498,5.7025,7.5031,3.265,5.4638,16.7396,2.6419,8.2768,4.8256,6.0593,14.6667,15.0419,9.1917,0.8265,7.1022,差油层
1572.875,81.0958,8.8766,23.8054,106.6093,6.2461,8.1234,3.1966,5.1461,16.9679,2.5127,8.3448,4.7634,6.0037,15.2381,15.5527,8.8782,0.8265,7.2415,差油层
1572.90625,81.1732,8.8766,22.3768,108.2085,6.8027,9.1358,3.0522,4.7649,17.1961,2.4473,8.5651,4.7279,5.7651,15.4921,15.8855,8.8303,0.8265,7.4062,差油层
1572.9375,81.0956,8.8767,21.1149,109.4084,7.1183,8.8942,2.9078,4.916,17.5386,2.4193,8.6943,4.7275,5.6493,15.5556,16.1039,9.3304,0.8265,7.7987,差油层
1572.96875,80.6692,8.8766,20.2342,110.7685,11.1244,11.1244,2.8138,5.0508,17.6526,2.4048,9.0677,4.8146,5.5255,14.6046,16.2714,10.0227,0.8265,7.9252,差油层
1573.0,80.2428,8.9249,19.6392,112.1279,13.1162,13.1162,2.7198,5.1856,17.8681,2.4401,9.1593,4.9848,5.5554,13.6508,13.5238,10.4935,0.8265,8.039,差油层
1573.03125,79.9715,8.953,19.0085,113.8866,15.0812,15.0812,2.842,5.4161,18.1471,2.4386,9.3284,5.1328,5.7625,11.746,12.254,11.0671,0.8265,8.4572,差油层
1573.0625,79.5451,8.997,18.7235,116.2033,16.3481,16.3481,2.9642,5.6465,18.2611,2.4873,9.4981,5.3046,5.9554,10.8571,12.0635,11.998,0.8265,8.4572,差油层
1573.09375,79.2738,8.9764,18.4383,118.041,17.5137,17.5137,3.1055,5.6945,18.464,2.511,9.6415,5.3828,6.2914,9.5873,9.9683,12.3787,0.8265,8.6979,差油层
1573.125,79.0024,9.0692,18.2604,119.2402,16.6745,16.6745,3.2468,5.8872,18.5356,2.5729,9.7719,5.5629,6.3492,8.7619,9.2698,13.0316,0.8262,8.9765,差油层
1573.15625,78.6535,9.0932,18.2253,121.2381,7.9039,7.9039,3.3563,6.0552,18.5096,2.5707,9.8904,5.7914,6.6098,7.746,7.746,13.3961,0.8262,9.2425,差油层
1573.1875,78.6146,9.1413,18.369,124.0331,3.6152,4.0944,3.4659,6.2107,18.4703,2.6705,10.0093,5.9744,6.7442,6.8571,7.1746,13.8975,0.8262,9.369,差油层
1575.0,88.604,8.6422,18.9471,102.4283,4.8254,4.7619,3.1171,5.3514,10.5003,5.7717,7.9552,4.71,5.9375,6.3491,6.3491,2.4933,0.8256,11.1078,干层
1575.03125,87.4028,8.6745,18.7923,101.9439,5.5238,5.2698,3.2392,5.5686,10.805,5.7636,8.1125,4.8407,6.0623,6.809,6.809,2.7976,0.8256,10.9665,干层
1575.0625,86.2015,8.7108,18.578,101.2969,4.127,4.3175,3.3613,5.7859,11.0967,5.7789,8.2568,5.0115,6.19,7.2435,7.2435,3.2266,0.8256,10.8246,干层
1575.09375,85.5816,8.7108,18.3875,100.8875,2.5397,2.5397,3.4453,5.9588,11.4901,5.8343,8.3746,5.1601,6.3563,7.6908,7.6908,3.6537,0.8256,10.8246,干层
1575.125,84.6516,8.7309,18.2446,100.5608,2.9206,3.2381,3.5294,6.1317,11.6674,5.9015,8.5962,5.284,6.5029,8.3923,8.3923,4.1985,0.8256,10.6959,干层
1575.15625,83.5666,8.747,18.066,100.3904,16.5617,16.5617,3.4738,6.2853,11.9081,5.9689,8.7656,5.5106,6.6148,9.1456,9.1456,4.8688,0.8256,10.4902,干层
1575.1875,83.0241,8.747,18.1254,100.3779,17.2704,17.2704,3.4182,6.4389,12.0979,6.0494,8.8449,5.6325,6.7422,9.4396,9.4396,6.0196,0.8256,10.4131,干层
1575.21875,82.0554,8.7592,18.2919,100.4528,17.6874,17.2698,3.3941,6.3133,12.2498,6.1807,8.9507,5.8312,6.8591,9.9122,10.2434,7.4969,0.8256,10.3616,干层
1575.25,81.784,8.7875,18.4108,100.9918,17.0371,17.3968,3.37,6.1878,12.2995,6.4129,9.1204,5.982,7.0575,10.6408,9.8121,8.599,0.8256,10.2714,干层
1575.28125,82.0551,8.7875,18.3989,101.0668,16.7705,17.0794,3.3968,6.1701,12.1199,6.8374,9.2781,6.1816,7.1786,10.7177,9.3948,9.809,0.8256,10.1301,干层
1575.3125,82.9461,8.8077,18.375,101.2964,16.4444,15.873,3.4237,6.1524,11.9537,7.1712,9.3832,6.3298,7.3168,10.7956,9.0659,11.3958,0.8256,10.0271,干层
1575.34375,83.4884,8.8198,18.4463,101.9166,15.9365,11.6825,3.4697,6.1985,11.7616,7.6455,9.5793,6.4579,7.4432,10.4037,8.6486,12.6707,0.8256,9.8985,干层
1575.375,84.9605,8.844,18.5771,101.9166,14.4127,8.7384,3.5157,6.2445,11.442,8.0309,9.7223,6.6007,7.6005,10.0363,8.5097,14.2696,0.8256,9.6932,干层
1575.40625,85.8127,8.8561,18.7079,102.0681,10.42,8.4321,3.5932,6.3728,11.1992,8.3784,9.8799,6.8334,7.8047,9.7589,8.1299,15.5212,0.8256,9.5517,干层
1575.4375,86.8199,8.8682,18.8744,102.693,9.0348,8.1638,3.6706,6.5011,10.9435,8.6488,10.0496,6.9717,7.9241,9.5822,7.7886,16.9135,0.826,9.5515,干层
1575.46875,88.0595,8.8925,19.0172,103.2366,9.0717,8.1241,3.8245,6.8011,10.6624,9.0227,10.1684,7.0998,8.136,9.1147,7.3332,17.8331,0.826,9.3716,干层
1575.5,88.9504,8.8965,19.148,103.4694,8.8291,8.059,3.9784,7.1012,10.3938,9.3319,10.2223,7.35,8.3231,9.0263,7.0929,18.3282,0.826,9.3456,干层
1575.53125,89.454,8.9047,19.1836,103.7819,7.6983,7.8161,4.2152,7.3692,9.9461,9.6153,10.2772,7.485,8.514,8.5585,6.612,18.5626,0.826,9.5481,干层
1575.5625,90.4224,8.893,19.2311,104.7973,6.1105,6.1105,4.4519,7.6372,9.9461,9.8853,10.2057,7.6923,8.7263,8.3563,6.1693,16.691,0.826,9.7501,干层
1575.59375,91.4295,8.8652,19.3024,104.7973,4.1536,4.1536,4.5865,7.9562,9.4861,10.2328,10.0204,7.8479,8.9275,8.015,5.916,15.9433,0.826,9.9146,干层
1575.625,91.9331,8.8375,19.4094,105.2691,3.1496,3.1496,4.721,8.2751,9.1922,10.4908,9.8958,8.0211,9.0817,7.7624,5.4224,14.8165,0.826,10.117,干层
1575.65625,92.824,8.762,19.5402,106.1299,3.0479,3.0479,4.9131,8.6955,8.8602,10.7742,9.671,8.1239,9.256,7.4213,5.131,14.2044,0.826,10.3069,干层
1575.6875,93.5987,8.7303,19.683,106.5205,2.3863,2.7808,5.1051,9.116,8.5538,11.0589,9.5343,8.3334,9.3987,6.8508,4.7515,13.2243,0.8239,10.5215,干层
1575.71875,94.5671,8.6866,19.7781,107.7765,2.169,2.7295,5.1255,9.5365,8.0815,11.138,9.3095,8.4708,9.5809,6.268,4.2071,12.5162,0.8239,10.6607,干层
1575.75,95.8454,8.6071,19.5757,107.7765,1.9645,2.5114,5.146,9.9571,7.4436,11.0791,9.1212,8.5789,9.6747,5.9257,3.8906,12.2437,0.8239,10.8888,干层
1575.78125,96.2715,8.5873,19.4328,108.4858,1.6959,2.4216,4.868,10.2951,7.1753,10.9941,8.8834,8.6409,9.7533,5.4187,3.6633,11.3155,0.8239,11.0908,干层
1576.21875,88.2887,8.5861,22.8591,107.794,6.0742,3.8197,3.6752,7.8763,6.1666,8.0625,6.1648,6.0478,7.0522,19.6427,19.6427,4.2445,0.8257,10.2347,干层
1576.25,85.383,8.6061,23.2161,106.7455,7.0621,7.0621,3.5307,7.5792,6.2932,7.7107,6.0281,5.7978,6.8733,20.9547,20.9547,6.4654,0.8257,9.9532,干层
1576.28125,82.4386,8.6543,23.6207,106.0221,7.2889,8.1943,3.3732,7.1995,6.5082,7.3847,5.9306,5.6093,6.6009,26.2222,26.2222,8.1563,0.8257,9.7998,干层
1576.3125,80.0365,8.6704,24.1919,105.0565,6.5633,8.0275,3.2157,6.8199,6.6093,7.1209,5.8328,5.3972,6.4217,28.0,27.746,39.738,0.8257,9.5181,干层
1576.34375,79.0679,8.6865,24.5131,103.8471,6.2833,7.8739,3.0396,6.5102,6.7863,6.8327,5.6974,5.2123,6.1674,28.7078,28.7078,59.4032,0.8257,9.2621,干层
1576.375,77.7507,8.7147,25.1319,103.3643,5.7992,7.6432,2.8634,6.2006,7.0018,6.4813,5.5738,4.8704,5.9778,31.8896,31.8896,223.4676,0.8257,9.1343,干层
1576.40625,76.8596,8.7228,25.5722,101.6737,5.5185,7.5406,2.7949,5.9925,7.3818,6.2686,5.4381,4.7037,5.7835,34.4865,34.4865,1698.8647,0.8257,8.9169,干层
1576.4375,76.0459,8.7429,26.2148,101.2722,5.5549,7.3481,2.7263,5.7843,7.3818,5.955,5.3901,4.5011,5.6782,35.57,35.57,2426.1665,0.8257,8.6482,干层
1576.46875,75.3872,8.7671,26.7741,100.6269,6.5428,7.2456,2.7085,5.5827,7.6479,5.7172,5.3191,4.3389,5.4734,36.6528,36.6528,2993.5779,0.8257,8.4435,干层
1576.5,74.6123,8.7671,27.0597,99.4176,7.5047,7.1678,2.6908,5.381,7.7872,5.4678,5.2721,4.221,5.3442,37.6978,37.6978,3220.5977,0.8257,8.1742,干层
1576.53125,74.1861,8.7793,27.3691,98.613,8.0742,8.232,2.6987,5.2108,8.0789,5.2935,5.2125,4.1061,5.2469,38.6287,38.6287,3660.0925,0.8257,8.0975,干层
1576.5625,73.4886,8.7836,27.2143,98.0474,8.5166,9.4743,2.7067,5.0405,8.3579,5.0946,5.1296,4.0685,5.1137,39.6229,43.0204,3901.8425,0.8257,7.9947,干层
1576.59375,72.9074,8.7877,26.7857,97.5599,8.3627,9.8661,2.67,4.8643,8.6493,5.2121,5.0934,4.0208,4.9113,41.0366,46.1265,4475.0054,0.8257,7.8531,干层
1576.625,72.1325,8.7919,26.4524,96.913,8.106,10.0799,2.6333,4.688,8.8896,4.9751,5.0338,3.9783,4.8307,43.138,47.4286,4557.5376,0.8257,7.7758,干层
1576.65625,71.9,8.792,25.6365,96.9817,8.0674,10.3449,2.5586,4.5876,9.0036,4.8516,4.9503,3.8911,4.6822,44.0171,49.7175,4640.7285,0.8257,7.6852,干层
1576.6875,71.5126,8.7922,25.3619,97.4808,10.869,14.7076,2.4839,4.4872,9.2572,4.6406,4.9138,3.8847,4.5801,44.668,49.8068,4159.5625,0.8237,7.659,干层
1576.71875,71.4737,8.7965,24.9681,97.8046,11.8699,14.8218,2.428,4.3935,9.5487,4.5292,4.8548,3.8382,4.5048,45.0261,50.9916,3831.186,0.8237,7.6199,干层
1576.75,71.9772,8.8006,24.5984,98.369,12.8577,15.4927,2.3721,4.2998,9.6882,4.3935,4.909,3.7988,4.4057,45.3713,51.9349,3727.5935,0.8237,7.6187,干层
1576.78125,72.0933,8.8088,24.3005,98.6102,12.6137,16.2271,2.3545,4.2629,9.9289,4.3466,5.0284,3.7874,4.4666,45.6401,51.988,3340.4844,0.8237,7.6935,干层
1576.8125,72.4806,8.8129,23.7274,99.0124,12.5238,16.6824,2.3368,4.226,10.1062,4.3759,5.1587,3.7762,4.47,45.8585,51.557,2886.1399,0.8237,7.7816,干层
1576.84375,73.1778,8.8212,23.0825,99.5747,12.421,16.1855,2.3192,4.2021,10.3088,4.4056,5.3029,3.772,4.4809,40.7228,50.7958,2634.1165,0.8237,7.8948,干层
1576.875,73.7588,8.8253,22.1504,100.3768,13.7007,15.8402,2.3016,4.1782,10.486,4.5004,5.4475,3.7816,4.4764,38.0395,49.4495,2002.5684,0.8237,8.0209,干层
1576.90625,74.4559,8.8414,21.1704,101.6581,14.1301,15.789,2.2968,4.1732,10.6759,4.5281,5.5402,3.7843,4.4791,26.9252,48.0775,1622.9957,0.8237,8.1724,干层
1576.9375,74.8432,8.8616,20.6092,102.7792,13.4686,15.6221,2.292,4.1681,10.8149,4.6206,5.6332,3.8009,4.499,26.4167,26.4167,1327.443,0.8242,8.2607,干层
1576.96875,75.5791,8.8737,18.9294,103.2597,13.2133,15.9249,2.3316,4.1635,10.9793,4.7281,5.7788,3.8318,4.519,23.2261,23.2261,1075.8362,0.8242,8.4371,干层
1577.0,75.889,8.9059,18.4175,105.8998,13.4274,16.2785,2.3712,4.1589,11.2072,4.7942,5.8715,3.8914,4.5563,20.4932,20.4932,912.6776,0.8242,8.5381,干层
1577.03125,76.7798,8.918,18.0246,105.8998,14.0343,16.4927,2.4171,4.1473,11.3083,4.9004,5.9766,3.9369,4.5841,19.3627,19.3627,681.2919,0.8242,8.7652,干层
1577.0625,77.5932,8.9422,17.8222,107.2594,14.6795,16.3896,2.4629,4.1357,11.3962,5.0053,6.0833,4.0277,4.6298,18.3984,18.3984,508.5681,0.8242,8.8789,干层
1577.09375,78.3488,8.9503,17.5841,109.0988,16.1241,15.8676,2.5341,4.1434,11.3697,5.1887,6.1375,4.1361,4.6581,17.6369,17.6369,447.5005,0.8242,8.9795,干层
1577.125,78.7939,8.9624,17.3341,110.7781,13.6725,13.6725,2.6053,4.1512,11.2793,5.2936,6.2182,4.192,4.7745,16.5834,16.5834,249.3591,0.8242,9.0803,干层
1577.15625,79.7622,8.9705,16.9888,113.1756,13.2665,13.2665,2.7466,4.1973,11.1893,5.476,6.2851,4.2879,4.8751,15.5422,15.5422,107.5836,0.8242,9.2696,干层
1577.1875,81.2728,8.9787,16.7983,114.0548,11.1699,11.1699,2.8879,4.2433,11.0348,5.6196,6.4052,4.3704,4.9866,14.7041,14.7041,98.1892,0.8247,9.3704,干层
1577.21875,81.815,8.9829,16.6434,117.0104,11.0428,11.0428,3.0102,4.3716,10.9962,5.7379,6.4728,4.4881,5.1015,13.9557,13.9557,70.6653,0.8247,9.484,干层
1577.25,82.396,8.9871,16.5481,121.0012,11.3454,11.3454,3.1324,4.4998,10.7773,5.9333,6.5019,4.5568,5.209,13.0547,13.0547,70.0963,0.8247,9.5977,干层
1577.28125,83.3643,8.9913,16.8456,125.0724,12.4347,12.4347,3.2163,4.7429,10.7773,5.9991,6.4941,4.6448,5.3194,12.1152,12.1152,56.2684,0.8247,9.9005,干层
1577.3125,84.1002,8.9954,17.393,127.3875,13.2704,13.2704,3.3003,4.9861,10.6999,6.1945,6.4207,4.708,5.401,11.0744,11.0744,45.0864,0.8247,9.9005,干层
1577.34375,84.7974,8.9956,18.5117,132.2574,13.6874,13.6874,3.3778,5.1588,10.6097,6.3125,6.3359,4.7987,5.5265,10.1603,10.1603,35.5351,0.8247,10.115,干层
1577.375,85.6107,9.0078,19.5352,137.4435,5.0196,5.0196,3.4554,5.3315,10.6085,6.4437,6.288,4.8911,5.6323,9.3359,9.3359,27.9053,0.8247,10.2542,干层
1578.625,87.2323,8.6926,19.4244,130.3586,3.988,5.912,3.1962,4.892,6.991,5.4089,5.687,4.442,5.2157,7.6207,8.1422,5.4596,0.8199,13.0667,干层
1578.65625,87.116,8.6929,19.7576,127.6518,3.8209,5.4028,3.1532,5.0776,6.991,5.3239,5.6264,4.4661,5.2342,7.4062,8.4492,5.8309,0.8201,12.9543,干层
1578.6875,87.077,8.689,20.5312,126.1403,3.4259,4.9566,3.1101,5.2633,7.2477,5.2266,5.6183,4.4982,5.2721,7.1538,8.0316,6.389,0.8201,12.8672,干层
1578.71875,87.0769,8.6892,20.9001,124.5497,2.7895,4.714,3.0604,5.4424,7.3767,5.1172,5.5834,4.5143,5.3392,6.8764,7.7669,6.7862,0.8201,12.7929,干层
1578.75,87.038,8.6893,21.4952,123.1194,2.6238,4.5475,3.0107,5.6216,7.6462,5.0316,5.5633,4.6027,5.4326,6.7258,7.5902,7.2478,0.8201,12.6932,干层
1578.78125,86.9992,8.6895,21.8641,121.6883,2.0764,4.9644,2.9297,5.6484,7.7874,4.7595,5.5414,4.6697,5.5115,6.7659,7.4142,7.5864,0.8201,12.6061,干层
1578.8125,86.9603,8.6858,22.2449,120.8161,2.4554,5.2669,2.8487,5.6752,8.0699,4.6299,5.5105,4.6948,5.5012,6.921,7.5947,7.97,0.8201,12.5064,干层
1578.84375,86.8827,8.678,22.6734,120.0216,2.8216,5.4685,2.7928,5.6069,8.3015,4.5392,5.5105,4.6947,5.521,6.9858,7.8773,8.2361,0.8201,12.4321,干层
1578.875,86.8051,8.6583,22.8399,118.9899,2.9338,5.6822,2.7368,5.5385,8.3015,4.435,5.4903,4.6943,5.5306,7.039,7.9676,8.0958,0.8201,12.3701,干层
1578.90625,86.6888,8.6504,22.4232,118.4352,2.9698,5.8709,2.6686,5.4572,8.5074,4.3697,5.4343,4.677,5.5102,7.2381,8.1227,7.9495,0.8201,12.3094,干层
1578.9375,86.6112,8.6347,22.2208,118.5191,3.1327,6.0854,2.6005,5.3759,8.9435,4.3293,5.4343,4.6512,5.4798,7.4286,8.328,7.7777,0.8217,12.2729,干层
1578.96875,86.4561,8.6229,22.2683,118.6842,3.3725,6.325,2.551,5.2695,8.9435,4.3022,5.3991,4.634,5.4298,7.619,8.4307,7.6513,0.8217,12.2119,干层
1579.0,86.2623,8.5914,22.292,118.7668,3.7641,6.7163,2.5015,5.1631,9.1234,4.2875,5.3662,4.5749,5.3216,7.9365,8.5858,7.4861,0.8217,12.1871,干层
1579.03125,86.0685,8.5756,22.2324,119.0109,4.105,6.9306,2.446,5.0691,9.3548,4.2474,5.333,4.5002,5.2636,8.0,8.8306,7.3778,0.8217,12.1509,干层
1579.0625,85.991,8.5717,22.1609,119.1759,4.6355,7.259,2.3904,4.9751,9.4968,4.2201,5.3099,4.443,5.1493,8.254,8.9202,7.2581,0.8208,12.0512,干层
1579.09375,85.7584,8.5559,22.0061,119.2585,4.964,7.5618,2.3537,4.8496,9.6888,4.2045,5.2636,4.3545,5.0931,8.5714,9.0619,7.1925,0.8208,12.0216,干层
1579.125,85.4871,8.5362,21.7798,119.2634,5.2289,7.9534,2.317,4.7241,9.9976,4.2154,5.2424,4.2678,5.0099,8.8254,9.1656,7.0757,0.8208,11.9946,干层
1579.15625,85.3709,8.5324,21.3631,119.1088,5.5825,8.4596,2.2992,4.6174,9.9976,4.2256,5.234,4.2366,4.9372,8.4444,9.1167,7.0379,0.8208,11.9551,干层
1579.1875,84.9446,8.5326,21.0535,119.1123,5.7963,8.4707,2.2814,4.5108,10.1142,4.2377,5.2279,4.2132,4.8921,8.3175,8.8901,7.2352,0.82,11.9161,干层
1579.21875,84.7509,8.5727,20.9701,119.0382,5.4901,7.9231,2.3018,4.4042,10.3716,4.3108,5.2279,4.2129,4.8209,8.1925,8.6511,7.2753,0.82,11.8633,干层
1579.25,84.4796,8.5928,21.1367,119.041,5.1582,7.617,2.3222,4.2977,10.4618,4.3227,5.1826,4.2125,4.7944,8.1058,8.5631,7.4244,0.82,11.8371,干层
1579.28125,84.2084,8.6249,21.5532,119.0445,4.979,7.1205,2.3745,4.2229,10.6168,4.4087,5.1725,4.2047,4.7941,8.0442,8.5015,7.4935,0.8186,11.798,干层
1579.3125,83.7822,8.641,22.1602,119.0487,5.0528,6.6746,2.4268,4.1481,10.7709,4.4582,5.1419,4.1815,4.8376,7.9946,8.5171,7.5215,0.8186,11.7199,干层
1579.34375,83.4335,8.6811,22.8743,119.0606,5.1531,6.4574,2.4981,4.232,10.8614,4.5577,5.1195,4.1812,4.8816,7.946,8.5435,7.495,0.8186,11.6933,干层
1579.375,83.0847,8.7332,23.3742,119.0606,5.5194,6.2525,2.5695,4.316,11.0671,4.6325,5.097,4.1809,4.9169,8.381,8.7638,7.4821,0.8186,11.6542,干层
1579.40625,82.7748,8.7533,24.1597,118.985,5.9868,6.5809,2.8136,4.4444,11.2987,4.6948,5.0624,4.1808,4.9526,8.381,8.7638,7.4832,0.8186,11.5762,干层
