Depth,AC,CAL,CNL,GR,MINV,MNOR,R025,R045,R25,R4,RA05,RILD,RILM,RL3D,RL3S,RLL8,RM,SP,result
1494.8125,84.2677,8.5275,15.0911,90.1776,5.8516,6.4763,3.5384,7.2427,10.0921,10.684,10.5069,6.2841,7.7261,12.8036,15.1411,10.4661,0.9,4.978,油层
1494.84375,84.3842,8.52,14.1451,90.1799,5.7093,6.3982,3.551,6.8745,10.2851,11.1066,10.7105,6.2749,7.534,13.117,15.2978,10.8386,0.9,4.8217,油层
1494.875,84.5007,8.52,13.1414,90.1822,5.6827,6.384,3.5636,6.5063,10.4781,11.4978,10.9456,6.2772,7.4819,13.4303,15.4545,11.5161,0.9,4.6655,油层
1494.90625,84.6409,8.52,12.4712,90.232,5.6815,6.4336,3.5282,6.9063,10.6712,11.9522,11.1021,6.3148,7.5127,13.7437,15.6424,12.349,0.9,4.517,油层
1494.9375,84.8763,8.52,11.8096,90.4727,5.7434,6.5085,3.4928,7.3062,10.8642,12.3559,11.2646,6.387,7.5847,14.0571,15.9559,13.1692,0.9,4.4002,油层
1494.96875,85.1116,8.52,11.1611,90.7134,5.7807,6.5963,3.6038,7.1695,11.0572,12.684,11.4361,6.4955,7.6999,14.3704,16.2693,13.7384,0.9,4.2833,油层
1495.0,85.347,8.52,10.5131,90.9541,5.8555,6.6588,3.7148,7.0328,11.2502,13.0622,11.6462,6.6913,7.8453,14.6838,16.5828,14.3582,0.9,4.1665,油层
1495.03125,85.4658,8.52,9.5826,90.9541,5.9178,6.6702,3.9297,7.6042,11.444,13.4501,11.8351,6.8942,7.9929,14.9584,17.0148,15.3969,0.9,4.0489,油层
1495.0625,85.5847,8.52,9.2232,90.9541,5.9674,6.6176,4.1446,8.1755,11.6377,13.8272,11.8991,7.009,8.2806,15.2329,17.4468,15.8566,0.9,3.9313,油层
1495.09375,85.7035,8.52,10.2964,90.9541,5.9918,6.5523,4.3743,8.7,11.8315,14.1107,11.9165,7.3136,8.3577,15.5075,17.8787,16.2702,0.9,3.8137,油层
1495.125,85.8223,8.52,11.0928,90.9541,6.0156,6.4999,4.6041,9.2245,12.0241,14.3316,11.9028,7.561,8.6905,15.8125,18.1853,17.224,0.9,3.6961,油层
1495.15625,85.9412,8.52,12.3605,90.9541,6.027,6.473,4.7628,9.697,12.2163,14.2912,11.7462,7.8313,8.788,16.1251,18.4607,17.8042,0.9,3.5785,油层
1495.1875,86.0601,8.52,13.591,90.9541,5.9109,6.4846,4.9216,10.1694,12.4086,14.0005,11.5896,8.1118,9.0699,16.4377,18.7361,18.6087,0.9,3.461,油层
1495.21875,86.1074,8.52,14.7659,91.1001,5.7436,6.5724,5.0433,10.5116,12.6246,13.3347,11.4331,8.4026,9.3089,16.7282,19.0331,18.8854,0.9,3.3671,油层
1495.25,86.1074,8.52,15.7719,91.3428,5.6148,6.8122,5.1651,10.8538,12.8565,12.6488,11.2039,8.5445,9.5362,17.0041,19.3446,19.2022,0.9,3.2891,油层
1495.28125,86.1074,8.52,16.7544,91.5854,5.6134,6.888,5.1842,11.4307,13.0883,11.966,10.9592,8.7703,9.7519,17.2799,19.656,19.5254,0.9,3.2111,油层
1495.3125,86.0165,8.52,17.811,91.9211,5.663,7.0266,5.2034,12.0076,13.3345,11.3155,10.7245,8.9193,9.99,17.5697,19.9536,19.9634,0.9,3.1632,油层
1495.34375,85.7882,8.5248,18.4055,92.3973,5.8525,7.1526,5.074,11.2824,13.6026,10.56,10.4899,8.988,10.1408,17.8807,20.2306,20.0016,0.9,3.1608,油层
1495.375,85.5598,8.5368,18.6915,92.8734,6.0166,7.3044,4.9446,10.5571,13.8706,9.7344,10.2553,9.0409,10.3144,18.1917,20.5075,20.1897,0.9,3.1585,油层
1495.40625,85.3088,8.5488,18.4465,93.351,6.1303,7.5321,4.7859,10.1132,14.1625,9.2761,10.0321,8.9786,10.3552,18.4883,20.8266,20.2669,0.9,3.1637,油层
1495.4375,84.9664,8.5585,18.0871,93.8346,6.1287,7.6967,4.6271,9.6694,14.5501,8.8759,9.8041,8.7712,10.362,18.7264,21.315,20.27,0.9,3.1992,油层
1495.46875,84.6239,8.559,17.8475,94.3181,5.9234,7.9622,4.4367,9.3428,14.9377,8.5629,9.569,8.4444,10.2878,18.9646,21.8034,20.125,0.9,3.2348,油层
1495.5,84.2815,8.5595,17.5481,94.8017,5.8074,8.0507,4.2462,9.0162,15.3253,8.2416,9.3342,8.0997,10.1054,19.2028,22.2918,19.908,0.9,3.2703,油层
1495.53125,83.9155,8.56,17.5481,95.5135,5.6913,8.2277,4.1096,8.6289,15.8645,7.8913,9.1307,7.7975,9.873,19.5122,22.4317,19.6569,0.9,3.3484,油层
1495.5625,83.5494,8.5725,17.9775,96.2254,5.562,8.354,3.9731,8.2416,16.4038,7.4318,9.0527,7.4657,9.6286,19.8216,22.5717,19.3384,0.9,3.4266,油层
1495.59375,83.1833,8.585,18.5164,96.9372,5.5226,8.5057,3.8956,8.0601,16.943,7.0601,8.9275,7.0577,9.5254,20.1311,22.7116,19.2353,0.9,3.5047,油层
1495.625,82.7315,8.5975,19.3544,98.048,5.6359,8.6698,3.8182,8.0492,17.4766,6.747,8.771,6.8811,9.3218,20.4437,22.9867,19.2035,0.9,3.6145,油层
1495.65625,82.2584,8.6093,20.5858,99.2581,5.838,8.7706,3.8164,8.079,18.0088,6.3742,8.605,6.3327,8.7192,20.757,23.2953,19.4553,0.9,3.7321,油层
1495.6875,81.7853,8.6209,21.6135,100.4682,5.901,8.7819,3.8145,8.1087,18.541,6.0806,8.4188,6.1054,8.6399,21.0704,23.6039,19.4924,0.9,3.8497,油层
1495.71875,81.2152,8.6326,22.3361,101.8117,6.1535,8.5254,3.7491,7.9098,19.0897,5.9056,8.2022,5.8327,8.3298,21.4273,23.9503,20.1141,0.9,3.9872,油层
1495.75,80.5809,8.6377,22.7765,103.2435,6.2293,8.2944,3.6836,7.4333,19.6492,5.6272,8.0893,5.675,8.2753,21.813,24.3217,20.3007,0.9,4.1378,油层
1495.78125,79.9466,8.6386,23.0983,104.6752,6.4063,8.1658,3.5709,7.3698,20.2087,5.3525,7.9885,5.3723,7.8854,22.1988,24.6931,20.755,0.9,4.2884,油层
1495.8125,79.4799,8.6395,23.2253,106.1057,6.5836,7.8581,3.4582,7.3062,20.762,5.196,7.832,5.227,7.7825,22.5869,24.7435,21.1425,0.9,4.4255,油层
1495.84375,79.2663,8.645,23.2851,107.5343,6.3273,7.5762,3.3836,7.0839,21.3059,5.0865,7.6801,5.0857,7.3296,22.9786,24.3095,22.0572,0.9,4.5424,油层
1495.875,79.0527,8.6575,23.2999,108.963,5.7509,7.2814,3.3091,6.8615,21.8498,5.0084,7.5314,4.9482,7.2393,23.3702,23.8754,22.3436,0.9,4.6592,油层
1495.90625,78.9622,8.67,23.4321,110.4004,5.6475,7.1401,3.2236,6.3216,22.3469,4.9378,7.4455,4.7272,6.751,23.2715,23.297,22.8861,0.9,4.7775,油层
1495.9375,79.3666,8.68,23.5818,111.8731,5.8384,7.0495,3.1381,6.2594,22.6564,4.864,7.3627,4.6416,6.6895,21.2013,22.1386,23.4865,0.9,4.9022,油层
1495.96875,79.771,8.68,23.7579,113.3457,6.6021,6.6021,3.0616,6.0979,22.9658,4.7855,7.2847,4.5161,6.3908,19.1311,20.9801,23.7484,0.9,5.0269,油层
1496.0,80.1754,8.68,24.1395,114.8184,7.6584,7.6584,2.9852,5.8605,23.2753,4.8327,7.2066,4.394,6.2751,17.0609,19.8217,24.1014,0.9,5.1516,油层
1496.03125,80.3654,8.68,24.5879,116.2691,8.4221,8.4221,2.9085,5.8274,23.5628,4.8954,7.1286,4.4194,6.1054,14.7494,16.8558,20.8188,0.9,5.3,油层
1496.0625,80.5554,8.6675,25.0992,117.7197,8.9429,9.568,2.8319,5.8451,23.8504,4.8954,7.0506,4.2782,5.9403,12.4379,13.8899,16.0527,0.9,5.4485,油层
1496.09375,80.7453,8.655,25.6943,119.1704,7.5256,7.5256,2.7523,5.7978,24.1379,4.9424,6.976,4.1866,5.7364,10.1264,10.9241,13.5646,0.9,5.5969,油层
1496.125,80.9508,8.6425,26.3454,120.6211,4.5157,4.5157,2.6727,5.6742,24.2402,5.0209,6.9038,4.0754,5.6746,10.3253,9.5639,11.5894,0.9,5.7592,油层
1496.15625,81.1601,8.6312,26.8501,122.0717,4.2988,4.2988,2.6886,5.4113,24.2964,5.0994,6.9038,4.0101,5.5842,11.1486,8.6031,10.7523,0.9,5.9249,油层
1496.1875,81.3694,8.6202,27.444,123.5224,3.3542,3.3542,2.7046,5.1862,24.3526,5.1799,6.9352,3.9247,5.4753,11.972,7.6424,9.7588,0.9,6.0907,油层
1500.625,85.0441,8.8,19.7818,115.4889,1.7635,3.6627,5.0588,11.4994,11.3219,10.9047,12.913,8.6784,11.3724,10.5662,11.3338,7.2161,0.9,7.7542,差油层
1500.65625,84.6946,8.79,20.0344,114.2667,2.1827,3.9409,4.8202,11.7535,11.5174,10.7465,12.7438,8.7299,11.6099,11.082,12.0082,7.9559,0.9,7.5182,差油层
1500.6875,84.3451,8.7775,20.3231,113.0444,3.9017,3.9017,4.5816,12.0334,11.6974,10.5884,12.5521,8.7974,11.8086,11.5977,12.6826,8.5958,0.9,7.2822,差油层
1500.71875,84.2088,8.765,20.0036,112.0245,5.7359,5.7359,4.3858,11.6435,11.8541,10.4303,12.3266,8.8827,11.9444,11.9647,13.1834,10.0885,0.9,7.0684,差油层
1500.75,84.2135,8.7478,19.5381,111.1387,7.0342,7.0342,4.1901,11.1134,12.0108,10.3458,12.1445,8.9502,12.0832,12.2332,13.5693,11.1017,0.9,6.8693,差油层
1500.78125,84.2183,8.7276,18.7854,110.2528,7.0963,6.8924,4.0837,10.7095,12.1675,10.2958,11.9628,8.9865,12.1555,12.5018,13.9553,13.0771,0.9,6.6703,差油层
1500.8125,84.3656,8.7074,17.7402,109.3898,7.0059,7.3119,3.9773,10.4828,12.3242,10.3104,11.7396,9.0729,12.1385,12.6949,14.2506,14.6853,0.9,6.4716,差油层
1500.84375,84.7282,8.6901,16.7508,108.5611,8.0115,8.1514,3.9486,10.2287,12.4808,10.3641,11.5649,9.1603,11.9675,12.7742,14.4092,15.4344,0.9,6.2737,差油层
1500.875,85.0907,8.6775,15.7986,107.7325,10.253,9.055,3.9199,9.9111,12.6375,10.4437,11.4226,9.1801,11.7337,13.0877,14.5679,16.3122,0.9,6.0758,差油层
1500.90625,85.4772,8.6648,14.9814,106.9054,10.7485,10.7485,3.8287,9.6569,12.792,10.6018,11.3441,9.018,11.4204,13.2147,14.7265,16.9255,0.9,5.8704,差油层
1500.9375,85.9598,8.6537,14.2649,106.0841,10.9255,10.9255,3.7375,9.4028,12.9466,10.7599,11.2971,8.8576,11.0751,13.2783,14.8852,17.692,0.9,5.635,差油层
1500.96875,86.4425,8.6491,13.6994,105.2629,11.7654,11.7654,3.9355,9.2122,13.1011,10.918,11.2971,8.654,10.7399,13.5324,15.0438,17.5976,0.9,5.3995,差油层
1501.0,86.9252,8.6446,13.2211,104.4416,14.5411,14.5411,4.1335,8.9581,13.1615,11.0287,11.2971,8.5621,10.4535,13.4689,15.2025,17.122,0.9,5.1641,差油层
1501.03125,87.7656,8.64,12.777,103.952,14.5281,12.5386,4.3938,8.7039,13.1984,11.1511,11.293,8.3353,10.2313,13.4053,15.3042,16.5682,0.9,5.0058,差油层
1501.0625,88.606,8.64,12.3835,103.4623,13.3539,12.3982,4.6541,8.963,13.2353,11.3684,11.2725,8.2463,10.1982,12.8195,15.756,15.9739,0.9,4.8476,差油层
1501.09375,89.4465,8.64,11.7985,102.9726,12.6261,11.543,4.9537,9.3393,13.225,11.4901,11.1695,8.1147,10.2217,12.6501,15.5075,15.6273,0.9,4.6893,差油层
1501.125,90.4668,8.64,11.7985,103.1369,12.0894,11.1082,5.2533,9.6569,13.1835,11.5481,11.0113,7.8566,10.2641,12.2745,15.1466,15.2321,0.9,4.5627,差油层
1501.15625,91.532,8.65,13.6764,103.4638,11.2458,10.9667,5.2231,9.8475,13.1419,11.4468,10.8304,7.7449,10.3256,11.8476,14.6706,14.712,0.9,4.4439,差油层
1501.1875,92.5971,8.6625,15.2326,103.7907,11.2583,10.8121,5.1928,10.1652,13.0846,11.3034,10.5953,7.6352,10.5339,11.4207,14.1947,14.0292,0.9,4.3251,差油层
1501.21875,93.2229,8.675,17.6881,104.4627,11.9833,11.5372,4.7217,10.6099,13.0035,11.0973,10.279,7.4862,10.6532,11.2059,13.7981,13.7754,0.9,4.2064,差油层
1501.25,93.5576,8.6852,19.9555,105.3631,12.6446,12.6446,4.2506,10.9276,12.9224,10.5715,10.046,7.3012,10.7745,11.1316,13.4541,13.4776,0.9,4.0877,差油层
1501.28125,93.8924,8.6939,22.0068,106.2635,12.1334,12.1334,3.6956,11.4358,12.8341,9.9872,9.8654,7.2235,10.8581,11.0574,13.1101,13.3069,0.9,3.9691,差油层
1501.3125,94.0938,8.7026,23.3779,107.0986,11.5075,11.5075,3.1405,11.5358,12.7164,9.4876,9.8121,7.1471,10.9221,10.9947,12.8569,12.9477,0.9,3.8515,差油层
1501.34375,94.0938,8.7143,24.5069,107.8348,10.8304,10.8304,2.9703,10.4828,12.5988,9.0362,9.7272,7.0856,10.8277,10.9496,12.7408,12.6908,0.9,3.7354,差油层
1501.375,94.0938,8.7306,25.4167,108.5711,10.3704,10.3704,2.8,9.5934,12.4812,8.617,9.6212,7.0499,10.5192,10.9044,12.6246,12.5074,0.9,3.6194,差油层
1501.40625,94.121,8.7469,24.9161,109.4042,9.6681,9.6681,2.9251,8.4498,12.3667,8.4876,9.463,7.0395,10.0165,10.8282,12.4898,12.2596,0.9,3.5192,差油层
1501.4375,94.2578,8.7668,23.9088,110.6265,7.881,7.881,3.0502,7.3062,12.2523,8.422,9.2929,7.0034,9.4687,10.627,12.2801,12.0164,0.9,3.4825,差油层
1501.46875,94.3945,8.8009,22.2285,111.8487,7.8938,7.8938,3.2802,6.7344,12.1378,8.4519,9.1049,6.9933,8.9669,10.4259,12.0704,11.7783,0.9,3.4458,差油层
1501.5,94.5313,8.8349,21.1905,113.071,9.1284,9.1284,3.5101,6.932,12.021,8.5844,8.9022,6.8943,8.4144,10.2247,11.8607,11.5066,0.9,3.4091,差油层
1501.53125,94.8986,8.869,20.528,114.2933,9.8788,9.8788,3.75,7.3661,11.9036,8.736,8.6898,6.6894,7.9833,9.9867,11.4975,11.4026,0.9,3.5401,差油层
1501.5625,95.2659,8.9034,20.363,115.5155,9.1001,9.1001,3.9898,7.7125,11.7862,8.8617,8.4531,6.3857,7.6997,9.7487,11.1343,11.2388,0.9,3.6712,差油层
1501.59375,95.6332,8.9379,21.6669,116.7378,8.6144,8.6144,4.0949,7.6399,11.6688,8.8049,8.2837,6.0951,7.2945,9.5107,10.7711,11.0776,0.9,3.8022,差油层
1501.625,96.279,8.9723,23.0894,117.9601,7.5931,7.5931,4.2,7.2874,11.5515,8.6261,8.159,5.8132,7.2574,9.2727,10.4126,11.0184,0.9,4.0502,差油层
1501.65625,96.994,9.002,23.9181,119.1823,7.3237,7.3237,4.053,7.5966,11.4343,8.1956,8.159,5.4899,7.4516,9.0347,10.0553,10.92,0.9,4.3272,差油层
1501.6875,97.7091,9.0304,24.5809,120.4046,6.7748,6.7748,3.9059,8.045,11.331,7.7757,8.159,5.2107,7.5085,8.7967,9.698,10.8614,0.9,4.6043,差油层
1501.71875,98.5014,9.0589,24.9953,121.7384,5.9451,5.9451,3.6439,8.4301,11.249,7.3718,8.159,4.9976,7.6654,8.5589,9.3236,10.7644,0.9,4.8812,差油层
1501.75,99.345,9.0928,25.6691,123.1461,5.2808,5.2808,3.3819,7.4808,11.1669,7.1271,8.2218,4.9297,7.7674,8.3212,8.9379,10.6674,0.9,5.1579,差油层
1501.78125,100.1886,9.1305,26.3936,124.5538,5.2286,5.2286,3.1874,6.5817,11.0708,6.9167,8.3001,4.9157,7.9007,8.0835,8.5522,10.5525,0.9,5.4346,差油层
1501.8125,101.2654,9.1682,27.062,126.0067,6.2974,6.2974,2.9928,5.9751,10.918,6.6846,8.3786,4.9729,8.0366,7.8457,8.2096,10.4197,0.9,5.7115,差油层
1501.84375,102.6942,9.2097,27.0878,127.5277,7.112,7.112,2.8645,5.2415,10.7653,6.5675,8.4336,5.0307,7.9517,7.6077,7.932,10.2886,0.9,5.9886,差油层
1501.875,104.1231,9.2572,26.6843,129.0488,7.8879,8.4223,2.7362,5.0667,10.6125,6.5272,8.473,5.089,7.4331,7.3697,7.6545,10.1405,0.9,6.2656,差油层
1501.90625,105.7462,9.3048,25.3253,130.5104,7.963,7.963,2.9183,5.2875,10.491,6.4864,8.478,5.1484,7.0373,7.1325,7.3745,9.9583,0.9,6.5513,差油层
1501.9375,108.15,9.3484,23.7602,131.7326,6.9802,6.9802,3.1003,5.6218,10.3694,6.5555,8.5127,5.2205,6.7485,6.8985,7.0851,9.7611,0.9,6.8718,差油层
1501.96875,110.5538,9.3762,21.8861,132.9549,6.5837,6.5837,3.0456,5.8164,10.2479,6.7893,8.5918,5.3116,6.5177,6.6644,6.7957,9.5506,0.9,7.1922,差油层
1502.0,112.9575,9.4041,20.3372,134.1771,6.2638,6.2638,2.9909,5.8699,10.133,7.1133,8.6987,5.4047,6.3832,6.4304,6.5063,9.4299,0.9,7.5127,差油层
1503.0,134.7933,8.5608,21.3071,153.8837,6.1672,5.581,3.9505,7.6039,18.0823,6.6502,9.0569,5.9553,7.7148,15.8228,18.7342,11.8959,0.9,10.8396,干层
1503.03125,129.4882,8.56,21.799,154.8509,4.955,6.7302,4.2037,7.7721,18.7235,6.6168,9.1344,6.0244,7.6435,17.2076,19.0111,13.1181,0.9,10.7999,干层
1503.0625,128.1824,8.56,22.3501,155.8182,4.189,4.8123,4.4569,7.7246,19.3646,6.4614,9.2119,6.0944,7.6435,18.5925,19.2881,16.8341,0.9,10.7603,干层
1503.09375,126.8767,8.56,22.7471,156.7854,3.8947,4.9269,4.5193,7.5637,20.016,6.3061,9.2895,6.1653,7.697,19.9773,19.565,18.9574,0.9,10.7206,干层
1503.125,123.4561,8.56,23.0411,158.533,3.5616,5.4986,4.5818,7.44,20.6742,6.1507,9.3671,6.2368,7.7861,25.3227,27.6997,25.8889,0.9,10.6544,干层
1503.15625,119.5093,8.5798,23.0043,160.4748,3.28,5.8416,4.4243,7.2911,21.3323,5.9953,9.3671,6.2368,7.8769,31.6533,37.7892,34.1023,0.9,10.5816,干层
1503.1875,115.5626,8.6046,22.9235,162.4165,4.6293,6.7937,4.2668,7.1677,21.931,5.8701,9.3671,6.2368,7.9314,37.9839,47.8787,85.2519,0.9,10.5088,干层
1503.21875,111.0384,8.6293,22.7765,163.9296,5.4564,6.5524,4.1393,7.1202,22.4399,5.79,9.3671,6.2368,7.9314,43.2402,56.1778,137.6857,0.9,10.4561,干层
1503.25,106.1319,8.6543,22.6297,165.1588,5.6331,8.0,4.0117,7.0985,22.9489,5.7113,9.3076,6.2368,7.9314,47.7848,63.2911,258.9254,0.9,10.4167,干层
1503.28125,101.2253,8.6795,22.4901,166.3879,5.3388,7.4161,3.9309,7.1027,23.4266,5.6485,9.2327,6.2226,7.9133,52.3294,70.4044,494.8168,0.9,10.3772,干层
1503.3125,98.8435,8.7047,22.3799,167.5179,5.0187,7.2998,3.8501,7.1823,23.7793,5.6485,9.1551,6.1511,7.8225,56.4821,75.3141,1454.449,0.9,10.3378,干层
1503.34375,100.2736,8.7248,22.3137,168.4983,4.7243,6.9288,3.8978,7.3133,24.1319,5.6485,9.0728,6.0598,7.7326,60.0431,76.8968,2154.4343,0.9,10.2983,干层
1503.375,101.7037,8.7372,22.277,169.4787,5.0671,7.2078,3.9455,7.4576,24.4845,5.6485,8.9873,5.9551,7.6435,63.6041,78.4794,3203.1028,0.9,10.2589,干层
1503.40625,103.1408,8.7496,22.277,170.3595,5.6642,7.5756,4.0966,7.5623,24.6917,5.6485,8.8386,5.8199,7.7326,66.0616,79.5892,4304.4229,0.9,10.2194,干层
1503.4375,104.6065,8.7571,22.3064,170.8404,5.9558,7.8417,4.2478,7.6929,24.899,5.6485,8.7139,5.6867,7.8225,68.254,78.7978,4265.4873,0.9,10.18,干层
1503.46875,106.0721,8.7448,22.3799,171.3212,6.2603,8.0699,4.3785,7.849,25.1062,5.6485,8.6253,5.5565,7.9133,64.127,78.0065,3821.0808,0.9,10.1405,干层
1503.5,107.5378,8.7324,22.4826,171.8021,6.1431,8.0812,4.5092,7.98,25.1245,5.5857,8.5443,5.4302,7.9314,60.1266,77.2152,2886.1399,0.9,10.101,干层
1503.53125,110.4851,8.72,22.5562,171.5394,6.092,7.5573,4.5455,7.9332,25.0958,5.523,8.4523,5.3176,7.9314,52.0635,74.0499,2066.4954,0.9,10.0615,干层
1503.5625,113.4324,8.7075,22.4827,171.2767,5.7466,7.2757,4.5818,7.67,25.067,5.523,8.3083,5.2566,7.9314,47.8609,70.8845,1563.6034,0.9,10.022,干层
1503.59375,116.3798,8.695,22.255,171.014,5.1461,6.9556,4.4673,7.3173,24.901,5.476,8.2042,5.1609,7.8769,41.7281,67.7192,503.0446,0.9,9.9826,干层
1503.625,120.983,8.6825,21.9243,170.1667,4.7753,6.7502,4.3528,6.9528,24.644,5.3975,8.1266,5.0422,7.7861,37.4963,61.5439,442.4017,0.9,9.9747,干层
1503.65625,125.9982,8.6806,21.5201,169.174,4.4425,6.5195,4.1316,6.7144,24.387,5.3363,8.0316,4.9277,7.6529,33.7375,54.6197,193.7431,0.9,9.9747,干层
1503.6875,131.0134,8.6812,21.2336,168.1812,4.2882,6.6325,3.9104,6.4004,24.0671,5.2927,7.943,4.8258,7.5043,29.9787,47.6955,103.2335,0.9,9.9747,干层
1503.71875,135.6029,8.6819,21.1234,166.8928,4.2993,6.8991,3.7447,6.1115,23.6523,5.2754,7.8639,4.7428,7.3324,26.2125,39.2267,78.3995,0.9,9.9747,干层
1503.75,139.9105,8.6973,21.3365,165.4086,4.4765,7.127,3.5789,5.9373,23.2376,5.2092,7.8949,4.6829,7.0696,22.4416,29.7348,67.0845,0.9,9.9747,干层
1503.78125,144.218,8.7225,21.6448,163.9244,4.6662,6.7942,3.5077,6.0299,22.7821,5.1464,7.9572,4.6559,6.8024,18.6706,20.2429,58.0397,0.9,9.9747,干层
1503.8125,146.5757,8.7477,22.0123,162.348,5.047,6.6527,3.4364,6.0347,22.163,5.1464,8.0347,4.7374,6.6092,16.2288,14.5167,52.5706,0.9,9.9747,干层
1503.84375,150.8701,8.7728,22.4679,160.6324,5.3768,6.9315,3.5,5.8469,21.5439,5.2264,8.1123,4.8375,6.4649,15.7939,14.4759,40.5153,0.9,9.9747,干层
1503.875,150.289,8.798,22.9823,158.9169,5.745,7.2743,3.5636,5.5837,21.3469,5.3598,8.1898,4.9498,6.3532,15.359,14.4352,22.6469,0.9,9.9747,干层
1503.90625,149.5142,8.8232,23.4232,157.2062,6.0114,7.6805,3.6167,5.5247,20.9022,5.6218,8.3465,5.0962,6.3532,15.0503,14.4674,16.6712,0.9,9.9841,干层
1503.9375,139.1329,8.8512,23.717,155.5151,6.5068,7.9339,3.6699,5.6418,20.5845,5.882,8.5032,5.2454,6.3241,15.2488,14.7927,15.5509,0.9,10.0315,干层
1503.96875,134.2957,8.8901,23.7906,153.824,6.862,7.4607,3.6072,5.7223,20.3939,6.1394,8.6599,5.3987,6.2513,15.4472,15.1179,14.6665,0.9,10.0789,干层
1504.0,129.4585,8.9291,23.3055,152.1329,6.5167,7.1793,3.5446,5.6367,19.8221,6.5823,8.8164,5.4798,6.2081,15.6456,15.4432,13.2364,0.9,10.1263,干层
1504.03125,121.2663,8.968,22.4252,149.9631,6.2094,7.1142,3.4667,5.5257,19.695,7.2049,8.9631,5.5565,6.1515,15.7466,15.7526,13.9629,0.9,10.2449,干层
1504.0625,113.074,9.0059,20.5145,147.7933,6.208,7.7495,3.3887,5.3387,19.2503,8.3646,9.0708,5.6867,6.0112,15.8476,16.062,12.9326,0.9,10.3635,干层
1504.09375,104.8818,9.0438,18.6919,145.6236,6.4102,8.3216,3.2853,5.241,19.0597,9.6785,9.1614,5.7589,5.9346,15.9487,17.0902,13.1242,0.9,10.4821,干层
1504.125,98.6691,9.0817,16.9282,144.8471,6.6385,8.6389,3.1818,5.1936,18.7421,11.0955,9.2405,5.7922,5.9003,15.3654,17.2173,13.6663,0.9,10.5757,干层
1504.15625,92.9488,9.1309,15.1645,144.4173,7.2101,8.9052,3.143,5.6295,18.5329,14.0952,9.2405,5.7922,5.9003,14.6118,17.4079,14.2834,0.9,10.6631,干层
1504.1875,87.2286,9.1829,13.4007,143.9875,7.6803,9.1331,3.1042,6.2311,18.0955,16.2705,9.2582,5.7922,5.914,13.8582,16.99,14.8194,0.9,10.7506,干层
1504.21875,83.5142,9.235,11.637,144.1933,8.2396,9.4119,3.3078,7.0231,17.676,18.1587,9.3025,5.7922,5.9483,13.1001,16.2929,15.5458,0.9,10.8517,干层
1504.25,81.1284,9.285,9.8161,144.8201,8.6206,8.6206,3.5114,7.8547,17.2683,19.1689,9.4367,5.8737,6.0673,12.339,15.0023,16.0403,0.9,10.9619,干层
1504.28125,78.7427,9.3337,7.3096,145.4469,9.7023,9.7023,3.901,8.2134,16.8607,20.1408,9.5932,5.962,6.2618,11.5779,13.7117,16.5197,0.9,11.072,干层
1504.3125,77.6874,9.3824,7.3098,146.4919,11.3064,11.3064,4.2906,8.6354,16.4473,20.7943,9.7499,5.9966,6.6753,10.8301,12.502,16.9832,0.9,11.1856,干层
1504.34375,78.6407,9.4318,10.7341,148.1684,16.2489,16.2489,4.7225,9.3139,16.0251,21.2691,9.8591,5.9691,7.1154,10.1025,11.4142,17.4913,0.9,11.3041,干层
1504.375,79.5941,9.4822,12.4611,149.8449,15.3047,15.3047,5.1544,9.6981,15.603,20.6751,9.9367,5.9003,7.5731,9.3749,10.3264,17.3029,0.9,11.4227,干层
1507.40625,83.8715,8.72,23.4759,106.5058,2.3611,2.3611,2.6011,4.8192,15.3848,3.0685,7.742,4.147,5.0436,23.5833,27.5966,7.6688,0.9,13.4008,干层
1507.4375,82.9763,8.72,22.0004,105.4296,4.8951,4.8951,2.6565,4.6193,16.0848,3.0286,7.8597,4.21,5.0921,25.6857,30.4764,17.4608,0.9,13.3215,干层
1507.46875,82.4309,8.72,20.5222,104.3535,6.7665,6.7665,2.7123,4.7622,16.7847,3.0479,8.0484,4.305,5.1319,27.7881,33.3561,23.8223,0.9,13.2421,干层
1507.5,81.3808,8.72,19.0423,103.452,10.791,10.791,2.7682,4.9051,17.4846,3.1067,8.2846,4.5256,5.2286,29.8905,36.2359,49.8317,0.9,13.1628,干层
1507.53125,80.5637,8.72,17.8805,102.8138,30.0952,27.1111,2.7605,5.0891,17.8763,3.1263,8.5192,4.6101,5.3867,32.0174,40.5972,674.8232,0.9,13.0195,干层
1507.5625,80.6745,8.72,16.7244,102.1757,28.4444,27.4286,2.7528,5.2529,18.268,3.1695,8.7537,4.8278,5.4673,36.3405,42.9479,1508.5908,0.9,12.8763,干层
1507.59375,81.0189,8.72,15.5768,101.5483,25.6776,24.3175,2.8391,5.1653,18.6597,3.248,8.9884,5.0006,5.6527,38.6277,44.155,1794.6024,0.9,12.733,干层
1507.625,81.3259,8.72,14.4768,100.9642,24.6984,24.381,2.9253,4.9784,19.0514,3.3264,9.2551,5.1605,5.8336,35.2301,39.2545,1811.0752,0.9,12.5973,干层
1507.65625,81.8639,8.73,13.4838,100.3801,22.9841,22.9206,3.1784,4.8169,19.4431,3.4047,9.5294,5.385,6.0985,33.4009,35.7149,1454.449,0.9,12.4635,干层
