Depth,AC,CALI,CALS,CNGR,DRHO,DT,GR,HAC,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PD,PEF,RHOB,RLLD,RLLS,SFLU,SP,TT1,TT2,TT3,TT4,result
1610.2275,249.6413,9.0312,9.3679,119.4996,-0.0072,84.5907,120.0854,258.0043,5.2963,5.1992,5.5122,5.2308,1.3146,4.0136,65.2853,0.2073,141.2252,2.8516,2.4983,5.7921,4.0258,4.5135,-8.6426,554.5,391.0,558.0,394.0,油水同层
1610.25875,250.2778,9.1562,9.3295,113.3232,-0.0078,82.9366,113.3197,257.3622,5.3339,5.6282,6.5617,6.0139,1.3131,3.9391,65.3369,0.1887,140.7113,2.6699,2.4898,5.9201,4.0642,6.2079,-9.0986,554.0004,392.9984,557.0008,396.7478,油水同层
1610.29,250.7853,9.1562,9.2361,107.6862,-0.005,81.5252,104.615,257.1035,5.4547,5.833,7.6286,6.866,1.3132,3.7944,65.3696,0.1809,140.1964,2.6875,2.4766,6.0865,4.1025,8.7223,-9.7603,554.5,389.0,556.0,392.75,油水同层
1610.32125,251.9298,9.1562,9.1515,105.84,-0.0028,80.6666,98.8297,256.7163,5.7244,5.833,8.4393,7.5483,1.3147,3.688,65.375,0.188,139.8873,2.7266,2.4701,6.1377,4.1281,9.8784,-10.2805,552.5016,386.0024,554.0016,389.5026,油水同层
1610.3525,252.3107,9.1562,9.1868,107.4426,0.003,80.6752,96.5853,256.7125,6.197,5.9929,8.4632,7.7298,1.3153,3.6398,65.375,0.2061,139.5771,2.8223,2.479,6.1504,4.1665,8.0869,-10.6221,547.5,383.5,551.0,387.5,油水同层
1610.38375,253.5824,9.1562,9.1869,105.5123,0.0071,81.3511,97.3354,256.9636,6.8543,6.5099,7.7788,7.3299,1.3159,3.6043,65.375,0.2086,139.268,2.7578,2.4825,6.1632,4.1921,6.845,-10.8267,542.0,382.0,543.0,384.25,油水同层
1610.415,253.9646,9.1562,9.1276,100.3418,0.0089,80.9444,97.6323,257.2159,7.4915,7.184,7.5644,7.2323,1.3168,3.5852,65.375,0.2041,138.5999,2.7617,2.4731,6.176,4.2048,7.1878,-11.2662,541.0,382.0,543.5,383.5,油水同层
1610.44625,254.472,9.1562,9.0978,94.0828,0.0065,80.4266,95.3486,257.722,7.8342,7.8969,8.4439,8.0379,1.3178,3.619,65.375,0.1833,138.0355,2.7909,2.4558,6.1632,4.192,8.5574,-12.0306,541.0,379.0,542.0,381.0,油水同层
1610.4775,255.2344,9.1562,9.0938,86.4255,0.0055,79.4293,88.9638,258.6133,8.0365,8.7374,10.0819,9.4889,1.3187,3.6967,65.375,0.1662,136.8057,2.6992,2.4399,6.0607,4.1408,11.0688,-12.8434,544.5,377.5,544.5,380.75,油水同层
1610.50875,255.7425,9.1562,9.0938,79.6869,0.0018,79.3675,80.0497,259.6317,8.0675,9.1894,12.4486,11.4576,1.3197,3.7782,65.375,0.1642,135.935,2.5878,2.4308,5.8943,4.0512,15.5838,-13.6535,545.5,377.5,546.5,381.5,油水同层
1610.54,256.3765,9.1562,9.0975,78.5675,0.0016,80.3789,73.8351,260.0112,8.019,8.8572,14.5481,13.0792,1.3188,3.7954,65.375,0.1754,131.9963,2.4434,2.4287,5.7023,3.9488,17.2756,-14.3291,545.0004,377.5,547.4992,381.5,油水同层
1610.57125,256.6296,9.1562,9.1047,85.0345,0.0042,81.8898,73.1852,257.8344,7.9138,8.2899,14.7159,13.2365,1.3176,3.7718,65.375,0.1885,131.7915,2.5372,2.4324,5.5615,3.872,14.5798,-14.5014,546.5,377.5,548.0,382.25,油水同层
1610.6025,257.0087,9.1562,9.0937,94.493,0.0093,83.5977,78.2527,255.7855,7.8316,7.7091,12.5307,11.5285,1.3164,3.785,65.375,0.2028,128.9283,2.6738,2.4405,5.3695,3.8079,10.1207,-13.9581,547.4992,380.2478,549.9984,382.9994,油水同层
1610.63375,257.2612,9.1719,9.0732,101.9062,0.0146,83.7528,86.0205,252.4568,7.5682,7.2029,9.8553,9.2678,1.3156,3.926,65.375,0.2095,126.6779,2.8711,2.4536,5.2415,3.7439,7.7157,-13.0273,550.5,386.25,553.0,388.75,油水同层
1610.665,257.2575,9.1719,9.0638,107.1091,0.0177,83.9396,94.1511,257.9476,7.2591,6.8608,8.1089,7.672,1.3154,4.1254,65.375,0.2111,124.9897,2.875,2.4688,5.1646,3.6927,6.7207,-12.1548,554.9964,387.9986,553.9992,390.9982,油水同层
1610.69625,256.8693,9.1562,9.0625,109.4633,0.0145,84.1552,100.1014,258.4574,6.9277,6.6121,7.2646,6.8695,1.3154,4.2547,65.375,0.21,123.4541,2.8047,2.4826,5.1646,3.7055,6.35,-11.4328,552.0,387.0,557.0,391.0,油水同层
1610.7275,256.6107,9.1719,9.0625,107.3749,0.0133,84.5127,103.0546,265.4827,6.6433,6.5882,7.068,6.6774,1.3154,4.2416,65.375,0.2138,121.9185,2.8984,2.4904,5.2286,3.7311,6.2689,-11.0099,554.498,383.0032,557.9992,389.0016,油水同层
1610.75875,256.0959,9.2891,9.0625,99.1486,0.0084,84.6923,102.3442,269.1845,6.3117,6.6888,7.5429,7.0984,1.3154,4.2424,65.375,0.207,118.8996,2.8203,2.4795,5.2798,3.7566,6.8054,-10.7672,557.5,384.25,560.5,389.0,油水同层
1610.79,255.4533,9.3047,9.0625,98.0387,0.0044,83.3125,96.2293,271.4807,5.9317,6.6725,8.5368,7.9217,1.315,4.3391,65.375,0.2044,118.8991,2.7773,2.4661,5.3181,3.7822,8.2687,-10.7056,560.0,387.0,562.5,390.75,油水同层
1610.82125,254.5534,9.3047,9.0851,101.708,0.0104,83.3211,91.0631,272.4978,5.7504,6.2462,9.0929,8.3964,1.3146,4.5811,65.375,0.2072,121.5005,2.7383,2.4642,5.3821,3.8078,9.8627,-10.6796,564.5,392.25,566.0,393.0,油水同层
1610.8525,254.296,9.3751,9.1282,107.3393,0.0468,84.1392,90.6919,271.3446,5.6827,5.717,8.8235,8.2511,1.3149,4.8688,65.375,0.216,123.5907,2.8927,2.4698,5.4205,3.8078,8.2455,-10.1519,562.5,393.5,564.5,397.0,油水同层
1610.88375,252.8831,9.4922,9.2167,112.4331,0.0875,85.6186,96.3881,270.0629,5.617,5.4297,7.8569,7.5802,1.3163,5.196,65.375,0.2126,125.3236,2.9629,2.4719,5.4589,3.7693,6.6141,-9.1613,560.5,395.0,562.5,400.75,油水同层
1610.915,252.4985,9.7032,9.3465,115.7339,0.1236,86.6128,102.1788,268.6535,5.6626,5.3081,6.4548,6.4618,1.3168,5.4324,65.4354,0.2105,126.1378,2.9921,2.4644,5.4716,3.7181,5.7821,-8.2856,559.0,393.0,562.5,399.0,油水同层
1610.94625,251.9838,9.7891,9.4715,118.8689,0.1393,86.0212,106.7168,267.3719,5.5608,5.3367,5.7477,5.7848,1.316,5.3829,65.4296,0.2023,127.2069,2.9199,2.4706,5.446,3.6413,5.5479,-7.6773,560.4988,388.7534,563.9988,395.0032,油水同层
1610.9775,251.0863,9.6405,9.5493,111.6914,0.1338,83.7793,108.0144,265.5779,5.246,5.5064,6.3379,6.215,1.316,5.058,65.3849,0.1969,128.4802,2.8926,2.4891,5.382,3.5901,6.0684,-7.4675,562.0,390.25,565.5,396.25,油水同层
1611.00875,250.3159,9.5547,9.5108,103.0031,0.1218,83.1391,102.887,264.2969,4.9761,5.4487,7.2293,6.9895,1.3158,4.8293,65.375,0.186,129.6519,2.8594,2.502,5.2668,3.5901,8.0191,-7.7244,563.9984,390.0002,569.4968,398.9978,油水同层
1611.04,249.2894,9.625,9.3952,101.0085,0.1194,83.4158,95.3194,262.632,4.8799,5.0404,7.5359,7.279,1.315,4.996,65.375,0.1937,131.0273,2.9355,2.4979,5.1772,3.5517,8.8669,-8.0136,548.5,393.0,556.5,400.25,油水同层
1611.07125,248.0074,9.7969,9.3907,107.4837,0.1011,84.3559,92.9699,261.2226,4.9642,4.7877,7.1951,7.0035,1.315,5.4604,65.375,0.2077,132.6069,3.0723,2.484,5.1515,3.5516,7.0768,-7.7419,539.5072,395.498,549.006,400.0002,油水同层
1611.1025,246.3402,9.7734,9.4963,117.628,0.1134,84.7231,100.1704,258.5316,5.2747,4.8494,6.2514,6.2311,1.3153,5.8197,65.375,0.2145,133.3185,3.0508,2.4762,5.1643,3.5516,5.2553,-7.3003,539.0,384.0,546.0,387.0,油水同层
1611.13375,246.339,10.0078,9.409,120.7299,0.1258,83.1226,108.3799,258.5309,5.6428,5.2591,5.2596,5.4425,1.314,5.9281,65.375,0.195,133.2131,3.1094,2.4751,5.1771,3.5388,4.6276,-7.0093,540.9984,377.0056,546.4996,382.2538,油水同层
1611.165,246.4625,9.5156,9.3387,109.8053,0.1081,78.8011,110.5886,259.6765,5.6076,5.957,5.6554,5.7963,1.3132,5.8984,65.375,0.1456,133.0562,3.2871,2.4809,5.1771,3.5388,5.5268,-6.9984,546.5,375.5,548.5,379.5,油水同层
1611.19625,246.715,9.1562,9.1838,101.7048,0.0847,75.4861,106.6896,260.6949,5.2858,6.3403,7.6776,7.563,1.3134,5.9714,65.375,0.1179,132.8493,3.5565,2.5167,5.1258,3.526,9.1,-7.0868,552.0,375.0,552.0,379.5,油水同层
1611.2275,247.0935,9.1562,8.9676,102.6293,0.109,75.367,102.6062,261.457,4.9514,5.8082,9.5376,9.2678,1.3135,6.1747,65.375,0.1359,132.437,3.4453,2.5439,5.0746,3.5131,14.4013,-7.0428,559.0,376.25,560.0,380.0,油水同层
1611.25875,247.3466,9.4379,8.9376,112.7299,0.1238,78.1557,106.2932,262.3489,4.6381,5.0567,9.5225,9.583,1.3144,6.4782,65.375,0.1739,131.8211,3.2461,2.5418,5.0234,3.5131,12.72,-7.1231,560.0,384.75,559.0,385.0,油水同层
1611.29,247.7263,9.9531,9.1624,126.9686,0.1537,82.8085,114.2953,263.1117,4.4598,4.4757,7.4836,7.8977,1.3162,6.8902,65.375,0.1983,130.7457,3.2129,2.5185,5.0106,3.5003,6.5771,-7.1151,566.0,380.75,568.0,383.5,油水同层
1611.32125,248.2337,10.383,9.5516,135.8376,0.209,87.299,121.9326,263.8739,4.3239,4.0951,5.3058,5.74,1.3173,7.609,65.375,0.2068,129.5165,3.2384,2.5222,4.9722,3.5771,4.789,-6.785,568.0,400.25,570.0,393.5,油水同层
1611.3525,248.9967,10.6328,9.8901,135.5512,0.2511,89.0509,125.6161,263.2312,4.0402,3.8162,4.2587,4.6031,1.3169,8.8387,65.4359,0.2368,127.6225,3.3262,2.512,4.9721,3.5898,4.4456,-6.3051,556.0096,416.9866,559.0088,413.9836,油水同层
1611.38375,249.8869,10.6957,10.2385,133.6341,0.2444,91.0176,127.8136,259.7768,3.8154,3.5863,3.811,4.1283,1.316,10.4397,65.4298,0.2538,126.8545,3.1563,2.4431,4.9721,3.6282,4.35,-5.8658,564.5,416.75,562.0,417.0,油水同层
1611.415,250.9048,11.2344,10.4642,130.0284,0.2042,91.1437,128.6938,257.6014,3.7196,3.4887,3.6044,3.9625,1.3141,11.5066,65.3841,0.2465,125.2169,3.2285,2.3687,4.9721,3.6794,3.937,-5.5441,577.4896,410.2552,576.988,412.7534,油水同层
1611.44625,251.4135,11.0078,10.5509,125.473,0.1853,88.5885,125.8492,255.1699,3.6359,3.6743,3.8369,4.2104,1.3132,11.6897,65.375,0.2096,123.3746,3.2969,2.3377,4.9977,3.7434,3.9001,-5.2255,583.0,402.75,584.0,405.0,油水同层
1611.4775,252.5585,10.0469,10.2678,121.1152,0.1811,85.2809,116.7857,255.166,3.5153,3.9585,4.684,5.0219,1.3153,11.2468,65.375,0.1714,122.2486,3.7441,2.3703,5.0488,3.8201,5.3352,-4.9226,583.9992,404.7484,585.4988,407.9976,油水同层
1611.50875,253.832,10.1719,9.8399,117.5938,0.1913,83.0304,107.7726,255.5449,3.4289,3.9001,5.5106,5.8584,1.3157,10.0747,65.375,0.181,119.692,3.6875,2.4339,5.1128,3.8457,8.3155,-4.8483,590.5,410.0,594.5,413.0,油水同层
1611.54,254.3407,10.3594,9.8222,119.3474,0.1741,82.3243,102.5508,255.6689,3.3872,3.6202,5.8007,6.2176,1.3142,9.8105,65.375,0.2016,116.9312,3.6504,2.3794,5.2536,3.8329,9.0157,-4.9485,592.4984,405.5036,594.0004,410.7518,油水同层
1611.57125,255.3586,10.5391,10.1591,118.4954,0.1691,84.8556,103.0603,255.7928,3.3659,3.4473,5.6288,6.1249,1.3141,10.3246,65.375,0.2179,112.7403,3.6172,2.3278,5.5095,3.8201,5.7538,-5.0161,600.0,408.0,605.5,408.25,油水同层
1611.6025,256.2499,10.5157,10.1421,117.6279,0.1678,89.2836,105.4596,255.7877,3.3695,3.3726,4.9108,5.4753,1.3187,12.0138,65.375,0.2239,108.652,3.711,2.3221,6.3031,4.1144,4.2897,-5.0289,598.5,416.25,604.0,414.75,油水同层
1611.63375,257.6512,10.6406,10.0091,118.0901,0.1906,92.0812,108.065,255.6567,3.3247,3.2035,3.9881,4.5008,1.3241,13.6865,65.375,0.236,105.3801,3.8438,2.3583,15.9022,4.588,4.0758,-5.0329,597.0,430.25,596.5,430.75,油水同层
1611.665,258.7981,10.6718,10.0857,120.494,0.208,94.1162,111.2255,255.2702,3.1895,3.0494,3.5505,3.9645,1.3226,15.5506,65.375,0.256,103.4879,3.6934,2.3982,17.7964,5.3559,3.9367,-5.2204,603.0,432.25,603.0,433.5,油水同层
1611.69625,260.0721,10.5547,10.1352,125.5625,0.203,95.6572,114.3952,254.4991,3.0726,3.004,3.4195,3.7936,1.3193,16.9544,65.4362,0.2473,101.1356,3.7539,2.3855,18.5515,6.2902,3.8873,-5.4528,610.9936,431.5006,608.9952,434.2494,油水同层
1611.7275,261.2178,10.5233,10.2924,121.0573,0.2078,95.2849,115.4056,253.4731,3.0211,3.052,3.3481,3.7139,1.317,14.7287,65.4301,0.2324,99.1407,3.594,2.3821,18.4363,11.7041,3.7486,-5.5396,618.5,437.5,620.5,438.75,油水同层
1611.75875,262.2363,10.4141,10.1621,121.9071,0.2207,94.1685,114.3576,259.7302,2.9833,3.1241,3.5504,3.9321,1.3152,10.923,65.3836,0.2131,97.7586,3.8496,2.4129,18.1291,12.4208,4.3019,-5.6597,619.9988,436.0012,622.4984,438.0006,油水同层
1611.79,262.4888,10.7423,10.1284,125.0625,0.2458,92.9163,113.7176,270.3321,2.9781,3.1315,3.9065,4.2783,1.3146,8.054,65.4363,0.2183,96.479,3.9315,2.4749,17.7963,12.3568,4.789,-5.8214,620.0,435.0,619.0,435.5,油水同层
1611.82125,263.3771,10.9062,10.2128,128.5776,0.2763,93.2733,118.0326,277.3558,3.0667,3.1287,4.0813,4.4592,1.3145,6.3235,65.4302,0.2334,95.199,3.8594,2.5298,18.001,11.896,5.0782,-5.8955,614.5044,437.9976,618.0008,440.7458,油水同层
1611.8525,263.3752,10.75,10.1675,131.2159,0.2765,93.4747,126.2896,279.7796,3.1977,3.1471,3.9643,4.387,1.3154,5.3608,65.3834,0.2265,93.561,3.6699,2.5443,18.5257,11.64,4.8643,-5.7852,618.5,425.5,621.0,424.75,油水同层
1611.88375,263.6259,10.5703,10.2515,132.0274,0.2658,92.4018,130.417,277.6023,3.2514,3.3276,4.0308,4.4991,1.3168,4.7815,65.375,0.2225,92.6394,3.6289,2.5261,19.0376,12.3183,4.6492,-5.6172,618.0004,424.0012,621.0,425.999,油水同层
1611.915,263.7506,10.1328,10.0446,126.4513,0.2764,90.7896,125.6407,276.0665,3.2192,3.4639,4.1994,4.6801,1.3168,4.4766,65.375,0.228,91.5641,3.8223,2.5098,18.6664,12.587,5.0178,-5.6105,616.0,431.5,618.0,430.75,油水同层
1611.94625,263.8722,10.3672,9.8871,126.6132,0.2834,91.6283,119.2418,274.0176,3.1721,3.3507,4.281,4.7396,1.316,4.1934,65.375,0.249,90.1819,4.0078,2.508,14.1356,10.0016,5.7252,-5.6633,619.9968,430.0012,623.4956,431.999,油水同层
1611.9775,263.9981,10.4688,10.016,130.2155,0.2861,91.4624,116.5003,270.0497,3.0737,3.1732,4.5189,4.9426,1.315,3.8718,65.375,0.2693,89.1577,4.1445,2.5074,11.6014,8.5681,5.7482,-5.537,622.0,432.0,622.0,433.5,油水同层
1612.00875,264.1222,10.4926,10.0799,133.585,0.2867,93.7479,117.9619,270.049,3.0696,3.0468,4.2296,4.6411,1.315,3.6085,65.375,0.264,88.1335,3.9998,2.5033,9.7328,7.2242,4.6344,-5.3533,607.5,432.25,610.0,432.25,油水同层
1612.04,264.2469,11.0469,10.1036,134.0387,0.2852,95.8695,121.3578,273.111,3.1687,2.9872,3.5367,3.9234,1.3153,3.421,65.4365,0.2756,88.3341,3.7852,2.4845,8.4785,6.2387,4.1359,-5.1601,606.5,435.0,610.0,436.0,油水同层
1612.07125,264.371,10.7027,10.2712,131.5395,0.2597,95.2236,123.0147,275.2787,3.2676,3.0425,3.3061,3.677,1.3159,3.3537,65.492,0.2388,88.4841,3.6857,2.4279,7.1986,5.6627,3.3629,-4.9834,596.0,425.0,600.0,426.25,油水同层
1612.1025,264.4945,10.2422,10.2188,123.2135,0.2378,91.2612,119.9283,276.426,3.3004,3.3162,3.6735,4.0196,1.3144,3.373,65.4384,0.2048,88.7363,3.9883,2.4339,6.3283,5.1764,3.8512,-4.9159,599.9968,422.2522,601.9984,426.0002,油水同层
1612.13375,264.4914,9.7973,9.9205,119.4996,0.2261,88.3467,111.7763,278.0819,3.4159,3.5779,4.2719,4.4949,1.3127,3.4459,65.3829,0.179,89.0395,4.1523,2.4847,5.7779,4.7412,4.7351,-5.0177,596.0,416.0,598.0,418.75,油水同层
1612.165,264.4878,10.2422,9.6766,119.1208,0.2468,84.6664,105.7086,279.1015,3.5577,3.7276,5.0771,5.1618,1.313,3.5312,65.375,0.1988,89.4443,4.1758,2.5423,5.8419,5.0995,6.8433,-5.2384,577.5148,412.253,582.0128,417.0014,油水同层
1612.19625,263.9724,10.1721,9.4809,120.6497,0.2495,84.231,105.9096,279.6081,3.8019,3.8597,5.7357,5.779,1.3144,3.583,65.4366,0.215,89.748,3.8047,2.5615,5.8546,5.8674,6.3706,-5.4249,574.0,400.25,576.5,406.0,油水同层
1612.2275,262.3058,10.4141,9.5724,121.3081,0.2184,84.187,109.2871,278.3265,4.2708,4.2946,5.7406,5.8768,1.3153,3.6596,65.4306,0.2004,90.2038,3.7461,2.536,5.7778,5.2915,5.7826,-5.5597,567.0056,384.7624,572.5032,387.5148,油水同层
1612.25875,261.7929,10.3047,9.6412,117.0055,0.1802,82.7802,109.9927,276.0228,4.8076,4.9781,6.1323,6.3516,1.315,3.7789,65.3827,0.1759,90.4055,3.6055,2.5223,5.6498,4.7539,6.0809,-5.8715,556.0,394.25,559.5,390.0,油水同层
1612.29,260.5116,9.3281,9.2927,109.1642,0.1937,80.402,107.5525,273.8468,5.0245,5.4756,7.0277,7.1412,1.3146,3.8837,65.375,0.1503,90.9129,3.5273,2.5684,5.6242,4.6387,8.656,-6.5339,544.0096,390.0034,546.0108,392.9976,油水同层
1612.32125,258.9734,9.2891,8.9814,102.2328,0.2047,78.7307,103.2233,271.798,5.3306,5.4953,7.7404,7.7038,1.3145,3.8645,65.4368,0.1563,91.5734,3.2949,2.5849,5.9185,4.9586,11.2165,-7.2634,549.0,386.0,546.0,388.0,油水同层
1612.3525,258.4599,9.7891,9.0267,98.8442,0.1772,78.1711,100.9264,270.772,5.6131,5.571,8.1735,8.1482,1.314,3.7486,65.5234,0.177,92.4377,3.1133,2.5657,8.0558,5.4322,8.9089,-7.7806,544.004,376.7574,547.9984,378.7574,油水同层
1612.38375,256.6663,9.6484,9.1343,96.7852,0.1643,78.566,99.8391,270.8934,5.9291,5.9343,7.9499,8.0726,1.3136,3.5933,65.5588,0.1722,93.2009,3.0723,2.5517,8.235,7.5439,7.3129,-7.5548,534.0,371.0,535.5,371.5,油水同层
1612.415,255.7682,9.2733,9.1476,94.5941,0.1625,78.7289,95.1417,271.0192,6.1582,6.311,7.5064,7.7444,1.3135,3.5147,65.5316,0.161,94.0146,3.0254,2.5652,12.4969,8.9645,7.7975,-7.4356,523.5,379.0,524.0,374.25,油水同层
1612.44625,254.2307,9.1562,9.0604,93.7221,0.1266,77.8627,89.3733,271.1438,6.3336,6.3809,7.5177,7.7781,1.314,3.5073,65.5346,0.1476,94.6757,3.0469,2.5833,16.3876,10.2315,9.2867,-7.9804,522.0,371.5,517.0,372.0,油水同层
1612.4775,253.3333,9.1562,8.9591,94.7008,0.0738,75.8512,86.4886,271.14,6.2428,6.4868,8.5011,8.7459,1.3144,3.5562,65.5589,0.1398,95.8468,3.1975,2.5798,17.9618,10.9482,8.8402,-8.2229,534.5,365.0,529.5,364.0,油水同层
1612.50875,251.4131,9.1562,8.9251,94.2891,0.0263,73.4367,86.2306,271.0077,6.0735,6.8302,9.7563,9.8998,1.314,3.6511,65.5316,0.1252,96.7626,3.4512,2.5638,18.4736,11.5881,9.2282,-8.0313,539.9956,366.249,541.4904,362.2514,油水同层
1612.54,249.4929,9.1563,8.9258,95.7287,0.0065,74.1753,85.9314,270.6205,5.8018,6.5216,9.8943,9.9258,1.3141,3.7988,65.5036,0.1391,97.7806,3.3984,2.5467,11.8824,11.6009,11.238,-7.9069,543.0,375.0,544.0,372.0,油水同层
1612.57125,247.956,9.3203,8.9602,102.1375,0.0474,75.9914,89.9609,270.2334,5.4078,5.7057,9.566,9.487,1.3144,4.0019,65.5,0.1712,98.8495,3.3438,2.5105,11.7416,10.8713,11.1528,-7.9581,542.0008,381.4948,542.0016,381.992,油水同层
1612.6025,246.163,9.6172,9.0583,112.7594,0.0818,79.9173,97.576,268.9512,5.0906,5.0427,8.7092,8.6573,1.3149,4.2145,65.5,0.2098,99.7653,3.2148,2.4494,10.1418,6.1743,8.3155,-7.8922,550.0,383.5,549.0,384.0,油水同层
1612.63375,245.2656,9.8984,9.245,122.1536,0.0952,83.9545,105.1249,267.1593,4.8116,4.6585,6.8223,6.8477,1.3158,4.3645,65.5,0.2167,100.7317,3.3145,2.3886,6.9678,6.1487,5.6947,-7.4794,558.9928,389.9948,558.4924,386.7478,油水同层
1612.665,243.8559,10.0703,9.5438,123.2046,0.1247,85.4631,107.1856,262.1706,4.4173,4.498,5.5301,5.4702,1.3168,4.4751,65.5,0.2177,101.4443,3.3555,2.4181,7.8636,5.9567,4.7085,-7.0006,565.0,400.25,567.5,402.75,油水同层
1612.69625,242.4456,9.7969,9.5515,119.8737,0.1907,86.7181,107.1238,258.4622,4.0742,4.2182,5.0887,4.9435,1.3149,4.8104,65.5,0.2126,101.9517,3.4531,2.4904,8.6955,6.2126,4.758,-6.6137,569.996,409.9922,569.998,412.742,油水同层
1612.7275,243.4653,10.2891,9.518,119.0697,0.1919,88.655,108.9637,255.0093,3.8585,3.8364,4.7767,4.6323,1.3128,5.1119,65.5,0.2338,103.1712,3.5469,2.4995,8.0171,6.4429,5.0828,-6.1822,572.0,418.75,575.5,422.75,油水同层
1612.75875,245.1226,10.5466,9.7148,119.6038,0.1769,90.5198,113.4285,251.2996,3.7892,3.6055,4.417,4.3474,1.313,5.2597,65.531,0.2625,103.1196,3.6664,2.4702,7.4796,6.7757,4.3181,-5.6942,574.5,414.25,581.0,421.5,油水同层
1612.79,246.7799,10.1484,9.8809,118.4557,0.1683,90.5363,117.1303,249.1237,3.8385,3.6869,4.1364,4.1908,1.3139,5.0005,65.5592,0.2488,101.4822,4.1602,2.4589,7.0188,5.9822,3.5367,-5.5705,583.0,403.0,588.0,410.75,油水同层
1612.82125,247.9262,9.8515,9.8437,112.8521,0.2049,88.1612,115.8663,250.2692,3.8855,4.0235,4.4922,4.5618,1.3144,4.8173,65.5314,0.2113,99.1807,4.2733,2.5106,6.7372,5.3934,4.0561,-5.9729,581.5,408.25,587.0,416.0,油水同层
1612.8525,248.8163,9.7734,9.5421,101.48,0.2246,84.4668,107.9459,253.0768,3.8538,4.1967,5.1917,5.1927,1.3145,4.8642,65.5033,0.1827,97.2376,4.1211,2.5796,6.4684,5.1118,6.2422,-6.2133,577.5,407.5,584.0,416.25,油水同层
1612.88375,249.4521,10.0627,9.4176,99.5024,0.244,82.6271,100.8335,255.7561,3.8655,4.0889,5.7939,5.7837,1.3149,5.041,65.5,0.1792,94.7319,3.8044,2.6033,6.4812,4.9326,8.4106,-6.18,586.0,400.75,591.5,409.5,油水同层
1612.915,250.0872,10.2891,9.4557,102.3659,0.2391,81.7302,99.6996,258.3076,3.8583,4.0889,6.4015,6.4363,1.3159,5.1064,65.5,0.1834,92.7377,3.4883,2.5913,6.9547,5.0222,8.021,-6.1014,587.9984,396.0038,593.998,404.2542,油水同层
1612.94625,250.8495,10.1017,9.5833,108.7517,0.2669,83.3485,102.7221,260.4758,3.83,4.106,6.2148,6.339,1.3168,5.0894,65.5311,0.1825,90.692,3.3458,2.5645,9.4375,5.1758,6.2422,-6.0492,584.0,395.5,589.0,401.0,油水同层
1612.9775,250.5903,10.2891,9.8333,116.7526,0.2673,85.6473,107.4234,262.1329,3.8305,3.9257,5.4517,5.6427,1.3154,4.7594,65.5593,0.2021,88.6974,3.4395,2.5249,11.7284,6.4299,6.2688,-5.9862,580.0032,411.4872,587.0016,413.9896,油水同层
1613.00875,249.6923,10.6797,10.0804,123.4445,0.2287,88.3741,110.7589,264.0455,3.7985,3.5863,4.8909,5.0718,1.3122,4.5097,65.5625,0.2271,86.8564,3.5195,2.4617,13.1617,8.8872,5.5792,-5.7937,569.0,414.0,571.0,417.0,油水同层
1613.04,248.2833,11.125,10.3744,124.4548,0.196,91.6553,112.9029,265.8304,3.7837,3.4485,4.3479,4.5155,1.3106,4.2618,65.5625,0.2492,85.1686,3.5801,2.4109,14.224,10.7985,4.4096,-5.4151,569.9992,414.0,572.9984,420.747,油水同层
1613.07125,246.7464,10.8906,10.3273,120.2263,0.1843,94.2727,113.8961,267.7424,3.9051,3.5391,3.7777,4.0105,1.311,4.2531,65.5625,0.2455,83.3266,3.3926,2.4167,15.9133,11.3955,3.5754,-5.1961,573.5,409.5,576.0,414.75,油水同层
1613.1025,244.9535,10.6172,10.0528,115.4844,0.1582,90.7626,114.8773,268.6335,3.987,3.843,3.8342,4.0887,1.3124,4.2478,65.5625,0.2053,82.4562,3.6758,2.4474,17.3722,11.4339,3.7271,-5.1311,569.5032,404.0044,573.0024,412.0022,油水同层
1613.13375,243.4167,10.0859,9.7713,111.4749,0.1563,85.0102,113.2621,269.6518,3.9222,4.2213,4.8479,5.0799,1.3115,4.3032,65.5625,0.1699,80.7679,3.8477,2.4882,18.2169,11.6002,4.7199,-5.1927,574.0,409.0,577.0,414.0,油水同层
1613.165,241.7521,9.516,9.4351,109.7431,0.1729,81.3701,108.679,271.4328,3.9084,4.4592,6.1312,6.4175,1.3098,4.2659,65.5313,0.146,79.0791,3.9294,2.517,18.9079,12.2017,7.7258,-5.4809,578.0,399.5,584.0,400.0,油水同层
1613.19625,239.4487,10.0156,9.4137,111.7582,0.1592,80.4216,105.4184,271.4321,3.9826,4.4355,7.1905,7.5753,1.3115,4.2729,65.5029,0.1685,78.1066,3.5996,2.5178,19.7269,13.3919,10.2049,-5.7319,581.5,394.75,586.0,393.0,油水同层
1613.2275,237.1447,10.211,9.5837,116.5589,0.166,81.6341,107.0379,267.978,4.1101,4.3501,7.2408,7.8436,1.3123,4.1829,65.5,0.1866,77.3882,3.6328,2.5308,20.3668,13.0335,8.7482,-5.779,571.5,392.75,575.0,390.75,油水同层
1613.25875,234.2019,10.3281,9.6516,123.8401,0.2059,86.0215,112.5031,264.0135,4.332,4.3344,6.0009,6.7405,1.3116,4.1095,65.5,0.1954,76.2595,3.6602,2.5689,19.1382,12.5984,6.4193,-5.7568,568.5,394.25,568.0,392.0,油水同层
