Depth,AC,CALI,CALS,CNGR,DRHO,DT,GR,HAC,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PD,PEF,RHOB,RLLD,RLLS,SFLU,SP,TT1,TT2,TT3,TT4,result
1682.915,242.8885,9.0078,9.013,146.2779,-0.0022,95.4313,126.246,258.1674,4.1917,3.7879,4.3357,4.6855,1.2801,2.984,67.508,0.2358,121.0687,3.0704,2.5338,9.9046,6.5386,4.4689,-1.6338,564.0,386.25,568.0,384.75,水层
1682.94625,241.4831,9.0078,9.06,151.2364,-0.0037,102.3833,133.2207,260.2018,3.7834,3.5082,3.5985,3.9146,1.2804,2.9711,67.4517,0.2806,115.0329,3.1836,2.5192,7.4974,5.731,3.5675,-1.5853,578.988,408.732,578.4916,409.4802,水层
1682.9775,239.4408,9.0078,9.0464,152.8489,-7.0E-4,106.1958,136.9788,262.363,3.3532,3.2551,3.4531,3.7443,1.2809,3.0266,67.4375,0.295,110.6328,3.4259,2.5147,6.0757,5.0389,3.3881,-1.5771,598.5,425.5,597.5,430.75,水层
1683.00875,237.5264,9.0312,9.0254,153.8178,-0.0021,107.5705,137.6064,263.7611,3.0058,3.0375,3.5949,3.8875,1.2803,3.5476,67.4375,0.3081,106.9989,3.5,2.513,5.4857,4.5385,3.5197,-1.6583,616.4856,432.994,619.4824,440.9918,水层
1683.04,235.7395,9.1094,9.0113,156.2127,-0.0015,107.4708,139.6471,265.286,2.7836,2.8817,3.7206,4.036,1.2786,5.6005,67.4437,0.3017,105.3591,3.6797,2.507,5.1518,4.2944,3.5995,-1.5967,630.5,431.5,635.5,440.25,水层
1683.07125,232.8055,9.0859,9.0101,157.1329,-0.0014,106.7268,141.4228,266.5555,2.6768,2.7862,3.794,4.1236,1.2769,14.52,67.486,0.2911,104.4361,3.6855,2.5117,4.8949,4.0628,3.809,-1.4708,638.9932,428.7522,644.9924,436.7528,水层
1683.1025,231.2745,9.0859,9.0268,151.2622,0.005,103.9756,144.395,259.1641,2.6453,2.736,3.8437,4.1697,1.2773,41.6527,67.5062,0.2659,103.8192,3.6562,2.5262,4.7018,3.8953,4.1949,-1.4444,637.0,428.75,643.5,435.0,水层
1683.13375,227.5763,9.1016,9.0373,143.2833,0.0108,102.5602,145.2703,249.8615,2.6438,2.7227,3.7902,4.1032,1.279,77.9608,67.5424,0.2683,102.9973,3.543,2.5393,4.5343,3.7664,4.5029,-1.4389,634.502,422.7548,640.0028,431.0032,水层
1683.165,225.2798,9.1172,9.0391,137.0555,0.0125,102.3144,142.8667,240.1773,2.663,2.7565,3.7156,4.0017,1.2801,93.539,67.5138,0.2766,102.1248,3.4102,2.5457,4.4438,3.6372,4.219,-1.3404,632.0,420.0,639.0,427.5,水层
1683.19625,222.9827,9.1561,9.0406,135.1461,0.0135,102.4419,137.8244,232.5305,2.642,2.7941,3.6282,3.8701,1.2801,81.5718,67.5061,0.2872,101.3035,3.4004,2.545,4.3401,3.5209,3.6829,-1.3015,622.0,416.0,628.5,425.0,水层
1683.2275,222.0873,9.0078,9.0414,137.8863,0.0122,102.3215,135.4164,227.1765,2.6164,2.7523,3.5756,3.7595,1.2786,73.9069,67.5427,0.2798,102.0157,3.4492,2.5419,4.2751,3.4432,3.4156,-1.2254,615.0,414.25,622.5,423.5,水层
1683.25875,223.3568,9.0078,8.9722,135.8186,0.0116,101.6051,136.2194,224.1158,2.6324,2.6809,3.646,3.7546,1.2772,59.655,67.5075,0.2652,103.6975,3.5156,2.5404,4.1842,3.3524,3.3495,-1.2203,611.0,411.0,619.0,420.75,水层
1683.29,223.9899,9.0078,8.9287,134.5296,0.0094,99.6906,136.8083,221.4366,2.6731,2.6681,3.6585,3.6884,1.2794,29.17,67.4511,0.2562,104.3092,3.5234,2.5466,4.1322,3.2998,3.3591,-1.3147,594.0,409.5,603.0,418.75,水层
1683.32125,224.6237,9.0078,8.9211,133.5669,0.0123,98.2235,134.6088,219.6503,2.7967,2.7297,3.5387,3.5633,1.2795,11.48,67.4496,0.2624,105.7877,3.5468,2.5582,4.0544,3.2735,3.3099,-1.3543,581.0,406.0,587.0,416.25,水层
1683.3525,225.639,9.0078,8.9128,131.6878,0.0153,96.0878,131.0668,217.2259,3.0403,2.8777,3.5986,3.7192,1.2795,5.7927,67.5356,0.266,107.165,3.3887,2.572,4.015,3.2469,3.1675,-1.5421,566.012,388.0144,572.012,398.0146,水层
1683.38375,226.6537,8.9453,8.8842,128.4604,0.0238,92.0206,128.6096,221.9358,3.4002,3.2709,4.4517,4.6758,1.2808,4.3313,67.5625,0.2389,108.7975,3.5665,2.585,3.9884,3.2202,3.3081,-1.7058,548.0,373.5,555.5,383.0,水层
1683.415,227.1595,8.9219,8.8316,124.9648,0.0228,86.313,124.8252,225.7535,3.8424,4.0095,6.2555,6.5063,1.2811,4.1009,67.5625,0.1905,110.6861,3.6914,2.5959,3.9744,3.2192,4.2426,-1.8649,529.5148,358.0124,539.0132,368.2618,水层
1683.44625,228.0474,8.8984,8.7574,122.0254,0.0133,80.1076,119.1129,230.4628,4.3239,4.8044,9.8333,9.9809,1.2803,4.3301,67.5565,0.1427,113.392,4.0312,2.6047,3.986,3.2438,7.9664,-2.1508,519.5,344.75,527.5,356.0,水层
1683.4775,229.1895,8.8984,8.7316,118.4022,0.0118,72.6647,113.8407,236.1911,4.7282,5.4563,13.5729,13.5144,1.2788,4.246,67.5132,0.12,115.8424,4.0195,2.6171,3.998,3.2809,14.8692,-2.3098,513.5048,331.5106,518.0076,342.7606,水层
1683.50875,229.9506,8.9375,8.8282,113.1612,0.0085,70.4175,109.5102,240.3909,5.0345,5.9087,13.6883,13.7536,1.2794,3.9595,67.5,0.1116,117.4754,3.8809,2.6127,4.0352,3.3057,19.6419,-2.4494,514.5,323.5,520.0,331.0,水层
1683.54,230.8386,9.0078,8.8638,111.1772,0.0016,71.8061,109.2906,246.1187,5.193,5.8021,11.7467,11.8662,1.2812,3.5834,67.5059,0.1207,119.3641,3.6465,2.592,4.0853,3.3686,17.1782,-2.6481,519.496,329.9948,523.9968,331.0,水层
1683.57125,231.8545,9.0078,8.8987,115.0179,-0.001,75.8456,110.3348,250.956,5.031,5.2191,8.7341,8.7482,1.2791,3.4173,67.5495,0.1522,121.4567,3.3027,2.5636,4.2124,3.4316,11.5241,-2.6143,524.0,343.5,527.0,343.5,水层
1683.6025,233.1233,9.0078,8.9292,121.9339,0.0055,82.1943,118.3247,254.3916,4.6625,4.4048,5.9143,5.9543,1.2783,3.4138,67.5625,0.1915,121.0438,3.2304,2.5382,4.4289,3.6225,7.1703,-2.4997,534.0,361.0,533.0,359.5,水层
1683.63375,234.0106,9.0078,8.9669,126.7476,0.0232,90.3225,127.512,257.3177,4.2882,3.7641,4.3877,4.4212,1.2783,3.3914,67.5625,0.23,120.3236,3.0742,2.5256,4.7351,3.9925,4.8804,-2.3501,543.0,379.5,544.0,379.5,水层
1683.665,234.6451,9.0078,8.9744,129.2726,0.0159,97.3002,135.5161,252.8558,3.9849,3.4177,3.77,3.7839,1.2782,3.2691,67.5625,0.2541,120.014,3.1756,2.4978,5.2589,4.4491,3.3629,-2.1391,547.0,393.0,549.0,396.75,水层
1683.69625,235.2782,8.9688,8.955,131.728,0.0144,99.7035,136.0863,248.5208,3.8103,3.3267,3.6247,3.6021,1.2774,3.2181,67.5625,0.2622,119.8578,2.9395,2.4838,6.0259,4.5885,2.9018,-2.1426,553.5,397.5,557.0,404.75,水层
1683.7275,235.4019,8.8594,8.9275,133.4557,0.0098,98.4831,133.8075,243.1667,3.7849,3.4396,4.1192,3.9867,1.2767,3.1962,67.5683,0.2494,120.0078,3.078,2.492,7.5098,5.3486,3.1237,-2.0779,560.5,396.25,566.0,404.75,水层
1683.75875,235.0154,8.8594,8.9135,133.1273,0.0085,94.0765,130.7452,236.9221,3.879,3.6892,5.0776,4.7979,1.2771,3.7182,67.6066,0.2191,120.4645,2.9453,2.5145,8.9425,7.2234,4.1178,-2.0236,564.9964,390.7544,568.9976,400.2536,水层
1683.79,234.5028,8.8594,8.8953,129.9022,-0.0062,88.8379,127.3155,234.4971,4.1346,4.0506,6.0397,5.7757,1.2772,5.1518,67.5808,0.194,120.8696,3.1523,2.5333,8.4036,7.2488,5.2459,-1.9551,559.0,380.75,564.0,391.5,水层
1683.82125,233.861,8.8594,8.8906,126.3715,-0.0064,85.2818,122.0754,236.6589,4.5484,4.5831,6.7021,6.6012,1.2768,7.2744,67.6125,0.1773,121.3768,3.1719,2.5479,7.6603,6.3246,6.4254,-2.1115,553.5044,370.758,560.0032,379.5096,水层
1683.8525,233.3484,8.8594,8.8949,124.168,0.0029,82.9652,118.352,239.9653,5.0795,5.3788,7.1686,7.2344,1.278,8.6596,67.6193,0.173,121.6296,3.4297,2.5202,5.4436,5.2992,6.9665,-2.1544,547.0,360.25,553.5,367.0,水层
1683.88375,232.7072,8.8594,8.9395,124.914,0.019,81.674,114.7992,240.9825,5.6121,6.2455,7.7304,7.8648,1.2792,8.989,67.5805,0.1655,122.0324,3.5312,2.4654,5.4051,4.641,7.4609,-2.0598,542.5036,353.0058,548.504,358.7566,水层
1683.915,232.0666,9.2031,9.0851,127.2241,0.0539,81.2915,113.3362,243.1437,5.9946,6.5177,8.3273,8.3681,1.2804,12.2038,67.6127,0.1607,121.8274,3.3438,2.3985,5.0072,4.1623,8.0098,-1.9301,540.0,358.0,545.5,363.5,水层
1683.94625,231.2986,9.6016,9.4916,129.7323,0.0921,82.5893,112.7463,245.1781,6.0744,6.2109,8.0139,7.9543,1.2827,13.3186,67.625,0.1757,120.5459,3.0586,2.3455,4.8269,4.0331,9.6511,-1.7092,539.0008,365.494,542.5024,370.2446,水层
1683.9775,230.1485,9.8828,9.6796,131.7596,0.1061,85.5462,117.371,246.8317,6.0823,5.646,6.7488,6.7763,1.2837,8.8213,67.625,0.2002,118.6504,2.8398,2.3373,4.6592,3.968,8.3866,-1.4422,538.0,368.25,542.0,372.25,水层
1684.00875,227.5966,9.6953,9.8309,132.3818,0.1013,89.3356,123.7188,248.8661,5.9857,5.3055,5.666,5.8005,1.2816,5.6599,67.625,0.2224,116.806,2.8616,2.3871,4.5686,3.8902,6.4687,-1.2241,542.5,373.5,544.0,378.25,水层
1684.04,226.0649,9.6719,9.7624,126.1969,0.0957,92.3652,127.5807,251.9196,5.7715,5.2091,5.0874,5.2791,1.2795,4.766,67.6195,0.2191,115.32,3.2676,2.4516,4.5037,3.8121,4.9089,-1.2593,544.5,373.0,545.5,378.75,水层
1684.07125,223.7678,9.4375,9.6528,119.9355,0.0646,90.6127,126.2918,254.2082,5.3454,5.1573,5.1895,5.3447,1.2777,5.0926,67.58,0.1997,113.271,3.4066,2.4685,4.4515,3.76,4.5838,-1.1859,550.5,376.75,554.5,382.75,水层
1684.1025,221.854,9.375,9.4313,118.2946,0.0448,88.4186,121.0062,242.3553,4.7208,4.9419,5.7283,5.7854,1.2774,5.1087,67.6131,0.187,111.1715,3.8789,2.4669,4.5527,3.7334,5.532,-1.0419,560.0,376.25,565.0,385.5,水层
1684.13375,219.6842,9.1562,9.4259,121.6683,0.0941,87.3365,116.005,240.316,4.1416,4.4482,6.1321,6.1074,1.2781,4.6201,67.6305,0.1858,107.1798,3.7636,2.4689,4.7565,3.7837,6.6365,-0.9249,572.5,376.25,578.5,384.0,水层
1684.165,217.6418,9.2031,9.3462,127.4065,0.1384,88.204,115.6776,237.1285,3.7297,3.9033,6.055,5.945,1.2781,3.8267,67.6702,0.2014,104.1595,3.6895,2.4767,4.9476,3.8979,6.3027,-0.9158,579.994,378.2484,586.9932,386.7478,水层
1684.19625,216.2375,9.3672,9.2882,136.8999,0.1759,91.2871,118.6999,230.7547,3.4528,3.4286,5.1799,5.0759,1.2768,3.4425,67.6313,0.2127,102.6728,3.3729,2.496,5.2282,4.1528,5.2459,-0.9996,580.5,388.0,586.5,394.75,水层
1684.2275,216.9981,9.4297,9.3706,141.747,0.1925,96.4331,124.3688,226.6743,3.255,3.0035,4.0805,4.0584,1.2772,3.2858,67.5796,0.2421,104.9189,3.1973,2.5227,5.5855,4.5101,4.1397,-0.9262,582.998,395.494,588.4984,403.493,水层
1684.25875,218.521,9.3516,9.411,143.481,0.1794,100.0151,128.9302,224.5064,3.1235,2.8015,3.4461,3.4707,1.278,3.352,67.6134,0.2601,106.7048,3.2734,2.5345,5.8663,4.7908,3.472,-0.8176,582.5,403.5,588.5,412.25,水层
1684.29,219.1555,9.4375,9.3201,144.1738,0.1427,101.8249,131.137,221.7004,3.0043,2.7487,3.2066,3.2401,1.2775,3.58,67.625,0.2667,109.0543,3.3086,2.5325,6.2492,4.6871,2.8122,-0.8115,588.4952,407.9964,592.4968,416.7464,水层
1684.32125,220.4243,9.2422,9.2761,144.4882,0.106,101.144,133.7836,218.0016,2.9195,2.7927,3.3296,3.321,1.2772,3.9345,67.625,0.2512,113.0387,3.6445,2.527,5.5825,4.379,2.7917,-0.9207,592.5,406.25,599.5,416.25,水层
1684.3525,221.1867,9.1875,9.1987,143.8826,0.0835,98.7453,133.581,215.7057,2.8627,2.8592,3.7897,3.7089,1.2766,4.0836,67.625,0.236,116.1034,3.4688,2.5298,4.9284,4.0835,3.4512,-1.0543,592.0004,406.7496,596.0028,415.5006,水层
1684.38375,222.8389,9.4766,9.1492,142.1894,0.0778,96.1507,132.9196,213.7914,2.8687,2.9211,4.1178,4.0443,1.2765,3.9666,67.6303,0.2375,119.4749,3.6289,2.5379,4.5818,3.8262,3.9393,-1.1642,595.0,396.75,600.0,409.5,水层
1684.415,225.1281,9.5,9.301,137.6306,0.0763,94.8357,128.946,211.2395,2.9605,3.0193,4.5423,4.4209,1.2774,3.8719,67.6815,0.2247,126.4253,3.5528,2.5307,4.4399,3.6845,4.4352,-1.0898,594.0,388.75,600.5,398.0,水层
1684.44625,230.2196,9.5,9.3147,136.4978,0.0653,91.154,127.606,215.3126,3.0367,3.2345,5.1687,5.0129,1.2796,4.3694,67.7388,0.2143,128.5187,3.6406,2.4932,5.1557,3.6194,4.701,-1.1607,592.5,388.25,600.0,396.75,水层
1684.4775,234.4194,9.711,9.2592,134.7763,0.073,91.5755,125.8954,221.678,3.0507,3.3391,5.2133,5.0455,1.2786,5.4986,67.7396,0.2049,132.2987,3.4746,2.4494,15.6777,4.4378,5.0916,-1.1886,589.0,386.25,596.0,392.75,水层
1684.50875,240.2752,9.8516,9.5632,133.2516,0.0849,92.8216,125.5317,228.8077,3.0496,3.2239,4.9471,4.7906,1.2775,8.5052,67.6524,0.2222,135.7725,3.4668,2.4184,17.1243,10.7604,6.2084,-1.1608,590.9984,394.993,596.0,403.4914,水层
1684.54,245.875,9.8047,9.7563,135.0538,0.0944,95.1209,126.742,233.8992,3.0383,3.0227,4.37,4.3121,1.2773,14.2775,67.6817,0.2433,139.1441,3.4374,2.4111,18.9541,10.8499,5.2366,-1.0655,588.0,396.0,594.0,404.75,水层
1684.57125,247.6559,9.7969,9.7896,136.8998,0.128,98.5175,131.2922,240.7729,3.0418,2.8998,3.6669,3.6789,1.2773,28.7614,67.739,0.2546,142.5152,3.334,2.4369,21.5905,13.0253,3.9403,-1.0126,590.9976,398.7478,597.9968,405.4994,水层
1687.6025,376.9763,9.2892,8.9158,95.445,0.0153,74.9291,83.9205,488.1966,9.4873,9.4738,10.2104,10.8433,1.2763,4.424,67.879,0.1688,198.3011,2.8968,2.4587,6.7145,4.1144,13.6338,-7.9127,488.25,335.5,493.0,340.25,水层
1687.63375,373.9147,9.4062,9.0376,109.1381,0.0285,79.5359,98.0292,479.4032,7.9398,7.412,7.836,8.5131,1.2754,7.8435,67.875,0.1966,193.6417,3.3008,2.4703,7.2003,4.9971,7.8495,-6.0512,500.5,341.0,502.75,347.0,水层
1687.665,371.7461,9.0859,9.0246,117.1758,0.0478,82.5984,109.0799,404.2342,6.5387,6.3847,6.6045,7.2127,1.2745,15.4059,67.875,0.218,189.7516,3.3673,2.4942,7.5323,6.1489,5.8164,-4.4022,514.0,351.0,516.0,356.75,水层
1687.69625,318.3609,9.1172,9.0182,121.3692,0.0767,84.4803,115.2036,382.0664,5.4035,5.3498,5.7192,6.1931,1.2744,19.5355,67.875,0.2184,180.8997,3.4785,2.5024,5.0581,5.0975,5.7935,-3.1039,522.5,364.0,524.5,370.0,水层
1687.7275,311.0984,9.4923,9.0822,124.379,0.0851,86.476,119.0774,321.038,4.5861,4.6284,5.2934,5.7626,1.2735,18.9728,67.8771,0.2296,173.9397,3.4296,2.4889,4.7506,3.854,5.7092,-1.7467,536.0,371.5,540.0,380.25,水层
1687.75875,300.9035,9.5781,9.3011,128.0586,0.1035,88.2409,122.3232,321.2922,4.0282,4.0708,4.9313,5.4184,1.2744,20.9068,67.9317,0.2443,151.8361,3.3555,2.4711,4.0194,3.4555,4.9013,-0.5248,550.988,371.5,555.4876,380.7496,水层
1687.79,286.6314,9.5859,9.3871,132.0159,0.1503,89.8293,119.8884,321.925,3.7513,3.8093,4.3949,4.8532,1.2753,18.1519,67.8786,0.2481,141.6046,3.4257,2.489,3.9285,3.4801,3.9766,-0.0052,557.0,376.75,564.0,384.0,水层
1687.82125,274.7803,9.5547,9.4216,131.8782,0.2062,91.7487,120.6553,322.4304,3.5663,3.6009,4.0609,4.5104,1.2754,11.6039,67.877,0.2574,124.7719,3.3379,2.5142,3.8889,3.4791,4.1857,0.1346,557.9992,384.9934,565.4988,392.9928,水层
1687.8525,263.8198,9.9531,9.4726,134.7922,0.2097,92.9694,123.2765,322.9376,3.4312,3.3298,4.1006,4.5367,1.2744,6.5853,67.932,0.2651,122.0061,3.4102,2.5043,3.8753,3.4269,4.6344,0.4718,558.5,387.0,565.5,397.5,水层
1687.88375,258.337,9.8672,9.6599,135.3074,0.2114,92.1207,128.4132,323.3162,3.2842,3.2709,4.28,4.7186,1.2734,4.6421,67.8784,0.2513,119.2913,3.3281,2.4921,3.8356,3.2849,4.3566,0.6163,565.4944,383.5028,570.496,395.002,水层
1687.915,254.0033,9.4688,9.6304,134.5082,0.1967,91.7864,127.5167,322.803,3.1918,3.337,4.4375,4.796,1.2716,3.993,67.875,0.233,100.6675,3.4688,2.4788,3.8475,3.1814,3.8821,0.4814,577.0,378.0,582.0,389.0,水层
1687.94625,250.1772,9.5781,9.2766,135.2217,0.1791,91.1028,125.7961,318.8498,3.1278,3.3453,4.7688,5.0275,1.2725,4.5557,67.8769,0.2202,95.651,3.5312,2.4374,3.8593,3.2188,4.8918,0.1047,576.0008,384.9944,585.4972,394.2458,水层
1687.9775,245.46,9.5859,9.4573,138.7735,0.1299,90.7021,120.6745,292.5993,3.0809,3.161,4.366,4.6222,1.2743,7.2598,67.9343,0.2386,89.0483,3.4512,2.3213,3.8709,3.2817,5.2741,-0.1383,564.0,391.0,569.5,399.5,水层
1688.00875,240.7428,10.0,9.7062,140.8205,0.1076,92.4179,121.2399,281.2609,3.2156,3.0451,3.5359,3.8013,1.2744,16.8837,67.9375,0.2746,85.8731,3.3124,2.1878,3.9081,3.3319,4.4419,-0.2805,552.0,388.75,560.0,399.5,水层
1688.04,235.5154,9.9453,10.1933,132.7492,0.1043,95.2814,126.2916,265.7149,3.5529,3.1388,3.1968,3.536,1.2744,44.0519,67.9375,0.2899,88.8879,3.1934,2.1501,3.9329,3.3821,3.3783,-0.162,538.0,377.0,546.0,389.0,水层
1688.07125,231.9447,9.6247,9.9401,115.7329,0.0971,92.6945,129.8526,244.563,4.0517,3.62,3.7806,4.2882,1.2744,57.6865,67.9375,0.2507,92.7211,3.2677,2.2185,4.0977,3.4705,2.9133,-0.1867,517.5,365.0,527.0,376.25,水层
1688.1025,226.7179,9.2031,9.5402,96.2423,0.083,85.717,118.0158,236.4057,4.5286,4.6001,6.0337,6.4398,1.2734,64.8107,67.9358,0.1695,95.6848,3.4062,2.3752,4.2405,3.5338,3.6077,-0.5786,509.5064,354.0088,516.5084,364.0098,水层
1688.13375,222.5096,8.9922,8.925,81.6251,0.0939,76.6059,97.9542,227.7393,5.0498,5.8864,11.8525,11.3639,1.2734,71.388,67.8794,0.095,100.5922,3.2832,2.549,5.1144,3.648,7.606,-1.3025,504.0,338.25,511.5,348.0,水层
1688.165,218.8115,9.0078,8.831,76.9781,0.0601,68.6663,85.017,216.2698,5.5981,6.9819,22.8154,21.471,1.2743,55.1453,67.9348,0.0699,109.2846,3.248,2.6218,5.9885,3.8647,27.0301,-1.8821,498.7542,327.009,504.006,337.0088,水层
1688.19625,215.623,9.0078,8.8208,82.5296,0.0154,65.1507,82.8958,221.8714,6.4799,7.9829,23.4541,22.8331,1.2734,37.4738,67.9375,0.0762,117.3633,3.0645,2.5915,6.9765,4.5168,53.2253,-2.1262,486.75,311.0,493.0,321.5,水层
1688.2275,214.7269,9.0078,8.8285,93.3549,0.0084,67.4116,85.6584,227.4737,7.814,8.7647,15.4179,16.4907,1.2725,26.1647,67.9375,0.1024,119.253,3.0234,2.5709,7.572,5.054,36.8911,-2.0402,476.758,308.2522,484.257,313.5064,水层
1688.25875,216.6335,9.0078,8.8587,103.8911,0.0131,70.1601,89.3589,233.3301,8.9649,9.3532,12.9263,14.1884,1.2725,21.4813,67.939,0.1281,121.5007,3.0117,2.5616,5.1452,5.1042,18.7052,-2.1317,473.0,313.0,480.75,317.0,水层
1688.29,217.903,9.0234,8.8834,111.2117,0.0278,72.316,94.6632,240.3325,8.6677,9.49,11.6532,12.4802,1.2733,19.2674,67.9976,0.1386,121.1387,3.0605,2.5497,5.8439,4.1295,13.0057,-1.7908,482.2426,319.4948,484.2472,322.9952,水层
1688.32125,218.9191,9.1406,8.9448,116.3762,0.0608,75.2397,99.8209,248.2272,7.3921,8.4167,9.6222,10.0351,1.2715,17.2009,67.9986,0.1424,120.8279,3.0586,2.5166,13.3093,5.2046,12.2947,-1.293,500.25,338.25,500.5,342.75,水层
1688.3525,220.3167,9.4921,9.0279,124.0975,0.0693,79.5654,105.7863,252.4287,6.0973,6.3772,7.7073,8.0218,1.2696,10.5187,67.9411,0.1637,120.5693,3.0509,2.4528,17.8494,6.7665,11.048,-1.1175,516.0,354.0,517.0,359.0,水层
1688.38375,221.7149,9.4219,9.3401,134.3001,0.1182,85.0122,114.0582,256.8839,5.0783,4.933,6.0646,6.4313,1.2705,6.8826,67.9978,0.2185,120.3613,3.1836,2.4409,18.8844,8.5845,7.0585,-0.0248,532.0,365.0,532.5,370.25,水层
1688.415,223.2399,9.8593,9.352,140.039,0.1494,90.6993,124.2273,261.848,4.3442,4.1741,4.5478,4.8684,1.2715,5.1148,67.9987,0.2627,119.9994,3.334,2.4509,19.1139,10.9535,4.3276,0.5067,547.0,373.0,550.5,380.75,水层
1688.44625,225.0185,9.75,9.717,141.0869,0.1989,95.3498,133.1966,252.5447,3.7873,3.7746,3.941,4.0992,1.2725,4.5311,67.9395,0.2718,119.7919,3.3516,2.4461,17.1506,14.9879,3.6509,0.6304,556.5,384.75,562.5,390.25,水层
1688.4775,225.9077,9.7973,9.859,139.8144,0.1887,96.1567,133.0202,243.4961,3.3359,3.3854,3.8907,3.9759,1.2725,4.2059,67.9387,0.2622,119.5839,3.3008,2.4184,13.9746,15.0125,3.8142,0.7336,570.0,398.25,574.0,405.0,水层
1688.50875,227.4315,10.2969,10.0493,139.1279,0.2148,95.9003,133.1929,233.3004,3.039,3.0532,3.7093,3.8041,1.2725,3.9903,67.9982,0.2527,121.3708,3.3066,2.3784,11.5397,12.5775,3.8769,0.5954,580.4916,397.001,584.4916,405.4996,水层
1688.54,228.066,10.1637,10.4469,140.5769,0.1868,96.2548,130.6995,236.609,2.8492,2.8616,3.5158,3.6373,1.2725,3.8815,67.9988,0.2566,123.0043,3.4397,2.3486,10.0526,10.4241,3.4236,0.3616,592.0,399.5,598.0,408.25,水层
1688.57125,228.6993,9.7266,10.32,137.655,0.1953,97.2815,130.6923,240.2992,2.7523,2.7739,3.2832,3.4501,1.2706,3.8316,67.9392,0.2585,124.1774,3.6543,2.3468,9.1933,8.5142,3.1075,0.1287,593.4988,398.7506,600.9976,408.9994,水层
1688.6025,228.6949,9.672,10.0972,134.9127,0.1765,97.4022,127.7304,242.5893,2.7008,2.7445,3.394,3.5711,1.2715,3.7853,67.9375,0.2541,123.7643,3.539,2.3371,8.0007,7.091,3.1286,-0.0121,594.5,396.75,601.5,408.0,水层
1688.63375,227.5441,9.8516,9.9632,128.5372,0.1673,96.6112,125.7828,244.624,2.6556,2.7409,3.6654,3.8146,1.2725,3.7335,67.9375,0.2555,122.2269,3.4473,2.3349,8.2559,6.4238,3.5028,0.1148,589.504,398.9982,598.5024,410.7478,水层
1688.665,226.3944,10.0391,9.9091,123.7591,0.1706,96.2554,128.4735,246.5313,2.6384,2.748,3.6256,3.7876,1.2734,3.6438,67.9375,0.2565,119.7671,3.3398,2.349,7.3581,6.0001,4.0064,-0.1048,589.0,400.75,596.0,410.75,水层
1688.69625,224.9887,10.3984,10.0094,123.2015,0.1857,95.7631,130.8245,249.4577,2.6921,2.7551,3.6465,3.8564,1.2734,3.5277,67.9375,0.2653,117.8706,3.2578,2.3706,6.6269,5.6788,4.0283,-0.1216,586.0024,395.5042,594.0016,407.003,水层
1688.7275,222.6913,9.9922,10.2482,125.0622,0.1874,95.0486,130.947,246.7788,2.7847,2.8096,3.662,3.9003,1.2725,3.408,67.9375,0.2572,116.7418,3.2461,2.3794,5.9083,5.2933,3.8142,0.1037,580.0,390.75,587.5,402.75,水层
1688.75875,221.6697,10.1876,9.9618,128.5784,0.1931,94.2232,127.5496,243.2075,2.9339,2.951,3.6186,3.8911,1.2715,3.3674,67.9366,0.2395,115.6131,3.1954,2.3898,5.6766,4.3954,3.6714,0.2459,573.0,389.0,578.5,400.0,水层
1688.79,219.4996,10.2891,10.1592,129.1946,0.2136,93.0427,122.0801,240.4012,3.1658,3.1342,3.7541,4.0285,1.2715,3.3717,67.877,0.2359,114.4838,3.2734,2.4179,5.65,4.4711,3.895,0.3864,555.5,388.0,561.5,395.5,水层
1688.82125,217.8385,10.3123,10.0855,128.7239,0.1851,90.6578,120.3983,236.8306,3.4328,3.3737,4.1822,4.5559,1.2715,3.4064,67.9365,0.2408,113.4573,3.2599,2.4418,5.6233,4.5342,4.0786,0.3735,548.5,379.5,555.5,389.5,水层
1688.8525,217.0711,10.0469,9.9593,124.8301,0.1674,87.9709,115.4989,233.2581,3.7661,3.7667,4.9412,5.4895,1.2715,3.3457,67.9367,0.2292,112.3285,3.3535,2.4747,5.571,4.5331,4.5204,0.3926,539.5,364.75,541.0,373.0,水层
1688.88375,216.1756,9.9058,9.673,116.6526,0.1372,84.4764,114.2851,230.1964,4.1987,4.3606,6.2632,6.823,1.2725,3.2553,67.8773,0.1916,112.5809,3.5235,2.5166,5.2113,4.4295,5.3412,0.5354,528.0,357.5,531.5,366.25,水层
1688.915,215.1521,9.4062,9.43,106.6649,0.107,80.4426,110.7051,228.5378,4.6637,4.9913,7.6043,8.1296,1.2725,3.1713,67.9977,0.1562,115.0834,3.6172,2.5506,4.8127,4.1339,7.2932,0.6472,516.5092,349.0068,522.0076,356.0082,水层
1688.94625,214.3834,9.3747,9.1742,104.6961,0.0646,76.6329,113.6003,225.6041,5.1064,5.6083,9.8615,10.1941,1.2744,3.1736,67.9382,0.1357,121.3708,3.7909,2.5533,4.5941,3.7229,9.9126,0.6665,515.0,338.25,519.5,346.25,水层
1688.9775,213.6165,9.0234,9.1171,109.0309,0.0632,73.9395,108.5162,223.4347,5.3941,6.1063,10.7148,11.0548,1.2734,3.2287,67.9381,0.1265,121.8817,3.6914,2.5435,4.3367,3.4912,11.2369,0.4096,517.498,333.5038,521.998,338.756,水层
