Depth,AC,CALI,DFL,DRHO,DT,GR,HAC,HRID,HRIM,LLD,LLS,MSFL,NPHI,PD60,PE,RHOB,SP,result
1746.56875,251.5748,8.6172,16.1874,0.1477,74.3341,88.2147,249.9704,8.1046,8.3899,9.6717,11.3361,15.25,0.1755,161.28,4.2133,2.5581,-15.524,干层
1746.6,250.6881,8.6227,23.1326,0.1019,70.3532,80.5737,254.0147,11.1252,11.5588,14.3966,17.0705,19.6887,0.1508,167.447,3.9636,2.5671,-15.6762,干层
1746.63125,249.2952,8.6227,29.1151,0.1553,67.9281,74.3245,258.8177,14.2794,15.0062,19.5898,21.9164,27.3135,0.1296,175.5861,4.1732,2.632,-15.7857,干层
1746.6625,248.7872,8.6216,30.4489,0.2455,66.8693,70.5457,263.8736,16.1603,17.1756,22.9902,25.607,38.531,0.1077,181.5504,4.6671,2.7072,-15.7761,干层
1746.69375,253.4641,8.621,26.0862,0.2645,67.3781,70.1736,268.4234,15.9426,17.0843,23.139,26.4145,47.8114,0.0955,185.9476,4.8796,2.7071,-15.7045,干层
1746.725,258.52,8.6183,20.5609,0.2027,68.9249,72.2765,273.8589,14.4539,15.5401,19.9222,22.3673,36.4937,0.0971,191.9625,4.5698,2.6372,-15.5856,干层
1746.75625,263.4491,8.6177,16.5841,0.1925,70.1464,75.4353,278.409,12.9063,13.9241,17.0097,17.9547,31.9269,0.1025,196.2586,4.2983,2.6373,-15.4952,干层
1746.7875,268.3783,8.6205,14.8004,0.2095,71.025,78.114,281.6946,11.8066,12.7695,15.785,15.7238,25.9518,0.1072,202.7792,4.2759,2.6506,-15.4333,干层
1748.6,245.1232,8.6876,11.0101,0.2145,83.4368,101.8067,236.1828,5.2073,5.5919,9.0495,9.5621,10.9782,0.1735,150.1991,4.0669,2.6464,-13.7904,干层
1748.63125,236.9024,8.6794,9.4348,0.1661,85.7248,100.2874,239.8468,4.8619,5.2105,8.6489,9.4211,21.0779,0.175,127.4385,4.0023,2.6282,-13.7333,干层
1748.6625,228.1754,8.6783,7.6037,0.1412,88.0719,104.3784,242.2479,4.3045,4.5991,7.119,7.7373,23.6175,0.1912,124.5559,3.783,2.6062,-13.7333,干层
1748.69375,222.3569,8.6887,5.5539,0.176,90.8509,112.7882,244.3959,3.7808,4.0265,6.273,6.4574,12.5255,0.2036,116.4626,3.7662,2.5924,-13.7334,干层
1748.725,215.9056,8.709,4.4632,0.2142,94.1531,120.3758,247.3018,3.4055,3.616,5.6363,5.6855,6.9471,0.2156,105.2844,3.9127,2.5609,-13.7764,干层
1748.75625,212.1104,8.7302,4.0848,0.2321,96.9525,123.6111,244.5184,3.1647,3.358,4.7093,4.8414,5.7286,0.248,99.1632,4.067,2.5394,-13.8524,干层
1748.7875,210.3385,8.7482,3.8677,0.2475,97.9871,122.5934,239.0783,3.0121,3.2003,3.8972,4.1475,6.0529,0.283,93.851,4.2442,2.5417,-13.8667,干层
1748.81875,208.0605,8.7581,3.7017,0.2799,97.6438,120.0958,234.272,2.9179,3.1079,3.4399,3.733,6.1549,0.2819,84.1372,4.5421,2.5783,-13.819,干层
1748.85,206.0352,8.7597,3.6558,0.2735,97.1966,118.6658,226.0508,2.8836,3.0757,3.2837,3.5228,5.514,0.2606,84.1368,4.5197,2.5692,-13.8142,干层
1748.88125,205.022,8.7597,3.6613,0.2386,96.9859,118.6319,220.8649,2.9261,3.1194,3.3138,3.4163,4.9825,0.2535,85.7016,4.25,2.5329,-13.7428,干层
1748.9125,206.0306,8.7559,3.7881,0.2388,96.2637,119.1129,214.0346,3.0625,3.2564,3.3436,3.5782,4.8477,0.2583,86.5593,4.2936,2.549,-13.6858,干层
1748.94375,206.6609,8.7531,4.4134,0.2324,94.1869,117.8332,207.0781,3.3036,3.5023,3.3944,3.8213,4.5521,0.2695,87.5176,4.2981,2.573,-13.7333,干层
1748.975,207.0383,8.7542,5.3275,0.2262,91.1906,113.4954,201.6387,3.6583,3.8673,3.9915,4.4365,5.1356,0.2606,89.2851,4.1991,2.5801,-13.781,干层
1749.00625,207.2899,8.7581,6.5867,0.2655,88.5948,107.2998,197.085,4.1107,4.3337,5.0712,5.8197,5.5371,0.2333,91.7098,4.3737,2.6227,-13.8095,干层
1749.0375,207.4144,8.7778,8.5159,0.2802,86.8781,100.7455,194.3009,4.5695,4.8032,5.9515,6.9108,5.8173,0.2215,94.0339,4.6346,2.6524,-13.7906,干层
1749.06875,207.1596,8.7985,9.3042,0.2316,85.583,96.1536,198.5981,4.8612,5.0948,6.4486,7.3136,11.1223,0.2259,96.8632,4.515,2.6294,-13.8333,干层
1749.1,207.0312,8.8116,8.781,0.2037,85.0154,95.1631,203.7804,4.8447,5.0718,6.6262,7.4191,16.4986,0.2149,99.4903,4.342,2.609,-13.8048,干层
1749.13125,206.7761,8.8225,7.5057,0.2262,86.0813,97.3389,209.4685,4.5611,4.7811,6.5924,7.5269,11.6713,0.2003,102.6735,4.3929,2.6241,-13.7714,干层
1749.1625,206.3945,8.8203,6.0834,0.2413,88.3073,101.9276,216.7993,4.1729,4.3881,6.2842,7.0152,8.2204,0.2068,105.655,4.446,2.6259,-13.7619,干层
1749.19375,205.7584,8.8159,5.0726,0.2414,90.4391,107.4378,219.2005,3.8103,4.0192,5.4238,5.9532,6.5378,0.2169,108.5854,4.2741,2.6081,-13.7381,干层
1749.225,205.7584,8.8203,4.5544,0.247,92.0821,111.4897,222.2335,3.5242,3.7273,4.61,5.0399,5.2813,0.2283,110.5041,4.0809,2.5968,-13.7286,干层
1749.25625,205.5039,8.823,4.266,0.2217,93.0804,113.3447,226.2778,3.3199,3.5173,4.2391,4.564,4.6118,0.2362,111.8169,3.7864,2.5569,-13.6952,干层
1749.2875,205.3755,8.8252,4.1086,0.1861,93.6891,113.35,230.322,3.1782,3.3695,4.1436,4.4583,4.3772,0.2355,113.3315,3.4363,2.509,-13.6476,干层
1749.31875,205.2471,8.8241,4.0512,0.2166,94.6058,112.228,230.5723,3.0728,3.2558,3.9981,4.3215,4.3504,0.2445,114.8963,3.5875,2.5356,-13.6238,干层
1749.35,206.1299,8.8181,3.904,0.2587,95.5344,111.2351,229.9375,2.9872,3.1624,3.6874,4.0716,4.5889,0.2577,116.3607,4.0012,2.5861,-13.6572,干层
1749.38125,209.1624,8.8154,3.626,0.2399,95.3922,110.5451,229.4304,2.9322,3.1036,3.4011,3.7187,5.0037,0.249,117.9259,4.0396,2.5844,-13.6857,干层
1749.4125,212.8273,8.8252,3.5677,0.177,94.1278,110.2388,228.2904,2.9429,3.1143,3.4764,3.6579,5.2077,0.2329,119.339,3.6633,2.5252,-13.6619,干层
1749.44375,216.9984,8.8394,3.8868,0.1599,92.5734,110.9645,226.3914,3.0517,3.2259,3.8047,4.0133,4.3205,0.232,120.9551,3.5678,2.4994,-13.6715,干层
1749.475,222.1807,8.8454,4.6161,0.1815,91.0587,112.1115,225.1257,3.2607,3.4399,4.1036,4.3171,3.5752,0.2409,122.5203,3.7063,2.5131,-13.7381,干层
1749.50625,228.1216,8.8345,5.7363,0.1995,89.2281,112.251,221.2029,3.5208,3.7072,4.3565,4.7233,4.0568,0.2393,124.2877,3.8073,2.5257,-13.6999,干层
1749.5375,234.3152,8.8159,6.6667,0.2106,87.2877,110.9363,218.0395,3.7441,3.9372,4.6643,5.1862,5.1079,0.2258,125.954,3.9097,2.5377,-13.6619,干层
1749.56875,239.7504,8.7963,6.672,0.2191,86.0812,109.1189,216.1415,3.8541,4.0493,5.1076,5.7522,5.4353,0.2199,127.7218,3.9194,2.5527,-13.6952,干层
1749.6,243.795,8.7941,6.4192,0.2416,86.0125,108.4028,212.7252,3.8414,4.0361,5.5572,6.1359,5.0379,0.2162,130.3489,3.8972,2.5657,-13.7333,干层
1749.63125,248.4712,8.8039,5.9087,0.2809,86.9182,109.719,209.6892,3.7477,3.9435,5.4916,6.0715,5.1794,0.2146,133.8862,4.1424,2.5864,-13.6999,干层
1749.6625,252.3887,8.8248,5.2576,0.3033,87.6984,111.95,206.2729,3.6247,3.8267,4.8804,5.5495,5.493,0.2258,138.1317,4.574,2.5931,-13.6285,干层
1749.69375,255.4217,8.8509,5.0778,0.3015,87.587,113.0087,224.3526,3.5128,3.7227,4.5396,4.9411,5.2809,0.2315,146.1188,4.6585,2.5784,-13.6047,干层
1749.725,257.5694,8.8694,4.9566,0.2967,87.3635,112.0271,233.2017,3.4344,3.649,4.7441,5.0503,5.1776,0.2293,151.1228,4.5638,2.5671,-13.5333,干层
1749.75625,259.4641,8.8809,4.995,0.2792,88.2109,109.9264,241.9244,3.3766,3.5851,4.8446,5.364,4.5751,0.2306,157.2899,4.463,2.5584,-13.3999,干层
1749.7875,260.853,8.8874,5.0006,0.2393,89.9185,109.0231,250.141,3.2976,3.4921,4.4331,5.0413,4.0978,0.2342,162.7993,4.213,2.5466,-13.3048,干层
1749.81875,261.7359,8.9116,4.6004,0.2328,91.0156,110.9279,254.4385,3.1724,3.3504,3.9473,4.5017,4.9579,0.2393,172.6581,4.0936,2.5557,-13.2666,干层
1749.85,262.4926,8.9431,4.0898,0.2871,91.4431,114.3903,260.8852,3.0313,3.1995,3.6838,4.1034,4.8102,0.2327,180.2912,4.4349,2.5847,-13.238,干层
1749.88125,263.2493,8.9704,3.7783,0.3143,92.483,115.8317,257.4689,2.9334,3.097,3.7675,4.0185,3.8438,0.2237,187.6213,4.673,2.5718,-13.1905,干层
1749.9125,263.8796,8.983,3.674,0.2929,93.9969,113.4596,254.3062,2.9077,3.0705,3.9025,4.1167,3.5733,0.2281,191.2095,4.5066,2.5413,-13.181,干层
1749.94375,265.0156,8.9819,3.9072,0.2732,94.4893,109.4232,250.0044,2.9351,3.0981,3.6834,3.995,4.0134,0.2343,195.6569,4.3343,2.5522,-13.1762,干层
1749.975,266.0252,8.9868,4.1363,0.2565,93.4656,107.0352,247.221,2.9677,3.1341,3.5107,3.8994,5.6057,0.2363,199.801,4.206,2.5625,-13.1476,干层
1753.6,198.966,9.3743,3.3497,0.2405,106.3877,114.2636,192.7926,2.1236,2.2291,2.7895,3.2691,2.7304,0.2851,106.3896,4.0445,2.4518,-11.5142,干层
1753.63125,196.9436,9.3242,3.643,0.2574,103.8789,111.7318,194.6838,2.2167,2.3272,3.0147,3.6334,3.0768,0.2915,98.9673,4.2667,2.53,-11.4476,干层
1753.6625,194.5406,9.3007,3.9926,0.2499,102.0156,110.278,198.5948,2.2689,2.3848,3.111,3.7781,3.394,0.2799,91.3931,4.3617,2.5308,-11.4049,干层
1753.69375,191.8851,9.2658,3.7176,0.2318,101.0841,109.4517,201.7487,2.2835,2.4047,3.2103,3.8008,3.5819,0.2776,88.5137,4.2881,2.4704,-11.5001,干层
1753.725,191.1253,9.2313,3.4861,0.2472,102.1516,109.7824,205.1552,2.2904,2.4179,3.1995,3.8005,3.4162,0.2732,86.391,4.3471,2.4667,-11.5858,干层
1753.75625,190.9952,9.1959,3.3993,0.2295,104.6286,112.8526,207.2994,2.3159,2.4506,3.1111,3.6618,3.1293,0.2713,84.9249,4.233,2.485,-11.6334,干层
1753.7875,192.1273,9.1861,3.2766,0.1831,106.0839,118.491,209.822,2.3632,2.5058,2.9893,3.438,3.1869,0.2764,85.3263,3.8752,2.5025,-11.7048,干层
1753.81875,193.0074,9.1877,3.3029,0.1715,105.6859,124.2242,212.8497,2.414,2.5631,2.874,3.3524,3.3634,0.2763,85.6772,3.7407,2.5318,-11.7189,干层
1753.85,193.5103,9.1652,3.3653,0.1831,103.9153,128.3243,215.2461,2.4474,2.5997,2.8736,3.4387,3.4441,0.2695,86.3302,3.849,2.5412,-11.6094,干层
1753.88125,195.1469,9.1134,3.3588,0.1855,102.325,129.898,213.9801,2.4593,2.6111,2.9402,3.4527,3.4997,0.2587,87.034,3.9078,2.4928,-11.5045,干层
1753.9125,195.9029,9.0605,3.2836,0.2017,101.3726,127.2612,211.5767,2.4709,2.622,2.9063,3.4358,3.5467,0.2643,87.3857,3.9625,2.4514,-11.3665,干层
1753.94375,196.7836,9.0228,3.3385,0.2305,99.1197,120.7285,210.9439,2.518,2.6728,2.9246,3.4038,3.6032,0.2754,87.9385,4.0472,2.4527,-11.2286,干层
1753.975,198.1687,8.9823,3.6364,0.2343,96.0672,112.9129,208.4147,2.6322,2.7983,3.1226,3.4808,3.5151,0.2643,88.8439,4.0418,2.4714,-11.2143,干层
1754.00625,199.555,8.9376,4.0944,0.2153,94.2093,105.6996,207.1501,2.8232,3.0079,3.5224,3.8249,3.3028,0.2483,89.2965,4.0566,2.5068,-11.2189,干层
1754.0375,200.9402,8.8807,4.9511,0.1852,92.9359,100.7212,204.8729,3.0523,3.2612,3.7986,4.3056,3.3298,0.2406,90.1017,4.192,2.5474,-11.1193,干层
1754.06875,202.3255,8.8176,5.3128,0.1833,91.3152,98.2428,203.8608,3.2453,3.4749,3.9569,4.4096,4.1018,0.2285,90.9574,4.2994,2.6051,-11.2526,干层
1754.1,202.9547,8.7924,5.1791,0.1725,89.8929,96.4845,202.7215,3.3401,3.5788,4.2199,4.6811,5.1453,0.2102,91.8123,4.2944,2.5904,-11.3857,干层
1754.13125,203.0777,8.7788,5.1105,0.1476,89.1891,95.2334,201.8347,3.3538,3.5911,4.5092,4.9748,4.9948,0.1906,92.4164,4.1618,2.5258,-11.381,干层
1754.1625,202.0626,8.7695,4.7232,0.1754,88.3873,95.689,203.4725,3.3503,3.5853,4.5306,4.9786,4.887,0.1814,93.2717,4.1021,2.5274,-11.3478,干层
1754.19375,201.3022,8.7613,4.9902,0.2552,86.9375,97.02,205.1122,3.3772,3.6207,4.3414,4.5788,5.4407,0.1862,94.5299,4.4338,2.6109,-11.5142,干层
1754.225,200.5414,8.751,5.2566,0.2625,86.2417,96.6771,208.1381,3.4435,3.7075,4.4453,4.7117,5.8916,0.1941,95.0331,4.575,2.6424,-11.4905,干层
1754.25625,199.781,8.7515,5.759,0.2286,86.6771,93.5803,209.2731,3.5185,3.8067,4.7744,5.2788,5.7073,0.1981,95.5867,4.28,2.6416,-11.4952,干层
1754.2875,199.6514,8.7548,6.1388,0.2394,87.1203,89.4967,211.6691,3.544,3.8485,4.9461,5.4084,6.6034,0.1989,96.6439,4.1672,2.6628,-11.562,干层
1754.31875,200.027,8.7624,5.7945,0.2803,87.4135,87.5766,213.813,3.4723,3.773,5.0904,5.501,9.0977,0.1946,97.6009,4.459,2.7142,-11.6286,干层
1754.35,202.4219,8.7958,5.5286,0.2488,88.2469,89.701,215.831,3.3071,3.5828,5.0227,5.6334,7.8504,0.1844,98.5071,4.5292,2.6809,-11.6284,干层
1754.38125,206.0812,8.845,4.8855,0.1899,90.8082,94.9903,219.1114,3.0939,3.3311,4.7335,5.3892,5.8935,0.1827,99.8163,4.159,2.5975,-11.5476,干层
1754.4125,214.2854,8.8962,4.1816,0.2107,94.7998,101.3095,224.7896,2.8881,3.0859,4.3179,4.7435,5.2414,0.1911,100.6723,4.0083,2.5811,-11.5476,干层
1754.44375,222.1119,8.9487,3.9153,0.2629,98.4844,107.5632,226.935,2.7194,2.8815,3.9174,4.3397,4.2537,0.2032,101.629,4.2267,2.5969,-11.5047,干层
1754.475,227.9174,8.9944,3.7143,0.2676,101.0981,112.7454,229.0789,2.5861,2.7258,3.6708,4.0226,3.7328,0.2214,102.6361,4.4142,2.5848,-11.3904,干层
1754.50625,233.0911,9.0207,3.6179,0.2717,102.0875,115.5938,227.1815,2.4759,2.6006,3.5547,3.8469,3.4718,0.2406,103.5423,4.5073,2.5773,-11.2809,干层
1754.5375,237.8865,9.0539,3.6435,0.2918,101.9571,116.29,223.2641,2.362,2.4768,3.4221,3.7209,3.3612,0.2583,104.1961,4.6291,2.552,-11.2569,干层
1754.56875,241.6716,9.0791,3.3706,0.3103,102.9545,116.8954,219.978,2.2312,2.3369,3.3095,3.6135,3.4118,0.2679,104.9,4.651,2.5169,-11.119,干层
1754.6,246.9727,9.1054,2.9633,0.3133,105.3672,118.8505,216.8178,2.0919,2.188,3.145,3.4755,3.3228,0.2763,105.3018,4.6125,2.4771,-10.8617,干层
1754.63125,250.6316,9.1856,2.7253,0.292,107.636,121.0275,213.0267,1.969,2.0587,2.7738,3.1038,2.9844,0.2869,105.5518,4.3079,2.4247,-10.7238,干层
1754.6625,248.4817,9.2303,2.2991,0.265,108.9484,120.9495,208.7304,1.8889,1.9767,2.5213,2.8917,2.6383,0.2862,106.0542,4.0364,2.3682,-10.7142,干层
1754.69375,241.7847,9.2194,2.2345,0.2656,109.6511,117.4331,205.065,1.8664,1.9565,2.4189,2.8063,2.4154,0.2832,106.607,4.0797,2.3719,-10.6714,干层
1754.725,236.7309,9.2101,2.6238,0.2703,110.7385,112.6056,202.6633,1.9003,1.9954,2.371,2.8005,2.4524,0.2997,107.5128,4.1507,2.4077,-10.6714,干层
1754.75625,232.0553,9.1822,2.7812,0.2841,111.575,109.0214,201.3977,1.9728,2.0754,2.4588,2.8172,2.6882,0.3163,108.4194,4.2198,2.428,-10.7334,干层
1754.7875,233.4402,9.1861,3.0521,0.2907,111.1801,106.8652,206.4456,2.0562,2.1674,2.5544,2.9384,2.8332,0.3065,109.9818,4.4668,2.4141,-10.7857,干层
1754.81875,235.8374,9.2216,3.2722,0.2845,110.2781,105.7622,217.0498,2.1262,2.245,2.6338,3.1615,2.9597,0.3005,112.5028,4.5892,2.4216,-10.819,干层
1754.85,239.2432,9.2166,3.1771,0.2775,109.7151,105.595,222.6038,2.1765,2.3007,2.8039,3.3082,3.0517,0.3002,114.0151,4.4705,2.4531,-10.8,干层
1754.88125,243.28,9.2019,3.2376,0.2928,109.5179,105.7641,229.2934,2.2143,2.3419,2.9079,3.5166,3.0617,0.289,116.8394,4.5771,2.5025,-10.8143,干层
1754.9125,246.8121,9.1964,3.3964,0.2867,108.8031,105.9582,234.9732,2.244,2.373,3.0334,3.5256,3.1582,0.2908,119.3107,4.5927,2.5284,-10.8143,干层
1754.94375,250.2191,9.1888,3.4428,0.2642,107.3017,106.0287,239.1382,2.2553,2.3846,3.1821,3.5692,3.3778,0.3017,121.2769,4.548,2.5404,-10.7998,干层
1754.975,252.3633,9.2211,3.4286,0.2347,106.1703,106.3097,242.545,2.2359,2.3639,3.1277,3.5614,3.4944,0.295,124.2527,4.4,2.526,-10.6378,干层
1755.00625,255.1388,9.2789,3.2885,0.237,106.6332,107.534,237.8699,2.1909,2.3171,2.9497,3.5197,3.4179,0.2874,127.5313,4.2203,2.5085,-10.5332,干层
1755.0375,259.0489,9.3182,3.1327,0.2619,108.0778,109.4351,234.3312,2.1447,2.2681,2.8199,3.3766,3.32,0.2881,130.5074,4.1189,2.4568,-10.481,干层
1755.06875,260.9415,9.2973,2.8905,0.2833,109.0687,110.9009,228.3918,2.1174,2.2374,2.8545,3.2052,3.1146,0.2949,136.6127,4.2316,2.3831,-10.4714,干层
1755.1,264.8516,9.2138,2.8587,0.2902,109.3895,111.2134,225.3587,2.1086,2.2257,2.9306,3.2437,2.9061,0.302,140.3964,4.5095,2.365,-10.4668,干层
1755.13125,266.6175,9.1164,3.0024,0.2579,108.4672,111.3086,226.998,2.1044,2.2211,2.7725,3.0845,2.9648,0.3027,145.5427,4.5181,2.3891,-10.5144,干层
1755.1625,269.8972,8.9862,2.9443,0.2419,106.4552,113.0436,247.5793,2.0972,2.2154,2.6291,2.9322,3.125,0.3013,149.5284,4.3765,2.4182,-10.5572,干层
1755.19375,271.7888,8.8825,2.8976,0.2746,105.4037,116.4844,264.7511,2.0943,2.2126,2.7377,3.1151,2.9509,0.2858,155.2295,4.4238,2.3975,-10.6,干层
1755.225,274.0588,8.8739,3.0443,0.3082,105.9,118.8074,276.619,2.1031,2.22,2.8658,3.2764,2.7354,0.2876,158.8118,4.6056,2.4101,-10.619,干层
1755.25625,271.6563,8.9346,3.0492,0.2836,106.6717,118.1102,288.7392,2.1223,2.2378,2.8035,3.109,2.9088,0.2944,163.5038,4.3458,2.4474,-10.6429,干层
1755.2875,268.4961,9.1045,2.9481,0.2688,106.5188,115.1555,295.5563,2.1491,2.2655,2.6496,3.0361,3.1469,0.2839,166.48,4.1524,2.4993,-10.6763,干层
1755.31875,261.4206,9.2445,3.0205,0.2532,105.9374,111.5823,303.5091,2.192,2.3112,2.6199,3.1027,3.1006,0.275,170.4149,3.9663,2.4601,-10.7286,干层
1755.35,253.8404,9.2636,3.1758,0.2366,105.9031,109.4275,310.7051,2.2669,2.3894,2.8004,3.2151,2.9321,0.2664,175.1073,3.8128,2.3904,-10.7619,干层
1755.38125,249.5435,9.1914,3.5058,0.2485,105.9219,109.6746,291.7598,2.3809,2.5058,3.0733,3.3391,2.8526,0.2681,179.7485,3.9387,2.379,-10.7857,干层
1755.4125,245.4993,9.0959,3.9563,0.2713,105.7516,112.2904,274.7082,2.5167,2.6417,3.2696,3.7223,2.8373,0.2716,180.857,4.3227,2.4326,-10.8189,干层
1755.44375,240.6951,9.0091,4.4308,0.2624,104.5375,116.8354,251.3427,2.6293,2.7545,3.3963,3.9697,3.1435,0.2633,179.1867,4.521,2.4796,-10.7428,干层
1755.475,239.3044,8.9688,4.7085,0.2628,102.6404,120.4929,237.7002,2.6767,2.8026,3.6794,4.1904,3.7544,0.2516,178.934,4.5309,2.4983,-10.6856,干层
1755.50625,237.0275,8.9546,4.4698,0.2924,103.1828,120.6789,226.4585,2.6493,2.773,3.9295,4.5373,3.777,0.2519,176.5088,4.5923,2.5141,-10.6238,干层
1755.5375,235.3826,8.9793,4.2205,0.2842,105.7391,117.8478,216.858,2.5687,2.6863,3.8023,4.3892,3.2619,0.2564,172.6699,4.4406,2.5006,-10.5143,干层
1755.56875,233.8635,9.0229,3.5818,0.2709,106.622,113.5946,211.5502,2.4698,2.5824,3.4591,3.9801,3.2644,0.2645,166.3071,4.2573,2.4752,-10.5001,干层
1755.6,232.8505,9.0699,3.3193,0.2843,105.4766,110.0887,208.8958,2.3879,2.499,3.1556,3.5499,3.4305,0.2665,153.8362,4.2657,2.4326,-10.6051,干层
1755.63125,231.3303,9.0959,3.2134,0.281,105.273,108.2961,204.471,2.346,2.4595,3.0143,3.4043,3.1807,0.2667,141.4157,4.3116,2.399,-10.7238,干层
1755.6625,230.3168,9.0529,3.2859,0.2409,106.3865,106.7756,203.4598,2.3468,2.4646,2.9615,3.307,2.98,0.283,132.8314,4.2216,2.372,-10.7524,干层
1755.69375,228.7976,8.9982,3.422,0.2494,106.8734,105.041,200.0462,2.3726,2.4951,3.0187,3.2737,2.9536,0.2904,123.7932,4.4888,2.4073,-10.7856,干层
1755.725,228.4166,8.9497,3.5008,0.2912,106.7077,103.561,198.5284,2.3943,2.5191,3.1242,3.6031,3.0418,0.2778,117.4804,4.8149,2.4683,-10.7379,干层
1755.75625,227.4037,8.9426,3.6707,0.2774,106.6109,102.2644,196.6308,2.3898,2.514,3.0972,3.5975,3.2691,0.2606,112.9855,4.6007,2.4571,-10.6141,干层
1755.7875,226.5164,8.9606,3.438,0.2575,106.2826,101.9657,195.7444,2.3628,2.4853,3.0096,3.4196,3.8893,0.2619,109.0455,4.4468,2.4107,-10.5428,干层
1755.81875,225.3761,8.9704,3.3592,0.2718,105.5491,103.4468,194.8575,2.3413,2.4634,3.0157,3.3542,3.8661,0.2683,107.1246,4.5608,2.3933,-10.481,干层
1755.85,224.2363,8.9539,3.4499,0.272,104.8297,105.9106,194.6021,2.3531,2.4763,3.1212,3.4685,3.032,0.2661,104.8487,4.5455,2.3815,-10.4667,干层
1755.88125,222.464,8.9109,3.7521,0.2574,103.9722,108.1932,197.125,2.403,2.5291,3.171,3.5884,2.7634,0.2627,104.848,4.5342,2.3817,-10.4714,干层
1755.9125,221.0721,8.876,4.094,0.2746,103.0219,109.0577,201.4155,2.4662,2.5954,3.2219,3.654,3.0254,0.2636,105.1993,4.7534,2.4401,-10.4761,干层
1755.94375,219.9328,8.858,4.2198,0.2838,102.7732,107.3919,209.4952,2.5056,2.6369,3.354,3.8051,3.3665,0.2591,106.6103,4.8792,2.4823,-10.4381,干层
1755.975,217.909,8.8874,4.1969,0.2937,103.3165,104.017,216.8172,2.5005,2.6304,3.5071,3.8989,3.5099,0.2533,109.3338,4.8969,2.5196,-10.4333,干层
1756.00625,217.6532,8.9394,3.9418,0.2878,104.0344,101.0646,222.4975,2.46,2.5885,3.4061,3.9174,3.4838,0.2596,112.5111,4.8674,2.5218,-10.3761,干层
1756.0375,222.4479,9.0076,3.8065,0.2936,104.5178,100.8454,230.0712,2.4081,2.5374,3.2227,3.6105,3.2381,0.2538,114.8315,4.7974,2.5194,-10.3048,干层
1756.06875,225.2242,9.0529,3.5068,0.2946,104.9984,104.0583,235.8778,2.3638,2.4955,3.2326,3.5772,3.1703,0.2418,118.5646,4.7804,2.4851,-10.2761,干层
1756.1,232.1665,9.0539,3.4412,0.2887,105.3341,108.5358,240.4219,2.3281,2.462,3.1916,3.7045,3.2355,0.2573,122.0452,4.7312,2.45,-10.2524,干层
1756.13125,236.3314,9.0299,3.4982,0.2527,105.1999,112.1066,246.229,2.2934,2.4279,3.0109,3.483,3.2782,0.276,125.1729,4.5,2.4279,-10.2143,干层
1756.1625,241.5057,8.9988,3.1975,0.2374,105.1328,114.1817,252.1615,2.2588,2.3924,2.8218,3.1929,3.9308,0.2751,128.9564,4.2743,2.4581,-10.2286,干层
1756.19375,245.4175,8.9835,3.2898,0.2688,105.2204,114.4551,255.948,2.24,2.3718,2.66,3.1412,3.9568,0.2731,131.9828,4.3207,2.489,-10.2668,干层
1756.225,248.4454,8.9829,3.5001,0.2954,105.3156,112.2982,258.5974,2.2576,2.389,2.7834,3.0421,3.2715,0.2679,137.5335,4.4269,2.4496,-10.3098,干层
1756.25625,249.5783,8.9617,3.4706,0.2899,105.2975,108.2426,258.2154,2.3165,2.4488,3.1327,3.2733,3.1093,0.2591,144.548,4.4525,2.3772,-10.4143,干层
1756.2875,250.0809,8.9328,3.8948,0.2901,105.5416,104.2335,256.192,2.3876,2.5219,3.2214,3.663,3.0504,0.258,150.2498,4.7096,2.3819,-10.4381,干层
1756.31875,250.9612,8.9202,4.2578,0.2686,106.3344,102.2622,253.409,2.4199,2.5563,3.2114,3.7176,4.1122,0.2666,156.1539,4.7635,2.4394,-10.4238,干层
1756.35,251.7164,8.9136,3.7337,0.2415,106.6409,103.1167,252.524,2.3845,2.5209,3.3251,3.8321,6.2336,0.2719,161.856,4.4374,2.4726,-10.4285,干层
1756.38125,252.8493,8.9147,3.653,0.245,106.925,105.8059,250.3734,2.3025,2.435,3.3612,3.8296,5.213,0.2735,166.5987,4.2167,2.4727,-10.3806,干层
1756.4125,254.2354,8.912,3.2285,0.2565,107.7428,108.7567,247.971,2.2132,2.3417,3.1844,3.5603,3.8753,0.2808,170.5342,4.2639,2.4652,-10.2284,干层
1756.44375,256.6319,8.8973,3.0362,0.265,107.9949,111.9704,247.4636,2.1432,2.2688,2.8155,3.1723,4.5407,0.2838,177.6498,4.3202,2.4624,-10.0952,干层
1756.475,261.4279,8.888,2.9988,0.2687,107.6422,115.6798,252.6384,2.0983,2.2216,2.6852,3.0442,4.4226,0.2756,182.0896,4.295,2.4401,-10.1047,干层
1756.50625,266.7292,8.8869,2.9701,0.2634,107.6871,118.0431,269.8122,2.0712,2.1896,2.734,3.1787,3.7665,0.2712,185.4695,4.1831,2.4224,-10.0429,干层
1756.5375,271.1464,8.8836,3.1116,0.2368,108.6875,118.2613,279.6605,2.0476,2.1591,2.6412,3.1625,3.563,0.2811,190.1602,4.0079,2.4133,-10.0334,干层
1756.56875,278.971,8.8743,3.0566,0.2288,110.1275,117.5076,291.6558,2.0162,2.1213,2.5322,2.9998,3.9459,0.2902,190.7151,3.9536,2.4362,-10.0669,干层
