Depth,AC,CALI,DFL,DRHO,DT,GR,HAC,HRID,HRIM,LLD,LLS,MSFL,NPHI,PD60,PE,RHOB,SP,result
1773.44375,228.7025,9.1381,3.3236,0.2971,101.1156,112.5152,229.8699,2.2534,2.36,2.7542,3.2469,3.284,0.29,187.7365,4.6876,2.5201,-12.1095,干层
1773.475,232.8724,9.1851,3.3969,0.2943,101.0383,111.3523,237.0737,2.2541,2.3625,2.7458,3.3004,3.1957,0.2864,191.5733,4.5601,2.5188,-12.0905,干层
1773.50625,237.9268,9.2074,3.3233,0.2587,100.3766,109.9354,243.0137,2.274,2.3847,2.8677,3.5057,3.1429,0.2803,194.652,4.2992,2.5142,-12.0714,干层
1773.5375,245.5096,9.2297,3.305,0.2296,100.0541,109.1149,247.1839,2.3185,2.431,2.9993,3.5357,3.0701,0.2814,196.6706,4.2378,2.5203,-12.0762,干层
1773.56875,249.4266,9.2456,3.5286,0.2464,100.4626,109.8593,249.2038,2.3859,2.4982,3.075,3.5515,3.3167,0.2723,199.1944,4.3238,2.5304,-12.1239,干层
1773.6,254.4811,9.2154,3.7245,0.2758,100.5641,111.8205,246.7982,2.4576,2.5733,3.1525,3.691,3.7955,0.2634,201.4649,4.3716,2.5325,-12.1905,干层
1773.63125,258.1448,9.1569,3.8877,0.2485,99.6066,113.5793,244.7724,2.5162,2.638,3.3452,3.9016,4.0621,0.2644,203.836,4.3278,2.4894,-12.1904,干层
1773.6625,263.1972,9.0855,4.0103,0.2264,98.6375,114.1622,243.3788,2.5493,2.6789,3.5484,3.9753,4.0521,0.263,204.7438,4.3278,2.4587,-12.1619,干层
1773.69375,266.1033,9.0228,3.9007,0.2547,98.5817,114.1052,242.7443,2.5535,2.6906,3.5248,3.9851,3.9685,0.2643,206.0556,4.5965,2.4934,-12.1952,干层
1773.725,269.5141,9.0261,3.7846,0.2733,98.7467,113.6904,243.5002,2.531,2.6725,3.3271,3.8606,3.9502,0.261,207.4678,4.7299,2.5398,-12.2476,干层
1773.75625,272.9255,9.0583,3.6052,0.2693,98.5437,112.7767,252.4744,2.4904,2.6338,3.1888,3.6828,3.7057,0.2493,208.7789,4.5675,2.5463,-12.2238,干层
1773.7875,277.6003,9.0939,3.4943,0.2893,98.1999,112.3867,256.6447,2.4468,2.5921,3.2438,3.6179,3.3952,0.2463,210.3927,4.5687,2.5372,-12.1952,干层
1773.81875,280.6323,9.1298,3.4896,0.3134,98.1375,112.9093,260.8146,2.4175,2.5621,3.2386,3.7578,3.2915,0.2561,211.5523,4.8411,2.5303,-12.1761,干层
1773.85,283.411,9.1222,3.4377,0.2873,98.5839,113.2887,265.4903,2.3991,2.5415,3.048,3.5498,3.304,0.276,212.762,4.7937,2.5123,-12.1048,干层
1773.88125,287.0748,9.1107,3.4784,0.2278,99.0489,113.459,270.1655,2.3786,2.518,2.8922,3.3491,3.5904,0.2824,213.5179,4.4014,2.4577,-12.0286,干层
1773.9125,291.3698,9.0888,3.3153,0.2498,99.4375,113.1262,273.5768,2.3508,2.4878,2.8361,3.2926,3.6217,0.2767,214.2733,4.4539,2.4324,-12.0,干层
1773.94375,294.022,9.0478,3.2398,0.3133,99.8437,110.9365,278.631,2.3323,2.4692,2.9151,3.3338,3.2565,0.2843,214.9787,4.9788,2.4238,-12.0047,干层
1773.975,296.9272,9.0054,3.3476,0.3202,99.7719,107.4322,282.8015,2.3476,2.4855,3.1269,3.4476,3.1509,0.2813,215.6328,5.2121,2.3992,-11.9761,干层
1777.6,260.5178,9.0299,3.4412,0.2527,105.3341,112.1066,279.3214,2.3281,2.462,3.0109,3.483,3.2782,0.276,197.1263,4.5,2.4279,-10.2143,干层
1777.63125,254.5703,8.9988,3.4982,0.2374,105.1999,114.1817,267.5565,2.2934,2.4279,2.8218,3.1929,3.9308,0.2751,183.1769,4.2743,2.4581,-10.2286,干层
1777.6625,248.7493,8.9835,3.1975,0.2688,105.1328,114.4551,250.7325,2.2588,2.3924,2.66,3.1412,3.9568,0.2731,181.2567,4.3207,2.489,-10.2668,干层
1777.69375,243.4341,8.9829,3.2898,0.2954,105.2204,112.2982,241.3701,2.24,2.3718,2.7834,3.0421,3.2715,0.2679,173.7263,4.4269,2.4496,-10.3098,干层
1777.725,236.7277,8.9617,3.5001,0.2899,105.3156,108.2426,233.7782,2.2576,2.389,3.1327,3.2733,3.1093,0.2591,157.6545,4.4525,2.3772,-10.4143,干层
1777.75625,228.1236,8.9328,3.4706,0.2901,105.2975,104.2335,229.0963,2.3165,2.4488,3.2214,3.663,3.0504,0.258,155.3301,4.7096,2.3819,-10.4381,干层
1777.7875,221.923,8.9202,3.8948,0.2686,105.5416,102.2622,224.2874,2.3876,2.5219,3.2114,3.7176,4.1122,0.2666,146.0811,4.7635,2.4394,-10.4238,干层
1777.81875,214.2047,8.9136,4.2578,0.2415,106.3344,103.1167,219.6049,2.4199,2.5563,3.3251,3.8321,6.2336,0.2719,132.791,4.4374,2.4726,-10.4285,干层
1777.85,208.0035,8.9147,3.7337,0.245,106.6409,105.8059,214.5426,2.3845,2.5209,3.3612,3.8296,5.213,0.2735,128.0897,4.2167,2.4727,-10.3806,干层
1777.88125,203.8265,8.912,3.653,0.2565,106.925,108.7567,210.7454,2.3025,2.435,3.1844,3.5603,3.8753,0.2808,120.2556,4.2639,2.4652,-10.2284,干层
1777.9125,200.0284,8.8973,3.2285,0.265,107.7428,111.9704,205.81,2.2132,2.3417,2.8155,3.1723,4.5407,0.2838,117.5246,4.3202,2.4624,-10.0952,干层
1777.94375,197.3696,8.888,3.0362,0.2687,107.9949,115.6798,201.6333,2.1432,2.2688,2.6852,3.0442,4.4226,0.2756,114.9961,4.295,2.4401,-10.1047,干层
1777.975,195.3427,8.8869,2.9988,0.2634,107.6422,118.0431,196.9508,2.0983,2.2216,2.734,3.1787,3.7665,0.2712,112.8714,4.1831,2.4224,-10.0429,干层
1778.00625,195.7183,8.8836,2.9701,0.2368,107.6871,118.2613,193.5325,2.0712,2.1896,2.6412,3.1625,3.563,0.2811,111.2519,4.0079,2.4133,-10.0334,干层
1778.0375,196.3458,8.8743,3.1116,0.2288,108.6875,117.5076,194.668,2.0476,2.1591,2.5322,2.9998,3.9459,0.2902,110.3406,3.9536,2.4362,-10.0669,干层
1778.06875,196.4707,8.8541,3.0566,0.2364,110.1275,116.8,199.8508,2.0162,2.1213,2.4578,3.0083,4.3863,0.2889,110.1357,3.9314,2.4477,-10.2048,干层
1778.1,196.8469,8.8301,2.8541,0.255,111.1408,116.2036,203.136,1.9816,2.0833,2.4338,3.0371,3.8782,0.2948,110.487,4.0827,2.4459,-10.1952,干层
1778.13125,197.5998,8.8094,2.8348,0.2771,111.2781,114.4729,204.7774,1.9606,2.061,2.4826,3.0065,3.3201,0.2985,111.0404,4.352,2.4445,-10.2239,干层
1778.1625,197.8506,8.7908,2.7342,0.2775,110.5927,111.4779,205.6604,1.9681,2.0694,2.4527,2.9784,3.3449,0.287,111.8464,4.5229,2.4432,-10.2668,干层
1778.19375,198.1013,8.781,2.9315,0.2423,109.6969,109.0034,206.1635,2.0077,2.1125,2.5523,2.9837,3.5938,0.2907,112.905,4.3469,2.4105,-10.3238,干层
1778.225,198.6008,8.7597,3.485,0.2326,108.6792,108.3943,207.0455,2.0718,2.1836,2.8913,3.4573,4.1646,0.2958,114.3173,4.392,2.4035,-10.2905,干层
1778.25625,198.6008,8.7269,3.5483,0.2551,106.5431,110.1945,208.1806,2.1421,2.2625,3.0508,3.7323,4.3712,0.2803,116.0327,4.5598,2.4543,-10.2189,干层
1778.2875,199.2294,8.6964,3.8291,0.2739,103.4484,113.3632,210.9599,2.1921,2.3201,3.0433,3.664,4.8236,0.2671,118.506,4.5704,2.4981,-10.1713,干层
1778.31875,199.7315,8.6707,3.7187,0.2983,101.5026,115.8741,214.6255,2.1981,2.3292,2.9815,3.5358,5.6609,0.2661,120.9797,4.5661,2.5251,-10.0568,干层
1778.35,200.1082,8.6598,3.1992,0.2943,102.3,117.0249,220.1884,2.1591,2.2884,2.8667,3.332,4.883,0.269,124.0088,4.5564,2.5246,-9.9523,干层
1778.38125,200.7379,8.6581,2.9745,0.2316,104.7237,116.482,225.3713,2.1006,2.226,2.719,3.2056,4.102,0.2725,127.1389,4.1501,2.4658,-9.8429,干层
1778.4125,201.3671,8.6543,2.9119,0.1634,105.4442,114.4413,231.4397,2.0572,2.1797,2.6415,2.9885,3.9764,0.2786,129.7641,3.7251,2.3526,-9.9668,干层
1778.44375,202.2476,8.6461,2.8092,0.197,104.5188,112.2158,237.0017,2.0514,2.1729,2.6373,3.0861,3.6642,0.2781,133.0454,3.9271,2.3356,-10.0238,干层
1778.475,202.7514,8.639,2.8017,0.2494,105.5735,110.42,239.5286,2.0866,2.2092,2.6655,3.2651,3.4635,0.2765,134.8114,4.3756,2.3763,-10.0285,干层
1778.50625,203.38,8.6265,3.1674,0.2774,108.2281,108.6848,234.5925,2.1458,2.2722,2.7148,3.2264,4.1055,0.289,136.1227,4.7779,2.4378,-9.9856,干层
1778.5375,204.2627,8.6167,3.2001,0.2838,108.2185,106.4838,231.6811,2.2036,2.3357,2.7648,3.2952,4.834,0.2907,137.1312,4.933,2.4689,-9.9429,干层
1778.56875,205.6508,8.6074,3.0796,0.2898,104.3002,104.2167,227.1249,2.2436,2.3811,2.9253,3.3598,4.8284,0.2702,138.3411,4.9639,2.45,-9.8093,干层
1778.6,207.5448,8.6003,3.3613,0.2993,100.6266,102.4228,222.6947,2.2706,2.4113,3.1874,3.584,4.7421,0.2604,139.4507,4.878,2.4002,-9.657,干层
1778.63125,209.5653,8.5975,3.419,0.2907,101.2698,100.9288,217.6316,2.2951,2.4367,3.1996,3.6647,4.7074,0.2712,140.4592,4.9356,2.3811,-9.5904,干层
1778.6625,213.9885,8.5997,3.5671,0.2516,102.109,100.3701,213.7083,2.3149,2.4563,3.114,3.6964,5.785,0.2796,141.72,4.85,2.4012,-9.5524,干层
1778.69375,218.7912,8.6041,3.6387,0.2404,102.2943,102.101,210.2899,2.3162,2.4565,3.0989,3.655,6.0624,0.2709,142.9808,4.6525,2.4559,-9.5714,干层
1778.725,222.7095,8.6106,3.5956,0.2744,101.1939,106.9313,207.7583,2.2937,2.4311,3.158,3.6195,5.1445,0.2641,145.2516,4.615,2.483,-9.6334,干层
1778.75625,228.2706,8.6145,3.5523,0.2863,101.3219,113.9387,208.8939,2.2584,2.392,3.1756,3.6863,4.5661,0.2686,146.5633,4.6325,2.4702,-9.6904,干层
1778.7875,231.8096,8.6139,3.2696,0.2745,102.0065,120.489,217.1121,2.2263,2.356,2.9982,3.557,4.3486,0.2789,150.0977,4.4653,2.4885,-9.6476,干层
1778.81875,235.4745,8.6101,3.1352,0.252,102.419,123.9189,222.2953,2.2052,2.3328,2.7262,3.3404,4.901,0.2895,158.6348,4.2152,2.5061,-9.6667,干层
1778.85,238.8864,8.6046,3.1954,0.2592,102.2233,123.6672,226.9715,2.1981,2.3257,2.7141,3.2571,4.7442,0.2911,166.161,4.2694,2.4983,-9.6952,干层
1778.88125,242.8043,8.5986,3.235,0.2758,101.5465,121.0935,230.2583,2.2114,2.3407,2.9612,3.4827,4.0522,0.2865,170.5038,4.4047,2.4829,-9.638,干层
1778.9125,246.8482,8.5986,3.3017,0.2586,101.2344,117.6739,235.3141,2.25,2.3803,3.074,3.7203,3.8347,0.2881,176.5648,4.4241,2.4716,-9.5857,干层
1778.94375,249.3748,8.603,3.8419,0.2348,102.0376,114.409,236.9566,2.3057,2.4362,3.0172,3.6199,5.2101,0.2954,183.03,4.4601,2.4761,-9.5998,干层
1778.975,252.4073,8.6079,4.0952,0.2657,102.1562,112.1178,238.4716,2.3574,2.4876,3.0349,3.6042,6.2517,0.2834,188.5858,4.6666,2.5108,-9.5285,干层
1841.225,218.9768,8.8274,3.7424,0.0948,91.3231,124.7603,219.5259,3.2331,3.4477,3.9891,4.0949,3.6053,0.2528,128.5112,3.571,2.3275,-8.1666,差油层
1841.25625,224.6676,8.8268,3.5708,0.2301,91.43,126.7006,214.4617,3.2015,3.4065,3.8893,3.9358,3.5298,0.2647,111.9611,3.9177,2.3998,-8.1096,差油层
1841.2875,230.7381,8.8285,3.4842,0.2745,91.5126,127.1507,211.0427,3.1895,3.3888,3.7664,3.8254,3.545,0.2773,106.9991,4.1822,2.3805,-8.1811,差油层
1841.31875,237.6943,8.8285,3.4577,0.2713,91.199,126.4274,210.7869,3.1984,3.3968,3.6671,3.6898,3.8048,0.2791,103.5551,4.2605,2.3089,-8.2095,差油层
1841.35,243.3852,8.8318,3.501,0.2899,91.1351,125.1801,215.9718,3.2227,3.4202,3.6555,3.6784,4.125,0.2788,101.2248,4.6621,2.282,-8.2286,差油层
1841.38125,248.0639,8.8187,3.5297,0.3042,91.5719,123.7045,222.8012,3.2577,3.4542,3.6998,3.7334,4.339,0.2858,99.4505,4.9148,2.2866,-8.2905,差油层
1841.4125,247.5549,8.7924,3.5434,0.3038,91.5969,121.5772,228.2396,3.3054,3.5008,3.7197,3.8948,3.91,0.2846,99.5995,4.8195,2.2711,-8.319,差油层
1841.44375,246.4133,8.7574,3.5512,0.2898,90.7453,118.7586,236.4613,3.375,3.5729,3.7336,3.8358,3.7708,0.2665,101.1147,4.6072,2.2373,-8.2903,差油层
1841.475,244.5111,8.7155,3.662,0.2812,89.4391,116.4612,245.5687,3.4831,3.6879,3.8487,3.8633,4.4419,0.2495,103.1865,4.6147,2.2154,-8.2287,差油层
1841.50625,243.3699,8.6783,3.9153,0.2832,87.9792,115.8618,251.1332,3.6514,3.8684,4.2171,4.169,4.621,0.2378,106.3718,4.693,2.2108,-8.2762,差油层
1841.5375,242.4814,8.6456,4.4275,0.289,86.5,116.5431,255.5591,3.8901,4.1242,4.8698,4.6715,4.7788,0.2335,111.6313,4.6638,2.2291,-8.2951,差油层
1841.56875,241.9729,8.6161,5.248,0.2818,85.2203,116.8132,259.4788,4.1761,4.4296,5.5244,5.4431,6.4218,0.2235,117.3466,4.4259,2.2981,-8.2522,差油层
1841.6,242.7287,8.6041,5.9879,0.2679,83.7611,116.0596,261.7536,4.4251,4.694,5.7924,5.7696,9.2395,0.2189,121.0885,4.1393,2.4222,-8.1094,差油层
1841.63125,244.1167,8.6085,6.2291,0.2582,82.5781,115.2242,263.5223,4.5228,4.7952,5.7136,5.5932,10.4844,0.2235,127.1069,4.0343,2.5233,-8.0713,差油层
1841.6625,244.8735,8.6161,5.7151,0.2355,82.5802,115.2424,262.1265,4.4372,4.7013,5.5773,5.3693,7.6356,0.2141,129.8875,3.8796,2.5414,-8.0095,差油层
1841.69375,246.261,8.6238,4.8753,0.2017,83.4359,116.3198,261.4916,4.2622,4.5159,5.3704,5.1374,4.5352,0.21,133.8313,3.5695,2.5128,-7.8474,差油层
1841.725,246.7657,8.6281,4.366,0.2095,84.6859,118.8533,260.0971,4.1162,4.3651,4.9492,4.7051,3.8207,0.2264,137.5733,3.5101,2.5128,-7.7095,差油层
1841.75625,247.5216,8.6413,4.2446,0.2395,85.7921,122.4875,259.2091,4.0562,4.3077,4.4945,4.3905,4.6073,0.2373,143.8441,3.6257,2.5214,-7.6952,差油层
1841.7875,248.4044,8.6636,4.2821,0.2549,85.6969,126.1347,258.1938,4.079,4.3378,4.2791,4.3625,6.0034,0.2331,146.7769,3.649,2.5164,-7.7096,差油层
1841.81875,248.9081,8.6811,4.4046,0.2419,84.6996,128.5712,257.3049,4.167,4.4312,4.3724,4.4189,6.7036,0.2263,152.2898,3.5009,2.4876,-7.7714,差油层
1841.85,249.6645,8.6805,4.5505,0.2377,83.8614,128.3796,256.67,4.323,4.5854,4.7058,4.6228,6.2556,0.2199,158.7133,3.5093,2.4685,-8.0339,差油层
1841.88125,249.9147,8.6571,4.8198,0.2678,82.95,125.3736,257.4247,4.5783,4.8322,5.1591,5.0094,5.7317,0.2144,167.6644,3.866,2.4985,-8.534,差油层
1841.9125,249.9118,8.6258,5.4006,0.2744,81.5543,119.8815,257.8034,4.9705,5.2172,5.8254,5.5954,5.8251,0.201,167.664,4.0568,2.536,-9.1107,差油层
1841.94375,250.4151,8.597,6.5945,0.2373,79.9984,112.4794,258.813,5.509,5.7573,6.8773,6.6264,6.5504,0.1823,166.2945,3.8959,2.5515,-9.6194,差油层
1841.975,250.5378,8.5839,8.3175,0.1985,78.5379,104.6237,259.8221,6.1263,6.3938,8.1003,7.9742,8.3064,0.1782,164.5207,3.6405,2.5656,-9.9143,差油层
1842.00625,250.5354,8.5823,10.1111,0.172,77.4496,98.8436,260.7051,6.6197,6.9217,9.0879,9.0169,11.2157,0.1827,162.544,3.4825,2.5647,-9.8758,差油层
1842.0375,250.2785,8.5877,10.7351,0.1684,77.1281,97.1866,261.9673,6.7349,7.0609,9.2123,9.1845,12.9902,0.1842,159.8089,3.4253,2.5619,-9.5136,差油层
1842.06875,250.2762,8.5975,9.5145,0.1944,77.7739,100.1679,262.7238,6.3912,6.7082,8.158,8.0911,15.6221,0.1889,155.9095,3.5379,2.5863,-8.9271,差油层
1842.1,250.0207,8.615,7.4181,0.2052,79.4234,106.218,263.6068,5.7801,6.0732,6.7904,6.69,16.8909,0.198,151.8078,3.5273,2.5977,-8.3042,差油层
1842.13125,249.7643,8.6303,5.9409,0.2008,81.4854,112.4081,264.2372,5.1616,5.4318,5.7616,5.6541,12.725,0.2064,147.0989,3.4269,2.5914,-7.8286,差油层
1842.1625,249.3823,8.644,4.8935,0.2005,83.1845,117.0629,265.1198,4.6858,4.9408,5.0778,4.8906,9.786,0.2184,134.9011,3.3946,2.5882,-7.5284,差油层
1842.19375,247.7341,8.6565,4.4699,0.1757,84.5813,119.8429,265.7502,4.3768,4.6186,4.5954,4.4967,7.3073,0.2316,127.4094,3.3688,2.5619,-7.3523,差油层
1842.225,246.4654,8.6642,4.2852,0.1384,85.6456,121.5039,265.8741,4.2066,4.44,4.2277,4.3218,6.7207,0.2362,121.0303,3.1826,2.5281,-7.2907,差油层
1842.25625,244.185,8.6723,4.2256,0.1367,85.9234,123.4129,260.1771,4.1469,4.375,4.2032,4.113,6.607,0.2177,114.1458,3.0621,2.5237,-7.3669,差油层
1842.2875,241.651,8.6702,4.4171,0.1545,85.3242,125.4988,247.1416,4.1868,4.416,4.6611,4.4925,6.625,0.2018,103.5673,3.1272,2.528,-7.5286,差油层
1842.31875,240.2573,8.6576,4.7651,0.167,84.36,126.1261,238.4078,4.3231,4.5568,5.2176,5.1735,6.6978,0.2138,98.6055,3.2897,2.5473,-7.6095,差油层
1842.35,237.5958,8.6396,5.344,0.1594,83.6297,124.4845,228.7887,4.5256,4.7627,5.4679,5.5046,6.5339,0.2186,95.7683,3.3285,2.5604,-7.619,差油层
1842.38125,236.202,8.6205,6.0124,0.168,83.1088,121.0965,221.9528,4.7108,4.9473,5.5175,5.5262,8.1332,0.2053,94.2481,3.2823,2.572,-7.6285,差油层
1842.4125,234.5538,8.6139,6.0941,0.2071,82.5969,117.7543,217.1418,4.7798,5.0135,5.6631,5.6755,11.0687,0.2028,92.3727,3.323,2.5956,-7.6046,差油层
1842.44375,233.6656,8.6134,5.8115,0.2246,82.6189,117.1665,212.4574,4.7142,4.9448,5.8285,5.7776,10.79,0.2061,91.0535,3.3538,2.5995,-7.4095,差油层
1842.475,232.65,8.6085,5.3789,0.2071,83.296,119.4484,207.0125,4.5857,4.8112,5.6416,5.6166,8.2511,0.2103,92.3672,3.3676,2.5653,-7.2761,差油层
1842.50625,232.2681,8.6046,5.1521,0.1984,83.8609,121.9132,204.9861,4.4651,4.6837,5.2954,5.2805,6.6732,0.2216,95.7042,3.3782,2.5248,-7.2333,差油层
1842.5375,231.7581,8.5998,5.079,0.2202,84.4091,122.7098,200.9339,4.3632,4.5736,5.103,5.232,5.1922,0.2419,102.2289,3.5067,2.5087,-7.2618,差油层
1842.56875,231.5026,8.6259,4.9594,0.2429,85.5078,121.3942,199.1602,4.2489,4.45,4.9495,5.1575,5.1672,0.2603,105.8691,3.6478,2.491,-7.2095,差油层
1842.6,231.4993,8.6614,4.7748,0.266,86.5416,118.6143,195.9941,4.0939,4.284,4.7289,4.9049,5.0588,0.258,109.5598,3.9192,2.4393,-7.2048,差油层
1842.63125,231.8765,8.6936,4.4073,0.2904,86.9409,115.9932,192.575,3.9127,4.0922,4.4653,4.5867,4.4293,0.2564,113.1498,4.4156,2.373,-7.1238,差油层
1842.6625,232.3797,8.7177,4.0321,0.3077,87.2156,114.6062,192.1917,3.7502,3.92,4.2945,4.2794,3.7486,0.2718,118.8143,4.8181,2.3211,-7.1191,差油层
1842.69375,234.4014,8.7095,3.8569,0.2855,87.7854,114.2675,195.9854,3.6449,3.808,4.1991,4.206,3.6615,0.2653,131.2081,4.522,2.251,-7.1716,差油层
1842.725,237.8144,8.7062,3.8065,0.2718,88.5906,114.8578,209.3952,3.6054,3.7671,4.0549,4.0716,4.1555,0.2469,141.7809,4.3169,2.323,-7.262,差油层
1842.75625,241.481,8.6931,3.8687,0.2835,89.0302,116.5611,217.3645,3.615,3.782,3.9712,3.9543,4.7102,0.2407,157.9675,4.3314,2.3919,-7.3238,差油层
1842.7875,245.6533,8.6718,3.9606,0.2801,88.6177,119.5948,224.7007,3.6517,3.8281,4.0333,4.1886,4.3655,0.2363,158.473,4.2948,2.473,-7.4811,差油层
1865.4125,247.8278,8.585,7.5553,0.1671,79.3952,106.6835,259.6506,5.7071,5.9928,6.7831,6.8146,9.7805,0.1904,119.8924,3.2791,2.5842,-7.4905,油层
1865.44375,248.0786,8.5937,7.3555,0.146,79.2828,105.681,258.1291,5.7067,5.9966,6.9625,7.0033,10.6835,0.1887,118.5237,3.186,2.5619,-7.5091,油层
1865.475,248.8345,8.6036,6.8243,0.1893,79.549,105.2424,255.9735,5.5613,5.8552,7.0089,6.8919,10.8655,0.1886,117.4087,3.3929,2.5997,-7.352,油层
1865.50625,249.339,8.6074,6.3284,0.2501,80.4014,104.7229,251.6656,5.3461,5.6412,7.0209,6.9096,9.7237,0.1948,116.2431,3.6926,2.6501,-7.0524,油层
1865.5375,249.9692,8.6063,5.9797,0.2374,81.5813,104.7146,247.8651,5.1025,5.3911,6.8177,6.6349,8.5042,0.207,114.52,3.6339,2.6207,-6.6949,油层
1865.56875,250.8512,8.6025,5.5207,0.191,82.651,106.2497,244.6971,4.8365,5.1134,6.3114,6.2034,8.684,0.2145,113.5071,3.2485,2.5291,-6.438,油层
1865.6,251.2292,8.5965,5.0002,0.2162,83.5031,109.6363,246.9725,4.569,4.8298,5.6258,5.6866,8.9267,0.2123,111.937,3.3649,2.4656,-6.3332,油层
1865.63125,251.6066,8.5926,4.5667,0.2768,84.0948,114.3956,249.3759,4.3474,4.5916,5.0795,5.1698,8.4531,0.2163,110.3666,4.0158,2.4507,-6.2904,油层
1865.6625,251.857,8.5926,4.3711,0.2741,84.4846,118.8264,253.1702,4.2193,4.4513,4.8084,4.7426,7.3224,0.2278,108.7456,4.1581,2.4374,-6.2333,油层
1865.69375,252.1069,8.5943,4.3727,0.2083,84.6531,120.4307,254.4345,4.2039,4.4322,4.6622,4.577,6.3292,0.2386,107.074,3.5114,2.4156,-6.1905,油层
1865.725,252.2297,8.597,4.6574,0.1552,84.2676,118.8801,256.0782,4.2917,4.5251,4.5344,4.4785,6.2059,0.242,105.7577,3.1255,2.4292,-6.1857,油层
1865.75625,252.353,8.5975,5.0822,0.1364,83.2516,116.6559,257.9747,4.4518,4.6948,4.5882,4.5568,6.86,0.2206,104.2378,3.0888,2.4785,-6.1951,油层
1865.7875,252.351,8.5926,5.599,0.136,81.9657,116.2582,260.5042,4.6365,4.8873,4.9485,4.9785,7.4342,0.1944,102.7685,3.2118,2.5345,-6.1523,油层
1865.81875,252.4743,8.5855,6.1781,0.1412,81.3331,117.1755,261.7677,4.779,5.0309,5.5294,5.5448,7.314,0.1892,101.5023,3.3082,2.5677,-6.0952,油层
1865.85,252.7247,8.5768,6.2445,0.1482,81.6016,116.5507,261.0049,4.809,5.0569,5.9898,6.1387,7.5329,0.1942,100.4374,3.3145,2.5623,-6.0094,油层
1865.88125,253.2283,8.5713,6.0604,0.1761,81.926,114.3874,259.7365,4.6916,4.9323,6.0029,6.2309,7.9852,0.1935,100.788,3.3287,2.5524,-5.8998,油层
1865.9125,253.7305,8.5746,5.3398,0.2175,82.725,114.6485,257.1998,4.4562,4.6865,5.8755,6.1088,8.0871,0.2023,101.4424,3.5042,2.5558,-5.7521,油层
1865.94375,253.8556,8.5861,4.6637,0.2497,84.9487,119.8596,255.8048,4.1693,4.3817,5.6695,5.9219,7.4204,0.2343,102.1979,3.7523,2.552,-5.6093,油层
1865.975,254.4859,8.6139,4.1874,0.2347,87.6227,128.256,255.17,3.8947,4.0842,5.1583,5.4456,6.6081,0.2644,103.0035,3.7793,2.5069,-5.481,油层
1866.00625,255.1156,8.6461,3.7883,0.1829,89.6266,135.7991,253.3942,3.6719,3.8383,4.5782,4.7191,6.8685,0.268,103.6589,3.522,2.4398,-5.4714,油层
1866.0375,255.4935,8.68,3.6836,0.1506,91.3184,139.287,251.6167,3.5201,3.6689,4.1456,4.3794,6.4145,0.2747,104.7172,3.3321,2.4236,-5.4333,油层
1866.06875,255.9966,8.6996,3.799,0.1468,92.3156,138.8377,251.6158,3.4377,3.576,3.9516,4.2719,4.9091,0.2794,105.6239,3.3381,2.4541,-5.4048,油层
1866.1,256.5002,8.7024,3.8579,0.1322,91.8889,136.6705,251.3604,3.4021,3.5337,3.8949,4.0741,4.4158,0.281,106.1276,3.349,2.4696,-5.4,油层
1866.13125,257.0038,8.7013,3.8273,0.1094,91.2108,133.6192,251.9903,3.3815,3.5051,3.8409,4.0341,4.7231,0.2871,106.8325,3.2896,2.4569,-5.3952,油层
1866.1625,257.6336,8.6996,3.7361,0.0934,91.1203,130.5899,252.4945,3.3548,3.468,3.8359,4.0502,5.2028,0.2783,107.8394,3.2039,2.4433,-5.381,油层
1866.19375,258.011,8.7045,3.6392,0.0713,91.3003,129.9396,254.6415,3.3263,3.4328,3.8551,4.0002,5.3615,0.2723,108.1408,3.1289,2.4142,-5.4048,油层
1866.225,258.7679,8.7155,3.531,0.0883,91.5625,131.7271,254.6415,3.3199,3.428,3.8642,3.9834,4.9707,0.2782,107.7336,3.1779,2.3998,-5.3713,油层
1866.25625,259.2715,8.7193,3.5069,0.1572,91.696,133.1779,256.0298,3.3555,3.4726,3.8557,3.9686,4.7119,0.2807,106.2133,3.4521,2.4423,-5.319,油层
1866.2875,259.1406,8.7106,3.5638,0.1852,91.9759,132.8341,256.6606,3.4331,3.5625,3.8226,3.9559,4.5422,0.2741,105.1493,3.6803,2.4892,-5.3,油层
1866.31875,258.5052,8.6876,3.5646,0.1524,92.7281,131.5826,257.6695,3.5395,3.6775,3.7794,3.9117,4.8872,0.2614,103.9332,3.5629,2.4967,-5.281,油层
1866.35,257.9958,8.6636,3.5094,0.1182,92.6141,130.1274,258.0475,3.6722,3.8123,3.7207,3.8854,5.3695,0.2443,102.7167,3.3702,2.4595,-5.3096,油层
1866.38125,257.3599,8.6652,3.6209,0.1075,90.0891,128.0701,258.9316,3.8674,4.0029,3.6867,3.8008,4.7327,0.2292,101.855,3.2143,2.3334,-5.4195,油层
1866.4125,256.9777,8.6745,3.8375,0.18,85.9459,125.2234,259.4363,4.2106,4.3444,3.9351,3.969,3.9907,0.2287,100.5373,3.5735,2.3,-5.6337,油层
1866.44375,257.101,8.6751,4.6115,0.2084,81.6721,121.121,260.3177,4.8116,4.9581,4.5602,4.5948,3.6754,0.2268,99.8773,3.873,2.3339,-5.9429,油层
1866.475,257.8574,8.6488,6.6157,0.1272,77.9563,114.0189,260.3172,5.767,5.9616,5.5946,5.7485,3.741,0.206,99.4196,3.4893,2.3526,-6.3194,油层
