Depth,AC,CALS,DRHO,DT,GR,HAC,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PD,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
1631.6,395.5847,8.9844,0.1923,73.1825,78.942,389.1512,13.3083,14.4702,18.8272,19.5893,1.2285,6.2303,69.0625,0.319,190.171,13.3167,2.3932,18.47,-42.2486,574.3059,403.8929,583.4183,403.8929,差油层
1631.63125,395.8415,9.0234,0.1868,75.2143,84.5,396.3575,11.9594,13.1835,16.2517,17.186,1.2305,6.1445,69.0625,0.3186,191.892,13.3551,2.3768,17.2564,-40.5,580.4633,406.9977,588.7026,406.9977,差油层
1631.6625,395.8415,9.0625,0.1832,76.2233,82.935,404.449,10.3688,11.7255,14.6964,15.4935,1.2295,6.0117,69.0625,0.318,193.588,13.382,2.3604,17.5054,-38.4986,583.99,410.0968,594.4263,410.0968,差油层
1631.69375,396.0982,9.0781,0.1763,76.8613,79.8125,412.7934,9.0305,10.0237,14.3515,15.0474,1.2305,6.1875,69.0625,0.3177,194.289,13.4395,2.3398,15.9352,-36.75,590.581,413.6468,599.6934,413.6468,差油层
1631.725,396.2266,9.0781,0.1664,77.887,81.1922,410.2614,8.1092,8.5143,13.0632,13.675,1.2314,6.4297,69.0625,0.3176,194.6,13.5237,2.3191,12.7915,-33.4974,594.9807,416.3122,604.0988,416.3122,差油层
1631.75625,396.2267,9.0703,0.1584,79.6378,87.0,403.8089,7.5712,7.4148,11.3901,12.1174,1.2305,6.6715,69.0625,0.3176,193.117,13.8449,2.3062,9.9637,-30.25,601.1323,419.4286,608.4985,419.4286,差油层
1631.7875,396.2267,9.0703,0.1505,82.0616,98.3187,399.1265,7.5393,6.7126,9.4548,10.004,1.2285,6.5153,69.0625,0.3176,189.43,14.2693,2.2934,8.4313,-27.7484,605.5262,422.5449,614.6443,422.5449,差油层
1631.81875,395.9702,9.0391,0.1423,84.5139,106.0,391.6619,7.7958,6.5645,7.2582,7.6263,1.2285,6.3984,69.0625,0.3177,188.035,14.5179,2.2769,7.0529,-25.75,611.2383,425.2045,618.6046,425.2045,差油层
1631.85,395.7135,9.3204,0.1372,80.8811,110.3704,386.7275,7.8174,7.3792,6.202,6.6489,1.2295,6.4336,69.0625,0.3178,186.253,14.7359,2.2604,6.5064,-23.999,616.5053,428.315,625.6349,428.315,差油层
1631.88125,395.2002,9.4766,0.132,77.1383,104.625,381.9192,7.6556,8.7797,7.23,7.5893,1.2285,7.0234,69.0625,0.318,183.092,14.8775,2.2508,7.5562,-22.75,622.6568,431.414,629.5894,431.414,差油层
1631.9125,394.687,9.0938,0.1282,72.499,90.5625,376.2253,7.4229,9.2615,9.289,9.6364,1.2295,7.6172,69.0625,0.3185,181.307,15.1299,2.2411,14.413,-22.0,627.0565,434.0794,634.4284,434.0794,差油层
1631.94375,394.302,8.9453,0.1265,69.7882,75.9333,369.8994,7.077,8.7864,13.1049,13.5981,1.2295,8.308,69.0626,0.3202,179.352,15.5084,2.2446,24.9633,-21.7494,633.653,438.063,640.5741,438.063,差油层
1631.975,393.6604,8.9688,0.128,71.6547,70.6875,377.4849,6.7616,7.8914,18.3367,20.3561,1.2295,6.4577,69.125,0.3225,179.918,15.6919,2.248,22.6256,-21.0,638.4748,441.6013,646.2803,441.6013,差油层
1632.00625,392.7621,9.0081,0.1321,76.8953,77.5727,391.8995,6.6337,6.7907,11.6652,13.7684,1.2295,5.1305,69.125,0.3263,181.508,15.5813,2.2549,13.847,-20.2492,644.1868,445.1513,651.9924,445.1513,差油层
1632.0375,390.9655,9.3594,0.1365,83.2301,90.25,398.8526,6.4707,5.8315,7.3336,8.5668,1.2285,4.1719,69.125,0.3303,184.26,15.4897,2.2618,9.218,-19.25,650.3382,448.2387,656.8313,448.2387,差油层
1632.06875,389.6822,9.7503,0.1418,87.351,100.5653,401.2528,6.1993,5.4715,5.4474,6.5448,1.2285,3.7773,69.1249,0.3334,186.98,15.3638,2.274,6.5756,-19.2496,654.7321,451.7886,660.3751,451.7886,差油层
1632.1,388.0139,10.1172,0.1468,87.1366,104.0,403.2737,5.8403,5.5064,4.7319,5.7177,1.2285,3.502,69.0625,0.337,190.059,14.8654,2.2862,5.6315,-18.75,659.1488,454.8875,667.8216,454.8875,差油层
1632.13125,385.5755,9.6637,0.1518,84.0469,102.743,402.1325,5.3214,5.5773,5.1259,6.1432,1.2295,3.291,69.0625,0.3392,191.944,13.6731,2.2991,6.3039,-18.2498,663.1205,458.4258,673.0884,458.4258,差油层
1632.1625,383.0089,9.1875,0.1567,81.4088,94.0,397.5768,4.8213,5.3834,6.8897,7.8789,1.2275,3.1501,69.0625,0.342,193.378,12.8462,2.312,8.879,-18.0,666.2191,462.4093,677.4937,462.4093,差油层
1632.19375,379.0305,9.3284,0.1644,82.3703,92.4418,395.6781,4.8236,4.8529,7.0919,7.8151,1.2285,3.027,69.0625,0.3443,194.492,12.3269,2.3271,9.6127,-17.7498,668.4677,464.641,681.4767,464.641,差油层
1632.225,371.4588,9.6406,0.1711,87.783,97.75,390.1107,5.3435,4.6124,5.9071,6.5218,1.2285,2.922,69.0625,0.3447,196.667,11.4808,2.3422,7.318,-17.5,670.2653,467.3177,682.8466,467.3177,差油层
1632.25625,363.7588,9.8907,0.1774,88.7477,105.3755,371.7685,6.148,5.1891,5.4355,6.1767,1.2295,2.9766,69.1874,0.342,199.489,11.0962,2.3503,5.8272,-17.5002,672.0745,469.5609,683.7769,470.4224,差油层
1632.2875,358.2404,10.0312,0.18,84.4434,106.0625,370.377,6.9763,6.7475,6.0369,6.7336,1.2295,3.0371,69.125,0.342,200.009,11.0655,2.3591,6.2756,-17.75,673.4443,470.931,684.2966,472.2261,差油层
1632.31875,350.5404,9.1406,0.189,80.3236,94.375,364.3043,7.7653,8.4396,7.5115,8.059,1.2285,3.0977,69.0625,0.3355,199.934,10.5234,2.3696,9.4342,-18.25,674.8198,471.006,683.9319,474.4808,差油层
1632.35,344.3804,8.9453,0.1921,69.7661,88.6804,355.576,8.3999,9.7639,9.9851,10.6973,1.2295,3.3681,69.0626,0.3319,199.68,10.6245,2.3944,16.4631,-19.7506,676.1838,471.0752,683.9893,474.5442,差油层
1632.38125,338.7338,8.9297,0.1936,64.2654,79.8125,345.3289,9.4015,11.8326,18.9826,18.6626,1.2285,3.7474,69.125,0.3279,199.826,10.8883,2.4049,24.6593,-20.5,676.2585,470.7107,684.0753,474.1798,差油层
1632.4125,331.0338,8.9062,0.1923,63.5762,77.4981,340.6482,10.864,14.1409,32.1815,30.7231,1.2285,4.2864,69.1874,0.3243,200.323,11.1909,2.4153,37.7886,-21.7508,676.7839,470.7741,683.7278,473.8096,差油层
1632.44375,325.9005,8.9297,0.19,64.2699,75.125,333.4371,11.7348,14.4911,33.6677,32.0454,1.2295,4.7969,69.125,0.321,200.744,11.4586,2.4194,49.5696,-22.75,675.9626,469.9876,682.9122,472.5894,差油层
1632.475,319.869,8.9923,0.1869,67.8554,79.3841,326.1,11.6407,12.844,31.6008,27.8853,1.2295,5.2734,69.1249,0.3165,200.593,11.7961,2.4235,32.8322,-23.5004,675.1642,469.1838,682.1195,470.4962,差油层
1632.50625,314.9924,9.0781,0.184,72.2659,90.75,317.4984,10.9599,11.3222,18.0906,17.3761,1.2295,5.6992,69.0625,0.3134,200.137,12.0599,2.4257,16.8235,-24.0,673.9379,467.0906,680.4539,469.2588,差油层
1632.5375,311.5275,9.1094,0.1815,76.3609,97.7572,308.896,9.7927,9.7883,12.5078,12.2128,1.2285,6.9688,69.0626,0.3093,198.106,11.9672,2.4278,10.2847,-23.9992,672.2838,464.5638,678.7767,466.7262,差油层
1632.56875,308.0627,9.1406,0.1796,78.7989,106.6875,305.7322,8.4542,8.1563,9.3716,9.1897,1.2285,9.3809,69.125,0.3039,197.045,11.7581,2.4304,8.3392,-23.0,671.4739,461.1813,676.689,465.4945,差油层
1632.6,305.4961,9.2424,0.1769,79.8721,105.5605,302.4419,7.1237,7.0245,8.1259,7.9533,1.2295,15.0523,69.1249,0.2991,196.053,11.5374,2.4329,7.537,-22.2498,669.3862,459.0708,674.1561,462.5399,差油层
1632.63125,303.058,9.4688,0.1753,81.1533,103.0625,297.5058,6.1983,6.2829,7.9596,7.7324,1.2285,17.2837,69.0625,0.2969,195.829,11.2664,2.4324,7.2131,-22.0,668.1542,455.671,671.6289,460.8745,差油层
1632.6625,299.9781,9.4456,0.1726,82.5327,100.6273,298.6436,5.8126,5.6566,6.4322,6.4174,1.2285,18.3438,69.1249,0.2978,195.822,11.0419,2.4319,6.6052,-21.7498,666.4943,454.4336,668.2403,459.2208,差油层
1632.69375,298.3099,9.7969,0.1684,83.4418,103.5,302.435,5.5656,5.3694,6.444,6.4477,1.2285,18.0156,69.0625,0.3002,196.407,11.4327,2.4204,6.0491,-21.5,663.5336,451.9011,666.1296,457.544,差油层
1632.725,295.3585,10.0156,0.1614,84.6876,108.6875,305.3412,5.4227,5.4087,6.2679,6.4074,1.2285,8.3359,69.0625,0.3047,196.924,11.7712,2.4089,5.7331,-20.75,661.8622,450.2473,662.7352,455.8845,差油层
1632.75625,291.252,9.6481,0.1517,84.438,109.8121,308.5,5.4012,5.5656,6.0904,6.2938,1.2285,5.3481,69.0625,0.3107,198.143,12.025,2.3895,5.9841,-20.25,659.3236,448.1657,659.3408,454.2249,差油层
1632.7875,286.7605,9.2812,0.143,82.5996,109.3125,310.268,5.26,5.7285,7.5735,7.6018,1.2295,3.9129,69.0625,0.3151,199.243,11.9615,2.3701,7.1363,-20.25,655.5014,446.4947,655.5186,452.1491,差油层
1632.81875,271.1042,9.2657,0.1322,82.796,104.2479,308.8751,5.2259,5.6719,8.3376,8.3138,1.2285,3.4347,69.0625,0.3176,200.569,11.4038,2.3448,8.0936,-20.2498,652.1185,445.2631,653.8301,451.328,差油层
1632.85,270.5909,9.3438,0.1206,82.5447,101.625,306.3436,5.368,5.4773,7.8793,7.8803,1.2266,3.1055,69.0625,0.3183,201.562,10.7692,2.3195,8.5398,-20.0,649.58,444.0257,650.43,449.6685,差油层
1632.88125,262.1212,9.6953,0.1105,83.3496,102.4412,297.7419,5.5413,5.4601,7.7577,7.6738,1.2275,2.8652,69.0625,0.317,201.319,9.5894,2.3255,7.1438,-20.4998,647.9144,443.2219,647.4693,448.0148,差油层
1632.9125,256.3464,9.6328,0.102,84.4181,107.0,288.8878,5.871,5.5715,6.6992,6.7105,1.2275,3.1406,69.0625,0.3109,201.279,8.7602,2.3316,5.9891,-20.25,645.8439,441.9961,644.9365,446.7717,差油层
1632.94375,252.3683,9.664,0.0938,84.3936,107.6251,280.5395,6.358,5.8254,6.1377,6.081,1.2285,3.5039,68.9376,0.3043,200.843,6.5051,2.3684,5.6423,-20.25,644.5891,442.0653,643.2709,445.5343,差油层
1632.975,254.8068,9.5234,0.0913,82.3553,107.75,265.4884,6.781,6.4226,7.4185,7.0886,1.2285,3.9999,69.0625,0.2984,200.328,6.4509,2.4053,5.9773,-20.25,642.9579,441.7009,642.0563,444.3315,差油层
1636.81875,273.0855,12.6794,0.0415,101.0302,96.3764,258.2588,2.5237,2.6001,3.5223,3.517,1.2266,4.3786,69.1251,0.2782,181.1,18.9083,2.1012,3.5823,-12.4996,656.8285,464.3336,660.291,464.3336,干层
1636.85,267.0158,12.3125,0.0397,101.7048,98.0625,246.9836,2.518,2.5788,3.4779,3.4541,1.2266,4.238,69.25,0.2835,176.281,19.3229,2.076,3.2932,-12.0,649.9724,460.9345,654.3077,460.9345,干层
1636.88125,261.831,12.3284,0.0388,98.7165,102.1868,228.7998,2.586,2.5451,3.278,3.2972,1.2334,4.113,69.2499,0.2894,174.1133,19.7723,2.0529,3.2296,-12.5,643.9718,456.6742,650.4633,456.6742,干层
1636.9125,256.2664,12.6406,0.0374,97.0056,101.3125,221.0871,2.6939,2.6217,3.6427,3.6018,1.2383,3.9863,69.1875,0.2986,171.667,20.0475,2.0299,3.167,-12.5,638.8269,452.4081,646.2084,452.4081,干层
1636.94375,249.9443,12.4601,0.0408,98.7891,97.6224,213.2477,2.9022,2.7897,3.5423,3.4914,1.2256,4.1172,69.1251,0.3064,176.079,20.0516,2.0157,2.9521,-11.9994,632.4101,449.4369,642.8206,449.4369,干层
1636.975,243.7483,11.4609,0.0448,96.5742,94.375,207.1776,3.2433,3.0827,3.2916,3.3923,1.2256,4.2773,69.1875,0.3002,185.334,19.2852,2.0015,3.4259,-11.25,628.138,444.743,640.7104,444.743,干层
1637.00625,238.6898,11.8043,0.0514,88.9131,93.3689,206.1643,3.6002,3.7395,4.8309,4.7772,1.2285,4.4922,69.25,0.2894,189.979,18.7547,2.0083,3.7957,-11.0004,624.733,441.3499,637.7446,441.3499,干层
1637.0375,236.1597,11.2656,0.0619,80.9246,85.8125,212.3563,3.9276,4.8304,6.8859,6.9307,1.2275,4.4178,69.25,0.2756,191.688,16.2882,2.0151,5.6738,-11.5,626.1083,437.0896,636.0795,437.0896,干层
1637.06875,234.3869,9.3908,0.0704,74.7678,77.4344,227.9027,4.2393,5.3722,11.2229,10.3233,1.2246,4.32,69.2499,0.2605,196.293,15.7307,2.0481,10.4105,-11.5,630.524,433.6906,637.8883,433.6906,干层
1637.1,234.2599,9.5944,0.0811,70.9633,73.5665,247.1145,4.4009,5.2045,13.384,11.91,1.2246,4.1758,69.1874,0.2514,200.015,11.9243,2.0811,16.6336,-11.5,635.7953,431.1587,640.9862,431.1587,干层
1637.13125,236.1539,10.3359,0.0894,73.2292,78.5,257.7306,4.6408,4.779,10.0828,9.3876,1.2266,4.1602,69.125,0.2433,201.119,11.514,2.1481,11.0997,-11.5,641.9395,429.0546,645.8412,429.0546,干层
1637.1625,237.7956,11.1796,0.0983,79.9309,88.8821,264.0483,4.7943,4.5472,6.1433,5.9796,1.2275,4.1641,69.1876,0.2356,200.255,11.038,2.2151,6.1971,-12.0002,646.3552,427.8291,648.5056,427.8291,干层
1637.19375,240.448,11.0938,0.1082,85.918,97.6875,270.4929,4.547,4.4244,4.8793,4.937,1.2266,4.1953,69.25,0.2304,199.45,10.7207,2.2579,4.8371,-12.25,649.453,427.8983,650.7479,427.8983,干层
1637.225,242.8476,11.312,0.1166,89.3386,100.4367,275.1677,4.0161,4.1593,4.7274,4.7321,1.2275,4.1053,69.2499,0.2296,198.905,10.4151,2.3008,4.5493,-12.2502,652.1174,430.1353,652.5566,430.1353,干层
1637.25625,245.2477,10.7422,0.1197,90.6974,99.4375,279.8424,3.5095,3.7021,4.8248,4.7921,1.2266,4.0115,69.1875,0.2355,199.055,10.2566,2.3104,4.7797,-12.5,653.4869,433.6843,653.9147,433.6843,干层
1637.2875,247.6476,11.0555,0.1197,92.5322,98.8746,282.6219,3.1375,3.2078,4.0735,4.2206,1.2256,3.9223,69.3125,0.2474,196.972,10.5202,2.3201,4.5452,-12.75,653.9836,437.216,653.9836,437.216,干层
1637.31875,250.2999,11.9922,0.1183,97.1659,98.4375,288.4342,2.9307,2.9071,3.9652,4.1167,1.2256,4.0703,69.3125,0.2542,195.895,11.2833,2.2995,3.887,-12.75,647.989,440.7534,647.989,440.7534,干层
1637.35,251.6888,12.5705,0.1162,98.2446,95.8729,293.7387,2.8445,2.8065,3.7898,3.9237,1.2256,4.2539,69.1876,0.2694,192.565,11.8916,2.279,3.8036,-11.7502,641.5608,445.1637,641.5608,445.1637,干层
1637.38125,253.5826,12.8672,0.1141,101.2485,93.25,275.9134,2.7819,2.8042,3.4085,3.5464,1.2256,4.5,69.3125,0.2818,188.416,12.3449,2.2497,3.6696,-12.0,636.4218,446.9728,636.4218,446.9728,干层
1637.4125,252.317,12.8985,0.1114,92.1776,94.7507,275.1543,2.7237,2.8293,3.5969,3.7119,1.2256,5.3906,69.25,0.2898,185.791,12.8408,2.2204,4.1173,-11.7504,629.5601,446.6201,629.5601,446.6201,干层
1637.44375,250.2914,12.9922,0.1114,98.5346,95.625,261.3741,2.6487,2.823,3.6347,3.7187,1.2256,6.7592,69.25,0.2965,181.19,13.3096,2.2067,3.574,-12.25,624.4268,445.8223,624.4268,445.8223,干层
1637.475,249.6587,11.8752,0.1139,94.1104,93.9331,254.6721,2.6095,2.8214,4.2051,4.2531,1.2266,8.9696,69.3125,0.3061,180.623,13.577,2.1929,4.065,-11.9996,619.7271,444.591,619.7271,444.591,干层
1637.50625,247.6338,12.132,0.1172,95.3556,88.435,249.4875,2.6401,2.7911,4.1944,4.2233,1.2266,9.3207,69.3125,0.3205,179.176,13.6625,2.2041,3.5513,-11.4998,616.3279,443.7816,616.3279,443.7816,干层
1637.5375,245.2299,11.1719,0.1229,97.8078,85.3125,244.05,2.7108,2.7412,4.1178,4.1433,1.2266,9.5078,69.3125,0.3295,178.491,13.3647,2.2152,4.1037,-11.25,612.0847,442.1284,612.0847,442.1284,干层
1637.56875,244.2174,11.3988,0.1304,96.6514,85.7497,238.8654,2.8611,2.7585,3.7593,3.7247,1.2256,9.5703,69.25,0.3341,179.604,13.1286,2.2692,3.2317,-11.0008,610.4024,440.0301,610.4024,440.0301,干层
1637.6,242.5723,11.9375,0.1378,97.1625,85.375,235.956,3.021,2.875,3.5868,3.5809,1.2236,9.3047,69.25,0.3145,180.936,12.6139,2.3233,3.4812,-12.0,607.0205,437.4924,607.0205,437.4924,干层
1637.63125,239.9157,12.5309,0.1463,95.1177,85.0593,233.4255,3.1602,3.2451,3.7764,3.7039,1.2295,9.0384,69.3125,0.3135,184.454,11.9482,2.3453,3.409,-11.2496,605.3439,433.2323,605.3439,433.2323,干层
1637.6625,237.2594,12.1562,0.1558,91.3887,81.125,231.2742,3.2608,3.5779,4.4699,4.2682,1.2256,8.7559,69.3125,0.2707,187.174,11.4373,2.3672,3.9793,-10.75,602.8119,428.1052,602.8119,428.1052,干层
1637.69375,235.7404,10.9529,0.1644,87.5296,79.1267,230.3876,3.3902,3.6456,5.1121,4.8984,1.2256,7.9867,69.3126,0.2681,191.138,10.7638,2.4024,5.3337,-11.5002,601.1641,423.8336,601.1641,423.8336,干层
1637.725,235.1069,10.6484,0.1679,84.9842,81.25,232.9132,3.4709,3.7102,6.2355,6.0477,1.2256,7.3008,69.375,0.2474,192.752,10.4001,2.4207,6.3683,-11.75,599.0655,418.2729,599.0655,418.2729,干层
1637.75625,234.9786,10.5629,0.1675,88.1109,81.686,235.1866,3.6681,3.7089,5.1182,5.1539,1.2236,6.6797,69.3749,0.2314,196.17,10.1254,2.4315,5.7166,-10.7506,597.389,413.1458,597.389,413.1458,干层
1637.7875,237.3784,11.1172,0.1644,90.3756,79.75,238.8494,3.8309,3.8123,5.1703,5.2492,1.2236,6.4688,69.3125,0.2156,198.064,9.9258,2.4335,5.4831,-11.5,594.4234,408.0072,594.4234,408.0072,干层
1637.81875,241.9266,11.6399,0.1576,88.9486,72.5609,241.2495,3.78,3.9854,5.3959,5.5292,1.2256,6.3867,69.3125,0.2059,198.982,9.8602,2.4367,4.8108,-11.5,590.5908,402.0132,590.5908,402.0132,干层
1637.85,245.8431,10.8047,0.1501,88.8053,70.5625,248.1986,3.6013,3.8963,5.0695,5.314,1.2256,6.4395,69.3125,0.201,196.544,9.6901,2.4357,5.5898,-11.5,582.8682,396.0191,582.8682,396.0191,干层
1637.88125,250.2655,11.0004,0.14,84.5884,71.565,254.3907,3.4176,3.5383,4.8044,5.1199,1.2236,7.2835,69.3125,0.1944,194.461,9.334,2.4394,5.2403,-11.25,577.3016,391.3198,577.3016,391.3198,干层
1637.9125,256.3308,11.4463,0.1273,93.2803,74.6907,262.0981,3.2371,3.2232,4.4126,4.8021,1.2266,8.2527,69.3125,0.1891,191.624,8.707,2.443,4.9398,-11.25,570.8737,387.9153,570.8737,387.9153,干层
1637.94375,262.0168,12.7344,0.1176,95.9142,78.625,270.6913,3.1295,3.1603,4.178,4.5782,1.2256,9.3828,69.3125,0.1827,187.614,8.1342,2.4544,4.5423,-11.25,564.4574,385.4009,564.4574,385.4009,干层
1637.975,267.0708,13.0069,0.1105,97.974,84.3796,279.7897,3.038,3.1397,3.9153,4.3084,1.2246,9.0234,69.3125,0.1757,184.145,7.7434,2.4658,4.5185,-10.75,561.4689,385.0252,561.4689,385.0252,干层
1638.00625,271.7453,11.8984,0.1064,98.3251,90.0625,287.4984,2.884,2.992,3.8375,4.2232,1.2236,8.6719,69.3125,0.1697,180.934,7.4029,2.4816,4.5253,-10.75,558.937,385.1061,558.937,385.1061,干层
1638.0375,275.03,12.3353,0.1045,98.0351,92.9414,306.4556,2.7449,2.8142,4.0267,4.4602,1.2246,8.3438,69.3125,0.1612,180.782,7.1669,2.4974,4.0842,-10.5,556.4165,385.6148,556.4165,385.6148,干层
1638.06875,281.0951,11.625,0.1043,99.2271,97.8125,318.081,2.7252,2.7301,3.5729,4.1141,1.2246,8.7904,69.3125,0.1545,179.652,7.7983,2.4841,4.0217,-10.5,555.1793,386.5453,555.1793,386.5453,干层
1638.1,285.7695,12.4219,0.1028,99.3562,95.3104,321.3657,2.7053,2.7606,3.5065,3.9544,1.2256,9.3455,69.3126,0.1496,180.292,8.991,2.4707,3.7775,-10.25,554.8264,387.4991,554.8264,387.4991,干层
1638.13125,288.5485,12.375,0.1008,99.9198,92.6875,325.5344,2.7249,2.7449,3.4626,3.8158,1.2256,10.0703,69.375,0.1486,181.488,9.9824,2.4516,3.8182,-10.25,554.8955,388.0135,554.8955,388.0135,干层
1638.1625,291.7064,11.8444,0.0985,98.7538,84.9372,319.3383,2.7971,2.7141,3.2443,3.5893,1.2246,10.9297,69.375,0.1536,182.336,10.0283,2.4325,3.8132,-10.4996,555.8546,388.4932,555.8546,388.4932,干层
1638.19375,294.7376,12.6406,0.0991,95.6838,84.625,313.901,2.8602,2.8628,3.683,3.9627,1.2246,11.7734,69.375,0.1594,182.833,10.2029,2.4094,3.7401,-10.0,556.3284,389.8631,556.3284,389.8631,干层
1641.225,364.2902,10.3519,-0.0013,87.5608,101.0577,252.1373,4.5753,4.5122,5.5739,4.5844,1.2168,5.4258,69.5625,0.0807,177.296,9.2571,2.2107,3.3843,-6.2504,526.8226,383.7714,526.8226,383.7714,干层
1641.25625,362.3925,10.7188,0.0022,81.7626,95.125,282.7148,4.7722,5.3308,6.8548,5.3473,1.2168,6.8555,69.5625,0.0695,187.41,8.4292,2.2517,4.2244,-6.75,526.8802,382.5404,526.8802,382.5404,干层
1641.2875,360.1155,9.2496,0.0062,75.3138,80.6163,308.1115,5.0334,6.2681,11.4656,8.3629,1.2168,9.2578,69.5624,0.0695,199.24,7.7098,2.2927,9.0445,-8.2508,526.9608,380.0208,526.9608,380.0208,干层
1641.31875,356.5752,8.7812,0.0094,72.2916,69.8125,456.456,5.5054,6.6868,15.8792,11.3637,1.2168,13.8539,69.5,0.0682,204.554,6.7658,2.3893,16.3673,-9.25,526.585,377.9114,526.585,377.9114,干层
1641.35,352.7822,8.7657,0.0136,73.3868,64.4417,489.6892,6.0808,6.9087,16.5129,12.426,1.2158,14.8236,69.5625,0.0707,211.695,6.7661,2.4859,18.4098,-11.0008,525.3596,372.3635,525.3596,372.3635,干层
1641.38125,350.6319,8.8906,0.0175,76.6509,69.625,486.2737,6.6925,7.0441,10.8028,8.6138,1.2139,16.2031,69.5625,0.0736,217.145,6.9443,2.5135,12.2735,-12.0,524.1342,368.5204,524.1342,368.5204,干层
1641.4125,349.7452,9.0626,0.022,80.0793,77.1287,480.0797,7.1981,7.1257,9.0656,7.2096,1.2158,17.8906,69.5625,0.0771,223.038,7.0955,2.541,9.4178,-11.9994,522.4697,363.822,522.4697,363.822,干层
1641.44375,349.3636,9.1875,0.0245,80.7102,81.75,392.5062,7.275,6.9132,7.9301,6.4475,1.2168,11.0859,69.5625,0.0842,218.17,7.2814,2.5432,7.4169,-11.25,520.8051,358.7018,520.8051,358.7018,干层
1641.475,348.856,9.6877,0.0276,81.8115,88.6905,351.2797,7.0227,6.623,7.7617,6.3326,1.2158,7.7656,69.5626,0.0895,196.651,7.4403,2.5453,6.4986,-10.4994,519.1462,353.9977,519.1462,353.9977,干层
1641.50625,346.4531,9.9605,0.0241,81.3486,92.3739,327.6051,6.7286,6.7345,8.453,6.9004,1.2148,5.8531,69.6251,0.0965,170.009,7.4599,2.5212,6.3959,-9.75,517.4817,351.0331,517.4817,351.0331,干层
1641.5375,314.103,9.5,0.0234,81.5724,91.0625,294.9726,6.4192,6.8949,9.8281,7.8481,1.2148,4.8499,69.6875,0.1,162.836,7.344,2.4971,7.1279,-9.75,515.8114,350.2473,515.8114,350.2473,干层
1641.56875,295.0207,9.6093,0.0203,81.1065,85.7459,282.8154,6.1921,6.8179,10.5078,8.3617,1.2148,4.1629,69.6874,0.114,141.0969,7.1314,2.4759,8.5773,-10.2506,513.2857,352.478,513.2857,352.478,干层
1641.6,285.5416,9.4922,0.0189,80.1756,80.625,277.8863,6.0234,6.6188,11.1067,8.7557,1.2148,3.6719,69.5625,0.1224,134.401,6.8222,2.4548,9.9473,-11.0,509.8932,355.148,509.8932,355.148,干层
1641.63125,283.1389,9.211,0.0168,80.2404,79.3141,278.3913,5.9316,6.4502,9.409,7.5362,1.2158,3.498,69.5626,0.1296,114.163,6.598,2.4364,9.9623,-11.25,506.9284,359.1298,506.9284,359.1298,干层
1641.6625,281.9997,9.375,0.0138,81.1558,81.3125,280.9158,5.7934,6.1129,8.7371,7.1262,1.2139,3.3633,69.625,0.1385,107.502,6.4009,2.4181,8.1921,-11.25,504.397,363.1059,504.397,363.1059,干层
1641.69375,280.7338,9.7424,0.0128,82.184,84.3805,282.5566,5.4593,5.6688,7.9534,6.5463,1.2139,3.252,69.625,0.1488,95.974,6.0993,2.41,6.7597,-10.249,503.1659,366.6369,503.1659,366.6369,干层
1641.725,279.4679,9.9844,0.0111,83.2951,91.1875,285.7124,5.082,5.3806,7.7612,6.3728,1.2139,3.1423,69.625,0.1614,106.894,5.8945,2.4019,5.6845,-9.0,512.7993,369.746,512.7993,369.746,干层
1641.75625,277.823,9.8519,0.0103,84.3792,98.4416,289.8799,4.7402,4.9503,6.5508,5.5047,1.2139,3.031,69.625,0.1725,112.113,5.8947,2.398,5.2815,-7.9994,516.7462,373.2886,516.7462,373.2886,干层
1641.7875,277.3163,10.2031,0.0095,85.1365,103.5,292.7842,4.3915,4.4377,5.9263,4.9916,1.2139,2.9531,69.625,0.1799,141.317,6.0807,2.3941,5.0944,-7.25,522.889,375.5309,522.889,375.5309,干层
1641.81875,275.7974,10.6095,0.0086,85.8402,106.063,293.9191,4.1361,4.0934,5.6194,4.833,1.2139,3.6016,69.5626,0.1827,143.1444,6.2241,2.3937,4.3963,-5.9998,529.0319,377.3397,529.0319,377.3397,干层
1641.85,274.9113,10.75,0.0078,86.5868,106.625,292.9056,3.9917,3.9933,4.8026,4.3392,1.2139,4.6172,69.6875,0.1848,142.677,6.3675,2.3934,3.9506,-5.75,533.441,379.1312,533.441,379.1312,干层
1641.88125,273.6458,10.8359,0.0065,86.9224,106.125,291.5138,3.8247,4.0136,4.9417,4.4753,1.2148,6.2656,69.6875,0.1848,142.318,6.476,2.3939,4.1432,-5.5,537.4109,380.5009,537.4109,380.5009,干层
1641.9125,272.6334,10.1875,0.0051,87.408,106.3143,289.7422,3.623,3.8392,4.9081,4.6382,1.2139,4.9472,69.6251,0.1827,142.213,6.5691,2.3945,4.6909,-5.4998,540.9474,384.0492,540.9474,384.0492,干层
1641.94375,271.2402,10.25,0.0038,86.3217,108.5625,287.971,3.4348,3.6455,5.1373,4.893,1.2139,4.0963,69.6875,0.181,142.634,6.6235,2.3944,5.1641,-5.25,543.1779,386.7191,543.1779,386.7191,干层
