Depth,CALS,DRHO,DT,GR,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
1020.5788,8.8438,0.1017,90.6923,77.375,5.2467,5.3915,6.258,6.0962,0.8594,6.5622,43.0625,0.2553,3.9405,2.4245,6.1293,-32.5,677.3624,489.7869,669.8925,491.8622,水层
1020.6296,8.8594,0.0653,92.087,80.8125,5.6764,5.6915,6.4538,6.3556,0.8608,7.0039,43.0938,0.2668,3.9183,2.388,6.2268,-32.3438,678.1925,489.3712,672.3827,492.2761,水层
1020.6804,8.8047,0.0187,94.7283,77.875,6.0729,6.1525,6.6916,6.6014,0.8604,7.7617,43.125,0.2992,3.948,2.3247,6.0343,-32.1562,681.098,489.3701,675.288,492.2751,水层
1020.7312,8.8281,0.0081,95.1795,76.4375,6.4414,6.6742,7.6941,7.4955,0.8594,7.8437,43.125,0.3168,4.0167,2.2872,6.1671,-32.9688,682.7583,489.3693,678.1934,492.2743,水层
1020.782,8.8438,0.0106,95.3833,67.25,6.6552,7.1066,8.8443,8.3975,0.8589,7.4727,43.125,0.302,4.163,2.2747,7.0689,-33.2812,686.0789,488.1229,679.4387,491.858,水层
1020.8328,8.8594,0.0152,95.775,66.1875,6.518,7.213,8.6259,8.2725,0.8584,7.0078,43.125,0.2773,4.3998,2.2766,8.6058,-34.0,686.9091,487.7071,682.3441,491.4417,水层
1020.8836,8.8906,0.0153,96.7007,63.4062,6.4209,7.0189,7.8192,7.7279,0.8599,7.7578,43.125,0.2742,4.498,2.2634,8.9848,-34.4688,686.1432,487.291,684.4195,491.0262,水层
1020.9344,8.9219,0.0142,98.9293,70.3125,6.4391,6.6853,6.5121,6.5269,0.8599,8.5,43.125,0.2818,4.4852,2.2442,7.9579,-34.5938,687.3774,487.2901,686.9099,490.6095,水层
1020.9852,8.9219,0.0153,98.9814,77.375,6.3892,6.3925,5.8901,5.8739,0.8594,9.4844,43.125,0.2864,4.3635,2.2488,6.6169,-34.5,688.6461,486.8742,689.4006,490.1942,水层
1021.036,8.9219,0.0152,98.1977,81.1875,6.2396,6.1708,5.6838,5.6785,0.8584,10.4141,43.125,0.2915,4.3684,2.2857,5.9032,-34.0625,690.7386,486.4576,692.0042,489.7779,水层
1021.0868,8.9219,0.0146,95.7902,84.375,6.0283,6.0269,5.7294,5.7073,0.8579,10.5155,43.125,0.287,4.5339,2.3179,5.6801,-33.9062,692.828,486.4569,691.6,489.7772,水层
1021.1376,8.9062,0.0204,94.4004,86.125,5.8655,5.9306,5.936,5.9005,0.8594,9.8047,43.1562,0.2841,4.7685,2.3352,5.5076,-33.9375,693.2791,487.7009,687.5372,490.1911,水层
1021.1884,8.8594,0.0181,94.8796,90.375,5.7564,5.8579,6.2392,6.1439,0.8594,8.6328,43.1875,0.2766,4.8132,2.3257,5.5814,-34.8125,690.0306,488.5302,683.8816,491.0198,水层
1021.2392,8.8672,0.0148,95.7253,89.3125,5.6594,5.8851,6.6194,6.4412,0.8594,9.3117,43.1875,0.2819,4.7337,2.3103,5.8641,-36.0938,684.3232,491.849,681.4507,492.2643,水层
1021.29,8.8594,0.0127,96.7235,84.875,5.5684,5.856,6.8219,6.6416,0.8594,9.8828,43.1875,0.2976,4.4995,2.2905,6.2423,-36.5625,676.9776,493.5083,676.9776,493.5084,水层
1021.3408,8.8828,0.0097,96.6761,84.8125,5.5172,5.8452,6.3848,6.2788,0.8594,8.3516,43.1875,0.3061,4.3707,2.2762,6.6757,-36.3438,672.5013,495.5825,673.7355,494.7526,水层
1021.3916,8.9375,0.0122,96.6088,91.375,5.5472,5.7029,5.7755,5.7821,0.8584,6.7168,43.2188,0.3001,4.3402,2.2882,6.4311,-35.75,669.2686,497.2417,670.4997,496.4118,水层
1030.0276,9.0938,0.0273,94.3762,82.0625,5.1911,5.3382,5.2766,5.1653,0.8491,2.6953,43.875,0.2612,4.7476,2.2585,6.4096,-32.4688,641.6909,443.4736,639.6132,444.7198,水层
1030.0784,9.2266,0.0407,93.8783,87.25,5.1363,4.9446,4.3519,4.3771,0.8491,2.7245,43.875,0.2774,5.5285,2.2438,5.4905,-31.1094,641.691,443.8878,640.0287,444.7191,水层
1030.1292,9.3281,0.0602,96.6838,93.625,5.1717,4.6712,4.0494,4.0546,0.8467,2.5781,43.875,0.3096,6.2216,2.2457,4.406,-30.0156,641.691,444.302,640.0288,444.7177,水层
1030.18,9.6328,0.0687,96.3325,92.3125,5.1207,4.6597,4.3843,4.297,0.8472,2.584,43.9062,0.3338,5.7486,2.2672,3.8546,-29.375,641.6912,444.3007,639.6133,444.7163,水层
1030.2308,9.2812,0.0667,95.7065,91.75,5.0143,4.9154,4.9404,4.714,0.8477,2.7539,43.9062,0.3432,4.9688,2.3127,3.7637,-29.1875,641.6913,444.2993,640.029,444.2993,水层
1030.2816,9.1328,0.0616,96.0529,91.0625,4.9568,5.1371,5.8328,5.3837,0.8481,3.1426,43.9062,0.3253,3.8039,2.3796,4.3902,-30.2031,641.6913,444.2977,640.0291,444.2972,水层
1030.3324,9.0859,0.046,92.755,91.75,4.9312,5.2013,6.4693,6.0407,0.8481,3.3242,43.875,0.2864,3.43,2.4153,5.3327,-31.6719,641.6914,444.2955,640.4448,444.7121,水层
1030.3832,9.0625,0.018,91.0086,90.5625,4.9477,5.2392,6.2405,5.9008,0.8481,3.2871,43.875,0.2701,3.2595,2.4033,5.9645,-32.5,641.276,444.2955,640.8604,446.3723,水层
1030.434,9.0156,0.0062,91.938,87.8125,5.1101,5.3249,6.0009,5.7028,0.8491,3.0898,43.875,0.2664,3.2327,2.3796,6.004,-32.7188,641.6917,447.6177,641.2761,446.3716,水层
1030.4848,9.0078,0.0026,92.5541,91.0,5.2882,5.419,5.7571,5.5281,0.8506,2.8926,43.875,0.2691,3.2242,2.3624,5.8103,-33.25,641.2762,447.6174,641.6918,445.9548,水层
1030.5356,9.0312,0.0024,93.4304,93.9375,5.416,5.4075,5.6536,5.4043,0.8491,2.7383,43.875,0.2616,3.3219,2.3563,5.6792,-33.0312,640.8607,446.3691,642.1074,445.9536,水层
1030.5864,9.0078,0.006,94.2073,94.75,5.463,5.4233,5.6874,5.4267,0.8481,2.8926,43.9062,0.2627,3.3978,2.3636,5.4697,-33.4375,640.4451,445.5369,642.1075,446.3676,水层
1030.6372,8.9766,0.0046,93.6138,88.6875,5.3798,5.4215,5.8402,5.5166,0.8477,3.377,43.9062,0.2685,3.3966,2.3572,5.4167,-34.0625,639.6141,444.2878,642.1076,446.3663,水层
1030.688,8.9766,0.0039,94.7371,88.0,5.2142,5.4132,5.7603,5.4136,0.8491,4.3906,43.9375,0.2749,3.3797,2.332,5.4089,-34.5,639.6141,444.2872,641.6921,446.3648,水层
1030.7388,8.9766,0.0085,96.0691,90.125,5.1435,5.2491,5.5266,5.2045,0.8506,5.3687,43.9375,0.2698,3.4152,2.3108,5.5767,-35.0,639.1986,444.286,641.6922,447.1941,水层
1030.7896,8.9609,0.011,97.2201,97.125,5.1494,5.071,5.3921,5.0632,0.8481,5.8398,43.9375,0.2579,3.588,2.3053,5.4696,-34.4375,638.7831,444.2844,641.2767,447.1933,水层
1030.8404,9.0703,0.0126,97.6447,100.1875,5.1881,5.0489,5.3379,5.0146,0.8477,6.2383,43.9375,0.2615,3.6238,2.3193,5.0396,-33.4375,638.3676,444.2832,640.8612,447.1926,水层
1030.8912,9.1016,0.0215,97.2016,102.3125,5.2063,5.1332,5.5041,5.1253,0.8462,6.1016,43.9688,0.2602,3.4954,2.3491,4.8242,-32.4688,638.3677,444.282,640.8613,447.1904,水层
1030.942,9.1016,0.0272,96.3685,101.9375,5.1356,5.2407,5.7679,5.3178,0.8467,5.8242,44.0,0.2658,3.3527,2.3621,5.0743,-32.25,637.9521,444.2807,640.4457,447.1897,水层
1030.9928,9.1094,0.0234,96.1419,99.5625,5.0724,5.2113,6.0211,5.5035,0.8467,5.3477,43.9688,0.263,3.2554,2.3632,5.4652,-32.3125,637.5366,445.5253,640.8615,446.7728,水层
1031.0436,9.1406,0.0164,95.6382,100.25,4.9831,5.1007,5.7655,5.3103,0.8481,5.2188,43.9688,0.2639,3.0988,2.3593,5.6625,-31.875,638.3679,445.9403,641.2772,446.7715,水层
1031.0944,9.1484,0.0236,95.2376,99.0625,4.898,4.9961,5.1965,4.889,0.8481,5.125,44.0,0.2648,3.0192,2.3777,5.5328,-31.4062,640.0305,445.9388,642.1085,446.7702,水层
1031.1452,9.1484,0.0184,96.6505,99.75,4.8714,4.8528,4.9287,4.6246,0.8462,4.6992,44.0,0.2625,3.0114,2.3815,5.0973,-30.8594,640.4461,446.3531,642.9399,447.1847,水层
1031.196,9.1328,0.0161,96.9292,96.875,4.8726,4.7488,4.794,4.4932,0.8462,4.4023,44.0,0.2602,3.1955,2.3921,4.6254,-30.5156,641.2775,446.7673,642.9399,447.5986,水层
1031.2468,9.1172,0.0135,97.2087,94.5625,4.882,4.7494,4.7969,4.4735,0.8462,4.4336,44.0,0.2554,3.3469,2.3913,4.2835,-30.4688,640.8619,447.1812,642.94,447.182,水层
1031.2976,9.0703,0.0122,96.9785,87.375,4.8846,4.7768,5.1441,4.7337,0.8457,4.6953,44.0,0.2608,3.501,2.3742,4.3728,-30.6562,640.4464,447.5961,642.9401,446.7648,水层
1031.3484,9.0625,0.0118,96.0138,83.25,4.7708,4.8241,5.3991,4.9359,0.8452,4.8828,44.0,0.2661,3.6339,2.341,4.7506,-30.8594,640.0308,448.0103,642.9402,446.7637,水层
1031.3992,9.0938,0.0117,96.0382,80.5625,4.7143,4.8147,5.5407,5.0505,0.8442,4.949,44.0,0.2647,3.5568,2.3132,4.92,-31.0938,639.6153,448.4245,642.1091,446.7623,水层
1031.45,9.1016,0.0108,96.6614,83.1875,4.629,4.7477,5.325,4.8805,0.8442,5.1055,44.0,0.2656,3.4773,2.2918,5.1567,-32.125,638.7841,448.8388,640.8623,446.76,水层
1031.5008,9.1406,0.013,97.4038,82.625,4.4803,4.6218,4.85,4.4982,0.8447,5.8516,44.0,0.2616,3.2082,2.2865,5.1853,-32.375,637.9529,448.8379,640.0311,446.3438,水层
1031.5516,9.25,0.0398,99.0258,85.4375,4.3488,4.392,4.5283,4.2307,0.8452,5.8242,44.0,0.2746,3.2332,2.3007,4.912,-31.7188,637.1217,448.8365,638.3686,446.3426,水层
1031.6024,9.375,0.0415,99.5227,89.1875,4.2007,4.1632,4.1411,3.8861,0.8457,5.8633,44.0,0.2766,3.3652,2.2999,4.3293,-31.0312,636.7061,448.0039,636.7061,445.9258,水层
1031.6532,9.3828,0.0623,101.0365,90.125,4.077,3.9517,3.9404,3.7282,0.8462,5.1016,44.0,0.285,3.9619,2.2947,3.8279,-30.3281,635.8749,446.7552,633.7966,445.5084,水层
1031.704,9.625,0.0885,101.9056,93.0,3.9577,3.7683,3.6978,3.5116,0.8467,4.5938,44.0,0.2865,4.4151,2.2813,3.6162,-30.0,635.0436,445.9233,632.5497,444.6759,水层
1031.7548,10.0547,0.1009,102.1639,93.5625,3.8868,3.6521,3.7189,3.5185,0.8472,4.168,44.0,0.2774,5.1665,2.2575,3.4155,-29.8125,633.7967,444.2592,631.3028,443.8434,水层
1031.8056,10.2031,0.0969,101.1475,94.75,3.8658,3.641,3.7733,3.562,0.8452,4.5625,44.0,0.2655,6.4313,2.2367,3.2956,-29.4219,633.3811,443.0108,629.2245,442.5945,水层
1031.8564,10.7188,0.1039,99.2482,94.9375,3.8929,3.7364,3.7882,3.5671,0.8447,4.8711,44.0312,0.268,8.3781,2.2193,3.308,-29.0938,632.1342,441.3471,627.9775,441.7624,水层
1031.9072,11.0547,0.103,97.959,93.0625,4.0048,3.8863,4.3539,3.9817,0.8447,6.3242,44.0312,0.2767,9.9666,2.1848,3.5067,-28.875,631.3029,439.6826,627.1462,440.5142,水层
1031.958,10.5234,0.0883,95.7851,92.8125,4.1635,4.0986,4.8667,4.4673,0.8452,5.7891,44.0312,0.2893,7.8413,2.1806,3.7873,-28.6719,630.4716,438.4344,625.8992,439.6816,水层
1032.0088,10.0859,0.1012,94.6767,89.625,4.1995,4.3789,5.0872,4.698,0.8457,6.0078,44.0938,0.281,6.2991,2.2519,4.1874,-28.4844,629.2245,437.6019,624.6522,438.4333,水层
1032.0596,10.1562,0.1324,94.9471,89.1875,4.2506,4.5379,5.4701,5.0051,0.8462,5.2908,44.0625,0.269,6.2053,2.362,4.8745,-27.7969,628.3932,436.3535,624.2365,435.5212,水层
1032.1104,10.0859,0.1536,93.7912,90.9375,4.3345,4.5211,5.6254,5.1457,0.8457,7.1055,44.0312,0.2554,7.052,2.3962,5.126,-27.5781,627.5618,435.1042,622.9894,435.105,水层
1032.1612,10.2031,0.148,93.68,92.9375,4.2667,4.3959,5.0457,4.6699,0.8447,10.1875,44.0625,0.2556,7.8305,2.369,4.977,-27.6406,626.7305,434.2719,621.7424,433.441,水层
1032.212,10.1094,0.1332,95.1186,96.0,4.1881,4.1636,4.2825,4.0003,0.8438,13.9219,44.0938,0.2628,8.269,2.2962,4.7745,-28.0938,625.8991,432.6075,621.3267,431.7765,水层
1032.2628,10.4375,0.1075,97.516,98.3125,4.111,3.8892,3.8433,3.6503,0.8433,10.2031,44.0938,0.2777,8.626,2.1926,4.3175,-28.25,625.8991,432.191,620.9109,430.5282,水层
1032.3136,9.9766,0.0857,99.0797,98.4375,4.0394,3.7175,3.4472,3.3473,0.8438,8.2969,44.0938,0.3014,7.6801,2.1498,3.5668,-28.3438,625.0677,430.9423,620.0795,429.6955,水层
1032.3644,9.3125,0.0606,100.133,92.375,3.9903,3.6527,3.5037,3.317,0.8438,7.4883,44.0938,0.3015,6.2928,2.1546,2.963,-28.5,625.4834,430.1093,619.6637,428.8622,水层
1032.4152,9.5391,0.0417,99.6429,91.6875,3.9659,3.6809,3.9194,3.6489,0.8433,7.0323,44.125,0.3106,4.9456,2.2411,3.0513,-28.7188,625.0677,428.8599,619.6637,428.0296,水层
1032.466,9.2188,0.0618,97.6292,92.375,3.8945,3.8547,3.9766,3.7265,0.8438,6.6328,44.125,0.2931,4.5283,2.3272,3.4544,-29.0625,624.6519,428.8599,620.0793,427.6125,水层
1032.5168,9.3828,0.0672,98.0932,92.375,4.0152,3.9305,4.469,4.1291,0.8438,6.4453,44.125,0.2843,4.2367,2.378,3.7642,-29.2812,624.6519,428.027,620.9106,427.6106,水层
1032.5676,9.2266,0.0337,97.8555,85.875,4.1984,4.1298,5.068,4.7046,0.8428,6.418,44.125,0.2815,4.1242,2.347,3.8113,-30.25,624.6519,428.0247,621.3263,428.0254,水层
1036.4284,9.2578,0.0084,99.5251,79.875,4.8515,5.0771,6.1633,5.3671,0.8403,6.0,44.4062,0.2986,4.4679,2.2753,5.369,-32.6875,643.7825,450.3751,642.9506,448.2948,水层
1036.4792,9.0781,0.0127,98.6736,84.1875,4.6071,4.8501,5.2646,4.6963,0.8398,5.9492,44.4062,0.2867,4.7687,2.2912,5.2474,-31.6094,646.2783,452.0367,644.1985,448.7098,水层
1036.53,9.25,0.0214,99.269,86.75,4.3134,4.3387,4.4756,3.9963,0.8384,5.5586,44.4062,0.2755,4.616,2.2332,4.8839,-30.6094,647.5262,452.4522,645.4465,449.9558,水层
1036.5808,10.3203,0.0297,99.7813,93.25,4.1238,3.887,3.8175,3.4551,0.8394,5.2266,44.4062,0.2735,5.0643,2.1381,4.1099,-29.0469,649.1901,453.6984,646.6944,450.3708,水层
1036.6316,10.9375,0.0431,104.5003,98.375,3.9284,3.6512,3.3133,3.0686,0.8403,4.8516,44.4062,0.2938,5.774,2.0904,3.1701,-27.7344,650.438,454.5292,649.1902,450.7859,水层
1036.6824,11.5312,0.0792,104.2847,104.0,3.8659,3.6153,3.5993,3.2063,0.8394,4.6684,44.4062,0.3155,8.2958,2.1058,2.705,-27.4688,652.1019,454.9441,649.6063,452.4472,水层
1036.7332,10.7969,0.091,101.0804,95.9375,3.7072,3.6596,3.9576,3.4832,0.8394,4.7109,44.4688,0.3114,11.0128,2.1308,2.8297,-27.7188,655.4297,456.1902,652.1022,452.4472,水层
1036.784,10.1094,0.0907,100.3463,95.6875,3.5292,3.5926,4.2464,3.7512,0.8398,5.2227,44.4688,0.295,11.9503,2.1151,3.4203,-28.3438,657.0937,457.853,653.3502,454.1096,水层
1036.8348,10.3359,0.095,97.0227,97.6875,3.433,3.4989,4.107,3.6901,0.8398,6.1562,44.4688,0.2806,10.4056,2.1288,3.7504,-28.625,659.1736,458.6832,655.0142,456.1873,水层
1036.8856,10.2969,0.0921,97.1656,106.0,3.4846,3.3858,3.5717,3.349,0.8398,7.2852,44.4688,0.2754,8.6328,2.164,3.4511,-28.7812,661.2537,459.5146,657.0941,456.6025,水层
1036.9364,10.2188,0.0815,99.1295,105.1875,3.69,3.4282,3.718,3.4421,0.8389,8.0234,44.4688,0.2921,6.587,2.2251,2.9967,-29.2344,662.9178,461.1766,659.1741,458.2651,水层
1036.9872,9.3359,0.0767,99.25,100.0625,3.8558,3.6367,4.0891,3.783,0.8389,8.9297,44.4688,0.307,5.3876,2.2833,2.9768,-30.1719,665.8298,462.0076,662.0861,459.9274,水层
1037.038,8.9219,0.0613,99.839,85.8125,4.0032,3.9693,4.7583,4.3145,0.8389,7.9593,44.5,0.3121,4.8325,2.2874,3.4259,-31.2656,667.4939,462.8387,666.246,460.7588,水层
1037.0888,8.8203,0.0294,101.1729,76.9375,4.1094,4.2176,5.6405,5.0149,0.8384,7.3438,44.5,0.2995,4.7714,2.2532,4.1853,-33.0,669.9901,464.085,669.5741,463.2525,水层
1037.1396,8.8047,0.012,100.778,68.8125,4.2576,4.382,5.8982,5.314,0.8379,5.9922,44.5,0.2892,4.5038,2.2158,4.9369,-34.5938,671.2383,464.4999,671.6542,464.084,水层
1037.1904,8.8125,0.0092,102.3442,68.0,4.4635,4.5654,5.9303,5.3266,0.8389,5.4805,44.5,0.2941,4.0873,2.2006,5.2168,-36.0312,672.4865,465.7466,674.9825,465.3309,水层
1037.2412,8.8281,0.0118,103.2064,68.0,4.7169,4.8126,5.8522,5.2535,0.8384,5.582,44.5,0.3039,3.9,2.2065,5.275,-36.2812,673.3187,467.4094,675.8146,466.9932,水层
1037.292,8.8359,0.0131,102.3036,69.5625,4.9257,5.0468,5.7096,5.1651,0.8374,6.2148,44.5,0.3139,3.9307,2.2189,5.2686,-36.0312,674.983,469.0722,677.8948,468.2402,水层
1037.3428,8.8594,0.0197,101.8948,70.125,5.1797,5.1791,5.9123,5.3492,0.8384,7.4501,44.5,0.3031,3.9537,2.2434,5.1761,-35.875,677.0632,470.735,679.9752,469.9031,水层
1037.3936,8.8516,0.028,101.1646,69.6875,5.3569,5.373,6.0266,5.4576,0.8384,7.8594,44.5,0.2949,3.8583,2.269,5.0866,-35.5938,678.3116,473.6457,682.8875,471.9816,水层
1037.4444,8.8125,0.0233,100.1763,65.4375,5.5044,5.5306,5.89,5.3834,0.8374,7.9961,44.5,0.279,3.8735,2.2724,5.2142,-35.7188,679.9759,475.3088,683.3038,473.2287,水层
1037.4952,8.8203,0.0113,100.0657,66.5625,5.6845,5.6199,6.2559,5.7334,0.8379,8.0312,44.5,0.2758,4.0653,2.2585,5.5489,-35.7812,681.6402,478.2196,684.9683,475.3073,水层
1037.546,8.8125,0.0061,100.5373,64.0625,5.9247,5.8134,6.7603,6.2223,0.8389,8.2656,44.5,0.2802,4.6788,2.2417,5.5417,-36.1875,682.4726,479.8824,686.2166,477.3863,水层
1037.5968,8.8125,0.0016,98.7821,64.3125,6.2201,6.2301,7.3691,6.8376,0.8384,9.8203,44.5,0.2843,5.4146,2.2444,5.6618,-36.0312,683.3051,481.1293,687.4649,479.4654,水层
1037.6476,8.7812,-0.0036,97.7958,59.75,6.3155,6.7059,8.6033,7.8363,0.8374,12.1328,44.5,0.2807,6.1286,2.2431,6.6126,-35.5938,683.7214,483.6237,688.7136,482.3761,水层
1037.6984,8.7734,-0.0063,96.5611,58.0625,6.268,7.052,9.3052,8.4387,0.8374,13.637,44.5312,0.2701,5.9591,2.2513,8.2675,-35.4688,683.7217,484.4552,688.7139,484.0393,水层
1037.7492,8.7734,-0.006,96.3215,59.0312,6.0825,6.9231,8.5659,7.9758,0.8374,13.1406,44.5312,0.2592,5.457,2.2409,9.0482,-34.9375,682.8903,485.7022,687.8823,486.1178,水层
1037.8,8.8204,-0.0063,98.6963,61.566,5.9384,6.4131,7.3648,6.9569,0.8374,11.9766,44.5312,0.2605,4.8594,2.2312,8.4295,-33.937,682.4745,486.5333,684.5546,487.365,水层
1037.8508,8.9062,-0.0022,99.0509,65.875,5.746,5.812,6.0687,5.915,0.8389,11.1719,44.5,0.2607,4.5521,2.2237,6.934,-33.25,680.8109,487.3642,681.643,488.196,水层
1037.9016,9.2188,0.011,100.0765,73.1875,5.3823,5.29,5.0841,5.0301,0.8389,8.6641,44.5,0.2628,4.8075,2.2445,5.508,-32.7812,678.3151,488.1951,678.7312,486.1108,水层
1037.9524,9.8203,0.0429,100.7215,84.8125,5.0783,4.8725,4.6133,4.5408,0.8389,7.0312,44.5,0.2643,5.5935,2.2809,4.6231,-31.6094,676.6514,486.9587,676.2354,484.4831,水层
1038.0032,10.3828,0.0765,100.3318,95.4375,4.739,4.5409,4.303,4.23,0.8389,6.0336,44.5,0.2718,6.1162,2.3033,4.2416,-30.3281,674.9877,484.1175,672.4916,481.2407,水层
1038.054,10.7422,0.0993,101.2685,96.875,4.447,4.2853,4.2783,4.2045,0.8384,5.875,44.5312,0.2778,6.4801,2.2965,4.0486,-29.4219,672.4919,482.0951,670.8278,477.9918,水层
1038.1048,10.6562,0.1103,102.4486,97.8125,4.1997,4.121,4.2682,4.2121,0.8408,5.8945,44.5312,0.2783,7.2823,2.2827,3.9297,-29.2188,670.8281,478.4352,667.4999,473.9275,水层
1038.1556,10.5312,0.1134,102.6795,96.1875,4.0367,4.0139,4.2573,4.1805,0.8408,6.1719,44.5312,0.2786,9.6551,2.2584,3.9755,-29.0,669.1642,475.1896,666.2521,471.4909,水层
1038.2064,10.9453,0.0979,102.388,97.3125,3.9988,3.9419,4.1866,4.0964,0.8384,6.2422,44.5312,0.2821,13.1012,2.1962,3.9649,-28.3125,666.2523,471.5332,664.1721,467.8312,水层
1038.2572,11.1328,0.0493,101.776,96.625,4.0667,3.8639,3.623,3.7054,0.8384,6.0664,44.5312,0.3029,17.0228,2.0632,3.99,-28.8125,662.9243,467.0548,662.5082,464.5825,水层
1038.308,10.9297,0.0162,103.3086,98.5,4.2944,3.9065,3.6959,3.7726,0.8389,6.125,44.5938,0.3283,16.0209,2.0062,3.6618,-29.875,661.2603,463.3984,660.8443,460.9229,水层
1038.3588,9.9219,0.0063,101.5751,95.0625,4.6254,4.1812,4.844,4.8692,0.8379,6.464,44.5625,0.3141,9.4508,2.0258,3.3216,-30.625,659.1804,460.551,658.3483,457.2698,水层
1038.4096,8.8906,0.0015,96.9365,85.375,4.9558,4.9256,7.0867,6.981,0.8379,7.0391,44.5312,0.3011,6.4143,2.1391,3.501,-31.375,657.1003,457.3057,655.8522,453.2091,水层
1038.4604,8.8281,0.0051,91.2813,72.057,5.3769,5.8418,10.8878,9.8703,0.8384,7.1367,44.5625,0.2589,5.2978,2.2516,5.4424,-32.9382,654.1882,454.0571,652.94,451.1805,水层
1038.5112,8.8281,0.0123,86.4912,65.25,5.7112,6.527,14.4823,12.8555,0.8379,6.957,44.5938,0.2564,5.6504,2.3383,9.6791,-33.8125,651.692,451.2196,647.9476,448.3495,水层
1038.562,8.8203,0.0143,84.025,65.0625,5.9011,6.7961,10.8866,10.1063,0.8379,6.8945,44.5938,0.2479,5.709,2.3639,13.723,-34.7188,647.9477,448.3821,645.4514,445.9164,水层
1038.6128,8.8203,0.0131,87.4892,69.0625,6.224,6.8714,7.5826,7.2957,0.8364,6.5586,44.5938,0.2483,5.8335,2.3596,12.6437,-34.75,644.6193,445.5511,642.9551,443.4899,水层
1038.6636,8.8672,0.0132,90.7578,77.0625,6.6691,6.6419,6.4888,6.3582,0.8364,6.1806,44.5938,0.259,5.6539,2.349,9.0773,-34.8125,640.4589,442.717,640.0428,440.2611,水层
1038.7144,8.8828,0.0087,92.1413,77.5,6.7452,6.3856,5.8179,5.7741,0.8369,6.1797,44.5938,0.2722,5.6743,2.3276,6.1663,-35.0,636.7144,440.2938,635.4661,438.2326,水层
1038.7652,8.8906,0.0094,93.2134,74.375,6.4239,6.3346,5.5509,5.3905,0.8379,6.5742,44.5938,0.2851,5.5715,2.311,5.4308,-34.9062,632.5537,438.6795,632.5537,436.2204,水层
1038.816,8.8906,0.0055,93.6121,70.5,6.0908,6.0787,5.8693,5.6092,0.8384,7.3906,44.6562,0.2755,5.5254,2.2957,5.6123,-34.125,630.8895,436.2629,628.393,434.205,水层
1038.8668,8.9219,0.0079,92.2359,72.5625,5.6701,5.7,5.9339,5.6987,0.8379,7.5781,44.625,0.2784,5.1655,2.3016,5.785,-33.7812,627.5609,434.6519,624.6483,433.0114,水层
1038.9176,8.9219,0.0076,93.0942,78.5,5.4202,5.4773,5.684,5.5201,0.8374,7.3633,44.5938,0.2892,4.7567,2.3092,5.3827,-33.2812,624.6483,433.0572,620.9036,431.8146,水层
1038.9684,8.9219,0.0068,92.762,77.6875,5.356,5.3945,5.8499,5.6003,0.8369,7.0898,44.625,0.2882,4.5963,2.3233,5.2713,-33.4062,621.3196,431.8637,616.7427,430.2331,水层
1039.0192,8.9219,0.0043,91.9635,75.3125,5.3033,5.4564,6.284,5.9377,0.8369,6.8677,44.6562,0.2768,4.5562,2.3291,5.5417,-33.7812,619.2391,430.6669,613.8301,429.8385,水层
1039.07,8.9766,0.0071,91.2709,76.8125,5.1379,5.3664,6.3488,5.9616,0.8369,6.8359,44.6562,0.2574,4.5322,2.3349,6.1602,-34.0,617.5748,429.8844,610.5012,429.4898,水层
1039.1208,9.0547,0.0072,91.3106,80.0651,5.0434,5.2273,5.9357,5.6643,0.8369,7.3594,44.6562,0.2621,4.2992,2.3298,6.3143,-33.8432,616.7425,428.6843,609.2528,429.5062,水层
1039.1716,9.0703,0.0075,92.7074,83.3125,4.9738,5.0205,5.6633,5.3739,0.8369,7.5898,44.6562,0.2684,4.1318,2.3244,5.7464,-33.125,617.5746,428.7269,609.2527,429.5684,水层
1039.2224,9.1484,0.0119,92.143,81.5,4.8354,4.7851,5.1475,4.8657,0.8364,7.4102,44.6562,0.2774,4.0538,2.343,5.2316,-31.7031,620.0711,428.3586,610.5009,429.5946,水层
1039.2732,9.2109,0.0144,93.826,82.5,4.6192,4.6014,4.8599,4.5685,0.8369,6.8242,44.6562,0.2679,3.8989,2.3598,4.7336,-30.8906,623.3998,428.8186,613.8295,430.4655,水层
1039.324,9.1875,0.0216,94.7262,84.625,4.4689,4.4004,4.7221,4.4363,0.8369,6.797,44.6562,0.2769,3.5361,2.3521,4.4047,-30.5156,626.7286,429.6666,616.7421,431.3167,水层
1039.3748,9.2422,0.0299,95.662,88.5,4.3297,4.2775,4.5123,4.2531,0.8364,7.8008,44.6562,0.2778,3.3132,2.3344,4.1523,-30.4375,629.2252,430.9419,620.487,432.1746,水层
1039.4256,9.5938,0.0368,98.1843,94.5625,4.2319,4.1477,4.4336,4.1559,0.8359,8.1719,44.6562,0.2964,3.2728,2.3268,4.095,-30.7812,631.7219,433.4498,625.8964,435.0901,水层
1039.4764,9.9688,0.0418,98.7372,94.25,4.1424,4.0921,4.4245,4.147,0.835,8.0156,44.6562,0.2959,3.5046,2.3447,4.0043,-30.9062,634.2186,436.3654,633.3864,438.4198,水层
