Depth,CALS,DRHO,DT,GR,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
888.8036,9.8672,0.0289,97.4206,82.5625,3.6635,3.7954,4.6788,4.4916,0.8965,3.6113,40.75,0.2886,4.6512,2.3125,4.5889,-32.75,712.5996,500.8884,711.7711,498.0227,水层
888.8544,9.7812,0.0312,97.5362,84.8125,3.9391,4.009,4.507,4.3778,0.8965,3.959,40.75,0.2837,4.6212,2.3229,4.2859,-33.3438,706.8423,502.5349,707.6738,498.4378,水层
888.9052,9.7734,0.0287,97.0608,84.9375,4.1313,4.1709,4.4163,4.3064,0.897,4.5391,40.7812,0.2805,4.6545,2.3183,4.2951,-34.8438,702.3217,503.7675,704.39,499.6721,水层
888.956,9.75,0.0161,96.8731,79.625,4.2056,4.2558,4.6755,4.5439,0.8975,5.1595,40.7812,0.2736,4.7087,2.301,4.5359,-34.9688,699.0408,504.1848,700.6979,500.908,水层
889.0068,9.7266,0.0141,96.707,77.0625,4.2085,4.2816,4.5178,4.4427,0.896,5.3516,40.8125,0.2721,4.6636,2.2954,4.6451,-35.3125,697.0058,503.7814,698.6658,500.9146,水层
889.0576,9.7344,0.0181,97.1416,78.125,4.1738,4.2189,4.2366,4.2026,0.895,5.4336,40.8125,0.268,4.8333,2.3019,4.411,-34.9062,696.2166,500.9236,697.8736,500.5146,水层
889.1084,9.75,0.023,98.6644,85.0,4.1904,4.1614,4.2549,4.1956,0.8975,5.5116,40.8125,0.2718,4.7553,2.3104,4.103,-34.9688,696.2528,499.291,697.0814,499.2921,水层
889.1592,9.5859,0.0187,98.8883,83.75,4.1593,4.2135,4.6392,4.4145,0.8979,5.6758,40.875,0.2797,4.3462,2.3049,4.0305,-35.5312,697.9551,496.4315,697.1237,498.4792,水层
889.21,9.5234,0.0138,97.245,82.75,4.0884,4.2666,4.6982,4.4569,0.8975,6.8633,40.875,0.2774,3.8702,2.2975,4.4209,-35.8125,698.8109,494.7995,697.1539,496.4404,水层
889.2608,9.5078,0.0142,96.9783,78.4375,4.0545,4.1992,4.6773,4.4288,0.8965,8.6385,40.875,0.2727,3.6853,2.3082,4.8204,-35.5312,700.0929,492.759,698.0216,495.2157,水层
889.3116,9.5078,0.0136,96.6547,81.375,4.0075,4.0834,4.5837,4.3858,0.896,10.3203,40.875,0.276,3.5909,2.3233,4.5858,-35.0312,700.9606,491.9467,701.6326,493.5843,水层
889.3624,9.4609,0.0145,96.8436,82.75,3.9857,4.0232,4.1784,4.1003,0.896,8.5,40.875,0.2906,3.4615,2.3309,3.9542,-34.375,696.7219,490.7264,701.2274,491.9528,水层
889.4132,9.3828,0.016,98.3621,86.375,3.9367,3.965,3.8851,3.8041,0.8965,7.3242,40.875,0.3021,3.2955,2.3263,3.8232,-34.5625,696.7289,490.3214,700.0046,489.5034,水层
889.464,9.4297,0.0153,98.7313,89.625,3.8913,3.8842,4.0125,3.8626,0.8989,6.2852,40.875,0.3044,3.2878,2.3276,3.8491,-33.9062,696.3252,489.9208,697.9634,487.0557,水层
889.5148,9.4141,0.0089,98.9439,91.1875,3.8549,3.7841,3.8672,3.7892,0.8979,6.0703,40.875,0.3087,3.3432,2.3288,3.768,-33.3438,693.8755,489.5174,693.8771,485.8316,水层
889.5656,9.3359,0.0071,99.1436,93.4375,3.8323,3.7528,3.7647,3.699,0.8975,5.9805,40.875,0.3135,3.4765,2.3245,3.5861,-33.3438,690.6051,488.7045,692.2432,484.1996,水层
889.6164,9.2969,0.0073,99.1284,92.5625,3.8399,3.8345,3.9477,3.8594,0.895,6.4136,40.875,0.3114,3.594,2.305,3.509,-33.9375,686.9263,488.3039,689.3829,483.3873,水层
889.6672,9.2656,0.0075,99.3822,88.25,3.859,3.9261,4.1499,4.0556,0.895,6.4844,40.875,0.3095,3.7639,2.2759,3.7324,-34.5,682.0193,488.3084,686.1147,482.5766,水层
889.718,9.375,0.0099,99.4265,81.25,3.9084,4.0157,4.4845,4.3179,0.895,6.0469,40.875,0.3055,4.038,2.2547,4.1068,-34.7188,678.7501,487.4961,683.665,481.7654,水层
889.7688,9.4062,0.0225,98.9962,80.875,3.9524,4.0634,4.8097,4.5821,0.8955,5.6762,40.875,0.3116,4.4386,2.2542,4.4527,-34.7812,676.7072,487.5039,682.0312,481.3604,水层
889.8196,9.625,0.0472,98.6758,81.625,3.9905,4.1293,4.857,4.6576,0.896,5.6211,40.875,0.3077,4.768,2.2719,4.6372,-34.875,674.2576,486.6921,679.582,481.3676,水层
889.8704,9.7266,0.0607,97.7797,86.2502,4.0258,4.2024,5.0,4.7725,0.8975,5.9648,40.875,0.3017,4.7739,2.2893,4.7246,-34.3749,673.0349,485.8803,676.7223,481.3749,水层
889.9212,9.75,0.0631,96.7457,86.8125,4.0697,4.2053,4.8658,4.6876,0.8965,6.078,40.875,0.2912,4.5469,2.3118,4.7622,-34.0,671.8143,484.6596,675.4985,480.5626,水层
889.972,9.7734,0.0655,97.0037,86.5625,4.0678,4.1136,4.4515,4.3269,0.895,5.9609,40.9062,0.2918,4.4851,2.3465,4.6686,-34.4375,671.8198,484.2556,673.8679,479.7531,水层
890.0228,9.8203,0.0597,98.0001,83.8125,4.0517,4.0197,4.1597,4.0709,0.894,5.6328,40.9062,0.3061,4.6905,2.3672,4.263,-35.0,671.8273,483.0332,672.6474,479.3486,水层
890.0736,9.7188,0.0318,98.9201,84.6875,4.0337,3.9978,3.9153,3.8517,0.8936,5.2891,40.9062,0.3195,4.6718,2.3405,3.7778,-34.8125,672.2427,482.6304,672.2422,478.1295,水层
890.1244,9.6797,0.0085,99.7641,86.3125,4.0337,3.9871,3.744,3.7152,0.895,5.4727,40.9062,0.3291,4.5422,2.3029,3.5835,-35.0,672.6608,481.0013,672.2508,478.1323,水层
890.1752,9.7266,0.0026,99.6765,85.625,4.0496,4.0113,4.0981,3.9508,0.895,5.4023,40.9062,0.3333,4.4266,2.2834,3.6847,-35.2812,673.4858,479.7794,672.6689,476.5049,水层
890.226,9.7656,0.003,98.7177,79.9375,4.0113,4.0831,4.5415,4.3403,0.895,5.6055,40.9062,0.3239,4.3451,2.2799,3.9843,-35.375,673.9013,478.1503,673.9013,475.6909,水层
890.2768,9.7656,0.0062,98.2575,78.875,3.9992,4.161,4.703,4.4872,0.896,5.5001,40.9062,0.3092,4.1319,2.2883,4.3497,-35.3125,675.1363,478.1537,675.1379,474.4696,水层
890.3276,9.7656,0.0099,97.8698,79.25,4.0481,4.1425,4.6527,4.4777,0.8965,5.7422,40.9062,0.2842,3.9323,2.3036,4.6447,-34.9375,676.3713,476.5257,675.9613,474.0646,水层
890.3784,9.8047,0.0131,97.7726,82.75,4.0954,4.1081,4.4256,4.3076,0.8945,5.8789,40.9375,0.2821,3.9938,2.3233,4.5042,-34.4375,678.4281,475.7116,677.6058,472.8444,水层
890.4292,9.7969,0.0176,97.8351,84.875,4.137,4.1296,4.2018,4.1329,0.8945,5.7346,41.0,0.293,4.0816,2.338,4.1198,-34.1875,678.8414,475.3089,678.4313,472.0315,水层
890.48,9.7266,0.0151,97.875,85.625,4.1511,4.1876,4.1741,4.1175,0.896,5.5898,40.9688,0.2982,3.7868,2.3286,4.0196,-34.125,680.8992,474.087,680.0764,471.6282,水层
890.5308,9.6562,0.0105,97.9886,86.4371,4.1353,4.2326,4.4677,4.3271,0.8955,5.6172,40.9688,0.294,3.3538,2.3059,4.1632,-34.1251,681.7215,473.6837,681.3147,471.6349,水层
890.5816,9.5547,0.01,98.4836,85.5625,4.0445,4.2201,4.6766,4.4803,0.895,5.7654,40.9688,0.2829,3.0652,2.288,4.438,-34.3125,682.9576,473.6915,681.729,472.0523,水层
890.6324,9.5,0.0094,99.6385,83.5625,3.9472,4.1242,4.5089,4.3629,0.8921,5.7617,40.9688,0.285,3.0841,2.2719,4.5522,-34.125,683.3725,474.5173,681.7371,472.0591,水层
890.6832,9.3516,0.0058,101.207,82.3125,3.8803,3.8645,4.3753,4.2292,0.8921,5.6836,40.9688,0.2935,3.1253,2.251,4.3682,-34.0,683.3795,475.3431,682.152,473.7039,水层
890.734,9.3203,0.0054,102.229,87.5,3.804,3.7275,4.153,4.0389,0.8921,5.6523,40.9688,0.2965,3.2082,2.2295,4.0674,-34.125,682.9764,476.5779,682.5701,476.1683,水层
890.7848,9.3594,0.0088,102.7855,92.25,3.735,3.7644,4.0218,3.9069,0.8931,5.7734,40.9688,0.2949,3.3953,2.2147,3.8213,-34.5312,680.5273,479.4507,682.5744,479.8613,水层
890.8356,9.4922,0.0141,103.4072,99.0,3.6956,3.6368,3.9546,3.8079,0.8936,5.8438,41.0,0.2925,3.6608,2.2077,3.8011,-34.0312,678.4872,483.5543,681.7612,483.1448,水层
890.8864,9.6641,0.0283,104.207,103.875,3.6198,3.5547,3.9099,3.7245,0.895,5.3945,41.0,0.2938,3.6994,2.2245,3.7627,-33.25,677.2667,487.2462,680.9481,486.4282,水层
890.9372,9.8359,0.046,105.0927,112.0625,3.5411,3.4942,3.7371,3.5791,0.896,5.1955,41.0,0.3057,3.3678,2.2651,3.5878,-32.0938,676.8599,489.71,679.7271,488.4809,水层
890.988,9.9297,0.057,105.4,113.625,3.5381,3.4701,3.6795,3.4956,0.8965,5.168,41.0,0.311,3.1586,2.321,3.3958,-30.7812,675.2321,490.1262,678.9139,489.7178,水层
891.0388,10.0469,0.0582,103.4036,107.0,3.5581,3.4574,3.6457,3.4584,0.895,5.6367,41.0,0.3181,3.0123,2.3771,3.2569,-29.4531,675.2347,489.724,678.1014,490.1363,水层
891.0896,10.125,0.0479,101.148,96.9375,3.554,3.48,3.629,3.4434,0.894,5.6406,41.0,0.3157,3.0629,2.4073,3.2663,-29.1406,674.0164,488.5049,676.8814,489.3212,水层
891.1404,10.1641,0.0301,99.0108,89.3125,3.5712,3.5199,3.6555,3.4696,0.8936,5.7461,40.9688,0.3112,3.0812,2.408,3.3724,-29.9219,673.2028,488.0988,676.8873,487.6909,水层
891.1912,10.1875,0.0182,97.0552,84.5623,3.6378,3.5876,3.705,3.5193,0.894,5.7578,40.9688,0.3016,3.2118,2.3873,3.4333,-31.0002,672.8013,487.2881,676.8932,485.24,水层
891.242,10.1562,0.0143,96.8443,84.1875,3.7085,3.6784,3.9213,3.6919,0.8945,5.8163,41.0312,0.2943,3.3028,2.3647,3.4577,-31.4062,673.2141,487.2977,676.0828,493.0281,水层
891.2928,10.125,0.0114,97.0845,81.9375,3.7478,3.7624,4.2114,3.959,0.8945,5.4414,41.0312,0.2936,3.2947,2.3388,3.5803,-32.2188,673.2221,487.3005,676.0903,493.0387,水层
891.3436,10.0156,0.0115,98.3344,82.375,3.7491,3.8335,4.4508,4.1351,0.897,5.4375,41.0,0.2958,3.2644,2.312,3.8577,-33.9062,673.6365,486.4915,675.6857,492.632,水层
891.3944,10.0156,0.0116,100.1325,79.1875,3.7763,3.8511,4.5411,4.223,0.9043,5.0039,41.0312,0.3064,3.1636,2.2793,4.0854,-35.6562,673.6434,486.0859,675.691,481.9908,水层
891.4452,10.0156,0.0084,102.274,84.0,3.845,3.813,4.4279,4.1505,0.8975,5.4492,41.0312,0.3184,3.0127,2.238,4.1329,-36.2812,673.6516,485.2758,676.1097,481.5886,水层
891.496,10.0156,0.0064,104.1736,84.875,3.9515,3.8075,4.2437,4.0393,0.8926,5.6445,41.0312,0.3379,2.8178,2.1971,4.0554,-36.5,673.6575,484.0535,676.1135,479.96,水层
891.5468,10.0156,0.0072,105.7051,83.625,4.0553,3.8844,4.2831,4.0885,0.8921,6.5898,41.0312,0.3407,2.7779,2.173,3.9737,-36.9062,673.2544,482.4221,676.53,479.1449,水层
891.5976,10.0156,0.0059,105.9259,76.75,4.1043,4.0566,4.7942,4.4364,0.8921,6.6289,41.0312,0.3368,2.9102,2.1657,4.0432,-36.8438,673.2614,479.155,676.5364,477.9243,水层
891.6484,10.0156,0.005,103.8826,69.375,4.1173,4.2613,5.5835,5.0315,0.8911,6.7734,41.0312,0.3208,3.2017,2.1808,4.461,-36.3125,672.452,477.5215,676.5455,475.884,水层
891.6992,10.0156,0.0067,100.8545,69.875,4.082,4.3691,6.3455,5.59,0.8906,7.0742,41.0312,0.3086,3.4189,2.2081,5.3689,-35.375,672.0458,475.0706,676.1398,473.0253,水层
891.75,10.0156,0.006,97.9225,69.125,4.0088,4.3054,6.128,5.366,0.8896,7.8585,41.0312,0.2926,3.5951,2.2399,6.083,-34.25,670.4163,472.2108,675.7383,470.9822,水层
891.8008,10.0156,0.0061,96.7563,80.5,3.9578,4.088,5.0686,4.6559,0.8892,8.0859,41.0625,0.2799,3.5462,2.2858,5.5991,-32.7188,668.7831,469.3521,673.6989,468.5319,水层
891.8516,10.0234,0.0086,96.5863,84.3125,3.9224,3.8675,4.1101,3.8273,0.8892,7.5039,41.0938,0.2776,3.4527,2.3326,4.2706,-30.7344,666.3331,467.7202,672.4741,466.0827,水层
891.9024,10.0156,0.0153,96.6965,92.125,3.8429,3.7107,3.5704,3.3344,0.8892,5.4166,41.0938,0.2839,3.4067,2.3628,3.2802,-29.6094,663.4725,464.8621,669.6146,463.633,水层
891.9532,10.0391,0.0303,96.8364,92.875,3.7169,3.5586,3.306,3.0593,0.8892,4.75,41.0938,0.2945,3.6996,2.3726,2.9838,-29.1719,660.6135,463.2291,666.346,462.0012,水层
898.4048,9.3281,0.0903,100.6046,95.8125,4.1107,4.1248,4.643,4.6128,0.8813,3.1973,41.5312,0.2909,5.3315,2.3712,4.4522,-31.2969,681.042,470.0949,680.6268,474.2299,水层
898.4556,9.5859,0.0968,100.4666,94.125,3.9591,4.0375,4.6186,4.574,0.8838,3.1719,41.5312,0.2934,5.8827,2.3456,4.6352,-30.9531,678.9761,469.269,676.0818,472.9918,水层
898.5064,9.8047,0.1114,100.4708,94.4375,3.8686,3.9215,4.6161,4.5493,0.8833,3.2363,41.5312,0.2868,6.2425,2.3417,4.525,-30.3594,675.2578,468.4437,672.3643,472.1673,水层
898.5572,10.0469,0.1309,100.7588,95.0625,3.7756,3.7612,4.1526,4.1387,0.8828,3.5215,41.5312,0.2815,6.6217,2.3514,4.2206,-29.5156,672.3665,467.6187,671.5389,471.7553,水层
898.608,9.8438,0.1363,101.4466,99.6875,3.7458,3.5682,3.6685,3.7284,0.8813,4.1328,41.5625,0.2791,7.0186,2.3343,3.8653,-28.9531,670.3018,467.2076,669.8889,470.5181,水层
898.6588,10.9844,0.1306,102.3982,102.75,3.7568,3.4569,3.4081,3.4505,0.8813,4.8203,41.625,0.283,7.1926,2.301,3.4884,-28.8281,667.8245,466.7972,668.653,470.1056,水层
898.7096,11.4219,0.136,103.2384,100.375,3.8034,3.5024,3.2542,3.3046,0.8813,5.5343,41.5938,0.2979,6.7612,2.3034,3.0822,-28.9531,666.1753,466.7981,667.8282,470.1078,水层
898.7604,11.6094,0.134,102.7035,97.9375,3.8929,3.6418,3.4219,3.4376,0.8828,6.0352,41.5938,0.304,5.9344,2.3401,2.9866,-29.1406,666.1775,466.802,667.0054,469.2827,水层
898.8112,11.125,0.1155,100.081,95.6875,3.9385,3.8591,4.2581,4.0677,0.8838,6.5117,41.5938,0.2973,5.2114,2.38,3.422,-29.3281,665.7676,466.8029,666.5959,468.4577,水层
898.862,10.0781,0.0987,97.0911,96.6875,3.957,4.1375,5.2209,4.8867,0.8818,6.9253,41.5938,0.2841,4.7159,2.4167,4.3104,-29.7031,665.7717,467.2186,666.1866,468.4612,水层
898.9128,9.0859,0.0773,95.823,95.375,3.9765,4.2787,6.0303,5.6141,0.8818,6.7812,41.5938,0.2702,4.8644,2.424,5.4497,-30.2031,666.1891,466.8069,666.1895,468.0484,水层
898.9636,9.0392,0.0557,95.8613,94.9382,4.0125,4.2771,6.1149,5.7327,0.8828,6.875,41.5938,0.2687,6.0255,2.3813,6.1052,-30.4061,667.0225,466.8096,666.1935,468.0508,水层
899.0144,9.1953,0.0391,97.3676,96.75,4.0636,4.1638,5.2427,5.1088,0.8823,6.6019,41.5938,0.2749,7.8611,2.2783,5.6834,-30.25,667.0237,467.2251,666.1964,468.0528,水层
899.0652,10.1562,0.0182,99.5495,98.9375,4.0718,3.9852,4.4089,4.3214,0.8813,6.5625,41.5312,0.2761,9.7545,2.1385,4.7915,-30.0625,667.0294,467.6418,666.2005,468.055,水层
899.116,10.9375,0.0118,100.9714,98.75,3.9677,3.8148,3.9136,3.8326,0.8799,6.6133,41.5625,0.2779,10.8816,2.0464,4.0754,-30.4688,667.0326,467.6436,666.2056,468.0569,水层
899.1668,11.25,0.0162,102.1562,96.5,3.8068,3.6431,3.6344,3.5695,0.8804,6.8008,41.5938,0.2829,11.5595,2.0139,3.6448,-30.5312,667.0361,468.473,666.2087,468.0591,水层
899.2176,11.3125,0.0157,103.7938,99.5625,3.6506,3.4777,3.445,3.4003,0.8809,6.8633,41.625,0.2908,11.9058,1.9983,3.432,-30.5156,667.0396,468.8897,666.2122,468.0622,水层
899.2684,11.3359,0.0185,104.9346,101.0,3.5076,3.3375,3.413,3.3676,0.8809,6.8906,41.625,0.2968,11.5066,1.9951,3.3148,-30.3281,666.6315,468.891,666.2175,468.0642,水层
899.3192,11.1719,0.0304,104.8211,100.4375,3.4192,3.2655,3.5492,3.4653,0.8809,6.6758,41.5938,0.2983,11.2046,2.0229,3.2811,-30.2031,666.2216,469.3069,666.2216,468.0664,水层
899.37,10.9062,0.0335,104.625,98.25,3.3192,3.2447,3.5495,3.4649,0.8809,6.6212,41.5938,0.2954,12.0464,2.0442,3.3794,-30.2031,665.8111,469.7229,666.2235,468.0696,水层
899.4208,11.0625,0.0294,104.3859,95.25,3.2263,3.2114,3.5931,3.489,0.8809,6.5859,41.625,0.2877,13.6098,2.0215,3.5031,-29.8281,664.5748,470.139,665.8155,468.0707,水层
899.4716,11.1953,0.0307,103.7658,98.1875,3.1958,3.1859,3.6817,3.577,0.8809,7.0742,41.625,0.2822,14.1066,1.9815,3.5484,-29.8281,663.3372,470.5554,664.9919,468.4868,水层
899.5224,10.8281,0.0323,104.0341,92.375,3.1469,3.1928,3.6465,3.5578,0.8818,7.2459,41.625,0.274,13.9017,1.9643,3.5332,-29.7188,662.9282,471.3856,664.5814,468.4891,水层
899.5732,10.7266,0.0354,104.5999,93.0,3.059,3.1453,3.5774,3.4819,0.8823,7.293,41.625,0.2731,14.24,1.9618,3.5996,-29.2969,662.516,471.387,664.1708,468.4915,水层
899.624,11.3359,0.0377,104.4676,92.0625,2.9152,3.0179,3.5995,3.4673,0.8813,6.9609,41.625,0.2842,14.7919,1.9528,3.6415,-28.7031,661.6933,471.3887,662.9357,468.4928,水层
899.6748,11.5234,0.0246,105.855,99.75,2.7449,2.8345,3.3042,3.2566,0.8809,6.879,41.5938,0.3036,15.0304,1.9158,3.4453,-28.4531,661.6964,472.2207,662.5251,468.4951,水层
899.7256,11.5938,0.0084,107.4633,103.875,2.5742,2.5982,2.9955,2.9359,0.8799,6.8125,41.625,0.3206,15.6493,1.8725,3.0826,-27.7812,661.7011,472.2207,662.1151,468.4977,水层
899.7764,11.7812,-0.002,108.7117,102.625,2.3966,2.3612,2.6925,2.6454,0.8804,6.6914,41.625,0.3323,17.3776,1.8312,2.7202,-27.4375,662.1182,473.0513,661.7039,468.5002,水层
899.8272,11.7812,-0.0113,112.6567,96.6875,2.2221,2.1622,2.3754,2.3693,0.8809,6.5547,41.625,0.3466,18.3213,1.7885,2.4243,-27.1875,662.9517,473.0531,662.1214,468.9161,水层
899.878,12.2969,-0.0166,118.1064,95.75,2.0716,1.9977,2.1514,2.1247,0.8823,6.4375,41.625,0.3655,16.4815,1.7711,2.1583,-27.6719,663.3666,473.8837,662.9526,469.3322,水层
899.9288,12.4219,-0.0103,120.8106,96.625,1.9385,1.8916,2.0634,2.0135,0.8813,6.4102,41.625,0.3858,13.8408,1.7913,1.982,-27.6094,664.6144,474.2991,663.7844,469.749,水层
899.9796,12.5938,0.0017,121.9368,101.3125,1.8381,1.8251,1.9748,1.925,0.8809,6.25,41.5938,0.3867,13.5243,1.8498,1.9175,-27.6406,665.0297,474.3008,664.6182,469.7501,水层
900.0304,11.9141,0.0227,123.7006,103.375,1.8041,1.77,1.9241,1.8745,0.8799,6.1329,41.5938,0.3715,15.3178,1.9132,1.8798,-27.5938,666.2743,474.7191,664.6197,470.1659,水层
900.0812,11.1172,0.0477,122.1531,102.5625,1.8388,1.7408,1.9147,1.8764,0.8799,5.9414,41.625,0.3551,17.6417,1.9534,1.8332,-27.6875,667.9337,474.7191,665.4503,470.1679,水层
900.132,10.8906,0.0501,121.7316,104.6875,1.8727,1.7627,1.8308,1.8329,0.8813,5.8125,41.625,0.3589,17.5764,1.9455,1.7475,-27.4062,668.7643,475.5496,666.2825,470.1706,水层
900.1828,11.0312,0.0423,121.827,106.4375,1.9346,1.8611,2.0157,1.9887,0.8818,5.7462,41.5938,0.3734,14.6438,1.9413,1.7024,-27.1562,670.8375,475.9648,667.5272,470.1735,水层
900.2336,10.9452,0.0497,116.7869,109.997,2.0657,2.0486,2.5137,2.3668,0.8823,5.6875,41.625,0.3644,11.2974,2.0004,1.8213,-28.1724,671.6682,476.3825,668.3597,470.1746,水层
900.2844,10.7031,0.0517,110.1965,102.4375,2.2141,2.2872,3.185,2.9752,0.8828,5.7305,41.625,0.3309,8.87,2.0899,2.4366,-29.4531,672.9135,476.3838,669.1904,470.5906,水层
900.3352,10.9062,0.0484,103.5001,102.0625,2.4031,2.5004,3.9424,3.6467,0.8828,5.7422,41.625,0.2937,7.5716,2.1827,3.3623,-29.5156,674.1602,476.3864,669.6086,470.5939,水层
900.386,11.2188,0.0678,99.9124,104.875,2.6272,2.6432,4.105,3.8135,0.8813,5.7227,41.625,0.278,6.7729,2.2625,3.999,-29.5781,674.1625,476.3885,670.4393,470.5959,水层
900.4368,11.2031,0.0842,103.4936,107.8125,2.8758,2.7693,3.5638,3.4891,0.8809,5.7305,41.625,0.2985,6.7339,2.2922,3.8511,-29.5469,672.5129,476.3903,670.0287,470.5981,水层
900.4876,10.9609,0.0807,108.4854,103.1875,3.1616,2.894,3.1355,3.1304,0.8809,5.8008,41.625,0.3369,7.9863,2.2653,3.1983,-29.6406,671.2745,476.8067,669.2056,471.0139,水层
900.5384,11.0234,0.0805,110.1154,99.1875,3.4585,3.0906,2.9968,3.0142,0.8833,5.7695,41.6562,0.3679,10.543,2.2239,2.8,-29.5469,667.9694,476.3948,667.5557,471.0157,水层
900.5892,11.5078,0.083,109.394,96.625,3.7158,3.4046,3.0899,3.0821,0.8838,5.75,41.6875,0.3689,13.1748,2.1709,2.7478,-29.4219,666.3175,476.3969,666.3169,471.4322,水层
900.64,10.875,0.0732,102.9956,95.8125,3.9235,3.7512,3.6248,3.4861,0.8838,5.6641,41.6875,0.3457,12.4997,2.117,3.0015,-29.7969,663.8396,475.1582,665.0797,471.4352,水层
900.6908,10.75,0.0528,96.7319,92.1875,4.1142,4.1634,4.4531,4.1825,0.8838,5.7108,41.6875,0.3237,8.5441,2.1061,3.4959,-30.4531,663.0149,474.3338,664.2565,471.8504,水层
900.7416,9.3906,0.0331,94.6331,92.875,4.3283,4.6425,5.5587,5.1354,0.8838,5.668,41.7188,0.3133,5.4362,2.1599,4.3625,-31.5469,663.0187,473.9215,663.4327,472.6805,水层
900.7924,8.8047,0.0194,94.3697,86.625,4.6063,5.0347,6.7861,6.1284,0.8838,5.5859,41.7188,0.2972,4.2393,2.2439,5.515,-32.9375,663.0224,473.0958,663.0221,472.6822,水层
900.8432,8.8047,0.0096,96.1178,83.9375,4.9173,5.2742,7.332,6.5852,0.8833,5.5353,41.7188,0.2869,3.9826,2.2827,6.5513,-33.5312,663.4399,473.512,661.3719,473.0987,水层
900.894,8.8047,3.0E-4,97.5922,79.6877,5.2268,5.4779,7.2871,6.6241,0.8813,5.1406,41.7188,0.2857,3.9936,2.2719,6.7402,-34.1565,663.444,474.3421,660.5478,473.1008,水层
900.9448,8.8047,0.0,99.7746,80.25,5.5051,5.6721,6.6174,6.1266,0.8813,4.9609,41.7188,0.2911,4.0678,2.2531,6.245,-34.9062,664.6891,474.3447,660.1368,473.1026,水层
900.9956,8.8047,0.0055,101.4379,76.0,5.6347,5.7561,6.2341,5.858,0.8813,5.0039,41.75,0.2975,4.0993,2.2412,6.0001,-35.375,665.1083,474.3466,660.9688,472.6918,水层
901.0464,8.8047,0.0083,101.0939,75.5625,5.591,5.6973,6.2854,5.8684,0.8818,5.1719,41.75,0.2981,4.1189,2.2357,5.8855,-35.9375,665.9387,473.9354,663.044,471.8662,水层
901.0972,8.8047,0.0074,101.2814,76.5,5.4442,5.5982,6.2355,5.8726,0.8813,5.332,41.75,0.298,4.1728,2.2368,5.7795,-36.1562,666.7692,473.937,663.0456,471.0408,水层
901.148,8.8047,0.004,101.6876,76.0625,5.2989,5.5091,6.0258,5.6881,0.8809,5.1484,41.75,0.3047,4.234,2.2358,5.6889,-35.8438,668.0156,473.5256,664.2905,469.3879,水层
901.1988,8.7734,-4.0E-4,101.938,75.6875,5.1658,5.418,6.0356,5.718,0.8804,5.582,41.75,0.3142,4.3245,2.228,5.5745,-35.6875,668.4323,472.2864,665.1228,468.562,水层
901.2496,8.7734,-0.0023,101.6546,74.375,4.9871,5.3356,6.0143,5.7477,0.8799,6.1953,41.75,0.3151,4.3832,2.2271,5.4819,-35.7812,668.8509,471.0476,666.3683,467.7369,水层
901.3004,8.7734,-8.0E-4,100.2137,78.4375,4.8054,5.2015,5.8156,5.5899,0.877,6.75,41.75,0.308,4.5473,2.2453,5.3665,-35.25,668.028,468.9814,666.7847,466.9113,水层
901.3512,8.7734,0.0021,98.369,83.0625,4.6313,4.966,5.8939,5.6518,0.8779,6.3677,41.75,0.298,5.0816,2.2711,5.3546,-35.125,667.617,468.1551,666.3759,465.2587,水层
901.402,8.7734,0.004,98.4446,86.4375,4.4304,4.6183,5.1727,5.081,0.8799,5.6719,41.75,0.2981,6.5824,2.2486,5.2765,-35.75,664.7244,466.089,664.3102,463.6064,水层
901.4528,8.8594,-0.0035,101.6457,89.375,4.3008,4.1863,3.8814,3.9885,0.8799,5.3047,41.75,0.3162,9.1318,2.1071,4.7554,-34.9688,661.8311,465.2632,661.0034,462.7797,水层
901.5036,9.3828,-0.0147,103.9381,91.0625,4.2711,3.9146,3.5135,3.6185,0.8804,5.1135,41.75,0.3468,13.2015,1.919,3.8567,-33.0312,658.5248,463.6105,657.283,461.9541,水层
901.5544,9.664,-0.0104,103.8735,95.752,4.285,4.0027,3.4476,3.5577,0.8838,5.2695,41.75,0.3584,14.7754,1.8375,3.1629,-31.4217,656.4584,462.7845,653.5621,461.1286,水层
901.6052,9.4766,0.0137,101.8502,100.8125,4.3509,4.2444,3.6387,3.6616,0.8833,5.582,41.75,0.3389,12.1562,1.9038,3.1042,-30.9688,653.5656,461.9594,651.0834,459.4764,水层
901.656,9.3125,0.0528,96.6067,97.6875,4.4601,4.4219,4.4199,4.262,0.8823,5.9219,41.7812,0.3054,9.211,2.0714,3.5545,-31.4062,651.4997,461.1335,650.6729,458.6507,水层
901.7068,9.3203,0.088,93.0269,99.1875,4.611,4.5754,4.9142,4.8704,0.8804,5.8945,41.8125,0.2827,6.6476,2.233,4.1142,-31.5625,651.0898,459.8947,649.8483,457.8251,水层
901.7576,9.2656,0.1056,92.1142,94.5625,4.931,4.934,4.9372,5.0455,0.8799,5.4609,41.8125,0.2791,5.1048,2.3439,4.4067,-31.7188,650.6796,459.0685,649.4393,457.4138,水层
901.8084,9.4297,0.107,89.6215,88.125,5.4666,5.637,5.6831,5.7845,0.8794,5.5078,41.8125,0.2748,4.5862,2.4332,4.6148,-31.8125,650.6833,457.8301,649.8556,457.001,水层
